#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.14905.1:0-851|+       -            284 83902at50557         -            211  3.2e-106  352.4  11.3   1   1  1.9e-107  1.4e-105  350.3  11.3     1   211    15   256    15   256 0.93 -
8280at50557_609295_0:000daa|STRG.13463.1:51-3371|+     -           1107 83902at50557         -            211   3.9e-31  107.1  63.9   5  10   0.00058     0.042   12.2   0.6    82   178   482   586   478   608 0.81 -
8280at50557_609295_0:000daa|STRG.13463.1:51-3371|+     -           1107 83902at50557         -            211   3.9e-31  107.1  63.9   6  10    0.0058      0.42    8.9   2.3    38   135   551   657   550   660 0.71 -
8280at50557_609295_0:000daa|STRG.13463.1:51-3371|+     -           1107 83902at50557         -            211   3.9e-31  107.1  63.9   7  10   3.5e-15   2.5e-13   48.9   3.7    39   179   601   752   600   760 0.82 -
8280at50557_609295_0:000daa|STRG.13463.1:51-3371|+     -           1107 83902at50557         -            211   3.9e-31  107.1  63.9   8  10   5.4e-05    0.0039   15.6   4.9    38   135   740   847   735   855 0.77 -
8280at50557_609295_0:000daa|STRG.13463.1:51-3371|+     -           1107 83902at50557         -            211   3.9e-31  107.1  63.9   9  10   8.7e-05    0.0063   14.9   3.1    97   170   854   929   848   941 0.84 -
8280at50557_609295_0:000daa|STRG.13463.1:51-3371|+     -           1107 83902at50557         -            211   3.9e-31  107.1  63.9  10  10       2.9   2.1e+02    0.1   0.2   120   156   996  1037   975  1076 0.48 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   1  12   3.2e-10   2.3e-08   32.6   0.5    72   178    24   139     6   139 0.81 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   2  12   1.9e-06   0.00014   20.3   0.4    91   154    94   162    91   168 0.86 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   3  12   7.2e-05    0.0052   15.2   0.9    71   181   152   267   148   273 0.84 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   4  12     0.007      0.51    8.6   0.2   118   179   222   289   212   297 0.76 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   5  12       1.8   1.3e+02    0.8   0.3   112   153   322   363   280   388 0.74 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   6  12   7.7e-05    0.0056   15.1   2.5    43   157   408   538   395   542 0.75 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   7  12    0.0011     0.078   11.3   0.6    91   124   540   573   534   594 0.83 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   8  12     2e-06   0.00014   20.2   2.3    96   173   605   688   596   695 0.76 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9   9  12   0.00035     0.026   12.9   0.3   136   180   674   719   669   722 0.86 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9  10  12   1.4e-05     0.001   17.4   1.0    35   130   703   810   694   817 0.67 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9  11  12     5e-07   3.6e-05   22.2   5.0    35   198   726   914   722   927 0.72 -
8280at50557_103372_0:001996|STRG.13804.1:59-3676|+     -           1184 83902at50557         -            211   4.7e-30  103.5  57.9  12  12   0.00011    0.0083   14.5   2.2    25    86   839   901   831  1017 0.69 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   1  10   2.6e-10   1.9e-08   32.9   0.6    72   178    24   139     6   140 0.81 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   2  10   1.7e-06   0.00012   20.5   0.3    91   154    94   162    91   171 0.86 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   3  10     6e-05    0.0043   15.4   1.3    68   181   149   267   143   273 0.84 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   4  10     0.007      0.51    8.6   0.2   118   179   222   289   213   299 0.77 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   5  10       2.1   1.5e+02    0.6   0.3   113   153   323   363   293   388 0.75 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   6  10   6.4e-05    0.0046   15.3   2.2    43   157   408   538   389   541 0.76 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   7  10    0.0012     0.085   11.2   0.5    91   124   540   573   536   592 0.83 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   8  10   1.6e-06   0.00011   20.6   2.1    96   178   605   693   598   696 0.77 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9   9  10   0.00036     0.026   12.9   0.3   136   180   674   719   669   722 0.86 -
8280at50557_103372_0:001996|STRG.13804.2:59-3610|+     -           1184 83902at50557         -            211     5e-30  103.4  57.9  10  10   6.6e-07   4.8e-05   21.8   5.8    34   198   725   914   719   927 0.72 -
54603at50557_224129_0:0029b4|STRG.14779.1:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   1   4   9.4e-05    0.0068   14.8   0.2   140   185     9    54     4    73 0.81 -
54603at50557_224129_0:0029b4|STRG.14779.1:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   2   4   3.5e-07   2.6e-05   22.7   1.4    23    75    69   121    57   129 0.87 -
54603at50557_224129_0:0029b4|STRG.14779.1:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   3   4   3.9e-06   0.00029   19.3   1.0    34    87   127   178   122   181 0.80 -
54603at50557_224129_0:0029b4|STRG.14779.1:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   4   4   2.7e-17   1.9e-15   55.8   6.8    33   184   173   337   171   346 0.84 -
54603at50557_224129_0:0029b4|STRG.14779.2:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   1   4   9.4e-05    0.0068   14.8   0.2   140   185     9    54     4    73 0.81 -
54603at50557_224129_0:0029b4|STRG.14779.2:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   2   4   3.5e-07   2.6e-05   22.7   1.4    23    75    69   121    57   129 0.87 -
54603at50557_224129_0:0029b4|STRG.14779.2:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   3   4   3.9e-06   0.00029   19.3   1.0    34    87   127   178   122   181 0.80 -
54603at50557_224129_0:0029b4|STRG.14779.2:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   4   4   2.7e-17   1.9e-15   55.8   6.8    33   184   173   337   171   346 0.84 -
54603at50557_224129_0:0029b4|STRG.14779.3:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   1   4   9.4e-05    0.0068   14.8   0.2   140   185     9    54     4    73 0.81 -
54603at50557_224129_0:0029b4|STRG.14779.3:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   2   4   3.5e-07   2.6e-05   22.7   1.4    23    75    69   121    57   129 0.87 -
54603at50557_224129_0:0029b4|STRG.14779.3:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   3   4   3.9e-06   0.00029   19.3   1.0    34    87   127   178   122   181 0.80 -
54603at50557_224129_0:0029b4|STRG.14779.3:1024-2154|+  -            377 83902at50557         -            211   3.6e-29  100.6  25.5   4   4   2.7e-17   1.9e-15   55.8   6.8    33   184   173   337   171   346 0.84 -
109776at50557_7213_0:001394|STRG.6456.5:110-679|+      -            190 83902at50557         -            211   1.1e-26   92.5  11.2   1   4     4e-08   2.9e-06   25.8   0.1   148   185     3    40     1    42 0.94 -
109776at50557_7213_0:001394|STRG.6456.5:110-679|+      -            190 83902at50557         -            211   1.1e-26   92.5  11.2   2   4   8.1e-09   5.9e-07   28.0   0.3   118   183    39   107    38   109 0.85 -
109776at50557_7213_0:001394|STRG.6456.5:110-679|+      -            190 83902at50557         -            211   1.1e-26   92.5  11.2   3   4   4.5e-09   3.3e-07   28.9   0.9   139   185   109   155   106   156 0.96 -
109776at50557_7213_0:001394|STRG.6456.5:110-679|+      -            190 83902at50557         -            211   1.1e-26   92.5  11.2   4   4   5.9e-06   0.00043   18.7   0.0   137   174   153   190   152   190 0.97 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   1   8       1.5   1.1e+02    1.0   0.1   120   180    98   166    89   171 0.61 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   2   8   9.6e-08     7e-06   24.5   0.3    32   132   171   281   166   288 0.85 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   3   8   0.00036     0.026   12.9   0.3    27    71   333   378   316   387 0.82 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   4   8   2.9e-10   2.1e-08   32.8   4.1    23   156   401   544   380   547 0.80 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   5   8     2e-06   0.00015   20.2   2.5    67   175   521   638   519   643 0.84 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   6   8    0.0014     0.098   11.0   2.0    88   141   642   695   635   718 0.83 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   7   8    0.0044      0.32    9.3   0.1    33    71   752   791   729   801 0.81 -
25718at50557_219809_0:00105d|STRG.16166.1:306-2930|+   -            875 83902at50557         -            211   2.3e-26   91.5  49.5   8   8    0.0041      0.29    9.4   1.1    20    68   791   837   787   847 0.81 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   1   8       1.5   1.1e+02    1.0   0.1   120   180    98   166    89   171 0.61 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   2   8   9.6e-08     7e-06   24.5   0.3    32   132   171   281   166   288 0.85 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   3   8   0.00036     0.026   12.9   0.3    27    71   333   378   316   387 0.82 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   4   8   2.9e-10   2.1e-08   32.8   4.1    23   156   401   544   380   547 0.80 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   5   8     2e-06   0.00015   20.2   2.5    67   175   521   638   519   643 0.84 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   6   8    0.0014     0.098   11.0   2.0    88   141   642   695   635   718 0.83 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   7   8    0.0044      0.32    9.3   0.1    33    71   752   791   729   801 0.81 -
25718at50557_219809_0:00105d|STRG.16166.4:66-2690|+    -            875 83902at50557         -            211   2.3e-26   91.5  49.5   8   8    0.0041      0.29    9.4   1.1    20    68   791   837   787   847 0.81 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   1   7     0.033       2.4    6.4   2.8    32   172    99   254    81   259 0.66 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   2   7    0.0003     0.022   13.1   0.9    69   178   267   386   205   387 0.66 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   3   7   2.3e-09   1.7e-07   29.8   4.6    42   181   358   509   344   517 0.82 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   4   7   2.2e-07   1.6e-05   23.4   2.9    38   183   495   654   491   662 0.82 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   5   7   5.6e-06   0.00041   18.8   0.9    97   175   659   741   653   749 0.81 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   6   7   1.6e-06   0.00011   20.6   2.8    52   175   756   885   737   888 0.82 -
25718at50557_34720_0:000a06|STRG.4682.3:282-3287|+     -           1002 83902at50557         -            211   4.5e-26   90.5  44.3   7   7   1.2e-06   8.7e-05   20.9   0.5    55   191   807   947   804   956 0.75 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   1   8       1.6   1.1e+02    1.0   0.1   120   180    98   166    89   169 0.61 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   2   8   9.3e-08   6.8e-06   24.6   0.3    32   132   171   281   165   287 0.85 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   3   8   0.00034     0.025   12.9   0.3    27    71   333   378   313   388 0.82 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   4   8     2e-07   1.4e-05   23.5   3.5    25   115   403   503   387   513 0.76 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   5   8   1.1e-06   8.3e-05   21.0   2.7    66   174   519   636   502   640 0.82 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   6   8    0.0013     0.096   11.0   2.0    88   141   641   694   634   717 0.83 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   7   8    0.0044      0.32    9.3   0.1    33    71   751   790   728   800 0.81 -
25718at50557_219809_0:00105d|STRG.16166.3:306-2927|+   -            874 83902at50557         -            211   7.8e-25   86.5  49.9   8   8    0.0041      0.29    9.4   1.1    20    68   790   836   786   846 0.81 -
