#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109797at50557_83485_0:000ec1|STRG.6890.1:452-1357|+     -            302 109797at50557        -            227  3.8e-140  463.7   0.0   1   1  8.8e-142  4.7e-140  463.4   0.0     1   222    21   246    21   251 0.98 -
104262at50557_103372_0:002a03|STRG.10410.3:190-849|+    -            220 109797at50557        -            227   1.5e-36  124.8   1.3   1   1   3.6e-38   1.9e-36  124.5   1.3     2   161    13   175    12   183 0.93 -
104262at50557_103372_0:002a03|STRG.10410.2:442-1107|+   -            222 109797at50557        -            227   1.6e-36  124.7   1.3   1   1   3.7e-38   1.9e-36  124.4   1.3     2   161    15   177    14   185 0.93 -
104262at50557_103372_0:002a03|STRG.10410.1:1-1102|+     -            238 109797at50557        -            227   1.9e-36  124.5   1.3   1   1   4.6e-38   2.4e-36  124.1   1.3     2   161    31   193    30   201 0.93 -
107216at50557_103372_0:00094d|STRG.18724.3:57-662|+     -            202 109797at50557        -            227   2.2e-36  124.2   0.1   1   1   5.1e-38   2.7e-36  124.0   0.1     9   160     1   155     1   168 0.92 -
104262at50557_64793_0:001dc9|STRG.10410.5:634-1742|+    -            260 109797at50557        -            227   2.4e-36  124.1   1.3   1   1     6e-38   3.2e-36  123.7   1.3     2   161    53   215    52   223 0.93 -
104262at50557_64793_0:001dc9|STRG.10410.6:0-779|+       -            260 109797at50557        -            227   2.4e-36  124.1   1.3   1   1     6e-38   3.2e-36  123.7   1.3     2   161    53   215    52   223 0.93 -
104262at50557_64793_0:001dc9|STRG.10410.4:634-1622|+    -            260 109797at50557        -            227   2.4e-36  124.1   1.3   1   1     6e-38   3.2e-36  123.7   1.3     2   161    53   215    52   223 0.93 -
107216at50557_103372_0:00094d|STRG.12139.1:143-709|+    -            189 109797at50557        -            227   2.7e-36  123.9   0.1   1   1   6.1e-38   3.2e-36  123.7   0.1     3   163     1   164     1   180 0.93 -
107216at50557_51655_0:0016fc|STRG.14620.1:1771-2367|+   -            199 109797at50557        -            227   9.1e-33  112.4   0.0   1   1     2e-34   1.1e-32  112.2   0.0     4   166     7   173     4   184 0.92 -
109573at50557_103372_0:0023c7|STRG.19317.1:0-653|+      -            218 109797at50557        -            227   1.1e-32  112.2   0.0   1   1   2.7e-34   1.4e-32  111.8   0.0     3   166     6   177     5   184 0.87 -
106023at50557_609295_0:001bec|STRG.15057.2:32-934|+     -            301 109797at50557        -            227   9.2e-32  109.1   0.1   1   2       1.5        80    1.4   0.0    12    68    51   107    44   109 0.92 -
106023at50557_609295_0:001bec|STRG.15057.2:32-934|+     -            301 109797at50557        -            227   9.2e-32  109.1   0.1   2   2   1.5e-32   7.9e-31  106.1   0.1     7   163   108   267   106   274 0.91 -
106023at50557_456900_0:0019f7|STRG.15057.1:924-1571|+   -            216 109797at50557        -            227   1.8e-31  108.2   0.0   1   1   5.1e-33   2.7e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.15057.3:1051-1698|+  -            216 109797at50557        -            227   1.8e-31  108.2   0.0   1   1   5.1e-33   2.7e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.15057.4:151-886|+    -            216 109797at50557        -            227   1.8e-31  108.2   0.0   1   1   5.1e-33   2.7e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.15057.5:1851-2501|+  -            217 109797at50557        -            227   1.8e-31  108.2   0.0   1   1   5.2e-33   2.8e-31  107.6   0.0     7   163    24   183    21   191 0.91 -
106023at50557_34720_0:001fd2|STRG.15057.6:1951-2935|+   -            232 109797at50557        -            227   2.2e-31  107.9   0.0   1   1   6.2e-33   3.3e-31  107.3   0.0     7   163    39   198    35   206 0.91 -
107216at50557_7038_0:002032|STRG.14620.2:794-1357|+     -            188 109797at50557        -            227   2.8e-31  107.5   0.0   1   1   6.7e-33   3.5e-31  107.2   0.0     4   165    14   179    11   184 0.90 -
107216at50557_7004_0:001b36|STRG.14280.1:3-566|+        -            188 109797at50557        -            227   4.8e-31  106.8   0.0   1   1     1e-32   5.5e-31  106.6   0.0     2   168     2   170     1   185 0.90 -
107216at50557_121845_0:004a6e|STRG.12139.2:134-717|+    -            190 109797at50557        -            227   5.1e-31  106.7   0.1   1   1   1.1e-32   6.1e-31  106.5   0.1     2   163     3   161     2   178 0.92 -
107216at50557_103372_0:00094d|STRG.12139.3:0-527|+      -            176 109797at50557        -            227     7e-31  106.3   0.1   1   1   1.5e-32   7.9e-31  106.1   0.1    17   163     2   151     1   167 0.89 -
129498at50557_103372_0:001a9c|STRG.12999.1:4163-4861|+  -            233 109797at50557        -            227   1.3e-30  105.4   0.2   1   1   3.1e-32   1.7e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.12999.3:0-698|+      -            233 109797at50557        -            227   1.3e-30  105.4   0.2   1   1   3.1e-32   1.7e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
107216at50557_29031_0:0026ef|STRG.16996.1:20-436|+      -            139 109797at50557        -            227   2.7e-29  101.1   0.1   1   1   6.3e-31   3.4e-29  100.8   0.1    41   165     6   131     2   138 0.94 -
108755at50557_178035_0:0020de|STRG.10032.2:235-861|+    -            209 109797at50557        -            227   7.7e-29   99.6   0.2   1   1   1.9e-30   9.8e-29   99.2   0.2     7   161    14   171    11   183 0.91 -
108755at50557_456900_0:000c82|STRG.10032.1:0-634|+      -            207 109797at50557        -            227   7.8e-29   99.6   0.2   1   1   1.9e-30   9.9e-29   99.2   0.2     7   161    14   171    11   181 0.91 -
104262at50557_610380_0:000ef5|STRG.8367.3:3-623|+       -            207 109797at50557        -            227   1.5e-28   98.7   0.1   1   1   3.3e-30   1.8e-28   98.4   0.1     2   165     1   173     1   185 0.87 -
104262at50557_411798_0:001745|STRG.1308.1:128-718|+     -            197 109797at50557        -            227   1.6e-25   88.7   0.1   1   1   3.9e-27   2.1e-25   88.4   0.1    33   170    16   154     2   165 0.89 -
106023at50557_7038_0:002188|STRG.4649.1:3-548|+         -            182 109797at50557        -            227   2.6e-25   88.1   0.1   1   1   5.4e-27   2.9e-25   87.9   0.1     8   167     6   170     3   182 0.87 -
106023at50557_37001_0:0016d5|STRG.6758.1:3-512|+        -            170 109797at50557        -            227   1.6e-24   85.4   0.1   1   1   3.6e-26   1.9e-24   85.2   0.1     5   161     6   169     3   170 0.85 -
106023at50557_39758_0:004d29|STRG.6758.2:122-658|+      -            179 109797at50557        -            227     2e-24   85.2   0.1   1   1   4.4e-26   2.3e-24   84.9   0.1     5   161    15   178    12   179 0.85 -
107216at50557_7038_0:002032|STRG.14620.3:389-775|+      -            129 109797at50557        -            227   4.1e-24   84.1   0.0   1   1   8.7e-26   4.6e-24   84.0   0.0     4   108    14   121    11   129 0.87 -
106023at50557_7038_0:002188|STRG.4649.2:226-729|+       -            168 109797at50557        -            227   1.1e-23   82.7   0.1   1   1   2.1e-25   1.1e-23   82.7   0.1    31   167    15   156     1   168 0.82 -
104262at50557_132113_0:00109a|STRG.9220.1:519-1067|+    -            183 109797at50557        -            227   2.2e-23   81.8   0.1   1   1   4.7e-25   2.5e-23   81.6   0.1     5   166    12   175     8   180 0.92 -
104262at50557_132113_0:00109a|STRG.9220.2:519-1067|+    -            183 109797at50557        -            227   2.2e-23   81.8   0.1   1   1   4.7e-25   2.5e-23   81.6   0.1     5   166    12   175     8   180 0.92 -
109573at50557_7004_0:003472|STRG.12139.2:325-702|+      -            126 109797at50557        -            227   2.2e-20   71.9   0.1   1   1   4.5e-22   2.4e-20   71.8   0.1    64   163     2   102     1   119 0.92 -
107216at50557_51655_0:0016fc|STRG.9220.3:0-341|+        -            114 109797at50557        -            227   9.6e-20   69.8   0.0   1   1     2e-21     1e-19   69.7   0.0     9   120     1   114     1   114 0.92 -
104262at50557_34740_0:0027f7|STRG.831.3:2020-2661|+     -            214 109797at50557        -            227   1.3e-19   69.4   0.0   1   1     3e-21   1.6e-19   69.1   0.0     6   149    10   160     6   208 0.82 -
104262at50557_34740_0:0027f7|STRG.831.7:6-647|+         -            214 109797at50557        -            227   1.3e-19   69.4   0.0   1   1     3e-21   1.6e-19   69.1   0.0     6   149    10   160     6   208 0.82 -
107216at50557_103372_0:00094d|STRG.186.1:0-407|+        -            136 109797at50557        -            227   4.8e-19   67.5   0.0   1   1   1.1e-20   5.7e-19   67.3   0.0    73   160     1    89     1   103 0.93 -
108271at50557_43151_0:001e01|STRG.19891.1:39-596|+      -            186 109797at50557        -            227     8e-19   66.8   0.0   1   1   1.7e-20   8.9e-19   66.7   0.0     8   166     2   163     1   185 0.84 -
108271at50557_64793_0:001833|STRG.13660.3:0-602|+       -            201 109797at50557        -            227   1.3e-18   66.1   0.2   1   1     3e-20   1.6e-18   65.8   0.2     6   167    11   175     8   198 0.87 -
41766at50557_286306_0:004435|STRG.831.3:173-2730|+      -            737 109797at50557        -            227   1.3e-18   66.1   0.0   1   1   5.8e-20   3.1e-18   64.9   0.0     6   148   510   659   506   710 0.83 -
108271at50557_64793_0:001833|STRG.13660.2:651-1268|+    -            206 109797at50557        -            227   1.4e-18   66.0   0.2   1   1   3.3e-20   1.8e-18   65.7   0.2     6   167    16   180    13   203 0.87 -
108271at50557_64793_0:001833|STRG.13660.1:71-694|+      -            208 109797at50557        -            227   1.5e-18   65.9   0.2   1   1   3.4e-20   1.8e-18   65.7   0.2     6   167    18   182    15   205 0.87 -
108755at50557_121225_0:0004e7|STRG.5838.2:66-557|+      -            164 109797at50557        -            227   5.5e-18   64.1   0.1   1   1   1.2e-19   6.3e-18   63.9   0.1     7   160     4   162     2   164 0.86 -
108271at50557_224129_0:0005ad|STRG.14640.1:9-551|+      -            181 109797at50557        -            227   1.3e-17   62.9   0.1   1   1   2.8e-19   1.5e-17   62.7   0.1     8   180     2   177     1   180 0.83 -
108271at50557_40932_0:00088c|STRG.2411.1:475-1018|+     -            167 109797at50557        -            227   1.3e-17   62.9   0.0   1   1   2.9e-19   1.5e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
108271at50557_40932_0:00088c|STRG.2411.3:475-1091|+     -            167 109797at50557        -            227   1.3e-17   62.9   0.0   1   1   2.9e-19   1.5e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
108271at50557_40932_0:00088c|STRG.2411.4:135-635|+      -            167 109797at50557        -            227   1.3e-17   62.9   0.0   1   1   2.9e-19   1.5e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
107216at50557_51655_0:0016fc|STRG.12147.1:785-1288|+    -            168 109797at50557        -            227   3.3e-17   61.5   0.0   1   1   6.5e-19   3.4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.12147.2:785-1288|+    -            168 109797at50557        -            227   3.3e-17   61.5   0.0   1   1   6.5e-19   3.4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.12147.3:785-1288|+    -            168 109797at50557        -            227   3.3e-17   61.5   0.0   1   1   6.5e-19   3.4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.12147.4:57-560|+      -            168 109797at50557        -            227   3.3e-17   61.5   0.0   1   1   6.5e-19   3.4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.12147.5:57-560|+      -            168 109797at50557        -            227   3.3e-17   61.5   0.0   1   1   6.5e-19   3.4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
129498at50557_7493_0:00132e|STRG.18236.1:367-843|+      -            159 109797at50557        -            227     4e-16   58.0   0.0   1   1   8.2e-18   4.3e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
129498at50557_7493_0:00132e|STRG.18236.2:27-503|+       -            159 109797at50557        -            227     4e-16   58.0   0.0   1   1   8.2e-18   4.3e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
129498at50557_7493_0:00132e|STRG.18236.3:972-1448|+     -            159 109797at50557        -            227     4e-16   58.0   0.0   1   1   8.2e-18   4.3e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
129498at50557_7493_0:00132e|STRG.18236.4:580-1056|+     -            159 109797at50557        -            227     4e-16   58.0   0.0   1   1   8.2e-18   4.3e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
108271at50557_166361_0:003235|STRG.9782.1:312-866|+     -            185 109797at50557        -            227     5e-16   57.7   0.0   1   1   1.1e-17     6e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
108271at50557_166361_0:003235|STRG.9782.2:315-869|+     -            185 109797at50557        -            227     5e-16   57.7   0.0   1   1   1.1e-17     6e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
108271at50557_166361_0:003235|STRG.9782.3:769-1323|+    -            185 109797at50557        -            227     5e-16   57.7   0.0   1   1   1.1e-17     6e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
108271at50557_166361_0:003235|STRG.9782.4:9-563|+       -            185 109797at50557        -            227     5e-16   57.7   0.0   1   1   1.1e-17     6e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
104262at50557_28612_0:0030d7|STRG.3488.1:170-805|+      -            212 109797at50557        -            227   6.3e-16   57.3   0.1   1   1   1.4e-17   7.5e-16   57.1   0.1     4   167     6   179     3   199 0.81 -
104262at50557_28612_0:0030d7|STRG.3488.2:678-1313|+     -            212 109797at50557        -            227   6.3e-16   57.3   0.1   1   1   1.4e-17   7.5e-16   57.1   0.1     4   167     6   179     3   199 0.81 -
104262at50557_28612_0:0030d7|STRG.3488.4:48-713|+       -            222 109797at50557        -            227   7.4e-16   57.1   0.1   1   1   1.7e-17   8.9e-16   56.9   0.1     4   167    16   189    13   209 0.81 -
104262at50557_64793_0:001dc9|STRG.3488.3:1571-2266|+    -            232 109797at50557        -            227   8.5e-16   56.9   0.1   1   1   1.9e-17     1e-15   56.6   0.1     4   167    26   199    23   219 0.81 -
104262at50557_64793_0:001dc9|STRG.3488.5:1482-2177|+    -            232 109797at50557        -            227   8.5e-16   56.9   0.1   1   1   1.9e-17     1e-15   56.6   0.1     4   167    26   199    23   219 0.81 -
104262at50557_411798_0:001745|STRG.3488.6:138-866|+     -            243 109797at50557        -            227   9.7e-16   56.7   0.1   1   1   2.3e-17   1.2e-15   56.4   0.1     4   167    37   210    34   230 0.81 -
104262at50557_13164_0:00360e|STRG.831.6:471-983|+       -            171 109797at50557        -            227   3.7e-15   54.8   0.0   1   1   8.2e-17   4.3e-15   54.6   0.0    51   148    35   136    15   159 0.87 -
108755at50557_166423_0:001b2a|STRG.14620.4:121-438|+    -            106 109797at50557        -            227   6.9e-14   50.7   0.0   1   1   1.5e-15   7.9e-14   50.5   0.0    81   167     1    88     1    96 0.93 -
108271at50557_197043_0:002be2|STRG.5226.1:15-521|+      -            169 109797at50557        -            227   1.1e-13   50.0   0.0   1   1   2.2e-15   1.2e-13   49.9   0.0    13   163     5   158     1   164 0.80 -
140221at50557_568069_0:001a32|STRG.2623.1:0-479|+       -            160 109797at50557        -            227   2.7e-13   48.7   0.0   1   1   6.5e-15   3.4e-13   48.4   0.0     7   126     4   125     2   135 0.81 -
108755at50557_28612_0:002c6d|STRG.7759.1:27-620|+       -            198 109797at50557        -            227   6.9e-13   47.4   0.1   1   1   1.5e-14   8.2e-13   47.2   0.1     8   163     1   164     1   183 0.78 -
105221at50557_224129_0:000e95|STRG.11041.1:275-763|+    -            163 109797at50557        -            227     1e-12   46.9   0.1   1   1   2.2e-14   1.2e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.11041.2:272-760|+    -            163 109797at50557        -            227     1e-12   46.9   0.1   1   1   2.2e-14   1.2e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.11041.3:426-914|+    -            163 109797at50557        -            227     1e-12   46.9   0.1   1   1   2.2e-14   1.2e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.11041.4:423-911|+    -            163 109797at50557        -            227     1e-12   46.9   0.1   1   1   2.2e-14   1.2e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
108271at50557_28612_0:005172|STRG.4894.1:39-596|+       -            186 109797at50557        -            227     1e-12   46.8   0.0   1   1   2.3e-14   1.2e-12   46.6   0.0     8   164     1   161     1   183 0.81 -
129498at50557_37001_0:002409|STRG.8349.1:12-702|+       -            186 109797at50557        -            227   2.5e-12   45.6   0.1   1   1   5.4e-14   2.9e-12   45.4   0.1     7   109     2   103     1   166 0.82 -
129498at50557_37001_0:002409|STRG.8349.3:12-601|+       -            186 109797at50557        -            227   2.5e-12   45.6   0.1   1   1   5.4e-14   2.9e-12   45.4   0.1     7   109     2   103     1   166 0.82 -
140221at50557_568069_0:001a32|STRG.10963.4:0-488|+      -            163 109797at50557        -            227   2.8e-12   45.4   0.0   1   1   6.8e-14   3.6e-12   45.1   0.0     7   132     7   134     5   145 0.81 -
140221at50557_568069_0:001a32|STRG.10963.1:1157-1648|+  -            164 109797at50557        -            227   2.9e-12   45.4   0.0   1   1   6.9e-14   3.7e-12   45.0   0.0     7   132     8   135     6   146 0.81 -
140221at50557_568069_0:001a32|STRG.10963.2:1495-1986|+  -            164 109797at50557        -            227   2.9e-12   45.4   0.0   1   1   6.9e-14   3.7e-12   45.0   0.0     7   132     8   135     6   146 0.81 -
104262at50557_88501_0:0010fe|STRG.8692.1:48-665|+       -            206 109797at50557        -            227   3.8e-12   45.0   0.1   1   2   0.00086     0.046   12.0   0.0     3    65    24    90    22    94 0.89 -
104262at50557_88501_0:0010fe|STRG.8692.1:48-665|+       -            206 109797at50557        -            227   3.8e-12   45.0   0.1   2   2   1.3e-09   6.7e-08   31.1   0.0    75   133   125   180   121   194 0.88 -
115559at50557_286306_0:000620|STRG.16600.2:493-1098|+   -            202 109797at50557        -            227   3.8e-12   45.0   0.0   1   1   9.5e-14     5e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.16600.3:126-731|+    -            202 109797at50557        -            227   3.8e-12   45.0   0.0   1   1   9.5e-14     5e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.16600.4:150-755|+    -            202 109797at50557        -            227   3.8e-12   45.0   0.0   1   1   9.5e-14     5e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
129498at50557_37001_0:002409|STRG.8349.2:12-584|+       -            191 109797at50557        -            227   5.1e-12   44.6   0.1   1   1   1.1e-13     6e-12   44.3   0.1     7   109     2   108     1   170 0.73 -
140221at50557_568069_0:001a32|STRG.19422.1:740-1204|+   -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.19422.2:142-606|+    -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.19422.3:1195-1659|+  -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.19422.4:136-600|+    -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.19422.5:227-691|+    -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.19422.6:495-959|+    -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.19422.7:18-482|+     -            155 109797at50557        -            227   6.3e-12   44.3   0.0   1   1   1.4e-13   7.6e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+       -            163 109797at50557        -            227   9.6e-12   43.7   0.3   1   2   4.4e-09   2.4e-07   29.3   0.1     2    61     1    67     1    71 0.82 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+       -            163 109797at50557        -            227   9.6e-12   43.7   0.3   2   2    0.0005     0.027   12.8   0.0   112   165    76   129    68   138 0.87 -
105221at50557_29053_0:00200e|STRG.10316.1:21-521|+      -            167 109797at50557        -            227   1.9e-11   42.7   0.0   1   1   3.9e-13     2e-11   42.6   0.0    10   158     3   160     1   167 0.81 -
108271at50557_7536_0:004142|STRG.4390.2:420-959|+       -            180 109797at50557        -            227   2.2e-11   42.5   0.0   1   1     5e-13   2.6e-11   42.2   0.0    11   166     4   163     1   176 0.77 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+      -            162 109797at50557        -            227   4.4e-11   41.5   0.2   1   2   2.1e-08   1.1e-06   27.1   0.0     2    59     1    65     1    71 0.81 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+      -            162 109797at50557        -            227   4.4e-11   41.5   0.2   2   2   0.00051     0.027   12.8   0.0   112   164    75   127    66   134 0.86 -
108271at50557_7460_0:001bde|STRG.2411.2:729-1201|+      -            119 109797at50557        -            227   3.9e-10   38.4   0.1   1   1   8.4e-12   4.5e-10   38.2   0.1    64   163    13   114     9   119 0.88 -
108755at50557_7375_0:003bec|STRG.831.8:281-610|+        -            110 109797at50557        -            227   4.4e-10   38.2   0.0   1   1   8.7e-12   4.6e-10   38.2   0.0    78   149     2    77     1   100 0.83 -
140221at50557_568069_0:001a32|STRG.1069.1:222-698|+     -            159 109797at50557        -            227   4.7e-10   38.1   0.0   1   1     1e-11   5.4e-10   37.9   0.0     7   121     3   119     1   135 0.82 -
108271at50557_1629725_0:00106a|STRG.2411.2:448-959|+    -            128 109797at50557        -            227   5.1e-10   38.0   0.0   1   1   1.2e-11   6.2e-10   37.7   0.0     6   126    10   128     8   128 0.83 -
105221at50557_103372_0:000728|STRG.3722.1:0-587|+       -            196 109797at50557        -            227   5.8e-10   37.8   0.0   1   1   1.3e-11   6.8e-10   37.6   0.0     7   187     8   194     4   196 0.83 -
107216at50557_121225_0:0005b8|STRG.5838.1:153-374|+     -             74 109797at50557        -            227   1.3e-09   36.7   0.0   1   1   2.7e-11   1.5e-09   36.5   0.0     8    79     1    74     1    74 0.86 -
106023at50557_7004_0:005025|STRG.8349.4:348-773|+       -            142 109797at50557        -            227   2.3e-09   35.9   0.0   1   1   4.6e-11   2.5e-09   35.8   0.0    54   109    24    79     3   137 0.76 -
140221at50557_568069_0:001a32|STRG.10772.1:211-657|+    -            149 109797at50557        -            227   3.1e-09   35.5   0.0   1   1   6.3e-11   3.3e-09   35.4   0.0     8   123     2   119     1   147 0.81 -
140221at50557_568069_0:001a32|STRG.10772.2:33-479|+     -            149 109797at50557        -            227   3.1e-09   35.5   0.0   1   1   6.3e-11   3.3e-09   35.4   0.0     8   123     2   119     1   147 0.81 -
140221at50557_568069_0:001a32|STRG.19500.1:47-526|+     -            160 109797at50557        -            227     4e-08   31.8   0.0   1   1   9.2e-10   4.9e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.19500.2:170-649|+    -            160 109797at50557        -            227     4e-08   31.8   0.0   1   1   9.2e-10   4.9e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.15873.1:295-774|+    -            160 109797at50557        -            227   4.9e-08   31.5   0.0   1   1   1.2e-09   6.2e-08   31.2   0.0     7   122     4   121     2   136 0.82 -
140221at50557_568069_0:001a32|STRG.15873.2:0-479|+      -            160 109797at50557        -            227   4.9e-08   31.5   0.0   1   1   1.2e-09   6.2e-08   31.2   0.0     7   122     4   121     2   136 0.82 -
129498at50557_108931_0:001f24|STRG.14969.1:137-652|+    -            172 109797at50557        -            227   9.2e-08   30.6   0.1   1   1   3.8e-09     2e-07   29.5   0.1     8   105     1   105     1   114 0.68 -
118237at50557_7070_0:00080a|STRG.19661.5:27-497|+       -            157 109797at50557        -            227   2.1e-07   29.5   0.1   1   1   4.5e-09   2.4e-07   29.3   0.1     7    97     5    92     2   117 0.82 -
109573at50557_136037_0:001d92|STRG.11774.2:757-1092|+   -            112 109797at50557        -            227   2.3e-07   29.3   0.0   1   1   4.5e-09   2.4e-07   29.3   0.0    59   156     1   102     1   112 0.83 -
118237at50557_56086_0:002463|STRG.19661.1:288-797|+     -            170 109797at50557        -            227   2.4e-07   29.3   0.1   1   1   5.7e-09     3e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
