#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
42026at50557_34720_0:001298|STRG.9127.1:775-2346|+    -            524 42026at50557         -            429  1.2e-204  678.8   6.3   1   1  1.1e-205  3.4e-203  674.0   6.3     5   416    28   473    24   504 0.91 -
17813at50557_378494_0:006207|STRG.19335.2:1374-1967|+ -            198 42026at50557         -            429    0.0018   15.9   0.0   1   1   6.9e-06    0.0021   15.7   0.0   226   301    83   160    36   173 0.84 -
17813at50557_378494_0:006207|STRG.19335.3:1167-1760|+ -            198 42026at50557         -            429    0.0018   15.9   0.0   1   1   6.9e-06    0.0021   15.7   0.0   226   301    83   160    36   173 0.84 -
63962at50557_45779_0:000a34|STRG.2639.1:3267-4211|+   -            315 42026at50557         -            429    0.0022   15.7   0.1   1   1   9.2e-06    0.0028   15.3   0.1   226   297    72   146    36   157 0.78 -
63962at50557_45779_0:000a34|STRG.2639.2:1874-2818|+   -            315 42026at50557         -            429    0.0022   15.7   0.1   1   1   9.2e-06    0.0028   15.3   0.1   226   297    72   146    36   157 0.78 -
65033at50557_13686_0:0008e0|STRG.14176.1:93-1385|+    -            431 42026at50557         -            429     0.004   14.8   0.0   1   1     2e-05    0.0061   14.2   0.0   216   283   135   204   100   225 0.83 -
65033at50557_13686_0:0008e0|STRG.14176.2:93-1396|+    -            431 42026at50557         -            429     0.004   14.8   0.0   1   1     2e-05    0.0061   14.2   0.0   216   283   135   204   100   225 0.83 -
84764at50557_319348_0:00198b|STRG.8287.4:301-912|+    -            204 42026at50557         -            429     0.013   13.1   0.7   1   2      0.83   2.5e+02   -1.0   0.0   119   144     7    33     6    59 0.77 -
84764at50557_319348_0:00198b|STRG.8287.4:301-912|+    -            204 42026at50557         -            429     0.013   13.1   0.7   2   2   8.3e-05     0.025   12.2   0.1   262   310   118   168    68   201 0.67 -
125117at50557_54969_0:0029cc|STRG.19514.1:3025-3948|+ -            308 42026at50557         -            429     0.016   12.8   0.1   1   1   6.8e-05      0.02   12.5   0.1   223   293    74   147    32   178 0.75 -
125117at50557_54969_0:0029cc|STRG.19514.2:3025-3948|+ -            308 42026at50557         -            429     0.016   12.8   0.1   1   1   6.8e-05      0.02   12.5   0.1   223   293    74   147    32   178 0.75 -
125117at50557_54969_0:0029cc|STRG.19514.3:1428-2351|+ -            308 42026at50557         -            429     0.016   12.8   0.1   1   1   6.8e-05      0.02   12.5   0.1   223   293    74   147    32   178 0.75 -
58206at50557_103372_0:002486|STRG.5716.4:655-1404|+   -            250 42026at50557         -            429     0.022   12.4   0.0   1   1   9.9e-05      0.03   11.9   0.0   225   303   157   239   124   247 0.85 -
8547at50557_74869_0:0028a5|STRG.5347.1:1130-1825|+    -            232 42026at50557         -            429     0.024   12.3   0.1   1   1    0.0001     0.031   11.9   0.1   226   293    35   107    31   134 0.87 -
84764at50557_91411_0:001d03|STRG.8287.3:304-1182|+    -            293 42026at50557         -            429     0.031   11.9   0.7   1   2       1.5   4.5e+02   -1.9   0.0   119   144     6    32     5    56 0.79 -
84764at50557_91411_0:001d03|STRG.8287.3:304-1182|+    -            293 42026at50557         -            429     0.031   11.9   0.7   2   2   0.00017      0.05   11.2   0.1   262   310   117   167    73   209 0.67 -
84764at50557_319348_0:00198b|STRG.8287.1:301-1185|+   -            295 42026at50557         -            429     0.031   11.9   0.9   1   2       1.5   4.6e+02   -1.9   0.0   119   144     7    33     6    57 0.79 -
84764at50557_319348_0:00198b|STRG.8287.1:301-1185|+   -            295 42026at50557         -            429     0.031   11.9   0.9   2   2   0.00015     0.046   11.3   0.2   262   311   118   169    74   219 0.68 -
58206at50557_103372_0:002486|STRG.5716.1:176-967|+    -            264 42026at50557         -            429     0.033   11.8   0.0   1   1   0.00015     0.046   11.3   0.0   226   303     7    88     3    98 0.83 -
58206at50557_103372_0:002486|STRG.5716.3:655-1899|+   -            415 42026at50557         -            429     0.055   11.0   0.0   1   1   0.00026     0.078   10.5   0.0   226   303   158   239   126   248 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/42026at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/42026at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/42026at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:48 2024
# [ok]
