#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_286306_0:0043a3|STRG.16235.1:278-2271|+   -            461 96662at50557         -            445  1.2e-179  596.8   0.2   1   1  2.9e-181  1.3e-179  596.7   0.2     1   411    22   460    22   461 0.97 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   1   9   5.3e-10   2.4e-08   32.2   0.0   342   441     7   107     2   107 0.88 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   2   9   3.1e-09   1.4e-07   29.7   0.0   367   444    65   143    63   147 0.97 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   3   9   2.2e-11   9.9e-10   36.8   0.0   339   441   157   260   144   264 0.91 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   4   9     0.039       1.8    6.3   0.0   390   431   241   282   240   297 0.88 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   5   9     7e-10   3.2e-08   31.8   0.2   352   427   359   434   350   451 0.93 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   6   9   5.7e-12   2.6e-10   38.7   0.0   335   431   467   565   447   569 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   7   9   6.2e-05    0.0029   15.5   0.0   392   443   559   611   558   613 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   8   9   8.9e-12   4.1e-10   38.1   0.0   335   428   622   715   615   718 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.3:461-2803|+   -            781 96662at50557         -            445   1.1e-65  221.2   2.0   9   9   1.5e-05   0.00069   17.5   0.0   392   444   712   765   711   766 0.92 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   1   9   1.2e-09   5.5e-08   31.0   0.0   342   440     7   106     2   106 0.86 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   2   9   3.3e-09   1.5e-07   29.6   0.0   367   444    65   143    63   144 0.97 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   3   9   2.3e-11   1.1e-09   36.7   0.0   339   441   157   260   145   264 0.91 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   4   9      0.55        25    2.5   0.0   395   431   246   282   245   297 0.87 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   5   9   7.9e-08   3.6e-06   25.0   0.1   352   412   359   419   350   430 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   6   9   3.6e-12   1.7e-10   39.4   0.0   332   431   478   579   429   583 0.84 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   7   9   6.4e-05    0.0029   15.5   0.0   392   443   573   625   572   627 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   8   9   9.1e-12   4.2e-10   38.0   0.0   335   428   636   729   629   732 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.1:559-2943|+   -            795 96662at50557         -            445   5.9e-64  215.5   1.2   9   9   1.5e-05    0.0007   17.5   0.0   392   444   726   779   725   780 0.92 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   1  11   3.9e-09   1.8e-07   29.3   0.0   376   444     1    70     1    71 0.97 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   2  11   4.7e-07   2.2e-05   22.5   0.1   365   444   118   198   102   199 0.84 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   3  11   5.4e-05    0.0025   15.7   0.0   371   430   190   249   185   254 0.91 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   4  11   2.8e-09   1.3e-07   29.8   0.1   353   444   238   330   232   331 0.86 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   5  11   1.8e-05   0.00084   17.3   0.0   370   441   321   393   315   396 0.84 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   6  11   3.8e-07   1.8e-05   22.8   0.1   372   444   389   462   383   463 0.89 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   7  11     4e-06   0.00018   19.4   0.1   372   440   422   491   415   492 0.89 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   8  11   8.2e-11   3.8e-09   34.9   0.2   343   444   459   561   453   561 0.90 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   9  11   2.5e-08   1.1e-06   26.7   0.0   354   430   536   612   532   614 0.93 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2  10  11     3e-09   1.4e-07   29.7   0.0   366   444   614   693   612   694 0.95 -
2648at50557_7539_0:00235a|STRG.15663.2:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2  11  11     0.016      0.73    7.6   0.1   370   424   684   738   679   741 0.86 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   1  11   3.9e-09   1.8e-07   29.3   0.0   376   444     1    70     1    71 0.97 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   2  11   4.7e-07   2.2e-05   22.5   0.1   365   444   118   198   102   199 0.84 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   3  11   5.4e-05    0.0025   15.7   0.0   371   430   190   249   185   254 0.91 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   4  11   2.8e-09   1.3e-07   29.8   0.1   353   444   238   330   232   331 0.86 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   5  11   1.8e-05   0.00084   17.3   0.0   370   441   321   393   315   396 0.84 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   6  11   3.8e-07   1.8e-05   22.8   0.1   372   444   389   462   383   463 0.89 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   7  11     4e-06   0.00018   19.4   0.1   372   440   422   491   415   492 0.89 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   8  11   8.2e-11   3.8e-09   34.9   0.2   343   444   459   561   453   561 0.90 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   9  11   2.5e-08   1.1e-06   26.7   0.0   354   430   536   612   532   614 0.93 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2  10  11     3e-09   1.4e-07   29.7   0.0   366   444   614   693   612   694 0.95 -
2648at50557_7539_0:00235a|STRG.15663.4:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2  11  11     0.016      0.73    7.6   0.1   370   424   684   738   679   741 0.86 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   1  11   3.9e-09   1.8e-07   29.3   0.0   376   444     1    70     1    71 0.97 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   2  11   4.7e-07   2.2e-05   22.5   0.1   365   444   118   198   102   199 0.84 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   3  11   5.4e-05    0.0025   15.7   0.0   371   430   190   249   185   254 0.91 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   4  11   2.8e-09   1.3e-07   29.8   0.1   353   444   238   330   232   331 0.86 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   5  11   1.8e-05   0.00084   17.3   0.0   370   441   321   393   315   396 0.84 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   6  11   3.8e-07   1.8e-05   22.8   0.1   372   444   389   462   383   463 0.89 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   7  11     4e-06   0.00018   19.4   0.1   372   440   422   491   415   492 0.89 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   8  11   8.2e-11   3.8e-09   34.9   0.2   343   444   459   561   453   561 0.90 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2   9  11   2.5e-08   1.1e-06   26.7   0.0   354   430   536   612   532   614 0.93 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2  10  11     3e-09   1.4e-07   29.7   0.0   366   444   614   693   612   694 0.95 -
2648at50557_7539_0:00235a|STRG.15663.5:159-2393|+      -            745 96662at50557         -            445   8.9e-63  211.6  18.2  11  11     0.016      0.73    7.6   0.1   370   424   684   738   679   741 0.86 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   1   8   1.7e-10   7.7e-09   33.9   0.0   342   443     7   109     3   112 0.88 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   2   8   9.9e-12   4.6e-10   37.9   0.0   336   441   143   249   113   253 0.84 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   3   8     0.022         1    7.1   0.0   389   431   229   271   227   286 0.87 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   4   8   7.7e-08   3.6e-06   25.1   0.1   352   412   348   408   339   419 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   5   8   3.5e-12   1.6e-10   39.4   0.0   332   431   467   568   418   572 0.84 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   6   8   6.3e-05    0.0029   15.5   0.0   392   443   562   614   561   616 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   7   8   8.9e-12   4.1e-10   38.0   0.0   335   428   625   718   618   721 0.90 -
2648at50557_1629725_0:0018e5|STRG.16484.2:559-2910|+   -            784 96662at50557         -            445   2.8e-62  210.0   0.3   8   8   1.5e-05   0.00069   17.5   0.0   392   444   715   768   714   769 0.92 -
96662at50557_104452_0:001c4a|STRG.16235.1:1681-2394|+  -            238 96662at50557         -            445   4.5e-61  206.0   0.1   1   1   1.2e-62   5.3e-61  205.8   0.1   230   444    12   230     2   231 0.95 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   1  14   1.1e-09   5.1e-08   31.1   0.1   342   444     2   104     1   105 0.92 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   2  14   2.6e-07   1.2e-05   23.3   0.1   366   433    91   158    89   164 0.91 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   3  14   9.1e-09   4.2e-07   28.1   0.1   366   444   157   237   155   238 0.92 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   4  14   1.6e-05   0.00075   17.4   0.0   374   444   232   304   229   305 0.88 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   5  14   1.5e-05   0.00067   17.6   0.0   363   444   288   370   281   371 0.89 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   6  14   5.8e-09   2.7e-07   28.8   0.0   353   444   378   470   372   471 0.93 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   7  14    0.0011     0.051   11.4   0.0   366   428   457   524   456   540 0.81 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   8  14   0.00087      0.04   11.7   0.0   372   442   546   618   531   621 0.86 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0   9  14     0.071       3.3    5.4   0.0   376   441   617   686   612   690 0.80 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0  10  14     7e-06   0.00032   18.6   0.1   386   442   697   755   679   759 0.84 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0  11  14    0.0004     0.019   12.8   0.0   355   429   733   807   727   827 0.82 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0  12  14     0.074       3.4    5.4   0.0   366   427   776   841   760   860 0.78 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0  13  14   5.8e-05    0.0027   15.6   0.1   369   431   853   915   845   927 0.84 -
2648at50557_454923_0:001379|STRG.16116.1:28-2922|+     -            965 96662at50557         -            445   1.4e-58  197.8  17.0  14  14       0.2       9.4    3.9   0.0   392   429   927   964   916   965 0.87 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   1   8     3e-06   0.00014   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   2   8     2e-07   9.3e-06   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   3   8   2.4e-09   1.1e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   4   8     2e-05   0.00093   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   5   8   3.1e-10   1.4e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   6   8   7.9e-07   3.7e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   7   8   1.5e-08     7e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.6779.1:2303-4024|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   8   8   0.00052     0.024   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   1   8     3e-06   0.00014   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   2   8     2e-07   9.3e-06   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   3   8   2.4e-09   1.1e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   4   8     2e-05   0.00093   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   5   8   3.1e-10   1.4e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   6   8   7.9e-07   3.7e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   7   8   1.5e-08     7e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.6779.2:2339-4060|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   8   8   0.00052     0.024   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   1   8     3e-06   0.00014   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   2   8     2e-07   9.3e-06   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   3   8   2.4e-09   1.1e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   4   8     2e-05   0.00093   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   5   8   3.1e-10   1.4e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   6   8   7.9e-07   3.7e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   7   8   1.5e-08     7e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.6779.3:1836-3557|+     -            574 96662at50557         -            445   9.4e-45  152.2  25.7   8   8   0.00052     0.024   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   1  10    0.0017     0.079   10.7   0.1   371   443     1    75     1    77 0.84 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   2  10   9.6e-05    0.0044   14.9   0.0   342   443    72   175    66   177 0.81 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   3  10     0.004      0.18    9.5   0.0   387   444   185   243   170   244 0.79 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   4  10      0.19       8.7    4.0   0.1   364   425   271   342   248   353 0.66 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   5  10   1.4e-08   6.3e-07   27.6   0.0   342   431   365   454   360   465 0.88 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   6  10     1e-06   4.6e-05   21.4   0.1   374   432   463   521   457   530 0.91 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   7  10   0.00039     0.018   12.9   0.2   370   444   526   604   522   605 0.82 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   8  10      0.19       8.8    4.0   0.0   369   426   594   651   591   664 0.82 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4   9  10   0.00015    0.0069   14.2   0.0   369   436   673   742   665   745 0.90 -
2648at50557_456900_0:000bce|STRG.3068.2:2-2728|+       -            909 96662at50557         -            445   6.2e-43  146.2  12.4  10  10   1.7e-10   7.8e-09   33.8   0.0   357   441   730   815   727   819 0.91 -
2648at50557_7536_0:00180e|STRG.15663.1:159-1571|+      -            471 96662at50557         -            445   5.1e-40  136.6   8.0   1   6   2.1e-09   9.7e-08   30.2   0.0   376   444     1    70     1    71 0.97 -
