#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 42371at50557         -            451  7.8e-133  442.5   2.4   1   1  3.2e-134  9.1e-133  442.2   2.4   213   451     4   259     2   259 0.95 -
40115at50557_103372_0:0021d6|STRG.8786.9:0-1442|+      -            481 42371at50557         -            451     3e-36  124.1  10.7   4   7   1.3e-08   3.6e-07   28.3   0.3   394   449   224   278   219   280 0.92 -
40115at50557_103372_0:0021d6|STRG.8786.9:0-1442|+      -            481 42371at50557         -            451     3e-36  124.1  10.7   5   7   1.2e-06   3.5e-05   21.7   0.0   390   449   335   395   328   396 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.9:0-1442|+      -            481 42371at50557         -            451     3e-36  124.1  10.7   6   7   4.9e-10   1.4e-08   32.9   0.1   191   258   374   442   373   448 0.83 -
40115at50557_103372_0:0021d6|STRG.8786.9:0-1442|+      -            481 42371at50557         -            451     3e-36  124.1  10.7   7   7   3.7e-06   0.00011   20.1   0.0   180   213   447   480   443   481 0.91 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   1   7   2.8e-10     8e-09   33.7   0.2   181   245   116   183   104   190 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   2   7   0.00065     0.018   12.7   0.4   183   235   160   216   156   220 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   3   7   9.6e-05    0.0027   15.5   0.2   401   450   184   238   176   239 0.80 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   4   7   1.3e-08   3.6e-07   28.3   0.3   394   449   224   278   219   280 0.92 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   5   7   1.2e-06   3.5e-05   21.7   0.0   390   449   335   395   328   396 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   6   7   4.9e-10   1.4e-08   32.9   0.1   191   258   374   442   373   448 0.83 -
40115at50557_103372_0:0021d6|STRG.8786.11:187-1702|+   -            481 42371at50557         -            451   3.9e-36  123.7  10.7   7   7   3.7e-06   0.00011   20.1   0.0   180   213   447   480   443   481 0.91 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 42371at50557         -            451   1.1e-35  122.3   9.6   1   5     1e-10     3e-09   35.1   0.4   181   253   116   191   108   201 0.88 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 42371at50557         -            451   1.1e-35  122.3   9.6   2   5   1.2e-08   3.3e-07   28.4   0.3   394   449   206   260   199   262 0.92 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 42371at50557         -            451   1.1e-35  122.3   9.6   3   5   1.2e-06   3.3e-05   21.8   0.0   390   449   317   377   310   378 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 42371at50557         -            451   1.1e-35  122.3   9.6   4   5   4.6e-10   1.3e-08   33.0   0.1   191   258   356   424   355   430 0.83 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 42371at50557         -            451   1.1e-35  122.3   9.6   5   5   3.6e-06    0.0001   20.2   0.0   180   213   429   462   425   463 0.91 -
80377at50557_121845_0:0030d4|STRG.6089.1:117-983|+     -            289 42371at50557         -            451   1.7e-34  118.3  11.7   1   5   1.4e-11     4e-10   38.0   0.4   182   251     2    74     1    80 0.87 -
80377at50557_121845_0:0030d4|STRG.6089.1:117-983|+     -            289 42371at50557         -            451   1.7e-34  118.3  11.7   2   5   1.1e-07   3.2e-06   25.1   0.1   396   450    63   117    61   118 0.90 -
80377at50557_121845_0:0030d4|STRG.6089.1:117-983|+     -            289 42371at50557         -            451   1.7e-34  118.3  11.7   3   5   5.2e-06   0.00015   19.6   0.0   177   221    81   125    78   130 0.89 -
80377at50557_121845_0:0030d4|STRG.6089.1:117-983|+     -            289 42371at50557         -            451   1.7e-34  118.3  11.7   4   5   2.1e-07   5.9e-06   24.3   0.0   177   251   123   201   118   203 0.86 -
80377at50557_121845_0:0030d4|STRG.6089.1:117-983|+     -            289 42371at50557         -            451   1.7e-34  118.3  11.7   5   5   2.8e-13     8e-12   43.6   0.2   357   446   196   287   193   289 0.87 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 42371at50557         -            451   3.5e-34  117.3   9.4   1   6   0.00011    0.0032   15.2   0.0   175   259     4    95     3   102 0.80 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 42371at50557         -            451   3.5e-34  117.3   9.4   2   6   4.6e-09   1.3e-07   29.7   0.0   186   242   104   163    95   171 0.86 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 42371at50557         -            451   3.5e-34  117.3   9.4   3   6   0.00081     0.023   12.4   0.0   175   218   255   298   238   301 0.88 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 42371at50557         -            451   3.5e-34  117.3   9.4   4   6   2.9e-07   8.3e-06   23.8   0.0   177   223   299   345   295   363 0.87 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 42371at50557         -            451   3.5e-34  117.3   9.4   5   6     0.042       1.2    6.8   0.0   413   450   382   417   368   420 0.86 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 42371at50557         -            451   3.5e-34  117.3   9.4   6   6   3.4e-09   9.6e-08   30.1   0.1   181   251   439   513   429   513 0.87 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   1   7   2.5e-10     7e-09   33.9   0.2   181   244   116   182   104   189 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   2   7   0.00064     0.018   12.8   0.4   183   235   160   216   156   219 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   3   7   9.6e-05    0.0027   15.5   0.2   401   450   184   238   177   239 0.80 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   4   7   1.2e-08   3.4e-07   28.3   0.3   394   449   224   278   219   280 0.92 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   5   7     0.016      0.45    8.1   0.0   390   427   335   374   328   375 0.80 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   6   7   5.8e-08   1.7e-06   26.1   0.1   191   246   374   431   372   434 0.84 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 42371at50557         -            451   1.5e-33  115.2   9.6   7   7   3.8e-05    0.0011   16.8   0.0   183   210   434   461   431   464 0.90 -
40115at50557_156304_0:001c45|STRG.9047.1:153-1079|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   1   6   1.8e-07   5.1e-06   24.5   0.0   187   451    22    91    10    96 0.59 -
40115at50557_156304_0:001c45|STRG.9047.1:153-1079|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   2   6   1.3e-08   3.6e-07   28.2   0.0   184   252    61   132    53   140 0.85 -
40115at50557_156304_0:001c45|STRG.9047.1:153-1079|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   3   6   1.5e-11   4.2e-10   37.9   0.2   183   251   102   173    99   179 0.84 -
40115at50557_156304_0:001c45|STRG.9047.1:153-1079|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   4   6   5.6e-08   1.6e-06   26.1   0.2   179   254   140   218   132   228 0.82 -
40115at50557_156304_0:001c45|STRG.9047.1:153-1079|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   5   6    0.0015     0.042   11.6   0.0   187   249   190   255   179   259 0.82 -
40115at50557_156304_0:001c45|STRG.9047.1:153-1079|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   6   6   6.8e-07   1.9e-05   22.6   0.0   182   257   227   303   221   308 0.83 -
40115at50557_156304_0:001c45|STRG.9047.3:195-1121|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   1   6   1.8e-07   5.1e-06   24.5   0.0   187   451    22    91    10    96 0.59 -
40115at50557_156304_0:001c45|STRG.9047.3:195-1121|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   2   6   1.3e-08   3.6e-07   28.2   0.0   184   252    61   132    53   140 0.85 -
40115at50557_156304_0:001c45|STRG.9047.3:195-1121|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   3   6   1.5e-11   4.2e-10   37.9   0.2   183   251   102   173    99   179 0.84 -
40115at50557_156304_0:001c45|STRG.9047.3:195-1121|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   4   6   5.6e-08   1.6e-06   26.1   0.2   179   254   140   218   132   228 0.82 -
40115at50557_156304_0:001c45|STRG.9047.3:195-1121|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   5   6    0.0015     0.042   11.6   0.0   187   249   190   255   179   259 0.82 -
40115at50557_156304_0:001c45|STRG.9047.3:195-1121|+    -            309 42371at50557         -            451   4.5e-33  113.6  10.8   6   6   6.8e-07   1.9e-05   22.6   0.0   182   257   227   303   221   308 0.83 -
40115at50557_156304_0:001c45|STRG.9047.2:292-1242|+    -            317 42371at50557         -            451     1e-32  112.5  11.1   1   6   1.8e-07   5.2e-06   24.4   0.0   188   451    31    99    15   103 0.61 -
40115at50557_156304_0:001c45|STRG.9047.2:292-1242|+    -            317 42371at50557         -            451     1e-32  112.5  11.1   2   6   1.7e-08   4.9e-07   27.8   0.0   184   252    69   140    64   144 0.86 -
40115at50557_156304_0:001c45|STRG.9047.2:292-1242|+    -            317 42371at50557         -            451     1e-32  112.5  11.1   3   6   1.4e-11   4.1e-10   38.0   0.2   183   251   110   181   104   187 0.85 -
40115at50557_156304_0:001c45|STRG.9047.2:292-1242|+    -            317 42371at50557         -            451     1e-32  112.5  11.1   4   6   6.3e-08   1.8e-06   26.0   0.2   179   253   148   225   141   235 0.82 -
40115at50557_156304_0:001c45|STRG.9047.2:292-1242|+    -            317 42371at50557         -            451     1e-32  112.5  11.1   5   6    0.0015     0.042   11.6   0.0   186   249   197   263   186   267 0.82 -
40115at50557_156304_0:001c45|STRG.9047.2:292-1242|+    -            317 42371at50557         -            451     1e-32  112.5  11.1   6   6   7.2e-07     2e-05   22.5   0.0   182   257   235   311   229   316 0.83 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 42371at50557         -            451   1.7e-30  105.1  10.2   1   5   9.9e-07   2.8e-05   22.0   0.2   195   253   121   182   117   187 0.87 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 42371at50557         -            451   1.7e-30  105.1  10.2   2   5   1.1e-08   3.1e-07   28.5   0.3   394   449   197   251   190   253 0.92 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 42371at50557         -            451   1.7e-30  105.1  10.2   3   5   5.9e-05    0.0017   16.2   0.0   198   251   311   364   301   364 0.90 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 42371at50557         -            451   1.7e-30  105.1  10.2   4   5   1.5e-10   4.4e-09   34.6   0.2   184   258   336   411   332   417 0.81 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 42371at50557         -            451   1.7e-30  105.1  10.2   5   5   3.4e-06   9.8e-05   20.2   0.0   180   213   416   449   412   450 0.91 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   1   7     3e-06   8.6e-05   20.4   0.1   195   244   121   173   116   180 0.84 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   2   7   0.00054     0.015   13.0   0.1   183   235   151   207   147   210 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   3   7   9.5e-05    0.0027   15.5   0.2   401   450   175   229   168   230 0.80 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   4   7   1.2e-08   3.5e-07   28.3   0.3   394   449   215   269   211   271 0.92 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   5   7   8.7e-07   2.5e-05   22.2   0.0   390   450   326   387   319   388 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   6   7   2.5e-10   7.2e-09   33.9   0.1   191   258   365   433   358   440 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 42371at50557         -            451   1.6e-29  102.0  21.0   7   7   1.7e-07   4.8e-06   24.6   0.2   178   236   394   455   387   458 0.90 -
80377at50557_456900_0:000374|STRG.1267.1:0-1046|+      -            349 42371at50557         -            451   1.9e-29  101.7   0.2   1   4   2.1e-08   5.9e-07   27.6   0.0   176   251    48   127    42   127 0.86 -
80377at50557_456900_0:000374|STRG.1267.1:0-1046|+      -            349 42371at50557         -            451   1.9e-29  101.7   0.2   2   4   1.2e-07   3.5e-06   25.0   0.0   403   451   124   172   117   172 0.92 -
80377at50557_456900_0:000374|STRG.1267.1:0-1046|+      -            349 42371at50557         -            451   1.9e-29  101.7   0.2   3   4   4.4e-06   0.00013   19.9   0.0   385   449   190   253   177   257 0.82 -
80377at50557_456900_0:000374|STRG.1267.1:0-1046|+      -            349 42371at50557         -            451   1.9e-29  101.7   0.2   4   4   1.5e-07   4.3e-06   24.7   0.0   178   252   265   344   258   349 0.73 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 42371at50557         -            451   2.3e-29  101.4   8.5   1   5   6.1e-05    0.0017   16.1   0.0   180   215     7    42     1    50 0.74 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 42371at50557         -            451   2.3e-29  101.4   8.5   2   5     7e-06    0.0002   19.2   0.1   190   254    72   136    66   154 0.85 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 42371at50557         -            451   2.3e-29  101.4   8.5   3   5   7.1e-11     2e-09   35.7   0.1   391   450   161   219   139   220 0.86 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 42371at50557         -            451   2.3e-29  101.4   8.5   4   5     0.014      0.41    8.3   0.1   181   214   229   271   220   274 0.56 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 42371at50557         -            451   2.3e-29  101.4   8.5   5   5   2.9e-07   8.2e-06   23.8   0.1   178   233   277   334   272   345 0.82 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   7.4e-29   99.7   7.1   1   4   5.3e-05    0.0015   16.3   0.0   180   215     7    42     1    50 0.75 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   7.4e-29   99.7   7.1   2   4   5.8e-06   0.00017   19.5   0.1   190   254    72   136    66   154 0.85 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   7.4e-29   99.7   7.1   3   4   6.3e-11   1.8e-09   35.9   0.1   391   450   161   219   141   220 0.87 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   7.4e-29   99.7   7.1   4   4   5.4e-06   0.00015   19.6   0.0   178   212   277   311   274   312 0.95 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 42371at50557         -            451     3e-27   94.4   1.1   1   6   1.9e-08   5.4e-07   27.7   0.0   179   245    52   123    47   165 0.74 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 42371at50557         -            451     3e-27   94.4   1.1   2   6       1.5        43    1.6   0.0   408   449   133   174   122   177 0.78 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 42371at50557         -            451     3e-27   94.4   1.1   3   6   9.4e-08   2.7e-06   25.4   0.0   182   258   186   265   175   291 0.76 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 42371at50557         -            451     3e-27   94.4   1.1   4   6    0.0063      0.18    9.5   0.0   174   247   308   383   293   392 0.87 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 42371at50557         -            451     3e-27   94.4   1.1   5   6     0.082       2.3    5.8   0.0   201   261   455   519   448   523 0.67 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 42371at50557         -            451     3e-27   94.4   1.1   6   6     3e-05   0.00086   17.1   0.3   184   251   526   597   522   601 0.74 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   1   6     0.092       2.6    5.7   0.1   416   450     1    35     1    36 0.92 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   2   6   1.8e-08     5e-07   27.8   0.0   181   251    45   118    38   120 0.88 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   3   6   2.3e-05   0.00065   17.5   0.0   179   251    85   160    81   160 0.84 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   4   6      0.02      0.55    7.9   0.1   177   218   125   166   118   171 0.87 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   5   6   6.6e-10   1.9e-08   32.5   0.0   179   251   169   245   163   249 0.88 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   6   6   1.1e-05    0.0003   18.6   0.2   178   212   253   287   249   287 0.95 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   1   6     0.092       2.6    5.7   0.1   416   450     1    35     1    36 0.92 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   2   6   1.8e-08     5e-07   27.8   0.0   181   251    45   118    38   120 0.88 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   3   6   2.3e-05   0.00065   17.5   0.0   179   251    85   160    81   160 0.84 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   4   6      0.02      0.55    7.9   0.1   177   218   125   166   118   171 0.87 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   5   6   6.6e-10   1.9e-08   32.5   0.0   179   251   169   245   163   249 0.88 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 42371at50557         -            451   1.4e-26   92.3   7.8   6   6   1.1e-05    0.0003   18.6   0.2   178   212   253   287   249   287 0.95 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 42371at50557         -            451   2.1e-23   81.8  17.4   1   5   7.8e-09   2.2e-07   29.0   0.2   179   251    13    91     5    97 0.82 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 42371at50557         -            451   2.1e-23   81.8  17.4   2   5   5.8e-08   1.6e-06   26.1   2.3   180   250   103   178    90   182 0.82 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 42371at50557         -            451   2.1e-23   81.8  17.4   3   5   0.00022    0.0063   14.3   0.5   415   449   192   225   185   234 0.66 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 42371at50557         -            451   2.1e-23   81.8  17.4   4   5       8.8   2.5e+02   -0.9   0.0   413   449   247   283   242   285 0.75 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 42371at50557         -            451   2.1e-23   81.8  17.4   5   5     2e-05   0.00058   17.7   0.0   418   445   304   331   293   337 0.88 -
49370at50557_2015173_0:001990|STRG.7563.1:60-1046|+    -            329 42371at50557         -            451   9.1e-23   79.7   1.3   1   3   8.1e-08   2.3e-06   25.6   0.1   208   302    25   124    12   133 0.77 -
49370at50557_2015173_0:001990|STRG.7563.1:60-1046|+    -            329 42371at50557         -            451   9.1e-23   79.7   1.3   2   3   4.5e-11   1.3e-09   36.3   0.0   344   449   138   242   125   244 0.91 -
49370at50557_2015173_0:001990|STRG.7563.1:60-1046|+    -            329 42371at50557         -            451   9.1e-23   79.7   1.3   3   3    0.0001    0.0029   15.4   0.0   170   212   286   328   265   329 0.87 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 42371at50557         -            451   1.3e-21   75.8   3.4   1   3   6.1e-11   1.7e-09   35.9   0.2   181   247   116   185   104   197 0.85 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 42371at50557         -            451   1.3e-21   75.8   3.4   2   3   4.5e-05    0.0013   16.6   0.2   401   450   184   238   177   239 0.80 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 42371at50557         -            451   1.3e-21   75.8   3.4   3   3   1.4e-07   3.9e-06   24.8   0.0   175   209   242   276   238   278 0.91 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 42371at50557         -            451   2.8e-21   74.8   3.0   1   1   3.3e-20   9.4e-19   66.4   3.0   174   441    11   298     7   303 0.80 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 42371at50557         -            451   5.8e-21   73.7   8.0   1   4     0.004      0.11   10.1   0.1   191   254     4    70     1    76 0.76 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 42371at50557         -            451   5.8e-21   73.7   8.0   2   4   1.5e-11   4.4e-10   37.9   0.1   174   254    70   153    63   161 0.90 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 42371at50557         -            451   5.8e-21   73.7   8.0   3   4   9.5e-06   0.00027   18.8   0.0   177   246   159   232   154   233 0.87 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 42371at50557         -            451   5.8e-21   73.7   8.0   4   4   0.00015    0.0043   14.8   0.2   394   449   226   281   221   281 0.87 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 42371at50557         -            451     6e-21   73.7   4.1   1   3   1.6e-11   4.7e-10   37.8   0.3   184   251     1    71     1    76 0.84 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 42371at50557         -            451     6e-21   73.7   4.1   2   3   4.1e-08   1.2e-06   26.6   0.3   182   254    41   116    37   125 0.82 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 42371at50557         -            451     6e-21   73.7   4.1   3   3   7.2e-07     2e-05   22.5   0.0   190   283    91   190    77   193 0.52 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 42371at50557         -            451   2.5e-19   68.3  15.1   1   5   4.8e-09   1.4e-07   29.7   0.2   179   251    12    90     5    92 0.82 -
