#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
108755at50557_456900_0:000c82|STRG.10032.1:0-634|+      -            207 108755at50557        -            150   2.2e-95  315.3   2.5   1   1     5e-97   2.6e-95  315.1   2.5     1   150    11   165    11   165 0.98 -
104262at50557_103372_0:002a03|STRG.10410.3:190-849|+    -            220 108755at50557        -            150     2e-39  133.7   2.5   1   1     5e-41   2.6e-39  133.3   2.5     4   149    18   168    16   169 0.93 -
104262at50557_103372_0:002a03|STRG.10410.2:442-1107|+   -            222 108755at50557        -            150     2e-39  133.7   2.5   1   1   5.1e-41   2.7e-39  133.3   2.5     4   149    20   170    18   171 0.93 -
104262at50557_103372_0:002a03|STRG.10410.1:1-1102|+     -            238 108755at50557        -            150   2.2e-39  133.5   2.5   1   1   6.3e-41   3.3e-39  133.0   2.5     4   149    36   186    34   187 0.93 -
104262at50557_64793_0:001dc9|STRG.10410.5:634-1742|+    -            260 108755at50557        -            150   3.1e-39  133.1   2.5   1   1   8.2e-41   4.3e-39  132.6   2.5     4   149    58   208    56   209 0.93 -
104262at50557_64793_0:001dc9|STRG.10410.4:634-1622|+    -            260 108755at50557        -            150   3.1e-39  133.1   2.5   1   1   8.2e-41   4.3e-39  132.6   2.5     4   149    58   208    56   209 0.93 -
104262at50557_64793_0:001dc9|STRG.10410.6:0-779|+       -            260 108755at50557        -            150   3.1e-39  133.1   2.5   1   1   8.2e-41   4.3e-39  132.6   2.5     4   149    58   208    56   209 0.93 -
107216at50557_7038_0:002032|STRG.14620.2:794-1357|+     -            188 108755at50557        -            150   4.1e-39  132.7   0.0   1   1   9.7e-41   5.1e-39  132.4   0.0     4   149    17   168    15   169 0.92 -
104262at50557_132113_0:00109a|STRG.3897.1:197-706|+     -            170 108755at50557        -            150   4.3e-37  126.1   0.2   1   1   9.9e-39   5.2e-37  125.9   0.2     4   150    17   168    15   168 0.94 -
104262at50557_132113_0:00109a|STRG.3897.2:197-706|+     -            170 108755at50557        -            150   4.3e-37  126.1   0.2   1   1   9.9e-39   5.2e-37  125.9   0.2     4   150    17   168    15   168 0.94 -
104262at50557_132113_0:00109a|STRG.3897.3:197-706|+     -            170 108755at50557        -            150   4.3e-37  126.1   0.2   1   1   9.9e-39   5.2e-37  125.9   0.2     4   150    17   168    15   168 0.94 -
107216at50557_103372_0:00094d|STRG.12139.1:143-709|+    -            189 108755at50557        -            150   2.7e-36  123.5   0.1   1   1   6.6e-38   3.5e-36  123.2   0.1     4   149     5   155     3   156 0.93 -
107216at50557_110193_0:000c8b|STRG.9147.1:30-608|+      -            193 108755at50557        -            150   5.6e-35  119.3   0.4   1   1   1.6e-36   8.3e-35  118.7   0.4     4   148    13   164    11   166 0.89 -
107216at50557_103372_0:00094d|STRG.18724.1:353-997|+    -            215 108755at50557        -            150   1.2e-34  118.2   0.2   1   1   2.9e-36   1.5e-34  117.8   0.2     4   149    12   162    10   163 0.92 -
107216at50557_103372_0:00094d|STRG.18724.2:353-997|+    -            215 108755at50557        -            150   1.2e-34  118.2   0.2   1   1   2.9e-36   1.5e-34  117.8   0.2     4   149    12   162    10   163 0.92 -
129498at50557_103372_0:001a9c|STRG.12999.1:4163-4861|+  -            233 108755at50557        -            150   3.6e-34  116.6   0.3   1   1     1e-35   5.5e-34  116.0   0.3     3   149    11   162    10   163 0.94 -
129498at50557_103372_0:001a9c|STRG.12999.3:0-698|+      -            233 108755at50557        -            150   3.6e-34  116.6   0.3   1   1     1e-35   5.5e-34  116.0   0.3     3   149    11   162    10   163 0.94 -
107216at50557_103372_0:00094d|STRG.12139.3:0-527|+      -            176 108755at50557        -            150   1.3e-33  114.8   0.1   1   1   3.1e-35   1.6e-33  114.5   0.1    14   149     2   142     1   143 0.93 -
107216at50557_103372_0:00094d|STRG.18724.3:57-662|+     -            202 108755at50557        -            150   3.4e-33  113.5   0.2   1   1     8e-35   4.2e-33  113.2   0.2     7   149     2   149     1   150 0.92 -
107216at50557_7004_0:001b36|STRG.14280.1:3-566|+        -            188 108755at50557        -            150   4.6e-33  113.0   0.0   1   1   1.1e-34   5.7e-33  112.7   0.0     4   149     7   156     4   157 0.91 -
104262at50557_104421_0:0019e6|STRG.16833.1:9-494|+      -            162 108755at50557        -            150   1.1e-32  111.8   0.0   1   1   2.3e-34   1.2e-32  111.7   0.0     3   149     5   156     3   157 0.93 -
106023at50557_37001_0:0016d5|STRG.6758.1:3-512|+        -            170 108755at50557        -            150   8.7e-32  108.9   0.1   1   1     2e-33   1.1e-31  108.6   0.1     5   150     9   163     4   163 0.83 -
106023at50557_39758_0:004d29|STRG.6758.2:122-658|+      -            179 108755at50557        -            150     1e-31  108.6   0.1   1   1   2.5e-33   1.3e-31  108.3   0.1     5   150    18   172    13   172 0.83 -
104262at50557_411798_0:001745|STRG.1308.1:128-718|+     -            197 108755at50557        -            150   5.9e-31  106.2   0.9   1   1   1.4e-32   7.4e-31  105.9   0.9    18   149     2   138     1   139 0.90 -
104262at50557_610380_0:000ef5|STRG.8367.3:3-623|+       -            207 108755at50557        -            150   1.6e-30  104.8   0.0   1   1   3.9e-32     2e-30  104.5   0.0     5   149     7   162     4   163 0.85 -
109573at50557_103372_0:0023c7|STRG.19317.1:0-653|+      -            218 108755at50557        -            150   2.3e-30  104.3   0.0   1   1   5.8e-32     3e-30  103.9   0.0     3   149     9   165     8   166 0.88 -
106023at50557_7038_0:002188|STRG.4649.1:3-548|+         -            182 108755at50557        -            150   4.2e-30  103.4   0.0   1   1   1.1e-31   5.6e-30  103.0   0.0     5   142     6   146     3   153 0.90 -
107216at50557_121845_0:004a6e|STRG.12139.2:134-717|+    -            190 108755at50557        -            150   3.6e-29  100.4   0.1   1   1   9.9e-31   5.2e-29   99.9   0.1     4   149     8   152     6   153 0.90 -
106023at50557_7038_0:002188|STRG.4649.2:226-729|+       -            168 108755at50557        -            150   1.7e-26   91.7   0.0   1   1   4.1e-28   2.1e-26   91.4   0.0    14   142     1   132     1   139 0.90 -
107216at50557_29031_0:0026ef|STRG.16996.1:20-436|+      -            139 108755at50557        -            150   3.2e-26   90.9   0.0   1   1   7.3e-28   3.8e-26   90.6   0.0    35   149     1   120     1   121 0.92 -
104262at50557_132113_0:00109a|STRG.9220.1:519-1067|+    -            183 108755at50557        -            150   1.6e-25   88.6   0.0   1   1   3.7e-27     2e-25   88.3   0.0     4   146    14   160    12   164 0.90 -
104262at50557_132113_0:00109a|STRG.9220.2:519-1067|+    -            183 108755at50557        -            150   1.6e-25   88.6   0.0   1   1   3.7e-27     2e-25   88.3   0.0     4   146    14   160    12   164 0.90 -
108271at50557_64793_0:001833|STRG.13660.3:0-602|+       -            201 108755at50557        -            150   4.2e-25   87.2   0.2   1   1   1.1e-26   5.5e-25   86.8   0.2     4   149    12   162     9   163 0.88 -
108271at50557_64793_0:001833|STRG.13660.2:651-1268|+    -            206 108755at50557        -            150   4.6e-25   87.1   0.2   1   1   1.1e-26     6e-25   86.7   0.2     4   149    17   167    14   168 0.88 -
108271at50557_64793_0:001833|STRG.13660.1:71-694|+      -            208 108755at50557        -            150   4.7e-25   87.1   0.2   1   1   1.2e-26   6.2e-25   86.7   0.2     4   149    19   169    16   170 0.88 -
108755at50557_121225_0:0004e7|STRG.5838.2:66-557|+      -            164 108755at50557        -            150     2e-24   85.0   0.0   1   1     4e-26   2.1e-24   85.0   0.0     2   118     2   123     1   157 0.82 -
107216at50557_7038_0:002032|STRG.14620.3:389-775|+      -            129 108755at50557        -            150   2.2e-24   84.9   0.0   1   1   5.2e-26   2.7e-24   84.6   0.0     4   110    17   129    15   129 0.90 -
108271at50557_224129_0:0005ad|STRG.14640.1:9-551|+      -            181 108755at50557        -            150   2.5e-24   84.7   0.5   1   1   7.3e-26   3.8e-24   84.1   0.5     4   149     1   151     1   152 0.86 -
107216at50557_51655_0:0016fc|STRG.12147.1:785-1288|+    -            168 108755at50557        -            150   5.6e-24   83.6   0.0   1   1   1.3e-25   7.1e-24   83.2   0.0     5   149    10   165     7   166 0.86 -
107216at50557_51655_0:0016fc|STRG.12147.2:785-1288|+    -            168 108755at50557        -            150   5.6e-24   83.6   0.0   1   1   1.3e-25   7.1e-24   83.2   0.0     5   149    10   165     7   166 0.86 -
107216at50557_51655_0:0016fc|STRG.12147.3:785-1288|+    -            168 108755at50557        -            150   5.6e-24   83.6   0.0   1   1   1.3e-25   7.1e-24   83.2   0.0     5   149    10   165     7   166 0.86 -
107216at50557_51655_0:0016fc|STRG.12147.4:57-560|+      -            168 108755at50557        -            150   5.6e-24   83.6   0.0   1   1   1.3e-25   7.1e-24   83.2   0.0     5   149    10   165     7   166 0.86 -
107216at50557_51655_0:0016fc|STRG.12147.5:57-560|+      -            168 108755at50557        -            150   5.6e-24   83.6   0.0   1   1   1.3e-25   7.1e-24   83.2   0.0     5   149    10   165     7   166 0.86 -
108271at50557_43151_0:001e01|STRG.19891.1:39-596|+      -            186 108755at50557        -            150   1.6e-22   78.8   0.1   1   1   3.7e-24   1.9e-22   78.6   0.1     4   150     1   152     1   152 0.88 -
104262at50557_28612_0:0030d7|STRG.3488.1:170-805|+      -            212 108755at50557        -            150   3.8e-22   77.6   0.0   1   1   1.1e-23   5.5e-22   77.1   0.0     4   149     9   166     6   167 0.83 -
104262at50557_28612_0:0030d7|STRG.3488.2:678-1313|+     -            212 108755at50557        -            150   3.8e-22   77.6   0.0   1   1   1.1e-23   5.5e-22   77.1   0.0     4   149     9   166     6   167 0.83 -
104262at50557_28612_0:0030d7|STRG.3488.4:48-713|+       -            222 108755at50557        -            150   4.4e-22   77.4   0.0   1   1   1.2e-23   6.4e-22   76.9   0.0     4   149    19   176    16   177 0.83 -
104262at50557_64793_0:001dc9|STRG.3488.3:1571-2266|+    -            232 108755at50557        -            150   5.1e-22   77.2   0.0   1   1   1.4e-23   7.3e-22   76.7   0.0     4   149    29   186    26   187 0.83 -
104262at50557_64793_0:001dc9|STRG.3488.5:1482-2177|+    -            232 108755at50557        -            150   5.1e-22   77.2   0.0   1   1   1.4e-23   7.3e-22   76.7   0.0     4   149    29   186    26   187 0.83 -
104262at50557_411798_0:001745|STRG.3488.6:138-866|+     -            243 108755at50557        -            150   5.8e-22   77.0   0.0   1   1   1.6e-23   8.5e-22   76.5   0.0     4   149    40   197    37   198 0.83 -
108271at50557_166361_0:003235|STRG.9782.1:312-866|+     -            185 108755at50557        -            150     1e-20   72.9   0.1   1   1   2.3e-22   1.2e-20   72.7   0.1     4   148     1   150     1   152 0.90 -
108271at50557_166361_0:003235|STRG.9782.2:315-869|+     -            185 108755at50557        -            150     1e-20   72.9   0.1   1   1   2.3e-22   1.2e-20   72.7   0.1     4   148     1   150     1   152 0.90 -
108271at50557_166361_0:003235|STRG.9782.3:769-1323|+    -            185 108755at50557        -            150     1e-20   72.9   0.1   1   1   2.3e-22   1.2e-20   72.7   0.1     4   148     1   150     1   152 0.90 -
108271at50557_166361_0:003235|STRG.9782.4:9-563|+       -            185 108755at50557        -            150     1e-20   72.9   0.1   1   1   2.3e-22   1.2e-20   72.7   0.1     4   148     1   150     1   152 0.90 -
129498at50557_37001_0:002409|STRG.8349.2:12-584|+       -            191 108755at50557        -            150   1.5e-20   72.4   0.3   1   1   3.6e-22   1.9e-20   72.1   0.3     4   148     2   157     1   159 0.84 -
108755at50557_28612_0:002c6d|STRG.7759.1:27-620|+       -            198 108755at50557        -            150   1.7e-20   72.3   0.0   1   1   3.9e-22     2e-20   72.0   0.0     5   148     1   154     1   156 0.82 -
108271at50557_197043_0:002be2|STRG.5226.1:15-521|+      -            169 108755at50557        -            150   2.4e-20   71.8   0.0   1   1   5.2e-22   2.7e-20   71.6   0.0     7   149     2   149     1   150 0.87 -
109573at50557_7004_0:003472|STRG.12139.2:325-702|+      -            126 108755at50557        -            150   2.5e-20   71.7   0.1   1   1   5.9e-22   3.1e-20   71.4   0.1    62   149     1    93     1    94 0.90 -
107216at50557_51655_0:0016fc|STRG.9220.3:0-341|+        -            114 108755at50557        -            150   1.7e-19   69.0   0.0   1   1   3.6e-21   1.9e-19   68.9   0.0     7   115     2   114     1   114 0.89 -
104262at50557_34740_0:0027f7|STRG.831.3:2020-2661|+     -            214 108755at50557        -            150   3.5e-19   68.0   0.1   1   1   1.3e-20   6.7e-19   67.1   0.0     2   148     9   164     8   166 0.88 -
104262at50557_34740_0:0027f7|STRG.831.7:6-647|+         -            214 108755at50557        -            150   3.5e-19   68.0   0.1   1   1   1.3e-20   6.7e-19   67.1   0.0     2   148     9   164     8   166 0.88 -
107216at50557_121225_0:0005b8|STRG.5838.1:153-374|+     -             74 108755at50557        -            150   2.4e-18   65.3   0.0   1   1   5.1e-20   2.7e-18   65.1   0.0     5    75     1    71     1    73 0.96 -
129498at50557_37001_0:002409|STRG.8349.1:12-702|+       -            186 108755at50557        -            150   2.9e-18   65.0   0.3   1   1   7.1e-20   3.7e-18   64.7   0.3     4   148     2   152     1   154 0.85 -
129498at50557_37001_0:002409|STRG.8349.3:12-601|+       -            186 108755at50557        -            150   2.9e-18   65.0   0.3   1   1   7.1e-20   3.7e-18   64.7   0.3     4   148     2   152     1   154 0.85 -
129498at50557_7493_0:00132e|STRG.18236.1:367-843|+      -            159 108755at50557        -            150   3.5e-18   64.8   0.0   1   1   7.7e-20     4e-18   64.6   0.0     4   148     1   147     1   149 0.82 -
129498at50557_7493_0:00132e|STRG.18236.2:27-503|+       -            159 108755at50557        -            150   3.5e-18   64.8   0.0   1   1   7.7e-20     4e-18   64.6   0.0     4   148     1   147     1   149 0.82 -
129498at50557_7493_0:00132e|STRG.18236.3:972-1448|+     -            159 108755at50557        -            150   3.5e-18   64.8   0.0   1   1   7.7e-20     4e-18   64.6   0.0     4   148     1   147     1   149 0.82 -
129498at50557_7493_0:00132e|STRG.18236.4:580-1056|+     -            159 108755at50557        -            150   3.5e-18   64.8   0.0   1   1   7.7e-20     4e-18   64.6   0.0     4   148     1   147     1   149 0.82 -
41766at50557_286306_0:004435|STRG.831.3:173-2730|+      -            737 108755at50557        -            150   5.5e-18   64.1   0.0   1   1   2.2e-19   1.1e-17   63.1   0.0     2   148   509   664   508   666 0.88 -
108271at50557_40932_0:00088c|STRG.2411.1:475-1018|+     -            167 108755at50557        -            150   1.1e-17   63.1   0.0   1   1   2.6e-19   1.4e-17   62.8   0.0     4   143     2   146     1   152 0.84 -
108271at50557_40932_0:00088c|STRG.2411.3:475-1091|+     -            167 108755at50557        -            150   1.1e-17   63.1   0.0   1   1   2.6e-19   1.4e-17   62.8   0.0     4   143     2   146     1   152 0.84 -
108271at50557_40932_0:00088c|STRG.2411.4:135-635|+      -            167 108755at50557        -            150   1.1e-17   63.1   0.0   1   1   2.6e-19   1.4e-17   62.8   0.0     4   143     2   146     1   152 0.84 -
115559at50557_286306_0:000620|STRG.16600.2:493-1098|+   -            202 108755at50557        -            150   1.6e-17   62.6   0.8   1   1   4.1e-19   2.2e-17   62.2   0.8     4   147    27   175    25   178 0.84 -
115559at50557_286306_0:000620|STRG.16600.3:126-731|+    -            202 108755at50557        -            150   1.6e-17   62.6   0.8   1   1   4.1e-19   2.2e-17   62.2   0.8     4   147    27   175    25   178 0.84 -
115559at50557_286306_0:000620|STRG.16600.4:150-755|+    -            202 108755at50557        -            150   1.6e-17   62.6   0.8   1   1   4.1e-19   2.2e-17   62.2   0.8     4   147    27   175    25   178 0.84 -
108755at50557_166423_0:001b2a|STRG.14620.4:121-438|+    -            106 108755at50557        -            150   1.6e-17   62.6   0.0   1   1   3.7e-19     2e-17   62.3   0.0    82   149     8    75     3    76 0.95 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+       -            163 108755at50557        -            150   3.2e-17   61.6   0.3   1   2   2.1e-08   1.1e-06   27.4   0.1     5    60     7    67     4    70 0.82 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+       -            163 108755at50557        -            150   3.2e-17   61.6   0.3   2   2   5.3e-10   2.8e-08   32.6   0.0   106   149    75   118    68   119 0.94 -
108271at50557_28612_0:005172|STRG.4894.1:39-596|+       -            186 108755at50557        -            150   3.3e-17   61.6   0.0   1   1   8.2e-19   4.3e-17   61.2   0.0     5   144     1   145     1   151 0.86 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+      -            162 108755at50557        -            150   8.8e-17   60.2   0.2   1   2   5.5e-08   2.9e-06   26.1   0.1     5    60     7    67     4    71 0.81 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+      -            162 108755at50557        -            150   8.8e-17   60.2   0.2   2   2     5e-10   2.6e-08   32.7   0.0   106   149    74   117    66   118 0.94 -
105221at50557_103372_0:000728|STRG.3722.1:0-587|+       -            196 108755at50557        -            150   9.1e-17   60.2   0.0   1   1   2.4e-18   1.3e-16   59.7   0.0     3   149     7   161     5   162 0.78 -
109797at50557_83485_0:000ec1|STRG.6890.1:452-1357|+     -            302 108755at50557        -            150   3.1e-16   58.4   0.0   1   1   8.7e-18   4.6e-16   57.9   0.0     5   149    28   174    25   175 0.84 -
140221at50557_568069_0:001a32|STRG.10963.4:0-488|+      -            163 108755at50557        -            150     1e-15   56.7   0.0   1   1   2.7e-17   1.4e-15   56.3   0.0     4   127     7   134     5   162 0.85 -
140221at50557_568069_0:001a32|STRG.10963.1:1157-1648|+  -            164 108755at50557        -            150   1.1e-15   56.7   0.0   1   1   2.8e-17   1.5e-15   56.2   0.0     4   127     8   135     6   163 0.85 -
140221at50557_568069_0:001a32|STRG.10963.2:1495-1986|+  -            164 108755at50557        -            150   1.1e-15   56.7   0.0   1   1   2.8e-17   1.5e-15   56.2   0.0     4   127     8   135     6   163 0.85 -
105221at50557_121845_0:0034ac|STRG.12679.1:526-1059|+   -            178 108755at50557        -            150   1.2e-15   56.6   0.2   1   1   1.9e-15   9.7e-14   50.3   0.2     4   148     7   171     4   173 0.74 -
105221at50557_121845_0:0034ac|STRG.12679.2:691-1224|+   -            178 108755at50557        -            150   1.2e-15   56.6   0.2   1   1   1.9e-15   9.7e-14   50.3   0.2     4   148     7   171     4   173 0.74 -
105221at50557_121845_0:0034ac|STRG.12679.3:228-761|+    -            178 108755at50557        -            150   1.2e-15   56.6   0.2   1   1   1.9e-15   9.7e-14   50.3   0.2     4   148     7   171     4   173 0.74 -
109797at50557_456900_0:0023c9|STRG.6890.2:32-843|+      -            244 108755at50557        -            150   3.9e-15   54.9   0.0   1   1     1e-16   5.5e-15   54.4   0.0    42   149     5   116     2   117 0.87 -
104262at50557_13164_0:00360e|STRG.831.6:471-983|+       -            171 108755at50557        -            150   2.9e-14   52.0   0.0   1   1   6.4e-16   3.4e-14   51.8   0.0    17   148     1   141     1   143 0.88 -
140221at50557_568069_0:001a32|STRG.19422.1:740-1204|+   -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
140221at50557_568069_0:001a32|STRG.19422.2:142-606|+    -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
140221at50557_568069_0:001a32|STRG.19422.3:1195-1659|+  -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
140221at50557_568069_0:001a32|STRG.19422.4:136-600|+    -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
140221at50557_568069_0:001a32|STRG.19422.5:227-691|+    -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
140221at50557_568069_0:001a32|STRG.19422.6:495-959|+    -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
140221at50557_568069_0:001a32|STRG.19422.7:18-482|+     -            155 108755at50557        -            150   3.4e-14   51.8   0.0   1   1   7.6e-16     4e-14   51.6   0.0     5   130     1   130     1   154 0.84 -
105221at50557_29053_0:00200e|STRG.10316.1:21-521|+      -            167 108755at50557        -            150   5.2e-14   51.2   0.0   1   1   1.2e-15   6.3e-14   50.9   0.0     5   149     1   156     1   157 0.83 -
140221at50557_568069_0:001a32|STRG.19500.1:47-526|+     -            160 108755at50557        -            150   6.8e-14   50.8   0.0   1   1     8e-15   4.2e-13   48.3   0.0     2   142     2   159     1   160 0.79 -
140221at50557_568069_0:001a32|STRG.19500.2:170-649|+    -            160 108755at50557        -            150   6.8e-14   50.8   0.0   1   1     8e-15   4.2e-13   48.3   0.0     2   142     2   159     1   160 0.79 -
140221at50557_568069_0:001a32|STRG.2623.1:0-479|+       -            160 108755at50557        -            150   1.1e-13   50.1   0.0   1   1   2.4e-15   1.3e-13   50.0   0.0     2   122     2   126     1   153 0.82 -
107216at50557_103372_0:00094d|STRG.186.1:0-407|+        -            136 108755at50557        -            150   1.2e-13   50.0   0.0   1   1     3e-15   1.6e-13   49.6   0.0    85   149    19    83     8    84 0.94 -
140221at50557_568069_0:001a32|STRG.1069.1:222-698|+     -            159 108755at50557        -            150   2.3e-13   49.1   0.0   1   1   6.4e-15   3.4e-13   48.6   0.0     3   119     2   123     1   158 0.80 -
140221at50557_568069_0:001a32|STRG.15873.1:295-774|+    -            160 108755at50557        -            150     3e-13   48.7   0.0   1   1   4.1e-14   2.1e-12   46.0   0.0     2   142     2   159     1   160 0.76 -
140221at50557_568069_0:001a32|STRG.15873.2:0-479|+      -            160 108755at50557        -            150     3e-13   48.7   0.0   1   1   4.1e-14   2.1e-12   46.0   0.0     2   142     2   159     1   160 0.76 -
105221at50557_224129_0:000e95|STRG.11041.1:275-763|+    -            163 108755at50557        -            150   9.5e-13   47.1   0.5   1   1   2.5e-14   1.3e-12   46.7   0.5     3   150     5   157     4   157 0.79 -
105221at50557_224129_0:000e95|STRG.11041.2:272-760|+    -            163 108755at50557        -            150   9.5e-13   47.1   0.5   1   1   2.5e-14   1.3e-12   46.7   0.5     3   150     5   157     4   157 0.79 -
105221at50557_224129_0:000e95|STRG.11041.3:426-914|+    -            163 108755at50557        -            150   9.5e-13   47.1   0.5   1   1   2.5e-14   1.3e-12   46.7   0.5     3   150     5   157     4   157 0.79 -
105221at50557_224129_0:000e95|STRG.11041.4:423-911|+    -            163 108755at50557        -            150   9.5e-13   47.1   0.5   1   1   2.5e-14   1.3e-12   46.7   0.5     3   150     5   157     4   157 0.79 -
140221at50557_568069_0:001a32|STRG.10772.1:211-657|+    -            149 108755at50557        -            150   7.4e-12   44.2   0.0   1   1   1.6e-13   8.1e-12   44.1   0.0     5   142     2   148     1   149 0.77 -
140221at50557_568069_0:001a32|STRG.10772.2:33-479|+     -            149 108755at50557        -            150   7.4e-12   44.2   0.0   1   1   1.6e-13   8.1e-12   44.1   0.0     5   142     2   148     1   149 0.77 -
108271at50557_166361_0:003235|STRG.17341.1:1384-1875|+  -            164 108755at50557        -            150   2.1e-11   42.8   0.0   1   1   6.1e-13   3.2e-11   42.2   0.0     4   146     1   150     1   154 0.78 -
106023at50557_7004_0:005025|STRG.8349.4:348-773|+       -            142 108755at50557        -            150   1.4e-10   40.1   0.2   1   1   3.3e-12   1.7e-10   39.8   0.2    34   148     5   128     2   130 0.83 -
108271at50557_7460_0:001bde|STRG.2411.2:729-1201|+      -            119 108755at50557        -            150   6.3e-10   38.0   0.0   1   1   1.4e-11   7.2e-10   37.8   0.0    81   143    36    99     9   105 0.78 -
115559at50557_42026_0:0013f7|STRG.2545.1:767-1258|+     -            164 108755at50557        -            150   7.4e-10   37.7   0.0   1   1   2.4e-10   1.3e-08   33.7   0.0     4   148     9   156     6   158 0.69 -
115559at50557_42026_0:0013f7|STRG.2545.2:1467-1958|+    -            164 108755at50557        -            150   7.4e-10   37.7   0.0   1   1   2.4e-10   1.3e-08   33.7   0.0     4   148     9   156     6   158 0.69 -
108271at50557_13249_0:001644|STRG.10132.1:1942-2427|+   -            162 108755at50557        -            150     2e-09   36.4   0.0   1   1   4.7e-11   2.5e-09   36.0   0.0     5   143     1   143     1   148 0.83 -
108271at50557_1629725_0:00106a|STRG.2411.2:448-959|+    -            128 108755at50557        -            150   4.1e-09   35.3   0.1   1   1   9.7e-11   5.1e-09   35.0   0.1     1   121     8   128     8   128 0.79 -
108271at50557_35570_0:000679|STRG.9738.1:102-581|+      -            160 108755at50557        -            150   6.5e-09   34.7   0.0   1   2     0.058       3.1    6.5   0.0     5    35     1    31     1    40 0.91 -
108271at50557_35570_0:000679|STRG.9738.1:102-581|+      -            160 108755at50557        -            150   6.5e-09   34.7   0.0   2   2   4.4e-08   2.3e-06   26.4   0.0    83   143    78   145    57   150 0.74 -
