#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109573at50557_103372_0:0023c7|STRG.19317.1:0-653|+      -            218 109573at50557        -            185  1.3e-107  356.3   0.0   1   1  3.2e-109  1.6e-107  356.0   0.0     1   182     1   198     1   200 0.96 -
107216at50557_51655_0:0016fc|STRG.9220.3:0-341|+        -            114 109573at50557        -            185   3.4e-24   84.4   0.0   1   1   7.3e-26   3.6e-24   84.3   0.0    13   111     2   100     1   114 0.88 -
104262at50557_28612_0:0030d7|STRG.3488.4:48-713|+       -            222 109573at50557        -            185     4e-24   84.1   0.3   1   1   1.3e-25   6.6e-24   83.4   0.3     8   166    17   191    11   209 0.76 -
104262at50557_64793_0:001dc9|STRG.3488.3:1571-2266|+    -            232 109573at50557        -            185   4.4e-24   84.0   0.2   1   1   1.5e-25   7.4e-24   83.3   0.2     8   165    27   200    21   219 0.76 -
104262at50557_64793_0:001dc9|STRG.3488.5:1482-2177|+    -            232 109573at50557        -            185   4.4e-24   84.0   0.2   1   1   1.5e-25   7.4e-24   83.3   0.2     8   165    27   200    21   219 0.76 -
104262at50557_411798_0:001745|STRG.3488.6:138-866|+     -            243 109573at50557        -            185   5.1e-24   83.8   0.2   1   1   1.7e-25   8.6e-24   83.1   0.2     8   165    38   211    32   230 0.76 -
104262at50557_34740_0:0027f7|STRG.831.3:2020-2661|+     -            214 109573at50557        -            185   5.7e-23   80.4   0.0   1   1   1.5e-24   7.6e-23   80.0   0.0     7   143     8   149     2   160 0.91 -
104262at50557_34740_0:0027f7|STRG.831.7:6-647|+         -            214 109573at50557        -            185   5.7e-23   80.4   0.0   1   1   1.5e-24   7.6e-23   80.0   0.0     7   143     8   149     2   160 0.91 -
41766at50557_286306_0:004435|STRG.831.3:173-2730|+      -            737 109573at50557        -            185   7.4e-22   76.8   0.0   1   1   2.4e-23   1.2e-21   76.1   0.0     7   143   508   649   502   659 0.91 -
109797at50557_456900_0:0023c9|STRG.6890.2:32-843|+      -            244 109573at50557        -            185   2.2e-20   72.0   0.0   1   1   6.2e-22   3.1e-20   71.5   0.0    54   145    10   102     3   141 0.80 -
129498at50557_37001_0:002409|STRG.8349.2:12-584|+       -            191 109573at50557        -            185   3.7e-20   71.2   0.3   1   1   1.7e-21   8.3e-20   70.1   0.3    11   150     3   144     1   189 0.82 -
129498at50557_37001_0:002409|STRG.8349.1:12-702|+       -            186 109573at50557        -            185   7.8e-20   70.1   0.4   1   1   3.6e-21   1.8e-19   69.0   0.4    11   150     3   139     1   184 0.83 -
129498at50557_37001_0:002409|STRG.8349.3:12-601|+       -            186 109573at50557        -            185   7.8e-20   70.1   0.4   1   1   3.6e-21   1.8e-19   69.0   0.4    11   150     3   139     1   184 0.83 -
108271at50557_166361_0:003235|STRG.9782.1:312-866|+     -            185 109573at50557        -            185   4.5e-18   64.4   0.0   1   1   1.1e-19   5.3e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_166361_0:003235|STRG.9782.2:315-869|+     -            185 109573at50557        -            185   4.5e-18   64.4   0.0   1   1   1.1e-19   5.3e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_166361_0:003235|STRG.9782.3:769-1323|+    -            185 109573at50557        -            185   4.5e-18   64.4   0.0   1   1   1.1e-19   5.3e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_166361_0:003235|STRG.9782.4:9-563|+       -            185 109573at50557        -            185   4.5e-18   64.4   0.0   1   1   1.1e-19   5.3e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_224129_0:0005ad|STRG.14640.1:9-551|+      -            181 109573at50557        -            185   4.7e-18   64.4   0.2   1   1   1.1e-19   5.5e-18   64.1   0.2    11   173     2   173     1   178 0.84 -
108271at50557_197043_0:002be2|STRG.5226.1:15-521|+      -            169 109573at50557        -            185   6.3e-18   64.0   0.0   1   1   1.5e-19   7.3e-18   63.7   0.0    13   161     2   159     1   168 0.84 -
108755at50557_28612_0:002c6d|STRG.7759.1:27-620|+       -            198 109573at50557        -            185   1.2e-17   63.0   0.1   1   1   7.3e-19   3.6e-17   61.5   0.1    12   140     2   133     1   171 0.81 -
108271at50557_28612_0:005172|STRG.4894.1:39-596|+       -            186 109573at50557        -            185   1.5e-17   62.7   0.0   1   1   3.5e-19   1.7e-17   62.5   0.0    11   164     1   164     1   182 0.87 -
108271at50557_43151_0:001e01|STRG.19891.1:39-596|+      -            186 109573at50557        -            185   1.8e-17   62.5   0.0   1   1   4.2e-19   2.1e-17   62.3   0.0    10   160     1   160     1   176 0.87 -
108271at50557_64793_0:001833|STRG.13660.3:0-602|+       -            201 109573at50557        -            185   2.5e-17   62.0   0.2   1   1   6.5e-19   3.2e-17   61.6   0.2    10   171    12   182     8   198 0.84 -
108271at50557_64793_0:001833|STRG.13660.2:651-1268|+    -            206 109573at50557        -            185   2.7e-17   61.9   0.2   1   1   6.8e-19   3.4e-17   61.6   0.2    10   171    17   187    12   203 0.84 -
108271at50557_64793_0:001833|STRG.13660.1:71-694|+      -            208 109573at50557        -            185   2.8e-17   61.8   0.2   1   1     7e-19   3.5e-17   61.5   0.2    10   171    19   189    14   205 0.84 -
104262at50557_13164_0:00360e|STRG.831.6:471-983|+       -            171 109573at50557        -            185   3.7e-17   61.4   0.0   1   1     9e-19   4.5e-17   61.2   0.0    24   143     2   126     1   137 0.91 -
107216at50557_121225_0:0005b8|STRG.5838.1:153-374|+     -             74 109573at50557        -            185   1.7e-16   59.3   0.0   1   1   3.6e-18   1.8e-16   59.2   0.0    12    83     2    72     1    74 0.95 -
129498at50557_7493_0:00132e|STRG.18236.1:367-843|+      -            159 109573at50557        -            185     4e-16   58.1   0.0   1   1   9.8e-18   4.9e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
129498at50557_7493_0:00132e|STRG.18236.2:27-503|+       -            159 109573at50557        -            185     4e-16   58.1   0.0   1   1   9.8e-18   4.9e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
129498at50557_7493_0:00132e|STRG.18236.3:972-1448|+     -            159 109573at50557        -            185     4e-16   58.1   0.0   1   1   9.8e-18   4.9e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
129498at50557_7493_0:00132e|STRG.18236.4:580-1056|+     -            159 109573at50557        -            185     4e-16   58.1   0.0   1   1   9.8e-18   4.9e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
107216at50557_103372_0:00094d|STRG.186.1:0-407|+        -            136 109573at50557        -            185   4.5e-16   57.9   0.0   1   1   1.1e-17   5.6e-16   57.6   0.0    79   176     1   108     1   114 0.89 -
140221at50557_568069_0:001a32|STRG.19422.1:740-1204|+   -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.19422.2:142-606|+    -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.19422.3:1195-1659|+  -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.19422.4:136-600|+    -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.19422.5:227-691|+    -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.19422.6:495-959|+    -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.19422.7:18-482|+     -            155 109573at50557        -            185   5.7e-16   57.6   0.0   1   1   1.4e-17   6.8e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
106023at50557_7004_0:005025|STRG.8349.4:348-773|+       -            142 109573at50557        -            185   2.1e-15   55.7   0.2   1   1   5.3e-17   2.6e-15   55.4   0.2    39   150     4   115     1   140 0.84 -
140221at50557_568069_0:001a32|STRG.2623.1:0-479|+       -            160 109573at50557        -            185     5e-15   54.5   0.0   1   1   1.1e-16   5.6e-15   54.3   0.0    11   130     5   122     2   153 0.80 -
140221at50557_568069_0:001a32|STRG.10963.4:0-488|+      -            163 109573at50557        -            185   2.2e-14   52.4   0.0   1   1   5.1e-16   2.5e-14   52.2   0.0    11   130     8   125     5   157 0.82 -
140221at50557_568069_0:001a32|STRG.10963.1:1157-1648|+  -            164 109573at50557        -            185   2.2e-14   52.4   0.0   1   1   5.2e-16   2.6e-14   52.2   0.0    11   130     9   126     6   158 0.82 -
140221at50557_568069_0:001a32|STRG.10963.2:1495-1986|+  -            164 109573at50557        -            185   2.2e-14   52.4   0.0   1   1   5.2e-16   2.6e-14   52.2   0.0    11   130     9   126     6   158 0.82 -
108271at50557_40932_0:00088c|STRG.2411.1:475-1018|+     -            167 109573at50557        -            185   2.8e-14   52.0   0.0   1   1   6.4e-16   3.2e-14   51.9   0.0    10   153     2   146     1   165 0.84 -
108271at50557_40932_0:00088c|STRG.2411.3:475-1091|+     -            167 109573at50557        -            185   2.8e-14   52.0   0.0   1   1   6.4e-16   3.2e-14   51.9   0.0    10   153     2   146     1   165 0.84 -
108271at50557_40932_0:00088c|STRG.2411.4:135-635|+      -            167 109573at50557        -            185   2.8e-14   52.0   0.0   1   1   6.4e-16   3.2e-14   51.9   0.0    10   153     2   146     1   165 0.84 -
115559at50557_286306_0:000620|STRG.16600.2:493-1098|+   -            202 109573at50557        -            185   7.8e-14   50.6   0.1   1   1     2e-15   9.9e-14   50.3   0.1    10   168    27   194    21   201 0.80 -
115559at50557_286306_0:000620|STRG.16600.3:126-731|+    -            202 109573at50557        -            185   7.8e-14   50.6   0.1   1   1     2e-15   9.9e-14   50.3   0.1    10   168    27   194    21   201 0.80 -
115559at50557_286306_0:000620|STRG.16600.4:150-755|+    -            202 109573at50557        -            185   7.8e-14   50.6   0.1   1   1     2e-15   9.9e-14   50.3   0.1    10   168    27   194    21   201 0.80 -
140221at50557_568069_0:001a32|STRG.15873.1:295-774|+    -            160 109573at50557        -            185   6.8e-13   47.5   0.0   1   1   1.6e-14     8e-13   47.3   0.0    11   136     5   128     2   154 0.81 -
140221at50557_568069_0:001a32|STRG.15873.2:0-479|+      -            160 109573at50557        -            185   6.8e-13   47.5   0.0   1   1   1.6e-14     8e-13   47.3   0.0    11   136     5   128     2   154 0.81 -
140221at50557_568069_0:001a32|STRG.1069.1:222-698|+     -            159 109573at50557        -            185   3.2e-12   45.3   0.0   1   1   7.2e-14   3.6e-12   45.2   0.0    10   132     3   123     1   148 0.83 -
140221at50557_568069_0:001a32|STRG.19500.1:47-526|+     -            160 109573at50557        -            185   3.5e-12   45.2   0.0   1   1   8.4e-14   4.2e-12   45.0   0.0    11   135     5   127     2   156 0.76 -
140221at50557_568069_0:001a32|STRG.19500.2:170-649|+    -            160 109573at50557        -            185   3.5e-12   45.2   0.0   1   1   8.4e-14   4.2e-12   45.0   0.0    11   135     5   127     2   156 0.76 -
105221at50557_103372_0:000728|STRG.3722.1:0-587|+       -            196 109573at50557        -            185   3.7e-12   45.2   0.0   1   1   9.1e-14   4.5e-12   44.9   0.0     9   159     7   169     2   193 0.77 -
140221at50557_568069_0:001a32|STRG.10772.1:211-657|+    -            149 109573at50557        -            185   1.5e-11   43.2   0.0   1   1   3.3e-13   1.6e-11   43.0   0.0    13   130     4   119     1   140 0.86 -
140221at50557_568069_0:001a32|STRG.10772.2:33-479|+     -            149 109573at50557        -            185   1.5e-11   43.2   0.0   1   1   3.3e-13   1.6e-11   43.0   0.0    13   130     4   119     1   140 0.86 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+       -            163 109573at50557        -            185   4.5e-11   41.6   0.6   1   2     2e-10     1e-08   33.9   0.1     6    67     2    67     1    72 0.84 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+       -            163 109573at50557        -            185   4.5e-11   41.6   0.6   2   2     0.029       1.4    7.4   0.0   110   165    67   132    65   139 0.76 -
107216at50557_37001_0:0036b4|STRG.11774.1:273-662|+     -            130 109573at50557        -            185     8e-11   40.8   0.1   1   1   2.1e-12     1e-10   40.4   0.1    65   171     1   120     1   128 0.76 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+      -            162 109573at50557        -            185   1.2e-10   40.2   0.5   1   2   5.1e-10   2.5e-08   32.6   0.1     6    67     2    67     1    71 0.84 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+      -            162 109573at50557        -            185   1.2e-10   40.2   0.5   2   2     0.042       2.1    6.8   0.0   114   165    70   131    65   138 0.76 -
109573at50557_136037_0:001d92|STRG.11774.2:757-1092|+   -            112 109573at50557        -            185     2e-10   39.5   0.1   1   1   4.5e-12   2.2e-10   39.3   0.1    65   148     1    88     1   112 0.73 -
129498at50557_108931_0:001f24|STRG.14969.1:137-652|+    -            172 109573at50557        -            185   1.3e-09   36.9   0.0   1   1   4.5e-11   2.2e-09   36.1   0.0    12   107     2   102     1   167 0.91 -
108755at50557_166423_0:001b2a|STRG.14620.4:121-438|+    -            106 109573at50557        -            185   3.9e-09   35.3   0.0   1   1   9.6e-11   4.8e-09   35.0   0.0    87   167     1    91     1   101 0.80 -
105221at50557_224129_0:000e95|STRG.11041.1:275-763|+    -            163 109573at50557        -            185   5.3e-09   34.9   0.2   1   1   1.4e-10   6.8e-09   34.5   0.2    10   148     6   144     3   161 0.82 -
105221at50557_224129_0:000e95|STRG.11041.2:272-760|+    -            163 109573at50557        -            185   5.3e-09   34.9   0.2   1   1   1.4e-10   6.8e-09   34.5   0.2    10   148     6   144     3   161 0.82 -
105221at50557_224129_0:000e95|STRG.11041.3:426-914|+    -            163 109573at50557        -            185   5.3e-09   34.9   0.2   1   1   1.4e-10   6.8e-09   34.5   0.2    10   148     6   144     3   161 0.82 -
105221at50557_224129_0:000e95|STRG.11041.4:423-911|+    -            163 109573at50557        -            185   5.3e-09   34.9   0.2   1   1   1.4e-10   6.8e-09   34.5   0.2    10   148     6   144     3   161 0.82 -
105221at50557_29053_0:00200e|STRG.10316.1:21-521|+      -            167 109573at50557        -            185   3.1e-08   32.3   0.0   1   1   7.4e-10   3.7e-08   32.1   0.0    11   139     1   132     1   162 0.86 -
108271at50557_1629725_0:00106a|STRG.2411.2:448-959|+    -            128 109573at50557        -            185   3.8e-08   32.0   0.1   1   1   9.1e-10   4.5e-08   31.8   0.1    10   128    11   123     8   128 0.85 -
107216at50557_7394_0:0010f2|STRG.8224.1:804-1400|+      -            199 109573at50557        -            185   3.9e-08   32.0   0.1   1   1   2.2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
107216at50557_7394_0:0010f2|STRG.8224.3:1196-1792|+     -            199 109573at50557        -            185   3.9e-08   32.0   0.1   1   1   2.2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
107216at50557_7394_0:0010f2|STRG.8224.4:900-1496|+      -            199 109573at50557        -            185   3.9e-08   32.0   0.1   1   1   2.2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
105221at50557_121845_0:0034ac|STRG.12679.1:526-1059|+   -            178 109573at50557        -            185     5e-08   31.7   0.2   1   1   6.8e-09   3.4e-07   29.0   0.2    10   151     7   162     4   175 0.71 -
105221at50557_121845_0:0034ac|STRG.12679.2:691-1224|+   -            178 109573at50557        -            185     5e-08   31.7   0.2   1   1   6.8e-09   3.4e-07   29.0   0.2    10   151     7   162     4   175 0.71 -
105221at50557_121845_0:0034ac|STRG.12679.3:228-761|+    -            178 109573at50557        -            185     5e-08   31.7   0.2   1   1   6.8e-09   3.4e-07   29.0   0.2    10   151     7   162     4   175 0.71 -
108755at50557_7375_0:003bec|STRG.831.8:281-610|+        -            110 109573at50557        -            185   8.4e-08   30.9   0.0   1   1   1.9e-09   9.6e-08   30.8   0.0    86   143     4    66     1    80 0.86 -
