#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
80377at50557_456900_0:000374|STRG.1267.1:0-1046|+      -            349 80377at50557         -            287  2.1e-159  528.0   0.1   1   1  1.3e-160  3.7e-159  527.2   0.1     8   287    42   348    36   348 0.95 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 80377at50557         -            287   9.7e-38  128.7   8.0   3   4     2e-12   5.5e-11   41.0   0.0    34   114   323   404   306   407 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.10:187-1692|+   -            463 80377at50557         -            287   9.7e-38  128.7   8.0   4   4   3.2e-08   8.9e-07   27.1   0.1   222   281   398   457   395   463 0.56 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   1   5   3.7e-07     1e-05   23.6   0.1   125   195     6    78     3    80 0.91 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   2   5   6.3e-17   1.7e-15   55.7   0.8   128   259    52   176    50   178 0.92 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   3   5   9.3e-07   2.6e-05   22.3   0.0    55    92   169   206   165   210 0.92 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   4   5   2.5e-09     7e-08   30.8   0.0    52   103   209   261   205   263 0.91 -
40115at50557_110193_0:00292f|STRG.15028.1:541-1401|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   5   5   3.4e-05   0.00094   17.2   0.1   160   193   254   287   249   287 0.78 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   1   5   3.7e-07     1e-05   23.6   0.1   125   195     6    78     3    80 0.91 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   2   5   6.3e-17   1.7e-15   55.7   0.8   128   259    52   176    50   178 0.92 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   3   5   9.3e-07   2.6e-05   22.3   0.0    55    92   169   206   165   210 0.92 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   4   5   2.5e-09     7e-08   30.8   0.0    52   103   209   261   205   263 0.91 -
40115at50557_110193_0:00292f|STRG.15028.2:384-1244|+   -            287 80377at50557         -            287   6.5e-37  126.0   8.2   5   5   3.4e-05   0.00094   17.2   0.1   160   193   254   287   249   287 0.78 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 80377at50557         -            287   3.8e-33  113.7   9.0   1   5     1e-12   2.9e-11   41.9   0.3   151   264   103   211    71   224 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 80377at50557         -            287   3.8e-33  113.7   9.0   2   5   0.00033    0.0091   14.0   1.1    57   124   158   241   154   245 0.77 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 80377at50557         -            287   3.8e-33  113.7   9.0   3   5   2.1e-07     6e-06   24.4   1.9    35   110   227   301   225   307 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 80377at50557         -            287   3.8e-33  113.7   9.0   4   5   1.7e-12   4.8e-11   41.2   0.0    35   114   342   422   325   429 0.87 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 80377at50557         -            287   3.8e-33  113.7   9.0   5   5      0.53        15    3.5   0.0   169   242   439   462   432   464 0.51 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 80377at50557         -            287   5.3e-32  109.9  11.0   1   5   2.5e-08   6.9e-07   27.5   0.3   157   264   101   202    67   210 0.76 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 80377at50557         -            287   5.3e-32  109.9  11.0   2   5   0.00028    0.0079   14.2   1.1    57   124   149   232   144   237 0.78 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 80377at50557         -            287   5.3e-32  109.9  11.0   3   5   3.5e-07   9.9e-06   23.7   2.4    35   110   218   292   217   298 0.85 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 80377at50557         -            287   5.3e-32  109.9  11.0   4   5   1.4e-11   3.8e-10   38.2   0.0    34   108   332   407   315   408 0.87 -
40115at50557_103372_0:0021d6|STRG.8786.7:187-1583|+    -            458 80377at50557         -            287   5.3e-32  109.9  11.0   5   5   1.5e-06   4.1e-05   21.7   0.1   221   268   406   453   402   456 0.91 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 80377at50557         -            287   1.1e-30  105.7   4.2   1   1   1.8e-31   5.1e-30  103.4   4.2    20   280    19   301    10   304 0.83 -
80377at50557_30019_0:0008bb|STRG.11985.1:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   1   3   1.1e-11     3e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.11985.1:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   2   3   9.6e-21   2.7e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.11985.1:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   3   3     4e-06   0.00011   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.11985.2:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   1   3   1.1e-11     3e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.11985.2:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   2   3   9.6e-21   2.7e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.11985.2:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   3   3     4e-06   0.00011   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.11985.3:1033-1893|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   1   3   1.1e-11     3e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.11985.3:1033-1893|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   2   3   9.6e-21   2.7e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.11985.3:1033-1893|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   3   3     4e-06   0.00011   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.11985.4:1597-2457|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   1   3   1.1e-11     3e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.11985.4:1597-2457|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   2   3   9.6e-21   2.7e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.11985.4:1597-2457|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   3   3     4e-06   0.00011   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.11985.5:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   1   3   1.1e-11     3e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.11985.5:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   2   3   9.6e-21   2.7e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.11985.5:1377-2237|+   -            287 80377at50557         -            287   3.3e-30  104.0  18.0   3   3     4e-06   0.00011   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.11985.8:921-1781|+    -            287 80377at50557         -            287   3.3e-30  104.0  18.0   1   3   1.1e-11     3e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.11985.8:921-1781|+    -            287 80377at50557         -            287   3.3e-30  104.0  18.0   2   3   9.6e-21   2.7e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.11985.8:921-1781|+    -            287 80377at50557         -            287   3.3e-30  104.0  18.0   3   3     4e-06   0.00011   20.3   0.2   139   196   228   287   217   287 0.79 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 80377at50557         -            287   3.3e-29  100.8  13.8   1   5   3.9e-06   0.00011   20.3   0.4   158   245   102   182    67   190 0.77 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 80377at50557         -            287   3.3e-29  100.8  13.8   2   5      0.19       5.3    4.9   0.2   108   123   198   213   177   217 0.71 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 80377at50557         -            287   3.3e-29  100.8  13.8   3   5   2.8e-07   7.8e-06   24.1   2.1    35   110   200   274   199   280 0.85 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 80377at50557         -            287   3.3e-29  100.8  13.8   4   5   5.7e-10   1.6e-08   32.9   0.0    52   114   328   391   310   394 0.84 -
40115at50557_597456_0:00265e|STRG.8786.8:187-1611|+    -            450 80377at50557         -            287   3.3e-29  100.8  13.8   5   5   2.4e-08   6.8e-07   27.5   0.1   222   281   385   444   381   450 0.52 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 80377at50557         -            287   5.7e-29  100.0   3.5   1   4      0.32       9.1    4.2   0.0    64   123   327   385   315   391 0.72 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 80377at50557         -            287   5.7e-29  100.0   3.5   2   4     1e-13   2.9e-12   45.2   0.2   149   280   379   503   368   506 0.89 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 80377at50557         -            287   5.7e-29  100.0   3.5   3   4   9.7e-08   2.7e-06   25.6   0.0    51    91   513   553   503   558 0.88 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 80377at50557         -            287   5.7e-29  100.0   3.5   4   4   2.7e-07   7.6e-06   24.1   0.1    54    90   558   594   553   633 0.68 -
49370at50557_2015173_0:001990|STRG.7563.1:60-1046|+    -            329 80377at50557         -            287   5.8e-29  100.0   3.0   1   3   0.00093     0.026   12.5   0.0    55    92    35    72    24    80 0.75 -
49370at50557_2015173_0:001990|STRG.7563.1:60-1046|+    -            329 80377at50557         -            287   5.8e-29  100.0   3.0   2   3   1.5e-12   4.1e-11   41.4   0.1   128   278    86   235    82   236 0.85 -
49370at50557_2015173_0:001990|STRG.7563.1:60-1046|+    -            329 80377at50557         -            287   5.8e-29  100.0   3.0   3   3   3.4e-18   9.6e-17   59.9   0.1    56   193   166   328   161   329 0.77 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 80377at50557         -            287   7.3e-29   99.6   1.3   1   4   5.3e-08   1.5e-06   26.4   0.1   134   195   233   295   226   300 0.89 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 80377at50557         -            287   7.3e-29   99.6   1.3   2   4   3.2e-07   8.9e-06   23.9   0.1   146   196   287   338   287   346 0.89 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 80377at50557         -            287   7.3e-29   99.6   1.3   3   4   6.5e-10   1.8e-08   32.7   0.0   142   197   368   424   353   429 0.84 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 80377at50557         -            287   7.3e-29   99.6   1.3   4   4   1.9e-05   0.00054   18.0   0.0   122   193   433   503   425   505 0.84 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   1   7     0.026      0.72    7.8   0.0   151   184    15    48     9    54 0.86 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   2   7      0.29       8.2    4.3   0.2    34    92    51   110    46   115 0.79 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   3   7      0.37        10    4.0   0.5   127   196    79   154    65   185 0.64 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   4   7     0.062       1.7    6.5   0.0   126   191   342   408   325   414 0.67 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   5   7   1.5e-11   4.2e-10   38.1   0.5   110   199   412   503   403   510 0.80 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   6   7   4.2e-08   1.2e-06   26.7   0.3    64   121   514   582   506   586 0.77 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 80377at50557         -            287   3.6e-27   94.1  19.9   7   7   1.8e-06     5e-05   21.4   0.7    39    91   575   626   574   631 0.88 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 80377at50557         -            287   1.3e-26   92.3   4.3   1   2   5.1e-07   1.4e-05   23.2   0.2   140   249    28   135    24   138 0.83 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 80377at50557         -            287   1.3e-26   92.3   4.3   2   2     6e-21   1.7e-19   68.9   0.6    58   193   141   299   135   299 0.82 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   1   5   1.4e-05    0.0004   18.5   0.0   127   277     4   147     1   156 0.87 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   2   5   1.3e-07   3.6e-06   25.2   0.0   137   194   190   248   175   251 0.85 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   3   5   5.1e-05    0.0014   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   4   5   1.1e-07     3e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   5   5     7e-08   1.9e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   1   5   1.4e-05    0.0004   18.5   0.0   127   277     4   147     1   156 0.87 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   2   5   1.3e-07   3.6e-06   25.2   0.0   137   194   190   248   175   251 0.85 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   3   5   5.1e-05    0.0014   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   4   5   1.1e-07     3e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 80377at50557         -            287   1.4e-26   92.2   7.4   5   5     7e-08   1.9e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 80377at50557         -            287   3.3e-26   90.9  17.0   1   5       3.8   1.1e+02    0.7   0.0    52    89     5    41     1    47 0.66 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 80377at50557         -            287   3.3e-26   90.9  17.0   2   5     3e-05   0.00084   17.4   0.3   124   195    59   132    26   140 0.74 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 80377at50557         -            287   3.3e-26   90.9  17.0   3   5   1.6e-15   4.5e-14   51.1   5.2    37   247   122   338   119   342 0.82 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 80377at50557         -            287   3.3e-26   90.9  17.0   4   5     0.003     0.083   10.8   0.0    44    91   373   419   339   424 0.57 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 80377at50557         -            287   3.3e-26   90.9  17.0   5   5   0.00015    0.0041   15.1   0.1   151   243   428   513   420   513 0.78 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 80377at50557         -            287   3.7e-26   90.8   0.6   1   2   3.1e-21   8.6e-20   69.9   0.1    60   195     1   157     1   163 0.82 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 80377at50557         -            287   3.7e-26   90.8   0.6   2   2    0.0005     0.014   13.4   0.0   159   193   163   197   158   197 0.88 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 80377at50557         -            287   1.6e-25   88.7   0.8   1   2   1.4e-11   3.8e-10   38.2   0.0   128   213    11    93     6    94 0.91 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 80377at50557         -            287   1.6e-25   88.7   0.8   2   2   4.7e-17   1.3e-15   56.1   0.2    54   195    85   237    79   237 0.84 -
80377at50557_30019_0:0008bb|STRG.11728.1:369-1136|+    -            256 80377at50557         -            287   1.9e-25   88.5   5.8   1   2     3e-05   0.00084   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.11728.1:369-1136|+    -            256 80377at50557         -            287   1.9e-25   88.5   5.8   2   2     2e-21   5.6e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.11728.2:216-983|+     -            256 80377at50557         -            287   1.9e-25   88.5   5.8   1   2     3e-05   0.00084   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.11728.2:216-983|+     -            256 80377at50557         -            287   1.9e-25   88.5   5.8   2   2     2e-21   5.6e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.11728.3:180-947|+     -            256 80377at50557         -            287   1.9e-25   88.5   5.8   1   2     3e-05   0.00084   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.11728.3:180-947|+     -            256 80377at50557         -            287   1.9e-25   88.5   5.8   2   2     2e-21   5.6e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.11728.4:27-794|+      -            256 80377at50557         -            287   1.9e-25   88.5   5.8   1   2     3e-05   0.00084   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.11728.4:27-794|+      -            256 80377at50557         -            287   1.9e-25   88.5   5.8   2   2     2e-21   5.6e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 80377at50557         -            287   4.5e-25   87.2   7.1   1   3     9e-08   2.5e-06   25.7   0.0   159   261     5   111     2   118 0.81 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 80377at50557         -            287   4.5e-25   87.2   7.1   2   3   3.7e-08     1e-06   26.9   0.3   161   279   103   212    99   213 0.91 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 80377at50557         -            287   4.5e-25   87.2   7.1   3   3   7.2e-12     2e-10   39.1   0.5   142   267   208   335   203   346 0.78 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 80377at50557         -            287   9.7e-25   86.1   3.0   1   4    0.0035     0.099   10.6   0.1    57    92     2    37     1    51 0.87 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 80377at50557         -            287   9.7e-25   86.1   3.0   2   4   2.1e-05    0.0006   17.9   0.1   219   279    51   115    47   123 0.85 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 80377at50557         -            287   9.7e-25   86.1   3.0   3   4   2.9e-06   8.2e-05   20.7   0.1    57   113    90   146    82   149 0.85 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 80377at50557         -            287   9.7e-25   86.1   3.0   4   4   8.4e-17   2.3e-15   55.3   0.2    44   193   119   290   114   290 0.80 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 80377at50557         -            287     1e-24   86.1  18.7   1   6   0.00052     0.015   13.3   0.2    99   201    38   143    26   152 0.74 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 80377at50557         -            287     1e-24   86.1  18.7   2   6   1.6e-07   4.4e-06   24.9   0.0   134   252   161   284   150   290 0.74 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 80377at50557         -            287     1e-24   86.1  18.7   3   6   5.4e-05    0.0015   16.6   0.2   133   193   350   411   342   424 0.85 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 80377at50557         -            287     1e-24   86.1  18.7   4   6      0.15       4.2    5.2   0.0   153   193   470   510   459   514 0.87 -
