#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129956at50557_34720_0:00189a|STRG.11550.1:2-490|+      -            136 129956at50557        -            110     1e-60  201.4   0.3   1   1   2.3e-62   1.2e-60  201.2   0.3     5   108     2   109     1   114 0.94 -
117816at50557_7200_0:0014c2|STRG.19231.4:812-1744|+    -            311 129956at50557        -            110   1.9e-24   84.6   0.0   3   3   1.9e-09   9.9e-08   30.8   0.0    31   104   228   302   221   308 0.91 -
83433at50557_108931_0:0027fa|STRG.7379.2:1287-2126|+   -            280 129956at50557        -            110   6.1e-22   76.5   0.6   1   3     6e-08   3.1e-06   26.0   0.1    32   107    11    85     4    88 0.91 -
83433at50557_108931_0:0027fa|STRG.7379.2:1287-2126|+   -            280 129956at50557        -            110   6.1e-22   76.5   0.6   2   3     1e-09   5.1e-08   31.7   0.0    30    98   102   169    85   182 0.86 -
83433at50557_108931_0:0027fa|STRG.7379.2:1287-2126|+   -            280 129956at50557        -            110   6.1e-22   76.5   0.6   3   3   6.9e-05    0.0035   16.1   0.0    42    97   218   271   186   278 0.75 -
83433at50557_133901_0:001dd1|STRG.12456.2:0-521|+      -            174 129956at50557        -            110   3.3e-21   74.2   0.0   1   2   4.5e-10   2.3e-08   32.8   0.0    32    90     2    60     1    71 0.93 -
83433at50557_133901_0:001dd1|STRG.12456.2:0-521|+      -            174 129956at50557        -            110   3.3e-21   74.2   0.0   2   2   3.6e-12   1.9e-10   39.5   0.0    32    96    92   160    86   168 0.86 -
117816at50557_121225_0:000cee|STRG.487.1:257-760|+     -            168 129956at50557        -            110   3.3e-20   71.0   0.0   1   2   5.1e-12   2.6e-10   39.1   0.0    29   106     3    80     1    85 0.95 -
117816at50557_121225_0:000cee|STRG.487.1:257-760|+     -            168 129956at50557        -            110   3.3e-20   71.0   0.0   2   2   1.1e-09   5.6e-08   31.6   0.0    19   104    79   166    78   168 0.90 -
117816at50557_121225_0:000cee|STRG.487.2:27-530|+      -            168 129956at50557        -            110   3.3e-20   71.0   0.0   1   2   5.1e-12   2.6e-10   39.1   0.0    29   106     3    80     1    85 0.95 -
117816at50557_121225_0:000cee|STRG.487.2:27-530|+      -            168 129956at50557        -            110   3.3e-20   71.0   0.0   2   2   1.1e-09   5.6e-08   31.6   0.0    19   104    79   166    78   168 0.90 -
117816at50557_69004_0:00324f|STRG.17078.4:446-1009|+   -            188 129956at50557        -            110   5.1e-20   70.3   0.0   1   2   1.1e-11   5.6e-10   38.0   0.0    32   104     1    73     1    78 0.97 -
117816at50557_69004_0:00324f|STRG.17078.4:446-1009|+   -            188 129956at50557        -            110   5.1e-20   70.3   0.0   2   2   2.4e-09   1.2e-07   30.5   0.0    25    93   113   181   102   187 0.90 -
83433at50557_133901_0:001dd1|STRG.9408.1:113-673|+     -            187 129956at50557        -            110   8.1e-20   69.7   0.0   1   2   2.7e-10   1.4e-08   33.5   0.0    32    80    17    65     4    85 0.90 -
83433at50557_133901_0:001dd1|STRG.9408.1:113-673|+     -            187 129956at50557        -            110   8.1e-20   69.7   0.0   2   2   1.5e-10   7.9e-09   34.3   0.0    32    81   108   157   103   178 0.94 -
117816at50557_7200_0:000429|STRG.19231.2:758-1270|+    -            171 129956at50557        -            110   9.2e-20   69.5   0.0   1   2   1.9e-11   9.5e-10   37.3   0.0    42   107     2    67     1    70 0.94 -
117816at50557_7200_0:000429|STRG.19231.2:758-1270|+    -            171 129956at50557        -            110   9.2e-20   69.5   0.0   2   2   2.3e-09   1.2e-07   30.5   0.0    30    94    76   140    71   153 0.94 -
117816at50557_123851_0:00306e|STRG.19231.3:1430-2038|+ -            203 129956at50557        -            110   1.8e-19   68.5   0.0   1   2   2.7e-11   1.4e-09   36.8   0.0    42   107     2    67     1    70 0.94 -
117816at50557_123851_0:00306e|STRG.19231.3:1430-2038|+ -            203 129956at50557        -            110   1.8e-19   68.5   0.0   2   2   3.4e-09   1.8e-07   30.0   0.0    30    94    76   140    71   152 0.95 -
117816at50557_29058_0:000b65|STRG.19865.10:520-993|+   -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.10:520-993|+   -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.1:1542-2015|+  -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.1:1542-2015|+  -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.2:1666-2139|+  -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.2:1666-2139|+  -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.4:1531-2004|+  -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.4:1531-2004|+  -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.5:395-868|+    -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.5:395-868|+    -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.6:875-1348|+   -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.6:875-1348|+   -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.7:347-820|+    -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.7:347-820|+    -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
117816at50557_29058_0:000b65|STRG.19865.8:520-993|+    -            158 129956at50557        -            110   2.9e-18   64.7   0.0   1   2   1.2e-08   6.3e-07   28.2   0.0    37   106     1    70     1    74 0.95 -
117816at50557_29058_0:000b65|STRG.19865.8:520-993|+    -            158 129956at50557        -            110   2.9e-18   64.7   0.0   2   2   1.1e-10   5.6e-09   34.8   0.0    32    93    82   143    75   146 0.92 -
129956at50557_286306_0:000be5|STRG.17422.1:262-522|+   -             87 129956at50557        -            110     2e-17   62.0   0.0   1   1   4.3e-19   2.2e-17   61.8   0.0    32   106     1    75     1    79 0.97 -
129956at50557_286306_0:000be5|STRG.17422.2:54-314|+    -             87 129956at50557        -            110     2e-17   62.0   0.0   1   1   4.3e-19   2.2e-17   61.8   0.0    32   106     1    75     1    79 0.97 -
83433at50557_166361_0:0030d8|STRG.19865.9:529-1089|+   -            187 129956at50557        -            110     4e-17   61.0   0.0   1   2   1.4e-07     7e-06   24.8   0.0    41   106     2    67     1    71 0.93 -
83433at50557_166361_0:0030d8|STRG.19865.9:529-1089|+   -            187 129956at50557        -            110     4e-17   61.0   0.0   2   2   1.6e-10   8.1e-09   34.3   0.0    32    93    79   140    72   143 0.92 -
129956at50557_112268_0:002589|STRG.6707.3:171-524|+    -            118 129956at50557        -            110   3.3e-16   58.1   0.0   1   2   1.8e-10   9.3e-09   34.1   0.0    32    83     1    52     1    79 0.87 -
129956at50557_112268_0:002589|STRG.6707.3:171-524|+    -            118 129956at50557        -            110   3.3e-16   58.1   0.0   2   2   6.3e-07   3.2e-05   22.7   0.0    31    67    80   116    64   118 0.90 -
129956at50557_64459_0:001a3e|STRG.17078.1:493-906|+    -            138 129956at50557        -            110   7.4e-15   53.7   0.0   1   2   6.3e-12   3.3e-10   38.8   0.0    32   103     1    72     1    79 0.97 -
129956at50557_64459_0:001a3e|STRG.17078.1:493-906|+    -            138 129956at50557        -            110   7.4e-15   53.7   0.0   2   2   0.00048     0.025   13.4   0.0    25    64    92   131    81   138 0.85 -
129956at50557_64459_0:001a3e|STRG.17078.6:1746-2159|+  -            138 129956at50557        -            110   7.4e-15   53.7   0.0   1   2   6.3e-12   3.3e-10   38.8   0.0    32   103     1    72     1    79 0.97 -
129956at50557_64459_0:001a3e|STRG.17078.6:1746-2159|+  -            138 129956at50557        -            110   7.4e-15   53.7   0.0   2   2   0.00048     0.025   13.4   0.0    25    64    92   131    81   138 0.85 -
83433at50557_133901_0:001dd1|STRG.8321.1:782-1297|+    -            172 129956at50557        -            110   2.9e-14   51.8   0.1   1   2   1.8e-06   9.2e-05   21.2   0.0    32    83     2    53     1    78 0.89 -
83433at50557_133901_0:001dd1|STRG.8321.1:782-1297|+    -            172 129956at50557        -            110   2.9e-14   51.8   0.1   2   2   6.5e-09   3.3e-07   29.1   0.1    29    82    87   140    73   165 0.87 -
83433at50557_133901_0:001dd1|STRG.8321.2:746-1261|+    -            172 129956at50557        -            110   2.9e-14   51.8   0.1   1   2   1.8e-06   9.2e-05   21.2   0.0    32    83     2    53     1    78 0.89 -
83433at50557_133901_0:001dd1|STRG.8321.2:746-1261|+    -            172 129956at50557        -            110   2.9e-14   51.8   0.1   2   2   6.5e-09   3.3e-07   29.1   0.1    29    82    87   140    73   165 0.87 -
101501at50557_34720_0:0002e2|STRG.1408.3:373-2223|+    -            617 129956at50557        -            110   5.2e-14   51.0   1.3   1   4   0.00027     0.014   14.2   0.0    28   102    45   117    24   124 0.84 -
101501at50557_34720_0:0002e2|STRG.1408.3:373-2223|+    -            617 129956at50557        -            110   5.2e-14   51.0   1.3   2   4   3.8e-08     2e-06   26.6   0.0    14   105   173   264   160   268 0.83 -
101501at50557_34720_0:0002e2|STRG.1408.3:373-2223|+    -            617 129956at50557        -            110   5.2e-14   51.0   1.3   3   4       1.4        74    2.2   0.0    26    79   385   438   362   456 0.84 -
101501at50557_34720_0:0002e2|STRG.1408.3:373-2223|+    -            617 129956at50557        -            110   5.2e-14   51.0   1.3   4   4      0.72        37    3.2   0.0    61    92   576   607   563   615 0.75 -
117816at50557_7493_0:002cdd|STRG.17276.1:966-1442|+    -            159 129956at50557        -            110   1.1e-13   50.0   0.0   1   2   0.00012    0.0062   15.3   0.0    32   105     1    71     1    76 0.90 -
117816at50557_7493_0:002cdd|STRG.17276.1:966-1442|+    -            159 129956at50557        -            110   1.1e-13   50.0   0.0   2   2   4.1e-10   2.1e-08   32.9   0.0    30   102    87   159    80   159 0.94 -
101501at50557_34720_0:0002e2|STRG.1408.4:0-2342|+      -            781 129956at50557        -            110   1.4e-13   49.6   1.4   1   4   0.00041     0.021   13.6   0.0    28   102    45   117    25   123 0.85 -
101501at50557_34720_0:0002e2|STRG.1408.4:0-2342|+      -            781 129956at50557        -            110   1.4e-13   49.6   1.4   2   4   5.4e-08   2.8e-06   26.1   0.0    14   105   173   264   160   268 0.83 -
101501at50557_34720_0:0002e2|STRG.1408.4:0-2342|+      -            781 129956at50557        -            110   1.4e-13   49.6   1.4   3   4         2     1e+02    1.8   0.0    26    79   385   438   362   455 0.84 -
101501at50557_34720_0:0002e2|STRG.1408.4:0-2342|+      -            781 129956at50557        -            110   1.4e-13   49.6   1.4   4   4      0.81        42    3.0   0.0    61    92   576   607   563   618 0.75 -
129956at50557_29053_0:00060a|STRG.18741.5:83-391|+     -            103 129956at50557        -            110   3.7e-13   48.3   0.0   1   1   8.7e-15   4.5e-13   48.0   0.0    32   109    18    95    12    96 0.96 -
24138at50557_34720_0:0016ec|STRG.11049.1:23-2218|+     -            732 129956at50557        -            110   6.6e-13   47.4   0.0   1   4   6.1e-08   3.1e-06   25.9   0.0     9   102   171   263   163   270 0.83 -
24138at50557_34720_0:0016ec|STRG.11049.1:23-2218|+     -            732 129956at50557        -            110   6.6e-13   47.4   0.0   2   4       9.8     5e+02   -0.5   0.0    27    59   372   404   367   408 0.87 -
24138at50557_34720_0:0016ec|STRG.11049.1:23-2218|+     -            732 129956at50557        -            110   6.6e-13   47.4   0.0   3   4         7   3.6e+02   -0.0   0.0    32    85   506   564   477   588 0.73 -
24138at50557_34720_0:0016ec|STRG.11049.1:23-2218|+     -            732 129956at50557        -            110   6.6e-13   47.4   0.0   4   4   0.00014    0.0071   15.1   0.0    30    88   608   667   582   687 0.82 -
129956at50557_132113_0:001471|STRG.7164.5:629-931|+    -            101 129956at50557        -            110   9.1e-13   47.0   0.0   1   1     2e-14     1e-12   46.8   0.0    29    97    17    85     7    96 0.90 -
129956at50557_132113_0:001471|STRG.7164.8:629-931|+    -            101 129956at50557        -            110   9.1e-13   47.0   0.0   1   1     2e-14     1e-12   46.8   0.0    29    97    17    85     7    96 0.90 -
129956at50557_132113_0:001471|STRG.7164.9:629-931|+    -            101 129956at50557        -            110   9.1e-13   47.0   0.0   1   1     2e-14     1e-12   46.8   0.0    29    97    17    85     7    96 0.90 -
129956at50557_132113_0:001471|STRG.7164.3:629-940|+    -            104 129956at50557        -            110   9.9e-13   46.9   0.0   1   1   2.2e-14   1.2e-12   46.7   0.0    29    97    17    85     7    96 0.90 -
129956at50557_13686_0:0011f5|STRG.15542.1:763-990|+    -             76 129956at50557        -            110   1.2e-12   46.6   0.0   1   1   2.5e-14   1.3e-12   46.5   0.0    32   104     1    73     1    76 0.97 -
129956at50557_13686_0:0011f5|STRG.15542.2:650-877|+    -             76 129956at50557        -            110   1.2e-12   46.6   0.0   1   1   2.5e-14   1.3e-12   46.5   0.0    32   104     1    73     1    76 0.97 -
129956at50557_56086_0:00070f|STRG.7164.10:674-997|+    -            108 129956at50557        -            110   1.6e-12   46.2   0.0   1   1     4e-14   2.1e-12   45.8   0.0    31    97     4    70     1    81 0.91 -
129956at50557_7395_0:00347a|STRG.7164.6:302-553|+      -             84 129956at50557        -            110   1.9e-12   45.9   0.0   1   1   4.2e-14   2.2e-12   45.8   0.0    32    97     1    66     1    77 0.93 -
129956at50557_7395_0:00347a|STRG.7164.1:302-556|+      -             85 129956at50557        -            110     2e-12   45.9   0.0   1   1   4.4e-14   2.3e-12   45.7   0.0    32    97     1    66     1    77 0.93 -
129956at50557_7395_0:00347a|STRG.7164.4:302-556|+      -             85 129956at50557        -            110     2e-12   45.9   0.0   1   1   4.4e-14   2.3e-12   45.7   0.0    32    97     1    66     1    77 0.93 -
129956at50557_7395_0:00347a|STRG.7164.7:302-556|+      -             85 129956at50557        -            110     2e-12   45.9   0.0   1   1   4.4e-14   2.3e-12   45.7   0.0    32    97     1    66     1    77 0.93 -
59099at50557_64793_0:000fa7|STRG.6023.1:117-1821|+     -            520 129956at50557        -            110   4.4e-12   44.8   0.1   1   2   9.1e-06   0.00047   18.9   0.0    31   104    55   128    40   133 0.89 -
59099at50557_64793_0:000fa7|STRG.6023.1:117-1821|+     -            520 129956at50557        -            110   4.4e-12   44.8   0.1   2   2   3.2e-07   1.6e-05   23.6   0.0    32   103   225   295   222   304 0.89 -
129956at50557_64838_0:000c3c|STRG.19231.1:242-463|+    -             74 129956at50557        -            110   4.8e-12   44.7   0.0   1   1   9.8e-14     5e-12   44.6   0.0    33   104     2    73     1    74 0.96 -
129956at50557_38123_0:0017f4|STRG.6228.1:615-767|+     -             51 129956at50557        -            110   5.3e-12   44.5   0.2   1   1   1.1e-13   5.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.6228.2:516-668|+     -             51 129956at50557        -            110   5.3e-12   44.5   0.2   1   1   1.1e-13   5.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.6228.3:516-668|+     -             51 129956at50557        -            110   5.3e-12   44.5   0.2   1   1   1.1e-13   5.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.6228.4:516-668|+     -             51 129956at50557        -            110   5.3e-12   44.5   0.2   1   1   1.1e-13   5.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.6228.5:516-668|+     -             51 129956at50557        -            110   5.3e-12   44.5   0.2   1   1   1.1e-13   5.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_7425_0:001fb1|STRG.11307.2:798-1040|+    -             81 129956at50557        -            110   7.8e-12   44.0   0.0   1   1   1.7e-13   8.9e-12   43.8   0.0    32   105     1    74     1    78 0.96 -
129956at50557_7425_0:001fb1|STRG.11307.3:810-1052|+    -             81 129956at50557        -            110   7.8e-12   44.0   0.0   1   1   1.7e-13   8.9e-12   43.8   0.0    32   105     1    74     1    78 0.96 -
129956at50557_38123_0:0017f4|STRG.6707.1:707-859|+     -             51 129956at50557        -            110     1e-11   43.6   0.2   1   1   2.1e-13   1.1e-11   43.6   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.6707.2:1165-1317|+   -             51 129956at50557        -            110     1e-11   43.6   0.2   1   1   2.1e-13   1.1e-11   43.6   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.6707.4:175-327|+     -             51 129956at50557        -            110     1e-11   43.6   0.2   1   1   2.1e-13   1.1e-11   43.6   0.2    32    81     1    50     1    51 0.97 -
129956at50557_199890_0:001386|STRG.1477.1:844-1128|+   -             95 129956at50557        -            110   2.5e-11   42.4   0.0   1   1   5.2e-13   2.7e-11   42.3   0.0    28   102    20    94     9    95 0.93 -
129956at50557_7160_0:003f5c|STRG.19976.1:551-763|+     -             71 129956at50557        -            110   3.1e-11   42.1   0.1   1   1   6.4e-13   3.3e-11   42.0   0.1    36   104     3    71     1    71 0.96 -
129956at50557_7160_0:003f5c|STRG.19976.2:551-763|+     -             71 129956at50557        -            110   3.1e-11   42.1   0.1   1   1   6.4e-13   3.3e-11   42.0   0.1    36   104     3    71     1    71 0.96 -
101501at50557_34720_0:0002e2|STRG.1408.2:11-2182|+     -            724 129956at50557        -            110   3.3e-11   42.0   0.5   1   4      0.25        13    4.7   0.0    42   102     2    60     1    66 0.86 -
101501at50557_34720_0:0002e2|STRG.1408.2:11-2182|+     -            724 129956at50557        -            110   3.3e-11   42.0   0.5   2   4   4.8e-08   2.5e-06   26.3   0.0    14   105   116   207   103   211 0.83 -
101501at50557_34720_0:0002e2|STRG.1408.2:11-2182|+     -            724 129956at50557        -            110   3.3e-11   42.0   0.5   3   4       1.8        93    1.9   0.0    26    79   328   381   305   398 0.84 -
101501at50557_34720_0:0002e2|STRG.1408.2:11-2182|+     -            724 129956at50557        -            110   3.3e-11   42.0   0.5   4   4      0.74        38    3.1   0.0    61    92   519   550   506   561 0.75 -
129956at50557_67767_0:0003b6|STRG.17078.5:2059-2316|+  -             86 129956at50557        -            110   5.2e-11   41.3   0.0   1   1   1.2e-12     6e-11   41.1   0.0    32   104     1    73     1    78 0.97 -
129956at50557_7370_0:002364|STRG.16907.2:219-470|+     -             84 129956at50557        -            110     2e-10   39.5   0.0   1   1     4e-12   2.1e-10   39.4   0.0    32   105     3    76     1    83 0.94 -
129956at50557_51655_0:0033b8|STRG.1907.1:624-935|+     -            104 129956at50557        -            110   3.4e-10   38.7   0.0   1   1   7.5e-12   3.8e-10   38.5   0.0    26    92     2    70     1    82 0.88 -
129956at50557_51655_0:0033b8|STRG.1907.2:624-935|+     -            104 129956at50557        -            110   3.4e-10   38.7   0.0   1   1   7.5e-12   3.8e-10   38.5   0.0    26    92     2    70     1    82 0.88 -
129956at50557_51655_0:0033b8|STRG.1907.3:624-935|+     -            104 129956at50557        -            110   3.4e-10   38.7   0.0   1   1   7.5e-12   3.8e-10   38.5   0.0    26    92     2    70     1    82 0.88 -
129956at50557_51655_0:0033b8|STRG.1907.4:624-935|+     -            104 129956at50557        -            110   3.4e-10   38.7   0.0   1   1   7.5e-12   3.8e-10   38.5   0.0    26    92     2    70     1    82 0.88 -
129956at50557_7176_0:003daf|STRG.7164.2:2171-2386|+    -             72 129956at50557        -            110   9.9e-10   37.2   0.0   1   1   2.1e-11   1.1e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
129956at50557_7176_0:003daf|STRG.7164.5:2093-2308|+    -             72 129956at50557        -            110   9.9e-10   37.2   0.0   1   1   2.1e-11   1.1e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
129956at50557_7176_0:003daf|STRG.7164.6:1667-1882|+    -             72 129956at50557        -            110   9.9e-10   37.2   0.0   1   1   2.1e-11   1.1e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
117816at50557_13249_0:002086|STRG.5386.1:46-462|+      -            139 129956at50557        -            110   1.8e-09   36.4   0.0   1   2     0.016       0.8    8.5   0.0    61    90     3    34     1    57 0.76 -
117816at50557_13249_0:002086|STRG.5386.1:46-462|+      -            139 129956at50557        -            110   1.8e-09   36.4   0.0   2   2   4.3e-08   2.2e-06   26.4   0.0    31    81    62   112    51   136 0.88 -
129956at50557_7159_0:0030fc|STRG.17276.2:291-530|+     -             80 129956at50557        -            110   2.2e-09   36.1   0.0   1   1   4.8e-11   2.5e-09   35.9   0.0    32   104     1    73     1    79 0.95 -
129956at50557_7176_0:003daf|STRG.12456.1:160-366|+     -             69 129956at50557        -            110   2.4e-09   36.0   0.0   1   1     5e-11   2.6e-09   35.9   0.0    32    90     1    59     1    68 0.94 -
129956at50557_29031_0:001f45|STRG.9999.1:426-569|+     -             48 129956at50557        -            110   2.5e-09   35.9   0.1   1   1   5.2e-11   2.7e-09   35.8   0.1    32    79     1    48     1    48 0.98 -
129956at50557_29031_0:001f45|STRG.9999.2:143-286|+     -             48 129956at50557        -            110   2.5e-09   35.9   0.1   1   1   5.2e-11   2.7e-09   35.8   0.1    32    79     1    48     1    48 0.98 -
135254at50557_103372_0:002a85|STRG.656.1:9-383|+       -            125 129956at50557        -            110   6.1e-09   34.7   0.2   1   1   1.7e-10   8.8e-09   34.2   0.2    32   109    22    96    19    97 0.92 -
129956at50557_441921_0:0017da|STRG.7379.1:1207-1437|+  -             77 129956at50557        -            110   6.2e-09   34.6   0.0   1   1   1.3e-10   6.8e-09   34.5   0.0    32    98     1    66     1    76 0.89 -
129956at50557_37344_0:0029cb|STRG.4283.2:171-386|+     -             72 129956at50557        -            110   6.4e-09   34.6   0.0   1   1   1.3e-10   6.5e-09   34.6   0.0    32    99     1    68     1    72 0.90 -
129956at50557_37344_0:0029cb|STRG.4283.4:171-386|+     -             72 129956at50557        -            110   6.4e-09   34.6   0.0   1   1   1.3e-10   6.5e-09   34.6   0.0    32    99     1    68     1    72 0.90 -
129956at50557_37344_0:0029cb|STRG.4283.6:171-386|+     -             72 129956at50557        -            110   6.4e-09   34.6   0.0   1   1   1.3e-10   6.5e-09   34.6   0.0    32    99     1    68     1    72 0.90 -
101501at50557_1218281_0:0033ae|STRG.16605.1:185-403|+  -             73 129956at50557        -            110   1.1e-08   33.8   0.0   1   1   2.3e-10   1.2e-08   33.8   0.0    37   105     2    70     1    73 0.95 -
101501at50557_1218281_0:0033ae|STRG.16605.2:185-403|+  -             73 129956at50557        -            110   1.1e-08   33.8   0.0   1   1   2.3e-10   1.2e-08   33.8   0.0    37   105     2    70     1    73 0.95 -
117816at50557_307658_0:0005e3|STRG.7421.1:0-884|+      -            295 129956at50557        -            110   1.5e-08   33.4   0.0   1   2   5.6e-07   2.9e-05   22.8   0.0    32    96    10    75     8    88 0.90 -
117816at50557_307658_0:0005e3|STRG.7421.1:0-884|+      -            295 129956at50557        -            110   1.5e-08   33.4   0.0   2   2      0.02         1    8.2   0.0    32    95   103   166    98   178 0.74 -
129956at50557_441921_0:0017da|STRG.7378.1:579-809|+    -             77 129956at50557        -            110   1.6e-08   33.3   0.0   1   1   3.5e-10   1.8e-08   33.2   0.0    32    98     1    66     1    76 0.88 -
129956at50557_37344_0:0029cb|STRG.1794.2:309-551|+     -             81 129956at50557        -            110   2.2e-08   32.9   0.0   1   1   4.6e-10   2.4e-08   32.8   0.0    32   107     1    76     1    79 0.96 -
