#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
104832at50557_34720_0:0019e7|STRG.12238.1:0-815|+      -            272 104832at50557        -            207   7.9e-76  253.1  15.2   1   1   1.9e-76   3.7e-74  247.6  15.2     1   205     1   258     1   262 0.82 -
83433at50557_133901_0:001dd1|STRG.12456.2:0-521|+      -            174 104832at50557        -            207     0.032   12.7   0.0   2   2   0.00072      0.14   10.6   0.0   128   177   115   167    92   173 0.71 -
135254at50557_13249_0:000902|STRG.5674.1:138-353|+     -             72 104832at50557        -            207     0.045   12.2   0.1   1   1   0.00024     0.045   12.2   0.1   124   164    34    72    13    72 0.87 -
135254at50557_13249_0:000902|STRG.5674.3:138-353|+     -             72 104832at50557        -            207     0.045   12.2   0.1   1   1   0.00024     0.045   12.2   0.1   124   164    34    72    13    72 0.87 -
135254at50557_13249_0:000902|STRG.5674.4:138-353|+     -             72 104832at50557        -            207     0.045   12.2   0.1   1   1   0.00024     0.045   12.2   0.1   124   164    34    72    13    72 0.87 -
129956at50557_64838_0:000c3c|STRG.19231.1:242-463|+    -             74 104832at50557        -            207     0.078   11.4   0.0   1   2       1.3   2.5e+02   -0.1   0.0    81   101     4    24     2    38 0.80 -
129956at50557_64838_0:000c3c|STRG.19231.1:242-463|+    -             74 104832at50557        -            207     0.078   11.4   0.0   2   2    0.0013      0.25    9.7   0.0   144   168    42    65    25    73 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/104832at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:52:12 2024
# [ok]
