#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
108301at50557_103372_0:000620|STRG.14324.1:213-1013|+ -            267 108301at50557        -            228  4.2e-109  362.2  11.8   1   1  3.3e-111  5.6e-109  361.8  11.8     1   227    13   266    13   267 0.97 -
57156at50557_77166_0:0029c4|STRG.17324.4:508-1713|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   5   6     5e-10   8.6e-08   30.8   0.6    62   169   230   332   228   342 0.90 -
57156at50557_77166_0:0029c4|STRG.17324.4:508-1713|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   6   6   2.9e-05    0.0051   15.2   0.0    97   166   328   397   327   401 0.90 -
57156at50557_77166_0:0029c4|STRG.17324.5:336-1541|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   1   6    0.0013      0.22    9.8   0.0   118   160     9    51     2    55 0.91 -
57156at50557_77166_0:0029c4|STRG.17324.5:336-1541|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   2   6    0.0049      0.85    7.9   0.4    97   159    56   118    53   127 0.93 -
57156at50557_77166_0:0029c4|STRG.17324.5:336-1541|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   3   6   2.6e-05    0.0045   15.3   0.0   113   161   140   188   121   191 0.94 -
57156at50557_77166_0:0029c4|STRG.17324.5:336-1541|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   4   6   2.1e-06   0.00036   18.9   0.2    93   170   188   265   187   277 0.89 -
57156at50557_77166_0:0029c4|STRG.17324.5:336-1541|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   5   6     5e-10   8.6e-08   30.8   0.6    62   169   230   332   228   342 0.90 -
57156at50557_77166_0:0029c4|STRG.17324.5:336-1541|+   -            402 108301at50557        -            228   9.8e-24   82.9   8.2   6   6   2.9e-05    0.0051   15.2   0.0    97   166   328   397   327   401 0.90 -
108301at50557_45779_0:00392d|STRG.10133.1:744-1163|+  -            140 108301at50557        -            228   2.1e-23   81.9   5.2   1   1   1.5e-25   2.6e-23   81.6   5.2    50   185    11   140     5   140 0.94 -
108301at50557_45779_0:00392d|STRG.10133.2:633-1052|+  -            140 108301at50557        -            228   2.1e-23   81.9   5.2   1   1   1.5e-25   2.6e-23   81.6   5.2    50   185    11   140     5   140 0.94 -
57156at50557_113334_0:00364d|STRG.9191.1:2298-3026|-  -            218 108301at50557        -            228   1.5e-22   79.1  11.4   1   2   1.2e-07   2.1e-05   23.0   3.2    52   123     3    69     1    75 0.92 -
57156at50557_113334_0:00364d|STRG.9191.1:2298-3026|-  -            218 108301at50557        -            228   1.5e-22   79.1  11.4   2   2   2.2e-19   3.8e-17   61.4   1.2    34   161    94   218    75   218 0.89 -
35300at50557_520822_0:00001c|STRG.7335.2:156-539|+    -            128 108301at50557        -            228   3.8e-20   71.2   1.4   1   1   2.6e-22   4.4e-20   71.0   1.4    52   154    31   128    21   128 0.94 -
41065at50557_103372_0:000e4c|STRG.1874.1:0-1442|+     -            481 108301at50557        -            228   4.3e-20   71.0  14.2   1   5   1.3e-12   2.2e-10   39.2   0.1    56   174    26   139    18   145 0.89 -
41065at50557_103372_0:000e4c|STRG.1874.1:0-1442|+     -            481 108301at50557        -            228   4.3e-20   71.0  14.2   2   5   1.3e-06   0.00023   19.6   0.0    68   165   152   244   147   267 0.86 -
41065at50557_103372_0:000e4c|STRG.1874.1:0-1442|+     -            481 108301at50557        -            228   4.3e-20   71.0  14.2   3   5       3.1   5.4e+02   -1.3   0.1   128   165   253   290   249   306 0.81 -
41065at50557_103372_0:000e4c|STRG.1874.1:0-1442|+     -            481 108301at50557        -            228   4.3e-20   71.0  14.2   4   5     1e-06   0.00018   19.9   1.1   108   172   305   368   291   379 0.88 -
41065at50557_103372_0:000e4c|STRG.1874.1:0-1442|+     -            481 108301at50557        -            228   4.3e-20   71.0  14.2   5   5       9.8   1.7e+03   -2.9   0.7    18    47   411   437   390   447 0.53 -
57156at50557_197043_0:0019bd|STRG.6037.1:197-523|+    -            109 108301at50557        -            228     1e-17   63.3   0.4   1   1   6.4e-20   1.1e-17   63.1   0.4    56   167     2   108     1   109 0.96 -
108301at50557_13249_0:002cbb|STRG.16180.1:132-647|+   -            172 108301at50557        -            228   1.1e-16   59.8   9.4   1   1   1.2e-18   2.1e-16   59.0   9.4    16   138    48   172     1   172 0.86 -
108301at50557_123851_0:002a44|STRG.9373.1:443-1063|+  -            207 108301at50557        -            228   2.5e-16   58.7   0.1   1   1   1.6e-17   2.8e-15   55.3   0.1    26   166    57   200    34   203 0.82 -
108301at50557_123851_0:002a44|STRG.9373.2:343-963|+   -            207 108301at50557        -            228   2.5e-16   58.7   0.1   1   1   1.6e-17   2.8e-15   55.3   0.1    26   166    57   200    34   203 0.82 -
57156at50557_197043_0:0019bd|STRG.9981.1:403-738|+    -            112 108301at50557        -            228   6.4e-14   50.8   0.0   1   1   4.7e-16   8.1e-14   50.5   0.0    61   164     8   106     4   111 0.93 -
57156at50557_28612_0:002d5e|STRG.17324.1:743-1366|+   -            208 108301at50557        -            228   1.2e-13   50.0   1.4   1   2   1.5e-10   2.7e-08   32.4   0.8    62   169     3   105     1   113 0.90 -
57156at50557_28612_0:002d5e|STRG.17324.1:743-1366|+   -            208 108301at50557        -            228   1.2e-13   50.0   1.4   2   2   3.4e-06   0.00058   18.2   0.0    97   173   101   177   100   193 0.87 -
57156at50557_28612_0:002d5e|STRG.17324.2:1476-2099|+  -            208 108301at50557        -            228   1.2e-13   50.0   1.4   1   2   1.5e-10   2.7e-08   32.4   0.8    62   169     3   105     1   113 0.90 -
57156at50557_28612_0:002d5e|STRG.17324.2:1476-2099|+  -            208 108301at50557        -            228   1.2e-13   50.0   1.4   2   2   3.4e-06   0.00058   18.2   0.0    97   173   101   177   100   193 0.87 -
57156at50557_28612_0:002d5e|STRG.17324.3:1651-2274|+  -            208 108301at50557        -            228   1.2e-13   50.0   1.4   1   2   1.5e-10   2.7e-08   32.4   0.8    62   169     3   105     1   113 0.90 -
57156at50557_28612_0:002d5e|STRG.17324.3:1651-2274|+  -            208 108301at50557        -            228   1.2e-13   50.0   1.4   2   2   3.4e-06   0.00058   18.2   0.0    97   173   101   177   100   193 0.87 -
108301at50557_13164_0:001ae6|STRG.1441.1:526-915|+    -            130 108301at50557        -            228   1.7e-13   49.5   0.2   1   1   1.1e-15   1.9e-13   49.3   0.2    43   158    20   130     7   130 0.88 -
108301at50557_13164_0:001ae6|STRG.1441.2:439-828|+    -            130 108301at50557        -            228   1.7e-13   49.5   0.2   1   1   1.1e-15   1.9e-13   49.3   0.2    43   158    20   130     7   130 0.88 -
108301at50557_13164_0:001ae6|STRG.1441.3:276-665|+    -            130 108301at50557        -            228   1.7e-13   49.5   0.2   1   1   1.1e-15   1.9e-13   49.3   0.2    43   158    20   130     7   130 0.88 -
108301at50557_197043_0:001b73|STRG.10007.1:966-1349|+ -            128 108301at50557        -            228   1.1e-11   43.5   0.6   1   1   1.3e-12   2.2e-10   39.3   0.6    55   163     4   127     1   128 0.79 -
108301at50557_197043_0:001b73|STRG.10007.2:953-1336|+ -            128 108301at50557        -            228   1.1e-11   43.5   0.6   1   1   1.3e-12   2.2e-10   39.3   0.6    55   163     4   127     1   128 0.79 -
108301at50557_197043_0:001b73|STRG.10007.3:414-797|+  -            128 108301at50557        -            228   1.1e-11   43.5   0.6   1   1   1.3e-12   2.2e-10   39.3   0.6    55   163     4   127     1   128 0.79 -
108301at50557_7220_0:000de6|STRG.3144.1:1163-1612|+   -            150 108301at50557        -            228   1.1e-10   40.3   4.3   1   1     5e-12   8.6e-10   37.3   4.3    39   159    17   150     7   150 0.78 -
108301at50557_7220_0:000de6|STRG.3144.2:1159-1608|+   -            150 108301at50557        -            228   1.1e-10   40.3   4.3   1   1     5e-12   8.6e-10   37.3   4.3    39   159    17   150     7   150 0.78 -
108301at50557_7220_0:000de6|STRG.3144.3:864-1313|+    -            150 108301at50557        -            228   1.1e-10   40.3   4.3   1   1     5e-12   8.6e-10   37.3   4.3    39   159    17   150     7   150 0.78 -
153723at50557_7176_0:000773|STRG.16775.4:42-1523|+    -            494 108301at50557        -            228     8e-09   34.2   1.5   1   1   7.4e-11   1.3e-08   33.5   1.5    17   170     9   171     2   207 0.73 -
153723at50557_7176_0:003cd5|STRG.16775.1:274-1755|+   -            494 108301at50557        -            228   1.3e-08   33.5   1.7   1   1   1.3e-10   2.2e-08   32.7   1.7    23   170    12   168     2   204 0.72 -
153723at50557_7176_0:003cd5|STRG.16775.3:51-1532|+    -            494 108301at50557        -            228   1.3e-08   33.5   1.7   1   1   1.3e-10   2.2e-08   32.7   1.7    23   170    12   168     2   204 0.72 -
26870at50557_13249_0:003446|STRG.11775.1:1589-2449|+  -            287 108301at50557        -            228   8.2e-08   30.8   0.0   1   2   1.2e-06   0.00021   19.7   0.0   108   164   113   169    93   173 0.92 -
26870at50557_13249_0:003446|STRG.11775.1:1589-2449|+  -            287 108301at50557        -            228   8.2e-08   30.8   0.0   2   2    0.0024      0.41    8.9   0.0    67   160   179   267   173   281 0.78 -
89121at50557_454923_0:000612|STRG.18069.1:1359-2384|+ -            342 108301at50557        -            228   4.7e-07   28.4   1.9   1   4       7.4   1.3e+03   -2.5   0.0   112   162    12    62     6    77 0.69 -
89121at50557_454923_0:000612|STRG.18069.1:1359-2384|+ -            342 108301at50557        -            228   4.7e-07   28.4   1.9   2   4   0.00022     0.038   12.3   0.2   118   166   101   149    78   154 0.91 -
89121at50557_454923_0:000612|STRG.18069.1:1359-2384|+ -            342 108301at50557        -            228   4.7e-07   28.4   1.9   3   4    0.0083       1.4    7.2   0.2   141   171   158   188   147   216 0.67 -
89121at50557_454923_0:000612|STRG.18069.1:1359-2384|+ -            342 108301at50557        -            228   4.7e-07   28.4   1.9   4   4     0.015       2.6    6.3   0.0   121   165   277   322   268   329 0.81 -
57156at50557_197043_0:0019bd|STRG.7107.1:489-806|+    -            106 108301at50557        -            228   0.00011   20.6   0.0   1   1   7.1e-07   0.00012   20.5   0.0    62   163     2    98     1   106 0.86 -
89121at50557_79782_0:0011ea|STRG.4304.1:729-1499|+    -            257 108301at50557        -            228     0.011   14.1   0.5   1   2    0.0075       1.3    7.3   0.0    53    92    30    70    11    76 0.72 -
89121at50557_79782_0:0011ea|STRG.4304.1:729-1499|+    -            257 108301at50557        -            228     0.011   14.1   0.5   2   2      0.04       6.9    4.9   0.1   117   148   226   257   185   257 0.86 -
89121at50557_79782_0:0011ea|STRG.4304.3:294-1064|+    -            257 108301at50557        -            228     0.011   14.1   0.5   1   2    0.0075       1.3    7.3   0.0    53    92    30    70    11    76 0.72 -
89121at50557_79782_0:0011ea|STRG.4304.3:294-1064|+    -            257 108301at50557        -            228     0.011   14.1   0.5   2   2      0.04       6.9    4.9   0.1   117   148   226   257   185   257 0.86 -
26870at50557_286306_0:00409f|STRG.11984.3:1200-2036|+ -            279 108301at50557        -            228     0.023   13.0   0.7   1   3       1.1   1.8e+02    0.3   0.0    64    83    21    40     3    78 0.67 -
26870at50557_286306_0:00409f|STRG.11984.3:1200-2036|+ -            279 108301at50557        -            228     0.023   13.0   0.7   2   3       6.8   1.2e+03   -2.4   0.0    70    88    92   110    86   120 0.71 -
26870at50557_286306_0:00409f|STRG.11984.3:1200-2036|+ -            279 108301at50557        -            228     0.023   13.0   0.7   3   3   0.00094      0.16   10.2   0.1   109   166   194   251   164   267 0.90 -
27499at50557_319348_0:002d28|STRG.11984.1:1394-3235|+ -            614 108301at50557        -            228      0.35    9.1   5.5   1   4       3.8   6.6e+02   -1.6   0.0    64    83    22    41     5    63 0.64 -
27499at50557_319348_0:002d28|STRG.11984.1:1394-3235|+ -            614 108301at50557        -            228      0.35    9.1   5.5   2   4    0.0035      0.61    8.4   0.1   109   166   195   252   182   268 0.89 -
27499at50557_319348_0:002d28|STRG.11984.1:1394-3235|+ -            614 108301at50557        -            228      0.35    9.1   5.5   3   4       4.3   7.4e+02   -1.7   0.4    80   118   364   401   351   406 0.75 -
27499at50557_319348_0:002d28|STRG.11984.1:1394-3235|+ -            614 108301at50557        -            228      0.35    9.1   5.5   4   4       0.9   1.6e+02    0.5   0.0    87   159   433   504   416   525 0.77 -
27499at50557_319348_0:002d28|STRG.11984.2:1862-3703|+ -            614 108301at50557        -            228      0.35    9.1   5.5   1   4       3.8   6.6e+02   -1.6   0.0    64    83    22    41     5    63 0.64 -
27499at50557_319348_0:002d28|STRG.11984.2:1862-3703|+ -            614 108301at50557        -            228      0.35    9.1   5.5   2   4    0.0035      0.61    8.4   0.1   109   166   195   252   182   268 0.89 -
27499at50557_319348_0:002d28|STRG.11984.2:1862-3703|+ -            614 108301at50557        -            228      0.35    9.1   5.5   3   4       4.3   7.4e+02   -1.7   0.4    80   118   364   401   351   406 0.75 -
27499at50557_319348_0:002d28|STRG.11984.2:1862-3703|+ -            614 108301at50557        -            228      0.35    9.1   5.5   4   4       0.9   1.6e+02    0.5   0.0    87   159   433   504   416   525 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/108301at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/108301at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/108301at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:52:16 2024
# [ok]
