#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
41619at50557_34720_0:0004fb|STRG.2499.1:0-1415|+      -            472 41619at50557         -            431  1.2e-181  603.1  14.2   1   1  1.8e-181  2.4e-179  595.5  14.2    58   431     5   426     3   426 0.91 -
35385at50557_37001_0:001231|STRG.2096.1:1364-2593|+   -            410 41619at50557         -            431     5e-41  139.7   0.0   1   2   5.1e-24     7e-22   76.6   0.0     7   151    27   195    21   202 0.76 -
35385at50557_37001_0:001231|STRG.2096.1:1364-2593|+   -            410 41619at50557         -            431     5e-41  139.7   0.0   2   2   3.6e-19   4.9e-17   60.7   0.0   154   343   225   401   215   409 0.88 -
35385at50557_37001_0:001231|STRG.2096.3:1203-2432|+   -            410 41619at50557         -            431     5e-41  139.7   0.0   1   2   5.1e-24     7e-22   76.6   0.0     7   151    27   195    21   202 0.76 -
35385at50557_37001_0:001231|STRG.2096.3:1203-2432|+   -            410 41619at50557         -            431     5e-41  139.7   0.0   2   2   3.6e-19   4.9e-17   60.7   0.0   154   343   225   401   215   409 0.88 -
43304at50557_34720_0:00174e|STRG.11265.1:0-2216|+     -            739 41619at50557         -            431   1.5e-40  138.2   1.8   1   3   3.4e-14   4.6e-12   44.3   0.0     3    65   143   206   141   218 0.92 -
43304at50557_34720_0:00174e|STRG.11265.1:0-2216|+     -            739 41619at50557         -            431   1.5e-40  138.2   1.8   2   3   1.1e-11   1.5e-09   36.0   0.0    66   165   257   378   254   388 0.71 -
43304at50557_34720_0:00174e|STRG.11265.1:0-2216|+     -            739 41619at50557         -            431   1.5e-40  138.2   1.8   3   3   1.6e-17   2.2e-15   55.2   0.2   169   346   409   573   393   581 0.89 -
68043at50557_34720_0:001307|STRG.9205.1:0-1676|+      -            559 41619at50557         -            431   2.3e-40  137.5   0.0   1   1   4.1e-42   5.6e-40  136.3   0.0     6   342   141   490   135   499 0.82 -
68043at50557_34720_0:001307|STRG.9205.2:0-1676|+      -            559 41619at50557         -            431   2.3e-40  137.5   0.0   1   1   4.1e-42   5.6e-40  136.3   0.0     6   342   141   490   135   499 0.82 -
43304at50557_34720_0:00174e|STRG.11265.2:0-2231|+     -            744 41619at50557         -            431   2.4e-40  137.5   2.4   1   3   3.6e-14     5e-12   44.2   0.0     3    65   143   206   141   209 0.91 -
43304at50557_34720_0:00174e|STRG.11265.2:0-2231|+     -            744 41619at50557         -            431   2.4e-40  137.5   2.4   2   3   1.1e-11   1.5e-09   36.0   0.0    66   165   262   383   259   393 0.71 -
43304at50557_34720_0:00174e|STRG.11265.2:0-2231|+     -            744 41619at50557         -            431   2.4e-40  137.5   2.4   3   3   1.6e-17   2.2e-15   55.2   0.2   169   346   414   578   398   586 0.89 -
35385at50557_2015173_0:000073|STRG.309.1:1-1221|+     -            407 41619at50557         -            431   7.9e-37  125.9   0.1   1   1   1.7e-38   2.3e-36  124.3   0.1    34   348     1   332     1   339 0.82 -
46658at50557_7260_0:0034ab|STRG.18571.2:4-1014|+      -            337 41619at50557         -            431   3.7e-34  117.1   0.2   1   1   3.3e-36   4.5e-34  116.8   0.2    38   338     2   318     1   330 0.79 -
46658at50557_174628_0:001983|STRG.18571.1:4-999|+     -            332 41619at50557         -            431   4.2e-34  116.9   0.4   1   1   4.9e-36   6.7e-34  116.2   0.4    38   338     2   313     1   325 0.80 -
46658at50557_174628_0:001983|STRG.18571.3:4-999|+     -            332 41619at50557         -            431   4.2e-34  116.9   0.4   1   1   4.9e-36   6.7e-34  116.2   0.4    38   338     2   313     1   325 0.80 -
65449at50557_7220_0:002055|STRG.20007.1:1133-2944|+   -            604 41619at50557         -            431   1.5e-33  115.1   0.2   1   3   1.2e-24   1.7e-22   78.6   0.0    16   151     2   160     1   178 0.76 -
65449at50557_7220_0:002055|STRG.20007.1:1133-2944|+   -            604 41619at50557         -            431   1.5e-33  115.1   0.2   2   3    0.0042      0.58    7.7   0.0   156   188   274   306   263   313 0.88 -
65449at50557_7220_0:002055|STRG.20007.1:1133-2944|+   -            604 41619at50557         -            431   1.5e-33  115.1   0.2   3   3   2.7e-08   3.7e-06   24.8   0.0   293   342   433   482   429   504 0.88 -
25910at50557_103372_0:001a63|STRG.12973.1:151-2337|+  -            729 41619at50557         -            431     2e-33  114.7   0.1   1   3   8.8e-18   1.2e-15   56.1   0.0     1    63     4    66     4    70 0.95 -
25910at50557_103372_0:001a63|STRG.12973.1:151-2337|+  -            729 41619at50557         -            431     2e-33  114.7   0.1   2   3   8.3e-11   1.1e-08   33.1   0.0    65   204   288   449   285   456 0.73 -
25910at50557_103372_0:001a63|STRG.12973.1:151-2337|+  -            729 41619at50557         -            431     2e-33  114.7   0.1   3   3   2.4e-07   3.3e-05   21.7   0.0   293   343   568   618   506   623 0.88 -
25910at50557_103372_0:001a63|STRG.12973.2:151-2403|+  -            729 41619at50557         -            431     2e-33  114.7   0.1   1   3   8.8e-18   1.2e-15   56.1   0.0     1    63     4    66     4    70 0.95 -
25910at50557_103372_0:001a63|STRG.12973.2:151-2403|+  -            729 41619at50557         -            431     2e-33  114.7   0.1   2   3   8.3e-11   1.1e-08   33.1   0.0    65   204   288   449   285   456 0.73 -
25910at50557_103372_0:001a63|STRG.12973.2:151-2403|+  -            729 41619at50557         -            431     2e-33  114.7   0.1   3   3   2.4e-07   3.3e-05   21.7   0.0   293   343   568   618   506   623 0.88 -
123578at50557_7168_0:0013fb|STRG.12862.1:138-1556|+   -            473 41619at50557         -            431   2.2e-33  114.5   1.1   1   1   9.1e-35   1.3e-32  112.0   1.1     1   330    77   432    77   455 0.80 -
25910at50557_103372_0:001a63|STRG.12973.3:3-2180|+    -            726 41619at50557         -            431   4.2e-33  113.6   0.1   1   3   1.9e-17   2.6e-15   55.0   0.0     1    63     1    63     1    67 0.94 -
25910at50557_103372_0:001a63|STRG.12973.3:3-2180|+    -            726 41619at50557         -            431   4.2e-33  113.6   0.1   2   3   8.2e-11   1.1e-08   33.1   0.0    65   204   285   446   282   453 0.73 -
25910at50557_103372_0:001a63|STRG.12973.3:3-2180|+    -            726 41619at50557         -            431   4.2e-33  113.6   0.1   3   3   2.4e-07   3.2e-05   21.7   0.0   293   343   565   615   503   620 0.88 -
46658at50557_121225_0:00147e|STRG.15694.1:152-1389|+  -            373 41619at50557         -            431   4.8e-32  110.1   0.1   1   1   4.9e-33   6.7e-31  106.3   0.1     1   355    12   366    12   370 0.80 -
46658at50557_28612_0:0048c7|STRG.15694.2:149-1285|+   -            379 41619at50557         -            431   9.3e-32  109.2   0.3   1   1   2.7e-33   3.7e-31  107.2   0.3     1   352    13   376    13   379 0.80 -
57791at50557_34720_0:001e64|STRG.14517.1:233-2176|+   -            648 41619at50557         -            431   8.9e-29   99.4   0.2   1   1   1.2e-29   1.7e-27   95.2   0.2    37   342   226   576   224   587 0.73 -
57791at50557_34720_0:001e64|STRG.14517.2:0-1967|+     -            656 41619at50557         -            431   9.3e-29   99.3   0.2   1   1   1.3e-29   1.7e-27   95.1   0.2    37   342   234   584   231   594 0.73 -
18450at50557_121845_0:000f40|STRG.2096.2:1343-2287|+  -            315 41619at50557         -            431   4.8e-25   87.0   0.0   1   2   2.7e-24   3.7e-22   77.5   0.0     7   151    35   203    29   210 0.76 -
18450at50557_121845_0:000f40|STRG.2096.2:1343-2287|+  -            315 41619at50557         -            431   4.8e-25   87.0   0.0   2   2    0.0055      0.76    7.3   0.0   154   230   233   307   222   312 0.73 -
18450at50557_121845_0:000f40|STRG.2096.4:1176-2120|+  -            315 41619at50557         -            431   4.8e-25   87.0   0.0   1   2   2.7e-24   3.7e-22   77.5   0.0     7   151    35   203    29   210 0.76 -
18450at50557_121845_0:000f40|STRG.2096.4:1176-2120|+  -            315 41619at50557         -            431   4.8e-25   87.0   0.0   2   2    0.0055      0.76    7.3   0.0   154   230   233   307   222   312 0.73 -
29312at50557_28612_0:006022|STRG.10700.3:315-887|+    -            191 41619at50557         -            431     2e-17   62.0   0.0   1   1   2.6e-19   3.5e-17   61.1   0.0     1   120    44   182    44   189 0.77 -
65449at50557_34720_0:000b83|STRG.5710.1:1-2237|+      -            421 41619at50557         -            431   4.5e-17   60.8   0.0   1   1   1.2e-18   1.6e-16   59.0   0.0   128   345     1   211     1   228 0.85 -
35385at50557_1155016_0:002498|STRG.19937.1:5-370|+    -            122 41619at50557         -            431   5.1e-15   54.0   0.1   1   1     6e-17   8.2e-15   53.3   0.1   215   339     4   118     1   122 0.91 -
19244at50557_116153_0:001e22|STRG.1195.1:27-1052|+    -            342 41619at50557         -            431   1.4e-09   36.1   0.8   1   2   5.1e-10   6.9e-08   30.5   0.4    25   182    10   192     6   199 0.65 -
19244at50557_116153_0:001e22|STRG.1195.1:27-1052|+    -            342 41619at50557         -            431   1.4e-09   36.1   0.8   2   2     0.068       9.4    3.7   0.0   294   327   300   333   289   339 0.88 -
65449at50557_1629725_0:001b14|STRG.20007.2:593-1057|+ -            155 41619at50557         -            431   2.9e-07   28.5   0.0   1   1     3e-09   4.2e-07   27.9   0.0   293   342     3    52     1    77 0.86 -
19244at50557_29053_0:002948|STRG.1547.2:1560-2747|+   -            396 41619at50557         -            431   9.2e-07   26.8   0.3   1   2   2.1e-05    0.0029   15.3   0.1    26   150    11   153     5   193 0.64 -
19244at50557_29053_0:002948|STRG.1547.2:1560-2747|+   -            396 41619at50557         -            431   9.2e-07   26.8   0.3   2   2    0.0015      0.21    9.2   0.0   294   343   288   337   274   363 0.85 -
19244at50557_29053_0:002948|STRG.524.1:660-1889|+     -            410 41619at50557         -            431   5.5e-05   21.0   0.1   1   1   1.2e-06   0.00016   19.4   0.1    27   335    36   355    22   372 0.70 -
46658at50557_38123_0:00176e|STRG.19938.1:650-838|+    -             63 41619at50557         -            431   0.00085   17.0   0.0   1   1   6.2e-06   0.00085   17.0   0.0    92   122    21    52     7    63 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/41619at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/41619at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/41619at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:47 2024
# [ok]
