#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30640at50557_103372_0:0017a1|STRG.12227.1:0-2381|+     -            794 30640at50557         -            649         0 1182.7   6.5   1   1         0         0 1175.3   6.5    15   649    48   794    41   794 0.91 -
31358at50557_123851_0:00056b|STRG.11711.4:396-962|+    -            189 30640at50557         -            649   3.7e-17   60.8   0.0   1   1   5.2e-19     4e-17   60.7   0.0    81   258     9   189     1   189 0.86 -
68581at50557_166361_0:00349c|STRG.16830.2:9-659|+      -            217 30640at50557         -            649   8.8e-17   59.5   0.4   1   3   6.2e-07   4.8e-05   20.8   0.0   410   460     7    57     3    75 0.89 -
68581at50557_166361_0:00349c|STRG.16830.2:9-659|+      -            217 30640at50557         -            649   8.8e-17   59.5   0.4   2   3   9.2e-05    0.0071   13.6   0.0   386   453    76   144    67   155 0.82 -
68581at50557_166361_0:00349c|STRG.16830.2:9-659|+      -            217 30640at50557         -            649   8.8e-17   59.5   0.4   3   3   1.9e-07   1.5e-05   22.4   0.0   406   454   166   216   148   217 0.82 -
98332at50557_132113_0:00196c|STRG.6009.2:957-1760|+    -            257 30640at50557         -            649   1.1e-12   46.0   0.0   1   2   1.8e-05    0.0014   15.9   0.0   407   454     7    55     2    64 0.90 -
98332at50557_132113_0:00196c|STRG.6009.2:957-1760|+    -            257 30640at50557         -            649   1.1e-12   46.0   0.0   2   2   3.4e-09   2.6e-07   28.2   0.0   407   453   161   207   132   227 0.91 -
31358at50557_123851_0:00056b|STRG.3789.1:1610-2161|+   -            184 30640at50557         -            649   1.2e-12   45.9   0.0   1   1   1.7e-14   1.3e-12   45.8   0.0    82   258     2   184     1   184 0.88 -
31358at50557_123851_0:00056b|STRG.3789.2:1095-1646|+   -            184 30640at50557         -            649   1.2e-12   45.9   0.0   1   1   1.7e-14   1.3e-12   45.8   0.0    82   258     2   184     1   184 0.88 -
68581at50557_168631_0:0016a9|STRG.11521.1:4067-4522|+  -            152 30640at50557         -            649   7.8e-11   39.9   0.0   1   2   0.00073     0.056   10.6   0.0   414   460    30    81    22    97 0.81 -
68581at50557_168631_0:0016a9|STRG.11521.1:4067-4522|+  -            152 30640at50557         -            649   7.8e-11   39.9   0.0   2   2   5.4e-09   4.2e-07   27.6   0.0   408   452   107   151    95   152 0.89 -
68581at50557_168631_0:0016a9|STRG.11521.2:4163-4618|+  -            152 30640at50557         -            649   7.8e-11   39.9   0.0   1   2   0.00073     0.056   10.6   0.0   414   460    30    81    22    97 0.81 -
68581at50557_168631_0:0016a9|STRG.11521.2:4163-4618|+  -            152 30640at50557         -            649   7.8e-11   39.9   0.0   2   2   5.4e-09   4.2e-07   27.6   0.0   408   452   107   151    95   152 0.89 -
68581at50557_168631_0:0016a9|STRG.11521.3:4136-4591|+  -            152 30640at50557         -            649   7.8e-11   39.9   0.0   1   2   0.00073     0.056   10.6   0.0   414   460    30    81    22    97 0.81 -
68581at50557_168631_0:0016a9|STRG.11521.3:4136-4591|+  -            152 30640at50557         -            649   7.8e-11   39.9   0.0   2   2   5.4e-09   4.2e-07   27.6   0.0   408   452   107   151    95   152 0.89 -
91571at50557_2015173_0:000792|STRG.10979.1:0-809|+     -            270 30640at50557         -            649   2.1e-10   38.5   0.0   1   2   4.2e-09   3.2e-07   27.9   0.0   399   461    91   154    75   160 0.84 -
91571at50557_2015173_0:000792|STRG.10979.1:0-809|+     -            270 30640at50557         -            649   2.1e-10   38.5   0.0   2   2    0.0033      0.25    8.5   0.0   413   458   217   262   205   267 0.88 -
98332at50557_132113_0:00196c|STRG.6009.3:957-2121|+    -            257 30640at50557         -            649   4.2e-10   37.5   0.0   1   2     0.007      0.54    7.4   0.0   407   454     7    55     2    64 0.89 -
98332at50557_132113_0:00196c|STRG.6009.3:957-2121|+    -            257 30640at50557         -            649   4.2e-10   37.5   0.0   2   2   3.4e-09   2.6e-07   28.2   0.0   407   453   161   207   132   227 0.91 -
68581at50557_13037_0:002f45|STRG.11521.1:3185-3889|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   1   3   5.5e-06   0.00043   17.6   0.0   408   456     4    54     1    74 0.88 -
68581at50557_13037_0:002f45|STRG.11521.1:3185-3889|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   2   3   0.00034     0.026   11.7   0.1   414   457   128   171   119   190 0.78 -
68581at50557_13037_0:002f45|STRG.11521.1:3185-3889|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   3   3     0.037       2.9    5.0   0.0   410   453   192   234   181   235 0.84 -
68581at50557_13037_0:002f45|STRG.11521.2:3281-3985|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   1   3   5.5e-06   0.00043   17.6   0.0   408   456     4    54     1    74 0.88 -
68581at50557_13037_0:002f45|STRG.11521.2:3281-3985|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   2   3   0.00034     0.026   11.7   0.1   414   457   128   171   119   190 0.78 -
68581at50557_13037_0:002f45|STRG.11521.2:3281-3985|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   3   3     0.037       2.9    5.0   0.0   410   453   192   234   181   235 0.84 -
68581at50557_13037_0:002f45|STRG.11521.3:3254-3958|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   1   3   5.5e-06   0.00043   17.6   0.0   408   456     4    54     1    74 0.88 -
68581at50557_13037_0:002f45|STRG.11521.3:3254-3958|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   2   3   0.00034     0.026   11.7   0.1   414   457   128   171   119   190 0.78 -
68581at50557_13037_0:002f45|STRG.11521.3:3254-3958|+   -            235 30640at50557         -            649   5.9e-10   37.0   0.5   3   3     0.037       2.9    5.0   0.0   410   453   192   234   181   235 0.84 -
50587at50557_7038_0:0025fd|STRG.2818.1:1109-2002|+     -            298 30640at50557         -            649   2.9e-08   31.4   0.4   1   1   4.5e-10   3.4e-08   31.2   0.4   123   264    81   227    55   272 0.78 -
50587at50557_7038_0:0025fd|STRG.2818.2:915-1808|+      -            298 30640at50557         -            649   2.9e-08   31.4   0.4   1   1   4.5e-10   3.4e-08   31.2   0.4   123   264    81   227    55   272 0.78 -
50587at50557_7038_0:0025fd|STRG.2818.3:915-1808|+      -            298 30640at50557         -            649   2.9e-08   31.4   0.4   1   1   4.5e-10   3.4e-08   31.2   0.4   123   264    81   227    55   272 0.78 -
50587at50557_7038_0:0025fd|STRG.2818.4:915-1808|+      -            298 30640at50557         -            649   2.9e-08   31.4   0.4   1   1   4.5e-10   3.4e-08   31.2   0.4   123   264    81   227    55   272 0.78 -
50587at50557_7038_0:0025fd|STRG.2818.5:978-1871|+      -            298 30640at50557         -            649   2.9e-08   31.4   0.4   1   1   4.5e-10   3.4e-08   31.2   0.4   123   264    81   227    55   272 0.78 -
98332at50557_1218281_0:000683|STRG.5975.1:1141-1284|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.5e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.5975.2:1198-1341|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.5e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.5975.3:1126-1269|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.5e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.5975.4:1229-1372|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.5e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_132113_0:00196c|STRG.6009.1:127-858|+     -            233 30640at50557         -            649   1.3e-07   29.2   0.0   1   1   2.9e-09   2.2e-07   28.5   0.0   407   453   137   183   108   203 0.91 -
42982at50557_520822_0:0000ef|STRG.18153.2:277-2169|+   -            631 30640at50557         -            649   1.6e-07   29.0   0.1   1   1   3.1e-09   2.4e-07   28.4   0.1   497   629   486   621   441   630 0.85 -
42982at50557_520822_0:0000ef|STRG.18153.1:251-2143|+   -            631 30640at50557         -            649   1.6e-07   29.0   0.1   1   1   3.1e-09   2.4e-07   28.4   0.1   497   629   486   621   441   630 0.85 -
98332at50557_1155016_0:002d21|STRG.18420.1:3354-3506|+ -             51 30640at50557         -            649     2e-07   28.6   0.0   1   1   2.7e-09   2.1e-07   28.6   0.0   407   453     5    51     1    51 0.94 -
98332at50557_1155016_0:002d21|STRG.15605.1:5525-5677|+ -             51 30640at50557         -            649   4.1e-07   27.6   0.3   1   1   5.3e-09   4.1e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.15605.2:1501-1653|+ -             51 30640at50557         -            649   4.1e-07   27.6   0.3   1   1   5.3e-09   4.1e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.15605.3:405-557|+   -             51 30640at50557         -            649   4.1e-07   27.6   0.3   1   1   5.3e-09   4.1e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.15605.4:1383-1535|+ -             51 30640at50557         -            649   4.1e-07   27.6   0.3   1   1   5.3e-09   4.1e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
50587at50557_64793_0:000780|STRG.14863.1:1-1230|+      -            410 30640at50557         -            649   1.3e-06   26.0   0.2   1   2   0.00043     0.033   11.4   0.0    58   180    79   220    66   227 0.67 -
50587at50557_64793_0:000780|STRG.14863.1:1-1230|+      -            410 30640at50557         -            649   1.3e-06   26.0   0.2   2   2   0.00021     0.016   12.4   0.2   180   265   247   333   240   351 0.83 -
98332at50557_319348_0:002488|STRG.18325.1:1200-1601|+  -            134 30640at50557         -            649   1.5e-06   25.7   0.1   1   2    0.0026       0.2    8.8   0.0   407   454    26    73    10    77 0.90 -
98332at50557_319348_0:002488|STRG.18325.1:1200-1601|+  -            134 30640at50557         -            649   1.5e-06   25.7   0.1   2   2   2.8e-05    0.0022   15.3   0.0   409   451    91   133    81   134 0.91 -
98332at50557_319348_0:002488|STRG.18325.2:936-1337|+   -            134 30640at50557         -            649   1.5e-06   25.7   0.1   1   2    0.0026       0.2    8.8   0.0   407   454    26    73    10    77 0.90 -
98332at50557_319348_0:002488|STRG.18325.2:936-1337|+   -            134 30640at50557         -            649   1.5e-06   25.7   0.1   2   2   2.8e-05    0.0022   15.3   0.0   409   451    91   133    81   134 0.91 -
50587at50557_64793_0:000780|STRG.14863.2:1-1472|+      -            410 30640at50557         -            649   1.7e-06   25.6   0.1   1   2   0.00043     0.033   11.4   0.0    58   180    79   220    66   227 0.67 -
50587at50557_64793_0:000780|STRG.14863.2:1-1472|+      -            410 30640at50557         -            649   1.7e-06   25.6   0.1   2   2   0.00028     0.022   12.0   0.1   180   265   247   333   240   351 0.84 -
84585at50557_199890_0:0017fa|STRG.9806.2:1002-3620|+   -            873 30640at50557         -            649   1.9e-06   25.4   0.0   1   3    0.0065       0.5    7.5   0.0   406   455   113   162    87   167 0.83 -
84585at50557_199890_0:0017fa|STRG.9806.2:1002-3620|+   -            873 30640at50557         -            649   1.9e-06   25.4   0.0   2   3   0.00043     0.033   11.4   0.0   405   454   173   226   168   233 0.84 -
84585at50557_199890_0:0017fa|STRG.9806.2:1002-3620|+   -            873 30640at50557         -            649   1.9e-06   25.4   0.0   3   3      0.19        15    2.6   0.0   413   453   831   873   806   873 0.83 -
84585at50557_199890_0:0017fa|STRG.9806.1:1002-3617|+   -            872 30640at50557         -            649   1.9e-06   25.4   0.0   1   3    0.0064       0.5    7.5   0.0   406   455   113   162    87   167 0.83 -
84585at50557_199890_0:0017fa|STRG.9806.1:1002-3617|+   -            872 30640at50557         -            649   1.9e-06   25.4   0.0   2   3   0.00043     0.033   11.4   0.0   405   454   173   226   168   233 0.84 -
84585at50557_199890_0:0017fa|STRG.9806.1:1002-3617|+   -            872 30640at50557         -            649   1.9e-06   25.4   0.0   3   3      0.19        15    2.6   0.0   413   453   830   872   805   872 0.83 -
68581at50557_45779_0:003c15|STRG.3472.1:1335-1475|+    -             47 30640at50557         -            649   8.5e-06   23.3   0.0   1   1   1.1e-07   8.6e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.3472.2:1450-1590|+    -             47 30640at50557         -            649   8.5e-06   23.3   0.0   1   1   1.1e-07   8.6e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.3472.3:1391-1531|+    -             47 30640at50557         -            649   8.5e-06   23.3   0.0   1   1   1.1e-07   8.6e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.3472.4:1610-1750|+    -             47 30640at50557         -            649   8.5e-06   23.3   0.0   1   1   1.1e-07   8.6e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.3472.5:1203-1343|+    -             47 30640at50557         -            649   8.5e-06   23.3   0.0   1   1   1.1e-07   8.6e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
98332at50557_1155016_0:002d21|STRG.14169.1:1708-1866|+ -             53 30640at50557         -            649   1.6e-05   22.3   0.0   1   1   2.1e-07   1.6e-05   22.3   0.0   410   455     7    52     1    53 0.90 -
98332at50557_1155016_0:002d21|STRG.14169.2:3285-3443|+ -             53 30640at50557         -            649   1.6e-05   22.3   0.0   1   1   2.1e-07   1.6e-05   22.3   0.0   410   455     7    52     1    53 0.90 -
98332at50557_197043_0:002812|STRG.19054.1:2309-2482|+  -             58 30640at50557         -            649   2.3e-05   21.8   0.0   1   1   3.4e-07   2.6e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.19054.2:3106-3279|+  -             58 30640at50557         -            649   2.3e-05   21.8   0.0   1   1   3.4e-07   2.6e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.19054.3:2368-2541|+  -             58 30640at50557         -            649   2.3e-05   21.8   0.0   1   1   3.4e-07   2.6e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.19054.4:2368-2541|+  -             58 30640at50557         -            649   2.3e-05   21.8   0.0   1   1   3.4e-07   2.6e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.19054.5:3106-3279|+  -             58 30640at50557         -            649   2.3e-05   21.8   0.0   1   1   3.4e-07   2.6e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.19054.6:2463-2636|+  -             58 30640at50557         -            649   2.3e-05   21.8   0.0   1   1   3.4e-07   2.6e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98981at50557_307491_0:003900|STRG.5180.3:207-2054|+    -            535 30640at50557         -            649   5.4e-05   20.6   0.1   1   1     1e-06   7.8e-05   20.1   0.1    86   278    53   254    32   278 0.66 -
98981at50557_307491_0:003900|STRG.5180.1:207-1841|+    -            545 30640at50557         -            649   5.5e-05   20.6   0.1   1   1   1.1e-06   8.1e-05   20.0   0.1    86   278    53   254    32   278 0.66 -
91571at50557_7038_0:00203c|STRG.2345.1:1751-2665|+     -            305 30640at50557         -            649   5.8e-05   20.5   0.0   1   1   9.9e-07   7.7e-05   20.1   0.0   405   461   243   301   233   305 0.86 -
91571at50557_7038_0:00203c|STRG.2345.2:1588-2502|+     -            305 30640at50557         -            649   5.8e-05   20.5   0.0   1   1   9.9e-07   7.7e-05   20.1   0.0   405   461   243   301   233   305 0.86 -
98981at50557_307491_0:003900|STRG.5180.2:207-1898|+    -            564 30640at50557         -            649   6.1e-05   20.4   0.1   1   1   1.1e-06   8.7e-05   19.9   0.1    86   278    53   254    32   278 0.66 -
71152at50557_103372_0:00095c|STRG.3775.2:24-1262|+     -            387 30640at50557         -            649   6.3e-05   20.4   0.0   1   1   1.5e-06   0.00011   19.5   0.0   399   456   324   383   311   387 0.86 -
71152at50557_103372_0:00095c|STRG.3775.1:75-1487|+     -            471 30640at50557         -            649   8.7e-05   19.9   0.0   1   1     2e-06   0.00016   19.1   0.0   399   456   408   467   396   471 0.86 -
68581at50557_104452_0:00171a|STRG.9957.1:3294-3809|+   -            172 30640at50557         -            649   9.2e-05   19.8   0.0   1   2    0.0032      0.25    8.5   0.0   414   456    39    82    34    93 0.88 -
68581at50557_104452_0:00171a|STRG.9957.1:3294-3809|+   -            172 30640at50557         -            649   9.2e-05   19.8   0.0   2   2    0.0016      0.12    9.5   0.0   414   452   131   170   121   172 0.80 -
68581at50557_104452_0:00171a|STRG.9957.2:3510-4025|+   -            172 30640at50557         -            649   9.2e-05   19.8   0.0   1   2    0.0032      0.25    8.5   0.0   414   456    39    82    34    93 0.88 -
68581at50557_104452_0:00171a|STRG.9957.2:3510-4025|+   -            172 30640at50557         -            649   9.2e-05   19.8   0.0   2   2    0.0016      0.12    9.5   0.0   414   452   131   170   121   172 0.80 -
98332at50557_1155016_0:002d21|STRG.13301.1:851-1000|+  -             50 30640at50557         -            649   0.00042   17.6   0.0   1   1   5.6e-06   0.00043   17.6   0.0   407   452     5    50     1    50 0.95 -
98332at50557_1155016_0:002d21|STRG.13301.2:851-1000|+  -             50 30640at50557         -            649   0.00042   17.6   0.0   1   1   5.6e-06   0.00043   17.6   0.0   407   452     5    50     1    50 0.95 -
98332at50557_1155016_0:002d21|STRG.13301.3:851-1000|+  -             50 30640at50557         -            649   0.00042   17.6   0.0   1   1   5.6e-06   0.00043   17.6   0.0   407   452     5    50     1    50 0.95 -
50587at50557_38123_0:00124c|STRG.14769.1:712-1386|+    -            225 30640at50557         -            649   0.00086   16.6   0.0   1   1   1.2e-05   0.00096   16.5   0.0   124   192    78   151    13   165 0.76 -
19423at50557_144034_0:001c3e|STRG.18685.1:915-3827|+   -            971 30640at50557         -            649    0.0011   16.3   0.0   1   1   2.1e-05    0.0016   15.7   0.0   402   456   910   970   903   971 0.81 -
19423at50557_144034_0:001c3e|STRG.18685.2:0-3008|+     -           1003 30640at50557         -            649    0.0012   16.2   0.0   1   1   2.2e-05    0.0017   15.6   0.0   402   456   942  1002   936  1003 0.81 -
50587at50557_38123_0:00124c|STRG.14769.2:463-1428|+    -            322 30640at50557         -            649    0.0014   15.9   0.0   1   1   2.7e-05    0.0021   15.4   0.0   124   192   175   248   100   260 0.78 -
50587at50557_38123_0:00124c|STRG.14769.3:264-1229|+    -            322 30640at50557         -            649    0.0014   15.9   0.0   1   1   2.7e-05    0.0021   15.4   0.0   124   192   175   248   100   260 0.78 -
68581at50557_168631_0:0016a9|STRG.1998.1:1467-1958|+   -            164 30640at50557         -            649    0.0087   13.3   0.1   1   2       4.5   3.4e+02   -1.9   0.0   411   454     7    52     3    59 0.79 -
68581at50557_168631_0:0016a9|STRG.1998.1:1467-1958|+   -            164 30640at50557         -            649    0.0087   13.3   0.1   2   2   0.00023     0.018   12.3   0.0   407   448   118   163    75   164 0.80 -
68581at50557_168631_0:0016a9|STRG.1998.3:1377-1868|+   -            164 30640at50557         -            649    0.0087   13.3   0.1   1   2       4.5   3.4e+02   -1.9   0.0   411   454     7    52     3    59 0.79 -
68581at50557_168631_0:0016a9|STRG.1998.3:1377-1868|+   -            164 30640at50557         -            649    0.0087   13.3   0.1   2   2   0.00023     0.018   12.3   0.0   407   448   118   163    75   164 0.80 -
50587at50557_7004_0:004919|STRG.4130.1:1447-1815|+     -            123 30640at50557         -            649     0.011   13.0   0.0   1   1   0.00015     0.012   12.9   0.0    83   177    27   118    16   123 0.79 -
50587at50557_7004_0:004919|STRG.4130.2:1259-1627|+     -            123 30640at50557         -            649     0.011   13.0   0.0   1   1   0.00015     0.012   12.9   0.0    83   177    27   118    16   123 0.79 -
91571at50557_143948_0:002f00|STRG.13278.1:2034-2216|+  -             61 30640at50557         -            649     0.012   12.8   0.0   1   1   0.00016     0.012   12.8   0.0   411   455    16    60     3    61 0.82 -
91571at50557_143948_0:002f00|STRG.13278.2:2292-2474|+  -             61 30640at50557         -            649     0.012   12.8   0.0   1   1   0.00016     0.012   12.8   0.0   411   455    16    60     3    61 0.82 -
98332at50557_1218281_0:000682|STRG.6018.1:455-583|+    -             43 30640at50557         -            649     0.015   12.5   0.0   1   1    0.0002     0.015   12.5   0.0   413   452     3    43     1    43 0.93 -
68581at50557_104452_0:00171a|STRG.10408.1:2418-2828|+  -            137 30640at50557         -            649     0.018   12.2   0.0   1   1   0.00029     0.023   11.9   0.0   408   455    17    65    12    85 0.88 -
68581at50557_104452_0:00171a|STRG.10408.2:2892-3302|+  -            137 30640at50557         -            649     0.018   12.2   0.0   1   1   0.00029     0.023   11.9   0.0   408   455    17    65    12    85 0.88 -
68581at50557_45779_0:003c15|STRG.5367.1:3277-3411|+    -             45 30640at50557         -            649     0.021   12.1   0.0   1   1   0.00027     0.021   12.1   0.0   408   450     2    44     1    45 0.93 -
68581at50557_45779_0:003c15|STRG.5367.2:2937-3071|+    -             45 30640at50557         -            649     0.021   12.1   0.0   1   1   0.00027     0.021   12.1   0.0   408   450     2    44     1    45 0.93 -
98332at50557_1155016_0:002d21|STRG.18705.1:18-161|+    -             48 30640at50557         -            649     0.024   11.8   0.0   1   1   0.00032     0.024   11.8   0.0   413   447    10    47     2    48 0.81 -
98332at50557_37001_0:001c0d|STRG.10689.10:2371-2643|+  -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.10:2371-2643|+  -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.11:2776-3048|+  -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.11:2776-3048|+  -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.12:6207-6479|+  -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.12:6207-6479|+  -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.1:1839-2111|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.1:1839-2111|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.2:7436-7708|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.2:7436-7708|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
