#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
106896at50557_34720_0:0025d6|STRG.18036.1:527-1954|+    -            476 106896at50557        -             70   1.9e-34  116.3   4.0   1   1   6.3e-36   1.9e-34  116.3   4.0    12    70   376   435   369   435 0.93 -
14133at50557_286706_0:001942|STRG.16016.2:3-1061|+      -            353 106896at50557        -             70   6.6e-20   69.8  83.0   4   8   0.00023    0.0071   15.2   4.3    22    69   114   161   108   162 0.95 -
14133at50557_286706_0:001942|STRG.16016.2:3-1061|+      -            353 106896at50557        -             70   6.6e-20   69.8  83.0   5   8     1e-06   3.1e-05   22.7   4.5    22    69   170   217   165   218 0.94 -
14133at50557_286706_0:001942|STRG.16016.2:3-1061|+      -            353 106896at50557        -             70   6.6e-20   69.8  83.0   6   8   5.2e-07   1.6e-05   23.7   7.0     6    69   213   273   210   274 0.87 -
14133at50557_286706_0:001942|STRG.16016.2:3-1061|+      -            353 106896at50557        -             70   6.6e-20   69.8  83.0   7   8   4.1e-06   0.00013   20.8   8.2    22    68   254   300   250   302 0.94 -
14133at50557_286706_0:001942|STRG.16016.2:3-1061|+      -            353 106896at50557        -             70   6.6e-20   69.8  83.0   8   8   0.00049     0.015   14.2   6.4    22    61   310   349   303   351 0.94 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   1   9      0.25       7.7    5.5   0.1    50    68     7    25     4    27 0.87 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   2   9    0.0012     0.037   12.9   7.5    14    68    28    82    25    84 0.92 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   3   9     0.064       1.9    7.4   0.3    18    43   151   176   139   200 0.87 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   4   9       2.9        88    2.1   0.2    23    39   222   238   219   241 0.71 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   5   9     0.087       2.6    7.0   1.2    18    68   244   297   240   299 0.84 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   6   9      0.17       5.1    6.0   0.2    47    69   336   358   322   359 0.83 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   7   9    0.0013      0.04   12.8   4.9    15    68   359   412   357   414 0.88 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   8   9   1.2e-09   3.7e-08   32.1   2.1     9    68   419   478   414   480 0.90 -
14133at50557_7536_0:001741|STRG.3453.1:4635-6161|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   9   9     0.014      0.43    9.5   0.4    36    68   474   506   473   508 0.88 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   1   9      0.25       7.7    5.5   0.1    50    68     7    25     4    27 0.87 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   2   9    0.0012     0.037   12.9   7.5    14    68    28    82    25    84 0.92 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   3   9     0.064       1.9    7.4   0.3    18    43   151   176   139   200 0.87 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   4   9       2.9        88    2.1   0.2    23    39   222   238   219   241 0.71 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   5   9     0.087       2.6    7.0   1.2    18    68   244   297   240   299 0.84 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   6   9      0.17       5.1    6.0   0.2    47    69   336   358   322   359 0.83 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   7   9    0.0013      0.04   12.8   4.9    15    68   359   412   357   414 0.88 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   8   9   1.2e-09   3.7e-08   32.1   2.1     9    68   419   478   414   480 0.90 -
14133at50557_7536_0:001741|STRG.3453.4:2277-3803|+      -            509 106896at50557        -             70   2.8e-16   58.1  64.9   9   9     0.014      0.43    9.5   0.4    36    68   474   506   473   508 0.88 -
35806at50557_116153_0:000b5d|STRG.9139.1:554-1549|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   1   5   3.8e-05    0.0012   17.7   4.0     9    68    36   100    30   102 0.83 -
35806at50557_116153_0:000b5d|STRG.9139.1:554-1549|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   2   5    0.0012     0.036   13.0   2.5    12    59   103   150   100   161 0.86 -
35806at50557_116153_0:000b5d|STRG.9139.1:554-1549|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   3   5   0.00039     0.012   14.5   4.5    17    68   164   215   152   217 0.90 -
35806at50557_116153_0:000b5d|STRG.9139.1:554-1549|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   4   5   0.00015    0.0045   15.8   0.3    21    67   224   271   219   273 0.93 -
35806at50557_116153_0:000b5d|STRG.9139.1:554-1549|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   5   5   1.2e-06   3.6e-05   22.5   1.9     9    69   269   329   266   330 0.95 -
35806at50557_116153_0:000b5d|STRG.9139.3:342-1337|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   1   5   3.8e-05    0.0012   17.7   4.0     9    68    36   100    30   102 0.83 -
35806at50557_116153_0:000b5d|STRG.9139.3:342-1337|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   2   5    0.0012     0.036   13.0   2.5    12    59   103   150   100   161 0.86 -
35806at50557_116153_0:000b5d|STRG.9139.3:342-1337|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   3   5   0.00039     0.012   14.5   4.5    17    68   164   215   152   217 0.90 -
35806at50557_116153_0:000b5d|STRG.9139.3:342-1337|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   4   5   0.00015    0.0045   15.8   0.3    21    67   224   271   219   273 0.93 -
35806at50557_116153_0:000b5d|STRG.9139.3:342-1337|+     -            332 106896at50557        -             70   4.1e-16   57.6  43.7   5   5   1.2e-06   3.6e-05   22.5   1.9     9    69   269   329   266   330 0.95 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   1   7   0.00068     0.021   13.7   3.5    12    68    17    76    11    78 0.89 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   2   7      0.28       8.6    5.3   0.6    50    68   171   189   168   190 0.88 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   3   7      0.16       4.9    6.1   0.4    15    42   191   218   188   230 0.87 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   4   7   3.9e-05    0.0012   17.7   0.4    16    54   255   293   243   297 0.89 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   5   7      0.61        19    4.2   0.3    50    68   315   333   305   335 0.86 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   6   7   7.2e-06   0.00022   20.0   4.8     9    66   339   395   332   398 0.84 -
45419at50557_315563_0:0022b9|STRG.2876.1:795-2150|+     -            452 106896at50557        -             70   3.1e-13   48.4  55.3   7   7    0.0065       0.2   10.6   6.5     9    67   394   452   392   452 0.91 -
45419at50557_51655_0:002e4f|STRG.20013.1:2207-2518|+    -            104 106896at50557        -             70   1.9e-11   42.7   6.9   1   3      0.24       7.3    5.5   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20013.1:2207-2518|+    -            104 106896at50557        -             70   1.9e-11   42.7   6.9   2   3   3.4e-06    0.0001   21.1   0.3    18    45    25    52    19    53 0.90 -
45419at50557_51655_0:002e4f|STRG.20013.1:2207-2518|+    -            104 106896at50557        -             70   1.9e-11   42.7   6.9   3   3   1.2e-05   0.00036   19.4   0.2    18    41    54    77    52    82 0.89 -
45419at50557_51655_0:002e4f|STRG.20013.2:1089-1400|+    -            104 106896at50557        -             70   1.9e-11   42.7   6.9   1   3      0.24       7.3    5.5   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20013.2:1089-1400|+    -            104 106896at50557        -             70   1.9e-11   42.7   6.9   2   3   3.4e-06    0.0001   21.1   0.3    18    45    25    52    19    53 0.90 -
45419at50557_51655_0:002e4f|STRG.20013.2:1089-1400|+    -            104 106896at50557        -             70   1.9e-11   42.7   6.9   3   3   1.2e-05   0.00036   19.4   0.2    18    41    54    77    52    82 0.89 -
45419at50557_51655_0:002e4f|STRG.20013.3:783-1094|+     -            104 106896at50557        -             70   1.9e-11   42.7   6.9   1   3      0.24       7.3    5.5   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20013.3:783-1094|+     -            104 106896at50557        -             70   1.9e-11   42.7   6.9   2   3   3.4e-06    0.0001   21.1   0.3    18    45    25    52    19    53 0.90 -
45419at50557_51655_0:002e4f|STRG.20013.3:783-1094|+     -            104 106896at50557        -             70   1.9e-11   42.7   6.9   3   3   1.2e-05   0.00036   19.4   0.2    18    41    54    77    52    82 0.89 -
45419at50557_51655_0:002e4f|STRG.20016.1:2920-3195|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   1   2       0.2         6    5.8   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20016.1:2920-3195|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   2   2   1.7e-10   5.1e-09   34.9   3.5    18    69    25    77    20    78 0.91 -
45419at50557_51655_0:002e4f|STRG.20016.2:2754-3029|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   1   2       0.2         6    5.8   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20016.2:2754-3029|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   2   2   1.7e-10   5.1e-09   34.9   3.5    18    69    25    77    20    78 0.91 -
45419at50557_51655_0:002e4f|STRG.20016.3:2508-2783|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   1   2       0.2         6    5.8   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20016.3:2508-2783|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   2   2   1.7e-10   5.1e-09   34.9   3.5    18    69    25    77    20    78 0.91 -
45419at50557_51655_0:002e4f|STRG.20016.4:2469-2744|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   1   2       0.2         6    5.8   0.1    51    68     2    19     1    21 0.66 -
45419at50557_51655_0:002e4f|STRG.20016.4:2469-2744|+    -             92 106896at50557        -             70     3e-11   42.0   7.2   2   2   1.7e-10   5.1e-09   34.9   3.5    18    69    25    77    20    78 0.91 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   1   7   0.00053     0.016   14.1   2.3    15    69     6    60     2    61 0.90 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   2   7   2.7e-05   0.00081   18.2   0.7    18    70    37    89    33    89 0.92 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   3   7    0.0025     0.076   11.9   0.9    22    70    69   121    64   121 0.85 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   4   7      0.49        15    4.5   0.1    50    68   243   261   213   263 0.82 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   5   7     5e-06   0.00015   20.5   3.6    17    67   266   316   262   319 0.86 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   6   7       1.9        58    2.7   0.1    16    41   319   344   317   348 0.83 -
14133at50557_286706_0:001942|STRG.1067.1:1120-2475|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   7   7     0.033         1    8.3   3.6    23    68   403   448   397   450 0.76 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   1   7   0.00053     0.016   14.1   2.3    15    69     6    60     2    61 0.90 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   2   7   2.7e-05   0.00081   18.2   0.7    18    70    37    89    33    89 0.92 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   3   7    0.0025     0.076   11.9   0.9    22    70    69   121    64   121 0.85 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   4   7      0.49        15    4.5   0.1    50    68   243   261   213   263 0.82 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   5   7     5e-06   0.00015   20.5   3.6    17    67   266   316   262   319 0.86 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   6   7       1.9        58    2.7   0.1    16    41   319   344   317   348 0.83 -
14133at50557_286706_0:001942|STRG.1067.3:1108-2463|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   7   7     0.033         1    8.3   3.6    23    68   403   448   397   450 0.76 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   1   7   0.00053     0.016   14.1   2.3    15    69     6    60     2    61 0.90 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   2   7   2.7e-05   0.00081   18.2   0.7    18    70    37    89    33    89 0.92 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   3   7    0.0025     0.076   11.9   0.9    22    70    69   121    64   121 0.85 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   4   7      0.49        15    4.5   0.1    50    68   243   261   213   263 0.82 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   5   7     5e-06   0.00015   20.5   3.6    17    67   266   316   262   319 0.86 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   6   7       1.9        58    2.7   0.1    16    41   319   344   317   348 0.83 -
14133at50557_286706_0:001942|STRG.1067.4:1573-2928|+    -            452 106896at50557        -             70   4.4e-11   41.5  40.9   7   7     0.033         1    8.3   3.6    23    68   403   448   397   450 0.76 -
35806at50557_121225_0:000aa0|STRG.12928.1:3457-4575|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   1   5   1.3e-05   0.00039   19.2   1.1    14    67    38    92    26    96 0.88 -
35806at50557_121225_0:000aa0|STRG.12928.1:3457-4575|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   2   5   0.00049     0.015   14.2   2.7    18    68   101   149    93   151 0.80 -
35806at50557_121225_0:000aa0|STRG.12928.1:3457-4575|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   3   5      0.39        12    4.9   3.5    17    64   154   206   151   214 0.75 -
35806at50557_121225_0:000aa0|STRG.12928.1:3457-4575|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   4   5     0.097         3    6.8   5.5    16    69   215   283   203   284 0.69 -
35806at50557_121225_0:000aa0|STRG.12928.1:3457-4575|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   5   5    0.0018     0.056   12.3   1.6    17    68   288   341   284   343 0.85 -
35806at50557_121225_0:000aa0|STRG.12928.2:2316-3434|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   1   5   1.3e-05   0.00039   19.2   1.1    14    67    38    92    26    96 0.88 -
35806at50557_121225_0:000aa0|STRG.12928.2:2316-3434|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   2   5   0.00049     0.015   14.2   2.7    18    68   101   149    93   151 0.80 -
35806at50557_121225_0:000aa0|STRG.12928.2:2316-3434|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   3   5      0.39        12    4.9   3.5    17    64   154   206   151   214 0.75 -
35806at50557_121225_0:000aa0|STRG.12928.2:2316-3434|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   4   5     0.097         3    6.8   5.5    16    69   215   283   203   284 0.69 -
35806at50557_121225_0:000aa0|STRG.12928.2:2316-3434|+   -            373 106896at50557        -             70     8e-11   40.7  44.4   5   5    0.0018     0.056   12.3   1.6    17    68   288   341   284   343 0.85 -
14133at50557_34720_0:002a26|STRG.20159.3:0-4592|+       -           1531 106896at50557        -             70   2.8e-10   38.9  46.0   1   6      0.25       7.5    5.5   0.3    19    45    19    45    11    55 0.73 -
14133at50557_34720_0:002a26|STRG.20159.3:0-4592|+       -           1531 106896at50557        -             70   2.8e-10   38.9  46.0   2   6    0.0032     0.098   11.6   0.6     4    67   126   186   123   188 0.87 -
14133at50557_34720_0:002a26|STRG.20159.3:0-4592|+       -           1531 106896at50557        -             70   2.8e-10   38.9  46.0   3   6    0.0035      0.11   11.4   0.7    17    69   445   497   431   499 0.86 -
14133at50557_34720_0:002a26|STRG.20159.3:0-4592|+       -           1531 106896at50557        -             70   2.8e-10   38.9  46.0   4   6       1.2        37    3.3   2.4    50    69   873   892   865   895 0.87 -
14133at50557_34720_0:002a26|STRG.20159.3:0-4592|+       -           1531 106896at50557        -             70   2.8e-10   38.9  46.0   5   6   1.7e-05    0.0005   18.9   4.0    17    70  1160  1213  1146  1213 0.87 -
14133at50557_34720_0:002a26|STRG.20159.3:0-4592|+       -           1531 106896at50557        -             70   2.8e-10   38.9  46.0   6   6    0.0028     0.085   11.7   3.0    18    67  1435  1484  1431  1487 0.90 -
45419at50557_51655_0:002e4f|STRG.7080.1:1740-1991|+     -             84 106896at50557        -             70   4.6e-10   38.2   7.9   1   2     4e-07   1.2e-05   24.0   2.7    18    68     6    56     2    58 0.89 -
45419at50557_51655_0:002e4f|STRG.7080.1:1740-1991|+     -             84 106896at50557        -             70   4.6e-10   38.2   7.9   2   2   1.6e-05   0.00049   18.9   0.4    36    68    52    84    49    84 0.86 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   1   9     0.032      0.98    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   2   9     0.094       2.9    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   3   9     0.094       2.8    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   4   9     0.039       1.2    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   5   9   3.4e-05     0.001   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   6   9    0.0034       0.1   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   7   9    0.0063      0.19   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   8   9   6.9e-05    0.0021   16.9   2.3    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.19323.1:389-1531|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   9   9       4.3   1.3e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   1   9     0.032      0.98    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   2   9     0.094       2.9    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   3   9     0.094       2.8    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   4   9     0.039       1.2    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   5   9   3.4e-05     0.001   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   6   9    0.0034       0.1   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   7   9    0.0063      0.19   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   8   9   6.9e-05    0.0021   16.9   2.3    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.19323.2:399-1541|+      -            381 106896at50557        -             70   4.7e-10   38.2  56.7   9   9       4.3   1.3e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
45419at50557_51655_0:002e4f|STRG.18189.1:101-358|+      -             86 106896at50557        -             70   3.9e-09   35.3   8.7   1   2   4.7e-08   1.4e-06   27.0   0.8    18    68     7    57     2    59 0.93 -
45419at50557_51655_0:002e4f|STRG.18189.1:101-358|+      -             86 106896at50557        -             70   3.9e-09   35.3   8.7   2   2   2.9e-05   0.00089   18.1   1.7    18    68    35    85    34    86 0.92 -
57812at50557_139723_0:0023b3|STRG.12613.1:273-578|+     -            102 106896at50557        -             70   5.8e-09   34.7  10.9   1   2   2.7e-05   0.00082   18.2   1.8    23    69     1    47     1    48 0.97 -
57812at50557_139723_0:0023b3|STRG.12613.1:273-578|+     -            102 106896at50557        -             70   5.8e-09   34.7  10.9   2   2   9.3e-06   0.00028   19.7   1.9    17    68    50   102    46   102 0.91 -
106896at50557_1049336_0:0046e6|STRG.18359.1:4303-4809|+ -            169 106896at50557        -             70   6.7e-09   34.5  15.9   1   4   2.8e-08   8.6e-07   27.7   1.5    21    69     7    56     3    62 0.92 -
106896at50557_1049336_0:0046e6|STRG.18359.1:4303-4809|+ -            169 106896at50557        -             70   6.7e-09   34.5  15.9   2   4      0.29       8.9    5.3   0.0    46    69    83   106    77   107 0.88 -
