#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
42371at50557_144034_0:001692|STRG.1519.1:0-863|+      -            288 42371at50557         -            451  9.9e-134  442.5   2.4   1   1  2.2e-134  1.2e-133  442.2   2.4   213   451     4   259     2   259 0.95 -
42371at50557_121225_0:001488|STRG.9047.3:249-1166|+   -            306 42371at50557         -            451     7e-34  113.3  11.1   6   6   2.1e-07   1.1e-06   23.7   0.0   182   262   209   290   201   305 0.82 -
42371at50557_39758_0:001c62|STRG.17037.2:480-1424|+   -            315 42371at50557         -            451   3.7e-30  101.1   6.9   1   4   3.6e-05   0.00019   16.3   0.0   180   215     7    42     1    50 0.75 -
42371at50557_39758_0:001c62|STRG.17037.2:480-1424|+   -            315 42371at50557         -            451   3.7e-30  101.1   6.9   2   4   3.7e-06     2e-05   19.6   0.1   190   255    72   137    66   160 0.85 -
42371at50557_39758_0:001c62|STRG.17037.2:480-1424|+   -            315 42371at50557         -            451   3.7e-30  101.1   6.9   3   4   5.5e-11   2.9e-10   35.5   0.1   392   450   162   219   158   220 0.86 -
42371at50557_39758_0:001c62|STRG.17037.2:480-1424|+   -            315 42371at50557         -            451   3.7e-30  101.1   6.9   4   4   1.5e-06   7.9e-06   20.9   0.0   178   214   277   313   274   315 0.93 -
42371at50557_29058_0:001ff0|STRG.1267.1:147-1016|+    -            290 42371at50557         -            451     9e-30   99.8   0.3   1   4   3.7e-08   1.9e-07   26.2   0.0   179   251     2    78     1    78 0.86 -
42371at50557_29058_0:001ff0|STRG.1267.1:147-1016|+    -            290 42371at50557         -            451     9e-30   99.8   0.3   2   4   8.2e-08   4.3e-07   25.0   0.0   404   451    76   123    70   123 0.94 -
42371at50557_29058_0:001ff0|STRG.1267.1:147-1016|+    -            290 42371at50557         -            451     9e-30   99.8   0.3   3   4   2.2e-06   1.2e-05   20.3   0.0   385   449   141   204   128   208 0.82 -
42371at50557_29058_0:001ff0|STRG.1267.1:147-1016|+    -            290 42371at50557         -            451     9e-30   99.8   0.3   4   4   2.6e-07   1.4e-06   23.4   0.0   178   237   216   282   209   290 0.75 -
42371at50557_39758_0:001c62|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   9.4e-30   99.7   7.1   1   4   3.6e-05   0.00019   16.3   0.0   180   215     7    42     1    50 0.75 -
42371at50557_39758_0:001c62|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   9.4e-30   99.7   7.1   2   4     4e-06   2.1e-05   19.5   0.1   190   254    72   136    66   154 0.85 -
42371at50557_39758_0:001c62|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   9.4e-30   99.7   7.1   3   4   4.3e-11   2.3e-10   35.9   0.1   391   450   161   219   141   220 0.87 -
42371at50557_39758_0:001c62|STRG.17037.1:531-1466|+   -            312 42371at50557         -            451   9.4e-30   99.7   7.1   4   4   3.7e-06     2e-05   19.6   0.0   178   212   277   311   274   312 0.95 -
42371at50557_680683_0:0023e6|STRG.8786.10:889-1686|+  -            266 42371at50557         -            451   2.5e-27   91.7   5.9   1   4   3.2e-09   1.7e-08   29.7   0.1   394   449    11    65     6    67 0.92 -
42371at50557_680683_0:0023e6|STRG.8786.10:889-1686|+  -            266 42371at50557         -            451   2.5e-27   91.7   5.9   2   4   5.4e-07   2.8e-06   22.3   0.0   390   449   122   182   114   182 0.86 -
42371at50557_680683_0:0023e6|STRG.8786.10:889-1686|+  -            266 42371at50557         -            451   2.5e-27   91.7   5.9   3   4   1.1e-10   5.7e-10   34.5   0.2   191   258   161   229   158   235 0.83 -
42371at50557_680683_0:0023e6|STRG.8786.10:889-1686|+  -            266 42371at50557         -            451   2.5e-27   91.7   5.9   4   4   2.9e-06   1.5e-05   19.9   0.0   180   212   234   266   230   266 0.90 -
42371at50557_13037_0:00305e|STRG.8786.1:139-990|+     -            284 42371at50557         -            451   1.1e-26   89.6   7.5   1   5   9.8e-11   5.2e-10   34.7   0.2   181   247     1    70     1    82 0.85 -
42371at50557_13037_0:00305e|STRG.8786.1:139-990|+     -            284 42371at50557         -            451   1.1e-26   89.6   7.5   2   5   0.00019     0.001   13.9   0.3   183   235    45   101    41   107 0.83 -
42371at50557_13037_0:00305e|STRG.8786.1:139-990|+     -            284 42371at50557         -            451   1.1e-26   89.6   7.5   3   5   3.1e-05   0.00017   16.5   0.2   401   450    69   123    62   124 0.80 -
42371at50557_13037_0:00305e|STRG.8786.1:139-990|+     -            284 42371at50557         -            451   1.1e-26   89.6   7.5   4   5   3.8e-09     2e-08   29.5   0.2   394   449   109   163   103   165 0.92 -
42371at50557_13037_0:00305e|STRG.8786.1:139-990|+     -            284 42371at50557         -            451   1.1e-26   89.6   7.5   5   5   2.7e-07   1.4e-06   23.3   0.0   390   450   220   281   212   282 0.86 -
42371at50557_13037_0:00305e|STRG.8786.4:532-1383|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   1   5   9.8e-11   5.2e-10   34.7   0.2   181   247     1    70     1    82 0.85 -
42371at50557_13037_0:00305e|STRG.8786.4:532-1383|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   2   5   0.00019     0.001   13.9   0.3   183   235    45   101    41   107 0.83 -
42371at50557_13037_0:00305e|STRG.8786.4:532-1383|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   3   5   3.1e-05   0.00017   16.5   0.2   401   450    69   123    62   124 0.80 -
42371at50557_13037_0:00305e|STRG.8786.4:532-1383|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   4   5   3.8e-09     2e-08   29.5   0.2   394   449   109   163   103   165 0.92 -
42371at50557_13037_0:00305e|STRG.8786.4:532-1383|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   5   5   2.7e-07   1.4e-06   23.3   0.0   390   450   220   281   212   282 0.86 -
42371at50557_13037_0:00305e|STRG.8786.9:345-1196|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   1   5   9.8e-11   5.2e-10   34.7   0.2   181   247     1    70     1    82 0.85 -
42371at50557_13037_0:00305e|STRG.8786.9:345-1196|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   2   5   0.00019     0.001   13.9   0.3   183   235    45   101    41   107 0.83 -
42371at50557_13037_0:00305e|STRG.8786.9:345-1196|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   3   5   3.1e-05   0.00017   16.5   0.2   401   450    69   123    62   124 0.80 -
42371at50557_13037_0:00305e|STRG.8786.9:345-1196|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   4   5   3.8e-09     2e-08   29.5   0.2   394   449   109   163   103   165 0.92 -
42371at50557_13037_0:00305e|STRG.8786.9:345-1196|+    -            284 42371at50557         -            451   1.1e-26   89.6   7.5   5   5   2.7e-07   1.4e-06   23.3   0.0   390   450   220   281   212   282 0.86 -
42371at50557_13037_0:00305e|STRG.8786.11:602-1456|+   -            285 42371at50557         -            451   1.2e-26   89.5   7.5   1   5   1.8e-10   9.4e-10   33.8   0.3   182   244     3    68     1    75 0.86 -
42371at50557_13037_0:00305e|STRG.8786.11:602-1456|+   -            285 42371at50557         -            451   1.2e-26   89.5   7.5   2   5    0.0002    0.0011   13.9   0.4   183   235    46   102    42   106 0.82 -
42371at50557_13037_0:00305e|STRG.8786.11:602-1456|+   -            285 42371at50557         -            451   1.2e-26   89.5   7.5   3   5   3.8e-05    0.0002   16.3   0.2   402   450    71   124    64   125 0.81 -
42371at50557_13037_0:00305e|STRG.8786.11:602-1456|+   -            285 42371at50557         -            451   1.2e-26   89.5   7.5   4   5   3.8e-09     2e-08   29.5   0.3   394   449   110   164   103   166 0.92 -
42371at50557_13037_0:00305e|STRG.8786.11:602-1456|+   -            285 42371at50557         -            451   1.2e-26   89.5   7.5   5   5   2.8e-07   1.5e-06   23.3   0.0   390   450   221   282   213   283 0.86 -
42371at50557_39758_0:001c62|STRG.15028.2:222-1121|+   -            300 42371at50557         -            451   4.1e-26   87.8   1.7   1   4   3.7e-05    0.0002   16.3   0.0   397   450    35    89    11    90 0.82 -
42371at50557_39758_0:001c62|STRG.15028.2:222-1121|+   -            300 42371at50557         -            451   4.1e-26   87.8   1.7   2   4   1.1e-08     6e-08   27.9   0.0   181   251    99   172    92   176 0.88 -
42371at50557_39758_0:001c62|STRG.15028.2:222-1121|+   -            300 42371at50557         -            451   4.1e-26   87.8   1.7   3   4     0.016     0.085    7.6   0.0   177   217   179   219   173   224 0.88 -
42371at50557_39758_0:001c62|STRG.15028.2:222-1121|+   -            300 42371at50557         -            451   4.1e-26   87.8   1.7   4   4     7e-10   3.7e-09   31.9   0.0   180   251   224   299   219   300 0.88 -
42371at50557_7091_0:001655|STRG.15028.1:469-1296|+    -            276 42371at50557         -            451   4.2e-26   87.7   2.7   1   4   4.8e-05   0.00026   15.9   0.0   398   450     6    59     3    60 0.89 -
42371at50557_7091_0:001655|STRG.15028.1:469-1296|+    -            276 42371at50557         -            451   4.2e-26   87.7   2.7   2   4   8.7e-09   4.6e-08   28.2   0.0   181   251    69   142    63   151 0.87 -
42371at50557_7091_0:001655|STRG.15028.1:469-1296|+    -            276 42371at50557         -            451   4.2e-26   87.7   2.7   3   4     0.014     0.075    7.8   0.0   177   217   149   189   143   194 0.88 -
42371at50557_7091_0:001655|STRG.15028.1:469-1296|+    -            276 42371at50557         -            451   4.2e-26   87.7   2.7   4   4   4.3e-10   2.3e-09   32.6   0.0   179   251   193   269   188   273 0.88 -
42371at50557_39758_0:001c62|STRG.12299.1:412-1449|+   -            346 42371at50557         -            451   2.2e-25   85.3   3.4   1   4     5e-05   0.00027   15.9   0.0   176   259     2    92     1    99 0.80 -
42371at50557_39758_0:001c62|STRG.12299.1:412-1449|+   -            346 42371at50557         -            451   2.2e-25   85.3   3.4   2   4   1.3e-09   6.7e-09   31.0   0.1   186   243   101   161    92   195 0.86 -
42371at50557_39758_0:001c62|STRG.12299.1:412-1449|+   -            346 42371at50557         -            451   2.2e-25   85.3   3.4   3   4   0.00015   0.00077   14.3   0.0   175   221   252   298   237   308 0.84 -
42371at50557_39758_0:001c62|STRG.12299.1:412-1449|+   -            346 42371at50557         -            451   2.2e-25   85.3   3.4   4   4   2.3e-07   1.2e-06   23.5   0.0   178   222   297   341   294   344 0.90 -
42371at50557_13037_0:00305e|STRG.8786.7:651-1505|+    -            285 42371at50557         -            451   2.4e-23   78.6  10.2   1   4   0.00021    0.0011   13.8   0.3   183   235     4    60     1    67 0.82 -
42371at50557_13037_0:00305e|STRG.8786.7:651-1505|+    -            285 42371at50557         -            451   2.4e-23   78.6  10.2   2   4   3.7e-09     2e-08   29.5   0.3   394   449    68   122    61   124 0.92 -
42371at50557_13037_0:00305e|STRG.8786.7:651-1505|+    -            285 42371at50557         -            451   2.4e-23   78.6  10.2   3   4   3.6e-07   1.9e-06   22.9   0.0   390   449   179   239   171   240 0.86 -
42371at50557_13037_0:00305e|STRG.8786.7:651-1505|+    -            285 42371at50557         -            451   2.4e-23   78.6  10.2   4   4     8e-10   4.2e-09   31.7   0.1   191   256   218   284   214   285 0.83 -
42371at50557_7091_0:001655|STRG.16282.1:548-1513|+    -            322 42371at50557         -            451   8.8e-23   76.8   3.5   1   1   3.2e-22   1.7e-21   72.5   3.6   174   450    26   322    22   322 0.81 -
42371at50557_51655_0:003658|STRG.2231.1:620-1459|+    -            280 42371at50557         -            451   8.8e-22   73.5   7.8   1   4     0.006     0.031    9.0   0.0   192   244     4    59     1    71 0.76 -
42371at50557_51655_0:003658|STRG.2231.1:620-1459|+    -            280 42371at50557         -            451   8.8e-22   73.5   7.8   2   4   1.1e-11   5.9e-11   37.8   0.1   174   254    69   152    62   158 0.90 -
42371at50557_51655_0:003658|STRG.2231.1:620-1459|+    -            280 42371at50557         -            451   8.8e-22   73.5   7.8   3   4     9e-06   4.8e-05   18.3   0.1   177   245   158   230   154   231 0.87 -
42371at50557_51655_0:003658|STRG.2231.1:620-1459|+    -            280 42371at50557         -            451   8.8e-22   73.5   7.8   4   4    0.0001   0.00054   14.8   0.2   394   449   225   280   220   280 0.87 -
42371at50557_7130_0:002bd2|STRG.14901.1:422-1279|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   1   4   5.8e-05   0.00031   15.7   0.0   415   449    55    89    49    91 0.92 -
42371at50557_7130_0:002bd2|STRG.14901.1:422-1279|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   2   4   3.1e-05   0.00016   16.6   0.1   416   450   106   140    97   141 0.93 -
42371at50557_7130_0:002bd2|STRG.14901.1:422-1279|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   3   4   2.3e-05   0.00012   16.9   0.0   411   449   147   185   143   187 0.92 -
42371at50557_7130_0:002bd2|STRG.14901.1:422-1279|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   4   4    0.0012    0.0063   11.3   0.1   418   449   255   286   248   286 0.93 -
42371at50557_7130_0:002bd2|STRG.14901.2:597-1454|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   1   4   5.8e-05   0.00031   15.7   0.0   415   449    55    89    49    91 0.92 -
42371at50557_7130_0:002bd2|STRG.14901.2:597-1454|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   2   4   3.1e-05   0.00016   16.6   0.1   416   450   106   140    97   141 0.93 -
42371at50557_7130_0:002bd2|STRG.14901.2:597-1454|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   3   4   2.3e-05   0.00012   16.9   0.0   411   449   147   185   143   187 0.92 -
42371at50557_7130_0:002bd2|STRG.14901.2:597-1454|+    -            286 42371at50557         -            451   1.2e-21   73.1   4.4   4   4    0.0012    0.0063   11.3   0.1   418   449   255   286   248   286 0.93 -
42371at50557_51655_0:003658|STRG.6400.1:156-1085|+    -            310 42371at50557         -            451   1.8e-21   72.5   3.7   1   3   0.00064    0.0034   12.2   0.4   188   244    74   133    39   152 0.78 -
42371at50557_51655_0:003658|STRG.6400.1:156-1085|+    -            310 42371at50557         -            451   1.8e-21   72.5   3.7   2   3   7.7e-09     4e-08   28.4   0.0   191   249   162   223   157   228 0.84 -
42371at50557_51655_0:003658|STRG.6400.1:156-1085|+    -            310 42371at50557         -            451   1.8e-21   72.5   3.7   3   3   9.4e-10     5e-09   31.4   0.2   359   448   222   309   220   310 0.87 -
42371at50557_51655_0:003658|STRG.6400.3:24-953|+      -            310 42371at50557         -            451   1.8e-21   72.5   3.7   1   3   0.00064    0.0034   12.2   0.4   188   244    74   133    39   152 0.78 -
42371at50557_51655_0:003658|STRG.6400.3:24-953|+      -            310 42371at50557         -            451   1.8e-21   72.5   3.7   2   3   7.7e-09     4e-08   28.4   0.0   191   249   162   223   157   228 0.84 -
42371at50557_51655_0:003658|STRG.6400.3:24-953|+      -            310 42371at50557         -            451   1.8e-21   72.5   3.7   3   3   9.4e-10     5e-09   31.4   0.2   359   448   222   309   220   310 0.87 -
42371at50557_7425_0:00122c|STRG.12295.1:319-1242|+    -            308 42371at50557         -            451   2.2e-20   68.9   0.0   1   5   2.1e-08   1.1e-07   27.0   0.0   181   244     2    70     1    91 0.79 -
42371at50557_7425_0:00122c|STRG.12295.1:319-1242|+    -            308 42371at50557         -            451   2.2e-20   68.9   0.0   2   5      0.46       2.4    2.8   0.0   409   449    82   122    71   125 0.78 -
42371at50557_7425_0:00122c|STRG.12295.1:319-1242|+    -            308 42371at50557         -            451   2.2e-20   68.9   0.0   3   5       1.4       7.4    1.2   0.0   188   216    97   126    90   135 0.68 -
42371at50557_7425_0:00122c|STRG.12295.1:319-1242|+    -            308 42371at50557         -            451   2.2e-20   68.9   0.0   4   5   2.1e-08   1.1e-07   27.0   0.0   182   258   134   213   123   238 0.76 -
42371at50557_7425_0:00122c|STRG.12295.1:319-1242|+    -            308 42371at50557         -            451   2.2e-20   68.9   0.0   5   5      0.02       0.1    7.3   0.0   173   215   255   297   228   307 0.85 -
42371at50557_13249_0:000c48|STRG.6400.2:889-1848|+    -            320 42371at50557         -            451   2.4e-20   68.7   7.5   1   3   0.00076     0.004   12.0   0.2   190   244    86   143    76   162 0.76 -
42371at50557_13249_0:000c48|STRG.6400.2:889-1848|+    -            320 42371at50557         -            451   2.4e-20   68.7   7.5   2   3   7.4e-09   3.9e-08   28.5   0.0   191   249   172   233   159   238 0.85 -
42371at50557_13249_0:000c48|STRG.6400.2:889-1848|+    -            320 42371at50557         -            451   2.4e-20   68.7   7.5   3   3   9.1e-10   4.8e-09   31.5   0.2   359   448   232   319   229   320 0.87 -
42371at50557_143948_0:00241b|STRG.12299.1:1549-2418|+ -            290 42371at50557         -            451   3.2e-20   68.3   2.1   1   4     0.037       0.2    6.4   0.0   415   450     2    35     1    36 0.88 -
42371at50557_143948_0:00241b|STRG.12299.1:1549-2418|+ -            290 42371at50557         -            451   3.2e-20   68.3   2.1   2   4   0.00015   0.00077   14.3   0.0   181   215    57    91    48   103 0.87 -
42371at50557_143948_0:00241b|STRG.12299.1:1549-2418|+ -            290 42371at50557         -            451   3.2e-20   68.3   2.1   3   4   3.2e-12   1.7e-11   39.6   0.1   188   249   107   171    99   195 0.85 -
42371at50557_143948_0:00241b|STRG.12299.1:1549-2418|+ -            290 42371at50557         -            451   3.2e-20   68.3   2.1   4   4      0.12      0.64    4.7   0.0   415   440   265   290   247   290 0.87 -
42371at50557_13249_0:000c48|STRG.19481.1:937-1875|+   -            313 42371at50557         -            451   4.5e-20   67.8   1.2   1   5       1.4       7.5    1.2   0.0   187   218    47    78    18    89 0.79 -
42371at50557_13249_0:000c48|STRG.19481.1:937-1875|+   -            313 42371at50557         -            451   4.5e-20   67.8   1.2   2   5    0.0057      0.03    9.1   0.0   405   450   102   146    81   147 0.74 -
42371at50557_13249_0:000c48|STRG.19481.1:937-1875|+   -            313 42371at50557         -            451   4.5e-20   67.8   1.2   3   5   2.4e-08   1.2e-07   26.8   0.3   182   250   157   228   148   232 0.80 -
42371at50557_13249_0:000c48|STRG.19481.1:937-1875|+   -            313 42371at50557         -            451   4.5e-20   67.8   1.2   4   5   9.2e-07   4.9e-06   21.6   0.0   176   245   193   265   191   266 0.89 -
42371at50557_13249_0:000c48|STRG.19481.1:937-1875|+   -            313 42371at50557         -            451   4.5e-20   67.8   1.2   5   5   1.5e-08     8e-08   27.5   0.1   358   449   225   313   222   313 0.80 -
42371at50557_7004_0:002041|STRG.11653.1:793-1617|+    -            275 42371at50557         -            451   9.3e-20   66.8   5.2   1   3   3.2e-06   1.7e-05   19.8   0.0   176   245     3    75     1    78 0.89 -
42371at50557_7004_0:002041|STRG.11653.1:793-1617|+    -            275 42371at50557         -            451   9.3e-20   66.8   5.2   2   3   1.6e-09   8.2e-09   30.7   0.7   358   449    77   165    74   167 0.90 -
42371at50557_7004_0:002041|STRG.11653.1:793-1617|+    -            275 42371at50557         -            451   9.3e-20   66.8   5.2   3   3   1.1e-05   5.8e-05   18.0   0.0   394   449   194   247   171   249 0.93 -
42371at50557_7004_0:002041|STRG.11653.2:333-1157|+    -            275 42371at50557         -            451   9.3e-20   66.8   5.2   1   3   3.2e-06   1.7e-05   19.8   0.0   176   245     3    75     1    78 0.89 -
42371at50557_7004_0:002041|STRG.11653.2:333-1157|+    -            275 42371at50557         -            451   9.3e-20   66.8   5.2   2   3   1.6e-09   8.2e-09   30.7   0.7   358   449    77   165    74   167 0.90 -
42371at50557_7004_0:002041|STRG.11653.2:333-1157|+    -            275 42371at50557         -            451   9.3e-20   66.8   5.2   3   3   1.1e-05   5.8e-05   18.0   0.0   394   449   194   247   171   249 0.93 -
42371at50557_121845_0:003473|STRG.11985.1:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   1   6    0.0004    0.0021   12.9   0.1   174   227     1    56     1    62 0.80 -
42371at50557_121845_0:003473|STRG.11985.1:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   2   6   1.3e-06   7.1e-06   21.0   0.2   393   450    64   119    57   120 0.89 -
42371at50557_121845_0:003473|STRG.11985.1:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   3   6   6.8e-06   3.6e-05   18.7   0.1   393   451   104   160   101   160 0.90 -
42371at50557_121845_0:003473|STRG.11985.1:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   4   6   3.7e-06     2e-05   19.6   0.2   391   449   142   198   128   200 0.86 -
42371at50557_121845_0:003473|STRG.11985.1:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   5   6     0.001    0.0053   11.6   0.0   177   224   165   213   160   224 0.78 -
42371at50557_121845_0:003473|STRG.11985.1:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   6   6   3.7e-05    0.0002   16.3   0.2   383   449   215   281   203   281 0.73 -
42371at50557_121845_0:003473|STRG.11985.2:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   1   6    0.0004    0.0021   12.9   0.1   174   227     1    56     1    62 0.80 -
42371at50557_121845_0:003473|STRG.11985.2:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   2   6   1.3e-06   7.1e-06   21.0   0.2   393   450    64   119    57   120 0.89 -
42371at50557_121845_0:003473|STRG.11985.2:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   3   6   6.8e-06   3.6e-05   18.7   0.1   393   451   104   160   101   160 0.90 -
42371at50557_121845_0:003473|STRG.11985.2:1386-2228|+ -            281 42371at50557         -            451   1.5e-19   66.1  10.7   4   6   3.7e-06     2e-05   19.6   0.2   391   449   142   198   128   200 0.86 -
