#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129498at50557_103372_0:001a9c|STRG.15507.1:423-1127|+  -            235 129498at50557        -            154     4e-84  279.4   4.5   1   1     2e-84   1.1e-82  274.7   4.5     1   152    11   178    11   180 0.94 -
129498at50557_1049336_0:003e46|STRG.4646.1:164-700|+   -            179 129498at50557        -            154   6.6e-36  122.8   0.0   1   1   4.8e-37   2.6e-35  120.8   0.0     3   151    13   175    11   178 0.84 -
104262at50557_39758_0:003743|STRG.14799.1:602-1213|+   -            204 129498at50557        -            154   1.2e-35  121.9   1.4   1   1   9.4e-37   5.2e-35  119.9   1.4     2   146     7   167     6   174 0.87 -
104262at50557_39758_0:003743|STRG.14799.2:602-1216|+   -            205 129498at50557        -            154   1.3e-35  121.9   1.4   1   1   9.6e-37   5.3e-35  119.9   1.4     2   146     7   167     6   174 0.87 -
107216at50557_110193_0:000c8b|STRG.12301.2:350-928|+   -            193 129498at50557        -            154   1.3e-35  121.9   0.8   1   1   9.2e-37   5.1e-35  119.9   0.8     2   123    13   140    12   181 0.83 -
104262at50557_132113_0:00109a|STRG.9844.1:235-744|+    -            170 129498at50557        -            154   7.5e-35  119.4   0.3   1   1   1.9e-36     1e-34  118.9   0.3     2   123    17   140    16   170 0.92 -
104262at50557_132113_0:00109a|STRG.7527.1:459-935|+    -            159 129498at50557        -            154   1.5e-33  115.2   1.6   1   1     2e-34   1.1e-32  112.4   1.6     2   139     7   159     6   159 0.83 -
107216at50557_103372_0:00094d|STRG.3688.1:377-1021|+   -            215 129498at50557        -            154   1.7e-33  115.0   0.3   1   1   6.3e-35   3.5e-33  113.9   0.3     2   134    12   147    11   180 0.89 -
107216at50557_7004_0:001b36|STRG.14714.3:542-1105|+    -            188 129498at50557        -            154   2.6e-32  111.1   0.1   1   1   2.1e-33   1.2e-31  109.0   0.1     2   149     7   169     6   174 0.89 -
107216at50557_103372_0:00094d|STRG.1945.1:162-728|+    -            189 129498at50557        -            154   9.6e-32  109.3   0.4   1   1   8.4e-33   4.7e-31  107.0   0.4     2   150     5   169     4   172 0.87 -
104262at50557_104421_0:0019e6|STRG.6104.1:11-520|+     -            170 129498at50557        -            154   1.2e-31  109.0   0.1   1   1   4.7e-33   2.6e-31  107.9   0.1     2   126    14   141    13   170 0.86 -
107216at50557_7004_0:001b36|STRG.14714.1:563-1752|+    -            194 129498at50557        -            154     2e-31  108.3   0.1   1   1   1.6e-32   8.9e-31  106.1   0.1     2   149     7   175     6   180 0.86 -
129498at50557_7200_0:0025b6|STRG.16678.1:185-827|+     -            175 129498at50557        -            154   5.6e-31  106.8   0.2   1   1   3.3e-32   1.8e-30  105.1   0.2     2   119     8   128     7   175 0.90 -
129498at50557_7200_0:0025b6|STRG.16678.2:185-780|+     -            175 129498at50557        -            154   5.6e-31  106.8   0.2   1   1   3.3e-32   1.8e-30  105.1   0.2     2   119     8   128     7   175 0.90 -
129498at50557_7200_0:0025b6|STRG.16678.3:109-633|+     -            175 129498at50557        -            154     8e-31  106.3   0.3   1   1   4.7e-32   2.6e-30  104.6   0.3     2   119     8   128     7   175 0.89 -
129498at50557_42026_0:00277a|STRG.4646.2:359-1060|+    -            226 129498at50557        -            154   8.3e-31  106.2   0.0   1   1   5.4e-32     3e-30  104.4   0.0     5   150    21   176    17   180 0.81 -
107216at50557_7004_0:001b36|STRG.14714.2:563-1430|+    -            183 129498at50557        -            154   1.2e-30  105.8   0.7   1   1   9.8e-32   5.4e-30  103.6   0.7     2   149     7   164     6   169 0.86 -
106023at50557_39758_0:004d29|STRG.6513.1:124-660|+     -            179 129498at50557        -            154   1.5e-30  105.4   0.0   1   1   6.3e-32   3.5e-30  104.2   0.0     2   147    17   168    16   179 0.84 -
107216at50557_13164_0:0032c6|STRG.568.3:1037-1579|+    -            181 129498at50557        -            154   3.7e-30  104.1   0.1   1   1   1.5e-31   8.1e-30  103.0   0.1     2   121    10   132     9   179 0.86 -
107216at50557_13164_0:0032c6|STRG.568.4:916-1458|+     -            181 129498at50557        -            154   3.7e-30  104.1   0.1   1   1   1.5e-31   8.1e-30  103.0   0.1     2   121    10   132     9   179 0.86 -
107216at50557_39758_0:004d90|STRG.4905.1:279-821|+     -            181 129498at50557        -            154   3.8e-30  104.1   0.1   1   1   5.1e-31   2.8e-29  101.3   0.1     2   151    12   177    11   180 0.87 -
104262at50557_29053_0:001062|STRG.16692.3:417-1058|+   -            214 129498at50557        -            154   4.5e-29  100.6   0.0   1   1   1.4e-30   7.9e-29   99.8   0.0     3   126    14   145    12   188 0.90 -
107216at50557_7038_0:002032|STRG.568.1:385-918|+       -            178 129498at50557        -            154   2.2e-28   98.4   0.0   1   1   6.2e-30   3.4e-28   97.7   0.0     2   121    17   139    16   178 0.90 -
107216at50557_7038_0:002032|STRG.568.2:676-1209|+      -            178 129498at50557        -            154   2.2e-28   98.4   0.0   1   1   6.2e-30   3.4e-28   97.7   0.0     2   121    17   139    16   178 0.90 -
109573at50557_103372_0:0023c7|STRG.6778.1:486-1139|+   -            218 129498at50557        -            154   3.3e-28   97.8   0.0   1   1   9.5e-29   5.3e-27   93.9   0.0     1   148     9   177     9   183 0.79 -
104262at50557_132113_0:00109a|STRG.5677.3:408-956|+    -            183 129498at50557        -            154   3.9e-27   94.3   0.0   1   1   1.2e-28   6.4e-27   93.6   0.0     2   121    14   134    13   181 0.92 -
108271at50557_224129_0:0005ad|STRG.6919.1:1027-1569|+  -            181 129498at50557        -            154     1e-26   92.9   0.5   1   1   1.1e-27   6.3e-26   90.4   0.5     2   146     1   161     1   169 0.81 -
108271at50557_224129_0:0005ad|STRG.6919.2:254-796|+    -            181 129498at50557        -            154     1e-26   92.9   0.5   1   1   1.1e-27   6.3e-26   90.4   0.5     2   146     1   161     1   169 0.81 -
107216at50557_39758_0:004d90|STRG.1934.2:1238-1741|+   -            168 129498at50557        -            154   4.7e-26   90.8   0.0   1   1   1.1e-27     6e-26   90.5   0.0     2   120     9   133     8   148 0.88 -
107216at50557_39758_0:004d90|STRG.1934.4:1218-1721|+   -            168 129498at50557        -            154   4.7e-26   90.8   0.0   1   1   1.1e-27     6e-26   90.5   0.0     2   120     9   133     8   148 0.88 -
129498at50557_7493_0:00132e|STRG.12175.1:340-816|+     -            159 129498at50557        -            154   1.2e-25   89.5   0.1   1   1   4.6e-27   2.6e-25   88.4   0.1     2   133     1   133     1   159 0.86 -
129498at50557_7493_0:00132e|STRG.12175.2:220-696|+     -            159 129498at50557        -            154   1.2e-25   89.5   0.1   1   1   4.6e-27   2.6e-25   88.4   0.1     2   133     1   133     1   159 0.86 -
129498at50557_7493_0:00132e|STRG.12175.3:431-907|+     -            159 129498at50557        -            154   1.2e-25   89.5   0.1   1   1   4.6e-27   2.6e-25   88.4   0.1     2   133     1   133     1   159 0.86 -
108271at50557_64793_0:001833|STRG.2665.3:0-602|+       -            201 129498at50557        -            154   3.9e-25   87.8   0.1   1   1   6.8e-26   3.8e-24   84.6   0.1     2   153    12   179    11   180 0.81 -
108271at50557_64793_0:001833|STRG.2665.2:564-1181|+    -            206 129498at50557        -            154   4.3e-25   87.7   0.1   1   1   7.4e-26   4.1e-24   84.5   0.1     2   153    17   184    16   185 0.81 -
108271at50557_64793_0:001833|STRG.2665.1:104-727|+     -            208 129498at50557        -            154   4.5e-25   87.6   0.1   1   1   7.7e-26   4.3e-24   84.4   0.1     2   153    19   186    18   187 0.81 -
107216at50557_7038_0:002032|STRG.568.5:442-828|+       -            129 129498at50557        -            154     6e-25   87.2   0.0   1   1   1.3e-26   7.2e-25   87.0   0.0     2   111    17   129    16   129 0.94 -
107216at50557_103372_0:00094d|STRG.13597.3:5200-5736|+ -            179 129498at50557        -            154   9.7e-25   86.5   0.1   1   1   3.1e-26   1.7e-24   85.7   0.1     2   144     4   152     3   175 0.85 -
108271at50557_286306_0:004073|STRG.2665.4:0-590|+      -            197 129498at50557        -            154   1.1e-24   86.3   0.1   1   1   1.8e-25     1e-23   83.2   0.1     2   146    12   172    11   180 0.80 -
108271at50557_40932_0:00088c|STRG.13341.1:616-1244|+   -            167 129498at50557        -            154   1.3e-24   86.1   0.0   1   1   8.1e-26   4.5e-24   84.4   0.0     2   122     2   124     1   165 0.85 -
108271at50557_43041_0:000285|STRG.13341.2:450-989|+    -            180 129498at50557        -            154   1.8e-24   85.6   0.0   1   1   1.1e-25   5.9e-24   84.0   0.0     2   122    16   138    15   179 0.86 -
107216at50557_139723_0:001fab|STRG.1934.3:1235-1615|+  -            127 129498at50557        -            154   3.3e-24   84.8   0.0   1   1   6.5e-26   3.6e-24   84.7   0.0     2   113    10   127     9   127 0.88 -
108271at50557_197043_0:002be2|STRG.5891.1:4271-4780|-  -            170 129498at50557        -            154   5.4e-24   84.1   0.2   1   1   5.9e-25   3.3e-23   81.6   0.2     3   146     1   160     1   167 0.83 -
107216at50557_104452_0:000bc4|STRG.5677.4:431-901|+    -            157 129498at50557        -            154     9e-24   83.4   0.0   1   1   2.8e-25   1.6e-23   82.6   0.0     2   103     9   111     8   127 0.91 -
129498at50557_7029_0:0053a0|STRG.13597.2:5209-5893|+   -            171 129498at50557        -            154     5e-23   81.0   0.1   1   1   1.6e-24   8.9e-23   80.1   0.1     2   144     1   148     1   170 0.85 -
104262at50557_88501_0:0010fe|STRG.8069.3:233-883|+     -            217 129498at50557        -            154   7.5e-23   80.4   0.2   1   1   8.8e-24   4.9e-22   77.8   0.2     2   147    14   168    13   191 0.84 -
104262at50557_88501_0:0010fe|STRG.8069.4:233-883|+     -            217 129498at50557        -            154   7.5e-23   80.4   0.2   1   1   8.8e-24   4.9e-22   77.8   0.2     2   147    14   168    13   191 0.84 -
104262at50557_88501_0:0010fe|STRG.8069.1:620-1303|+    -            228 129498at50557        -            154     9e-23   80.1   0.2   1   1     1e-23   5.7e-22   77.5   0.2     2   147    25   179    24   202 0.84 -
104262at50557_88501_0:0010fe|STRG.8069.7:620-1303|+    -            228 129498at50557        -            154     9e-23   80.1   0.2   1   1     1e-23   5.7e-22   77.5   0.2     2   147    25   179    24   202 0.84 -
104262at50557_64793_0:001dc9|STRG.8069.2:1504-2211|+   -            236 129498at50557        -            154     1e-22   80.0   0.2   1   1   1.1e-23   6.3e-22   77.4   0.2     2   147    33   187    32   210 0.84 -
104262at50557_64793_0:001dc9|STRG.8069.5:1504-2211|+   -            236 129498at50557        -            154     1e-22   80.0   0.2   1   1   1.1e-23   6.3e-22   77.4   0.2     2   147    33   187    32   210 0.84 -
104262at50557_88501_0:0010fe|STRG.8069.6:107-859|+     -            251 129498at50557        -            154   1.2e-22   79.7   0.2   1   1   1.4e-23   7.5e-22   77.1   0.2     2   147    48   202    47   225 0.84 -
108271at50557_43151_0:001e01|STRG.4860.1:39-596|+      -            186 129498at50557        -            154   2.5e-22   78.7   0.0   1   1   8.6e-24   4.7e-22   77.8   0.0     2   130     1   132     1   167 0.84 -
108271at50557_166361_0:003235|STRG.9677.1:409-963|+    -            185 129498at50557        -            154   3.6e-22   78.2   0.1   1   1     2e-23   1.1e-21   76.6   0.1     2   135     1   137     1   166 0.80 -
108271at50557_166361_0:003235|STRG.9677.2:406-960|+    -            185 129498at50557        -            154   3.6e-22   78.2   0.1   1   1     2e-23   1.1e-21   76.6   0.1     2   135     1   137     1   166 0.80 -
108271at50557_166361_0:003235|STRG.9677.3:421-975|+    -            185 129498at50557        -            154   3.6e-22   78.2   0.1   1   1     2e-23   1.1e-21   76.6   0.1     2   135     1   137     1   166 0.80 -
108271at50557_28612_0:005172|STRG.4701.1:222-791|+     -            190 129498at50557        -            154   5.1e-22   77.7   0.2   1   1   1.3e-23   6.9e-22   77.3   0.2     1   120     3   124     3   165 0.92 -
108755at50557_121225_0:0004e7|STRG.10263.1:764-1255|+  -            164 129498at50557        -            154   4.3e-21   74.7   0.1   1   1     9e-22     5e-20   71.2   0.1     3   120     5   124     3   164 0.79 -
108755at50557_121225_0:0004e7|STRG.10263.2:745-1236|+  -            164 129498at50557        -            154   4.3e-21   74.7   0.1   1   1     9e-22     5e-20   71.2   0.1     3   120     5   124     3   164 0.79 -
115559at50557_286306_0:000620|STRG.8150.1:162-767|+    -            202 129498at50557        -            154   7.6e-21   73.9   0.8   1   1   7.7e-22   4.3e-20   71.4   0.8     3   145    28   186    26   194 0.84 -
115559at50557_286306_0:000620|STRG.8150.2:422-1027|+   -            202 129498at50557        -            154   7.6e-21   73.9   0.8   1   1   7.7e-22   4.3e-20   71.4   0.8     3   145    28   186    26   194 0.84 -
104262at50557_88501_0:0010fe|STRG.6104.2:1266-1697|+   -            144 129498at50557        -            154     2e-20   72.5   0.0   1   1   4.5e-22   2.5e-20   72.2   0.0    37   126    26   118    14   144 0.84 -
104262at50557_51655_0:002f35|STRG.9955.3:25-516|+      -            164 129498at50557        -            154   9.1e-20   70.4   0.0   1   1     2e-21   1.1e-19   70.1   0.0     2   122    11   137    10   155 0.89 -
140221at50557_568069_0:001a32|STRG.7138.1:119-583|+    -            155 129498at50557        -            154   1.4e-19   69.7   0.0   1   1   3.2e-21   1.8e-19   69.4   0.0     3   120     1   119     1   133 0.92 -
140221at50557_568069_0:001a32|STRG.7138.2:672-1136|+   -            155 129498at50557        -            154   1.4e-19   69.7   0.0   1   1   3.2e-21   1.8e-19   69.4   0.0     3   120     1   119     1   133 0.92 -
140221at50557_568069_0:001a32|STRG.7138.3:871-1335|+   -            155 129498at50557        -            154   1.4e-19   69.7   0.0   1   1   3.2e-21   1.8e-19   69.4   0.0     3   120     1   119     1   133 0.92 -
140221at50557_568069_0:001a32|STRG.7138.4:876-1340|+   -            155 129498at50557        -            154   1.4e-19   69.7   0.0   1   1   3.2e-21   1.8e-19   69.4   0.0     3   120     1   119     1   133 0.92 -
140221at50557_568069_0:001a32|STRG.7138.5:524-988|+    -            155 129498at50557        -            154   1.4e-19   69.7   0.0   1   1   3.2e-21   1.8e-19   69.4   0.0     3   120     1   119     1   133 0.92 -
140221at50557_568069_0:001a32|STRG.7138.6:243-707|+    -            155 129498at50557        -            154   1.4e-19   69.7   0.0   1   1   3.2e-21   1.8e-19   69.4   0.0     3   120     1   119     1   133 0.92 -
140221at50557_568069_0:001a32|STRG.10510.1:85-576|+    -            164 129498at50557        -            154   5.7e-19   67.8   0.0   1   1   1.2e-20   6.5e-19   67.6   0.0     2   122     8   129     7   157 0.89 -
140221at50557_568069_0:001a32|STRG.10510.2:85-576|+    -            164 129498at50557        -            154   5.7e-19   67.8   0.0   1   1   1.2e-20   6.5e-19   67.6   0.0     2   122     8   129     7   157 0.89 -
105221at50557_7460_0:001362|STRG.1549.1:0-635|+        -            212 129498at50557        -            154     2e-18   66.0   0.0   1   1   1.9e-19     1e-17   63.7   0.0     2   119    24   145    23   193 0.74 -
140221at50557_568069_0:001a32|STRG.15185.1:546-1025|+  -            160 129498at50557        -            154   2.5e-18   65.7   0.0   1   1   5.5e-20     3e-18   65.4   0.0     2   122     4   125     3   137 0.89 -
140221at50557_568069_0:001a32|STRG.12000.1:272-718|+   -            149 129498at50557        -            154   6.6e-18   64.3   0.0   1   1   1.3e-19   7.5e-18   64.2   0.0     3   120     2   120     1   141 0.90 -
140221at50557_568069_0:001a32|STRG.12000.2:166-612|+   -            149 129498at50557        -            154   6.6e-18   64.3   0.0   1   1   1.3e-19   7.5e-18   64.2   0.0     3   120     2   120     1   141 0.90 -
140221at50557_568069_0:001a32|STRG.12000.3:1716-2162|+ -            149 129498at50557        -            154   6.6e-18   64.3   0.0   1   1   1.3e-19   7.5e-18   64.2   0.0     3   120     2   120     1   141 0.90 -
140221at50557_568069_0:001a32|STRG.12000.4:1629-2075|+ -            149 129498at50557        -            154   6.6e-18   64.3   0.0   1   1   1.3e-19   7.5e-18   64.2   0.0     3   120     2   120     1   141 0.90 -
140221at50557_568069_0:001a32|STRG.7077.1:540-1019|+   -            160 129498at50557        -            154   2.6e-17   62.4   0.0   1   1   5.5e-19   3.1e-17   62.2   0.0     2   132     4   135     3   156 0.83 -
140221at50557_568069_0:001a32|STRG.7077.2:104-583|+    -            160 129498at50557        -            154   2.6e-17   62.4   0.0   1   1   5.5e-19   3.1e-17   62.2   0.0     2   132     4   135     3   156 0.83 -
140221at50557_568069_0:001a32|STRG.7077.3:104-583|+    -            160 129498at50557        -            154   2.6e-17   62.4   0.0   1   1   5.5e-19   3.1e-17   62.2   0.0     2   132     4   135     3   156 0.83 -
140221at50557_568069_0:001a32|STRG.14807.1:284-763|+   -            160 129498at50557        -            154   7.3e-17   61.0   0.0   1   1   1.5e-18   8.6e-17   60.7   0.0     2   128     4   131     3   155 0.85 -
129498at50557_7220_0:0008bf|STRG.5677.1:76-453|+       -            126 129498at50557        -            154   1.7e-16   59.8   0.0   1   1   6.2e-18   3.4e-16   58.8   0.0    48   121     5    77     3   125 0.88 -
129498at50557_7227_0:0034ce|STRG.5677.5:200-610|+      -            137 129498at50557        -            154   2.2e-16   59.4   0.0   1   1   8.1e-18   4.5e-16   58.4   0.0    48   121     5    77     3   125 0.88 -
105221at50557_54969_0:000f08|STRG.2729.4:255-743|+     -            163 129498at50557        -            154   2.9e-16   59.0   0.6   1   1   8.1e-18   4.5e-16   58.4   0.6     2   120     6   124     5   162 0.84 -
105221at50557_54969_0:000f08|STRG.2729.5:255-743|+     -            163 129498at50557        -            154   2.9e-16   59.0   0.6   1   1   8.1e-18   4.5e-16   58.4   0.6     2   120     6   124     5   162 0.84 -
109797at50557_83485_0:000ec1|STRG.11019.1:371-1276|+   -            302 129498at50557        -            154   3.8e-16   58.6   0.0   1   1   1.1e-17   5.9e-16   58.0   0.0     3   134    28   159    26   169 0.82 -
140221at50557_568069_0:001a32|STRG.4227.1:243-719|+    -            159 129498at50557        -            154   6.6e-16   57.9   0.0   1   1   2.2e-17   1.2e-15   57.0   0.0     2   119     3   121     2   139 0.88 -
104262at50557_13164_0:00360e|STRG.9955.1:459-971|+     -            171 129498at50557        -            154   4.8e-14   51.8   0.0   1   1     1e-15   5.7e-14   51.6   0.0    15   122     1   114     1   147 0.88 -
104262at50557_13164_0:00360e|STRG.9955.2:1483-1995|+   -            171 129498at50557        -            154   4.8e-14   51.8   0.0   1   1     1e-15   5.7e-14   51.6   0.0    15   122     1   114     1   147 0.88 -
28600at50557_520822_0:000c07|STRG.16357.1:661-2541|+   -            627 129498at50557        -            154   5.1e-13   48.5   0.0   1   2     3e-10   1.7e-08   33.8   0.0     1   127    11   139    11   164 0.84 -
28600at50557_520822_0:000c07|STRG.16357.1:661-2541|+   -            627 129498at50557        -            154   5.1e-13   48.5   0.0   2   2    0.0013     0.071   12.3   0.0     7   118   429   541   423   552 0.70 -
28600at50557_13686_0:0008a3|STRG.16357.2:661-2580|+    -            640 129498at50557        -            154   5.5e-13   48.4   0.0   1   2   3.1e-10   1.7e-08   33.8   0.0     1   127    11   139    11   164 0.84 -
28600at50557_13686_0:0008a3|STRG.16357.2:661-2580|+    -            640 129498at50557        -            154   5.5e-13   48.4   0.0   2   2    0.0013     0.074   12.2   0.0     7   118   429   541   423   552 0.70 -
28600at50557_13686_0:0008a3|STRG.16357.3:742-2661|+    -            640 129498at50557        -            154   5.5e-13   48.4   0.0   1   2   3.1e-10   1.7e-08   33.8   0.0     1   127    11   139    11   164 0.84 -
28600at50557_13686_0:0008a3|STRG.16357.3:742-2661|+    -            640 129498at50557        -            154   5.5e-13   48.4   0.0   2   2    0.0013     0.074   12.2   0.0     7   118   429   541   423   552 0.70 -
129498at50557_7282_0:0022e4|STRG.5677.2:76-462|+       -            129 129498at50557        -            154   8.8e-13   47.7   0.0   1   2   3.4e-14   1.9e-12   46.6   0.0    48   103     5    59     3    74 0.86 -
129498at50557_7282_0:0022e4|STRG.5677.2:76-462|+       -            129 129498at50557        -            154   8.8e-13   47.7   0.0   2   2       8.5   4.7e+02   -0.1   0.0   118   148    54    85    51    91 0.77 -
105221at50557_29053_0:00200e|STRG.8635.1:50-580|+      -            177 129498at50557        -            154   6.9e-12   44.8   0.0   1   1   2.3e-13   1.3e-11   43.9   0.0     3   120    11   131     9   142 0.89 -
105221at50557_166361_0:00208a|STRG.13597.4:753-1076|+  -            108 129498at50557        -            154   8.2e-12   44.6   0.0   1   1   2.1e-13   1.1e-11   44.1   0.0    54   144     1    94     1   105 0.84 -
109573at50557_1507135_0:000e82|STRG.3953.2:127-720|+   -            198 129498at50557        -            154   1.1e-10   40.9   0.1   1   1   1.2e-10   6.5e-09   35.1   0.1     3    99     1   104     1   177 0.74 -
108271at50557_13249_0:001644|STRG.6204.1:1847-2332|+   -            162 129498at50557        -            154   2.6e-10   39.7   0.0   1   1   5.9e-12   3.2e-10   39.4   0.0     3   120     1   119     1   130 0.85 -
108271at50557_13249_0:001644|STRG.6204.2:2106-2591|+   -            162 129498at50557        -            154   2.6e-10   39.7   0.0   1   1   5.9e-12   3.2e-10   39.4   0.0     3   120     1   119     1   130 0.85 -
105221at50557_121845_0:0034ac|STRG.14839.1:338-871|+   -            178 129498at50557        -            154   9.2e-10   37.9   0.0   1   1   6.4e-10   3.6e-08   32.7   0.0     2   123     7   144     6   178 0.73 -
118237at50557_56086_0:002463|STRG.9598.1:733-1242|+    -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
118237at50557_56086_0:002463|STRG.9598.2:211-720|+     -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
118237at50557_56086_0:002463|STRG.9598.3:539-1048|+    -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
118237at50557_56086_0:002463|STRG.9598.4:216-725|+     -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
118237at50557_56086_0:002463|STRG.9598.5:443-952|+     -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
118237at50557_56086_0:002463|STRG.9598.6:516-1025|+    -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
118237at50557_56086_0:002463|STRG.9598.7:510-1019|+    -            170 129498at50557        -            154   2.5e-09   36.5   0.0   1   1     6e-11   3.3e-09   36.1   0.0     2   117    18   131    17   142 0.80 -
108755at50557_7070_0:0026e1|STRG.16026.1:302-890|+     -            173 129498at50557        -            154   3.7e-09   35.9   0.1   1   2   6.8e-08   3.8e-06   26.2   0.0     3    64     1    67     1    76 0.87 -
108755at50557_7070_0:0026e1|STRG.16026.1:302-890|+     -            173 129498at50557        -            154   3.7e-09   35.9   0.1   2   2     0.076       4.2    6.5   0.0   125   149   118   143    74   147 0.85 -
104262at50557_88501_0:0010fe|STRG.4120.1:200-820|+     -            207 129498at50557        -            154   4.1e-09   35.8   0.1   1   2    0.0016     0.091   11.9   0.0     1    56    28    87    28    94 0.76 -
104262at50557_88501_0:0010fe|STRG.4120.1:200-820|+     -            207 129498at50557        -            154   4.1e-09   35.8   0.1   2   2   1.3e-06   7.5e-05   21.9   0.0    69   126   125   179   121   199 0.87 -
108271at50557_34740_0:0010fd|STRG.9181.2:1467-2105|+   -            213 129498at50557        -            154   9.9e-09   34.5   0.0   1   1   1.4e-09   7.7e-08   31.6   0.0     2   122    38   169    37   177 0.76 -
111939at50557_103372_0:001457|STRG.16430.1:189-746|+   -            186 129498at50557        -            154   2.4e-08   33.3   0.0   1   1   5.6e-10   3.1e-08   32.9   0.0     4   118    23   136    20   153 0.89 -
105221at50557_121845_0:0034ac|STRG.14839.2:335-973|+   -            175 129498at50557        -            154   3.1e-08   32.9   0.0   1   1   2.5e-08   1.4e-06   27.6   0.0     2   122     7   140     6   175 0.65 -
129498at50557_6973_0:0041f7|STRG.3953.1:203-484|+      -             94 129498at50557        -            154   3.8e-08   32.6   0.1   1   1     4e-09   2.2e-07   30.2   0.1    49    99     4    54     1    93 0.91 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 129498at50557        -            154   4.5e-08   32.4   0.2   1   2   8.7e-07   4.8e-05   22.6   0.0     3    55    14    73    12    77 0.80 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 129498at50557        -            154   4.5e-08   32.4   0.2   2   2     0.034       1.9    7.7   0.0   107   126    82   101    74   145 0.88 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 129498at50557        -            154   4.5e-08   32.4   0.2   1   2   8.7e-07   4.8e-05   22.6   0.0     3    55    14    73    12    77 0.80 -
