#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
10915at50557_286306_0:002151|STRG.8366.1:1-3787|+      -           1042 10915at50557         -            974  1.9e-233  776.4   2.9   1   1  2.4e-234  1.1e-232  773.9   2.9   309   913     1   721     1   738 0.87 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 10915at50557         -            974     7e-25   86.0   2.2   1   5   7.7e-05    0.0035   14.2   0.0    15   121    37   148    25   151 0.75 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 10915at50557         -            974     7e-25   86.0   2.2   2   5   1.3e-08   5.6e-07   26.8   0.1     8    81   235   309   229   316 0.86 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 10915at50557         -            974     7e-25   86.0   2.2   3   5   5.6e-08   2.5e-06   24.6   0.0    40   148   351   476   344   478 0.76 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 10915at50557         -            974     7e-25   86.0   2.2   4   5    0.0051      0.23    8.2   0.0    20    70   468   519   462   574 0.74 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 10915at50557         -            974     7e-25   86.0   2.2   5   5   0.00023      0.01   12.7   0.0    29    80   646   697   624   697 0.84 -
40115at50557_7370_0:002473|STRG.851.1:242-1114|+       -            291 10915at50557         -            974     6e-24   83.0   0.7   1   3   2.5e-11   1.1e-09   35.7   0.0    13   113     7   110     3   113 0.90 -
40115at50557_7370_0:002473|STRG.851.1:242-1114|+       -            291 10915at50557         -            974     6e-24   83.0   0.7   2   3   6.4e-05    0.0028   14.5   0.0    33    89   112   168   108   174 0.90 -
40115at50557_7370_0:002473|STRG.851.1:242-1114|+       -            291 10915at50557         -            974     6e-24   83.0   0.7   3   3     8e-10   3.6e-08   30.7   0.2    12   114   175   283   164   291 0.83 -
40115at50557_1629725_0:001335|STRG.11659.2:192-1055|+  -            288 10915at50557         -            974   2.8e-23   80.7   0.0   1   3         4   1.8e+02   -1.4   0.0    51    89     3    42     1    51 0.63 -
40115at50557_1629725_0:001335|STRG.11659.2:192-1055|+  -            288 10915at50557         -            974   2.8e-23   80.7   0.0   2   3   7.4e-14   3.3e-12   44.1   0.1    10   119    48   159    37   172 0.80 -
40115at50557_1629725_0:001335|STRG.11659.2:192-1055|+  -            288 10915at50557         -            974   2.8e-23   80.7   0.0   3   3   1.3e-10   5.6e-09   33.4   0.0    11    82   214   287   203   288 0.91 -
40115at50557_1629725_0:001335|STRG.11659.3:196-1059|+  -            288 10915at50557         -            974   2.8e-23   80.7   0.0   1   3         4   1.8e+02   -1.4   0.0    51    89     3    42     1    51 0.63 -
40115at50557_1629725_0:001335|STRG.11659.3:196-1059|+  -            288 10915at50557         -            974   2.8e-23   80.7   0.0   2   3   7.4e-14   3.3e-12   44.1   0.1    10   119    48   159    37   172 0.80 -
40115at50557_1629725_0:001335|STRG.11659.3:196-1059|+  -            288 10915at50557         -            974   2.8e-23   80.7   0.0   3   3   1.3e-10   5.6e-09   33.4   0.0    11    82   214   287   203   288 0.91 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 10915at50557         -            974   8.8e-23   79.1   1.0   1   3   1.4e-07   6.1e-06   23.4   0.0    15    83     8    77     3    90 0.83 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 10915at50557         -            974   8.8e-23   79.1   1.0   2   3   1.7e-10   7.4e-09   33.0   0.1    12   104    90   185    81   197 0.85 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 10915at50557         -            974   8.8e-23   79.1   1.0   3   3   1.2e-06   5.2e-05   20.3   0.0    13    80   235   304   226   305 0.93 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 10915at50557         -            974   8.8e-23   79.1   1.0   1   3   1.4e-07   6.1e-06   23.4   0.0    15    83     8    77     3    90 0.83 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 10915at50557         -            974   8.8e-23   79.1   1.0   2   3   1.7e-10   7.4e-09   33.0   0.1    12   104    90   185    81   197 0.85 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 10915at50557         -            974   8.8e-23   79.1   1.0   3   3   1.2e-06   5.2e-05   20.3   0.0    13    80   235   304   226   305 0.93 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 10915at50557         -            974   1.7e-21   74.9   0.3   1   3     2e-11   8.8e-10   36.1   0.0    13   113     7   110     2   113 0.90 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 10915at50557         -            974   1.7e-21   74.9   0.3   2   3   3.4e-05    0.0015   15.4   0.0    33    89   112   168   104   174 0.88 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 10915at50557         -            974   1.7e-21   74.9   0.3   3   3   4.1e-07   1.8e-05   21.8   0.1    12    89   175   256   165   265 0.80 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 10915at50557         -            974   8.8e-20   69.2   1.8   1   4    0.0015     0.067   10.0   0.0    24    84    55   116    42   156 0.77 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 10915at50557         -            974   8.8e-20   69.2   1.8   2   4   4.4e-06    0.0002   18.4   0.0    15    99   181   267   172   326 0.80 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 10915at50557         -            974   8.8e-20   69.2   1.8   3   4   1.6e-06   7.3e-05   19.8   0.2    13    82   343   414   333   417 0.85 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 10915at50557         -            974   8.8e-20   69.2   1.8   4   4   3.6e-08   1.6e-06   25.3   0.1    32    83   406   457   396   457 0.86 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 10915at50557         -            974   2.9e-19   67.5   1.7   1   4      0.31        14    2.3   0.0    47    82     6    41     2    47 0.90 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 10915at50557         -            974   2.9e-19   67.5   1.7   2   4   1.6e-05   0.00071   16.5   0.0    14    83    69   138    63   151 0.90 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 10915at50557         -            974   2.9e-19   67.5   1.7   3   4   0.00023      0.01   12.7   0.8    66   144   162   245   136   248 0.68 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 10915at50557         -            974   2.9e-19   67.5   1.7   4   4   1.9e-10   8.7e-09   32.8   0.0    32    91   263   323   225   344 0.76 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 10915at50557         -            974   7.6e-19   66.1   1.3   1   4   0.00012    0.0054   13.6   0.1     8    82    25   103    16   105 0.87 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 10915at50557         -            974   7.6e-19   66.1   1.3   2   4   2.4e-11   1.1e-09   35.8   0.3    10    92    72   155    62   164 0.86 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 10915at50557         -            974   7.6e-19   66.1   1.3   3   4   1.1e-08   5.1e-07   26.9   0.0    12   129   167   287   163   305 0.82 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 10915at50557         -            974   7.6e-19   66.1   1.3   4   4      0.45        20    1.8   0.0    44    90   242   287   236   333 0.67 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 10915at50557         -            974   8.1e-18   62.7   0.1   1   2     0.074       3.3    4.4   0.0    17    52     6    42     2    45 0.49 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 10915at50557         -            974   8.1e-18   62.7   0.1   2   2     8e-18   3.6e-16   57.2   0.0    14   114    45   148    34   155 0.86 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 10915at50557         -            974   1.1e-17   62.2   0.0   1   3     0.092       4.1    4.1   0.0    44    82    48    86    25    96 0.90 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 10915at50557         -            974   1.1e-17   62.2   0.0   2   3   9.8e-14   4.4e-12   43.7   0.0    14   148   102   242    96   254 0.84 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 10915at50557         -            974   1.1e-17   62.2   0.0   3   3    0.0018     0.079    9.7   0.0    13    77   277   342   265   346 0.76 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 10915at50557         -            974   4.1e-17   60.3   0.0   1   2   7.7e-08   3.5e-06   24.2   0.0    14   115   398   501   389   511 0.86 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 10915at50557         -            974   4.1e-17   60.3   0.0   2   2   8.9e-11     4e-09   33.9   0.0    14    81   524   592   512   608 0.90 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 10915at50557         -            974   5.7e-17   59.8   0.1   1   2   1.3e-10   5.8e-09   33.3   0.0     6   109    74   180    69   199 0.87 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 10915at50557         -            974   5.7e-17   59.8   0.1   2   2   6.9e-08   3.1e-06   24.3   0.0    11    82   204   277   194   295 0.85 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 10915at50557         -            974   4.4e-16   56.9   5.0   1   3   1.9e-08   8.5e-07   26.2   0.1    14   122     8   120     2   128 0.59 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 10915at50557         -            974   4.4e-16   56.9   5.0   2   3   2.9e-11   1.3e-09   35.5   0.3    13   163    49   203    47   206 0.80 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 10915at50557         -            974   4.4e-16   56.9   5.0   3   3    0.0014     0.064   10.0   0.0    11    83   171   246   161   254 0.81 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 10915at50557         -            974     5e-16   56.7   4.2   1   3   2.8e-08   1.3e-06   25.6   0.1    37   122    27   115     1   125 0.49 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 10915at50557         -            974     5e-16   56.7   4.2   2   3   2.9e-11   1.3e-09   35.5   0.3    13   164    44   199    41   202 0.80 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 10915at50557         -            974     5e-16   56.7   4.2   3   3    0.0015     0.067   10.0   0.0    11    84   166   242   156   251 0.80 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 10915at50557         -            974   1.6e-15   55.0   0.0   1   2   1.4e-09   6.2e-08   30.0   0.0    44   149   278   397   273   412 0.75 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 10915at50557         -            974   1.6e-15   55.0   0.0   2   2   1.8e-07   8.2e-06   22.9   0.0    24   118   473   572   458   580 0.78 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 10915at50557         -            974   1.6e-15   55.0   0.0   1   2   1.4e-09   6.2e-08   30.0   0.0    44   149   278   397   273   412 0.75 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 10915at50557         -            974   1.6e-15   55.0   0.0   2   2   1.8e-07   8.2e-06   22.9   0.0    24   118   473   572   458   580 0.78 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 10915at50557         -            974   1.6e-15   55.0   0.0   1   2   1.4e-09   6.2e-08   30.0   0.0    44   149   279   398   274   413 0.75 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 10915at50557         -            974   1.6e-15   55.0   0.0   2   2   1.8e-07   8.2e-06   22.9   0.0    24   118   474   573   459   581 0.78 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 10915at50557         -            974   2.7e-15   54.3   0.1   1   2   3.3e-10   1.5e-08   32.0   0.1    49   158     4   120     1   130 0.83 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 10915at50557         -            974   2.7e-15   54.3   0.1   2   2   1.1e-06   4.9e-05   20.4   0.0    10   102   133   228   125   277 0.79 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 10915at50557         -            974     3e-15   54.1   0.0   1   3   2.8e-08   1.2e-06   25.6   0.0    15   113     1   101     1   111 0.91 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 10915at50557         -            974     3e-15   54.1   0.0   2   3   0.00068      0.03   11.1   0.0    15    75   126   189   111   198 0.81 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 10915at50557         -            974     3e-15   54.1   0.0   3   3     1e-07   4.5e-06   23.8   0.0    13   113   168   274   162   281 0.84 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 10915at50557         -            974     3e-15   54.1   0.0   1   3   2.8e-08   1.2e-06   25.6   0.0    15   113     1   101     1   111 0.91 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 10915at50557         -            974     3e-15   54.1   0.0   2   3   0.00068      0.03   11.1   0.0    15    75   126   189   111   198 0.81 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 10915at50557         -            974     3e-15   54.1   0.0   3   3     1e-07   4.5e-06   23.8   0.0    13   113   168   274   162   281 0.84 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 10915at50557         -            974   3.1e-15   54.1   0.1   1   2   2.8e-07   1.3e-05   22.3   0.1    10   121    18   135    11   181 0.78 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 10915at50557         -            974   3.1e-15   54.1   0.1   2   2   1.4e-09   6.2e-08   29.9   0.0    18   120   186   294   179   298 0.86 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 10915at50557         -            974   3.1e-15   54.1   0.1   1   2   2.8e-07   1.3e-05   22.3   0.1    10   121    18   135    11   181 0.78 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 10915at50557         -            974   3.1e-15   54.1   0.1   2   2   1.4e-09   6.2e-08   29.9   0.0    18   120   186   294   179   298 0.86 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   1   4   0.00086     0.039   10.8   0.1    23    77    21    75    14    79 0.93 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   2   4   1.3e-07   5.6e-06   23.5   0.1    35   153    75   198    73   217 0.82 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   3   4       1.6        70   -0.0   0.0    50    79   384   412   376   427 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   4   4   2.7e-05    0.0012   15.7   0.0    16    83   430   498   415   501 0.91 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   1   4   0.00086     0.039   10.8   0.1    23    77    21    75    14    79 0.93 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   2   4   1.3e-07   5.6e-06   23.5   0.1    35   153    75   198    73   217 0.82 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   3   4       1.6        70   -0.0   0.0    50    79   384   412   376   427 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   4   4   2.7e-05    0.0012   15.7   0.0    16    83   430   498   415   501 0.91 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   1   4   0.00086     0.039   10.8   0.1    23    77    21    75    14    79 0.93 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   2   4   1.3e-07   5.6e-06   23.5   0.1    35   153    75   198    73   217 0.82 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   3   4       1.6        70   -0.0   0.0    50    79   384   412   376   427 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   4   4   2.7e-05    0.0012   15.7   0.0    16    83   430   498   415   501 0.91 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   1   4   0.00086     0.039   10.8   0.1    23    77    21    75    14    79 0.93 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   2   4   1.3e-07   5.6e-06   23.5   0.1    35   153    75   198    73   217 0.82 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   3   4       1.6        70   -0.0   0.0    50    79   384   412   376   427 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 10915at50557         -            974     4e-15   53.7   1.1   4   4   2.7e-05    0.0012   15.7   0.0    16    83   430   498   415   501 0.91 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 10915at50557         -            974   1.3e-14   52.1   0.0   1   2      0.31        14    2.3   0.0    46    91    12    55     4    59 0.82 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 10915at50557         -            974   1.3e-14   52.1   0.0   2   2     9e-10     4e-08   30.6   0.0    15   110   106   203   103   206 0.90 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 10915at50557         -            974   1.4e-14   51.9   0.0   1   3    0.0035      0.15    8.8   0.0    21    92    26    98    22   125 0.85 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 10915at50557         -            974   1.4e-14   51.9   0.0   2   3   3.5e-06   0.00016   18.7   0.0    47   140   183   286   143   353 0.80 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 10915at50557         -            974   1.4e-14   51.9   0.0   3   3   9.3e-07   4.2e-05   20.6   0.0    15    92   486   569   445   594 0.66 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 10915at50557         -            974   3.3e-14   50.7   0.2   1   4    0.0017     0.076    9.8   0.1    48   145    36   142    25   147 0.61 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 10915at50557         -            974   3.3e-14   50.7   0.2   2   4   9.3e-09   4.2e-07   27.2   0.0    17   105   133   227   118   235 0.77 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 10915at50557         -            974   3.3e-14   50.7   0.2   3   4   0.00032     0.014   12.2   0.0    35    83   197   245   197   261 0.86 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 10915at50557         -            974   3.3e-14   50.7   0.2   4   4    0.0015     0.069    9.9   0.0    34    80   282   328   263   329 0.88 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 10915at50557         -            974   1.9e-13   48.2   0.0   1   2     8e-08   3.6e-06   24.1   0.0    34   113    41   121    14   132 0.84 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 10915at50557         -            974   1.9e-13   48.2   0.0   2   2   4.6e-07   2.1e-05   21.6   0.0    13    75   226   289   214   292 0.88 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 10915at50557         -            974   2.4e-13   47.9   0.3   1   2   2.2e-07   9.9e-06   22.7   0.1    33   121    10    97     1   113 0.82 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 10915at50557         -            974   2.4e-13   47.9   0.3   2   2   1.2e-07   5.2e-06   23.6   0.0    23   112   122   210   112   222 0.84 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 10915at50557         -            974   2.4e-13   47.9   0.3   1   2   2.2e-07   9.9e-06   22.7   0.1    33   121    10    97     1   113 0.82 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 10915at50557         -            974   2.4e-13   47.9   0.3   2   2   1.2e-07   5.2e-06   23.6   0.0    23   112   122   210   112   222 0.84 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 10915at50557         -            974     3e-13   47.5   0.2   1   3   1.7e-05   0.00076   16.4   0.0    21   116   232   330   225   339 0.84 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 10915at50557         -            974     3e-13   47.5   0.2   2   3   0.00022    0.0099   12.7   0.0    17    83   357   424   348   437 0.86 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 10915at50557         -            974     3e-13   47.5   0.2   3   3   6.3e-05    0.0028   14.5   0.1    14    77   439   501   433   505 0.92 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 10915at50557         -            974   3.1e-13   47.5   5.7   1   4      0.17       7.7    3.2   0.0    37    86    91   141    57   152 0.76 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 10915at50557         -            974   3.1e-13   47.5   5.7   2   4     0.026       1.2    5.9   0.0    20    82   159   223   145   230 0.85 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 10915at50557         -            974   3.1e-13   47.5   5.7   3   4   1.1e-06     5e-05   20.3   0.1    47   122   477   555   469   571 0.83 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 10915at50557         -            974   3.1e-13   47.5   5.7   4   4   8.9e-06    0.0004   17.3   0.0    20    87   575   643   561   657 0.87 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 10915at50557         -            974   3.4e-13   47.4   0.0   1   2    0.0016     0.073    9.9   0.0    51    88     3    40     1    46 0.87 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 10915at50557         -            974   3.4e-13   47.4   0.0   2   2   2.1e-11   9.3e-10   36.0   0.0    12    82    47   118    42   128 0.89 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   1   4   0.00022    0.0097   12.8   0.1    14   120     8   121     2   125 0.81 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   2   4    0.0011      0.05   10.4   0.0    18    81    99   163    93   165 0.88 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   3   4   4.7e-07   2.1e-05   21.6   0.0    15    97   138   222   134   231 0.87 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   4   4    0.0035      0.15    8.8   0.0    14    80   223   290   218   290 0.89 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   1   4   0.00022    0.0097   12.8   0.1    14   120     8   121     2   125 0.81 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   2   4    0.0011      0.05   10.4   0.0    18    81    99   163    93   165 0.88 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   3   4   4.7e-07   2.1e-05   21.6   0.0    15    97   138   222   134   231 0.87 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 10915at50557         -            974   4.9e-13   46.8   0.0   4   4    0.0035      0.15    8.8   0.0    14    80   223   290   218   290 0.89 -
