#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.10311.2:126-1661|+ -            512 72085at50557         -            399  4.3e-167  554.8   0.0   1   1  8.3e-169  7.1e-167  554.1   0.0     1   399    35   505    35   505 0.91 -
138762at50557_13249_0:0030f7|STRG.1012.1:27-1445|+   -            473 72085at50557         -            399   8.6e-24   82.9   0.1   1   2      0.43        37    1.8   0.0    54   156    60   175    52   205 0.57 -
138762at50557_13249_0:0030f7|STRG.1012.1:27-1445|+   -            473 72085at50557         -            399   8.6e-24   82.9   0.1   2   2   1.9e-24   1.6e-22   78.8   0.0   219   392   259   451   213   455 0.83 -
72085at50557_64793_0:002c2e|STRG.2724.1:775-1356|+   -            194 72085at50557         -            399   1.5e-23   82.2   0.0   1   1   1.9e-25   1.6e-23   82.1   0.0   217   382    14   193     1   194 0.84 -
138762at50557_13249_0:0030f7|STRG.1003.1:163-1506|+  -            448 72085at50557         -            399   7.1e-23   79.9   0.1   1   1   6.1e-24   5.2e-22   77.1   0.1   219   391   234   425    69   431 0.86 -
138762at50557_13249_0:0030f7|STRG.1006.1:205-1626|+  -            474 72085at50557         -            399   7.6e-23   79.8   0.2   1   2       1.5   1.3e+02    0.0   0.0   115   157   135   176    95   193 0.75 -
138762at50557_13249_0:0030f7|STRG.1006.1:205-1626|+  -            474 72085at50557         -            399   7.6e-23   79.8   0.2   2   2   4.9e-24   4.1e-22   77.4   0.0   211   390   252   450   212   457 0.79 -
138762at50557_13249_0:0030f7|STRG.15573.1:82-1554|+  -            491 72085at50557         -            399     2e-22   78.4   0.1   1   2       2.4     2e+02   -0.6   0.0    93   140   116   164   106   203 0.54 -
138762at50557_13249_0:0030f7|STRG.15573.1:82-1554|+  -            491 72085at50557         -            399     2e-22   78.4   0.1   2   2     1e-23   8.5e-22   76.4   0.0   220   385   278   462   235   473 0.83 -
72085at50557_454923_0:00037b|STRG.6973.1:173-1411|+  -            413 72085at50557         -            399   2.5e-22   78.1   0.4   1   3      0.64        54    1.3   0.1     2    65     2    67     1    75 0.68 -
72085at50557_454923_0:00037b|STRG.6973.1:173-1411|+  -            413 72085at50557         -            399   2.5e-22   78.1   0.4   2   3       6.1   5.1e+02   -2.0   0.0   129   177   113   159   104   218 0.52 -
72085at50557_454923_0:00037b|STRG.6973.1:173-1411|+  -            413 72085at50557         -            399   2.5e-22   78.1   0.4   3   3   4.1e-23   3.4e-21   74.3   0.0   230   381   245   411   198   413 0.78 -
138762at50557_13249_0:0030f7|STRG.1007.1:860-2191|+  -            444 72085at50557         -            399   4.6e-22   77.2   0.0   1   2       2.1   1.8e+02   -0.4   0.0   116   157   136   176    94   191 0.70 -
138762at50557_13249_0:0030f7|STRG.1007.1:860-2191|+  -            444 72085at50557         -            399   4.6e-22   77.2   0.0   2   2   2.4e-23   2.1e-21   75.1   0.0   220   382   261   442   243   444 0.85 -
138762at50557_13249_0:0030f7|STRG.5141.1:158-1576|+  -            473 72085at50557         -            399   9.1e-22   76.3   0.1   1   2       6.5   5.5e+02   -2.1   0.0   129   156   148   175    95   182 0.64 -
138762at50557_13249_0:0030f7|STRG.5141.1:158-1576|+  -            473 72085at50557         -            399   9.1e-22   76.3   0.1   2   2   3.1e-23   2.6e-21   74.7   0.0   205   393   245   452   178   456 0.77 -
138762at50557_13249_0:0030f7|STRG.5131.1:190-1626|+  -            479 72085at50557         -            399   1.1e-21   76.0   0.1   1   2       2.5   2.1e+02   -0.7   0.0   113   157   132   175    95   183 0.73 -
138762at50557_13249_0:0030f7|STRG.5131.1:190-1626|+  -            479 72085at50557         -            399   1.1e-21   76.0   0.1   2   2   5.7e-23   4.8e-21   73.9   0.0   217   392   260   456   213   459 0.78 -
138762at50557_13249_0:0030f7|STRG.1009.1:500-1924|+  -            475 72085at50557         -            399   1.3e-21   75.8   0.0   1   2       2.8   2.4e+02   -0.9   0.0   126   157   145   176   100   190 0.84 -
138762at50557_13249_0:0030f7|STRG.1009.1:500-1924|+  -            475 72085at50557         -            399   1.3e-21   75.8   0.0   2   2   6.6e-23   5.6e-21   73.6   0.0   220   389   261   449   219   457 0.86 -
72085at50557_456900_0:0000ee|STRG.6972.1:137-1462|+  -            442 72085at50557         -            399   2.2e-21   75.0   0.0   1   2       0.2        17    2.9   0.0    50   105    45    97     4   130 0.75 -
72085at50557_456900_0:0000ee|STRG.6972.1:137-1462|+  -            442 72085at50557         -            399   2.2e-21   75.0   0.0   2   2   9.7e-22   8.3e-20   69.8   0.0   233   382   278   441   252   442 0.82 -
72085at50557_456900_0:0000ee|STRG.6972.2:369-1694|+  -            442 72085at50557         -            399   2.2e-21   75.0   0.0   1   2       0.2        17    2.9   0.0    50   105    45    97     4   130 0.75 -
72085at50557_456900_0:0000ee|STRG.6972.2:369-1694|+  -            442 72085at50557         -            399   2.2e-21   75.0   0.0   2   2   9.7e-22   8.3e-20   69.8   0.0   233   382   278   441   252   442 0.82 -
72085at50557_64793_0:002c2e|STRG.9721.1:45-731|+     -            229 72085at50557         -            399   2.8e-21   74.7   0.1   1   1   3.8e-23   3.2e-21   74.4   0.1   215   382    44   227     7   229 0.85 -
72085at50557_64793_0:002c2e|STRG.9721.2:146-832|+    -            229 72085at50557         -            399   2.8e-21   74.7   0.1   1   1   3.8e-23   3.2e-21   74.4   0.1   215   382    44   227     7   229 0.85 -
138762at50557_13249_0:0030f7|STRG.1008.1:167-1585|+  -            473 72085at50557         -            399   4.7e-21   73.9   0.0   1   2       1.5   1.3e+02    0.0   0.0   129   157   148   176    96   188 0.84 -
138762at50557_13249_0:0030f7|STRG.1008.1:167-1585|+  -            473 72085at50557         -            399   4.7e-21   73.9   0.0   2   2   3.5e-22     3e-20   71.3   0.0   220   392   261   452   218   457 0.84 -
72085at50557_7460_0:00258b|STRG.6972.3:151-1236|+    -            362 72085at50557         -            399   1.1e-20   72.7   0.0   1   2       8.9   7.5e+02   -2.5   0.0    90   104     1    15     1    29 0.90 -
72085at50557_7460_0:00258b|STRG.6972.3:151-1236|+    -            362 72085at50557         -            399   1.1e-20   72.7   0.0   2   2   3.7e-22   3.1e-20   71.2   0.0   233   383   197   361   170   362 0.82 -
126811at50557_39758_0:001e02|STRG.14229.1:255-1523|+ -            423 72085at50557         -            399   1.1e-20   72.6   3.3   1   3       8.9   7.6e+02   -2.5   0.0    51    68    16    33    12    49 0.80 -
126811at50557_39758_0:001e02|STRG.14229.1:255-1523|+ -            423 72085at50557         -            399   1.1e-20   72.6   3.3   2   3       2.2   1.9e+02   -0.5   0.1   131   200   106   177    94   194 0.61 -
126811at50557_39758_0:001e02|STRG.14229.1:255-1523|+ -            423 72085at50557         -            399   1.1e-20   72.6   3.3   3   3   1.3e-22   1.1e-20   72.6   3.3   154   390   153   409   130   417 0.82 -
94143at50557_319348_0:0040ff|STRG.13249.1:84-1298|+  -            405 72085at50557         -            399   6.9e-20   70.1   0.5   1   2       2.8   2.4e+02   -0.9   0.0    35    65     3    32     2    85 0.88 -
94143at50557_319348_0:0040ff|STRG.13249.1:84-1298|+  -            405 72085at50557         -            399   6.9e-20   70.1   0.5   2   2   2.9e-21   2.4e-19   68.3   0.3   232   382   246   404   212   405 0.84 -
72085at50557_197043_0:003e79|STRG.1008.1:2092-2625|+ -            178 72085at50557         -            399   1.1e-19   69.4   0.0   1   1   1.5e-21   1.3e-19   69.2   0.0   221   378     1   177     1   178 0.81 -
72085at50557_64793_0:002c2e|STRG.16111.1:826-1566|+  -            247 72085at50557         -            399   1.2e-19   69.3   0.0   1   1   1.8e-21   1.6e-19   68.9   0.0   198   394    14   233     5   237 0.76 -
138762at50557_13249_0:0030f7|STRG.16102.1:157-1611|+ -            485 72085at50557         -            399   1.2e-19   69.2   0.1   1   3      0.12       9.8    3.7   0.0   103   160   129   187    16   192 0.74 -
138762at50557_13249_0:0030f7|STRG.16102.1:157-1611|+ -            485 72085at50557         -            399   1.2e-19   69.2   0.1   2   3       1.8   1.5e+02   -0.2   0.0   113   139   239   265   230   273 0.86 -
138762at50557_13249_0:0030f7|STRG.16102.1:157-1611|+ -            485 72085at50557         -            399   1.2e-19   69.2   0.1   3   3   2.3e-19     2e-17   62.0   0.0   212   385   260   452   240   460 0.80 -
138762at50557_13249_0:0030f7|STRG.16102.2:136-1590|+ -            485 72085at50557         -            399   1.2e-19   69.2   0.1   1   3      0.12       9.8    3.7   0.0   103   160   129   187    16   192 0.74 -
138762at50557_13249_0:0030f7|STRG.16102.2:136-1590|+ -            485 72085at50557         -            399   1.2e-19   69.2   0.1   2   3       1.8   1.5e+02   -0.2   0.0   113   139   239   265   230   273 0.86 -
138762at50557_13249_0:0030f7|STRG.16102.2:136-1590|+ -            485 72085at50557         -            399   1.2e-19   69.2   0.1   3   3   2.3e-19     2e-17   62.0   0.0   212   385   260   452   240   460 0.80 -
138762at50557_13249_0:0030f7|STRG.15197.1:410-1783|+ -            458 72085at50557         -            399   1.6e-19   68.9   0.1   1   3       1.2     1e+02    0.3   0.0   115   160   116   160    99   173 0.77 -
138762at50557_13249_0:0030f7|STRG.15197.1:410-1783|+ -            458 72085at50557         -            399   1.6e-19   68.9   0.1   2   3      0.62        52    1.3   0.1   113   137   212   236   199   240 0.86 -
138762at50557_13249_0:0030f7|STRG.15197.1:410-1783|+ -            458 72085at50557         -            399   1.6e-19   68.9   0.1   3   3   1.1e-19   9.5e-18   63.0   0.0   227   386   251   426   240   439 0.82 -
138762at50557_13249_0:0030f7|STRG.5134.1:860-2311|+  -            484 72085at50557         -            399   1.6e-19   68.9   0.0   1   2       1.5   1.3e+02    0.1   0.0    86   119   109   142    68   199 0.61 -
138762at50557_13249_0:0030f7|STRG.5134.1:860-2311|+  -            484 72085at50557         -            399   1.6e-19   68.9   0.0   2   2   1.5e-20   1.3e-18   65.9   0.0   221   385   279   465   265   473 0.80 -
126811at50557_39758_0:001e02|STRG.16336.1:384-1793|+ -            470 72085at50557         -            399   2.4e-19   68.3   0.0   1   2      0.23        20    2.7   0.0    52   106    10    61     5   117 0.80 -
126811at50557_39758_0:001e02|STRG.16336.1:384-1793|+ -            470 72085at50557         -            399   2.4e-19   68.3   0.0   2   2   1.1e-19   9.1e-18   63.1   0.0   232   385   265   434   246   438 0.82 -
138762at50557_13249_0:0030f7|STRG.5137.1:164-1663|+  -            500 72085at50557         -            399   7.1e-19   66.7   0.0   1   1   2.1e-20   1.8e-18   65.4   0.0   220   385   274   461   260   472 0.83 -
94143at50557_286706_0:002f5f|STRG.14355.1:226-1392|+ -            389 72085at50557         -            399   8.5e-19   66.5   0.0   1   2     0.029       2.5    5.7   0.1   118   194    56   129    10   177 0.75 -
94143at50557_286706_0:002f5f|STRG.14355.1:226-1392|+ -            389 72085at50557         -            399   8.5e-19   66.5   0.0   2   2   2.4e-18   2.1e-16   58.6   0.0   219   385   198   378   173   383 0.82 -
138762at50557_13249_0:0030f7|STRG.8563.1:112-1584|+  -            491 72085at50557         -            399   8.5e-19   66.5   0.0   1   1     2e-20   1.7e-18   65.5   0.0   205   385   260   456   231   465 0.82 -
138762at50557_13249_0:0030f7|STRG.16110.1:108-1604|+ -            499 72085at50557         -            399   1.1e-18   66.1   0.0   1   2       2.4     2e+02   -0.6   0.0    96   257   123   168    80   190 0.59 -
138762at50557_13249_0:0030f7|STRG.16110.1:108-1604|+ -            499 72085at50557         -            399   1.1e-18   66.1   0.0   2   2   5.2e-20   4.4e-18   64.1   0.0   219   393   283   476   226   481 0.81 -
138762at50557_13249_0:0030f7|STRG.2313.2:221-1597|+  -            459 72085at50557         -            399   1.5e-18   65.6   1.9   1   2      0.03       2.6    5.6   0.9     6   157    27   193    23   201 0.57 -
138762at50557_13249_0:0030f7|STRG.2313.2:221-1597|+  -            459 72085at50557         -            399   1.5e-18   65.6   1.9   2   2   1.6e-17   1.4e-15   55.9   0.0   231   384   290   459   276   459 0.81 -
138762at50557_13249_0:0030f7|STRG.14355.2:324-1814|+ -            497 72085at50557         -            399   2.3e-18   65.0   0.0   1   2     0.046       3.9    5.0   0.1   118   194   147   220   101   267 0.76 -
138762at50557_13249_0:0030f7|STRG.14355.2:324-1814|+ -            497 72085at50557         -            399   2.3e-18   65.0   0.0   2   2     5e-18   4.2e-16   57.6   0.0   219   385   289   469   283   473 0.81 -
138762at50557_13249_0:0030f7|STRG.14355.3:121-1611|+ -            497 72085at50557         -            399   2.3e-18   65.0   0.0   1   2     0.046       3.9    5.0   0.1   118   194   147   220   101   267 0.76 -
138762at50557_13249_0:0030f7|STRG.14355.3:121-1611|+ -            497 72085at50557         -            399   2.3e-18   65.0   0.0   2   2     5e-18   4.2e-16   57.6   0.0   219   385   289   469   283   473 0.81 -
138762at50557_13249_0:0030f7|STRG.5143.1:106-1479|+  -            458 72085at50557         -            399   4.8e-18   64.0   0.0   1   2       5.6   4.7e+02   -1.8   0.0   126   155   157   186   108   191 0.65 -
138762at50557_13249_0:0030f7|STRG.5143.1:106-1479|+  -            458 72085at50557         -            399   4.8e-18   64.0   0.0   2   2   1.7e-19   1.4e-17   62.5   0.0   220   383   273   457   263   458 0.85 -
138762at50557_13249_0:0030f7|STRG.7506.1:91-1557|+   -            489 72085at50557         -            399   5.4e-18   63.8   0.9   1   2         2   1.7e+02   -0.4   0.4   175   275    71   174    34   181 0.67 -
138762at50557_13249_0:0030f7|STRG.7506.1:91-1557|+   -            489 72085at50557         -            399   5.4e-18   63.8   0.9   2   2   1.9e-19   1.6e-17   62.3   0.0   183   393   234   466   198   471 0.75 -
138762at50557_13249_0:0030f7|STRG.8332.1:165-1640|+  -            492 72085at50557         -            399   5.6e-18   63.8   0.0   1   1   1.3e-19   1.1e-17   62.8   0.0   233   385   298   462   286   475 0.85 -
138762at50557_13249_0:0030f7|STRG.15437.1:797-2158|+ -            454 72085at50557         -            399   5.6e-18   63.8   0.0   1   1   2.1e-19   1.8e-17   62.1   0.0   199   384   246   452   130   454 0.69 -
138762at50557_13249_0:0030f7|STRG.15437.3:518-1879|+ -            454 72085at50557         -            399   5.6e-18   63.8   0.0   1   1   2.1e-19   1.8e-17   62.1   0.0   199   384   246   452   130   454 0.69 -
138762at50557_13249_0:0030f7|STRG.15437.4:797-2158|+ -            454 72085at50557         -            399   5.6e-18   63.8   0.0   1   1   2.1e-19   1.8e-17   62.1   0.0   199   384   246   452   130   454 0.69 -
138762at50557_13249_0:0030f7|STRG.15162.1:412-1896|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   1   4       4.6   3.9e+02   -1.6   0.0     5    22    26    43    23    76 0.76 -
138762at50557_13249_0:0030f7|STRG.15162.1:412-1896|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   2   4       4.1   3.5e+02   -1.4   0.0   115   160   152   196   136   201 0.72 -
138762at50557_13249_0:0030f7|STRG.15162.1:412-1896|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   3   4       2.4   2.1e+02   -0.7   0.0   112   137   248   273   238   279 0.84 -
138762at50557_13249_0:0030f7|STRG.15162.1:412-1896|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   4   4   2.5e-18   2.1e-16   58.6   0.0   230   385   291   462   277   476 0.83 -
138762at50557_13249_0:0030f7|STRG.15162.2:309-1793|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   1   4       4.6   3.9e+02   -1.6   0.0     5    22    26    43    23    76 0.76 -
138762at50557_13249_0:0030f7|STRG.15162.2:309-1793|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   2   4       4.1   3.5e+02   -1.4   0.0   115   160   152   196   136   201 0.72 -
138762at50557_13249_0:0030f7|STRG.15162.2:309-1793|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   3   4       2.4   2.1e+02   -0.7   0.0   112   137   248   273   238   279 0.84 -
138762at50557_13249_0:0030f7|STRG.15162.2:309-1793|+ -            495 72085at50557         -            399     1e-17   62.9   0.1   4   4   2.5e-18   2.1e-16   58.6   0.0   230   385   291   462   277   476 0.83 -
138762at50557_13249_0:0030f7|STRG.15162.3:18-1502|+  -            495 72085at50557         -            399     1e-17   62.9   0.1   1   4       4.6   3.9e+02   -1.6   0.0     5    22    26    43    23    76 0.76 -
138762at50557_13249_0:0030f7|STRG.15162.3:18-1502|+  -            495 72085at50557         -            399     1e-17   62.9   0.1   2   4       4.1   3.5e+02   -1.4   0.0   115   160   152   196   136   201 0.72 -
138762at50557_13249_0:0030f7|STRG.15162.3:18-1502|+  -            495 72085at50557         -            399     1e-17   62.9   0.1   3   4       2.4   2.1e+02   -0.7   0.0   112   137   248   273   238   279 0.84 -
138762at50557_13249_0:0030f7|STRG.15162.3:18-1502|+  -            495 72085at50557         -            399     1e-17   62.9   0.1   4   4   2.5e-18   2.1e-16   58.6   0.0   230   385   291   462   277   476 0.83 -
72085at50557_286306_0:003fb5|STRG.9721.4:17-856|+    -            280 72085at50557         -            399   1.5e-17   62.4   0.3   1   1   3.5e-19     3e-17   61.4   0.3   266   389   125   254     7   262 0.73 -
138762at50557_13249_0:0030f7|STRG.15437.2:260-1633|+ -            458 72085at50557         -            399   1.8e-17   62.1   0.0   1   1   9.7e-19   8.2e-17   59.9   0.0   231   384   288   456   130   458 0.81 -
72085at50557_224129_0:0015e5|STRG.9721.3:51-527|+    -            159 72085at50557         -            399     2e-17   62.0   0.0   1   1   2.5e-19   2.1e-17   61.9   0.0   267   384    33   156     3   159 0.82 -
138762at50557_13249_0:0030f7|STRG.12857.3:268-1260|+ -            331 72085at50557         -            399   2.5e-17   61.6   0.0   1   1   3.8e-19   3.2e-17   61.3   0.0   178   384   106   331    99   331 0.77 -
138762at50557_13249_0:0030f7|STRG.15065.1:91-1554|+  -            488 72085at50557         -            399   2.6e-17   61.6   0.9   1   2       2.1   1.8e+02   -0.4   0.2   177   248    73   148    33   181 0.54 -
138762at50557_13249_0:0030f7|STRG.15065.1:91-1554|+  -            488 72085at50557         -            399   2.6e-17   61.6   0.9   2   2     7e-19     6e-17   60.4   0.0   219   393   273   466   203   471 0.80 -
72085at50557_224129_0:0015e5|STRG.14229.2:699-1163|+ -            155 72085at50557         -            399   2.8e-17   61.5   0.0   1   1   3.7e-19   3.1e-17   61.3   0.0   246   382     5   155     1   155 0.80 -
138762at50557_13249_0:0030f7|STRG.14592.1:124-1467|+ -            448 72085at50557         -            399   3.6e-17   61.1   0.1   1   2      0.87        74    0.8   0.0   113   154   131   171    54   190 0.62 -
