#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109573at50557_103372_0:0023c7|STRG.6778.1:486-1139|+   -            218 109573at50557        -            185  1.2e-107  356.4   0.0   1   1  2.6e-109  1.5e-107  356.1   0.0     1   182     1   198     1   200 0.96 -
140221at50557_568069_0:001a32|STRG.7138.2:672-1136|+   -            155 109573at50557        -            185   5.9e-16   57.6   0.0   1   1   1.2e-17     7e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.7138.3:871-1335|+   -            155 109573at50557        -            185   5.9e-16   57.6   0.0   1   1   1.2e-17     7e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.7138.4:876-1340|+   -            155 109573at50557        -            185   5.9e-16   57.6   0.0   1   1   1.2e-17     7e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.7138.5:524-988|+    -            155 109573at50557        -            185   5.9e-16   57.6   0.0   1   1   1.2e-17     7e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.7138.6:243-707|+    -            155 109573at50557        -            185   5.9e-16   57.6   0.0   1   1   1.2e-17     7e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
140221at50557_568069_0:001a32|STRG.15185.1:546-1025|+  -            160 109573at50557        -            185   5.2e-15   54.5   0.0   1   1     1e-16   5.8e-15   54.3   0.0    11   130     5   122     2   153 0.80 -
129498at50557_7220_0:0008bf|STRG.5677.1:76-453|+       -            126 109573at50557        -            185   1.5e-14   53.0   0.0   1   1   2.8e-16   1.6e-14   52.9   0.0    55   137     1    84     1   116 0.84 -
129498at50557_7227_0:0034ce|STRG.5677.5:200-610|+      -            137 109573at50557        -            185   1.8e-14   52.7   0.0   1   1   3.4e-16   1.9e-14   52.6   0.0    55   137     1    84     1   121 0.84 -
140221at50557_568069_0:001a32|STRG.10510.1:85-576|+    -            164 109573at50557        -            185   2.3e-14   52.4   0.0   1   1   4.6e-16   2.7e-14   52.2   0.0    11   130     9   126     6   158 0.82 -
140221at50557_568069_0:001a32|STRG.10510.2:85-576|+    -            164 109573at50557        -            185   2.3e-14   52.4   0.0   1   1   4.6e-16   2.7e-14   52.2   0.0    11   130     9   126     6   158 0.82 -
108271at50557_40932_0:00088c|STRG.13341.1:616-1244|+   -            167 109573at50557        -            185     3e-14   52.0   0.0   1   1   5.8e-16   3.3e-14   51.9   0.0    10   153     2   146     1   165 0.84 -
108271at50557_43041_0:000285|STRG.13341.2:450-989|+    -            180 109573at50557        -            185   3.1e-14   52.0   0.0   1   1   6.7e-16   3.9e-14   51.6   0.0    10   152    16   159    13   177 0.84 -
115559at50557_286306_0:000620|STRG.8150.1:162-767|+    -            202 109573at50557        -            185   3.5e-14   51.8   0.1   1   1   7.8e-16   4.5e-14   51.4   0.1    10   168    27   194    20   201 0.80 -
115559at50557_286306_0:000620|STRG.8150.2:422-1027|+   -            202 109573at50557        -            185   3.5e-14   51.8   0.1   1   1   7.8e-16   4.5e-14   51.4   0.1    10   168    27   194    20   201 0.80 -
140221at50557_568069_0:001a32|STRG.14807.1:284-763|+   -            160 109573at50557        -            185   7.1e-13   47.5   0.0   1   1   1.4e-14   8.3e-13   47.3   0.0    11   136     5   128     2   154 0.81 -
129498at50557_7282_0:0022e4|STRG.5677.2:76-462|+       -            129 109573at50557        -            185   2.1e-12   46.0   0.0   1   1   4.9e-14   2.8e-12   45.6   0.0    55   106     1    53     1    63 0.92 -
140221at50557_568069_0:001a32|STRG.4227.1:243-719|+    -            159 109573at50557        -            185   3.3e-12   45.3   0.0   1   1   6.4e-14   3.7e-12   45.2   0.0    10   132     3   123     1   148 0.83 -
140221at50557_568069_0:001a32|STRG.7077.1:540-1019|+   -            160 109573at50557        -            185   3.7e-12   45.2   0.0   1   1   7.5e-14   4.3e-12   45.0   0.0    11   135     5   127     2   156 0.76 -
140221at50557_568069_0:001a32|STRG.7077.2:104-583|+    -            160 109573at50557        -            185   3.7e-12   45.2   0.0   1   1   7.5e-14   4.3e-12   45.0   0.0    11   135     5   127     2   156 0.76 -
140221at50557_568069_0:001a32|STRG.7077.3:104-583|+    -            160 109573at50557        -            185   3.7e-12   45.2   0.0   1   1   7.5e-14   4.3e-12   45.0   0.0    11   135     5   127     2   156 0.76 -
105221at50557_7460_0:001362|STRG.1549.1:0-635|+        -            212 109573at50557        -            185   4.6e-12   44.9   0.0   1   1   9.8e-14   5.6e-12   44.6   0.0     9   159    23   185    17   209 0.77 -
140221at50557_568069_0:001a32|STRG.12000.1:272-718|+   -            149 109573at50557        -            185   1.9e-11   42.9   0.0   1   1   3.7e-13   2.1e-11   42.7   0.0    13   129     4   118     1   136 0.87 -
140221at50557_568069_0:001a32|STRG.12000.2:166-612|+   -            149 109573at50557        -            185   1.9e-11   42.9   0.0   1   1   3.7e-13   2.1e-11   42.7   0.0    13   129     4   118     1   136 0.87 -
140221at50557_568069_0:001a32|STRG.12000.3:1716-2162|+ -            149 109573at50557        -            185   1.9e-11   42.9   0.0   1   1   3.7e-13   2.1e-11   42.7   0.0    13   129     4   118     1   136 0.87 -
140221at50557_568069_0:001a32|STRG.12000.4:1629-2075|+ -            149 109573at50557        -            185   1.9e-11   42.9   0.0   1   1   3.7e-13   2.1e-11   42.7   0.0    13   129     4   118     1   136 0.87 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 109573at50557        -            185   3.5e-11   42.0   0.4   1   2   1.4e-10   7.9e-09   34.3   0.1     6    67     9    74     5    77 0.84 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 109573at50557        -            185   3.5e-11   42.0   0.4   2   2     0.034         2    7.0   0.0   110   165    74   139    72   146 0.76 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 109573at50557        -            185   3.5e-11   42.0   0.4   1   2   1.4e-10   7.9e-09   34.3   0.1     6    67     9    74     5    77 0.84 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 109573at50557        -            185   3.5e-11   42.0   0.4   2   2     0.034         2    7.0   0.0   110   165    74   139    72   146 0.76 -
105221at50557_166361_0:00208a|STRG.13597.4:753-1076|+  -            108 109573at50557        -            185   3.4e-10   38.8   0.1   1   1   6.5e-12   3.7e-10   38.7   0.1    65   147     1    87     1   107 0.80 -
109573at50557_1507135_0:000e82|STRG.3953.2:127-720|+   -            198 109573at50557        -            185   8.1e-10   37.6   0.0   1   1   4.2e-11   2.4e-09   36.0   0.0    12   107     2   102     1   173 0.88 -
105221at50557_29053_0:00200e|STRG.8635.1:50-580|+      -            177 109573at50557        -            185   9.7e-09   34.0   0.0   1   1     2e-10   1.1e-08   33.8   0.0     9   139     9   142     2   172 0.86 -
107216at50557_28612_0:00371f|STRG.1934.1:1259-1612|+   -            118 109573at50557        -            185     4e-08   32.1   0.1   1   2   7.7e-06   0.00044   18.9   0.0    11    47     3    39     1    42 0.93 -
107216at50557_28612_0:00371f|STRG.1934.1:1259-1612|+   -            118 109573at50557        -            185     4e-08   32.1   0.1   2   2    0.0012      0.07   11.7   0.0    94   145    43   100    39   118 0.69 -
107216at50557_7394_0:0010f2|STRG.16582.4:1009-1605|+   -            199 109573at50557        -            185     4e-08   32.0   0.1   1   1     2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
107216at50557_7394_0:0010f2|STRG.16582.5:678-1274|+    -            199 109573at50557        -            185     4e-08   32.0   0.1   1   1     2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
107216at50557_7394_0:0010f2|STRG.16582.7:836-1432|+    -            199 109573at50557        -            185     4e-08   32.0   0.1   1   1     2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
107216at50557_7394_0:0010f2|STRG.16582.8:1736-2332|+   -            199 109573at50557        -            185     4e-08   32.0   0.1   1   1     2e-09   1.1e-07   30.6   0.1    11   128     9   138     4   154 0.72 -
105221at50557_121845_0:0034ac|STRG.14839.1:338-871|+   -            178 109573at50557        -            185   5.2e-08   31.7   0.2   1   1   6.1e-09   3.5e-07   29.0   0.2    10   151     7   162     4   175 0.71 -
108755at50557_7070_0:0026e1|STRG.16026.1:302-890|+     -            173 109573at50557        -            185   6.7e-08   31.3   0.0   1   2   6.8e-09   3.9e-07   28.8   0.0    12    70     2    61     1    73 0.88 -
108755at50557_7070_0:0026e1|STRG.16026.1:302-890|+     -            173 109573at50557        -            185   6.7e-08   31.3   0.0   2   2       3.3   1.9e+02    0.5   0.0    93   109   129   145    83   156 0.81 -
105221at50557_54969_0:000f08|STRG.2729.4:255-743|+     -            163 109573at50557        -            185   1.7e-07   30.0   0.2   1   1   3.9e-09   2.2e-07   29.6   0.2    10   147     6   143     3   161 0.79 -
105221at50557_54969_0:000f08|STRG.2729.5:255-743|+     -            163 109573at50557        -            185   1.7e-07   30.0   0.2   1   1   3.9e-09   2.2e-07   29.6   0.2    10   147     6   143     3   161 0.79 -
111939at50557_103372_0:001457|STRG.16430.1:189-746|+   -            186 109573at50557        -            185   1.9e-07   29.8   0.0   1   1   4.2e-09   2.4e-07   29.5   0.0     9   107    20   111    13   144 0.76 -
105221at50557_121845_0:0034ac|STRG.14839.2:335-973|+   -            175 109573at50557        -            185   2.9e-07   29.2   0.1   1   1   6.6e-08   3.8e-06   25.6   0.1    10   151     7   159     4   172 0.68 -
118237at50557_7070_0:00080a|STRG.12030.1:1510-1986|+   -            159 109573at50557        -            185   7.6e-07   27.9   0.0   1   1   1.6e-08   9.3e-07   27.6   0.0    11    99     2    86     1   115 0.85 -
118237at50557_7070_0:00080a|STRG.12030.2:1510-1986|+   -            159 109573at50557        -            185   7.6e-07   27.9   0.0   1   1   1.6e-08   9.3e-07   27.6   0.0    11    99     2    86     1   115 0.85 -
118237at50557_56086_0:002463|STRG.9598.1:733-1242|+    -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_56086_0:002463|STRG.9598.2:211-720|+     -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_56086_0:002463|STRG.9598.3:539-1048|+    -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_56086_0:002463|STRG.9598.4:216-725|+     -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_56086_0:002463|STRG.9598.5:443-952|+     -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_56086_0:002463|STRG.9598.6:516-1025|+    -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_56086_0:002463|STRG.9598.7:510-1019|+    -            170 109573at50557        -            185   1.6e-06   26.8   0.0   1   1   3.3e-08   1.9e-06   26.6   0.0     7   111    15   111     8   147 0.75 -
118237at50557_28612_0:004a80|STRG.16267.1:498-1037|+   -            180 109573at50557        -            185   4.6e-06   25.3   0.0   1   1   9.6e-08   5.6e-06   25.1   0.0     8    95    16    97     9   152 0.74 -
118237at50557_411798_0:000ee6|STRG.15223.1:521-1141|+  -            207 109573at50557        -            185   8.3e-06   24.5   0.0   1   1   1.7e-07   9.9e-06   24.2   0.0    52   127    65   141    25   164 0.67 -
118237at50557_121845_0:0047c3|STRG.11737.1:129-647|+   -            173 109573at50557        -            185   9.9e-06   24.2   0.0   1   1     2e-07   1.1e-05   24.1   0.0     9    94    17    96     8   148 0.78 -
118237at50557_121845_0:0047c3|STRG.11737.2:312-830|+   -            173 109573at50557        -            185   9.9e-06   24.2   0.0   1   1     2e-07   1.1e-05   24.1   0.0     9    94    17    96     8   148 0.78 -
