#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
65980at50557_411798_0:003970|STRG.15019.2:359-2822|+  -            504 65980at50557         -            380  1.1e-165  550.3   3.6   1   1  3.7e-168  1.6e-165  549.7   3.6     1   374     4   426     4   433 0.92 -
35300at50557_520822_0:00001c|STRG.14779.1:1954-2394|+ -            147 65980at50557         -            380    0.0044   15.1   0.2   2   2   0.00045       0.2    9.6   0.1   210   252    72   114    67   135 0.84 -
35300at50557_520822_0:00001c|STRG.14779.2:1881-2321|+ -            147 65980at50557         -            380    0.0044   15.1   0.2   1   2     0.026        11    3.9   0.0   303   333    29    59    20    72 0.54 -
35300at50557_520822_0:00001c|STRG.14779.2:1881-2321|+ -            147 65980at50557         -            380    0.0044   15.1   0.2   2   2   0.00045       0.2    9.6   0.1   210   252    72   114    67   135 0.84 -
15852at50557_103372_0:0023aa|STRG.8306.1:242-3040|+   -            933 65980at50557         -            380    0.0044   15.1   0.4   1   3     0.045        20    3.0   0.0   214   262   341   389   335   395 0.91 -
15852at50557_103372_0:0023aa|STRG.8306.1:242-3040|+   -            933 65980at50557         -            380    0.0044   15.1   0.4   2   3    0.0038       1.7    6.6   0.0   203   253   393   440   377   456 0.79 -
15852at50557_103372_0:0023aa|STRG.8306.1:242-3040|+   -            933 65980at50557         -            380    0.0044   15.1   0.4   3   3      0.06        26    2.6   0.0   190   245   685   742   665   775 0.59 -
27499at50557_103372_0:00117b|STRG.1105.1:144-2702|+   -            853 65980at50557         -            380     0.005   14.9   2.2   1   5     0.011       4.7    5.1   0.0     3    43    18    58    16    75 0.90 -
27499at50557_103372_0:00117b|STRG.1105.1:144-2702|+   -            853 65980at50557         -            380     0.005   14.9   2.2   2   5      0.81   3.6e+02   -1.1   0.0   315   346    96   128    88   135 0.61 -
27499at50557_103372_0:00117b|STRG.1105.1:144-2702|+   -            853 65980at50557         -            380     0.005   14.9   2.2   3   5      0.16        72    1.2   0.0   208   245   227   264   198   334 0.73 -
27499at50557_103372_0:00117b|STRG.1105.1:144-2702|+   -            853 65980at50557         -            380     0.005   14.9   2.2   4   5     0.024        11    3.9   0.0   209   260   379   430   372   438 0.91 -
27499at50557_103372_0:00117b|STRG.1105.1:144-2702|+   -            853 65980at50557         -            380     0.005   14.9   2.2   5   5       1.3   5.9e+02   -1.8   0.0     4    48   491   540   489   548 0.69 -
57156at50557_103372_0:001116|STRG.3154.1:171-1784|+   -            538 65980at50557         -            380    0.0071   14.4   0.6   1   3      0.92   4.1e+02   -1.3   0.0   310   338    16    44     8    53 0.86 -
57156at50557_103372_0:001116|STRG.3154.1:171-1784|+   -            538 65980at50557         -            380    0.0071   14.4   0.6   2   3    0.0088       3.9    5.4   0.2     5    41   271   307   266   312 0.85 -
57156at50557_103372_0:001116|STRG.3154.1:171-1784|+   -            538 65980at50557         -            380    0.0071   14.4   0.6   3   3     0.012       5.2    5.0   0.0   212   271   406   468   403   472 0.84 -
108301at50557_56086_0:003139|STRG.14341.1:1219-1611|+ -            131 65980at50557         -            380    0.0072   14.4   0.1   1   1   3.6e-05     0.016   13.3   0.0   194   273    42   124    36   129 0.85 -
108301at50557_56086_0:003139|STRG.14341.2:966-1358|+  -            131 65980at50557         -            380    0.0072   14.4   0.1   1   1   3.6e-05     0.016   13.3   0.0   194   273    42   124    36   129 0.85 -
108301at50557_56086_0:003139|STRG.14341.3:899-1291|+  -            131 65980at50557         -            380    0.0072   14.4   0.1   1   1   3.6e-05     0.016   13.3   0.0   194   273    42   124    36   129 0.85 -
108301at50557_56086_0:003139|STRG.14341.4:973-1365|+  -            131 65980at50557         -            380    0.0072   14.4   0.1   1   1   3.6e-05     0.016   13.3   0.0   194   273    42   124    36   129 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/65980at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/65980at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/65980at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:29:21 2024
# [ok]
