#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+      -            652 31374at50557         -            569  2.2e-291  966.2  18.7   1   1  6.7e-291    2e-289  959.7  18.7     1   569     4   646     4   646 0.94 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 31374at50557         -            569   2.5e-35  120.8  17.2   1   4   3.5e-14     1e-12   46.1   0.2   341   420    12    94     7    98 0.91 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 31374at50557         -            569   2.5e-35  120.8  17.2   2   4   2.2e-13   6.6e-12   43.5   0.2   380   459    98   179    95   186 0.85 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 31374at50557         -            569   2.5e-35  120.8  17.2   3   4   4.3e-06   0.00013   19.4   0.8   379   418   187   226   182   230 0.95 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 31374at50557         -            569   2.5e-35  120.8  17.2   4   4   4.8e-07   1.4e-05   22.6   0.5   378   458   243   334   241   337 0.86 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+   -            329 31374at50557         -            569   5.5e-35  119.7   3.8   1   2   1.5e-05   0.00044   17.7   0.0   420   465    30    75    22   102 0.91 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+   -            329 31374at50557         -            569   5.5e-35  119.7   3.8   2   2   6.4e-31   1.9e-29  101.4   2.0   332   531   114   328   102   329 0.87 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 31374at50557         -            569   5.8e-35  119.6   3.2   1   3   4.4e-08   1.3e-06   26.0   0.0   424   474   138   188   131   189 0.93 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 31374at50557         -            569   5.8e-35  119.6   3.2   2   3   2.5e-29   7.5e-28   96.1   2.1   341   534   181   383   178   391 0.92 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 31374at50557         -            569   5.8e-35  119.6   3.2   3   3         8   2.4e+02   -1.3   0.0   392   420   406   434   402   439 0.68 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 31374at50557         -            569   5.8e-35  119.6   3.2   1   3   4.4e-08   1.3e-06   26.0   0.0   424   474   138   188   131   189 0.93 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 31374at50557         -            569   5.8e-35  119.6   3.2   2   3   2.5e-29   7.5e-28   96.1   2.1   341   534   181   383   178   391 0.92 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 31374at50557         -            569   5.8e-35  119.6   3.2   3   3         8   2.4e+02   -1.3   0.0   392   420   406   434   402   439 0.68 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+   -            457 31374at50557         -            569   1.7e-34  118.1   9.6   1   5   6.3e-07   1.9e-05   22.2   0.0   346   479     1   133     1   144 0.90 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+   -            457 31374at50557         -            569   1.7e-34  118.1   9.6   2   5       4.4   1.3e+02   -0.4   0.0   486   536   107   159   101   164 0.80 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+   -            457 31374at50557         -            569   1.7e-34  118.1   9.6   3   5   6.1e-05    0.0018   15.6   0.0   503   537   177   211   170   215 0.90 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+   -            457 31374at50557         -            569   1.7e-34  118.1   9.6   4   5   6.7e-12     2e-10   38.6   0.2   341   459   214   328   209   336 0.90 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+   -            457 31374at50557         -            569   1.7e-34  118.1   9.6   5   5   2.3e-15   6.9e-14   50.0   4.5   345   533   259   456   257   457 0.85 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 31374at50557         -            569   4.8e-34  116.6  14.6   1   4   9.1e-14   2.7e-12   44.7   0.2   342   420    11    92     6    96 0.91 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 31374at50557         -            569   4.8e-34  116.6  14.6   2   4   5.8e-13   1.7e-11   42.1   0.2   380   459    96   177    93   183 0.85 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 31374at50557         -            569   4.8e-34  116.6  14.6   3   4   9.4e-06   0.00028   18.3   0.8   379   418   185   224   182   228 0.95 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 31374at50557         -            569   4.8e-34  116.6  14.6   4   4   3.4e-06    0.0001   19.8   0.1   378   467   241   344   239   390 0.80 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+      -            507 31374at50557         -            569   2.6e-33  114.1   0.2   1   2     4e-18   1.2e-16   59.1   0.1   406   537   240   385   236   389 0.78 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+      -            507 31374at50557         -            569   2.6e-33  114.1   0.2   2   2   1.1e-16   3.3e-15   54.4   0.0   338   458   385   504   382   507 0.93 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+  -            268 31374at50557         -            569   4.7e-33  113.3  10.1   1   2   3.1e-12   9.3e-11   39.7   0.4   406   476     5    73     2    78 0.90 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+  -            268 31374at50557         -            569   4.7e-33  113.3  10.1   2   2     0.041       1.2    6.3   0.1   342   374   237   267   230   268 0.88 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+  -            268 31374at50557         -            569   4.7e-33  113.3  10.1   1   2   3.1e-12   9.3e-11   39.7   0.4   406   476     5    73     2    78 0.90 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+  -            268 31374at50557         -            569   4.7e-33  113.3  10.1   2   2     0.041       1.2    6.3   0.1   342   374   237   267   230   268 0.88 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+      -            287 31374at50557         -            569   9.6e-33  112.3   1.8   1   3   7.4e-07   2.2e-05   21.9   0.2   425   488     9    77     4    87 0.64 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+      -            287 31374at50557         -            569   9.6e-33  112.3   1.8   2   3   3.3e-16   9.9e-15   52.8   0.0   338   442    96   199    83   202 0.92 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+      -            287 31374at50557         -            569   9.6e-33  112.3   1.8   3   3   5.2e-12   1.5e-10   39.0   0.1   395   476   194   277   193   286 0.87 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+     -            260 31374at50557         -            569   1.2e-32  112.0   7.1   1   2   9.6e-19   2.9e-17   61.2   0.5   343   462     1   126     1   132 0.89 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+     -            260 31374at50557         -            569   1.2e-32  112.0   7.1   2   2   8.1e-19   2.4e-17   61.4   1.2   339   502    87   260    84   260 0.86 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   1   3   6.9e-20   2.1e-18   65.0   4.2   343   476    11   139     5   143 0.91 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   2   3   2.6e-13   7.7e-12   43.3   0.8   343   471   132   254   132   257 0.90 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   3   3   5.9e-07   1.8e-05   22.3   0.7   405   460   230   286   228   287 0.93 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   1   3   6.9e-20   2.1e-18   65.0   4.2   343   476    11   139     5   143 0.91 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   2   3   2.6e-13   7.7e-12   43.3   0.8   343   471   132   254   132   257 0.90 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   3   3   5.9e-07   1.8e-05   22.3   0.7   405   460   230   286   228   287 0.93 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   1   3   6.9e-20   2.1e-18   65.0   4.2   343   476    11   139     5   143 0.91 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   2   3   2.6e-13   7.7e-12   43.3   0.8   343   471   132   254   132   257 0.90 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+     -            287 31374at50557         -            569   1.4e-32  111.7  15.9   3   3   5.9e-07   1.8e-05   22.3   0.7   405   460   230   286   228   287 0.93 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+      -            602 31374at50557         -            569   5.6e-31  106.4   0.8   1   5   1.8e-05   0.00054   17.4   0.0   384   422    53    91    47   118 0.89 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+      -            602 31374at50557         -            569   5.6e-31  106.4   0.8   2   5   5.9e-05    0.0017   15.7   0.0   335   413   134   213   124   224 0.88 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+      -            602 31374at50557         -            569   5.6e-31  106.4   0.8   3   5   3.5e-12     1e-10   39.5   0.0   346   473   232   362   226   398 0.87 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+      -            602 31374at50557         -            569   5.6e-31  106.4   0.8   4   5   1.8e-08   5.4e-07   27.2   0.2   388   468   482   564   480   574 0.88 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+      -            602 31374at50557         -            569   5.6e-31  106.4   0.8   5   5       4.4   1.3e+02   -0.4   0.0   499   534   565   600   558   601 0.67 -
14512at50557_29053_0:0002b6|STRG.13347.1:210-920|+      -            237 31374at50557         -            569   3.4e-30  103.9   5.7   1   2   7.1e-23   2.1e-21   74.8   1.5   344   461     5   122     2   130 0.96 -
14512at50557_29053_0:0002b6|STRG.13347.1:210-920|+      -            237 31374at50557         -            569   3.4e-30  103.9   5.7   2   2   1.2e-09   3.6e-08   31.1   0.1   404   460   179   237   154   237 0.84 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 31374at50557         -            569   4.7e-30  103.4   6.6   1   3   7.5e-11   2.2e-09   35.1   1.7   343   465     2   127     1   130 0.83 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 31374at50557         -            569   4.7e-30  103.4   6.6   2   3     1e-20   3.1e-19   67.7   0.1   341   474   129   264   127   267 0.93 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 31374at50557         -            569   4.7e-30  103.4   6.6   3   3   3.2e-05   0.00097   16.5   0.1   391   458   223   290   213   290 0.94 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 31374at50557         -            569   4.7e-30  103.4   6.6   1   3   7.5e-11   2.2e-09   35.1   1.7   343   465     2   127     1   130 0.83 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 31374at50557         -            569   4.7e-30  103.4   6.6   2   3     1e-20   3.1e-19   67.7   0.1   341   474   129   264   127   267 0.93 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 31374at50557         -            569   4.7e-30  103.4   6.6   3   3   3.2e-05   0.00097   16.5   0.1   391   458   223   290   213   290 0.94 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 31374at50557         -            569     1e-28   99.0   9.7   1   3   9.2e-07   2.7e-05   21.6   0.1   360   421     2    75     1    86 0.75 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 31374at50557         -            569     1e-28   99.0   9.7   2   3   5.2e-16   1.6e-14   52.1   0.5   338   462    34   159    25   174 0.90 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 31374at50557         -            569     1e-28   99.0   9.7   3   3   1.7e-13     5e-12   43.9   2.0   281   417   198   324   164   328 0.79 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+     -            305 31374at50557         -            569   1.1e-28   98.9   4.7   1   2   3.4e-17     1e-15   56.1   0.1   339   461    14   138    11   146 0.93 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+     -            305 31374at50557         -            569   1.1e-28   98.9   4.7   2   2   1.3e-13   3.9e-12   44.2   0.9   330   455   174   303   164   305 0.90 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+      -            268 31374at50557         -            569   3.8e-28   97.1   6.5   1   3   0.00014    0.0041   14.4   0.1   414   473    13    72     5    75 0.88 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+      -            268 31374at50557         -            569   3.8e-28   97.1   6.5   2   3   4.6e-22   1.4e-20   72.1   2.7   343   475    68   204    61   206 0.91 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+      -            268 31374at50557         -            569   3.8e-28   97.1   6.5   3   3   5.8e-06   0.00017   19.0   0.0   341   375   196   230   189   236 0.86 -
