#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.12616.1:2-1201|+     -            400 37475at50557         -            589   2.1e-94  315.9   8.0   1   1   1.5e-94   6.6e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   4   7      0.36        16    2.7   0.1   159   183   139   163   124   192 0.58 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   5   7         3   1.3e+02   -0.4   0.0   166   181   207   222   202   227 0.86 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   6   7   0.00039     0.017   12.4   0.1   150   185   233   268   229   274 0.89 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   7   7     0.059       2.6    5.2   0.0   145   180   270   305   266   305 0.85 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   1   7     0.011      0.49    7.6   0.0   154   182     7    35     1    40 0.80 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   2   7    0.0068      0.29    8.3   0.0   146   186    41    81    37    86 0.90 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   3   7   0.00025     0.011   13.1   0.0   145   189    83   127    77   130 0.90 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   4   7      0.36        16    2.7   0.1   159   183   139   163   124   192 0.58 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   5   7         3   1.3e+02   -0.4   0.0   166   181   207   222   202   227 0.86 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   6   7   0.00039     0.017   12.4   0.1   150   185   233   268   229   274 0.89 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 37475at50557         -            589   7.2e-13   46.7  10.8   7   7     0.059       2.6    5.2   0.0   145   180   270   305   266   305 0.85 -
40115at50557_7370_0:002473|STRG.8742.1:174-1016|+      -            281 37475at50557         -            589   1.6e-12   45.6   0.3   1   2   3.8e-07   1.7e-05   22.4   0.1   144   203    36   105    17   112 0.79 -
40115at50557_7370_0:002473|STRG.8742.1:174-1016|+      -            281 37475at50557         -            589   1.6e-12   45.6   0.3   2   2     3e-06   0.00013   19.4   0.0    58   191   104   251    99   275 0.72 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 37475at50557         -            589   2.8e-12   44.7   0.4   1   3      0.34        15    2.7   0.0   143   185    48    90    21    97 0.76 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 37475at50557         -            589   2.8e-12   44.7   0.4   2   3   0.00029     0.013   12.8   0.0    79   184    55   175    53   186 0.65 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 37475at50557         -            589   2.8e-12   44.7   0.4   3   3   2.1e-05   0.00092   16.6   0.5   155   257   187   311   181   315 0.69 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 37475at50557         -            589   4.5e-12   44.1   0.2   1   3   3.1e-05    0.0014   16.1   0.0    77   212     1   138     1   148 0.77 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 37475at50557         -            589   4.5e-12   44.1   0.2   2   3   0.00017    0.0074   13.6   0.1    79   108   152   181   146   189 0.92 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 37475at50557         -            589   4.5e-12   44.1   0.2   3   3    0.0042      0.19    9.0   0.0   149   184   194   230   185   238 0.78 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 37475at50557         -            589   6.2e-12   43.6   3.9   1   6    0.0012     0.054   10.8   0.0    80   195     1   128     1   147 0.79 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 37475at50557         -            589   6.2e-12   43.6   3.9   2   6      0.34        15    2.7   0.0    77   109   174   206   167   213 0.90 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 37475at50557         -            589   6.2e-12   43.6   3.9   3   6    0.0095      0.41    7.9   0.0   149   180   217   248   206   259 0.89 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 37475at50557         -            589   6.2e-12   43.6   3.9   4   6    0.0041      0.18    9.1   0.0    80   183   260   373   254   380 0.73 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 37475at50557         -            589   6.2e-12   43.6   3.9   5   6      0.22       9.6    3.4   0.2   150   183   382   416   375   424 0.79 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 37475at50557         -            589   6.2e-12   43.6   3.9   6   6     0.048       2.1    5.5   0.0   149   181   424   456   418   457 0.91 -
40115at50557_1629725_0:001335|STRG.11659.2:192-1055|+  -            288 37475at50557         -            589   7.5e-12   43.3   0.1   1   3   0.00067     0.029   11.7   0.0   144   201    42   107    22   112 0.75 -
40115at50557_1629725_0:001335|STRG.11659.2:192-1055|+  -            288 37475at50557         -            589   7.5e-12   43.3   0.1   2   3   2.1e-05   0.00092   16.6   0.1   136   184   116   164    96   171 0.61 -
40115at50557_1629725_0:001335|STRG.11659.2:192-1055|+  -            288 37475at50557         -            589   7.5e-12   43.3   0.1   3   3    0.0031      0.13    9.5   0.0   134   181   238   287   162   288 0.60 -
40115at50557_1629725_0:001335|STRG.11659.3:196-1059|+  -            288 37475at50557         -            589   7.5e-12   43.3   0.1   1   3   0.00067     0.029   11.7   0.0   144   201    42   107    22   112 0.75 -
40115at50557_1629725_0:001335|STRG.11659.3:196-1059|+  -            288 37475at50557         -            589   7.5e-12   43.3   0.1   2   3   2.1e-05   0.00092   16.6   0.1   136   184   116   164    96   171 0.61 -
40115at50557_1629725_0:001335|STRG.11659.3:196-1059|+  -            288 37475at50557         -            589   7.5e-12   43.3   0.1   3   3    0.0031      0.13    9.5   0.0   134   181   238   287   162   288 0.60 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 37475at50557         -            589   2.8e-11   41.4   3.5   1   3     0.002     0.085   10.1   0.1   153   189    22    58    12    83 0.87 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 37475at50557         -            589   2.8e-11   41.4   3.5   2   3   1.8e-05   0.00076   16.9   0.0   145   189    98   142    90   147 0.91 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 37475at50557         -            589   2.8e-11   41.4   3.5   3   3    0.0002    0.0086   13.4   0.4    79   179   145   262   140   262 0.77 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 37475at50557         -            589   1.7e-10   38.9   1.2   1   5      0.17       7.4    3.7   0.0   149   181     7    39     4    47 0.89 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 37475at50557         -            589   1.7e-10   38.9   1.2   2   5    0.0025      0.11    9.8   0.3   148   190    48    90    44    98 0.88 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 37475at50557         -            589   1.7e-10   38.9   1.2   3   5    0.0012     0.054   10.8   0.1   156   190   151   185   139   186 0.88 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 37475at50557         -            589   1.7e-10   38.9   1.2   4   5    0.0037      0.16    9.2   0.0    71   113   179   221   176   238 0.86 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 37475at50557         -            589   1.7e-10   38.9   1.2   5   5       0.7        30    1.7   0.0    78   107   283   312   266   316 0.87 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 37475at50557         -            589   2.5e-10   38.3   1.7   1   3   4.3e-07   1.9e-05   22.2   0.1   150   180     6    37     4    44 0.87 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 37475at50557         -            589   2.5e-10   38.3   1.7   2   3       0.2       8.6    3.5   0.0    79   109    56    87    48    96 0.80 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 37475at50557         -            589   2.5e-10   38.3   1.7   3   3   0.00048     0.021   12.2   0.2    72   137    92   159    72   179 0.74 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 37475at50557         -            589   3.4e-10   37.8   1.7   1   3   5.9e-07   2.6e-05   21.8   0.1   151   180     2    32     1    39 0.87 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 37475at50557         -            589   3.4e-10   37.8   1.7   2   3      0.19       8.3    3.6   0.0    79   109    51    82    43    91 0.80 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 37475at50557         -            589   3.4e-10   37.8   1.7   3   3   0.00045      0.02   12.2   0.2    72   137    87   154    67   174 0.74 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   1   6      0.11       4.8    4.3   0.0   166   187     2    23     1    27 0.84 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   2   6   5.1e-05    0.0022   15.3   0.1   146   189    24    65    20    76 0.82 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   3   6      0.48        21    2.2   0.0   156   187    74   103    66   123 0.82 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   4   6      0.18       7.6    3.7   0.1   164   186   123   145   106   155 0.78 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   5   6      0.29        13    3.0   0.0   157   181   158   180   144   184 0.78 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   6   6   0.00031     0.014   12.7   0.1   148   181   189   220   184   232 0.86 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   1   6      0.11       4.8    4.3   0.0   166   187     2    23     1    27 0.84 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   2   6   5.1e-05    0.0022   15.3   0.1   146   189    24    65    20    76 0.82 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   3   6      0.48        21    2.2   0.0   156   187    74   103    66   123 0.82 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   4   6      0.18       7.6    3.7   0.1   164   186   123   145   106   155 0.78 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   5   6      0.29        13    3.0   0.0   157   181   158   180   144   184 0.78 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 37475at50557         -            589   3.7e-10   37.8  10.6   6   6   0.00031     0.014   12.7   0.1   148   181   189   220   184   232 0.86 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 37475at50557         -            589     7e-10   36.8   2.3   1   3   5.1e-07   2.2e-05   22.0   0.1   151   180     1    31     1    38 0.87 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 37475at50557         -            589     7e-10   36.8   2.3   2   3     0.092         4    4.6   0.0    79   109    50    81    40    90 0.80 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 37475at50557         -            589     7e-10   36.8   2.3   3   3    0.0032      0.14    9.4   0.0    76   109    90   123    82   137 0.85 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 37475at50557         -            589   7.1e-10   36.8   4.0   1   4     7e-07     3e-05   21.5   0.1   146   190    35    79    22   106 0.71 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 37475at50557         -            589   7.1e-10   36.8   4.0   2   4     0.046         2    5.6   0.0   141   189   118   166   108   173 0.87 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 37475at50557         -            589   7.1e-10   36.8   4.0   3   4     0.039       1.7    5.8   0.0   150   191   169   212   163   243 0.68 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 37475at50557         -            589   7.1e-10   36.8   4.0   4   4      0.87        38    1.4   0.0    80   108   300   328   296   329 0.91 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 37475at50557         -            589   1.2e-09   36.1   5.1   1   2   2.1e-10   9.1e-09   33.2   0.3    77   190     2   130     1   149 0.82 -
