#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
45204at50557_34720_0:0029f6|STRG.13030.1:0-1607|+     -            536 45204at50557         -            267  1.1e-113  378.0   0.0   1   1  4.7e-116  1.8e-113  377.3   0.0    88   267     3   188     1   188 0.98 -
45204at50557_197043_0:002e52|STRG.3758.2:371-934|+    -            188 45204at50557         -            267   3.2e-25   88.0  11.4   1   2   9.2e-20   3.5e-17   61.6   6.8     5    74    16   104     7   116 0.82 -
45204at50557_197043_0:002e52|STRG.3758.2:371-934|+    -            188 45204at50557         -            267   3.2e-25   88.0  11.4   2   2   2.2e-08   8.6e-06   24.3   0.1    62    88   162   188   127   188 0.82 -
45204at50557_7536_0:003971|STRG.1913.1:544-1188|+     -            215 45204at50557         -            267   6.5e-18   64.0   0.0   1   2   3.7e-12   1.4e-09   36.7   0.0    67   166     1   108     1   137 0.80 -
45204at50557_7536_0:003971|STRG.1913.1:544-1188|+     -            215 45204at50557         -            267   6.5e-18   64.0   0.0   2   2   8.5e-09   3.3e-06   25.7   0.0    92   157   142   208   138   215 0.88 -
45204at50557_7536_0:003971|STRG.1913.2:451-1095|+     -            215 45204at50557         -            267   6.5e-18   64.0   0.0   1   2   3.7e-12   1.4e-09   36.7   0.0    67   166     1   108     1   137 0.80 -
45204at50557_7536_0:003971|STRG.1913.2:451-1095|+     -            215 45204at50557         -            267   6.5e-18   64.0   0.0   2   2   8.5e-09   3.3e-06   25.7   0.0    92   157   142   208   138   215 0.88 -
45204at50557_143995_0:001fa2|STRG.10375.4:264-1130|+  -            289 45204at50557         -            267   6.1e-17   60.8   0.1   1   2   4.9e-19   1.9e-16   59.2   0.1   199   266     3    70     1    71 0.96 -
45204at50557_143995_0:001fa2|STRG.10375.4:264-1130|+  -            289 45204at50557         -            267   6.1e-17   60.8   0.1   2   2       1.7   6.5e+02   -1.5   0.0    55    90   242   277   234   283 0.82 -
45204at50557_29031_0:000632|STRG.1914.2:4-852|+       -            283 45204at50557         -            267   2.9e-13   48.8   0.7   1   2     2e-15   7.8e-13   47.4   0.0    64   166     9   115     4   127 0.86 -
45204at50557_29031_0:000632|STRG.1914.2:4-852|+       -            283 45204at50557         -            267   2.9e-13   48.8   0.7   2   2       2.6   9.9e+02   -2.1   0.1    42    61   232   251   214   278 0.72 -
45204at50557_39758_0:004961|STRG.1914.1:43-1602|+     -            520 45204at50557         -            267   1.2e-10   40.2   0.6   1   2   5.6e-13   2.2e-10   39.4   0.0    77   266     9    99     1   110 0.61 -
45204at50557_39758_0:004961|STRG.1914.1:43-1602|+     -            520 45204at50557         -            267   1.2e-10   40.2   0.6   2   2       7.6   2.9e+03   -3.7   0.1    43    61   220   238   206   264 0.74 -
45419at50557_51655_0:002e4f|STRG.16048.1:3189-3446|+  -             86 45204at50557         -            267     0.026   12.9   1.1   1   1   8.2e-05     0.031   12.6   1.1    21    75     6    60     2    81 0.83 -
45419at50557_51655_0:002e4f|STRG.11218.1:1601-1852|+  -             84 45204at50557         -            267     0.048   12.0   2.7   1   1   0.00017     0.065   11.6   2.7    20    79     3    61     1    80 0.86 -
45419at50557_51655_0:002e4f|STRG.11218.2:1810-2061|+  -             84 45204at50557         -            267     0.048   12.0   2.7   1   1   0.00017     0.065   11.6   2.7    20    79     3    61     1    80 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/45204at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/45204at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/45204at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:26:54 2024
# [ok]
