#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68043at50557_34720_0:001307|STRG.12248.1:138-1811|+    -            558 68043at50557         -            302  3.8e-144  478.2   0.0   1   1  1.1e-145  1.2e-143  476.6   0.0     8   302   142   479   136   479 0.91 -
35385at50557_456900_0:001092|STRG.13922.3:35-1912|+    -            626 68043at50557         -            302   1.4e-51  174.2   1.5   1   1   3.2e-52   3.6e-50  169.6   1.5    17   300   204   534   194   536 0.77 -
29312at50557_34720_0:0009c1|STRG.14062.1:95-2398|+     -            768 68043at50557         -            302   1.6e-50  170.8   0.0   1   1   2.7e-52     3e-50  169.9   0.0    10   302   266   600   260   600 0.78 -
46658at50557_211228_0:001f32|STRG.2777.1:222-1316|+    -            365 68043at50557         -            302   3.4e-50  169.8   0.7   1   1   1.4e-51   1.6e-49  167.5   0.7    14   301    15   337     5   338 0.83 -
35385at50557_37001_0:001231|STRG.8754.3:1676-2932|+    -            419 68043at50557         -            302   1.3e-49  167.8   0.0   1   1   2.5e-51   2.8e-49  166.7   0.0    14   301    43   373    35   374 0.80 -
35385at50557_7375_0:0001af|STRG.11380.5:482-1801|+     -            440 68043at50557         -            302   1.4e-49  167.7   0.0   1   1   2.6e-51     3e-49  166.6   0.0    12   302    63   396    54   396 0.77 -
35385at50557_7375_0:0001af|STRG.11380.6:477-1796|+     -            440 68043at50557         -            302   1.4e-49  167.7   0.0   1   1   2.6e-51     3e-49  166.6   0.0    12   302    63   396    54   396 0.77 -
35385at50557_37001_0:001231|STRG.8754.1:638-1966|+     -            443 68043at50557         -            302   1.6e-49  167.5   0.0   1   1     3e-51   3.4e-49  166.5   0.0    14   301    67   397    59   398 0.80 -
35385at50557_37001_0:001231|STRG.8754.2:276-1604|+     -            443 68043at50557         -            302   1.6e-49  167.5   0.0   1   1     3e-51   3.4e-49  166.5   0.0    14   301    67   397    59   398 0.80 -
29312at50557_116153_0:001f21|STRG.754.1:597-1736|+     -            380 68043at50557         -            302   3.3e-49  166.5   0.7   1   1   5.5e-51   6.2e-49  165.6   0.7    10   300    12   344     5   346 0.81 -
35385at50557_7375_0:0001af|STRG.11380.1:823-2628|+     -            440 68043at50557         -            302   5.5e-49  165.8   0.0   1   1     1e-50   1.2e-48  164.7   0.0    12   302    63   396    54   396 0.77 -
18450at50557_144034_0:001371|STRG.8891.1:225-3314|+    -           1030 68043at50557         -            302   1.9e-48  164.0   0.0   1   1   3.2e-50   3.7e-48  163.1   0.0     7   301   377   714   372   715 0.80 -
35385at50557_7370_0:001aad|STRG.7614.1:455-2416|+      -            654 68043at50557         -            302   3.2e-48  163.3   0.0   1   1   5.3e-50     6e-48  162.3   0.0    12   301    71   403    63   404 0.78 -
35385at50557_37001_0:001231|STRG.8753.1:335-1666|+     -            444 68043at50557         -            302   5.5e-47  159.2   0.0   1   1   9.1e-49     1e-46  158.3   0.0    13   302    64   396    55   396 0.79 -
35385at50557_37001_0:001231|STRG.8753.4:335-1669|+     -            445 68043at50557         -            302   5.5e-47  159.2   0.0   1   1   9.1e-49     1e-46  158.3   0.0    13   302    64   396    55   396 0.79 -
35385at50557_7375_0:0001af|STRG.8753.5:311-3167|+      -            449 68043at50557         -            302   5.7e-47  159.2   0.0   1   1   9.4e-49   1.1e-46  158.3   0.0    13   302    72   404    63   404 0.79 -
46658at50557_219809_0:0017ae|STRG.12806.1:520-1869|+   -            450 68043at50557         -            302   1.2e-46  158.0   1.2   1   1   3.7e-48   4.1e-46  156.3   1.2    17   300    80   396    71   398 0.81 -
46658at50557_219809_0:0017ae|STRG.12806.2:269-1618|+   -            450 68043at50557         -            302   1.2e-46  158.0   1.2   1   1   3.7e-48   4.1e-46  156.3   1.2    17   300    80   396    71   398 0.81 -
35385at50557_37001_0:001231|STRG.8753.3:335-2486|+     -            444 68043at50557         -            302   2.1e-46  157.3   0.0   1   1   3.5e-48     4e-46  156.4   0.0    13   302    64   396    55   396 0.79 -
46658at50557_28612_0:0048c7|STRG.8031.1:173-1294|+     -            374 68043at50557         -            302   4.8e-46  156.1   0.1   1   1   1.1e-47   1.2e-45  154.8   0.1    16   301    23   346    13   347 0.76 -
46658at50557_28612_0:0048c7|STRG.8031.2:145-1266|+     -            374 68043at50557         -            302   4.8e-46  156.1   0.1   1   1   1.1e-47   1.2e-45  154.8   0.1    16   301    23   346    13   347 0.76 -
43304at50557_568069_0:003ee6|STRG.1063.1:128-1432|+    -            435 68043at50557         -            302   3.8e-43  146.6   0.3   1   1   6.5e-45   7.3e-43  145.7   0.3    12   301    31   355    23   356 0.78 -
65449at50557_29030_0:002ae7|STRG.9651.1:87-1244|+      -            386 68043at50557         -            302   3.1e-42  143.6   0.1   1   1   6.6e-43   7.4e-41  139.1   0.1    11   301    14   345     9   346 0.75 -
65449at50557_42026_0:002fbc|STRG.8663.1:610-1923|+     -            438 68043at50557         -            302     1e-40  138.6   0.0   1   1   1.6e-42   1.9e-40  137.8   0.0    16   300    17   343     8   345 0.79 -
65449at50557_42026_0:002fbc|STRG.8663.2:539-1852|+     -            438 68043at50557         -            302     1e-40  138.6   0.0   1   1   1.6e-42   1.9e-40  137.8   0.0    16   300    17   343     8   345 0.79 -
65449at50557_88501_0:00074b|STRG.10693.1:466-6337|+    -           1391 68043at50557         -            302   5.8e-40  136.1   0.0   1   1   1.1e-41   1.3e-39  135.0   0.0     9   302    17   356    10   356 0.73 -
65449at50557_88501_0:00074b|STRG.10693.3:172-4761|+    -           1392 68043at50557         -            302   7.1e-40  135.8   0.0   1   1   1.4e-41   1.6e-39  134.7   0.0     9   302    17   357    10   357 0.72 -
65449at50557_7220_0:002055|STRG.3764.1:1212-3023|+     -            604 68043at50557         -            302     4e-37  126.8   0.1   1   2   3.2e-22   3.6e-20   71.2   0.1    14   150     1   162     1   194 0.77 -
65449at50557_7220_0:002055|STRG.3764.1:1212-3023|+     -            604 68043at50557         -            302     4e-37  126.8   0.1   2   2   1.1e-16   1.3e-14   52.9   0.0   232   301   403   472   394   473 0.94 -
46658at50557_211228_0:001f32|STRG.12728.1:220-1293|+   -            358 68043at50557         -            302   1.7e-36  124.8   0.8   1   1   5.5e-38   6.2e-36  122.9   0.8    15   300    16   329     7   331 0.79 -
46658at50557_28612_0:0048c7|STRG.9911.1:199-1383|+     -            395 68043at50557         -            302   1.1e-35  122.1   1.2   1   1   2.3e-37   2.6e-35  120.9   1.2     7   300    25   356    22   358 0.79 -
46658at50557_28612_0:0048c7|STRG.9911.2:199-2549|+     -            395 68043at50557         -            302   1.1e-35  122.1   1.2   1   1   2.3e-37   2.6e-35  120.9   1.2     7   300    25   356    22   358 0.79 -
46658at50557_28612_0:0048c7|STRG.9911.3:271-1455|+     -            395 68043at50557         -            302   1.1e-35  122.1   1.2   1   1   2.3e-37   2.6e-35  120.9   1.2     7   300    25   356    22   358 0.79 -
35385at50557_37001_0:001231|STRG.11380.2:823-1902|+    -            360 68043at50557         -            302     3e-34  117.4   0.0   1   1   5.9e-36   6.6e-34  116.2   0.0    12   266    63   360    54   360 0.75 -
35385at50557_37001_0:001231|STRG.11380.3:823-1902|+    -            360 68043at50557         -            302     3e-34  117.4   0.0   1   1   5.9e-36   6.6e-34  116.2   0.0    12   266    63   360    54   360 0.75 -
35385at50557_37001_0:001231|STRG.11380.4:447-1526|+    -            360 68043at50557         -            302     3e-34  117.4   0.0   1   1   5.9e-36   6.6e-34  116.2   0.0    12   266    63   360    54   360 0.75 -
35385at50557_37001_0:001231|STRG.11380.7:213-1292|+    -            360 68043at50557         -            302     3e-34  117.4   0.0   1   1   5.9e-36   6.6e-34  116.2   0.0    12   266    63   360    54   360 0.75 -
43304at50557_34720_0:00174e|STRG.740.1:151-2355|+      -            735 68043at50557         -            302   5.2e-34  116.6   0.2   1   3     3e-11   3.4e-09   35.1   0.0     5    60   144   201   141   227 0.89 -
43304at50557_34720_0:00174e|STRG.740.1:151-2355|+      -            735 68043at50557         -            302   5.2e-34  116.6   0.2   2   3   4.5e-12     5e-10   37.8   0.0    61   148   255   359   249   389 0.72 -
43304at50557_34720_0:00174e|STRG.740.1:151-2355|+      -            735 68043at50557         -            302   5.2e-34  116.6   0.2   3   3   1.1e-12   1.2e-10   39.9   0.0   232   300   489   557   461   559 0.93 -
43304at50557_34720_0:00174e|STRG.740.2:83-2287|+       -            735 68043at50557         -            302   5.2e-34  116.6   0.2   1   3     3e-11   3.4e-09   35.1   0.0     5    60   144   201   141   227 0.89 -
43304at50557_34720_0:00174e|STRG.740.2:83-2287|+       -            735 68043at50557         -            302   5.2e-34  116.6   0.2   2   3   4.5e-12     5e-10   37.8   0.0    61   148   255   359   249   389 0.72 -
43304at50557_34720_0:00174e|STRG.740.2:83-2287|+       -            735 68043at50557         -            302   5.2e-34  116.6   0.2   3   3   1.1e-12   1.2e-10   39.9   0.0   232   300   489   557   461   559 0.93 -
65449at50557_217634_0:0037dd|STRG.11775.1:534-1582|+   -            331 68043at50557         -            302   1.7e-33  114.9   0.3   1   1   3.8e-35   4.3e-33  113.6   0.3    24   301     1   294     1   295 0.79 -
46658at50557_174628_0:001983|STRG.15911.1:552-1661|+   -            370 68043at50557         -            302   3.4e-33  113.9   0.2   1   1   5.1e-35   5.7e-33  113.2   0.2     8   300     9   344     4   346 0.78 -
46658at50557_174628_0:001983|STRG.15911.2:335-1444|+   -            370 68043at50557         -            302   3.4e-33  113.9   0.2   1   1   5.1e-35   5.7e-33  113.2   0.2     8   300     9   344     4   346 0.78 -
25910at50557_103372_0:001a63|STRG.15108.1:0-2186|+     -            729 68043at50557         -            302     1e-32  112.3   0.0   1   3   1.1e-10   1.3e-08   33.2   0.0     9    58    13    62     6    67 0.91 -
25910at50557_103372_0:001a63|STRG.15108.1:0-2186|+     -            729 68043at50557         -            302     1e-32  112.3   0.0   2   3   7.9e-08     9e-06   23.9   0.0    60   138   287   380   284   390 0.70 -
25910at50557_103372_0:001a63|STRG.15108.1:0-2186|+     -            729 68043at50557         -            302     1e-32  112.3   0.0   3   3     5e-16   5.6e-14   50.8   0.0   227   300   533   606   486   608 0.85 -
57791at50557_34720_0:001e64|STRG.639.2:98-2071|+       -            658 68043at50557         -            302   1.7e-32  111.6   0.2   1   2   1.6e-13   1.9e-11   42.5   0.4    38   135   237   364   232   369 0.70 -
57791at50557_34720_0:001e64|STRG.639.2:98-2071|+       -            658 68043at50557         -            302   1.7e-32  111.6   0.2   2   2   4.9e-20   5.5e-18   64.0   0.0   192   302   464   578   450   578 0.85 -
123578at50557_7168_0:0013fb|STRG.12649.1:394-1794|+    -            467 68043at50557         -            302   3.7e-32  110.5   1.6   1   2   2.8e-16   3.2e-14   51.6   0.3     7   145    81   243    77   249 0.79 -
123578at50557_7168_0:0013fb|STRG.12649.1:394-1794|+    -            467 68043at50557         -            302   3.7e-32  110.5   1.6   2   2   5.6e-18   6.3e-16   57.2   0.0   158   298   287   428   264   431 0.80 -
46658at50557_77166_0:001153|STRG.5046.1:107-1293|+     -            375 68043at50557         -            302   5.1e-31  106.8   0.7   1   2   2.2e-16   2.5e-14   52.0   0.2    15   150    32   161    23   171 0.82 -
46658at50557_77166_0:001153|STRG.5046.1:107-1293|+     -            375 68043at50557         -            302   5.1e-31  106.8   0.7   2   2   2.9e-16   3.3e-14   51.6   0.0   188   300   224   336   217   338 0.92 -
41619at50557_211228_0:0019b4|STRG.15395.3:9-1521|+     -            497 68043at50557         -            302   4.8e-30  103.6   2.8   1   2   1.9e-21   2.1e-19   68.6   0.6    14   150     3   164     1   183 0.74 -
41619at50557_211228_0:0019b4|STRG.15395.3:9-1521|+     -            497 68043at50557         -            302   4.8e-30  103.6   2.8   2   2   8.3e-11   9.4e-09   33.7   0.1   262   300   318   356   212   358 0.91 -
41619at50557_34720_0:0004fb|STRG.15395.1:9-1574|+      -            522 68043at50557         -            302   8.7e-30  102.7   3.3   1   3   2.2e-21   2.5e-19   68.4   0.8    14   150     3   164     1   190 0.74 -
41619at50557_34720_0:0004fb|STRG.15395.1:9-1574|+      -            522 68043at50557         -            302   8.7e-30  102.7   3.3   2   3       4.9   5.5e+02   -1.7   0.0   201   258   234   291   210   298 0.76 -
41619at50557_34720_0:0004fb|STRG.15395.1:9-1574|+      -            522 68043at50557         -            302   8.7e-30  102.7   3.3   3   3   1.1e-10   1.2e-08   33.3   0.1   262   300   318   356   272   358 0.88 -
41619at50557_91411_0:000658|STRG.15395.2:9-1720|+      -            499 68043at50557         -            302   1.3e-28   98.9   5.5   1   4   1.3e-20   1.5e-18   65.9   0.6    14   150     3   166     1   180 0.74 -
41619at50557_91411_0:000658|STRG.15395.2:9-1720|+      -            499 68043at50557         -            302   1.3e-28   98.9   5.5   2   4         5   5.6e+02   -1.7   0.0   202   258   237   293   214   299 0.76 -
41619at50557_91411_0:000658|STRG.15395.2:9-1720|+      -            499 68043at50557         -            302   1.3e-28   98.9   5.5   3   4     1e-10   1.1e-08   33.4   0.1   262   300   320   358   274   360 0.87 -
41619at50557_91411_0:000658|STRG.15395.2:9-1720|+      -            499 68043at50557         -            302   1.3e-28   98.9   5.5   4   4       4.3   4.8e+02   -1.5   0.0   174   199   373   397   362   419 0.56 -
65449at50557_7425_0:001950|STRG.11775.2:448-1376|+     -            301 68043at50557         -            302   3.7e-28   97.4   0.3   1   1   7.8e-30   8.9e-28   96.1   0.3    18   289     4   301     1   301 0.76 -
65449at50557_7425_0:001950|STRG.11775.3:420-1348|+     -            301 68043at50557         -            302   3.7e-28   97.4   0.3   1   1   7.8e-30   8.9e-28   96.1   0.3    18   289     4   301     1   301 0.76 -
65449at50557_7237_0:000776|STRG.2926.1:552-1829|+      -            426 68043at50557         -            302   2.9e-27   94.5   0.0   1   1     4e-29   4.6e-27   93.8   0.0    59   297     9   278     5   284 0.78 -
19244at50557_116153_0:001e22|STRG.4780.1:200-1225|+    -            342 68043at50557         -            302   8.6e-18   63.3   0.8   1   2   1.5e-10   1.6e-08   32.9   0.5    23   144     9   151     2   188 0.69 -
19244at50557_116153_0:001e22|STRG.4780.1:200-1225|+    -            342 68043at50557         -            302   8.6e-18   63.3   0.8   2   2     4e-09   4.5e-07   28.1   0.0   207   299   244   336   237   338 0.92 -
46658at50557_168631_0:000a66|STRG.9911.2:2007-2549|+   -            181 68043at50557         -            302   4.8e-16   57.6   0.1   1   1   5.1e-18   5.7e-16   57.4   0.1   190   300    35   142     8   144 0.87 -
29312at50557_1155016_0:000c58|STRG.9651.2:202-645|+    -            148 68043at50557         -            302   8.9e-16   56.7   0.1   1   1   9.6e-18   1.1e-15   56.4   0.1   202   301    27   126    10   127 0.85 -
65449at50557_88501_0:00074b|STRG.10693.2:854-4609|+    -           1114 68043at50557         -            302     3e-14   51.7   0.0   1   1   4.8e-16   5.4e-14   50.9   0.0   226   302     4    79     1    79 0.94 -
19244at50557_29053_0:002948|STRG.10400.1:1739-2926|+   -            396 68043at50557         -            302   1.5e-11   42.8   0.3   1   2     0.001      0.11   10.4   0.1    23    97     9    84     2   179 0.74 -
19244at50557_29053_0:002948|STRG.10400.1:1739-2926|+   -            396 68043at50557         -            302   1.5e-11   42.8   0.3   2   2   1.2e-09   1.4e-07   29.8   0.0   206   298   231   323   207   326 0.89 -
19244at50557_34720_0:002014|STRG.15626.2:387-4862|+    -           1492 68043at50557         -            302     4e-10   38.2   1.2   1   2     0.025       2.8    5.8   0.1    24   110   802   903   781   942 0.59 -
19244at50557_34720_0:002014|STRG.15626.2:387-4862|+    -           1492 68043at50557         -            302     4e-10   38.2   1.2   2   2   2.9e-09   3.3e-07   28.6   0.1   231   297  1066  1132  1058  1136 0.94 -
19244at50557_34720_0:002014|STRG.15626.1:103-4677|+    -           1525 68043at50557         -            302   4.3e-10   38.1   1.2   1   2     0.026       2.9    5.8   0.1    24   110   835   936   814   975 0.59 -
19244at50557_34720_0:002014|STRG.15626.1:103-4677|+    -           1525 68043at50557         -            302   4.3e-10   38.1   1.2   2   2     3e-09   3.3e-07   28.6   0.1   231   297  1099  1165  1091  1169 0.94 -
68043at50557_133901_0:001e43|STRG.5113.1:1607-2845|+   -            413 68043at50557         -            302   3.1e-08   31.9   2.3   1   2   1.2e-06   0.00013   20.1   0.7    33   134    34   161     5   188 0.69 -
68043at50557_133901_0:001e43|STRG.5113.1:1607-2845|+   -            413 68043at50557         -            302   3.1e-08   31.9   2.3   2   2    0.0025      0.28    9.1   0.0   219   275   313   367   240   395 0.84 -
19244at50557_13037_0:00338e|STRG.15626.3:467-1915|+    -            483 68043at50557         -            302   3.7e-08   31.7   0.1   1   1   6.8e-10   7.7e-08   30.7   0.1   231   297    71   137    63   141 0.94 -
19244at50557_13037_0:00338e|STRG.15626.4:261-1709|+    -            483 68043at50557         -            302   3.7e-08   31.7   0.1   1   1   6.8e-10   7.7e-08   30.7   0.1   231   297    71   137    63   141 0.94 -
19244at50557_7536_0:001656|STRG.4385.1:438-1562|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   1   2     0.014       1.6    6.6   0.0    37    90     6    59     1   130 0.69 -
19244at50557_7536_0:001656|STRG.4385.1:438-1562|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   2   2   2.3e-07   2.6e-05   22.4   0.0   193   300   202   310   193   312 0.88 -
19244at50557_7536_0:001656|STRG.4385.2:438-1562|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   1   2     0.014       1.6    6.6   0.0    37    90     6    59     1   130 0.69 -
19244at50557_7536_0:001656|STRG.4385.2:438-1562|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   2   2   2.3e-07   2.6e-05   22.4   0.0   193   300   202   310   193   312 0.88 -
19244at50557_7536_0:001656|STRG.4385.3:989-2113|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   1   2     0.014       1.6    6.6   0.0    37    90     6    59     1   130 0.69 -
19244at50557_7536_0:001656|STRG.4385.3:989-2113|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   2   2   2.3e-07   2.6e-05   22.4   0.0   193   300   202   310   193   312 0.88 -
19244at50557_7536_0:001656|STRG.4385.4:438-1562|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   1   2     0.014       1.6    6.6   0.0    37    90     6    59     1   130 0.69 -
19244at50557_7536_0:001656|STRG.4385.4:438-1562|+      -            375 68043at50557         -            302   6.9e-08   30.8   0.0   2   2   2.3e-07   2.6e-05   22.4   0.0   193   300   202   310   193   312 0.88 -
65449at50557_103372_0:002494|STRG.10693.5:0-641|+      -            214 68043at50557         -            302   1.1e-07   30.1   0.1   1   2   2.2e-09   2.5e-07   29.0   0.0   262   302     1    41     1    41 0.97 -
65449at50557_103372_0:002494|STRG.10693.5:0-641|+      -            214 68043at50557         -            302   1.1e-07   30.1   0.1   2   2       8.9     1e+03   -2.6   0.1    69    82    69    82    52   102 0.60 -
68043at50557_45779_0:0013b8|STRG.5113.1:4214-5305|+    -            364 68043at50557         -            302   1.7e-07   29.5   0.1   1   2   6.7e-07   7.6e-05   20.8   0.0    23   136     1   133     1   180 0.72 -
68043at50557_45779_0:0013b8|STRG.5113.1:4214-5305|+    -            364 68043at50557         -            302   1.7e-07   29.5   0.1   2   2     0.018         2    6.3   0.0   230   275   289   334   275   341 0.89 -
41619at50557_121225_0:000d27|STRG.5565.1:654-1595|+    -            314 68043at50557         -            302   0.00022   19.3   0.1   1   1   6.8e-05    0.0077   14.2   0.1    96   136   111   154     2   165 0.54 -
68043at50557_7200_0:000154|STRG.6557.1:1437-2582|+     -            382 68043at50557         -            302   0.00028   19.0   1.3   1   2   6.6e-05    0.0074   14.3   0.2    24   136     8   147     1   167 0.61 -
68043at50557_7200_0:000154|STRG.6557.1:1437-2582|+     -            382 68043at50557         -            302   0.00028   19.0   1.3   2   2      0.52        58    1.5   0.0   230   274   307   351   243   355 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68043at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/68043at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68043at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:29:31 2024
# [ok]
