#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+   -            656 34006at50557         -            414  1.3e-228  757.7   5.0   1   1  1.1e-229  4.9e-228  755.8   5.0     1   414   175   640   175   640 0.93 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 34006at50557         -            414   4.1e-15   54.4   0.6   2   3   3.8e-07   1.7e-05   22.8   0.0   127   184    63   121    45   132 0.85 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 34006at50557         -            414   4.1e-15   54.4   0.6   3   3   1.5e-11   6.5e-10   37.3   0.1   109   236    86   225    83   261 0.75 -
40115at50557_7370_0:002473|STRG.851.1:242-1114|+       -            291 34006at50557         -            414     8e-15   53.5   1.1   1   3     0.029       1.3    6.7   0.0   188   245     5    66     2    67 0.85 -
40115at50557_7370_0:002473|STRG.851.1:242-1114|+       -            291 34006at50557         -            414     8e-15   53.5   1.1   2   3   9.2e-07   4.1e-05   21.5   0.0   128   184    64   121    60   132 0.89 -
40115at50557_7370_0:002473|STRG.851.1:242-1114|+       -            291 34006at50557         -            414     8e-15   53.5   1.1   3   3   2.3e-11     1e-09   36.7   0.1   110   236    87   225    84   261 0.75 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 34006at50557         -            414   1.4e-14   52.7   2.8   1   3   9.7e-05    0.0043   14.9   0.1   110   183     3    78     1    88 0.79 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 34006at50557         -            414   1.4e-14   52.7   2.8   2   3   9.9e-11   4.3e-09   34.6   0.1   110   242    91   236    84   239 0.81 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 34006at50557         -            414   1.4e-14   52.7   2.8   3   3   0.00043     0.019   12.7   0.1   127   214   192   290   190   290 0.70 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 34006at50557         -            414   1.4e-14   52.7   2.8   1   3   9.7e-05    0.0043   14.9   0.1   110   183     3    78     1    88 0.79 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 34006at50557         -            414   1.4e-14   52.7   2.8   2   3   9.9e-11   4.3e-09   34.6   0.1   110   242    91   236    84   239 0.81 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 34006at50557         -            414   1.4e-14   52.7   2.8   3   3   0.00043     0.019   12.7   0.1   127   214   192   290   190   290 0.70 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 34006at50557         -            414   1.8e-14   52.3   2.0   1   3   1.7e-05   0.00076   17.3   0.1   110   181    38   111    29   116 0.82 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 34006at50557         -            414   1.8e-14   52.3   2.0   2   3   8.3e-09   3.6e-07   28.3   0.0   106   227   121   255   113   264 0.77 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 34006at50557         -            414   1.8e-14   52.3   2.0   3   3     0.085       3.7    5.2   0.0   162   214   268   328   248   329 0.47 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 34006at50557         -            414   3.9e-14   51.2   0.2   1   2   2.8e-13   1.2e-11   43.0   0.1   105   220   134   259    46   296 0.70 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 34006at50557         -            414   3.9e-14   51.2   0.2   2   2       1.2        51    1.4   0.0   154   183   277   306   263   326 0.80 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 34006at50557         -            414   8.7e-14   50.1   0.3   1   3    0.0036      0.16    9.7   0.0    52   142   205   295   200   312 0.70 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 34006at50557         -            414   8.7e-14   50.1   0.3   2   3   1.3e-10   5.9e-09   34.2   0.0   143   242   342   452   303   463 0.77 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 34006at50557         -            414   8.7e-14   50.1   0.3   3   3     0.025       1.1    6.9   0.1   159   216   443   506   437   507 0.78 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 34006at50557         -            414   9.8e-14   49.9   6.7   1   4    0.0011     0.047   11.4   0.0    11    42   118   149   109   158 0.86 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 34006at50557         -            414   9.8e-14   49.9   6.7   2   4      0.27        12    3.5   0.1   151   183   160   192   155   212 0.81 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 34006at50557         -            414   9.8e-14   49.9   6.7   3   4    0.0021     0.092   10.5   0.5   165   215   222   279   196   287 0.58 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 34006at50557         -            414   9.8e-14   49.9   6.7   4   4   1.3e-07   5.6e-06   24.4   0.1   119   221   332   444   328   481 0.77 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 34006at50557         -            414   1.2e-13   49.7   0.4   1   3      0.81        35    2.0   0.1    15    41    10    36     1    49 0.66 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 34006at50557         -            414   1.2e-13   49.7   0.4   2   3   1.1e-09   4.8e-08   31.2   0.1   110   191    49   132    40   154 0.86 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 34006at50557         -            414   1.2e-13   49.7   0.4   3   3   0.00026     0.011   13.5   0.0    15    76   179   235   161   252 0.76 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 34006at50557         -            414     2e-13   48.9  11.7   1   3   3.3e-08   1.4e-06   26.3   0.3   119   216    13   119     2   127 0.78 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 34006at50557         -            414     2e-13   48.9  11.7   2   3   6.7e-08     3e-06   25.3   1.8    10   144    44   164    38   222 0.63 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 34006at50557         -            414     2e-13   48.9  11.7   3   3   1.5e-05   0.00067   17.5   0.1   127   215   207   305   186   305 0.74 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 34006at50557         -            414     2e-13   48.9  11.7   1   3   3.3e-08   1.4e-06   26.3   0.3   119   216    13   119     2   127 0.78 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 34006at50557         -            414     2e-13   48.9  11.7   2   3   6.7e-08     3e-06   25.3   1.8    10   144    44   164    38   222 0.63 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 34006at50557         -            414     2e-13   48.9  11.7   3   3   1.5e-05   0.00067   17.5   0.1   127   215   207   305   186   305 0.74 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   1   4     0.025       1.1    6.9   0.0   191   215    18    42     9    53 0.85 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   2   4       2.7   1.2e+02    0.3   0.0    22    41    63    82    59    89 0.69 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   3   4   1.1e-07   4.8e-06   24.6   0.3   110   217    93   204    87   213 0.78 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   4   4   5.9e-07   2.6e-05   22.2   0.3   127   217   189   287   171   287 0.75 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   1   4     0.025       1.1    6.9   0.0   191   215    18    42     9    53 0.85 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   2   4       2.7   1.2e+02    0.3   0.0    22    41    63    82    59    89 0.69 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   3   4   1.1e-07   4.8e-06   24.6   0.3   110   217    93   204    87   213 0.78 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   4   4   5.9e-07   2.6e-05   22.2   0.3   127   217   189   287   171   287 0.75 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   1   4     0.025       1.1    6.9   0.0   191   215    18    42     9    53 0.85 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   2   4       2.7   1.2e+02    0.3   0.0    22    41    63    82    59    89 0.69 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   3   4   1.1e-07   4.8e-06   24.6   0.3   110   217    93   204    87   213 0.78 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 34006at50557         -            414   8.3e-13   46.9   5.6   4   4   5.9e-07   2.6e-05   22.2   0.3   127   217   189   287   171   287 0.75 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 34006at50557         -            414     1e-12   46.6   0.1   1   1   1.1e-13   4.9e-12   44.3   0.0   110   267    58   224    52   260 0.76 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 34006at50557         -            414   1.1e-12   46.5   0.1   1   1   1.1e-13     5e-12   44.3   0.0   110   267    58   224    51   259 0.76 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 34006at50557         -            414   2.5e-12   45.3   0.2   1   3     0.045         2    6.1   0.1   163   226   371   435   335   470 0.50 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 34006at50557         -            414   2.5e-12   45.3   0.2   2   3   6.2e-06   0.00027   18.8   0.1   110   216   435   551   428   552 0.80 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 34006at50557         -            414   2.5e-12   45.3   0.2   3   3     3e-10   1.3e-08   33.0   0.0   111   221   478   598   474   613 0.83 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 34006at50557         -            414   3.1e-12   45.0   0.5   1   1   2.2e-13   9.6e-12   43.4   0.5   116   275    24   187    13   200 0.76 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   1   3   8.1e-06   0.00036   18.4   1.3   131   219     7   100     1   108 0.73 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   2   3     6e-08   2.6e-06   25.4   0.2   111   218   111   222   106   233 0.73 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   3   3       1.2        55    1.3   0.0   185   215   238   268   231   268 0.85 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   1   3   8.1e-06   0.00036   18.4   1.3   131   219     7   100     1   108 0.73 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   2   3     6e-08   2.6e-06   25.4   0.2   111   218   111   222   106   233 0.73 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   3   3       1.2        55    1.3   0.0   185   215   238   268   231   268 0.85 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 34006at50557         -            414   2.4e-11   42.1   1.0   1   3       4.3   1.9e+02   -0.4   0.0   159   182   230   253   224   308 0.56 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 34006at50557         -            414   2.4e-11   42.1   1.0   2   3   6.8e-10     3e-08   31.9   0.1   118   218   331   439   311   451 0.78 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 34006at50557         -            414   2.4e-11   42.1   1.0   3   3      0.03       1.3    6.7   0.0   121   180   460   520   444   522 0.77 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 34006at50557         -            414   1.1e-10   39.9   6.0   1   3   0.00032     0.014   13.2   0.5   107   216     6   137     2   147 0.64 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 34006at50557         -            414   1.1e-10   39.9   6.0   2   3   0.00093     0.041   11.6   0.4   121   186   158   224   141   245 0.83 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 34006at50557         -            414   1.1e-10   39.9   6.0   3   3   3.4e-05    0.0015   16.4   0.0   117   184   247   315   238   329 0.86 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 34006at50557         -            414   1.8e-10   39.1   2.8   1   1   3.7e-10   1.6e-08   32.7   2.7     1   247    10   257    10   290 0.72 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 34006at50557         -            414   2.3e-10   38.8   5.5   1   4    0.0015     0.065   11.0   0.1    16    43     5    32     2   215 0.89 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 34006at50557         -            414   2.3e-10   38.8   5.5   2   4   2.5e-05    0.0011   16.8   0.1   109   182   216   290   210   301 0.91 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 34006at50557         -            414   2.3e-10   38.8   5.5   3   4      0.14       6.3    4.4   0.0     9    45   339   374   331   380 0.82 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 34006at50557         -            414   2.3e-10   38.8   5.5   4   4      0.23        10    3.8   0.1   111   182   382   456   377   457 0.77 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 34006at50557         -            414   2.3e-10   38.8   5.5   1   2   0.00033     0.014   13.1   0.9   124   183   183   247   163   272 0.80 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 34006at50557         -            414   2.3e-10   38.8   5.5   2   2   1.5e-08   6.5e-07   27.4   0.2   107   226   275   405   252   438 0.77 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 34006at50557         -            414   3.6e-10   38.2   0.3   1   2   2.8e-06   0.00012   19.9   0.1   125   188    28    95    10   122 0.70 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 34006at50557         -            414   3.6e-10   38.2   0.3   2   2   5.7e-05    0.0025   15.6   0.0   156   206   129   181   114   195 0.76 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   1   4     0.034       1.5    6.5   0.0   126   182    23    80    16    87 0.88 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   2   4   0.00025     0.011   13.5   0.0     5    43    84   123    80   130 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   3   4     0.028       1.2    6.8   0.1   150   217   132   207   127   218 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   4   4     0.016      0.72    7.5   0.0   123   221   398   502   375   510 0.69 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   1   4     0.034       1.5    6.5   0.0   126   182    23    80    16    87 0.88 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   2   4   0.00025     0.011   13.5   0.0     5    43    84   123    80   130 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   3   4     0.028       1.2    6.8   0.1   150   217   132   207   127   218 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   4   4     0.016      0.72    7.5   0.0   123   221   398   502   375   510 0.69 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   1   4     0.034       1.5    6.5   0.0   126   182    23    80    16    87 0.88 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   2   4   0.00025     0.011   13.5   0.0     5    43    84   123    80   130 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   3   4     0.028       1.2    6.8   0.1   150   217   132   207   127   218 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   4   4     0.016      0.72    7.5   0.0   123   221   398   502   375   510 0.69 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   1   4     0.034       1.5    6.5   0.0   126   182    23    80    16    87 0.88 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   2   4   0.00025     0.011   13.5   0.0     5    43    84   123    80   130 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   3   4     0.028       1.2    6.8   0.1   150   217   132   207   127   218 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 34006at50557         -            414   3.9e-10   38.0   2.5   4   4     0.016      0.72    7.5   0.0   123   221   398   502   375   510 0.69 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 34006at50557         -            414   3.9e-10   38.0   0.4   1   1   1.5e-11   6.7e-10   37.3   0.4   110   218    23   141    13   149 0.75 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 34006at50557         -            414   9.8e-10   36.7   3.5   1   3   6.1e-05    0.0027   15.5   0.4   122   188    53   120     4   135 0.71 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 34006at50557         -            414   9.8e-10   36.7   3.5   2   3   9.4e-08   4.1e-06   24.8   0.6   123   218    54   158    31   165 0.83 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 34006at50557         -            414   9.8e-10   36.7   3.5   3   3     0.001     0.044   11.5   0.1   157   226   171   250   162   276 0.71 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 34006at50557         -            414   1.2e-09   36.4   0.0   1   2   5.6e-07   2.5e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 34006at50557         -            414   1.2e-09   36.4   0.0   2   2   0.00058     0.025   12.3   0.0   111   180    83   155    74   156 0.64 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 34006at50557         -            414   1.9e-09   35.8   2.0   1   2   9.8e-08   4.3e-06   24.7   0.7   128   300    59   251    41   259 0.74 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 34006at50557         -            414   1.9e-09   35.8   2.0   2   2    0.0011     0.046   11.5   0.1   110   182   250   325   233   329 0.79 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 34006at50557         -            414   2.1e-09   35.7   3.9   1   3     0.046         2    6.1   0.0   190   233    31    76     5    85 0.79 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 34006at50557         -            414   2.1e-09   35.7   3.9   2   3   8.5e-06   0.00037   18.3   0.4   125   198    87   161    80   166 0.80 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 34006at50557         -            414   2.1e-09   35.7   3.9   3   3    0.0043      0.19    9.5   0.1   129   184   184   240   176   250 0.79 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 34006at50557         -            414   2.3e-09   35.5   1.0   1   2   1.2e-08   5.3e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 34006at50557         -            414   2.3e-09   35.5   1.0   2   2       0.3        13    3.4   0.1   114   142   213   241   200   281 0.62 -
