#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 80377at50557         -            287  3.2e-159  527.4   0.0   1   1  1.8e-160  5.5e-159  526.7   0.0     8   287    42   348    36   348 0.95 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 80377at50557         -            287     4e-42  143.2  14.4   3   4   2.9e-16     9e-15   53.4   0.2    54   196   125   265   122   266 0.88 -
57752at50557_121225_0:0018b6|STRG.4044.1:539-1453|+    -            305 80377at50557         -            287     4e-42  143.2  14.4   4   4   3.7e-06   0.00012   20.3   0.1   146   193   256   304   256   305 0.77 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 80377at50557         -            287     4e-42  143.2  14.4   1   4   5.1e-17   1.6e-15   55.9   0.6   128   246     8   120     1   121 0.90 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 80377at50557         -            287     4e-42  143.2  14.4   2   4   4.8e-13   1.5e-11   42.9   0.4   159   270    83   186    81   199 0.86 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 80377at50557         -            287     4e-42  143.2  14.4   3   4   2.9e-16     9e-15   53.4   0.2    54   196   125   265   122   266 0.88 -
57752at50557_121225_0:0018b6|STRG.4044.2:589-1503|+    -            305 80377at50557         -            287     4e-42  143.2  14.4   4   4   3.7e-06   0.00012   20.3   0.1   146   193   256   304   256   305 0.77 -
40115at50557_28612_0:000941|STRG.8740.1:278-1135|+     -            286 80377at50557         -            287   1.1e-41  141.8   6.0   1   4   4.5e-05    0.0014   16.7   0.0    59    91     5    37     2    47 0.65 -
40115at50557_28612_0:000941|STRG.8740.1:278-1135|+     -            286 80377at50557         -            287   1.1e-41  141.8   6.0   2   4   0.00073     0.023   12.7   0.0    59   101    47    83    41    89 0.83 -
40115at50557_28612_0:000941|STRG.8740.1:278-1135|+     -            286 80377at50557         -            287   1.1e-41  141.8   6.0   3   4     1e-21   3.2e-20   71.3   0.1    58   195    88   246    82   252 0.82 -
40115at50557_28612_0:000941|STRG.8740.1:278-1135|+     -            286 80377at50557         -            287   1.1e-41  141.8   6.0   4   4   6.2e-19   1.9e-17   62.2   0.5    55   193   127   286   121   286 0.83 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 80377at50557         -            287   3.1e-41  140.3   4.4   1   4   7.1e-05    0.0022   16.1   0.0    57    89     2    34     1    42 0.84 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 80377at50557         -            287   3.1e-41  140.3   4.4   2   4     3e-09   9.4e-08   30.4   0.1    56   107    43    95    37    97 0.90 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 80377at50557         -            287   3.1e-41  140.3   4.4   3   4     2e-12   6.2e-11   40.9   0.0   130   195    95   161    93   174 0.90 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+       -            265 80377at50557         -            287   3.1e-41  140.3   4.4   4   4   2.2e-16   6.7e-15   53.9   0.1   169   260   178   264   164   265 0.87 -
40115at50557_7370_0:002473|STRG.8742.1:174-1016|+      -            281 80377at50557         -            287   2.7e-39  133.9  10.7   1   4   1.5e-07   4.8e-06   24.8   0.2   128   195     5    73     1    80 0.86 -
40115at50557_7370_0:002473|STRG.8742.1:174-1016|+      -            281 80377at50557         -            287   2.7e-39  133.9  10.7   2   4   3.9e-07   1.2e-05   23.5   0.0    58   108    41    92    40    92 0.89 -
40115at50557_7370_0:002473|STRG.8742.1:174-1016|+      -            281 80377at50557         -            287   2.7e-39  133.9  10.7   3   4   1.5e-16   4.7e-15   54.4   0.1    53   194    78   240    73   246 0.75 -
40115at50557_7370_0:002473|STRG.8742.1:174-1016|+      -            281 80377at50557         -            287   2.7e-39  133.9  10.7   4   4   2.5e-17   7.7e-16   56.9   0.4    55   193   122   281   116   281 0.79 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 80377at50557         -            287   1.6e-38  131.4  11.0   1   4   2.7e-13   8.4e-12   43.7   0.4   151   268   103   215    71   230 0.81 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 80377at50557         -            287   1.6e-38  131.4  11.0   2   4   1.2e-07   3.8e-06   25.1   2.2    35   110   227   301   224   307 0.87 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 80377at50557         -            287   1.6e-38  131.4  11.0   3   4   1.7e-12   5.4e-11   41.1   0.0    35   114   342   422   325   425 0.87 -
40115at50557_103372_0:0021d6|STRG.4040.1:259-1701|+    -            481 80377at50557         -            287   1.6e-38  131.4  11.0   4   4   5.7e-08   1.8e-06   26.2   0.1   221   281   415   475   411   478 0.93 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 80377at50557         -            287   1.1e-35  122.0  22.4   1   6   1.2e-07   3.8e-06   25.1   0.2   140   271    17   147     4   153 0.80 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 80377at50557         -            287   1.1e-35  122.0  22.4   2   6   8.8e-16   2.8e-14   51.8   4.0    35   247   109   327   100   332 0.82 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 80377at50557         -            287   1.1e-35  122.0  22.4   3   6    0.0028     0.088   10.8   0.0    46    91   364   408   325   414 0.54 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 80377at50557         -            287   1.1e-35  122.0  22.4   4   6     2e-09   6.1e-08   31.0   0.1   151   275   417   534   409   542 0.85 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 80377at50557         -            287   1.1e-35  122.0  22.4   5   6   0.00013    0.0041   15.2   0.1    56   106   637   689   626   690 0.82 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 80377at50557         -            287   1.1e-35  122.0  22.4   6   6     0.025      0.77    7.7   0.0   158   193   677   712   673   712 0.89 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 80377at50557         -            287   2.3e-35  121.0  22.1   1   6   9.7e-05     0.003   15.6   0.1   124   195    33   106    30   116 0.80 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 80377at50557         -            287   2.3e-35  121.0  22.1   2   6   1.8e-15   5.7e-14   50.8   4.5    37   248    96   313    93   323 0.82 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 80377at50557         -            287   2.3e-35  121.0  22.1   3   6    0.0028     0.087   10.8   0.0    47    90   350   392   311   399 0.54 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 80377at50557         -            287   2.3e-35  121.0  22.1   4   6   1.7e-09   5.4e-08   31.2   0.1   151   275   402   519   392   528 0.85 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 80377at50557         -            287   2.3e-35  121.0  22.1   5   6   0.00013     0.004   15.2   0.1    56   106   622   674   611   675 0.82 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 80377at50557         -            287   2.3e-35  121.0  22.1   6   6     0.024      0.75    7.8   0.0   158   193   662   697   658   697 0.89 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 80377at50557         -            287   2.9e-30  104.3   4.3   1   1     5e-31   1.6e-29  101.9   4.3    20   280    19   301    12   304 0.83 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 80377at50557         -            287   4.2e-30  103.7   4.1   1   4     0.042       1.3    7.0   0.0    63   123   325   384   315   389 0.75 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 80377at50557         -            287   4.2e-30  103.7   4.1   2   4   3.8e-14   1.2e-12   46.5   0.2   149   280   378   502   367   506 0.89 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 80377at50557         -            287   4.2e-30  103.7   4.1   3   4     9e-08   2.8e-06   25.6   0.0    51    91   512   552   502   557 0.88 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+     -            652 80377at50557         -            287   4.2e-30  103.7   4.1   4   4   1.8e-07   5.5e-06   24.6   0.1   158   229   556   631   552   644 0.71 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 80377at50557         -            287   1.3e-29  102.1   0.9   1   4   4.8e-08   1.5e-06   26.5   0.1   134   196   232   295   225   300 0.89 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 80377at50557         -            287   1.3e-29  102.1   0.9   2   4   3.1e-07   9.7e-06   23.8   0.1   146   196   286   337   286   341 0.89 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 80377at50557         -            287   1.3e-29  102.1   0.9   3   4   1.5e-10   4.7e-09   34.7   0.0   141   197   368   425   349   431 0.80 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 80377at50557         -            287   1.3e-29  102.1   0.9   4   4   1.3e-05   0.00041   18.4   0.0   122   193   434   504   426   506 0.84 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 80377at50557         -            287   2.4e-29  101.3   2.9   1   3   0.00086     0.027   12.5   0.0    55    92    35    72    25    81 0.74 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 80377at50557         -            287   2.4e-29  101.3   2.9   2   3     5e-13   1.6e-11   42.8   0.1   128   278    86   235    81   236 0.86 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 80377at50557         -            287   2.4e-29  101.3   2.9   3   3   3.7e-18   1.1e-16   59.7   0.1    56   193   166   328   159   329 0.77 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   1   3   7.9e-05    0.0025   15.9   0.2   161   211    10    55     5    57 0.54 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   2   3   2.8e-21   8.6e-20   69.9   4.6    51   212    48   216    42   220 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   3   3   3.7e-06   0.00012   20.3   0.2   139   196   228   287   218   287 0.79 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   1   3   7.9e-05    0.0025   15.9   0.2   161   211    10    55     5    57 0.54 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   2   3   2.8e-21   8.6e-20   69.9   4.6    51   212    48   216    42   220 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   3   3   3.7e-06   0.00012   20.3   0.2   139   196   228   287   218   287 0.79 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   1   3   7.9e-05    0.0025   15.9   0.2   161   211    10    55     5    57 0.54 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   2   3   2.8e-21   8.6e-20   69.9   4.6    51   212    48   216    42   220 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 80377at50557         -            287   3.1e-28   97.6  13.3   3   3   3.7e-06   0.00012   20.3   0.2   139   196   228   287   218   287 0.79 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 80377at50557         -            287   1.4e-26   92.2   7.4   1   5   1.3e-05   0.00041   18.5   0.0   127   277     4   147     1   156 0.87 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 80377at50557         -            287   1.4e-26   92.2   7.4   2   5   1.2e-07   3.7e-06   25.2   0.0   137   194   190   248   175   251 0.85 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 80377at50557         -            287   1.4e-26   92.2   7.4   3   5   4.7e-05    0.0015   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 80377at50557         -            287   1.4e-26   92.2   7.4   4   5   9.9e-08   3.1e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 80377at50557         -            287   1.4e-26   92.2   7.4   5   5   6.5e-08     2e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 80377at50557         -            287   3.2e-26   91.0   8.2   1   4   2.1e-12   6.7e-11   40.7   2.4    59   186    28   175    24   178 0.67 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 80377at50557         -            287   3.2e-26   91.0   8.2   2   4   2.1e-13   6.6e-12   44.0   0.2   127   213   169   252   165   275 0.89 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 80377at50557         -            287   3.2e-26   91.0   8.2   3   4      0.12       3.9    5.4   0.0    37    94   270   327   262   347 0.82 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 80377at50557         -            287   3.2e-26   91.0   8.2   4   4       2.9        91    0.9   0.0    63    91   362   390   354   398 0.85 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 80377at50557         -            287   1.3e-25   89.1   6.9   1   2   9.8e-05    0.0031   15.6   0.0    62   101     2    42     1    44 0.89 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 80377at50557         -            287   1.3e-25   89.1   6.9   2   2   5.1e-22   1.6e-20   72.3   6.1    56   270    38   268    31   278 0.79 -
14512at50557_29053_0:0002b6|STRG.13347.1:210-920|+     -            237 80377at50557         -            287   1.6e-25   88.7   0.8   1   2   1.3e-11   3.9e-10   38.2   0.0   128   213    11    93     6    94 0.91 -
14512at50557_29053_0:0002b6|STRG.13347.1:210-920|+     -            237 80377at50557         -            287   1.6e-25   88.7   0.8   2   2   4.4e-17   1.4e-15   56.1   0.2    54   195    85   237    79   237 0.84 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 80377at50557         -            287   4.6e-25   87.2   7.1   1   3   8.4e-08   2.6e-06   25.7   0.0   159   261     5   111     2   118 0.81 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 80377at50557         -            287   4.6e-25   87.2   7.1   2   3   3.4e-08   1.1e-06   26.9   0.3   161   279   103   212    99   213 0.91 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 80377at50557         -            287   4.6e-25   87.2   7.1   3   3   6.6e-12   2.1e-10   39.1   0.5   142   267   208   335   203   346 0.78 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 80377at50557         -            287   5.4e-25   87.0   7.7   1   2   6.6e-05    0.0021   16.2   0.0    60   101     5    47     2    47 0.86 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 80377at50557         -            287   5.4e-25   87.0   7.7   2   2   1.2e-20   3.6e-19   67.9   7.4    56   256    43   256    37   256 0.83 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 80377at50557         -            287   6.9e-25   86.6   5.6   1   2   0.00035     0.011   13.8   0.3    56    98    10    53     4    65 0.79 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 80377at50557         -            287   6.9e-25   86.6   5.6   2   2   4.2e-19   1.3e-17   62.7   0.6    20   178   105   286    95   287 0.77 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 80377at50557         -            287   7.4e-25   86.5   2.7   1   5   0.00011    0.0033   15.5   0.0   162   279    54   167    35   175 0.83 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 80377at50557         -            287   7.4e-25   86.5   2.7   2   5      0.22       6.8    4.6   0.0    56   109   141   196   137   203 0.79 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 80377at50557         -            287   7.4e-25   86.5   2.7   3   5   2.1e-06   6.5e-05   21.1   0.0    25    93   194   265   179   276 0.80 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 80377at50557         -            287   7.4e-25   86.5   2.7   4   5     3e-06   9.4e-05   20.6   0.0    52   106   310   366   275   373 0.82 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 80377at50557         -            287   7.4e-25   86.5   2.7   5   5   3.1e-07   9.8e-06   23.8   1.1   106   277   413   590   367   600 0.66 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   1   4    0.0033       0.1   10.6   0.1    57    92     2    37     1    51 0.87 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   2   4     2e-05   0.00062   17.9   0.1   219   279    51   115    47   123 0.85 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   3   4   2.7e-06   8.5e-05   20.7   0.1    57   113    90   146    82   149 0.85 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   4   4   7.8e-17   2.4e-15   55.3   0.2    44   193   119   290   114   290 0.80 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   1   4    0.0033       0.1   10.6   0.1    57    92     2    37     1    51 0.87 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   2   4     2e-05   0.00062   17.9   0.1   219   279    51   115    47   123 0.85 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   3   4   2.7e-06   8.5e-05   20.7   0.1    57   113    90   146    82   149 0.85 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 80377at50557         -            287     1e-24   86.1   3.0   4   4   7.8e-17   2.4e-15   55.3   0.2    44   193   119   290   114   290 0.80 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   1   4   2.8e-08   8.7e-07   27.2   0.6   139   195     2    57     1    59 0.85 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   2   4   5.4e-09   1.7e-07   29.6   1.0    52   122    61   140    57   142 0.80 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   3   4   9.1e-12   2.8e-10   38.7   0.4    32   122   125   220   119   232 0.67 -
40115at50557_1629725_0:001335|STRG.16669.1:1671-2474|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   4   4      0.13         4    5.4   0.0    56    89   237   268   230   268 0.79 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   1   4   2.8e-08   8.7e-07   27.2   0.6   139   195     2    57     1    59 0.85 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   2   4   5.4e-09   1.7e-07   29.6   1.0    52   122    61   140    57   142 0.80 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   3   4   9.1e-12   2.8e-10   38.7   0.4    32   122   125   220   119   232 0.67 -
40115at50557_1629725_0:001335|STRG.16669.2:1464-2267|+ -            268 80377at50557         -            287   1.3e-24   85.7  13.5   4   4      0.13         4    5.4   0.0    56    89   237   268   230   268 0.79 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 80377at50557         -            287   1.8e-24   85.3  16.8   1   6   0.00092     0.029   12.4   0.1   133   201    73   143    27   152 0.74 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 80377at50557         -            287   1.8e-24   85.3  16.8   2   6   1.9e-07   6.1e-06   24.5   0.0   135   252   160   284   150   288 0.71 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 80377at50557         -            287   1.8e-24   85.3  16.8   3   6   0.00015    0.0048   15.0   0.3   133   194   350   412   328   430 0.85 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 80377at50557         -            287   1.8e-24   85.3  16.8   4   6     0.044       1.4    6.9   0.1   153   194   470   511   460   516 0.88 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 80377at50557         -            287   1.8e-24   85.3  16.8   5   6     7e-05    0.0022   16.1   0.0    54   104   518   569   511   572 0.86 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 80377at50557         -            287   1.8e-24   85.3  16.8   6   6     5e-05    0.0016   16.6   0.2   136   193   578   636   570   651 0.89 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 80377at50557         -            287   3.3e-24   84.4   2.8   1   4     0.025      0.78    7.7   0.0   222   272   230   280   219   292 0.67 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 80377at50557         -            287   3.3e-24   84.4   2.8   2   4   1.8e-15   5.5e-14   50.9   0.1   126   270   325   462   292   462 0.90 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 80377at50557         -            287   3.3e-24   84.4   2.8   3   4     1e-07   3.2e-06   25.4   0.1   146   200   429   485   428   487 0.88 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 80377at50557         -            287   3.3e-24   84.4   2.8   4   4   0.00024    0.0075   14.3   0.0    55    88   487   520   483   522 0.93 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 80377at50557         -            287   1.4e-23   82.3   6.9   1   3     6e-15   1.9e-13   49.1   1.9   137   269    18   149     7   150 0.82 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 80377at50557         -            287   1.4e-23   82.3   6.9   2   3   3.9e-09   1.2e-07   30.0   0.4    39   113   116   193   115   198 0.89 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 80377at50557         -            287   1.4e-23   82.3   6.9   3   3   0.00011    0.0034   15.5   0.0   138   195   195   251   188   258 0.89 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 80377at50557         -            287   5.1e-23   80.5  10.0   1   4   1.3e-05   0.00042   18.4   0.1    56    94    13    51     4    56 0.89 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 80377at50557         -            287   5.1e-23   80.5  10.0   2   4   2.6e-15     8e-14   50.3   0.6   162   280    59   173    51   180 0.88 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 80377at50557         -            287   5.1e-23   80.5  10.0   3   4    0.0012     0.038   12.0   0.2    55    88   191   224   184   230 0.89 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 80377at50557         -            287   5.1e-23   80.5  10.0   4   4      0.46        14    3.6   0.0   107   120   321   334   297   337 0.86 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 80377at50557         -            287   5.1e-23   80.5  10.0   1   4   1.3e-05   0.00042   18.4   0.1    56    94    14    52     5    57 0.89 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 80377at50557         -            287   5.1e-23   80.5  10.0   2   4   2.6e-15     8e-14   50.3   0.6   162   280    60   174    52   181 0.88 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 80377at50557         -            287   5.1e-23   80.5  10.0   3   4    0.0012     0.038   12.0   0.2    55    88   192   225   185   231 0.89 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 80377at50557         -            287   5.1e-23   80.5  10.0   4   4      0.46        14    3.6   0.0   107   120   322   335   298   338 0.86 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 80377at50557         -            287   1.1e-22   79.4   4.7   1   3   2.6e-07   8.2e-06   24.0   0.0   221   279   150   208   138   209 0.88 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 80377at50557         -            287   1.1e-22   79.4   4.7   2   3   2.2e-13   6.9e-12   44.0   0.3   133   281   195   336   193   337 0.89 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 80377at50557         -            287   1.1e-22   79.4   4.7   3   3   3.2e-06    0.0001   20.5   0.2    58   237   310   424   304   439 0.49 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+    -            455 80377at50557         -            287   1.1e-22   79.4   4.7   1   3   2.6e-07   8.2e-06   24.0   0.0   221   279   150   208   138   209 0.88 -
