#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.4010.1:104-955|+      -            284 83902at50557         -            211  7.9e-106  351.1  11.0   1   1  4.7e-107  3.4e-105  349.1  11.0     1   211    15   256    15   256 0.93 -
25718at50557_7160_0:003d21|STRG.16689.1:1251-4187|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   5  10   8.1e-06   0.00058   18.3   1.2    91   171   435   520   429   528 0.79 -
25718at50557_7160_0:003d21|STRG.16689.1:1251-4187|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   6  10   9.1e-06   0.00066   18.1   5.0    52   181   483   625   482   631 0.73 -
25718at50557_7160_0:003d21|STRG.16689.1:1251-4187|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   7  10   4.1e-12     3e-10   38.9   6.4    34   177   631   792   627   795 0.75 -
25718at50557_7160_0:003d21|STRG.16689.1:1251-4187|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   8  10   2.2e-06   0.00016   20.1   0.5    90   156   796   866   792   874 0.86 -
25718at50557_7160_0:003d21|STRG.16689.1:1251-4187|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   9  10   1.2e-05   0.00084   17.8   0.3   118   178   848   912   844   917 0.86 -
25718at50557_7160_0:003d21|STRG.16689.1:1251-4187|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8  10  10    0.0022      0.16   10.3   0.5    96   172   873   955   869   960 0.79 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   1  10   7.6e-07   5.5e-05   21.7   1.6    34   174    25   181    15   184 0.80 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   2  10    0.0062      0.45    8.9   0.0    37    72   173   208   166   217 0.90 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   3  10   5.5e-09     4e-07   28.6   4.2    38   178   197   352   195   361 0.81 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   4  10       1.4     1e+02    1.2   0.1    38    70   396   429   387   433 0.80 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   5  10   8.1e-06   0.00058   18.3   1.2    91   171   435   520   429   528 0.79 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   6  10   9.1e-06   0.00066   18.1   5.0    52   181   483   625   482   631 0.73 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   7  10   4.1e-12     3e-10   38.9   6.4    34   177   631   792   627   795 0.75 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   8  10   2.2e-06   0.00016   20.1   0.5    90   156   796   866   792   874 0.86 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8   9  10   1.2e-05   0.00084   17.8   0.3   118   178   848   912   844   917 0.86 -
25718at50557_7160_0:003d21|STRG.16689.3:1478-4414|+    -            979 83902at50557         -            211   1.1e-38  131.8  58.8  10  10    0.0022      0.16   10.3   0.5    96   172   873   955   869   960 0.79 -
54603at50557_7070_0:002ddb|STRG.314.1:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   1   4      0.18        13    4.1   0.0   100   136    11    47     5    55 0.60 -
54603at50557_7070_0:002ddb|STRG.314.1:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   2   4   7.4e-25   5.3e-23   80.5   3.2    34   184    54   213    47   222 0.86 -
54603at50557_7070_0:002ddb|STRG.314.1:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   3   4   4.7e-10   3.4e-08   32.1   0.5    81   183   223   327   216   333 0.90 -
54603at50557_7070_0:002ddb|STRG.314.1:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   4   4   7.2e-08   5.2e-06   25.0   2.1    35    84   331   380   327   385 0.91 -
54603at50557_7070_0:002ddb|STRG.314.2:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   1   4      0.18        13    4.1   0.0   100   136    11    47     5    55 0.60 -
54603at50557_7070_0:002ddb|STRG.314.2:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   2   4   7.4e-25   5.3e-23   80.5   3.2    34   184    54   213    47   222 0.86 -
54603at50557_7070_0:002ddb|STRG.314.2:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   3   4   4.7e-10   3.4e-08   32.1   0.5    81   183   223   327   216   333 0.90 -
54603at50557_7070_0:002ddb|STRG.314.2:171-1352|+       -            394 83902at50557         -            211     2e-38  130.9  22.2   4   4   7.2e-08   5.2e-06   25.0   2.1    35    84   331   380   327   385 0.91 -
54603at50557_7070_0:002ddb|STRG.314.3:73-1254|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   1   4      0.18        13    4.1   0.0   100   136    11    47     5    55 0.60 -
54603at50557_7070_0:002ddb|STRG.314.3:73-1254|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   2   4   7.4e-25   5.3e-23   80.5   3.2    34   184    54   213    47   222 0.86 -
54603at50557_7070_0:002ddb|STRG.314.3:73-1254|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   3   4   4.7e-10   3.4e-08   32.1   0.5    81   183   223   327   216   333 0.90 -
54603at50557_7070_0:002ddb|STRG.314.3:73-1254|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   4   4   7.2e-08   5.2e-06   25.0   2.1    35    84   331   380   327   385 0.91 -
54603at50557_7070_0:002ddb|STRG.314.4:33-1214|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   1   4      0.18        13    4.1   0.0   100   136    11    47     5    55 0.60 -
54603at50557_7070_0:002ddb|STRG.314.4:33-1214|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   2   4   7.4e-25   5.3e-23   80.5   3.2    34   184    54   213    47   222 0.86 -
54603at50557_7070_0:002ddb|STRG.314.4:33-1214|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   3   4   4.7e-10   3.4e-08   32.1   0.5    81   183   223   327   216   333 0.90 -
54603at50557_7070_0:002ddb|STRG.314.4:33-1214|+        -            394 83902at50557         -            211     2e-38  130.9  22.2   4   4   7.2e-08   5.2e-06   25.0   2.1    35    84   331   380   327   385 0.91 -
54603at50557_116153_0:001d7a|STRG.11923.7:495-1970|+   -            492 83902at50557         -            211   3.7e-36  123.5  36.0   1   4     2e-10   1.5e-08   33.3   6.1    97   185     3    93     1    96 0.86 -
54603at50557_116153_0:001d7a|STRG.11923.7:495-1970|+   -            492 83902at50557         -            211   3.7e-36  123.5  36.0   2   4   4.6e-09   3.3e-07   28.9   1.0    32    86    92   146    91   175 0.80 -
54603at50557_116153_0:001d7a|STRG.11923.7:495-1970|+   -            492 83902at50557         -            211   3.7e-36  123.5  36.0   3   4   1.1e-07     8e-06   24.4   4.0    78   184   167   275   144   297 0.80 -
54603at50557_116153_0:001d7a|STRG.11923.7:495-1970|+   -            492 83902at50557         -            211   3.7e-36  123.5  36.0   4   4   1.1e-15     8e-14   50.5   5.0    33   172   342   492   334   492 0.87 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   1   8   0.00028      0.02   13.3   0.2    91   178    16   107     2   112 0.72 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   2   8   3.7e-08   2.6e-06   26.0   2.3    53   178   112   251   108   260 0.78 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   3   8   1.3e-05   0.00093   17.6   3.4    91   159   334   406   284   428 0.60 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   4   8   9.2e-06   0.00066   18.1   5.3    52   181   382   524   381   531 0.73 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   5   8   3.6e-12   2.6e-10   39.1   6.5    34   177   530   691   526   695 0.75 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   6   8   5.9e-08   4.2e-06   25.3   2.3    36   154   628   763   627   766 0.76 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   7   8   1.1e-05   0.00077   17.9   0.3   118   178   747   811   743   816 0.86 -
25718at50557_29031_0:000108|STRG.16689.5:130-2838|+    -            903 83902at50557         -            211   1.5e-35  121.5  54.1   8   8    0.0016      0.11   10.8   0.3    96   172   772   854   766   860 0.74 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   1   8       2.9   2.1e+02    0.1   0.1    38    73    10    46     4    60 0.67 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   2   8   1.3e-05   0.00093   17.6   1.7    34   137    53   167    30   190 0.70 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   3   8     5e-09   3.6e-07   28.8   1.8    16   174    80   256    75   265 0.77 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   4   8   2.3e-06   0.00017   20.1   1.5    41   177   228   379   227   387 0.77 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   5   8   1.3e-05    0.0009   17.7   4.1    91   176   465   555   415   565 0.84 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   6   8    0.0046      0.33    9.3   5.2    52   180   513   654   512   661 0.69 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   7   8   1.2e-09   8.5e-08   30.8   1.5    34   177   661   822   656   825 0.74 -
25718at50557_7493_0:0009f9|STRG.16686.1:516-3803|+     -           1096 83902at50557         -            211   7.2e-34  116.0  51.2   8   8     2e-10   1.4e-08   33.4   2.8    38   174   836   987   832  1003 0.78 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   1  10   0.00047     0.034   12.6   1.0    92   187   101   205    83   206 0.71 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   2  10   0.00053     0.038   12.4   0.4   105   179   206   285   198   291 0.84 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   3  10   1.1e-05   0.00083   17.8   2.8    35   177   293   451   287   455 0.79 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   4  10   9.2e-05    0.0066   14.9   3.5    34   176   389   550   361   553 0.71 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   5  10   0.00017     0.012   14.0   2.0    54   177   484   623   480   636 0.75 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   6  10   0.00019     0.014   13.8   0.8    35   135   586   695   578   698 0.78 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   7  10   2.8e-16     2e-14   52.5   3.5    38   179   638   790   636   798 0.85 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   8  10   1.4e-05     0.001   17.5   4.2    38   135   778   885   773   892 0.78 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4   9  10   9.2e-05    0.0066   14.9   3.0    97   170   892   967   880   977 0.84 -
8280at50557_609295_0:000daa|STRG.5183.1:211-3645|+     -           1145 83902at50557         -            211   9.5e-31  105.8  62.4  10  10       8.4   6.1e+02   -1.4   0.0   162   180  1033  1051  1015  1079 0.61 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   1  11   1.9e-10   1.4e-08   33.4   2.8    70   178   119   236    69   240 0.79 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   2  11   4.4e-10   3.2e-08   32.2   1.8    82   179   132   237   127   269 0.67 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   3  11   0.00058     0.042   12.2   1.0    70   179   248   362   243   364 0.83 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   4  11    0.0046      0.33    9.3   0.4   118   179   319   386   310   392 0.77 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   5  11       3.5   2.5e+02   -0.1   0.2   113   151   420   458   389   482 0.80 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   6  11   1.5e-05    0.0011   17.4   3.6    51   157   514   635   493   640 0.77 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   7  11    0.0014       0.1   11.0   0.5    91   124   637   670   634   689 0.83 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   8  11   6.8e-07   4.9e-05   21.8   2.4    96   180   702   792   694   794 0.82 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0   9  11    0.0011     0.082   11.3   0.2   136   180   771   816   766   821 0.84 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0  10  11   0.00018     0.013   13.9   0.2    94   137   797   839   780   864 0.70 -
8280at50557_103372_0:001996|STRG.2547.1:229-4152|+     -           1284 83902at50557         -            211   8.3e-30  102.8  61.0  11  11   6.6e-08   4.8e-06   25.1   4.9    34   198   822  1011   817  1024 0.73 -
54603at50557_88501_0:001520|STRG.3757.1:27-1118|+      -            364 83902at50557         -            211   1.2e-29  102.3  23.0   1   4   2.5e-05    0.0018   16.7   0.1   127   185    12    70     5    91 0.79 -
54603at50557_88501_0:001520|STRG.3757.1:27-1118|+      -            364 83902at50557         -            211   1.2e-29  102.3  23.0   2   4     3e-07   2.2e-05   23.0   1.1    23    75    85   137    73   144 0.87 -
54603at50557_88501_0:001520|STRG.3757.1:27-1118|+      -            364 83902at50557         -            211   1.2e-29  102.3  23.0   3   4   1.2e-10   8.4e-09   34.1   8.5    33   136   142   254   136   257 0.79 -
54603at50557_88501_0:001520|STRG.3757.1:27-1118|+      -            364 83902at50557         -            211   1.2e-29  102.3  23.0   4   4   2.4e-16   1.8e-14   52.7   3.6    45   184   203   353   202   359 0.86 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   1  11   2.3e-10   1.7e-08   33.2   3.1    70   178   119   236    69   242 0.80 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   2  11   1.2e-05   0.00083   17.8   0.5    91   154   191   259   186   269 0.85 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   3  11   0.00056      0.04   12.3   1.3    69   180   247   363   240   365 0.83 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   4  11    0.0047      0.34    9.3   0.3   119   179   320   386   311   391 0.77 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   5  11       3.3   2.4e+02   -0.0   0.1   113   151   420   458   388   483 0.80 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   6  11   1.3e-05   0.00095   17.6   3.3    51   157   514   635   492   639 0.77 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   7  11    0.0012      0.09   11.2   0.5    91   124   637   670   631   686 0.83 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   8  11   7.2e-07   5.2e-05   21.7   2.8    96   180   702   792   673   795 0.84 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6   9  11    0.0011     0.076   11.4   0.3   136   181   771   817   765   823 0.84 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6  10  11   0.00026     0.018   13.4   0.2    96   137   799   839   793   874 0.71 -
8280at50557_103372_0:001996|STRG.2547.2:229-4275|+     -           1284 83902at50557         -            211   1.4e-29  102.0  61.6  11  11   6.7e-08   4.8e-06   25.1   4.7    35   198   823  1011   818  1024 0.73 -
25718at50557_29058_0:000d02|STRG.9394.1:951-3341|+     -            797 83902at50557         -            211   8.2e-26   89.7  29.2   1   6   3.3e-11   2.4e-09   35.9   1.8    61   181     4   143     1   166 0.71 -
25718at50557_29058_0:000d02|STRG.9394.1:951-3341|+     -            797 83902at50557         -            211   8.2e-26   89.7  29.2   2   6   7.9e-06   0.00057   18.3   0.2    92   178   171   262   166   267 0.88 -
25718at50557_29058_0:000d02|STRG.9394.1:951-3341|+     -            797 83902at50557         -            211   8.2e-26   89.7  29.2   3   6   4.5e-05    0.0033   15.9   1.5    31   105   268   351   265   353 0.82 -
25718at50557_29058_0:000d02|STRG.9394.1:951-3341|+     -            797 83902at50557         -            211   8.2e-26   89.7  29.2   4   6   0.00053     0.038   12.4   1.6    35   142   319   416   310   455 0.62 -
25718at50557_29058_0:000d02|STRG.9394.1:951-3341|+     -            797 83902at50557         -            211   8.2e-26   89.7  29.2   5   6     0.041         3    6.2   0.3    27    89   450   514   437   526 0.79 -
25718at50557_29058_0:000d02|STRG.9394.1:951-3341|+     -            797 83902at50557         -            211   8.2e-26   89.7  29.2   6   6   7.3e-05    0.0052   15.2   0.2    88   154   675   745   655   755 0.84 -
7376at50557_121225_0:001986|STRG.9363.1:876-3260|+     -            795 83902at50557         -            211   1.2e-24   85.9  35.3   1   6   2.4e-10   1.8e-08   33.1   0.5    33   181    17   161    11   166 0.81 -
7376at50557_121225_0:001986|STRG.9363.1:876-3260|+     -            795 83902at50557         -            211   1.2e-24   85.9  35.3   2   6   5.9e-06   0.00043   18.7   2.4    94   177   165   255   161   258 0.82 -
7376at50557_121225_0:001986|STRG.9363.1:876-3260|+     -            795 83902at50557         -            211   1.2e-24   85.9  35.3   3   6   2.9e-11   2.1e-09   36.1   5.8    32   185   239   406   236   416 0.84 -
7376at50557_121225_0:001986|STRG.9363.1:876-3260|+     -            795 83902at50557         -            211   1.2e-24   85.9  35.3   4   6      0.25        18    3.6   0.6    34   134   407   514   397   524 0.60 -
7376at50557_121225_0:001986|STRG.9363.1:876-3260|+     -            795 83902at50557         -            211   1.2e-24   85.9  35.3   5   6   0.00015     0.011   14.2   0.4   105   177   663   740   656   747 0.84 -
7376at50557_121225_0:001986|STRG.9363.1:876-3260|+     -            795 83902at50557         -            211   1.2e-24   85.9  35.3   6   6      0.02       1.4    7.2   0.1    35    73   727   766   717   778 0.75 -
25718at50557_34720_0:000a06|STRG.13990.2:3-4715|+      -           1559 83902at50557         -            211   6.3e-24   83.5  44.6   1   6     0.018       1.3    7.4   2.9    32   172   111   263    91   269 0.70 -
25718at50557_34720_0:000a06|STRG.13990.2:3-4715|+      -           1559 83902at50557         -            211   6.3e-24   83.5  44.6   2   6   0.00062     0.045   12.1   0.8    69   178   276   395   225   396 0.66 -
25718at50557_34720_0:000a06|STRG.13990.2:3-4715|+      -           1559 83902at50557         -            211   6.3e-24   83.5  44.6   3   6   7.5e-09   5.4e-07   28.2   3.4    42   179   367   516   353   519 0.81 -
25718at50557_34720_0:000a06|STRG.13990.2:3-4715|+      -           1559 83902at50557         -            211   6.3e-24   83.5  44.6   4   6     4e-06   0.00029   19.3   2.5    41   182   507   662   504   667 0.80 -
25718at50557_34720_0:000a06|STRG.13990.2:3-4715|+      -           1559 83902at50557         -            211   6.3e-24   83.5  44.6   5   6   3.7e-06   0.00027   19.4   7.9    34   155   691   825   668   848 0.59 -
25718at50557_34720_0:000a06|STRG.13990.2:3-4715|+      -           1559 83902at50557         -            211   6.3e-24   83.5  44.6   6   6     1e-07   7.2e-06   24.5   0.8    38   191   790   956   786   966 0.73 -
83902at50557_319348_0:0019ae|STRG.12098.1:471-1037|+   -            189 83902at50557         -            211   1.6e-23   82.2   9.5   1   2     2e-11   1.5e-09   36.6   0.8   102   178    13    91     5    94 0.81 -
83902at50557_319348_0:0019ae|STRG.12098.1:471-1037|+   -            189 83902at50557         -            211   1.6e-23   82.2   9.5   2   2   5.5e-16     4e-14   51.5   2.0    84   184    87   189    83   189 0.90 -
83902at50557_7165_0:002695|STRG.3052.1:167-679|+       -            171 83902at50557         -            211     3e-20   71.5   3.5   1   2   0.00045     0.033   12.6   0.0   134   184    11    62     5    70 0.85 -
83902at50557_7165_0:002695|STRG.3052.1:167-679|+       -            171 83902at50557         -            211     3e-20   71.5   3.5   2   2   7.6e-18   5.5e-16   57.6   2.4    82   178    73   171    64   171 0.93 -
83902at50557_7165_0:002695|STRG.3052.2:220-708|+       -            163 83902at50557         -            211   3.2e-20   71.4   3.3   1   2   0.00088     0.064   11.6   0.0   135   184     4    54     2    61 0.86 -
83902at50557_7165_0:002695|STRG.3052.2:220-708|+       -            163 83902at50557         -            211   3.2e-20   71.4   3.3   2   2   4.2e-18   3.1e-16   58.4   1.5    82   178    65   163    61   163 0.94 -
54603at50557_116153_0:001d7a|STRG.11923.6:915-1781|+   -            289 83902at50557         -            211   4.5e-20   70.9  12.5   1   2   4.9e-07   3.6e-05   22.3   0.3    35    83     6    54     2    59 0.93 -
54603at50557_116153_0:001d7a|STRG.11923.6:915-1781|+   -            289 83902at50557         -            211   4.5e-20   70.9  12.5   2   2   4.7e-16   3.4e-14   51.7   5.8    33   172   139   289   124   289 0.87 -
83902at50557_568069_0:000a01|STRG.9403.1:484-1074|+    -            197 83902at50557         -            211   2.2e-19   68.7   9.7   1   2   6.5e-13   4.7e-11   41.5   3.2    61   184     4   137     1   138 0.52 -
83902at50557_568069_0:000a01|STRG.9403.1:484-1074|+    -            197 83902at50557         -            211   2.2e-19   68.7   9.7   2   2   6.5e-10   4.7e-08   31.7   0.7   118   172   137   194   136   197 0.53 -
109776at50557_13249_0:0026b7|STRG.11923.6:200-817|+    -            206 83902at50557         -            211   1.3e-18   66.2  10.9   1   3   1.9e-05    0.0013   17.1   1.4   139   184    52    97     8    99 0.65 -
109776at50557_13249_0:0026b7|STRG.11923.6:200-817|+    -            206 83902at50557         -            211   1.3e-18   66.2  10.9   2   3   3.6e-11   2.6e-09   35.8   6.0    97   185    54   144    51   146 0.87 -
109776at50557_13249_0:0026b7|STRG.11923.6:200-817|+    -            206 83902at50557         -            211   1.3e-18   66.2  10.9   3   3   1.5e-09   1.1e-07   30.5   0.2    32    85   143   196   142   203 0.94 -
109776at50557_13249_0:0026b7|STRG.11923.8:200-817|+    -            206 83902at50557         -            211   1.3e-18   66.2  10.9   1   3   1.9e-05    0.0013   17.1   1.4   139   184    52    97     8    99 0.65 -
109776at50557_13249_0:0026b7|STRG.11923.8:200-817|+    -            206 83902at50557         -            211   1.3e-18   66.2  10.9   2   3   3.6e-11   2.6e-09   35.8   6.0    97   185    54   144    51   146 0.87 -
