#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109797at50557_83485_0:000ec1|STRG.11019.1:371-1276|+   -            302 109797at50557        -            227  3.9e-140  463.7   0.0   1   1    8e-142  4.9e-140  463.4   0.0     1   222    21   246    21   251 0.98 -
107216at50557_13164_0:0032c6|STRG.568.3:1037-1579|+    -            181 109797at50557        -            227     8e-33  112.7   0.1   1   1   1.5e-34   9.3e-33  112.5   0.1     4   165     7   172     4   178 0.92 -
107216at50557_13164_0:0032c6|STRG.568.4:916-1458|+     -            181 109797at50557        -            227     8e-33  112.7   0.1   1   1   1.5e-34   9.3e-33  112.5   0.1     4   165     7   172     4   178 0.92 -
109573at50557_103372_0:0023c7|STRG.6778.1:486-1139|+   -            218 109797at50557        -            227   1.3e-32  112.0   0.0   1   1   2.8e-34   1.7e-32  111.6   0.0     3   166     6   177     5   184 0.87 -
107216at50557_56086_0:000591|STRG.2111.1:136-642|+     -            169 109797at50557        -            227   2.1e-32  111.3   0.3   1   1   3.7e-34   2.2e-32  111.2   0.3     2   161     4   166     1   169 0.88 -
104262at50557_88501_0:0010fe|STRG.6104.2:1266-1697|+   -            144 109797at50557        -            227   4.4e-32  110.3   0.0   1   1   7.6e-34   4.7e-32  110.2   0.0    17   157     5   144     1   144 0.93 -
106023at50557_34720_0:001fd2|STRG.3308.1:918-1577|+    -            220 109797at50557        -            227     2e-31  108.1   0.0   1   1   4.9e-33     3e-31  107.5   0.0     7   163    27   186    24   194 0.91 -
106023at50557_34720_0:001fd2|STRG.3308.4:368-1063|+    -            232 109797at50557        -            227     2e-31  108.1   0.0   1   1   4.9e-33     3e-31  107.5   0.0     7   163    39   198    14   206 0.91 -
106023at50557_67767_0:00110a|STRG.3308.3:158-826|+     -            223 109797at50557        -            227     2e-31  108.1   0.0   1   1   5.1e-33   3.1e-31  107.5   0.0     7   163    30   189    27   197 0.91 -
106023at50557_456900_0:0019f7|STRG.3308.2:370-1098|+   -            243 109797at50557        -            227   2.1e-31  108.0   0.1   1   1   6.5e-33     4e-31  107.1   0.1     7   163    50   209    44   216 0.91 -
104262at50557_103372_0:002a03|STRG.14299.1:1-1022|+    -            217 109797at50557        -            227   2.9e-31  107.6   0.4   1   1     6e-33   3.7e-31  107.2   0.4     2   120    28   149    27   182 0.88 -
104262at50557_64793_0:001dc9|STRG.14299.2:616-1341|+   -            242 109797at50557        -            227   3.8e-31  107.2   0.3   1   1   8.2e-33     5e-31  106.8   0.3     2   120    53   174    52   207 0.88 -
107216at50557_7004_0:001b36|STRG.14714.2:563-1430|+    -            183 109797at50557        -            227   4.2e-31  107.0   0.1   1   1   7.8e-33   4.8e-31  106.9   0.1     2   168     2   165     1   180 0.90 -
107216at50557_7004_0:001b36|STRG.14714.3:542-1105|+    -            188 109797at50557        -            227     5e-31  106.8   0.0   1   1   9.3e-33   5.7e-31  106.6   0.0     2   168     2   170     1   185 0.90 -
107216at50557_7038_0:002032|STRG.568.1:385-918|+       -            178 109797at50557        -            227     6e-31  106.5   0.0   1   1   1.1e-32   6.9e-31  106.3   0.0     4   162    14   176    11   178 0.91 -
107216at50557_7038_0:002032|STRG.568.2:676-1209|+      -            178 109797at50557        -            227     6e-31  106.5   0.0   1   1   1.1e-32   6.9e-31  106.3   0.0     4   162    14   176    11   178 0.91 -
129498at50557_103372_0:001a9c|STRG.15507.1:423-1127|+  -            235 109797at50557        -            227   3.3e-30  104.1   0.2   1   1     7e-32   4.3e-30  103.7   0.2     5   169    10   177     8   208 0.88 -
107216at50557_7004_0:001b36|STRG.14714.1:563-1752|+    -            194 109797at50557        -            227   1.1e-29  102.4   0.0   1   1   2.6e-31   1.6e-29  101.9   0.0     2   167     2   175     1   191 0.86 -
108755at50557_178035_0:0020de|STRG.10765.2:251-877|+   -            209 109797at50557        -            227     8e-29   99.6   0.2   1   1   1.7e-30     1e-28   99.2   0.2     7   161    14   171    11   183 0.91 -
108755at50557_456900_0:000c82|STRG.10765.1:251-906|+   -            214 109797at50557        -            227     9e-29   99.4   0.2   1   1   1.9e-30   1.2e-28   99.1   0.2     7   161    14   171    11   181 0.91 -
104262at50557_29053_0:001062|STRG.16692.3:417-1058|+   -            214 109797at50557        -            227   1.5e-28   98.7   0.1   1   1   2.9e-30   1.8e-28   98.5   0.1     2   166     8   181     7   198 0.87 -
106023at50557_39758_0:004d29|STRG.6513.1:124-660|+     -            179 109797at50557        -            227     2e-24   85.2   0.1   1   1   3.9e-26   2.4e-24   84.9   0.1     5   161    15   178    12   179 0.85 -
107216at50557_7038_0:002032|STRG.568.5:442-828|+       -            129 109797at50557        -            227   4.3e-24   84.1   0.0   1   1   7.8e-26   4.8e-24   84.0   0.0     4   108    14   121    11   129 0.87 -
104262at50557_132113_0:00109a|STRG.5677.3:408-956|+    -            183 109797at50557        -            227   2.2e-23   81.8   0.1   1   1   4.3e-25   2.6e-23   81.6   0.1     5   166    12   175     8   180 0.92 -
129498at50557_1049336_0:003e46|STRG.4646.1:164-700|+   -            179 109797at50557        -            227   1.6e-22   79.0   0.0   1   1   3.1e-24   1.9e-22   78.7   0.0     8   162    13   168     9   177 0.87 -
104262at50557_51655_0:002f35|STRG.9955.3:25-516|+      -            164 109797at50557        -            227   8.2e-20   70.1   0.0   1   1   1.7e-21     1e-19   69.8   0.0     6   146    10   157     6   161 0.82 -
129498at50557_7220_0:0008bf|STRG.5677.1:76-453|+       -            126 109797at50557        -            227   7.5e-19   67.0   0.0   1   1   1.4e-20   8.5e-19   66.8   0.0    49   166     1   118     1   123 0.96 -
108271at50557_43151_0:001e01|STRG.4860.1:39-596|+      -            186 109797at50557        -            227   8.3e-19   66.8   0.0   1   1   1.5e-20   9.2e-19   66.7   0.0     8   166     2   163     1   185 0.84 -
129498at50557_7227_0:0034ce|STRG.5677.5:200-610|+      -            137 109797at50557        -            227   9.5e-19   66.6   0.0   1   1   1.8e-20   1.1e-18   66.4   0.0    49   166     1   118     1   124 0.96 -
108271at50557_64793_0:001833|STRG.2665.3:0-602|+       -            201 109797at50557        -            227   1.4e-18   66.1   0.2   1   1   2.7e-20   1.7e-18   65.8   0.2     6   167    11   175     8   198 0.87 -
108271at50557_64793_0:001833|STRG.2665.2:564-1181|+    -            206 109797at50557        -            227   1.5e-18   66.0   0.2   1   1     3e-20   1.8e-18   65.7   0.2     6   167    16   180    13   203 0.87 -
108271at50557_64793_0:001833|STRG.2665.1:104-727|+     -            208 109797at50557        -            227   1.5e-18   65.9   0.2   1   1   3.1e-20   1.9e-18   65.7   0.2     6   167    18   182    15   205 0.87 -
108271at50557_286306_0:004073|STRG.2665.4:0-590|+      -            197 109797at50557        -            227   3.6e-18   64.7   0.1   1   1   7.1e-20   4.4e-18   64.5   0.1     6   170    11   178     8   195 0.86 -
129498at50557_42026_0:00277a|STRG.4646.2:359-1060|+    -            226 109797at50557        -            227   1.2e-17   63.0   0.0   1   1   2.4e-19   1.5e-17   62.7   0.0    55   162    62   170    18   185 0.86 -
108271at50557_224129_0:0005ad|STRG.6919.1:1027-1569|+  -            181 109797at50557        -            227   1.3e-17   62.9   0.1   1   1   2.5e-19   1.5e-17   62.7   0.1     8   180     2   177     1   180 0.83 -
108271at50557_224129_0:0005ad|STRG.6919.2:254-796|+    -            181 109797at50557        -            227   1.3e-17   62.9   0.1   1   1   2.5e-19   1.5e-17   62.7   0.1     8   180     2   177     1   180 0.83 -
108271at50557_40932_0:00088c|STRG.13341.1:616-1244|+   -            167 109797at50557        -            227   1.4e-17   62.9   0.0   1   1   2.6e-19   1.6e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
108271at50557_43041_0:000285|STRG.13341.2:450-989|+    -            180 109797at50557        -            227   1.4e-17   62.8   0.0   1   1     3e-19   1.9e-17   62.4   0.0     6   163    15   175    13   179 0.86 -
107216at50557_39758_0:004d90|STRG.1934.2:1238-1741|+   -            168 109797at50557        -            227   2.5e-17   62.0   0.0   1   1   4.2e-19   2.6e-17   61.9   0.0     5   137     7   147     3   168 0.82 -
107216at50557_39758_0:004d90|STRG.1934.4:1218-1721|+   -            168 109797at50557        -            227   2.5e-17   62.0   0.0   1   1   4.2e-19   2.6e-17   61.9   0.0     5   137     7   147     3   168 0.82 -
107216at50557_103372_0:00094d|STRG.13597.3:5200-5736|+ -            179 109797at50557        -            227   8.7e-17   60.2   0.1   1   1   1.6e-18   9.7e-17   60.1   0.1     5   159     2   163     1   177 0.81 -
107216at50557_104452_0:000bc4|STRG.5677.4:431-901|+    -            157 109797at50557        -            227   2.6e-16   58.7   0.1   1   1   4.7e-18   2.9e-16   58.5   0.1     5   102     7   106     3   137 0.90 -
108755at50557_121225_0:0004e7|STRG.10263.1:764-1255|+  -            164 109797at50557        -            227   2.7e-16   58.6   0.1   1   1     5e-18   3.1e-16   58.4   0.1     7   160     4   162     2   164 0.86 -
108755at50557_121225_0:0004e7|STRG.10263.2:745-1236|+  -            164 109797at50557        -            227   2.7e-16   58.6   0.1   1   1     5e-18   3.1e-16   58.4   0.1     7   160     4   162     2   164 0.86 -
104262at50557_88501_0:0010fe|STRG.8069.3:233-883|+     -            217 109797at50557        -            227   3.7e-16   58.1   0.0   1   1   7.2e-18   4.4e-16   57.9   0.0     4   168    11   185     8   209 0.80 -
104262at50557_88501_0:0010fe|STRG.8069.4:233-883|+     -            217 109797at50557        -            227   3.7e-16   58.1   0.0   1   1   7.2e-18   4.4e-16   57.9   0.0     4   168    11   185     8   209 0.80 -
129498at50557_7493_0:00132e|STRG.12175.1:340-816|+     -            159 109797at50557        -            227   4.1e-16   58.0   0.0   1   1   7.4e-18   4.5e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
129498at50557_7493_0:00132e|STRG.12175.2:220-696|+     -            159 109797at50557        -            227   4.1e-16   58.0   0.0   1   1   7.4e-18   4.5e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
129498at50557_7493_0:00132e|STRG.12175.3:431-907|+     -            159 109797at50557        -            227   4.1e-16   58.0   0.0   1   1   7.4e-18   4.5e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
104262at50557_88501_0:0010fe|STRG.8069.1:620-1303|+    -            228 109797at50557        -            227   4.4e-16   57.9   0.0   1   1   8.6e-18   5.3e-16   57.7   0.0     4   168    22   196    19   220 0.80 -
104262at50557_88501_0:0010fe|STRG.8069.7:620-1303|+    -            228 109797at50557        -            227   4.4e-16   57.9   0.0   1   1   8.6e-18   5.3e-16   57.7   0.0     4   168    22   196    19   220 0.80 -
104262at50557_64793_0:001dc9|STRG.8069.2:1504-2211|+   -            236 109797at50557        -            227   4.9e-16   57.7   0.0   1   1   9.7e-18   5.9e-16   57.5   0.0     4   168    30   204    27   228 0.80 -
104262at50557_64793_0:001dc9|STRG.8069.5:1504-2211|+   -            236 109797at50557        -            227   4.9e-16   57.7   0.0   1   1   9.7e-18   5.9e-16   57.5   0.0     4   168    30   204    27   228 0.80 -
108271at50557_166361_0:003235|STRG.9677.1:409-963|+    -            185 109797at50557        -            227   5.2e-16   57.7   0.0   1   1     1e-17   6.2e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
108271at50557_166361_0:003235|STRG.9677.2:406-960|+    -            185 109797at50557        -            227   5.2e-16   57.7   0.0   1   1     1e-17   6.2e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
108271at50557_166361_0:003235|STRG.9677.3:421-975|+    -            185 109797at50557        -            227   5.2e-16   57.7   0.0   1   1     1e-17   6.2e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
129498at50557_7029_0:0053a0|STRG.13597.2:5209-5893|+   -            171 109797at50557        -            227   5.5e-16   57.6   0.1   1   1     1e-17   6.1e-16   57.4   0.1     7   157     1   157     1   168 0.84 -
104262at50557_88501_0:0010fe|STRG.8069.6:107-859|+     -            251 109797at50557        -            227   5.8e-16   57.5   0.0   1   1   1.2e-17   7.4e-16   57.2   0.0     4   168    45   219    42   242 0.80 -
104262at50557_13164_0:00360e|STRG.9955.1:459-971|+     -            171 109797at50557        -            227   2.7e-15   55.4   0.0   1   1   5.1e-17   3.1e-15   55.1   0.0    51   148    35   136    15   156 0.87 -
104262at50557_13164_0:00360e|STRG.9955.2:1483-1995|+   -            171 109797at50557        -            227   2.7e-15   55.4   0.0   1   1   5.1e-17   3.1e-15   55.1   0.0    51   148    35   136    15   156 0.87 -
107216at50557_139723_0:001fab|STRG.1934.3:1235-1615|+  -            127 109797at50557        -            227   8.9e-15   53.6   0.0   1   1   1.6e-16   9.6e-15   53.5   0.0     5   116     8   126     4   127 0.82 -
108271at50557_197043_0:002be2|STRG.5891.1:4271-4780|-  -            170 109797at50557        -            227   5.3e-14   51.1   0.0   1   1   9.9e-16   6.1e-14   50.9   0.0     8   163     1   159     1   165 0.84 -
140221at50557_568069_0:001a32|STRG.15185.1:546-1025|+  -            160 109797at50557        -            227   2.8e-13   48.7   0.0   1   1   5.8e-15   3.6e-13   48.4   0.0     7   126     4   125     2   135 0.81 -
108271at50557_28612_0:005172|STRG.4701.1:222-791|+     -            190 109797at50557        -            227     3e-13   48.6   0.0   1   1   6.1e-15   3.7e-13   48.3   0.0     7   164     4   165     2   189 0.80 -
129498at50557_7200_0:0025b6|STRG.16678.3:109-633|+     -            175 109797at50557        -            227   1.6e-12   46.2   0.1   1   1   3.5e-14   2.1e-12   45.8   0.1     7   157     8   167     4   173 0.67 -
115559at50557_286306_0:000620|STRG.8150.1:162-767|+    -            202 109797at50557        -            227   1.9e-12   46.0   0.0   1   1   4.2e-14   2.6e-12   45.6   0.0     9   169    29   192    24   196 0.79 -
115559at50557_286306_0:000620|STRG.8150.2:422-1027|+   -            202 109797at50557        -            227   1.9e-12   46.0   0.0   1   1   4.2e-14   2.6e-12   45.6   0.0     9   169    29   192    24   196 0.79 -
140221at50557_568069_0:001a32|STRG.10510.1:85-576|+    -            164 109797at50557        -            227     3e-12   45.4   0.0   1   1   6.2e-14   3.8e-12   45.0   0.0     7   132     8   135     6   146 0.81 -
140221at50557_568069_0:001a32|STRG.10510.2:85-576|+    -            164 109797at50557        -            227     3e-12   45.4   0.0   1   1   6.2e-14   3.8e-12   45.0   0.0     7   132     8   135     6   146 0.81 -
105221at50557_54969_0:000f08|STRG.2729.4:255-743|+     -            163 109797at50557        -            227   3.2e-12   45.3   0.1   1   1   6.3e-14   3.9e-12   45.0   0.1     8   160     7   162     3   163 0.85 -
105221at50557_54969_0:000f08|STRG.2729.5:255-743|+     -            163 109797at50557        -            227   3.2e-12   45.3   0.1   1   1   6.3e-14   3.9e-12   45.0   0.1     8   160     7   162     3   163 0.85 -
129498at50557_7200_0:0025b6|STRG.16678.1:185-827|+     -            175 109797at50557        -            227   3.3e-12   45.2   0.1   1   1   7.1e-14   4.3e-12   44.9   0.1     7   157     8   167     4   173 0.72 -
129498at50557_7200_0:0025b6|STRG.16678.2:185-780|+     -            175 109797at50557        -            227   3.3e-12   45.2   0.1   1   1   7.1e-14   4.3e-12   44.9   0.1     7   157     8   167     4   173 0.72 -
105221at50557_29053_0:00200e|STRG.8635.1:50-580|+      -            177 109797at50557        -            227   5.1e-12   44.6   0.0   1   1   9.9e-14   6.1e-12   44.4   0.0     8   158    11   170     7   177 0.82 -
140221at50557_568069_0:001a32|STRG.7138.1:119-583|+    -            155 109797at50557        -            227   6.6e-12   44.3   0.0   1   1   1.3e-13   7.9e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.7138.2:672-1136|+   -            155 109797at50557        -            227   6.6e-12   44.3   0.0   1   1   1.3e-13   7.9e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.7138.3:871-1335|+   -            155 109797at50557        -            227   6.6e-12   44.3   0.0   1   1   1.3e-13   7.9e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.7138.4:876-1340|+   -            155 109797at50557        -            227   6.6e-12   44.3   0.0   1   1   1.3e-13   7.9e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.7138.5:524-988|+    -            155 109797at50557        -            227   6.6e-12   44.3   0.0   1   1   1.3e-13   7.9e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.7138.6:243-707|+    -            155 109797at50557        -            227   6.6e-12   44.3   0.0   1   1   1.3e-13   7.9e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
104262at50557_88501_0:0010fe|STRG.4120.1:200-820|+     -            207 109797at50557        -            227   8.5e-12   43.9   0.1   1   2   0.00078     0.048   12.0   0.0     3    65    25    91    23    95 0.89 -
104262at50557_88501_0:0010fe|STRG.4120.1:200-820|+     -            207 109797at50557        -            227   8.5e-12   43.9   0.1   2   2   2.4e-09   1.5e-07   30.0   0.0    75   133   126   181   122   195 0.88 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 109797at50557        -            227     1e-11   43.6   0.2   1   2   3.2e-09     2e-07   29.6   0.1     2    61     8    74     7    79 0.82 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 109797at50557        -            227     1e-11   43.6   0.2   2   2   0.00067     0.041   12.2   0.0   112   164    83   135    76   142 0.86 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 109797at50557        -            227     1e-11   43.6   0.2   1   2   3.2e-09     2e-07   29.6   0.1     2    61     8    74     7    79 0.82 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 109797at50557        -            227     1e-11   43.6   0.2   2   2   0.00067     0.041   12.2   0.0   112   164    83   135    76   142 0.86 -
129498at50557_7282_0:0022e4|STRG.5677.2:76-462|+       -            129 109797at50557        -            227     2e-11   42.7   0.0   1   1   3.7e-13   2.3e-11   42.5   0.0    49   102     1    54     1    89 0.94 -
108271at50557_7536_0:004142|STRG.1997.1:651-1190|+     -            180 109797at50557        -            227   2.3e-11   42.5   0.0   1   1   4.5e-13   2.8e-11   42.2   0.0    11   166     4   163     1   176 0.77 -
140221at50557_568069_0:001a32|STRG.4227.1:243-719|+    -            159 109797at50557        -            227   4.9e-10   38.1   0.0   1   1   9.2e-12   5.7e-10   37.9   0.0     7   121     3   119     1   135 0.82 -
115559at50557_110193_0:002217|STRG.1997.2:166-552|+    -            129 109797at50557        -            227   6.1e-10   37.8   0.0   1   1     1e-11   6.4e-10   37.8   0.0    76   162    38   127     3   129 0.85 -
105221at50557_7460_0:001362|STRG.1549.1:0-635|+        -            212 109797at50557        -            227     8e-10   37.4   0.0   1   1   1.6e-11   9.6e-10   37.2   0.0     7   187    24   210    20   212 0.83 -
140221at50557_568069_0:001a32|STRG.12000.1:272-718|+   -            149 109797at50557        -            227   3.6e-09   35.3   0.0   1   1   6.5e-11     4e-09   35.2   0.0     8   121     2   117     1   146 0.81 -
140221at50557_568069_0:001a32|STRG.12000.2:166-612|+   -            149 109797at50557        -            227   3.6e-09   35.3   0.0   1   1   6.5e-11     4e-09   35.2   0.0     8   121     2   117     1   146 0.81 -
140221at50557_568069_0:001a32|STRG.12000.3:1716-2162|+ -            149 109797at50557        -            227   3.6e-09   35.3   0.0   1   1   6.5e-11     4e-09   35.2   0.0     8   121     2   117     1   146 0.81 -
140221at50557_568069_0:001a32|STRG.12000.4:1629-2075|+ -            149 109797at50557        -            227   3.6e-09   35.3   0.0   1   1   6.5e-11     4e-09   35.2   0.0     8   121     2   117     1   146 0.81 -
140221at50557_568069_0:001a32|STRG.7077.1:540-1019|+   -            160 109797at50557        -            227   4.1e-08   31.8   0.0   1   1   8.3e-10   5.1e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.7077.2:104-583|+    -            160 109797at50557        -            227   4.1e-08   31.8   0.0   1   1   8.3e-10   5.1e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.7077.3:104-583|+    -            160 109797at50557        -            227   4.1e-08   31.8   0.0   1   1   8.3e-10   5.1e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.14807.1:284-763|+   -            160 109797at50557        -            227   5.1e-08   31.5   0.0   1   1   1.1e-09   6.5e-08   31.2   0.0     7   122     4   121     2   136 0.82 -
109573at50557_1507135_0:000e82|STRG.3953.2:127-720|+   -            198 109797at50557        -            227   1.4e-07   30.1   0.1   1   1   5.5e-09   3.4e-07   28.8   0.1     8   104     1   104     1   112 0.69 -
118237at50557_56086_0:002463|STRG.9598.1:733-1242|+    -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
118237at50557_56086_0:002463|STRG.9598.2:211-720|+     -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
118237at50557_56086_0:002463|STRG.9598.3:539-1048|+    -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
118237at50557_56086_0:002463|STRG.9598.4:216-725|+     -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
118237at50557_56086_0:002463|STRG.9598.5:443-952|+     -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
118237at50557_56086_0:002463|STRG.9598.6:516-1025|+    -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
118237at50557_56086_0:002463|STRG.9598.7:510-1019|+    -            170 109797at50557        -            227   2.5e-07   29.3   0.1   1   1   5.1e-09   3.1e-07   28.9   0.1     7    96    18   104    15   129 0.82 -
105221at50557_166361_0:00208a|STRG.13597.4:753-1076|+  -            108 109797at50557        -            227   2.9e-07   29.1   0.0   1   1     5e-09   3.1e-07   29.0   0.0    59   154     1   100     1   107 0.83 -
115559at50557_42026_0:0013f7|STRG.10193.1:1103-1594|+  -            164 109797at50557        -            227   7.8e-07   27.7   0.0   1   1   2.3e-08   1.4e-06   26.8   0.0    81   156    82   159    78   163 0.91 -
115559at50557_42026_0:0013f7|STRG.10193.2:1250-1741|+  -            164 109797at50557        -            227   7.8e-07   27.7   0.0   1   1   2.3e-08   1.4e-06   26.8   0.0    81   156    82   159    78   163 0.91 -
129498at50557_6973_0:0041f7|STRG.3953.1:203-484|+      -             94 109797at50557        -            227   1.3e-06   26.9   0.0   1   1   2.7e-08   1.7e-06   26.6   0.0    54   104     4    54     1    62 0.86 -
118237at50557_411798_0:000ee6|STRG.15223.1:521-1141|+  -            207 109797at50557        -            227   1.1e-05   23.9   0.0   1   1   2.2e-07   1.3e-05   23.6   0.0    49   175    68   203    24   206 0.75 -
111939at50557_103372_0:001457|STRG.16430.1:189-746|+   -            186 109797at50557        -            227   2.8e-05   22.6   0.0   1   1   5.9e-07   3.6e-05   22.2   0.0    11   120    25   134    18   176 0.74 -
108271at50557_13249_0:001644|STRG.6204.1:1847-2332|+   -            162 109797at50557        -            227   2.9e-05   22.5   0.0   1   1   5.3e-07   3.2e-05   22.4   0.0     9   147     2   142     1   158 0.78 -
108271at50557_13249_0:001644|STRG.6204.2:2106-2591|+   -            162 109797at50557        -            227   2.9e-05   22.5   0.0   1   1   5.3e-07   3.2e-05   22.4   0.0     9   147     2   142     1   158 0.78 -
107216at50557_7394_0:0010f2|STRG.16582.4:1009-1605|+   -            199 109797at50557        -            227     8e-05   21.1   0.0   1   1   2.2e-05    0.0013   17.1   0.0    47   122    65   139     3   146 0.69 -
107216at50557_7394_0:0010f2|STRG.16582.5:678-1274|+    -            199 109797at50557        -            227     8e-05   21.1   0.0   1   1   2.2e-05    0.0013   17.1   0.0    47   122    65   139     3   146 0.69 -
107216at50557_7394_0:0010f2|STRG.16582.7:836-1432|+    -            199 109797at50557        -            227     8e-05   21.1   0.0   1   1   2.2e-05    0.0013   17.1   0.0    47   122    65   139     3   146 0.69 -
107216at50557_7394_0:0010f2|STRG.16582.8:1736-2332|+   -            199 109797at50557        -            227     8e-05   21.1   0.0   1   1   2.2e-05    0.0013   17.1   0.0    47   122    65   139     3   146 0.69 -
118237at50557_13164_0:001264|STRG.3211.1:200-724|+     -            175 109797at50557        -            227    0.0002   19.8   0.1   1   1   3.9e-06   0.00024   19.5   0.1     3    95     9    98     7   125 0.81 -
118237at50557_121845_0:0047c3|STRG.11737.1:129-647|+   -            173 109797at50557        -            227   0.00022   19.7   0.0   1   1   4.7e-06   0.00029   19.3   0.0     7    88    18    96    15   117 0.85 -
