#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
17638at50557_411798_0:0012c9|STRG.10120.1:0-1872|+    -            621 17638at50557         -            824  9.1e-218  724.3   2.3   1   1  2.1e-220  1.3e-217  723.7   2.3   382   821     4   486     1   532 0.91 -
17638at50557_609295_0:001159|STRG.16844.5:1435-3285|+ -            617 17638at50557         -            824   9.8e-30  102.3   1.5   1   2   1.1e-05    0.0067   13.5   0.0     2   129     1   132     1   142 0.72 -
17638at50557_609295_0:001159|STRG.16844.5:1435-3285|+ -            617 17638at50557         -            824   9.8e-30  102.3   1.5   2   2   5.4e-28   3.4e-25   87.3   1.0   198   521   243   578   222   606 0.78 -
17638at50557_609295_0:001159|STRG.16844.6:1435-3285|+ -            617 17638at50557         -            824   9.8e-30  102.3   1.5   1   2   1.1e-05    0.0067   13.5   0.0     2   129     1   132     1   142 0.72 -
17638at50557_609295_0:001159|STRG.16844.6:1435-3285|+ -            617 17638at50557         -            824   9.8e-30  102.3   1.5   2   2   5.4e-28   3.4e-25   87.3   1.0   198   521   243   578   222   606 0.78 -
19653at50557_456900_0:000161|STRG.8441.2:1-3564|+     -           1188 17638at50557         -            824   1.6e-28   98.3  23.3   1   3   2.2e-15   1.4e-12   45.6   1.5   203   388   271   463   254   484 0.82 -
19653at50557_456900_0:000161|STRG.8441.2:1-3564|+     -           1188 17638at50557         -            824   1.6e-28   98.3  23.3   2   3     0.014       8.8    3.2   0.0   447   536   589   676   577   773 0.66 -
19653at50557_456900_0:000161|STRG.8441.2:1-3564|+     -           1188 17638at50557         -            824   1.6e-28   98.3  23.3   3   3   4.8e-18   3.1e-15   54.4  12.9   629   787   853  1022   832  1034 0.83 -
19653at50557_456900_0:000161|STRG.8441.1:1013-4975|+  -           1321 17638at50557         -            824   1.9e-28   98.0  23.3   1   3   2.6e-15   1.6e-12   45.3   1.5   203   388   404   596   387   617 0.82 -
19653at50557_456900_0:000161|STRG.8441.1:1013-4975|+  -           1321 17638at50557         -            824   1.9e-28   98.0  23.3   2   3     0.016        10    3.0   0.0   447   536   722   809   710   906 0.66 -
19653at50557_456900_0:000161|STRG.8441.1:1013-4975|+  -           1321 17638at50557         -            824   1.9e-28   98.0  23.3   3   3   5.6e-18   3.6e-15   54.1  12.9   629   787   986  1155   965  1167 0.83 -
17638at50557_7370_0:001e0e|STRG.6709.1:550-1884|+     -            445 17638at50557         -            824   1.1e-26   92.3  10.5   1   2   6.6e-08   4.1e-05   20.8   0.1     7   134     2   115     1   131 0.89 -
17638at50557_7370_0:001e0e|STRG.6709.1:550-1884|+     -            445 17638at50557         -            824   1.1e-26   92.3  10.5   2   2   1.3e-23     8e-21   72.8   7.1   132   395   157   428   133   437 0.77 -
19653at50557_133901_0:004263|STRG.6709.4:178-573|+    -            132 17638at50557         -            824   1.3e-09   35.7   0.1   1   1   2.3e-12   1.5e-09   35.6   0.1   202   323    10   131     3   132 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/17638at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/17638at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/17638at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:23:58 2024
# [ok]
