#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
104262at50557_103372_0:002a03|STRG.14299.1:1-1022|+    -            217 104262at50557        -            174   7.2e-88  291.8   7.5   1   1   4.4e-89   2.8e-87  289.9   7.5     1   171    24   187    24   190 0.93 -
108755at50557_456900_0:000c82|STRG.10765.1:251-906|+   -            214 104262at50557        -            174   6.9e-32  109.6   1.0   1   1   1.5e-33   9.4e-32  109.1   1.0     9   150    13   157     8   173 0.94 -
107216at50557_7038_0:002032|STRG.568.1:385-918|+       -            178 104262at50557        -            174   1.2e-31  108.7   0.0   1   1   2.5e-33   1.6e-31  108.4   0.0     7   150    14   161     7   169 0.91 -
107216at50557_7038_0:002032|STRG.568.2:676-1209|+      -            178 104262at50557        -            174   1.2e-31  108.7   0.0   1   1   2.5e-33   1.6e-31  108.4   0.0     7   150    14   161     7   169 0.91 -
107216at50557_7004_0:001b36|STRG.14714.3:542-1105|+    -            188 104262at50557        -            174   1.4e-31  108.6   0.0   1   1   2.7e-33   1.7e-31  108.3   0.0     5   151     2   150     1   170 0.92 -
107216at50557_56086_0:000591|STRG.2111.1:136-642|+     -            169 104262at50557        -            174   1.9e-31  108.2   1.1   1   1   3.2e-33     2e-31  108.1   1.1     5   150     4   152     1   169 0.85 -
107216at50557_7004_0:001b36|STRG.14714.2:563-1430|+    -            183 104262at50557        -            174   1.4e-30  105.3   0.2   1   1   2.8e-32   1.7e-30  105.0   0.2     5   151     2   145     1   165 0.89 -
107216at50557_7004_0:001b36|STRG.14714.1:563-1752|+    -            194 104262at50557        -            174   7.9e-30  102.9   0.0   1   1   1.6e-31     1e-29  102.5   0.0     5   151     2   156     1   176 0.87 -
104262at50557_88501_0:0010fe|STRG.6104.2:1266-1697|+   -            144 104262at50557        -            174   8.9e-30  102.7   0.0   1   1   1.7e-31   1.1e-29  102.4   0.0    36   148    17   132     4   138 0.91 -
129498at50557_103372_0:001a9c|STRG.15507.1:423-1127|+  -            235 104262at50557        -            174   1.9e-28   98.3   0.3   1   1   4.1e-30   2.6e-28   97.9   0.3     8   156    10   161     7   183 0.92 -
106023at50557_34720_0:001fd2|STRG.3308.1:918-1577|+    -            220 104262at50557        -            174   8.9e-28   96.2   0.2   1   1   1.8e-29   1.2e-27   95.8   0.2     9   152    26   172    19   195 0.91 -
106023at50557_67767_0:00110a|STRG.3308.3:158-826|+     -            223 104262at50557        -            174     9e-28   96.2   0.2   1   1   1.9e-29   1.2e-27   95.7   0.2     9   152    29   175    22   198 0.91 -
106023at50557_34720_0:001fd2|STRG.3308.4:368-1063|+    -            232 104262at50557        -            174     1e-27   96.0   0.2   1   1   2.2e-29   1.4e-27   95.6   0.2     9   152    38   184    31   207 0.91 -
106023at50557_456900_0:0019f7|STRG.3308.2:370-1098|+   -            243 104262at50557        -            174   1.2e-27   95.8   0.2   1   1   2.5e-29   1.6e-27   95.4   0.2     9   152    49   195    42   218 0.91 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 104262at50557        -            174   4.5e-26   90.6   0.3   1   2   1.3e-15   8.1e-14   50.7   0.1     4    54     7    57     4    66 0.93 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 104262at50557        -            174   4.5e-26   90.6   0.3   2   2   5.5e-12   3.5e-10   38.9   0.0   102   164    69   136    55   145 0.78 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 104262at50557        -            174   4.5e-26   90.6   0.3   1   2   1.3e-15   8.1e-14   50.7   0.1     4    54     7    57     4    66 0.93 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 104262at50557        -            174   4.5e-26   90.6   0.3   2   2   5.5e-12   3.5e-10   38.9   0.0   102   164    69   136    55   145 0.78 -
109573at50557_103372_0:0023c7|STRG.6778.1:486-1139|+   -            218 104262at50557        -            174   4.1e-25   87.5   0.0   1   2   2.4e-26   1.5e-24   85.7   0.0     6   150     6   158     2   165 0.89 -
109573at50557_103372_0:0023c7|STRG.6778.1:486-1139|+   -            218 104262at50557        -            174   4.1e-25   87.5   0.0   2   2       7.6   4.8e+02   -0.6   0.0    59    79   167   187   160   193 0.71 -
106023at50557_39758_0:004d29|STRG.6513.1:124-660|+     -            179 104262at50557        -            174   1.3e-23   82.6   0.1   1   1   2.7e-25   1.7e-23   82.2   0.1     8   150    15   164    10   171 0.87 -
108271at50557_224129_0:0005ad|STRG.6919.1:1027-1569|+  -            181 104262at50557        -            174   1.6e-23   82.4   1.6   1   1   2.9e-25   1.8e-23   82.2   1.6    10   152     1   146     1   165 0.88 -
108271at50557_224129_0:0005ad|STRG.6919.2:254-796|+    -            181 104262at50557        -            174   1.6e-23   82.4   1.6   1   1   2.9e-25   1.8e-23   82.2   1.6    10   152     1   146     1   165 0.88 -
104262at50557_132113_0:00109a|STRG.5677.3:408-956|+    -            183 104262at50557        -            174   9.2e-23   79.9   0.0   1   1   1.9e-24   1.2e-22   79.5   0.0     5   148     9   154     6   171 0.90 -
108271at50557_64793_0:001833|STRG.2665.3:0-602|+       -            201 104262at50557        -            174     1e-22   79.7   0.2   1   1   2.2e-24   1.4e-22   79.3   0.2     7   163     9   169     5   175 0.89 -
108271at50557_64793_0:001833|STRG.2665.2:564-1181|+    -            206 104262at50557        -            174   1.1e-22   79.6   0.2   1   1   2.4e-24   1.5e-22   79.1   0.2     7   163    14   174    10   180 0.89 -
108271at50557_64793_0:001833|STRG.2665.1:104-727|+     -            208 104262at50557        -            174   1.1e-22   79.6   0.2   1   1   2.5e-24   1.6e-22   79.1   0.2     7   163    16   176    12   182 0.89 -
108271at50557_286306_0:004073|STRG.2665.4:0-590|+      -            197 104262at50557        -            174   1.3e-22   79.3   0.2   1   1   2.7e-24   1.7e-22   79.0   0.2     7   159     9   164     5   175 0.90 -
107216at50557_7038_0:002032|STRG.568.5:442-828|+       -            129 104262at50557        -            174   6.2e-22   77.2   0.0   1   1   1.2e-23   7.3e-22   76.9   0.0     7   118    14   129     7   129 0.88 -
104262at50557_51655_0:002f35|STRG.9955.3:25-516|+      -            164 104262at50557        -            174     5e-21   74.2   0.0   1   1   9.8e-23   6.2e-21   73.9   0.0     9   147    10   155     3   160 0.87 -
108271at50557_43041_0:000285|STRG.13341.2:450-989|+    -            180 104262at50557        -            174   1.4e-20   72.7   0.0   1   1     3e-22   1.9e-20   72.3   0.0     9   157    15   166    11   169 0.93 -
108271at50557_40932_0:00088c|STRG.13341.1:616-1244|+   -            167 104262at50557        -            174   1.9e-20   72.3   0.1   1   1   3.7e-22   2.4e-20   72.0   0.1     9   157     1   152     1   156 0.93 -
109797at50557_83485_0:000ec1|STRG.11019.1:371-1276|+   -            302 104262at50557        -            174   4.5e-20   71.1   0.0   1   1     1e-21   6.5e-20   70.6   0.0     3   149    20   166    18   173 0.92 -
129498at50557_7200_0:0025b6|STRG.16678.1:185-827|+     -            175 104262at50557        -            174   2.5e-19   68.7   0.3   1   1     6e-21   3.8e-19   68.1   0.2    10   132     8   134     2   145 0.91 -
129498at50557_7200_0:0025b6|STRG.16678.2:185-780|+     -            175 104262at50557        -            174   2.5e-19   68.7   0.3   1   1     6e-21   3.8e-19   68.1   0.2    10   132     8   134     2   145 0.91 -
129498at50557_7200_0:0025b6|STRG.16678.3:109-633|+     -            175 104262at50557        -            174   2.5e-19   68.7   0.5   1   1   5.8e-21   3.7e-19   68.1   0.4    10   132     8   134     2   145 0.91 -
108271at50557_28612_0:005172|STRG.4701.1:222-791|+     -            190 104262at50557        -            174     3e-19   68.4   0.0   1   1   5.5e-21   3.5e-19   68.2   0.0     9   150     3   147     1   171 0.92 -
108271at50557_166361_0:003235|STRG.9677.1:409-963|+    -            185 104262at50557        -            174   3.5e-19   68.2   0.2   1   1   6.7e-21   4.2e-19   67.9   0.2    10   151     1   145     1   154 0.92 -
108271at50557_166361_0:003235|STRG.9677.2:406-960|+    -            185 104262at50557        -            174   3.5e-19   68.2   0.2   1   1   6.7e-21   4.2e-19   67.9   0.2    10   151     1   145     1   154 0.92 -
108271at50557_166361_0:003235|STRG.9677.3:421-975|+    -            185 104262at50557        -            174   3.5e-19   68.2   0.2   1   1   6.7e-21   4.2e-19   67.9   0.2    10   151     1   145     1   154 0.92 -
108271at50557_43151_0:001e01|STRG.4860.1:39-596|+      -            186 104262at50557        -            174   1.2e-18   66.5   0.1   1   1   2.2e-20   1.4e-18   66.2   0.1    10   157     1   151     1   161 0.91 -
115559at50557_286306_0:000620|STRG.8150.1:162-767|+    -            202 104262at50557        -            174   1.6e-18   66.0   0.3   1   1   3.4e-20   2.2e-18   65.6   0.3    11   158    28   179    22   189 0.86 -
115559at50557_286306_0:000620|STRG.8150.2:422-1027|+   -            202 104262at50557        -            174   1.6e-18   66.0   0.3   1   1   3.4e-20   2.2e-18   65.6   0.3    11   158    28   179    22   189 0.86 -
129498at50557_1049336_0:003e46|STRG.4646.1:164-700|+   -            179 104262at50557        -            174     3e-18   65.2   0.0   1   1     6e-20   3.8e-18   64.8   0.0    11   158    13   161     4   171 0.84 -
107216at50557_103372_0:00094d|STRG.13597.3:5200-5736|+ -            179 104262at50557        -            174   4.9e-18   64.5   0.2   1   1   9.5e-20     6e-18   64.2   0.2     8   137     2   143     1   178 0.76 -
108755at50557_121225_0:0004e7|STRG.10263.1:764-1255|+  -            164 104262at50557        -            174   3.6e-17   61.6   0.1   1   1   7.4e-19   4.7e-17   61.3   0.1    10   145     4   144     2   151 0.89 -
108755at50557_121225_0:0004e7|STRG.10263.2:745-1236|+  -            164 104262at50557        -            174   3.6e-17   61.6   0.1   1   1   7.4e-19   4.7e-17   61.3   0.1    10   145     4   144     2   151 0.89 -
107216at50557_104452_0:000bc4|STRG.5677.4:431-901|+    -            157 104262at50557        -            174   4.2e-17   61.4   0.0   1   1   9.1e-19   5.7e-17   61.0   0.0     5   103     4   105     1   112 0.88 -
104262at50557_13164_0:00360e|STRG.9955.1:459-971|+     -            171 104262at50557        -            174   6.5e-17   60.8   0.0   1   1   1.2e-18   7.5e-17   60.6   0.0    23   149     1   134     1   154 0.86 -
104262at50557_13164_0:00360e|STRG.9955.2:1483-1995|+   -            171 104262at50557        -            174   6.5e-17   60.8   0.0   1   1   1.2e-18   7.5e-17   60.6   0.0    23   149     1   134     1   154 0.86 -
129498at50557_42026_0:00277a|STRG.4646.2:359-1060|+    -            226 104262at50557        -            174   4.1e-16   58.2   0.0   1   1   8.9e-18   5.6e-16   57.8   0.0    15   157    23   162    13   173 0.84 -
129498at50557_7029_0:0053a0|STRG.13597.2:5209-5893|+   -            171 104262at50557        -            174   5.1e-16   57.9   0.3   1   1   9.6e-18     6e-16   57.7   0.3    10   124     1   122     1   168 0.83 -
107216at50557_39758_0:004d90|STRG.1934.2:1238-1741|+   -            168 104262at50557        -            174   2.8e-15   55.5   0.0   1   1   5.2e-17   3.3e-15   55.3   0.0     9   135     8   142     2   158 0.85 -
107216at50557_39758_0:004d90|STRG.1934.4:1218-1721|+   -            168 104262at50557        -            174   2.8e-15   55.5   0.0   1   1   5.2e-17   3.3e-15   55.3   0.0     9   135     8   142     2   158 0.85 -
104262at50557_88501_0:0010fe|STRG.8069.3:233-883|+     -            217 104262at50557        -            174   4.4e-15   54.9   0.0   1   1     1e-16   6.3e-15   54.3   0.0     7   130    11   142     6   167 0.83 -
104262at50557_88501_0:0010fe|STRG.8069.4:233-883|+     -            217 104262at50557        -            174   4.4e-15   54.9   0.0   1   1     1e-16   6.3e-15   54.3   0.0     7   130    11   142     6   167 0.83 -
129498at50557_7220_0:0008bf|STRG.5677.1:76-453|+       -            126 104262at50557        -            174   4.8e-15   54.7   0.0   1   1   8.8e-17   5.5e-15   54.5   0.0    59   148     9    97     3   118 0.91 -
104262at50557_88501_0:0010fe|STRG.8069.1:620-1303|+    -            228 104262at50557        -            174     5e-15   54.7   0.0   1   1   1.2e-16   7.3e-15   54.1   0.0     7   130    22   153    17   178 0.83 -
104262at50557_88501_0:0010fe|STRG.8069.7:620-1303|+    -            228 104262at50557        -            174     5e-15   54.7   0.0   1   1   1.2e-16   7.3e-15   54.1   0.0     7   130    22   153    17   178 0.83 -
104262at50557_64793_0:001dc9|STRG.8069.2:1504-2211|+   -            236 104262at50557        -            174   5.5e-15   54.5   0.0   1   1   1.3e-16   8.1e-15   54.0   0.0     7   130    30   161    25   186 0.83 -
104262at50557_64793_0:001dc9|STRG.8069.5:1504-2211|+   -            236 104262at50557        -            174   5.5e-15   54.5   0.0   1   1   1.3e-16   8.1e-15   54.0   0.0     7   130    30   161    25   186 0.83 -
129498at50557_7227_0:0034ce|STRG.5677.5:200-610|+      -            137 104262at50557        -            174   5.7e-15   54.5   0.0   1   1     1e-16   6.4e-15   54.3   0.0    59   149     9    98     3   126 0.90 -
104262at50557_88501_0:0010fe|STRG.8069.6:107-859|+     -            251 104262at50557        -            174   6.5e-15   54.3   0.0   1   1   1.5e-16   9.8e-15   53.7   0.0     7   130    45   176    40   200 0.83 -
108271at50557_197043_0:002be2|STRG.5891.1:4271-4780|-  -            170 104262at50557        -            174   6.6e-15   54.3   0.0   1   1   1.2e-16   7.7e-15   54.1   0.0    11   150     1   143     1   160 0.82 -
140221at50557_568069_0:001a32|STRG.10510.1:85-576|+    -            164 104262at50557        -            174   3.5e-14   51.9   0.0   1   1   1.1e-15   6.8e-14   51.0   0.0    11   128     9   128     6   164 0.80 -
140221at50557_568069_0:001a32|STRG.10510.2:85-576|+    -            164 104262at50557        -            174   3.5e-14   51.9   0.0   1   1   1.1e-15   6.8e-14   51.0   0.0    11   128     9   128     6   164 0.80 -
107216at50557_139723_0:001fab|STRG.1934.3:1235-1615|+  -            127 104262at50557        -            174   6.6e-13   47.8   0.0   1   1   1.2e-14   7.3e-13   47.6   0.0     9   120     9   127     2   127 0.83 -
140221at50557_568069_0:001a32|STRG.7077.1:540-1019|+   -            160 104262at50557        -            174   7.3e-13   47.6   0.0   1   1   6.9e-14   4.3e-12   45.1   0.0    10   148     4   157     1   160 0.81 -
140221at50557_568069_0:001a32|STRG.7077.2:104-583|+    -            160 104262at50557        -            174   7.3e-13   47.6   0.0   1   1   6.9e-14   4.3e-12   45.1   0.0    10   148     4   157     1   160 0.81 -
140221at50557_568069_0:001a32|STRG.7077.3:104-583|+    -            160 104262at50557        -            174   7.3e-13   47.6   0.0   1   1   6.9e-14   4.3e-12   45.1   0.0    10   148     4   157     1   160 0.81 -
140221at50557_568069_0:001a32|STRG.4227.1:243-719|+    -            159 104262at50557        -            174     1e-12   47.2   0.0   1   1   4.6e-14   2.9e-12   45.7   0.0    11   150     4   158     2   159 0.80 -
129498at50557_7493_0:00132e|STRG.12175.1:340-816|+     -            159 104262at50557        -            174   1.5e-12   46.6   0.0   1   1   2.9e-14   1.8e-12   46.3   0.0    10   136     1   133     1   142 0.85 -
129498at50557_7493_0:00132e|STRG.12175.2:220-696|+     -            159 104262at50557        -            174   1.5e-12   46.6   0.0   1   1   2.9e-14   1.8e-12   46.3   0.0    10   136     1   133     1   142 0.85 -
129498at50557_7493_0:00132e|STRG.12175.3:431-907|+     -            159 104262at50557        -            174   1.5e-12   46.6   0.0   1   1   2.9e-14   1.8e-12   46.3   0.0    10   136     1   133     1   142 0.85 -
105221at50557_7460_0:001362|STRG.1549.1:0-635|+        -            212 104262at50557        -            174   5.1e-12   44.9   0.0   1   1   1.1e-13   6.7e-12   44.5   0.0    10   158    24   178    18   185 0.84 -
140221at50557_568069_0:001a32|STRG.14807.1:284-763|+   -            160 104262at50557        -            174   5.6e-12   44.8   0.0   1   1   4.4e-13   2.7e-11   42.5   0.0    10   141     4   149     1   160 0.77 -
140221at50557_568069_0:001a32|STRG.7138.1:119-583|+    -            155 104262at50557        -            174   6.9e-11   41.2   0.0   1   1   1.3e-12   7.9e-11   41.0   0.0    11   137     1   129     1   148 0.86 -
140221at50557_568069_0:001a32|STRG.7138.2:672-1136|+   -            155 104262at50557        -            174   6.9e-11   41.2   0.0   1   1   1.3e-12   7.9e-11   41.0   0.0    11   137     1   129     1   148 0.86 -
140221at50557_568069_0:001a32|STRG.7138.3:871-1335|+   -            155 104262at50557        -            174   6.9e-11   41.2   0.0   1   1   1.3e-12   7.9e-11   41.0   0.0    11   137     1   129     1   148 0.86 -
140221at50557_568069_0:001a32|STRG.7138.4:876-1340|+   -            155 104262at50557        -            174   6.9e-11   41.2   0.0   1   1   1.3e-12   7.9e-11   41.0   0.0    11   137     1   129     1   148 0.86 -
140221at50557_568069_0:001a32|STRG.7138.5:524-988|+    -            155 104262at50557        -            174   6.9e-11   41.2   0.0   1   1   1.3e-12   7.9e-11   41.0   0.0    11   137     1   129     1   148 0.86 -
140221at50557_568069_0:001a32|STRG.7138.6:243-707|+    -            155 104262at50557        -            174   6.9e-11   41.2   0.0   1   1   1.3e-12   7.9e-11   41.0   0.0    11   137     1   129     1   148 0.86 -
140221at50557_568069_0:001a32|STRG.15185.1:546-1025|+  -            160 104262at50557        -            174   1.3e-10   40.3   0.0   1   1   2.5e-12   1.6e-10   40.0   0.0    10   138     4   135     1   139 0.84 -
104262at50557_378494_0:000a18|STRG.16692.1:647-874|+   -             76 104262at50557        -            174   1.5e-10   40.1   0.1   1   1   2.5e-12   1.6e-10   40.0   0.1   109   165     6    66     1    74 0.84 -
104262at50557_378494_0:000a18|STRG.16692.2:734-961|+   -             76 104262at50557        -            174   1.5e-10   40.1   0.1   1   1   2.5e-12   1.6e-10   40.0   0.1   109   165     6    66     1    74 0.84 -
105221at50557_54969_0:000f08|STRG.2729.4:255-743|+     -            163 104262at50557        -            174   6.1e-10   38.1   0.3   1   1   1.2e-11   7.7e-10   37.8   0.3     9   138     5   136     2   152 0.85 -
105221at50557_54969_0:000f08|STRG.2729.5:255-743|+     -            163 104262at50557        -            174   6.1e-10   38.1   0.3   1   1   1.2e-11   7.7e-10   37.8   0.3     9   138     5   136     2   152 0.85 -
140221at50557_568069_0:001a32|STRG.12000.1:272-718|+   -            149 104262at50557        -            174   1.3e-09   37.0   0.0   1   1   2.1e-11   1.3e-09   37.0   0.0    11   126     2   119     1   149 0.81 -
140221at50557_568069_0:001a32|STRG.12000.2:166-612|+   -            149 104262at50557        -            174   1.3e-09   37.0   0.0   1   1   2.1e-11   1.3e-09   37.0   0.0    11   126     2   119     1   149 0.81 -
140221at50557_568069_0:001a32|STRG.12000.3:1716-2162|+ -            149 104262at50557        -            174   1.3e-09   37.0   0.0   1   1   2.1e-11   1.3e-09   37.0   0.0    11   126     2   119     1   149 0.81 -
140221at50557_568069_0:001a32|STRG.12000.4:1629-2075|+ -            149 104262at50557        -            174   1.3e-09   37.0   0.0   1   1   2.1e-11   1.3e-09   37.0   0.0    11   126     2   119     1   149 0.81 -
129498at50557_7282_0:0022e4|STRG.5677.2:76-462|+       -            129 104262at50557        -            174   4.3e-09   35.3   0.0   1   1     1e-10   6.4e-09   34.8   0.0    59   104     9    54     3    61 0.88 -
104262at50557_88501_0:0010fe|STRG.4120.1:200-820|+     -            207 104262at50557        -            174   1.5e-08   33.6   0.0   1   2     0.011      0.71    8.6   0.0     6    47    25    66    21    94 0.86 -
104262at50557_88501_0:0010fe|STRG.4120.1:200-820|+     -            207 104262at50557        -            174   1.5e-08   33.6   0.0   2   2     4e-07   2.5e-05   23.1   0.0    75   139   124   184   121   197 0.88 -
108271at50557_13249_0:001644|STRG.6204.1:1847-2332|+   -            162 104262at50557        -            174   2.9e-08   32.7   0.0   1   1   5.5e-10   3.5e-08   32.4   0.0    11   150     1   142     1   145 0.80 -
108271at50557_13249_0:001644|STRG.6204.2:2106-2591|+   -            162 104262at50557        -            174   2.9e-08   32.7   0.0   1   1   5.5e-10   3.5e-08   32.4   0.0    11   150     1   142     1   145 0.80 -
105221at50557_166361_0:00208a|STRG.13597.4:753-1076|+  -            108 104262at50557        -            174   8.9e-08   31.1   0.1   1   1   1.5e-09   9.6e-08   31.0   0.1    61   124     1    68     1   100 0.82 -
118237at50557_56086_0:002463|STRG.9598.1:733-1242|+    -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
118237at50557_56086_0:002463|STRG.9598.2:211-720|+     -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
118237at50557_56086_0:002463|STRG.9598.3:539-1048|+    -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
118237at50557_56086_0:002463|STRG.9598.4:216-725|+     -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
118237at50557_56086_0:002463|STRG.9598.5:443-952|+     -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
118237at50557_56086_0:002463|STRG.9598.6:516-1025|+    -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
118237at50557_56086_0:002463|STRG.9598.7:510-1019|+    -            170 104262at50557        -            174   1.1e-07   30.8   0.0   1   1   2.2e-09   1.4e-07   30.5   0.0    10   125    18   132    13   144 0.82 -
111939at50557_103372_0:001457|STRG.16430.1:189-746|+   -            186 104262at50557        -            174   5.1e-07   28.6   0.0   1   1   1.1e-08   6.9e-07   28.2   0.0    11   123    22   134    16   144 0.84 -
108271at50557_7536_0:004142|STRG.1997.1:651-1190|+     -            180 104262at50557        -            174   6.1e-07   28.3   0.0   1   1   1.2e-08   7.4e-07   28.1   0.0    76   150    68   143     1   152 0.75 -
115559at50557_110193_0:002217|STRG.1997.2:166-552|+    -            129 104262at50557        -            174   6.5e-07   28.3   0.0   1   1   1.4e-08   8.7e-07   27.8   0.0    79   150    39   111    32   119 0.89 -
115559at50557_42026_0:0013f7|STRG.10193.1:1103-1594|+  -            164 104262at50557        -            174   1.7e-06   26.9   0.0   1   1   5.1e-08   3.2e-06   26.0   0.0    81   157    80   157    77   163 0.88 -
115559at50557_42026_0:0013f7|STRG.10193.2:1250-1741|+  -            164 104262at50557        -            174   1.7e-06   26.9   0.0   1   1   5.1e-08   3.2e-06   26.0   0.0    81   157    80   157    77   163 0.88 -
28600at50557_520822_0:000c07|STRG.16357.1:661-2541|+   -            627 104262at50557        -            174     8e-06   24.7   0.1   1   2   2.3e-05    0.0014   17.4   0.0    10   128    12   133     8   138 0.82 -
28600at50557_520822_0:000c07|STRG.16357.1:661-2541|+   -            627 104262at50557        -            174     8e-06   24.7   0.1   2   2      0.16       9.8    4.9   0.1     4   125   418   541   415   545 0.66 -
28600at50557_13686_0:0008a3|STRG.16357.2:661-2580|+    -            640 104262at50557        -            174   8.5e-06   24.6   0.1   1   2   2.3e-05    0.0015   17.3   0.0    10   128    12   133     8   138 0.82 -
28600at50557_13686_0:0008a3|STRG.16357.2:661-2580|+    -            640 104262at50557        -            174   8.5e-06   24.6   0.1   2   2      0.16        10    4.8   0.1     4   125   418   541   415   545 0.66 -
28600at50557_13686_0:0008a3|STRG.16357.3:742-2661|+    -            640 104262at50557        -            174   8.5e-06   24.6   0.1   1   2   2.3e-05    0.0015   17.3   0.0    10   128    12   133     8   138 0.82 -
28600at50557_13686_0:0008a3|STRG.16357.3:742-2661|+    -            640 104262at50557        -            174   8.5e-06   24.6   0.1   2   2      0.16        10    4.8   0.1     4   125   418   541   415   545 0.66 -
118237at50557_28612_0:004a80|STRG.16267.1:498-1037|+   -            180 104262at50557        -            174   6.3e-05   21.8   0.0   1   1   1.3e-06   8.2e-05   21.4   0.0    10   125    18   132    14   150 0.79 -
