#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111718at50557_520822_0:002278|STRG.9785.3:209-1767|+ -            395 111718at50557        -            236   6.3e-73  243.9   1.9   1   1   2.3e-73   5.6e-71  237.5   1.9     2   166    13   205    12   209 0.86 -
89456at50557_30025_0:000362|STRG.9108.3:758-1276|+   -            173 111718at50557        -            236     1e-10   40.3   0.5   1   1     8e-13   1.9e-10   39.4   0.4   109   209     8   112     4   141 0.73 -
89456at50557_34720_0:000c24|STRG.5219.1:339-1358|+   -            340 111718at50557        -            236   1.2e-10   40.1   1.3   1   2   6.2e-12   1.5e-09   36.5   0.0    96   179    41   123    21   157 0.83 -
89456at50557_34720_0:000c24|STRG.5219.1:339-1358|+   -            340 111718at50557        -            236   1.2e-10   40.1   1.3   2   2       0.2        49    2.1   0.7    54    73   170   189   134   214 0.74 -
89456at50557_121225_0:0003b4|STRG.8752.1:619-1143|+  -            175 111718at50557        -            236   6.9e-10   37.6   0.0   1   2   9.2e-11   2.2e-08   32.6   0.0   113   184     1    72     1    89 0.88 -
89456at50557_121225_0:0003b4|STRG.8752.1:619-1143|+  -            175 111718at50557        -            236   6.9e-10   37.6   0.0   2   2      0.11        27    2.9   0.1    54    68   109   123    99   132 0.84 -
89456at50557_30023_0:0003b5|STRG.10086.1:761-1252|+  -            164 111718at50557        -            236     3e-06   25.7   0.0   1   2   4.4e-06     0.001   17.3   0.0   113   172     1    61     1    81 0.85 -
89456at50557_30023_0:0003b5|STRG.10086.1:761-1252|+  -            164 111718at50557        -            236     3e-06   25.7   0.0   2   2     0.008       1.9    6.7   0.0    54    74   109   129    97   155 0.80 -
89456at50557_30023_0:0003b5|STRG.10086.2:745-1236|+  -            164 111718at50557        -            236     3e-06   25.7   0.0   1   2   4.4e-06     0.001   17.3   0.0   113   172     1    61     1    81 0.85 -
89456at50557_30023_0:0003b5|STRG.10086.2:745-1236|+  -            164 111718at50557        -            236     3e-06   25.7   0.0   2   2     0.008       1.9    6.7   0.0    54    74   109   129    97   155 0.80 -
66657at50557_34720_0:001d68|STRG.12041.1:114-2378|+  -            755 111718at50557        -            236   1.4e-05   23.5   0.2   1   2   2.5e-07   6.1e-05   21.4   0.1    33   139   338   461   323   482 0.66 -
66657at50557_34720_0:001d68|STRG.12041.1:114-2378|+  -            755 111718at50557        -            236   1.4e-05   23.5   0.2   2   2       3.8   9.1e+02   -2.1   0.0   159   197   563   601   544   607 0.72 -
104262at50557_132113_0:00109a|STRG.7868.2:387-935|+  -            183 111718at50557        -            236   0.00024   19.4   0.0   1   2     0.001      0.24    9.6   0.0   106   131    11    36     3    74 0.70 -
104262at50557_132113_0:00109a|STRG.7868.2:387-935|+  -            183 111718at50557        -            236   0.00024   19.4   0.0   2   2    0.0029      0.71    8.1   0.0    46    76   109   139   100   168 0.78 -
104262at50557_132113_0:00109a|STRG.7868.4:494-1042|+ -            183 111718at50557        -            236   0.00024   19.4   0.0   1   2     0.001      0.24    9.6   0.0   106   131    11    36     3    74 0.70 -
104262at50557_132113_0:00109a|STRG.7868.4:494-1042|+ -            183 111718at50557        -            236   0.00024   19.4   0.0   2   2    0.0029      0.71    8.1   0.0    46    76   109   139   100   168 0.78 -
89456at50557_2015173_0:001860|STRG.5456.1:156-782|+  -            209 111718at50557        -            236   0.00041   18.7   0.0   1   1   2.6e-06   0.00062   18.1   0.0   108   137     8    37     4    60 0.84 -
89456at50557_609295_0:001f5d|STRG.5456.2:235-837|+   -            201 111718at50557        -            236   0.00095   17.5   0.0   1   1   5.7e-06    0.0014   17.0   0.0   111   137     3    29     1    52 0.84 -
117348at50557_37344_0:00207e|STRG.2289.1:292-654|+   -            121 111718at50557        -            236     0.001   17.4   0.1   1   2   7.6e-06    0.0018   16.5   0.0    99   128     6    35     1    52 0.89 -
117348at50557_37344_0:00207e|STRG.2289.1:292-654|+   -            121 111718at50557        -            236     0.001   17.4   0.1   2   2       4.2     1e+03   -2.2   0.0    56    76    85   108    72   119 0.60 -
66657at50557_7539_0:0015a0|STRG.12041.2:58-952|+     -            269 111718at50557        -            236     0.002   16.5   0.0   1   2   5.3e-05     0.013   13.8   0.0   111   141     3    34     1    59 0.81 -
66657at50557_7539_0:0015a0|STRG.12041.2:58-952|+     -            269 111718at50557        -            236     0.002   16.5   0.0   2   2      0.69   1.7e+02    0.3   0.0   159   198   134   173   111   185 0.74 -
117348at50557_104452_0:003894|STRG.10938.1:82-591|+  -            170 111718at50557        -            236    0.0028   15.9   0.2   1   2   2.4e-05    0.0057   14.9   0.1   106   131     3    28     1    51 0.88 -
117348at50557_104452_0:003894|STRG.10938.1:82-591|+  -            170 111718at50557        -            236    0.0028   15.9   0.2   2   2       5.1   1.2e+03   -2.5   0.0    56    69   112   125   102   138 0.77 -
89456at50557_7536_0:0022e4|STRG.1969.1:596-1168|+    -            191 111718at50557        -            236     0.013   13.8   0.1   1   2   0.00052      0.12   10.6   0.0   112   168     5    62     2    87 0.81 -
89456at50557_7536_0:0022e4|STRG.1969.1:596-1168|+    -            191 111718at50557        -            236     0.013   13.8   0.1   2   2      0.37        90    1.2   0.0    56    78   125   147   113   166 0.77 -
104262at50557_132113_0:00109a|STRG.6247.1:470-946|+  -            159 111718at50557        -            236     0.014   13.7   0.0   1   2    0.0036      0.87    7.8   0.0   106   136     4    34     1    67 0.68 -
104262at50557_132113_0:00109a|STRG.6247.1:470-946|+  -            159 111718at50557        -            236     0.014   13.7   0.0   2   2     0.041       9.9    4.3   0.1    52    81   108   137    95   159 0.72 -
105221at50557_224129_0:000e95|STRG.9393.1:963-1451|+ -            163 111718at50557        -            236     0.025   12.9   0.0   1   2     0.001      0.24    9.6   0.0   108   131     5    28     1    77 0.80 -
105221at50557_224129_0:000e95|STRG.9393.1:963-1451|+ -            163 111718at50557        -            236     0.025   12.9   0.0   2   2      0.28        67    1.6   0.0    49    70   103   124    82   140 0.80 -
105221at50557_224129_0:000e95|STRG.9393.2:515-1003|+ -            163 111718at50557        -            236     0.025   12.9   0.0   1   2     0.001      0.24    9.6   0.0   108   131     5    28     1    77 0.80 -
105221at50557_224129_0:000e95|STRG.9393.2:515-1003|+ -            163 111718at50557        -            236     0.025   12.9   0.0   2   2      0.28        67    1.6   0.0    49    70   103   124    82   140 0.80 -
105221at50557_224129_0:000e95|STRG.9393.3:960-1448|+ -            163 111718at50557        -            236     0.025   12.9   0.0   1   2     0.001      0.24    9.6   0.0   108   131     5    28     1    77 0.80 -
105221at50557_224129_0:000e95|STRG.9393.3:960-1448|+ -            163 111718at50557        -            236     0.025   12.9   0.0   2   2      0.28        67    1.6   0.0    49    70   103   124    82   140 0.80 -
105221at50557_224129_0:000e95|STRG.9393.4:741-1229|+ -            163 111718at50557        -            236     0.025   12.9   0.0   1   2     0.001      0.24    9.6   0.0   108   131     5    28     1    77 0.80 -
105221at50557_224129_0:000e95|STRG.9393.4:741-1229|+ -            163 111718at50557        -            236     0.025   12.9   0.0   2   2      0.28        67    1.6   0.0    49    70   103   124    82   140 0.80 -
105221at50557_224129_0:000e95|STRG.9393.5:850-1338|+ -            163 111718at50557        -            236     0.025   12.9   0.0   1   2     0.001      0.24    9.6   0.0   108   131     5    28     1    77 0.80 -
105221at50557_224129_0:000e95|STRG.9393.5:850-1338|+ -            163 111718at50557        -            236     0.025   12.9   0.0   2   2      0.28        67    1.6   0.0    49    70   103   124    82   140 0.80 -
105221at50557_224129_0:000e95|STRG.9393.6:985-1473|+ -            163 111718at50557        -            236     0.025   12.9   0.0   1   2     0.001      0.24    9.6   0.0   108   131     5    28     1    77 0.80 -
105221at50557_224129_0:000e95|STRG.9393.6:985-1473|+ -            163 111718at50557        -            236     0.025   12.9   0.0   2   2      0.28        67    1.6   0.0    49    70   103   124    82   140 0.80 -
104262at50557_103372_0:002a03|STRG.8872.3:431-1096|+ -            222 111718at50557        -            236     0.028   12.7   0.0   1   2     0.019       4.6    5.4   0.0   108   164    19    77     5    87 0.77 -
104262at50557_103372_0:002a03|STRG.8872.3:431-1096|+ -            222 111718at50557        -            236     0.028   12.7   0.0   2   2     0.021       5.1    5.3   0.0    56    82   126   152   114   178 0.75 -
104262at50557_103372_0:002a03|STRG.8872.1:174-833|+  -            220 111718at50557        -            236     0.028   12.7   0.0   1   2      0.02       4.8    5.4   0.0   108   164    17    75     6    85 0.77 -
104262at50557_103372_0:002a03|STRG.8872.1:174-833|+  -            220 111718at50557        -            236     0.028   12.7   0.0   2   2     0.021         5    5.3   0.0    56    82   124   150   112   176 0.75 -
104262at50557_103372_0:002a03|STRG.8872.2:271-930|+  -            220 111718at50557        -            236     0.028   12.7   0.0   1   2      0.02       4.8    5.4   0.0   108   164    17    75     6    85 0.77 -
104262at50557_103372_0:002a03|STRG.8872.2:271-930|+  -            220 111718at50557        -            236     0.028   12.7   0.0   2   2     0.021         5    5.3   0.0    56    82   124   150   112   176 0.75 -
104262at50557_64793_0:001dc9|STRG.8872.4:626-1405|+  -            260 111718at50557        -            236     0.031   12.5   0.0   1   2     0.016       3.9    5.7   0.0   107   164    56   115    13   124 0.76 -
104262at50557_64793_0:001dc9|STRG.8872.4:626-1405|+  -            260 111718at50557        -            236     0.031   12.5   0.0   2   2     0.027       6.6    4.9   0.0    56    82   164   190   152   216 0.75 -
107216at50557_51655_0:0016fc|STRG.7868.1:534-905|+   -            124 111718at50557        -            236     0.053   11.8   0.0   1   2   0.00059      0.14   10.4   0.0   106   132     6    32     1    72 0.69 -
107216at50557_51655_0:0016fc|STRG.7868.1:534-905|+   -            124 111718at50557        -            236     0.053   11.8   0.0   2   2       1.6   3.8e+02   -0.9   0.0    46    66   104   124    96   124 0.73 -
107216at50557_51655_0:0016fc|STRG.7868.3:402-773|+   -            124 111718at50557        -            236     0.053   11.8   0.0   1   2   0.00059      0.14   10.4   0.0   106   132     6    32     1    72 0.69 -
107216at50557_51655_0:0016fc|STRG.7868.3:402-773|+   -            124 111718at50557        -            236     0.053   11.8   0.0   2   2       1.6   3.8e+02   -0.9   0.0    46    66   104   124    96   124 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/111718at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/111718at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/111718at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:05:36 2024
# [ok]
