#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30467at50557_144034_0:0022a4|STRG.9424.1:3-2189|+    -            729 30467at50557         -            614         0 1059.9   8.1   1   1         0         0 1059.5   8.1     8   614    50   727    43   727 0.92 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+  -            317 30467at50557         -            614   1.4e-07   29.4   0.2   2   3   8.5e-07   0.00012   19.8   0.2   186   259   117   195    94   200 0.79 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+  -            317 30467at50557         -            614   1.4e-07   29.4   0.2   3   3    0.0081       1.1    6.7   0.0   185   250   200   270   195   299 0.75 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+  -            317 30467at50557         -            614   1.4e-07   29.4   0.2   1   3     0.014       1.9    5.9   0.1   187   243    76   139    55   156 0.71 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+  -            317 30467at50557         -            614   1.4e-07   29.4   0.2   2   3   8.5e-07   0.00012   19.8   0.2   186   259   117   195    94   200 0.79 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+  -            317 30467at50557         -            614   1.4e-07   29.4   0.2   3   3    0.0081       1.1    6.7   0.0   185   250   200   270   195   299 0.75 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   1   4   0.00058     0.079   10.5   0.0   181   257    60   142    56   144 0.75 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   2   4     0.016       2.1    5.8   0.0   186   235   108   164    87   174 0.81 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   3   4      0.25        34    1.8   0.0   177   251   261   298   189   346 0.65 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   4   4   0.00067     0.091   10.3   0.0   216   274   443   506   432   510 0.79 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   1   4   0.00058     0.079   10.5   0.0   181   257    60   142    56   144 0.75 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   2   4     0.016       2.1    5.8   0.0   186   235   108   164    87   174 0.81 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   3   4      0.25        34    1.8   0.0   177   251   261   298   189   346 0.65 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+   -            513 30467at50557         -            614   5.4e-07   27.5   0.0   4   4   0.00067     0.091   10.3   0.0   216   274   443   506   432   510 0.79 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   1   3    0.0019      0.26    8.7   0.0   187   251    11    80     5    87 0.55 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   2   3     0.047       6.3    4.2   0.0   216   252    89   123    81   131 0.83 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   3   3     0.048       6.5    4.1   0.1   446   507   183   252   182   262 0.56 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   1   3    0.0019      0.26    8.7   0.0   187   251    11    80     5    87 0.55 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   2   3     0.047       6.3    4.2   0.0   216   252    89   123    81   131 0.83 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   3   3     0.048       6.5    4.1   0.1   446   507   183   252   182   262 0.56 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   1   3    0.0019      0.26    8.7   0.0   187   251    11    80     5    87 0.55 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   2   3     0.047       6.3    4.2   0.0   216   252    89   123    81   131 0.83 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+    -            290 30467at50557         -            614   2.4e-06   25.4   0.3   3   3     0.048       6.5    4.1   0.1   446   507   183   252   182   262 0.56 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+    -            285 30467at50557         -            614   4.5e-06   24.5   0.1   1   2      0.78   1.1e+02    0.1   0.0   476   504    10    38     3    72 0.77 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+    -            285 30467at50557         -            614   4.5e-06   24.5   0.1   2   2     6e-05    0.0082   13.7   0.0   476   522   179   225   158   235 0.85 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   1   4      0.49        67    0.8   0.0   480   502     4    26     1    39 0.78 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   2   4   0.00012     0.016   12.8   0.1   186   255    45   118    31   122 0.78 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   3   4      0.06       8.2    3.8   0.0   217   252   124   159   119   175 0.89 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   4   4      0.27        36    1.7   0.0   474   501   167   194   160   226 0.77 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   1   4      0.49        67    0.8   0.0   480   502     4    26     1    39 0.78 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   2   4   0.00012     0.016   12.8   0.1   186   255    45   118    31   122 0.78 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   3   4      0.06       8.2    3.8   0.0   217   252   124   159   119   175 0.89 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+   -            281 30467at50557         -            614   8.5e-06   23.6   0.7   4   4      0.27        36    1.7   0.0   474   501   167   194   160   226 0.77 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   1   4      0.46        63    0.9   0.0   472   504    45    77     5    86 0.69 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   2   4    0.0076         1    6.8   0.0   213   256    87   128    78   137 0.80 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   3   4      0.33        44    1.4   0.0   219   257   135   171   124   186 0.76 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   4   4   0.00032     0.044   11.3   0.1   440   501   238   304   213   305 0.76 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   1   4      0.46        63    0.9   0.0   472   504    45    77     5    86 0.69 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   2   4    0.0076         1    6.8   0.0   213   256    87   128    78   137 0.80 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   3   4      0.33        44    1.4   0.0   219   257   135   171   124   186 0.76 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+  -            305 30467at50557         -            614   1.4e-05   22.9   2.8   4   4   0.00032     0.044   11.3   0.1   440   501   238   304   213   305 0.76 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+   -            398 30467at50557         -            614   2.8e-05   21.9   0.0   1   2    0.0016      0.22    9.0   0.0   186   250    84   159    72   173 0.76 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+   -            398 30467at50557         -            614   2.8e-05   21.9   0.0   2   2   0.00048     0.065   10.7   0.0   398   513   173   291   166   297 0.85 -
40115at50557_38123_0:0006c3|STRG.7720.1:17-220|+     -             68 30467at50557         -            614   4.5e-05   21.2   0.0   1   1   3.5e-07   4.7e-05   21.1   0.0   211   257    21    65     3    67 0.81 -
80377at50557_166361_0:002fc1|STRG.830.1:195-746|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   1   2     0.035       4.7    4.6   0.0   196   251    15    68    11    73 0.83 -
80377at50557_166361_0:002fc1|STRG.830.1:195-746|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   2   2   0.00012     0.017   12.7   0.2   443   519    99   181    87   184 0.72 -
80377at50557_166361_0:002fc1|STRG.830.2:224-775|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   1   2     0.035       4.7    4.6   0.0   196   251    15    68    11    73 0.83 -
80377at50557_166361_0:002fc1|STRG.830.2:224-775|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   2   2   0.00012     0.017   12.7   0.2   443   519    99   181    87   184 0.72 -
80377at50557_166361_0:002fc1|STRG.830.3:195-746|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   1   2     0.035       4.7    4.6   0.0   196   251    15    68    11    73 0.83 -
80377at50557_166361_0:002fc1|STRG.830.3:195-746|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   2   2   0.00012     0.017   12.7   0.2   443   519    99   181    87   184 0.72 -
80377at50557_166361_0:002fc1|STRG.830.4:224-775|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   1   2     0.035       4.7    4.6   0.0   196   251    15    68    11    73 0.83 -
80377at50557_166361_0:002fc1|STRG.830.4:224-775|+    -            184 30467at50557         -            614   6.4e-05   20.7   0.2   2   2   0.00012     0.017   12.7   0.2   443   519    99   181    87   184 0.72 -
42371at50557_34720_0:000328|STRG.1318.1:528-2345|+   -            606 30467at50557         -            614   0.00011   19.9   0.0   1   2    0.0034      0.46    7.9   0.0   186   249   292   366   280   374 0.75 -
42371at50557_34720_0:000328|STRG.1318.1:528-2345|+   -            606 30467at50557         -            614   0.00011   19.9   0.0   2   2     0.001      0.14    9.6   0.0   399   513   382   499   376   505 0.85 -
42371at50557_34720_0:000328|STRG.1318.2:528-2348|+   -            607 30467at50557         -            614   0.00011   19.9   0.0   1   2    0.0034      0.47    7.9   0.0   186   249   293   367   281   375 0.75 -
42371at50557_34720_0:000328|STRG.1318.2:528-2348|+   -            607 30467at50557         -            614   0.00011   19.9   0.0   2   2     0.001      0.14    9.6   0.0   399   513   383   500   377   506 0.85 -
42371at50557_34720_0:000328|STRG.1318.3:528-2489|+   -            654 30467at50557         -            614   0.00014   19.6   0.0   1   2    0.0041      0.56    7.7   0.0   186   249   340   414   328   420 0.74 -
42371at50557_34720_0:000328|STRG.1318.3:528-2489|+   -            654 30467at50557         -            614   0.00014   19.6   0.0   2   2    0.0012      0.16    9.5   0.0   399   513   430   547   424   553 0.85 -
78072at50557_29053_0:0017f4|STRG.15067.1:359-913|+   -            185 30467at50557         -            614   0.00027   18.6   0.6   1   1   2.2e-06    0.0003   18.5   0.6   216   315    36   146     1   163 0.76 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+ -            329 30467at50557         -            614   0.00027   18.6   0.0   1   2    0.0012      0.16    9.5   0.0   216   264    41    87    31   113 0.84 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+ -            329 30467at50557         -            614   0.00027   18.6   0.0   2   2    0.0068      0.93    6.9   0.0   211   257   166   212   155   216 0.88 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+ -            329 30467at50557         -            614   0.00027   18.6   0.0   1   2    0.0012      0.16    9.5   0.0   216   264    41    87    31   113 0.84 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+ -            329 30467at50557         -            614   0.00027   18.6   0.0   2   2    0.0068      0.93    6.9   0.0   211   257   166   212   155   216 0.88 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+ -            329 30467at50557         -            614   0.00063   17.4   0.0   1   3   0.00055     0.075   10.5   0.0   216   273    43   105    36   106 0.77 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+ -            329 30467at50557         -            614   0.00063   17.4   0.0   2   3    0.0048      0.64    7.5   0.0   187   237    92   149    84   167 0.74 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+ -            329 30467at50557         -            614   0.00063   17.4   0.0   3   3       9.4   1.3e+03   -3.4   0.0   218   251   255   287   249   325 0.68 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+ -            523 30467at50557         -            614    0.0012   16.5   0.3   1   5         2   2.7e+02   -1.2   0.0   219   237   227   245   224   260 0.81 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+ -            523 30467at50557         -            614    0.0012   16.5   0.3   2   5      0.03       4.1    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+ -            523 30467at50557         -            614    0.0012   16.5   0.3   3   5       0.8   1.1e+02    0.1   0.0   221   249   413   439   403   446 0.67 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+ -            523 30467at50557         -            614    0.0012   16.5   0.3   4   5     0.017       2.4    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+ -            523 30467at50557         -            614    0.0012   16.5   0.3   5   5       2.1   2.8e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+   -            303 30467at50557         -            614    0.0012   16.5   0.5   1   2   4.4e-05    0.0059   14.2   0.1   432   503    56   134    16   178 0.75 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+   -            303 30467at50557         -            614    0.0012   16.5   0.5   2   2       1.8   2.4e+02   -1.0   0.0   476   501   197   222   177   225 0.79 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+ -            522 30467at50557         -            614    0.0012   16.4   0.3   1   5         2   2.7e+02   -1.2   0.0   219   237   227   245   224   260 0.81 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+ -            522 30467at50557         -            614    0.0012   16.4   0.3   2   5      0.03         4    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+ -            522 30467at50557         -            614    0.0012   16.4   0.3   3   5      0.67        91    0.4   0.0   221   249   413   439   395   445 0.66 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+ -            522 30467at50557         -            614    0.0012   16.4   0.3   4   5     0.016       2.2    5.7   0.1   465   504   441   481   410   489 0.73 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+ -            522 30467at50557         -            614    0.0012   16.4   0.3   5   5       2.4   3.2e+02   -1.5   0.0   476   501   495   520   486   521 0.79 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+ -            346 30467at50557         -            614    0.0012   16.4   0.7   1   3     0.034       4.6    4.6   0.0   187   257    73   147    66   207 0.61 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+ -            346 30467at50557         -            614    0.0012   16.4   0.7   2   3      0.03       4.1    4.8   0.0   475   505   192   222   177   247 0.79 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+ -            346 30467at50557         -            614    0.0012   16.4   0.7   3   3      0.02       2.6    5.4   0.1   167   256   217   322   213   331 0.57 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+   -            305 30467at50557         -            614    0.0013   16.4   0.6   1   2   4.7e-05    0.0064   14.1   0.1   432   503    58   136    18   176 0.75 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+   -            305 30467at50557         -            614    0.0013   16.4   0.6   2   2       1.1   1.6e+02   -0.4   0.1   476   501   199   224   146   227 0.66 -
31374at50557_1155016_0:001371|STRG.8891.2:390-1844|+ -            485 30467at50557         -            614    0.0013   16.4   0.0   1   1   2.6e-05    0.0035   14.9   0.0   186   270   365   460   349   480 0.48 -
31374at50557_133901_0:001035|STRG.8891.1:326-1870|+  -            515 30467at50557         -            614    0.0014   16.3   0.0   1   1   2.7e-05    0.0037   14.9   0.0   186   270   360   455   343   477 0.49 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+ -            799 30467at50557         -            614    0.0046   14.5   0.0   1   4      0.11        15    2.9   0.0   210   256   144   190   131   196 0.83 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+ -            799 30467at50557         -            614    0.0046   14.5   0.0   2   4     0.022         3    5.2   0.0   218   255   196   231   190   236 0.84 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+ -            799 30467at50557         -            614    0.0046   14.5   0.0   3   4       1.2   1.7e+02   -0.5   0.0   200   241   467   508   465   514 0.77 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+ -            799 30467at50557         -            614    0.0046   14.5   0.0   4   4      0.34        46    1.3   0.0   188   237   490   546   483   564 0.67 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+ -            797 30467at50557         -            614    0.0046   14.5   0.0   1   4      0.11        15    2.9   0.0   210   256   144   190   131   196 0.83 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+ -            797 30467at50557         -            614    0.0046   14.5   0.0   2   4     0.022         3    5.3   0.0   218   255   196   231   190   236 0.84 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+ -            797 30467at50557         -            614    0.0046   14.5   0.0   3   4       1.2   1.7e+02   -0.5   0.0   200   241   467   508   465   514 0.77 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+ -            797 30467at50557         -            614    0.0046   14.5   0.0   4   4      0.34        46    1.3   0.0   188   237   490   546   483   564 0.67 -
76755at50557_30019_0:002e99|STRG.15753.6:153-869|+   -            239 30467at50557         -            614    0.0054   14.3   0.1   1   1   0.00012     0.016   12.7   0.1   212   252    66   106    45   138 0.84 -
76755at50557_30019_0:002e99|STRG.15753.1:745-1443|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   1   2   9.2e-05     0.012   13.1   0.1   211   252    59   100     9   128 0.85 -
76755at50557_30019_0:002e99|STRG.15753.1:745-1443|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   2   2       2.1   2.8e+02   -1.3   0.0   214   239   105   130    99   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.2:433-1131|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   1   2   9.2e-05     0.012   13.1   0.1   211   252    59   100     9   128 0.85 -
76755at50557_30019_0:002e99|STRG.15753.2:433-1131|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   2   2       2.1   2.8e+02   -1.3   0.0   214   239   105   130    99   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.3:433-1131|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   1   2   9.2e-05     0.012   13.1   0.1   211   252    59   100     9   128 0.85 -
76755at50557_30019_0:002e99|STRG.15753.3:433-1131|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   2   2       2.1   2.8e+02   -1.3   0.0   214   239   105   130    99   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.4:433-1131|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   1   2   9.2e-05     0.012   13.1   0.1   211   252    59   100     9   128 0.85 -
76755at50557_30019_0:002e99|STRG.15753.4:433-1131|+  -            233 30467at50557         -            614    0.0055   14.3   0.1   2   2       2.1   2.8e+02   -1.3   0.0   214   239   105   130    99   147 0.65 -
76755at50557_30019_0:002e99|STRG.15753.5:203-901|+   -            233 30467at50557         -            614    0.0055   14.3   0.1   1   2   9.2e-05     0.012   13.1   0.1   211   252    59   100     9   128 0.85 -
76755at50557_30019_0:002e99|STRG.15753.5:203-901|+   -            233 30467at50557         -            614    0.0055   14.3   0.1   2   2       2.1   2.8e+02   -1.3   0.0   214   239   105   130    99   147 0.65 -
117816at50557_121225_0:000cee|STRG.452.4:132-635|+   -            168 30467at50557         -            614    0.0065   14.0   0.1   1   2    0.0006     0.082   10.4   0.0    73   131    24    86    13    94 0.73 -
117816at50557_121225_0:000cee|STRG.452.4:132-635|+   -            168 30467at50557         -            614    0.0065   14.0   0.1   2   2      0.19        25    2.2   0.0    70   109   114   152    79   162 0.69 -
117816at50557_121225_0:000cee|STRG.452.5:219-722|+   -            168 30467at50557         -            614    0.0065   14.0   0.1   1   2    0.0006     0.082   10.4   0.0    73   131    24    86    13    94 0.73 -
117816at50557_121225_0:000cee|STRG.452.5:219-722|+   -            168 30467at50557         -            614    0.0065   14.0   0.1   2   2      0.19        25    2.2   0.0    70   109   114   152    79   162 0.69 -
78072at50557_156304_0:001dd8|STRG.971.2:636-1358|+   -            241 30467at50557         -            614    0.0071   13.9   0.4   1   2     0.026       3.5    5.0   0.1   223   305    13    63     5    91 0.42 -
78072at50557_156304_0:001dd8|STRG.971.2:636-1358|+   -            241 30467at50557         -            614    0.0071   13.9   0.4   2   2    0.0067      0.91    7.0   0.0   217   507   105   137    94   161 0.64 -
78072at50557_156304_0:001dd8|STRG.971.3:1260-1982|+  -            241 30467at50557         -            614    0.0071   13.9   0.4   1   2     0.026       3.5    5.0   0.1   223   305    13    63     5    91 0.42 -
78072at50557_156304_0:001dd8|STRG.971.3:1260-1982|+  -            241 30467at50557         -            614    0.0071   13.9   0.4   2   2    0.0067      0.91    7.0   0.0   217   507   105   137    94   161 0.64 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+    -            315 30467at50557         -            614    0.0082   13.7   0.1   1   2    0.0002     0.026   12.0   0.1   211   257    16    60     8    85 0.87 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+    -            315 30467at50557         -            614    0.0082   13.7   0.1   2   2       2.4   3.2e+02   -1.5   0.0   415   501   166   266   152   276 0.41 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+ -            305 30467at50557         -            614      0.01   13.4   0.8   1   3      0.14        19    2.6   0.0   476   503    24    51    10    60 0.63 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+ -            305 30467at50557         -            614      0.01   13.4   0.8   2   3       1.1   1.5e+02   -0.3   0.0   473   510    65   102    52   121 0.82 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+ -            305 30467at50557         -            614      0.01   13.4   0.8   3   3     0.014       1.9    5.9   0.1   164   200   263   298   250   304 0.75 -
80377at50557_37344_0:0017d3|STRG.15493.1:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   1   3    0.0073      0.99    6.8   0.1   472   505   170   203   163   215 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.1:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   2   3       1.4   1.9e+02   -0.7   0.0   218   258   216   255   203   262 0.76 -
80377at50557_37344_0:0017d3|STRG.15493.1:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   3   3      0.16        22    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.15493.2:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   1   3    0.0073      0.99    6.8   0.1   472   505   170   203   163   215 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.2:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   2   3       1.4   1.9e+02   -0.7   0.0   218   258   216   255   203   262 0.76 -
80377at50557_37344_0:0017d3|STRG.15493.2:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   3   3      0.16        22    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.15493.3:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   1   3    0.0073      0.99    6.8   0.1   472   505   170   203   163   215 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.3:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   2   3       1.4   1.9e+02   -0.7   0.0   218   258   216   255   203   262 0.76 -
80377at50557_37344_0:0017d3|STRG.15493.3:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   3   3      0.16        22    2.4   0.0   186   209   267   290   251   310 0.79 -
