#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
104832at50557_34720_0:0019e7|STRG.10411.1:0-809|+      -            270 104832at50557        -            207   2.1e-73  245.4  16.7   1   1   7.4e-74   9.6e-72  240.0  16.7     3   205     1   256     1   260 0.82 -
117816at50557_29058_0:000b65|STRG.16830.4:1770-2243|+  -            158 104832at50557        -            207   9.7e-07   27.6   0.1   2   2   5.2e-05    0.0067   15.1   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.16830.5:601-1074|+   -            158 104832at50557        -            207   9.7e-07   27.6   0.1   1   2    0.0011      0.14   10.8   0.0   145   175    38    72    21    86 0.78 -
117816at50557_29058_0:000b65|STRG.16830.5:601-1074|+   -            158 104832at50557        -            207   9.7e-07   27.6   0.1   2   2   5.2e-05    0.0067   15.1   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.16830.6:362-835|+    -            158 104832at50557        -            207   9.7e-07   27.6   0.1   1   2    0.0011      0.14   10.8   0.0   145   175    38    72    21    86 0.78 -
117816at50557_29058_0:000b65|STRG.16830.6:362-835|+    -            158 104832at50557        -            207   9.7e-07   27.6   0.1   2   2   5.2e-05    0.0067   15.1   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.16830.8:389-862|+    -            158 104832at50557        -            207   9.7e-07   27.6   0.1   1   2    0.0011      0.14   10.8   0.0   145   175    38    72    21    86 0.78 -
117816at50557_29058_0:000b65|STRG.16830.8:389-862|+    -            158 104832at50557        -            207   9.7e-07   27.6   0.1   2   2   5.2e-05    0.0067   15.1   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.16830.9:875-1348|+   -            158 104832at50557        -            207   9.7e-07   27.6   0.1   1   2    0.0011      0.14   10.8   0.0   145   175    38    72    21    86 0.78 -
117816at50557_29058_0:000b65|STRG.16830.9:875-1348|+   -            158 104832at50557        -            207   9.7e-07   27.6   0.1   2   2   5.2e-05    0.0067   15.1   0.0   124   166    97   145    73   150 0.81 -
100341at50557_319348_0:001dc7|STRG.16312.4:1376-2383|+ -            336 104832at50557        -            207   3.2e-06   26.0   0.0   1   3    0.0026      0.33    9.6   0.0   144   176    47    83    34   105 0.79 -
100341at50557_319348_0:001dc7|STRG.16312.4:1376-2383|+ -            336 104832at50557        -            207   3.2e-06   26.0   0.0   2   3    0.0042      0.54    8.9   0.0   142   167   144   169   140   190 0.87 -
100341at50557_319348_0:001dc7|STRG.16312.4:1376-2383|+ -            336 104832at50557        -            207   3.2e-06   26.0   0.0   3   3      0.21        28    3.3   0.0   132   165   287   320   280   335 0.78 -
100341at50557_319348_0:001dc7|STRG.16312.2:179-1213|+  -            345 104832at50557        -            207   3.5e-06   25.8   0.0   1   3    0.0025      0.32    9.6   0.0   144   176    47    83    29   105 0.79 -
100341at50557_319348_0:001dc7|STRG.16312.2:179-1213|+  -            345 104832at50557        -            207   3.5e-06   25.8   0.0   2   3    0.0043      0.56    8.8   0.0   142   167   144   169   140   190 0.87 -
100341at50557_319348_0:001dc7|STRG.16312.2:179-1213|+  -            345 104832at50557        -            207   3.5e-06   25.8   0.0   3   3      0.22        29    3.2   0.0   132   165   296   329   289   344 0.78 -
117816at50557_7200_0:000429|STRG.16312.8:812-1324|+    -            171 104832at50557        -            207   7.5e-06   24.7   0.0   1   2   0.00069     0.089   11.4   0.0   144   177    33    70    16    94 0.78 -
117816at50557_7200_0:000429|STRG.16312.8:812-1324|+    -            171 104832at50557        -            207   7.5e-06   24.7   0.0   2   2   0.00048     0.063   11.9   0.0   140   167   115   142    75   162 0.80 -
117816at50557_7200_0:0014c2|STRG.16312.1:758-1477|+    -            240 104832at50557        -            207   2.2e-05   23.2   0.0   1   2    0.0014      0.18   10.4   0.0   144   177    33    70    17    92 0.79 -
117816at50557_7200_0:0014c2|STRG.16312.1:758-1477|+    -            240 104832at50557        -            207   2.2e-05   23.2   0.0   2   2     0.001      0.14   10.8   0.0   140   167   115   142    92   163 0.79 -
117816at50557_7200_0:0014c2|STRG.16312.5:1418-2200|+   -            261 104832at50557        -            207   6.5e-05   21.7   0.0   1   2    0.0016       0.2   10.3   0.0   144   177    33    70    17    93 0.79 -
117816at50557_7200_0:0014c2|STRG.16312.5:1418-2200|+   -            261 104832at50557        -            207   6.5e-05   21.7   0.0   2   2    0.0029      0.38    9.4   0.0   142   167   130   155   126   176 0.87 -
104832at50557_315563_0:002a5b|STRG.3271.2:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   1   2      0.36        47    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.3271.2:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   2   2   1.3e-05    0.0017   17.0   0.0   127   176   153   206   138   208 0.81 -
104832at50557_315563_0:002a5b|STRG.3271.3:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   1   2      0.36        47    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.3271.3:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   2   2   1.3e-05    0.0017   17.0   0.0   127   176   153   206   138   208 0.81 -
104832at50557_315563_0:002a5b|STRG.3271.4:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   1   2      0.36        47    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.3271.4:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   2   2   1.3e-05    0.0017   17.0   0.0   127   176   153   206   138   208 0.81 -
104832at50557_315563_0:002a5b|STRG.3271.5:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   1   2      0.36        47    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.3271.5:1792-2415|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   2   2   1.3e-05    0.0017   17.0   0.0   127   176   153   206   138   208 0.81 -
104832at50557_315563_0:002a5b|STRG.3271.6:3359-3982|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   1   2      0.36        47    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.3271.6:3359-3982|+  -            208 104832at50557        -            207   7.7e-05   21.4   0.1   2   2   1.3e-05    0.0017   17.0   0.0   127   176   153   206   138   208 0.81 -
129956at50557_441921_0:0017da|STRG.6302.1:1171-1401|+  -             77 104832at50557        -            207   0.00031   19.5   0.0   1   1   2.7e-06   0.00035   19.3   0.0   124   165    16    62     6    71 0.75 -
117816at50557_7493_0:002cdd|STRG.14623.1:707-1183|+    -            159 104832at50557        -            207     0.001   17.8   0.1   1   2      0.04       5.2    5.6   0.0   142   168    37    63     8    88 0.72 -
117816at50557_7493_0:002cdd|STRG.14623.1:707-1183|+    -            159 104832at50557        -            207     0.001   17.8   0.1   2   2    0.0015      0.19   10.4   0.0   140   165   126   151    94   157 0.75 -
129956at50557_441921_0:0017da|STRG.6301.1:1188-1418|+  -             77 104832at50557        -            207    0.0018   17.0   0.0   1   1   1.5e-05     0.002   16.8   0.0   124   165    16    62     9    71 0.79 -
129956at50557_13686_0:0011f5|STRG.13208.1:804-1031|+   -             76 104832at50557        -            207    0.0018   17.0   0.0   1   1   1.6e-05    0.0021   16.8   0.0   121   164     9    62     4    72 0.73 -
129956at50557_13686_0:0011f5|STRG.13208.2:954-1181|+   -             76 104832at50557        -            207    0.0018   17.0   0.0   1   1   1.6e-05    0.0021   16.8   0.0   121   164     9    62     4    72 0.73 -
129956at50557_13686_0:0011f5|STRG.13208.3:1461-1688|+  -             76 104832at50557        -            207    0.0018   17.0   0.0   1   1   1.6e-05    0.0021   16.8   0.0   121   164     9    62     4    72 0.73 -
129956at50557_13686_0:0011f5|STRG.13208.4:1522-1749|+  -             76 104832at50557        -            207    0.0018   17.0   0.0   1   1   1.6e-05    0.0021   16.8   0.0   121   164     9    62     4    72 0.73 -
83433at50557_1507135_0:0010eb|STRG.13730.15:105-986|+  -            294 104832at50557        -            207    0.0029   16.3   0.0   1   2    0.0063      0.81    8.3   0.0   127   166    30    67    25    91 0.82 -
83433at50557_1507135_0:0010eb|STRG.13730.15:105-986|+  -            294 104832at50557        -            207    0.0029   16.3   0.0   2   2     0.027       3.5    6.2   0.0   125   173   107   157    73   170 0.75 -
135254at50557_123851_0:002e9e|STRG.1984.12:77-268|+    -             64 104832at50557        -            207    0.0035   16.0   0.0   1   1   2.7e-05    0.0035   16.0   0.0   123   166    15    56     3    63 0.85 -
83433at50557_156304_0:001c1d|STRG.13730.14:105-1058|+  -            318 104832at50557        -            207    0.0036   16.0   0.0   1   2    0.0072      0.93    8.1   0.0   127   166    30    67    25    90 0.82 -
83433at50557_156304_0:001c1d|STRG.13730.14:105-1058|+  -            318 104832at50557        -            207    0.0036   16.0   0.0   2   2      0.03       3.9    6.1   0.0   125   173   107   157    73   171 0.75 -
83433at50557_13686_0:000d60|STRG.13730.11:127-1125|+   -            333 104832at50557        -            207     0.004   15.8   0.0   1   2    0.0077         1    8.0   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.11:127-1125|+   -            333 104832at50557        -            207     0.004   15.8   0.0   2   2     0.031       4.1    6.0   0.0   125   173   107   157    71   171 0.75 -
83433at50557_286306_0:001317|STRG.13730.12:109-1098|+  -            330 104832at50557        -            207    0.0041   15.8   0.0   1   2    0.0076      0.98    8.0   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.12:109-1098|+  -            330 104832at50557        -            207    0.0041   15.8   0.0   2   2     0.031         4    6.0   0.0   125   173   113   163    77   177 0.75 -
83433at50557_13686_0:000d60|STRG.13730.10:127-1230|+   -            340 104832at50557        -            207    0.0045   15.7   0.0   1   2    0.0079         1    8.0   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.10:127-1230|+   -            340 104832at50557        -            207    0.0045   15.7   0.0   2   2     0.032       4.2    6.0   0.0   125   173   107   157    71   171 0.75 -
83433at50557_286306_0:001317|STRG.13730.5:111-1145|+   -            345 104832at50557        -            207    0.0046   15.6   0.0   1   2    0.0081       1.1    7.9   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.5:111-1145|+   -            345 104832at50557        -            207    0.0046   15.6   0.0   2   2     0.033       4.3    5.9   0.0   125   173   113   163    77   177 0.75 -
83433at50557_286306_0:001317|STRG.13730.8:110-1150|+   -            347 104832at50557        -            207    0.0047   15.6   0.0   1   2    0.0081       1.1    7.9   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.8:110-1150|+   -            347 104832at50557        -            207    0.0047   15.6   0.0   2   2     0.034       4.4    5.9   0.0   125   173   113   163    77   177 0.75 -
83433at50557_13686_0:000d60|STRG.13730.1:131-1240|+    -            370 104832at50557        -            207    0.0049   15.5   0.0   1   2    0.0089       1.2    7.8   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.1:131-1240|+    -            370 104832at50557        -            207    0.0049   15.5   0.0   2   2     0.042       5.4    5.6   0.0   125   173   107   157    76   171 0.76 -
83433at50557_286306_0:001317|STRG.13730.9:109-1255|+   -            353 104832at50557        -            207     0.005   15.5   0.0   1   2    0.0084       1.1    7.9   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.9:109-1255|+   -            353 104832at50557        -            207     0.005   15.5   0.0   2   2     0.035       4.5    5.9   0.0   125   173   113   163    77   177 0.75 -
83433at50557_156304_0:001c1d|STRG.13730.7:128-1195|+   -            356 104832at50557        -            207     0.005   15.5   0.0   1   2    0.0085       1.1    7.9   0.0   127   166    30    67    25    90 0.82 -
83433at50557_156304_0:001c1d|STRG.13730.7:128-1195|+   -            356 104832at50557        -            207     0.005   15.5   0.0   2   2     0.035       4.6    5.8   0.0   125   173   107   157    71   171 0.75 -
83433at50557_13686_0:000d60|STRG.13730.6:129-1193|+    -            355 104832at50557        -            207     0.005   15.5   0.0   1   2    0.0084       1.1    7.9   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.6:129-1193|+    -            355 104832at50557        -            207     0.005   15.5   0.0   2   2     0.035       4.5    5.9   0.0   125   173   107   157    71   171 0.75 -
83433at50557_286306_0:001317|STRG.13730.4:111-1178|+   -            356 104832at50557        -            207    0.0051   15.5   0.0   1   2    0.0085       1.1    7.9   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.4:111-1178|+   -            356 104832at50557        -            207    0.0051   15.5   0.0   2   2     0.035       4.6    5.8   0.0   125   173   113   163    77   177 0.75 -
83433at50557_13686_0:000d60|STRG.13730.16:256-1368|+   -            371 104832at50557        -            207    0.0055   15.4   0.0   1   2     0.009       1.2    7.8   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.16:256-1368|+   -            371 104832at50557        -            207    0.0055   15.4   0.0   2   2     0.042       5.4    5.6   0.0   125   173   107   157    76   171 0.76 -
83433at50557_13686_0:000d60|STRG.13730.2:130-1242|+    -            371 104832at50557        -            207    0.0055   15.4   0.0   1   2     0.009       1.2    7.8   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.2:130-1242|+    -            371 104832at50557        -            207    0.0055   15.4   0.0   2   2     0.042       5.4    5.6   0.0   125   173   107   157    76   171 0.76 -
83433at50557_13686_0:000d60|STRG.13730.3:130-1242|+    -            371 104832at50557        -            207    0.0055   15.4   0.0   1   2     0.009       1.2    7.8   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.13730.3:130-1242|+    -            371 104832at50557        -            207    0.0055   15.4   0.0   2   2     0.042       5.4    5.6   0.0   125   173   107   157    76   171 0.76 -
117816at50557_121225_0:000cee|STRG.452.4:132-635|+     -            168 104832at50557        -            207    0.0056   15.4   0.1   1   2     0.014       1.8    7.2   0.0   114   167     4    69     1    88 0.70 -
117816at50557_121225_0:000cee|STRG.452.4:132-635|+     -            168 104832at50557        -            207    0.0056   15.4   0.1   2   2     0.017       2.2    6.9   0.0   141   166   132   157    77   168 0.80 -
117816at50557_121225_0:000cee|STRG.452.5:219-722|+     -            168 104832at50557        -            207    0.0056   15.4   0.1   1   2     0.014       1.8    7.2   0.0   114   167     4    69     1    88 0.70 -
117816at50557_121225_0:000cee|STRG.452.5:219-722|+     -            168 104832at50557        -            207    0.0056   15.4   0.1   2   2     0.017       2.2    6.9   0.0   141   166   132   157    77   168 0.80 -
83433at50557_286306_0:001317|STRG.13730.13:87-1314|+   -            380 104832at50557        -            207    0.0057   15.3   0.0   1   2    0.0093       1.2    7.7   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.13:87-1314|+   -            380 104832at50557        -            207    0.0057   15.3   0.0   2   2     0.043       5.6    5.5   0.0   125   173   113   163    82   177 0.76 -
83433at50557_286306_0:001317|STRG.13730.17:210-1437|+  -            380 104832at50557        -            207    0.0057   15.3   0.0   1   2    0.0093       1.2    7.7   0.0   127   166    36    73    31    96 0.82 -
83433at50557_286306_0:001317|STRG.13730.17:210-1437|+  -            380 104832at50557        -            207    0.0057   15.3   0.0   2   2     0.043       5.6    5.5   0.0   125   173   113   163    82   177 0.76 -
49780at50557_13686_0:001eb7|STRG.9146.1:286-2601|+     -            772 104832at50557        -            207     0.007   15.0   0.0   1   3      0.32        41    2.7   0.0   128   160   129   162   116   198 0.82 -
49780at50557_13686_0:001eb7|STRG.9146.1:286-2601|+     -            772 104832at50557        -            207     0.007   15.0   0.0   2   3       1.4   1.9e+02    0.6   0.0   143   166   349   372   304   392 0.80 -
49780at50557_13686_0:001eb7|STRG.9146.1:286-2601|+     -            772 104832at50557        -            207     0.007   15.0   0.0   3   3     0.014       1.9    7.1   0.0   128   164   410   446   404   458 0.92 -
129956at50557_7176_0:003daf|STRG.6122.21:2367-2582|+   -             72 104832at50557        -            207    0.0078   14.9   0.0   1   1     6e-05    0.0078   14.9   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.6122.22:366-581|+     -             72 104832at50557        -            207    0.0078   14.9   0.0   1   1     6e-05    0.0078   14.9   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.6122.23:2397-2612|+   -             72 104832at50557        -            207    0.0078   14.9   0.0   1   1     6e-05    0.0078   14.9   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.6122.8:2409-2624|+    -             72 104832at50557        -            207    0.0078   14.9   0.0   1   1     6e-05    0.0078   14.9   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.6122.9:3199-3414|+    -             72 104832at50557        -            207    0.0078   14.9   0.0   1   1     6e-05    0.0078   14.9   0.0   136   169    34    64     9    72 0.72 -
100341at50557_319348_0:001dc7|STRG.3858.7:503-1540|+   -            346 104832at50557        -            207     0.017   13.7   0.0   1   2       4.6   5.9e+02   -1.1   0.0   143   165    58    80    17    98 0.70 -
100341at50557_319348_0:001dc7|STRG.3858.7:503-1540|+   -            346 104832at50557        -            207     0.017   13.7   0.0   2   2    0.0005     0.065   11.9   0.0   137   174   306   340   281   346 0.72 -
129956at50557_29053_0:00060a|STRG.10587.2:415-669|+    -             85 104832at50557        -            207     0.018   13.7   0.0   1   1   0.00014     0.018   13.7   0.0   128   178    24    77     6    85 0.69 -
129956at50557_29053_0:00060a|STRG.10587.3:415-669|+    -             85 104832at50557        -            207     0.018   13.7   0.0   1   1   0.00014     0.018   13.7   0.0   128   178    24    77     6    85 0.69 -
129956at50557_29053_0:00060a|STRG.10587.4:415-669|+    -             85 104832at50557        -            207     0.018   13.7   0.0   1   1   0.00014     0.018   13.7   0.0   128   178    24    77     6    85 0.69 -
129956at50557_222816_0:00218d|STRG.9999.1:674-889|+    -             72 104832at50557        -            207     0.032   12.9   0.0   1   1   0.00027     0.036   12.7   0.0   129   166    21    62    16    70 0.74 -
129956at50557_222816_0:00218d|STRG.9999.2:674-889|+    -             72 104832at50557        -            207     0.032   12.9   0.0   1   1   0.00027     0.036   12.7   0.0   129   166    21    62    16    70 0.74 -
129956at50557_222816_0:00218d|STRG.9999.3:674-889|+    -             72 104832at50557        -            207     0.032   12.9   0.0   1   1   0.00027     0.036   12.7   0.0   129   166    21    62    16    70 0.74 -
129956at50557_222816_0:00218d|STRG.9999.4:674-889|+    -             72 104832at50557        -            207     0.032   12.9   0.0   1   1   0.00027     0.036   12.7   0.0   129   166    21    62    16    70 0.74 -
129956at50557_222816_0:00218d|STRG.9999.5:992-1207|+   -             72 104832at50557        -            207     0.032   12.9   0.0   1   1   0.00027     0.036   12.7   0.0   129   166    21    62    16    70 0.74 -
129956at50557_222816_0:00218d|STRG.9999.6:674-889|+    -             72 104832at50557        -            207     0.032   12.9   0.0   1   1   0.00027     0.036   12.7   0.0   129   166    21    62    16    70 0.74 -
129956at50557_7536_0:0043e4|STRG.2308.10:125-478|+     -            118 104832at50557        -            207     0.036   12.7   0.0   1   1    0.0004     0.052   12.2   0.0   141   164    39    62     5    78 0.77 -
129956at50557_7536_0:0043e4|STRG.2308.3:125-478|+      -            118 104832at50557        -            207     0.036   12.7   0.0   1   1    0.0004     0.052   12.2   0.0   141   164    39    62     5    78 0.77 -
129956at50557_7536_0:0043e4|STRG.2308.7:125-478|+      -            118 104832at50557        -            207     0.036   12.7   0.0   1   1    0.0004     0.052   12.2   0.0   141   164    39    62     5    78 0.77 -
83433at50557_133901_0:001dd1|STRG.10587.2:142-663|+    -            174 104832at50557        -            207     0.037   12.7   0.0   1   2         3   3.9e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.10587.2:142-663|+    -            174 104832at50557        -            207     0.037   12.7   0.0   2   2    0.0012      0.16   10.6   0.0   128   177   115   167    92   173 0.71 -
83433at50557_133901_0:001dd1|STRG.10587.3:142-663|+    -            174 104832at50557        -            207     0.037   12.7   0.0   1   2         3   3.9e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.10587.3:142-663|+    -            174 104832at50557        -            207     0.037   12.7   0.0   2   2    0.0012      0.16   10.6   0.0   128   177   115   167    92   173 0.71 -
83433at50557_133901_0:001dd1|STRG.10587.4:142-663|+    -            174 104832at50557        -            207     0.037   12.7   0.0   1   2         3   3.9e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.10587.4:142-663|+    -            174 104832at50557        -            207     0.037   12.7   0.0   2   2    0.0012      0.16   10.6   0.0   128   177   115   167    92   173 0.71 -
135254at50557_13249_0:000902|STRG.4898.1:138-353|+     -             72 104832at50557        -            207     0.053   12.2   0.1   1   1   0.00041     0.053   12.2   0.1   124   164    34    72    13    72 0.87 -
135254at50557_13249_0:000902|STRG.4898.3:138-353|+     -             72 104832at50557        -            207     0.053   12.2   0.1   1   1   0.00041     0.053   12.2   0.1   124   164    34    72    13    72 0.87 -
24138at50557_7176_0:001e33|STRG.452.6:106-570|+        -            155 104832at50557        -            207     0.056   12.1   0.1   1   2      0.41        53    2.4   0.0   140   166    13    38     7    55 0.82 -
24138at50557_7176_0:001e33|STRG.452.6:106-570|+        -            155 104832at50557        -            207     0.056   12.1   0.1   2   2    0.0074      0.97    8.0   0.0   141   167   102   128    47   152 0.77 -
117816at50557_121225_0:000cee|STRG.6894.2:80-601|+     -            174 104832at50557        -            207     0.057   12.1   0.0   1   1   0.00059     0.077   11.6   0.0   138   177   102   145    40   167 0.68 -
129956at50557_7176_0:003daf|STRG.6894.1:1319-1558|+    -             80 104832at50557        -            207     0.071   11.7   0.0   1   1   0.00055     0.071   11.7   0.0   140   165    38    63    10    79 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/104832at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:05:11 2024
# [ok]
