#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109797at50557_83485_0:000ec1|STRG.5891.1:1-906|+       -            302 109797at50557        -            227  4.4e-140  463.7   0.0   1   1  9.4e-142  5.5e-140  463.4   0.0     1   222    21   246    21   251 0.98 -
106023at50557_609295_0:001bec|STRG.12795.2:15-917|+    -            301 109797at50557        -            227   1.1e-31  109.1   0.1   1   2       1.6        93    1.4   0.0    12    68    51   107    44   109 0.92 -
106023at50557_609295_0:001bec|STRG.12795.2:15-917|+    -            301 109797at50557        -            227   1.1e-31  109.1   0.1   2   2   1.6e-32   9.2e-31  106.1   0.1     7   163   108   267   106   274 0.91 -
104262at50557_411798_0:001745|STRG.1128.1:160-804|+    -            215 109797at50557        -            227   1.1e-31  109.1   0.3   1   1   2.3e-33   1.3e-31  108.8   0.3     3   170     2   172     1   183 0.89 -
106023at50557_456900_0:0019f7|STRG.12795.1:907-1554|+  -            216 109797at50557        -            227   2.1e-31  108.2   0.0   1   1   5.5e-33   3.2e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.12795.3:201-848|+   -            216 109797at50557        -            227   2.1e-31  108.2   0.0   1   1   5.5e-33   3.2e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.12795.6:263-910|+   -            216 109797at50557        -            227   2.1e-31  108.2   0.0   1   1   5.5e-33   3.2e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.12795.4:76-726|+    -            217 109797at50557        -            227   2.1e-31  108.2   0.0   1   1   5.6e-33   3.2e-31  107.6   0.0     7   163    24   183    21   191 0.91 -
106023at50557_67767_0:00110a|STRG.12795.5:188-856|+    -            223 109797at50557        -            227   2.3e-31  108.1   0.0   1   1   6.1e-33   3.5e-31  107.5   0.0     7   163    30   189    27   197 0.91 -
107216at50557_7038_0:002032|STRG.12428.1:688-1251|+    -            188 109797at50557        -            227   3.3e-31  107.5   0.0   1   1   7.1e-33   4.1e-31  107.2   0.0     4   165    14   179    11   184 0.90 -
107216at50557_7038_0:002032|STRG.12428.2:395-958|+     -            188 109797at50557        -            227   3.3e-31  107.5   0.0   1   1   7.1e-33   4.1e-31  107.2   0.0     4   165    14   179    11   184 0.90 -
107216at50557_7004_0:001b36|STRG.12142.1:490-1053|+    -            188 109797at50557        -            227   5.6e-31  106.8   0.0   1   1   1.1e-32   6.4e-31  106.6   0.0     2   168     2   170     1   185 0.90 -
129498at50557_103372_0:001a9c|STRG.11051.1:4342-5040|+ -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.11051.2:4205-4903|+ -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.11051.3:3221-3919|+ -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.11051.4:2917-3615|+ -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.11051.5:2917-3615|+ -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.11051.6:2893-3591|+ -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
129498at50557_103372_0:001a9c|STRG.11051.7:568-1266|+  -            233 109797at50557        -            227   1.5e-30  105.4   0.2   1   1   3.4e-32   1.9e-30  105.0   0.2     5   169    10   177     8   208 0.89 -
108755at50557_178035_0:0020de|STRG.8551.2:289-915|+    -            209 109797at50557        -            227     9e-29   99.6   0.2   1   1     2e-30   1.1e-28   99.2   0.2     7   161    14   171    11   183 0.91 -
108755at50557_456900_0:000c82|STRG.8551.1:299-951|+    -            213 109797at50557        -            227     1e-28   99.4   0.2   1   1   2.2e-30   1.3e-28   99.1   0.2     7   161    14   171    11   181 0.91 -
104262at50557_29053_0:001062|STRG.7146.2:365-1033|+    -            223 109797at50557        -            227   1.6e-28   98.7   0.1   1   1   3.5e-30     2e-28   98.4   0.1     2   165    17   189    16   200 0.87 -
109573at50557_103372_0:0023c7|STRG.16392.2:114-677|+   -            188 109797at50557        -            227   3.4e-26   91.2   0.0   1   1   7.5e-28   4.3e-26   90.8   0.0    47   166    23   147     8   154 0.89 -
106023at50557_7038_0:002188|STRG.4026.1:190-735|+      -            182 109797at50557        -            227     3e-25   88.1   0.1   1   1   5.8e-27   3.4e-25   87.9   0.1     8   167     6   170     3   182 0.87 -
106023at50557_39758_0:004d29|STRG.5785.1:124-660|+     -            179 109797at50557        -            227   2.3e-24   85.2   0.1   1   1   4.7e-26   2.7e-24   84.9   0.1     5   161    15   178    12   179 0.85 -
129498at50557_166361_0:0004c6|STRG.4026.2:181-705|+    -            175 109797at50557        -            227   7.5e-24   83.5   0.1   1   1   1.4e-25     8e-24   83.4   0.1    17   168     3   159     1   174 0.82 -
106023at50557_7038_0:002188|STRG.4026.3:207-710|+      -            168 109797at50557        -            227   1.3e-23   82.7   0.1   1   1   2.3e-25   1.3e-23   82.7   0.1    31   167    15   156     1   168 0.82 -
106023at50557_7038_0:002188|STRG.4026.4:185-688|+      -            168 109797at50557        -            227   1.3e-23   82.7   0.1   1   1   2.3e-25   1.3e-23   82.7   0.1    31   167    15   156     1   168 0.82 -
104262at50557_132113_0:00109a|STRG.7868.2:387-935|+    -            183 109797at50557        -            227   2.5e-23   81.8   0.1   1   1   5.1e-25   2.9e-23   81.6   0.1     5   166    12   175     8   180 0.92 -
104262at50557_132113_0:00109a|STRG.7868.4:494-1042|+   -            183 109797at50557        -            227   2.5e-23   81.8   0.1   1   1   5.1e-25   2.9e-23   81.6   0.1     5   166    12   175     8   180 0.92 -
107216at50557_51655_0:0016fc|STRG.7868.1:534-905|+     -            124 109797at50557        -            227   3.4e-21   74.8   0.0   1   1   6.4e-23   3.7e-21   74.7   0.0     5   120     7   124     3   124 0.92 -
107216at50557_51655_0:0016fc|STRG.7868.3:402-773|+     -            124 109797at50557        -            227   3.4e-21   74.8   0.0   1   1   6.4e-23   3.7e-21   74.7   0.0     5   120     7   124     3   124 0.92 -
104262at50557_34740_0:0027f7|STRG.726.4:2016-2657|+    -            214 109797at50557        -            227   1.6e-19   69.4   0.0   1   1   3.2e-21   1.8e-19   69.1   0.0     6   149    10   160     6   208 0.82 -
104262at50557_34740_0:0027f7|STRG.726.8:11-652|+       -            214 109797at50557        -            227   1.6e-19   69.4   0.0   1   1   3.2e-21   1.8e-19   69.1   0.0     6   149    10   160     6   208 0.82 -
107216at50557_34720_0:000049|STRG.201.1:0-425|+        -            142 109797at50557        -            227   1.9e-19   69.1   0.0   1   1   4.2e-21   2.4e-19   68.7   0.0    72   160     6    95     2   109 0.92 -
108271at50557_286306_0:004073|STRG.11619.1:125-715|+   -            197 109797at50557        -            227   5.1e-19   67.7   0.1   1   1   1.1e-20   6.3e-19   67.4   0.1     6   171    11   179     8   195 0.87 -
108271at50557_43151_0:001e01|STRG.16853.1:39-596|+     -            186 109797at50557        -            227   9.3e-19   66.8   0.0   1   1   1.8e-20     1e-18   66.7   0.0     8   166     2   163     1   185 0.84 -
41766at50557_286306_0:004435|STRG.726.4:169-2726|+     -            737 109797at50557        -            227   1.6e-18   66.1   0.0   1   1   6.2e-20   3.6e-18   64.9   0.0     6   148   510   659   506   710 0.83 -
108271at50557_64793_0:001833|STRG.11619.3:567-1184|+   -            206 109797at50557        -            227   1.7e-18   66.0   0.2   1   1   3.5e-20     2e-18   65.7   0.2     6   167    16   180    13   203 0.87 -
108271at50557_64793_0:001833|STRG.11619.4:207-824|+    -            206 109797at50557        -            227   1.7e-18   66.0   0.2   1   1   3.5e-20     2e-18   65.7   0.2     6   167    16   180    13   203 0.87 -
108271at50557_64793_0:001833|STRG.11619.2:104-727|+    -            208 109797at50557        -            227   1.7e-18   65.9   0.2   1   1   3.7e-20   2.1e-18   65.7   0.2     6   167    18   182    15   205 0.87 -
129498at50557_28612_0:005150|STRG.4026.5:175-662|+     -            158 109797at50557        -            227   2.8e-18   65.2   0.0   1   1   5.6e-20   3.2e-18   65.1   0.0    56   164    34   147     7   157 0.88 -
108271at50557_224129_0:0005ad|STRG.12440.1:1068-1610|+ -            181 109797at50557        -            227   1.5e-17   62.9   0.1   1   1     3e-19   1.7e-17   62.7   0.1     8   180     2   177     1   180 0.83 -
108271at50557_224129_0:0005ad|STRG.12440.2:245-787|+   -            181 109797at50557        -            227   1.5e-17   62.9   0.1   1   1     3e-19   1.7e-17   62.7   0.1     8   180     2   177     1   180 0.83 -
108271at50557_40932_0:00088c|STRG.2098.1:549-1092|+    -            167 109797at50557        -            227   1.5e-17   62.9   0.0   1   1   3.1e-19   1.8e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
108271at50557_40932_0:00088c|STRG.2098.3:549-1165|+    -            167 109797at50557        -            227   1.5e-17   62.9   0.0   1   1   3.1e-19   1.8e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
108271at50557_40932_0:00088c|STRG.2098.4:543-1043|+    -            167 109797at50557        -            227   1.5e-17   62.9   0.0   1   1   3.1e-19   1.8e-17   62.6   0.0     7   163     2   161     1   166 0.86 -
107216at50557_51655_0:0016fc|STRG.10335.1:632-1135|+   -            168 109797at50557        -            227   3.8e-17   61.5   0.0   1   1     7e-19     4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.10335.2:631-1134|+   -            168 109797at50557        -            227   3.8e-17   61.5   0.0   1   1     7e-19     4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.10335.3:628-1131|+   -            168 109797at50557        -            227   3.8e-17   61.5   0.0   1   1     7e-19     4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
107216at50557_51655_0:0016fc|STRG.10335.4:628-1131|+   -            168 109797at50557        -            227   3.8e-17   61.5   0.0   1   1     7e-19     4e-17   61.5   0.0     5   139     7   149     3   168 0.81 -
129498at50557_7493_0:00132e|STRG.15445.1:349-825|+     -            159 109797at50557        -            227   4.6e-16   58.0   0.0   1   1   8.8e-18   5.1e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
129498at50557_7493_0:00132e|STRG.15445.2:424-900|+     -            159 109797at50557        -            227   4.6e-16   58.0   0.0   1   1   8.8e-18   5.1e-16   57.9   0.0     8   163     2   157     1   159 0.93 -
108271at50557_166361_0:003235|STRG.8344.1:390-944|+    -            185 109797at50557        -            227   5.9e-16   57.7   0.0   1   1   1.2e-17     7e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
108271at50557_166361_0:003235|STRG.8344.2:315-869|+    -            185 109797at50557        -            227   5.9e-16   57.7   0.0   1   1   1.2e-17     7e-16   57.4   0.0     8   163     2   160     1   169 0.87 -
104262at50557_28612_0:0030d7|STRG.2998.1:205-840|+     -            212 109797at50557        -            227   7.4e-16   57.3   0.1   1   1   1.5e-17   8.8e-16   57.1   0.1     4   167     6   179     3   199 0.81 -
104262at50557_28612_0:0030d7|STRG.2998.2:691-1326|+    -            212 109797at50557        -            227   7.4e-16   57.3   0.1   1   1   1.5e-17   8.8e-16   57.1   0.1     4   167     6   179     3   199 0.81 -
104262at50557_64793_0:001dc9|STRG.2998.3:1564-2259|+   -            232 109797at50557        -            227     1e-15   56.9   0.1   1   1   2.1e-17   1.2e-15   56.6   0.1     4   167    26   199    23   219 0.81 -
104262at50557_411798_0:001745|STRG.2998.4:127-855|+    -            243 109797at50557        -            227   1.1e-15   56.7   0.1   1   1   2.4e-17   1.4e-15   56.4   0.1     4   167    37   210    34   230 0.81 -
104262at50557_13164_0:00360e|STRG.726.7:471-983|+      -            171 109797at50557        -            227   4.3e-15   54.8   0.0   1   1   8.7e-17     5e-15   54.6   0.0    51   148    35   136    15   159 0.87 -
108271at50557_197043_0:002be2|STRG.4523.1:34-540|+     -            169 109797at50557        -            227   1.3e-13   50.0   0.0   1   1   2.4e-15   1.4e-13   49.9   0.0    13   163     5   158     1   164 0.80 -
140221at50557_568069_0:001a32|STRG.2283.1:37-516|+     -            160 109797at50557        -            227   3.2e-13   48.7   0.0   1   1   6.9e-15     4e-13   48.4   0.0     7   126     4   125     2   135 0.81 -
108271at50557_28612_0:005172|STRG.4235.1:254-823|+     -            190 109797at50557        -            227   3.8e-13   48.5   0.0   1   1   8.5e-15   4.9e-13   48.1   0.0     7   164     4   165     2   187 0.81 -
108755at50557_28612_0:002c6d|STRG.6625.1:327-920|+     -            198 109797at50557        -            227     8e-13   47.4   0.1   1   1   1.6e-14   9.5e-13   47.2   0.1     8   163     1   164     1   183 0.78 -
105221at50557_224129_0:000e95|STRG.9393.1:963-1451|+   -            163 109797at50557        -            227   1.2e-12   46.9   0.1   1   1   2.4e-14   1.4e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.9393.2:515-1003|+   -            163 109797at50557        -            227   1.2e-12   46.9   0.1   1   1   2.4e-14   1.4e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.9393.3:960-1448|+   -            163 109797at50557        -            227   1.2e-12   46.9   0.1   1   1   2.4e-14   1.4e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.9393.4:741-1229|+   -            163 109797at50557        -            227   1.2e-12   46.9   0.1   1   1   2.4e-14   1.4e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.9393.5:850-1338|+   -            163 109797at50557        -            227   1.2e-12   46.9   0.1   1   1   2.4e-14   1.4e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
105221at50557_224129_0:000e95|STRG.9393.6:985-1473|+   -            163 109797at50557        -            227   1.2e-12   46.9   0.1   1   1   2.4e-14   1.4e-12   46.6   0.1     8   160     7   162     3   163 0.87 -
140221at50557_568069_0:001a32|STRG.9334.1:85-576|+     -            164 109797at50557        -            227   3.3e-12   45.4   0.0   1   1   7.4e-14   4.3e-12   45.0   0.0     7   132     8   135     6   146 0.81 -
140221at50557_568069_0:001a32|STRG.9334.2:72-563|+     -            164 109797at50557        -            227   3.3e-12   45.4   0.0   1   1   7.4e-14   4.3e-12   45.0   0.0     7   132     8   135     6   146 0.81 -
104262at50557_88501_0:0010fe|STRG.7412.1:206-823|+     -            206 109797at50557        -            227   4.4e-12   45.0   0.1   1   2   0.00092     0.053   12.0   0.0     3    65    24    90    22    94 0.89 -
104262at50557_88501_0:0010fe|STRG.7412.1:206-823|+     -            206 109797at50557        -            227   4.4e-12   45.0   0.1   2   2   1.3e-09   7.8e-08   31.1   0.0    75   133   125   180   121   194 0.88 -
115559at50557_286306_0:000620|STRG.14065.1:219-824|+   -            202 109797at50557        -            227   4.5e-12   45.0   0.0   1   1     1e-13   5.9e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.14065.2:568-1173|+  -            202 109797at50557        -            227   4.5e-12   45.0   0.0   1   1     1e-13   5.9e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.14065.3:243-848|+   -            202 109797at50557        -            227   4.5e-12   45.0   0.0   1   1     1e-13   5.9e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.14065.4:616-1221|+  -            202 109797at50557        -            227   4.5e-12   45.0   0.0   1   1     1e-13   5.9e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.14065.5:820-1425|+  -            202 109797at50557        -            227   4.5e-12   45.0   0.0   1   1     1e-13   5.9e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
115559at50557_286306_0:000620|STRG.14065.6:1133-1738|+ -            202 109797at50557        -            227   4.5e-12   45.0   0.0   1   1     1e-13   5.9e-12   44.6   0.0    15   169    35   192    26   196 0.77 -
140221at50557_568069_0:001a32|STRG.16475.1:1910-2374|+ -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.2:118-582|+   -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.3:311-775|+   -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.4:707-1171|+  -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.5:906-1370|+  -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.6:911-1375|+  -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.7:306-770|+   -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.8:110-574|+   -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
140221at50557_568069_0:001a32|STRG.16475.9:305-769|+   -            155 109797at50557        -            227   7.4e-12   44.3   0.0   1   1   1.5e-13   8.8e-12   44.0   0.0     8   120     1   115     1   127 0.84 -
104262at50557_6973_0:00268c|STRG.7146.1:649-1154|+     -            163 109797at50557        -            227   1.1e-11   43.7   0.3   1   2   4.8e-09   2.7e-07   29.3   0.1     2    61     1    67     1    71 0.82 -
104262at50557_6973_0:00268c|STRG.7146.1:649-1154|+     -            163 109797at50557        -            227   1.1e-11   43.7   0.3   2   2   0.00053     0.031   12.8   0.0   112   165    76   129    68   138 0.87 -
105221at50557_29053_0:00200e|STRG.8787.1:50-580|+      -            177 109797at50557        -            227   1.3e-11   43.4   0.0   1   1   2.7e-13   1.6e-11   43.2   0.0     8   158    11   170     7   177 0.82 -
108271at50557_7536_0:004142|STRG.3786.3:1076-1615|+    -            180 109797at50557        -            227   2.6e-11   42.5   0.0   1   1   5.3e-13   3.1e-11   42.2   0.0    11   166     4   163     1   176 0.77 -
108271at50557_7536_0:004142|STRG.3786.4:959-1498|+     -            180 109797at50557        -            227   2.6e-11   42.5   0.0   1   1   5.3e-13   3.1e-11   42.2   0.0    11   166     4   163     1   176 0.77 -
129498at50557_29053_0:002abd|STRG.194.1:580-942|+      -            121 109797at50557        -            227   3.4e-11   42.1   0.0   1   1   6.3e-13   3.6e-11   42.0   0.0     8   120     2   116     1   121 0.94 -
108271at50557_7460_0:001bde|STRG.2098.2:803-1275|+     -            119 109797at50557        -            227   4.5e-10   38.4   0.1   1   1     9e-12   5.2e-10   38.2   0.1    64   163    13   114     9   119 0.88 -
115559at50557_110193_0:002217|STRG.3786.6:54-500|+     -            149 109797at50557        -            227     5e-10   38.3   0.0   1   1     1e-11   5.8e-10   38.0   0.0    47   162    29   147    12   149 0.78 -
108755at50557_7375_0:003bec|STRG.726.9:281-610|+       -            110 109797at50557        -            227   5.1e-10   38.2   0.0   1   1   9.4e-12   5.4e-10   38.2   0.0    78   149     2    77     1   100 0.83 -
140221at50557_568069_0:001a32|STRG.923.1:803-1279|+    -            159 109797at50557        -            227   5.5e-10   38.1   0.0   1   1   1.1e-11   6.3e-10   37.9   0.0     7   121     3   119     1   135 0.82 -
140221at50557_568069_0:001a32|STRG.923.5:803-1279|+    -            159 109797at50557        -            227   5.5e-10   38.1   0.0   1   1   1.1e-11   6.3e-10   37.9   0.0     7   121     3   119     1   135 0.82 -
108271at50557_1629725_0:00106a|STRG.2098.2:522-1033|+  -            128 109797at50557        -            227     6e-10   38.0   0.0   1   1   1.3e-11   7.2e-10   37.7   0.0     6   126    10   128     8   128 0.83 -
105221at50557_7460_0:001362|STRG.3195.1:10-651|+       -            214 109797at50557        -            227   9.3e-10   37.4   0.0   1   1   1.9e-11   1.1e-09   37.1   0.0     7   187    26   212    22   214 0.83 -
107216at50557_121225_0:0005b8|STRG.5018.1:383-604|+    -             74 109797at50557        -            227   1.5e-09   36.7   0.0   1   1   2.9e-11   1.7e-09   36.5   0.0     8    79     1    74     1    74 0.86 -
129498at50557_37001_0:002409|STRG.7131.1:9-666|+       -            175 109797at50557        -            227   1.6e-09   36.7   0.1   1   1   2.9e-11   1.7e-09   36.5   0.1    34   109    17    92     1   155 0.73 -
140221at50557_568069_0:001a32|STRG.9169.1:282-728|+    -            149 109797at50557        -            227   3.6e-09   35.5   0.0   1   1   6.7e-11   3.9e-09   35.4   0.0     8   123     2   119     1   147 0.81 -
140221at50557_568069_0:001a32|STRG.9169.2:965-1411|+   -            149 109797at50557        -            227   3.6e-09   35.5   0.0   1   1   6.7e-11   3.9e-09   35.4   0.0     8   123     2   119     1   147 0.81 -
140221at50557_568069_0:001a32|STRG.16535.1:117-596|+   -            160 109797at50557        -            227   4.6e-08   31.8   0.0   1   1   9.8e-10   5.7e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.16535.2:414-893|+   -            160 109797at50557        -            227   4.6e-08   31.8   0.0   1   1   9.8e-10   5.7e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.16535.3:536-1015|+  -            160 109797at50557        -            227   4.6e-08   31.8   0.0   1   1   9.8e-10   5.7e-08   31.5   0.0     7   122     4   121     2   141 0.83 -
140221at50557_568069_0:001a32|STRG.13462.1:306-785|+   -            160 109797at50557        -            227   5.7e-08   31.5   0.0   1   1   1.3e-09   7.3e-08   31.2   0.0     7   122     4   121     2   136 0.82 -
129498at50557_108931_0:001f24|STRG.12713.1:383-898|+   -            172 109797at50557        -            227   1.1e-07   30.6   0.1   1   1   4.1e-09   2.4e-07   29.5   0.1     8   105     1   105     1   114 0.68 -
