#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 25500at50557         -            513  1.9e-291  966.3   7.4   1   1  2.2e-290  9.9e-289  957.4   7.4     1   513     6   599     6   599 0.91 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 25500at50557         -            513   1.5e-19   69.2   3.4   3   7   1.7e-06   7.7e-05   20.7   0.0    55   112   105   161    95   256 0.88 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 25500at50557         -            513   1.5e-19   69.2   3.4   4   7     0.047       2.1    6.1   0.0    45    80   257   293   251   296 0.81 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 25500at50557         -            513   1.5e-19   69.2   3.4   5   7   0.00074     0.034   12.0   0.0   294   338   297   340   293   349 0.87 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 25500at50557         -            513   1.5e-19   69.2   3.4   6   7      0.14       6.2    4.5   0.0   222   262   388   428   374   437 0.78 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 25500at50557         -            513   1.5e-19   69.2   3.4   7   7    0.0011     0.051   11.4   0.0    51   116   441   506   431   511 0.88 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   1   4   7.8e-10   3.5e-08   31.7   0.3   137   259     2   126     1   130 0.85 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   2   4   3.6e-06   0.00016   19.7   0.0    49   113   128   191   123   202 0.88 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   3   4    0.0084      0.38    8.5   0.0    27    86   207   269   193   277 0.65 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   4   4       0.2       9.1    4.0   0.0   144   169   281   305   275   305 0.89 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   1   4   7.8e-10   3.5e-08   31.7   0.3   137   259     2   126     1   130 0.85 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   2   4   3.6e-06   0.00016   19.7   0.0    49   113   128   191   123   202 0.88 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   3   4    0.0084      0.38    8.5   0.0    27    86   207   269   193   277 0.65 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 25500at50557         -            513   2.2e-18   65.4   3.7   4   4       0.2       9.1    4.0   0.0   144   169   281   305   275   305 0.89 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 25500at50557         -            513     1e-17   63.2   1.3   1   3   5.5e-06   0.00025   19.0   0.0   293   338    30    75     7    80 0.82 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 25500at50557         -            513     1e-17   63.2   1.3   2   3   5.8e-06   0.00026   19.0   0.1   183   256    83   162    76   171 0.81 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 25500at50557         -            513     1e-17   63.2   1.3   3   3   3.2e-07   1.4e-05   23.1   0.0   192   331   185   328   167   329 0.80 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 25500at50557         -            513     1e-17   63.2   1.3   1   3   5.5e-06   0.00025   19.0   0.0   293   338    30    75     7    80 0.82 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 25500at50557         -            513     1e-17   63.2   1.3   2   3   5.8e-06   0.00026   19.0   0.1   183   256    83   162    76   171 0.81 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 25500at50557         -            513     1e-17   63.2   1.3   3   3   3.2e-07   1.4e-05   23.1   0.0   192   331   185   328   167   329 0.80 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 25500at50557         -            513   1.6e-15   56.0   2.7   1   5     0.036       1.6    6.5   0.0   450   500    40    88    29   102 0.74 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 25500at50557         -            513   1.6e-15   56.0   2.7   2   5       1.8        83    0.8   0.0    63    81   113   132   108   136 0.75 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 25500at50557         -            513   1.6e-15   56.0   2.7   3   5    0.0001    0.0047   14.8   0.1   280   354   122   194   114   203 0.81 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 25500at50557         -            513   1.6e-15   56.0   2.7   4   5   3.3e-08   1.5e-06   26.4   0.0   155   255   232   335   224   341 0.82 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 25500at50557         -            513   1.6e-15   56.0   2.7   5   5      0.16       7.3    4.3   0.0   221   247   342   368   333   374 0.54 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 25500at50557         -            513   2.2e-15   55.5  11.8   1   4   5.3e-05    0.0024   15.8   0.1    25   115     3    96     1   100 0.82 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 25500at50557         -            513   2.2e-15   55.5  11.8   2   4       1.8        80    0.9   0.0   201   257   100   158    92   195 0.76 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 25500at50557         -            513   2.2e-15   55.5  11.8   3   4   8.8e-07     4e-05   21.7   0.2   222   339   339   461   322   464 0.86 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 25500at50557         -            513   2.2e-15   55.5  11.8   4   4   1.4e-05   0.00062   17.7   1.7   295   434   461   625   459   629 0.62 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 25500at50557         -            513   3.2e-15   55.0   1.2   1   2   1.1e-07   5.1e-06   24.6   0.1   403   511    18   131    11   132 0.78 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 25500at50557         -            513   3.2e-15   55.0   1.2   2   2   2.1e-10   9.4e-09   33.6   0.4   138   334   102   302    93   307 0.84 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 25500at50557         -            513   3.2e-15   55.0   1.2   1   2   1.1e-07   5.1e-06   24.6   0.1   403   511    18   131    11   132 0.78 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 25500at50557         -            513   3.2e-15   55.0   1.2   2   2   2.1e-10   9.4e-09   33.6   0.4   138   334   102   302    93   307 0.84 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 25500at50557         -            513   3.2e-15   55.0   1.2   1   2   1.1e-07   5.1e-06   24.6   0.1   403   511    18   131    11   132 0.78 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 25500at50557         -            513   3.2e-15   55.0   1.2   2   2   2.1e-10   9.4e-09   33.6   0.4   138   334   102   302    93   307 0.84 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 25500at50557         -            513   3.4e-15   54.9   1.2   1   2   1.2e-07   5.4e-06   24.5   0.1   403   511    26   139    19   140 0.78 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 25500at50557         -            513   3.4e-15   54.9   1.2   2   2   2.5e-10   1.1e-08   33.4   0.3   139   334   111   310   106   315 0.84 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 25500at50557         -            513   3.4e-15   54.9   1.2   1   2   1.2e-07   5.4e-06   24.5   0.1   403   511    26   139    19   140 0.78 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 25500at50557         -            513   3.4e-15   54.9   1.2   2   2   2.5e-10   1.1e-08   33.4   0.3   139   334   111   310   106   315 0.84 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 25500at50557         -            513     4e-15   54.7   0.6   1   2   2.4e-10   1.1e-08   33.4   0.0   158   255    35   139    14   149 0.85 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 25500at50557         -            513     4e-15   54.7   0.6   2   2     1e-05   0.00046   18.1   0.1   181   250   149   224   140   258 0.80 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 25500at50557         -            513   4.2e-15   54.6   0.7   1   2   2.1e-10   9.6e-09   33.6   0.1   158   255    33   137    11   148 0.85 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 25500at50557         -            513   4.2e-15   54.6   0.7   2   2   1.2e-05   0.00053   18.0   0.1   181   250   147   222   138   243 0.80 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 25500at50557         -            513   5.3e-14   50.9   4.3   1   2   2.6e-06   0.00012   20.1   0.5    52   149     4    98     1   100 0.48 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 25500at50557         -            513   5.3e-14   50.9   4.3   2   2   2.9e-12   1.3e-10   39.7   0.2   156   349    62   264    61   284 0.84 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 25500at50557         -            513   5.3e-14   50.9   4.3   1   2   2.6e-06   0.00012   20.1   0.5    52   149     4    98     1   100 0.48 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 25500at50557         -            513   5.3e-14   50.9   4.3   2   2   2.9e-12   1.3e-10   39.7   0.2   156   349    62   264    61   284 0.84 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 25500at50557         -            513   5.3e-14   50.9   4.3   1   2   2.6e-06   0.00012   20.1   0.5    52   149     4    98     1   100 0.48 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 25500at50557         -            513   5.3e-14   50.9   4.3   2   2   2.9e-12   1.3e-10   39.7   0.2   156   349    62   264    61   284 0.84 -
57752at50557_103372_0:000c5a|STRG.9911.1:169-1530|+    -            454 25500at50557         -            513   1.4e-13   49.6   0.0   1   2   9.7e-05    0.0044   14.9   0.0   293   355   133   195   128   231 0.88 -
57752at50557_103372_0:000c5a|STRG.9911.1:169-1530|+    -            454 25500at50557         -            513   1.4e-13   49.6   0.0   2   2   5.2e-10   2.4e-08   32.3   0.0   112   261   242   390   198   440 0.82 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 25500at50557         -            513   3.5e-13   48.2   2.0   1   3    0.0011     0.048   11.5   0.1   298   476     9    50     2    68 0.60 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 25500at50557         -            513   3.5e-13   48.2   2.0   2   3      0.01      0.46    8.3   0.0   193   256    70   137    56   143 0.64 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 25500at50557         -            513   3.5e-13   48.2   2.0   3   3   2.6e-08   1.2e-06   26.7   0.1   222   354   144   282   138   301 0.82 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 25500at50557         -            513   3.7e-13   48.2   0.0   1   3      0.11         5    4.8   0.0   302   354   222   274   210   284 0.86 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 25500at50557         -            513   3.7e-13   48.2   0.0   2   3      0.18       8.2    4.1   0.0   193   261   293   362   268   377 0.69 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 25500at50557         -            513   3.7e-13   48.2   0.0   3   3   1.8e-12   8.2e-11   40.4   0.0    58   248   329   517   313   523 0.86 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 25500at50557         -            513   4.2e-13   48.0   0.0   1   3      0.13       5.8    4.6   0.0   302   354   222   274   217   285 0.89 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 25500at50557         -            513   4.2e-13   48.0   0.0   2   3      0.21       9.6    3.9   0.0   193   261   293   362   273   376 0.70 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 25500at50557         -            513   4.2e-13   48.0   0.0   3   3   2.2e-12     1e-10   40.1   0.0    59   247   330   516   314   521 0.87 -
80377at50557_456900_0:000374|STRG.1093.1:114-1160|+    -            349 25500at50557         -            513   6.4e-13   47.4   0.6   1   3   1.7e-05   0.00078   17.4   0.0   192   254    69   131    56   138 0.82 -
80377at50557_456900_0:000374|STRG.1093.1:114-1160|+    -            349 25500at50557         -            513   6.4e-13   47.4   0.6   2   3   2.2e-05     0.001   17.0   0.0   129   253   131   256   129   265 0.83 -
80377at50557_456900_0:000374|STRG.1093.1:114-1160|+    -            349 25500at50557         -            513   6.4e-13   47.4   0.6   3   3    0.0002    0.0088   13.9   0.0    60   165   233   342   223   347 0.77 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   1   4   0.00016    0.0073   14.2   0.0   296   355    23    82    11    85 0.93 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   2   4   9.7e-05    0.0044   14.9   0.2   454   512    86   143    79   144 0.81 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   3   4   0.00018    0.0081   14.1   0.0   217   334   360   478   340   482 0.83 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   4   4     0.034       1.6    6.5   0.0   200   271   426   496   412   508 0.85 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   1   4   0.00016    0.0073   14.2   0.0   296   355    23    82    11    85 0.93 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   2   4   9.7e-05    0.0044   14.9   0.2   454   512    86   143    79   144 0.81 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   3   4   0.00018    0.0081   14.1   0.0   217   334   360   478   340   482 0.83 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   4   4     0.034       1.6    6.5   0.0   200   271   426   496   412   508 0.85 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   1   4   0.00016    0.0073   14.2   0.0   296   355    23    82    11    85 0.93 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   2   4   9.7e-05    0.0044   14.9   0.2   454   512    86   143    79   144 0.81 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   3   4   0.00018    0.0081   14.1   0.0   217   334   360   478   340   482 0.83 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 25500at50557         -            513   7.6e-13   47.1   1.8   4   4     0.034       1.6    6.5   0.0   200   271   426   496   412   508 0.85 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   1   2   4.4e-08     2e-06   26.0   0.0   405   472     6    79     1    82 0.80 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   2   2   4.8e-06   0.00022   19.2   0.3   129   260    79   209    77   253 0.68 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   1   2   4.4e-08     2e-06   26.0   0.0   405   472     6    79     1    82 0.80 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   2   2   4.8e-06   0.00022   19.2   0.3   129   260    79   209    77   253 0.68 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   1   2   4.4e-08     2e-06   26.0   0.0   405   472     6    79     1    82 0.80 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   2   2   4.8e-06   0.00022   19.2   0.3   129   260    79   209    77   253 0.68 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   1   2   4.4e-08     2e-06   26.0   0.0   405   472     6    79     1    82 0.80 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   2   2   4.8e-06   0.00022   19.2   0.3   129   260    79   209    77   253 0.68 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   1   2   4.4e-08     2e-06   26.0   0.0   405   472     6    79     1    82 0.80 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 25500at50557         -            513   1.1e-12   46.6   1.1   2   2   4.8e-06   0.00022   19.2   0.3   129   260    79   209    77   253 0.68 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 25500at50557         -            513   1.5e-12   46.2   0.3   1   3       3.4   1.5e+02   -0.1   0.0   449   490   332   372   320   386 0.84 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 25500at50557         -            513   1.5e-12   46.2   0.3   2   3   1.7e-08   7.9e-07   27.3   0.3   206   345   381   522   375   523 0.82 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 25500at50557         -            513   1.5e-12   46.2   0.3   3   3    0.0001    0.0046   14.9   0.0   400   476   518   600   515   614 0.77 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 25500at50557         -            513   1.8e-12   45.9   2.9   1   4   0.00033     0.015   13.2   0.0   409   481   137   222   113   255 0.65 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 25500at50557         -            513   1.8e-12   45.9   2.9   2   4    0.0022       0.1   10.4   0.2   225   354   312   442   306   442 0.84 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 25500at50557         -            513   1.8e-12   45.9   2.9   3   4   0.00011    0.0051   14.7   0.1    52    83   433   465   431   487 0.68 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 25500at50557         -            513   1.8e-12   45.9   2.9   4   4     0.068       3.1    5.5   0.0   128   215   550   641   527   685 0.59 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 25500at50557         -            513   3.4e-12   45.0   9.3   1   2   4.9e-06   0.00022   19.2   0.8   223   355     5   142     2   146 0.79 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 25500at50557         -            513   3.4e-12   45.0   9.3   2   2   1.4e-11   6.5e-10   37.5   2.2   124   331    75   287    73   287 0.82 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 25500at50557         -            513   3.4e-12   45.0   9.3   1   2   4.9e-06   0.00022   19.2   0.8   223   355     5   142     2   146 0.79 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 25500at50557         -            513   3.4e-12   45.0   9.3   2   2   1.4e-11   6.5e-10   37.5   2.2   124   331    75   287    73   287 0.82 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+     -            281 25500at50557         -            513   4.9e-12   44.5   2.1   1   2   0.00011    0.0052   14.7   0.1   297   353    33    88     3    91 0.81 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+     -            281 25500at50557         -            513   4.9e-12   44.5   2.1   2   2   3.5e-09   1.6e-07   29.6   0.3    51   248    79   278    75   281 0.77 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+     -            281 25500at50557         -            513   4.9e-12   44.5   2.1   1   2   0.00011    0.0052   14.7   0.1   297   353    33    88     3    91 0.81 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+     -            281 25500at50557         -            513   4.9e-12   44.5   2.1   2   2   3.5e-09   1.6e-07   29.6   0.3    51   248    79   278    75   281 0.77 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 25500at50557         -            513   7.6e-12   43.8   5.6   1   2   5.9e-10   2.7e-08   32.1   4.3   294   513     5   243     2   243 0.64 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 25500at50557         -            513   7.6e-12   43.8   5.6   2   2      0.18       8.3    4.1   0.0    52    80   258   285   247   287 0.66 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 25500at50557         -            513   7.6e-12   43.8   5.6   1   2   5.9e-10   2.7e-08   32.1   4.3   294   513     5   243     2   243 0.64 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 25500at50557         -            513   7.6e-12   43.8   5.6   2   2      0.18       8.3    4.1   0.0    52    80   258   285   247   287 0.66 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 25500at50557         -            513   7.6e-12   43.8   5.6   1   2   5.9e-10   2.7e-08   32.1   4.3   294   513     5   243     2   243 0.64 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 25500at50557         -            513   7.6e-12   43.8   5.6   2   2      0.18       8.3    4.1   0.0    52    80   258   285   247   287 0.66 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 25500at50557         -            513   1.2e-11   43.2   3.9   1   3     0.002     0.093   10.6   0.0   440   512    11    95     3    96 0.71 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 25500at50557         -            513   1.2e-11   43.2   3.9   2   3   6.7e-07     3e-05   22.1   0.4   194   350    81   237    79   245 0.77 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 25500at50557         -            513   1.2e-11   43.2   3.9   3   3    0.0005     0.022   12.6   0.1   159   215   260   319   223   346 0.50 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 25500at50557         -            513   1.3e-11   43.1   0.8   1   3      0.03       1.3    6.7   0.0   223   336     1   117     1   124 0.80 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 25500at50557         -            513   1.3e-11   43.1   0.8   2   3     0.032       1.4    6.6   0.0   299   356   173   230   138   232 0.86 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 25500at50557         -            513   1.3e-11   43.1   0.8   3   3    0.0046      0.21    9.4   0.0   447   512   226   289   217   290 0.84 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 25500at50557         -            513   1.3e-11   43.1   0.8   1   3      0.03       1.3    6.7   0.0   223   336     1   117     1   124 0.80 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 25500at50557         -            513   1.3e-11   43.1   0.8   2   3     0.032       1.4    6.6   0.0   299   356   173   230   138   232 0.86 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 25500at50557         -            513   1.3e-11   43.1   0.8   3   3    0.0046      0.21    9.4   0.0   447   512   226   289   217   290 0.84 -
71739at50557_30019_0:000544|STRG.9601.1:294-1151|+     -            286 25500at50557         -            513   3.8e-11   41.5   1.1   1   3   3.6e-11   1.6e-09   36.1   0.1   182   338    13   171     7   176 0.84 -
71739at50557_30019_0:000544|STRG.9601.1:294-1151|+     -            286 25500at50557         -            513   3.8e-11   41.5   1.1   2   3       1.4        64    1.2   0.1   311   336   185   209   178   239 0.78 -
71739at50557_30019_0:000544|STRG.9601.1:294-1151|+     -            286 25500at50557         -            513   3.8e-11   41.5   1.1   3   3      0.81        37    2.0   0.1   194   241   232   277   191   285 0.50 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 25500at50557         -            513   5.1e-11   41.1   0.1   1   4    0.0024      0.11   10.4   0.0   297   338   207   248   186   251 0.81 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 25500at50557         -            513   5.1e-11   41.1   0.1   2   4   0.00081     0.037   11.9   0.0   427   509   249   332   247   333 0.74 -
