#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
80377at50557_456900_0:000374|STRG.1093.1:114-1160|+    -            349 80377at50557         -            287  2.5e-159  528.0   0.1   1   1  1.5e-160  4.3e-159  527.2   0.1     8   287    42   348    36   348 0.95 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 80377at50557         -            287     4e-44  149.9   4.6   1   2   0.00015    0.0044   15.3   0.0    57    89     1    33     1    42 0.84 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 80377at50557         -            287     4e-44  149.9   4.6   2   2   1.4e-38     4e-37  127.0   2.6    56   278    42   281    35   287 0.85 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 80377at50557         -            287     4e-44  149.9   4.6   1   2   0.00015    0.0044   15.3   0.0    57    89     1    33     1    42 0.84 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 80377at50557         -            287     4e-44  149.9   4.6   2   2   1.4e-38     4e-37  127.0   2.6    56   278    42   281    35   287 0.85 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   1   4   6.3e-17   1.8e-15   55.9   0.6   128   246     8   120     1   121 0.90 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   2   4   5.9e-13   1.7e-11   42.9   0.4   159   270    83   186    81   199 0.86 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   3   4   3.5e-16     1e-14   53.4   0.2    54   196   125   265   122   266 0.88 -
57752at50557_121225_0:0018b6|STRG.7485.1:539-1453|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   4   4   4.6e-06   0.00013   20.3   0.1   146   193   256   304   256   305 0.77 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   1   4   6.3e-17   1.8e-15   55.9   0.6   128   246     8   120     1   121 0.90 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   2   4   5.9e-13   1.7e-11   42.9   0.4   159   270    83   186    81   199 0.86 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   3   4   3.5e-16     1e-14   53.4   0.2    54   196   125   265   122   266 0.88 -
57752at50557_121225_0:0018b6|STRG.7485.2:537-1451|+    -            305 80377at50557         -            287   4.4e-42  143.2  14.4   4   4   4.6e-06   0.00013   20.3   0.1   146   193   256   304   256   305 0.77 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 80377at50557         -            287   1.7e-38  131.4  10.8   1   4   9.6e-13   2.7e-11   42.2   0.5   151   266   103   213    71   230 0.80 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 80377at50557         -            287   1.7e-38  131.4  10.8   2   4     3e-07   8.6e-06   24.1   1.9    35   110   227   301   226   307 0.85 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 80377at50557         -            287   1.7e-38  131.4  10.8   3   4   2.4e-12     7e-11   40.8   0.0    35   114   342   422   325   425 0.87 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 80377at50557         -            287   1.7e-38  131.4  10.8   4   4   3.1e-08   8.8e-07   27.4   0.1   222   281   416   475   412   481 0.52 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   1   5   4.3e-07   1.2e-05   23.6   0.1   125   195     6    78     3    80 0.91 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   2   5   7.1e-17     2e-15   55.7   0.8   128   259    52   176    50   178 0.92 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   3   5   1.1e-06     3e-05   22.3   0.0    55    92   169   206   165   210 0.92 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   4   5   2.8e-09   8.1e-08   30.8   0.0    52   103   209   261   205   263 0.91 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   5   5   3.8e-05    0.0011   17.2   0.1   160   193   254   287   249   287 0.78 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   1   5   4.3e-07   1.2e-05   23.6   0.1   125   195     6    78     3    80 0.91 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   2   5   7.1e-17     2e-15   55.7   0.8   128   259    52   176    50   178 0.92 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   3   5   1.1e-06     3e-05   22.3   0.0    55    92   169   206   165   210 0.92 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   4   5   2.8e-09   8.1e-08   30.8   0.0    52   103   209   261   205   263 0.91 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 80377at50557         -            287   7.6e-37  126.0   8.2   5   5   3.8e-05    0.0011   17.2   0.1   160   193   254   287   249   287 0.78 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 80377at50557         -            287   5.4e-32  110.1  11.7   1   5   5.9e-06   0.00017   19.9   0.4   175   245    40   102     9   109 0.81 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 80377at50557         -            287   5.4e-32  110.1  11.7   2   5      0.14       3.9    5.6   0.1   108   124   118   134   110   140 0.65 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 80377at50557         -            287   5.4e-32  110.1  11.7   3   5   5.6e-07   1.6e-05   23.2   0.3    54   110   138   194   134   200 0.88 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 80377at50557         -            287   5.4e-32  110.1  11.7   4   5   1.6e-12   4.5e-11   41.5   0.0    34   114   234   315   217   318 0.86 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 80377at50557         -            287   5.4e-32  110.1  11.7   5   5   5.9e-08   1.7e-06   26.5   0.1   223   281   310   368   309   374 0.66 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 80377at50557         -            287   1.2e-30  105.7   4.2   1   1   2.1e-31   5.9e-30  103.4   4.2    20   280    19   301    10   304 0.83 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   1   3   1.2e-11   3.5e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   2   3   1.1e-20   3.1e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   3   3   4.5e-06   0.00013   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   1   3   1.2e-11   3.5e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   2   3   1.1e-20   3.1e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   3   3   4.5e-06   0.00013   20.3   0.2   139   196   228   287   217   287 0.79 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   1   3   1.2e-11   3.5e-10   38.5   2.2   161   269    10   107     5   109 0.86 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   2   3   1.1e-20   3.1e-19   68.2   3.2    55   212    50   216    47   225 0.82 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 80377at50557         -            287   3.9e-30  104.0  18.0   3   3   4.5e-06   0.00013   20.3   0.2   139   196   228   287   217   287 0.79 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 80377at50557         -            287   6.6e-29  100.0   3.5   1   4      0.37        11    4.2   0.0    64   123   327   385   315   391 0.72 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 80377at50557         -            287   6.6e-29  100.0   3.5   2   4   1.2e-13   3.4e-12   45.2   0.2   149   280   379   503   368   506 0.89 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 80377at50557         -            287   6.6e-29  100.0   3.5   3   4   1.1e-07   3.1e-06   25.6   0.0    51    91   513   553   503   558 0.88 -
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 80377at50557         -            287   6.6e-29  100.0   3.5   4   4   3.1e-07   8.8e-06   24.1   0.1    54    90   558   594   553   633 0.68 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 80377at50557         -            287   6.7e-29  100.0   3.0   1   3    0.0011      0.03   12.5   0.0    55    92    35    72    24    80 0.75 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 80377at50557         -            287   6.7e-29  100.0   3.0   2   3   1.7e-12   4.8e-11   41.4   0.1   128   278    86   235    82   236 0.85 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 80377at50557         -            287   6.7e-29  100.0   3.0   3   3   3.9e-18   1.1e-16   59.9   0.1    56   193   166   328   161   329 0.77 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 80377at50557         -            287   6.7e-29  100.0   3.0   1   3    0.0011      0.03   12.5   0.0    55    92    35    72    24    80 0.75 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 80377at50557         -            287   6.7e-29  100.0   3.0   2   3   1.7e-12   4.8e-11   41.4   0.1   128   278    86   235    82   236 0.85 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 80377at50557         -            287   6.7e-29  100.0   3.0   3   3   3.9e-18   1.1e-16   59.9   0.1    56   193   166   328   161   329 0.77 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 80377at50557         -            287   9.7e-29   99.4   1.4   1   4   6.2e-08   1.8e-06   26.4   0.1   134   195   238   300   231   305 0.89 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 80377at50557         -            287   9.7e-29   99.4   1.4   2   4   3.4e-08   9.7e-07   27.2   0.3   146   244   292   384   292   384 0.85 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 80377at50557         -            287   9.7e-29   99.4   1.4   3   4   7.6e-10   2.2e-08   32.7   0.0   142   197   373   429   358   434 0.84 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 80377at50557         -            287   9.7e-29   99.4   1.4   4   4   2.2e-05   0.00063   18.0   0.0   122   193   438   508   430   510 0.84 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 80377at50557         -            287   3.2e-28   97.7   7.3   1   3   0.00044     0.012   13.8   0.3    56    98    10    53     3    64 0.77 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 80377at50557         -            287   3.2e-28   97.7   7.3   2   3   1.9e-08   5.4e-07   28.1   0.8   127   249    17   137    16   140 0.85 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 80377at50557         -            287   3.2e-28   97.7   7.3   3   3   7.3e-21   2.1e-19   68.8   0.7    58   193   143   301   137   301 0.82 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   1   7     0.029      0.84    7.8   0.0   151   184    15    48     9    54 0.86 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   2   7      0.34       9.6    4.3   0.2    34    92    51   110    46   115 0.79 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   3   7      0.43        12    4.0   0.5   127   196    79   154    65   185 0.64 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   4   7     0.071         2    6.5   0.0   126   191   342   408   325   414 0.67 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   5   7   1.7e-11   4.9e-10   38.1   0.5   110   199   412   503   403   510 0.80 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   6   7   4.8e-08   1.4e-06   26.7   0.3    64   121   514   582   506   586 0.77 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+     -            631 80377at50557         -            287   4.2e-27   94.1  19.9   7   7     2e-06   5.8e-05   21.4   0.7    39    91   575   626   574   631 0.88 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   1   5   1.6e-05   0.00046   18.5   0.0   127   277     4   147     1   156 0.87 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   2   5   1.5e-07   4.2e-06   25.2   0.0   137   194   190   248   175   251 0.85 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   3   5   5.8e-05    0.0016   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   4   5   1.2e-07   3.5e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   5   5   7.9e-08   2.3e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   1   5   1.6e-05   0.00046   18.5   0.0   127   277     4   147     1   156 0.87 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   2   5   1.5e-07   4.2e-06   25.2   0.0   137   194   190   248   175   251 0.85 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   3   5   5.8e-05    0.0016   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   4   5   1.2e-07   3.5e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 80377at50557         -            287   1.6e-26   92.2   7.4   5   5   7.9e-08   2.3e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 80377at50557         -            287     2e-26   91.9   0.7   1   2   1.3e-21   3.6e-20   71.3   0.1    59   195     4   161     1   167 0.82 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 80377at50557         -            287     2e-26   91.9   0.7   2   2   0.00059     0.017   13.3   0.0   159   193   167   201   162   201 0.88 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   1   5       4.3   1.2e+02    0.7   0.0    52    89     5    41     1    47 0.66 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   2   5   3.4e-05   0.00097   17.4   0.3   124   195    59   132    26   140 0.74 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   3   5   1.9e-15   5.3e-14   51.1   5.2    37   247   122   338   119   342 0.82 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   4   5    0.0034     0.097   10.8   0.0    44    91   373   419   339   424 0.57 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   5   5   0.00017    0.0048   15.1   0.1   151   243   428   513   420   513 0.78 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   1   5       4.3   1.2e+02    0.7   0.0    52    89     5    41     1    47 0.66 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   2   5   3.4e-05   0.00097   17.4   0.3   124   195    59   132    26   140 0.74 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   3   5   1.9e-15   5.3e-14   51.1   5.2    37   247   122   338   119   342 0.82 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   4   5    0.0034     0.097   10.8   0.0    44    91   373   419   339   424 0.57 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 80377at50557         -            287   3.9e-26   90.9  17.0   5   5   0.00017    0.0048   15.1   0.1   151   243   428   513   420   513 0.78 -
14512at50557_29053_0:0002b6|STRG.2091.1:214-924|+      -            237 80377at50557         -            287   1.8e-25   88.7   0.8   1   2   1.6e-11   4.4e-10   38.2   0.0   128   213    11    93     6    94 0.91 -
14512at50557_29053_0:0002b6|STRG.2091.1:214-924|+      -            237 80377at50557         -            287   1.8e-25   88.7   0.8   2   2   5.4e-17   1.5e-15   56.1   0.2    54   195    85   237    79   237 0.84 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   1   2   3.4e-05   0.00098   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   2   2   2.3e-21   6.5e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   1   2   3.4e-05   0.00098   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   2   2   2.3e-21   6.5e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   1   2   3.4e-05   0.00098   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   2   2   2.3e-21   6.5e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   1   2   3.4e-05   0.00098   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   2   2   2.3e-21   6.5e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   1   2   3.4e-05   0.00098   17.4   0.0    60   102     5    48     2    49 0.89 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 80377at50557         -            287   2.2e-25   88.5   5.8   2   2   2.3e-21   6.5e-20   70.5   5.4    56   256    43   256    36   256 0.83 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 80377at50557         -            287   5.2e-25   87.2   7.1   1   3     1e-07   2.9e-06   25.7   0.0   159   261     5   111     2   118 0.81 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 80377at50557         -            287   5.2e-25   87.2   7.1   2   3   4.2e-08   1.2e-06   26.9   0.3   161   279   103   212    99   213 0.91 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 80377at50557         -            287   5.2e-25   87.2   7.1   3   3   8.2e-12   2.3e-10   39.1   0.5   142   267   208   335   203   346 0.78 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   1   4     0.004      0.12   10.6   0.1    57    92     2    37     1    51 0.87 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   2   4   2.4e-05    0.0007   17.9   0.1   219   279    51   115    47   123 0.85 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   3   4   3.3e-06   9.5e-05   20.7   0.1    57   113    90   146    82   149 0.85 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   4   4   9.6e-17   2.7e-15   55.3   0.2    44   193   119   290   114   290 0.80 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   1   4     0.004      0.12   10.6   0.1    57    92     2    37     1    51 0.87 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   2   4   2.4e-05    0.0007   17.9   0.1   219   279    51   115    47   123 0.85 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   3   4   3.3e-06   9.5e-05   20.7   0.1    57   113    90   146    82   149 0.85 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 80377at50557         -            287   1.1e-24   86.1   3.0   4   4   9.6e-17   2.7e-15   55.3   0.2    44   193   119   290   114   290 0.80 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 80377at50557         -            287   1.2e-24   86.1  18.7   1   6    0.0006     0.017   13.3   0.2    99   201    38   143    26   152 0.74 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 80377at50557         -            287   1.2e-24   86.1  18.7   2   6   1.8e-07   5.1e-06   24.9   0.0   134   252   161   284   150   290 0.74 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 80377at50557         -            287   1.2e-24   86.1  18.7   3   6   6.2e-05    0.0018   16.5   0.2   133   193   350   411   342   424 0.85 -
