#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 31374at50557         -            569  4.5e-290  962.0  17.0   1   1  3.9e-290  1.1e-288  957.5  17.0     1   569     4   647     4   647 0.94 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 31374at50557         -            569   4.5e-50  169.6  10.6   1   3   2.8e-20   7.7e-19   66.5   0.7   334   486    93   246    80   274 0.81 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 31374at50557         -            569   4.5e-50  169.6  10.6   2   3   4.4e-14   1.2e-12   46.1   0.3   336   473   372   525   350   525 0.80 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 31374at50557         -            569   4.5e-50  169.6  10.6   3   3   4.6e-20   1.3e-18   65.8   0.2   343   464   521   642   513   663 0.94 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 31374at50557         -            569   4.6e-50  169.6   3.2   1   3   1.5e-24   4.2e-23   80.6   0.2   342   472    23   153     7   154 0.93 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 31374at50557         -            569   4.6e-50  169.6   3.2   2   3     3e-25   8.1e-24   83.0   0.1   341   476   148   283   141   284 0.95 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 31374at50557         -            569   4.6e-50  169.6   3.2   3   3    0.0017     0.047   11.1   0.0   503   532   279   308   278   312 0.89 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 31374at50557         -            569   4.6e-50  169.6   3.2   1   3   1.5e-24   4.2e-23   80.6   0.2   342   472    23   153     7   154 0.93 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 31374at50557         -            569   4.6e-50  169.6   3.2   2   3     3e-25   8.1e-24   83.0   0.1   341   476   148   283   141   284 0.95 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 31374at50557         -            569   4.6e-50  169.6   3.2   3   3    0.0017     0.047   11.1   0.0   503   532   279   308   278   312 0.89 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 31374at50557         -            569   5.1e-50  169.5  10.8   1   3   2.8e-20   7.7e-19   66.5   0.7   334   486    93   246    79   274 0.81 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 31374at50557         -            569   5.1e-50  169.5  10.8   2   3   4.4e-14   1.2e-12   46.1   0.3   336   473   372   525   350   525 0.80 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 31374at50557         -            569   5.1e-50  169.5  10.8   3   3   4.6e-20   1.2e-18   65.8   0.2   343   464   521   642   513   663 0.94 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   1   3   1.3e-24   3.7e-23   80.8   0.5   342   473    15   146     1   150 0.94 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   2   3   2.7e-25   7.3e-24   83.1   0.1   341   476   140   275   132   276 0.95 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   3   3    0.0017     0.046   11.1   0.0   503   532   271   300   270   304 0.89 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   1   3   1.3e-24   3.7e-23   80.8   0.5   342   473    15   146     1   150 0.94 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   2   3   2.7e-25   7.3e-24   83.1   0.1   341   476   140   275   132   276 0.95 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   3   3    0.0017     0.046   11.1   0.0   503   532   271   300   270   304 0.89 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   1   3   1.3e-24   3.7e-23   80.8   0.5   342   473    15   146     1   150 0.94 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   2   3   2.7e-25   7.3e-24   83.1   0.1   341   476   140   275   132   276 0.95 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 31374at50557         -            569   5.7e-50  169.3   3.3   3   3    0.0017     0.046   11.1   0.0   503   532   271   300   270   304 0.89 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 31374at50557         -            569   9.4e-47  158.7   8.0   1   4   7.8e-14   2.1e-12   45.3   0.6   341   434   114   208   105   221 0.63 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 31374at50557         -            569   9.4e-47  158.7   8.0   2   4   1.6e-14   4.3e-13   47.6   0.1   399   537   220   358   216   361 0.88 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 31374at50557         -            569   9.4e-47  158.7   8.0   3   4   1.9e-07   5.1e-06   24.2   0.0   362   419   340   398   330   404 0.77 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 31374at50557         -            569   9.4e-47  158.7   8.0   4   4   1.2e-14   3.3e-13   47.9   0.1   342   417   405   480   400   481 0.97 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 31374at50557         -            569   3.2e-44  150.3   7.4   1   3   8.5e-22   2.3e-20   71.5   0.3   343   477     2   137     1   146 0.96 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 31374at50557         -            569   3.2e-44  150.3   7.4   2   3     3e-12   8.2e-11   40.0   0.1   404   475   148   220   144   222 0.93 -
40115at50557_110193_0:00292f|STRG.12771.1:689-1549|+   -            287 31374at50557         -            569   3.2e-44  150.3   7.4   3   3   6.8e-15   1.9e-13   48.8   0.1   382   458   211   287   206   287 0.80 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 31374at50557         -            569   3.2e-44  150.3   7.4   1   3   8.5e-22   2.3e-20   71.5   0.3   343   477     2   137     1   146 0.96 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 31374at50557         -            569   3.2e-44  150.3   7.4   2   3     3e-12   8.2e-11   40.0   0.1   404   475   148   220   144   222 0.93 -
40115at50557_110193_0:00292f|STRG.12771.2:682-1542|+   -            287 31374at50557         -            569   3.2e-44  150.3   7.4   3   3   6.8e-15   1.9e-13   48.8   0.1   382   458   211   287   206   287 0.80 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 31374at50557         -            569   2.5e-42  144.1   5.6   1   2     1e-12   2.8e-11   41.6   0.3   387   472     3    88     1    88 0.98 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 31374at50557         -            569   2.5e-42  144.1   5.6   2   2   3.8e-32     1e-30  105.7   0.9   343   531    85   290    82   290 0.90 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 31374at50557         -            569   2.5e-42  144.1   5.6   1   2     1e-12   2.8e-11   41.6   0.3   387   472     3    88     1    88 0.98 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 31374at50557         -            569   2.5e-42  144.1   5.6   2   2   3.8e-32     1e-30  105.7   0.9   343   531    85   290    82   290 0.90 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 31374at50557         -            569   2.5e-42  144.1   5.6   1   2     1e-12   2.8e-11   41.6   0.3   387   472     3    88     1    88 0.98 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 31374at50557         -            569   2.5e-42  144.1   5.6   2   2   3.8e-32     1e-30  105.7   0.9   343   531    85   290    82   290 0.90 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 31374at50557         -            569   1.5e-41  141.5  10.3   1   3   4.6e-07   1.3e-05   22.9   0.0   376   444   208   279   188   293 0.79 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 31374at50557         -            569   1.5e-41  141.5  10.3   2   3   1.3e-15   3.6e-14   51.1   0.2   361   476   294   411   285   412 0.93 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 31374at50557         -            569   1.5e-41  141.5  10.3   3   3   3.4e-24   9.4e-23   79.4   0.3   343   458   404   520   402   522 0.97 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 31374at50557         -            569   1.5e-41  141.5  10.3   1   3   4.6e-07   1.3e-05   22.9   0.0   376   444   208   279   188   293 0.79 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 31374at50557         -            569   1.5e-41  141.5  10.3   2   3   1.3e-15   3.6e-14   51.1   0.2   361   476   294   411   285   412 0.93 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 31374at50557         -            569   1.5e-41  141.5  10.3   3   3   3.4e-24   9.4e-23   79.4   0.3   343   458   404   520   402   522 0.97 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   1   5     0.031      0.86    6.9   0.0   421   463     4    45     2    49 0.84 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   2   5   2.5e-12   6.8e-11   40.3   0.8   342   456    55   170    49   188 0.79 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   3   5     0.028      0.77    7.1   0.3   344   375   142   173   135   247 0.90 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   4   5   4.3e-15   1.2e-13   49.4   1.4   362   461   225   337   212   343 0.79 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   5   5     6e-14   1.6e-12   45.6   0.0   340   458   383   513   366   513 0.83 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   1   5     0.031      0.86    6.9   0.0   421   463     4    45     2    49 0.84 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   2   5   2.5e-12   6.8e-11   40.3   0.8   342   456    55   170    49   188 0.79 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   3   5     0.028      0.77    7.1   0.3   344   375   142   173   135   247 0.90 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   4   5   4.3e-15   1.2e-13   49.4   1.4   362   461   225   337   212   343 0.79 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 31374at50557         -            569   2.3e-40  137.6  13.8   5   5     6e-14   1.6e-12   45.6   0.0   340   458   383   513   366   513 0.83 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 31374at50557         -            569   2.1e-39  134.4   9.6   1   4   3.9e-06   0.00011   19.8   1.6   358   418    42   102    36   110 0.92 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 31374at50557         -            569   2.1e-39  134.4   9.6   2   4   7.8e-15   2.1e-13   48.6   0.1   399   538   113   252   106   255 0.88 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 31374at50557         -            569   2.1e-39  134.4   9.6   3   4   1.3e-07   3.4e-06   24.8   0.0   362   419   233   291   220   297 0.78 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 31374at50557         -            569   2.1e-39  134.4   9.6   4   4   7.8e-15   2.1e-13   48.6   0.1   342   417   298   373   292   374 0.97 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+    -            860 31374at50557         -            569   5.7e-39  133.0   0.1   1   3   1.4e-18   3.8e-17   60.9   0.0   341   460    12   132     5   136 0.92 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+    -            860 31374at50557         -            569   5.7e-39  133.0   0.1   2   3     5e-24   1.4e-22   78.9   0.0   353   461   109   217   106   224 0.96 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+    -            860 31374at50557         -            569   5.7e-39  133.0   0.1   3   3      0.35       9.7    3.5   0.0   501   526   227   252   220   263 0.84 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 31374at50557         -            569   5.9e-39  132.9  11.6   1   3   1.1e-08   3.1e-07   28.2   0.2   339   420     4    98     2   104 0.78 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 31374at50557         -            569   5.9e-39  132.9  11.6   2   3   2.6e-18   7.1e-17   60.0   1.6   343   475   104   235    98   241 0.94 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 31374at50557         -            569   5.9e-39  132.9  11.6   3   3   7.2e-15     2e-13   48.7   0.2   356   429   250   324   247   334 0.90 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+    -            879 31374at50557         -            569   6.2e-39  132.9   0.1   1   3   1.4e-18   3.9e-17   60.9   0.0   341   460    12   132     5   136 0.92 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+    -            879 31374at50557         -            569   6.2e-39  132.9   0.1   2   3   5.1e-24   1.4e-22   78.9   0.0   353   461   109   217   106   224 0.96 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+    -            879 31374at50557         -            569   6.2e-39  132.9   0.1   3   3      0.36       9.9    3.4   0.0   501   526   227   252   220   263 0.84 -
80377at50557_456900_0:000374|STRG.1093.1:114-1160|+    -            349 31374at50557         -            569   6.2e-36  123.0   0.5   1   2   1.6e-21   4.3e-20   70.7   0.1   381   538    49   218    25   221 0.86 -
80377at50557_456900_0:000374|STRG.1093.1:114-1160|+    -            349 31374at50557         -            569   6.2e-36  123.0   0.5   2   2   6.3e-16   1.7e-14   52.2   0.0   337   457   216   344   213   349 0.90 -
57752at50557_103372_0:000c5a|STRG.9911.1:169-1530|+    -            454 31374at50557         -            569   7.5e-36  122.7   4.0   1   2   5.3e-08   1.5e-06   26.0   0.0   424   474   137   187   130   188 0.93 -
57752at50557_103372_0:000c5a|STRG.9911.1:169-1530|+    -            454 31374at50557         -            569   7.5e-36  122.7   4.0   2   2   2.5e-30   6.8e-29   99.7   2.6   341   534   180   382   177   390 0.92 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 31374at50557         -            569   8.6e-35  119.2   4.4   1   2   1.6e-05   0.00043   17.8   0.0   420   465    30    75    20   103 0.90 -
49370at50557_2015173_0:001990|STRG.6458.1:624-1610|+   -            329 31374at50557         -            569   8.6e-35  119.2   4.4   2   2   6.7e-31   1.8e-29  101.6   2.1   332   531   114   328   101   329 0.88 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 31374at50557         -            569   8.6e-35  119.2   4.4   1   2   1.6e-05   0.00043   17.8   0.0   420   465    30    75    20   103 0.90 -
49370at50557_2015173_0:001990|STRG.6458.2:451-1437|+   -            329 31374at50557         -            569   8.6e-35  119.2   4.4   2   2   6.7e-31   1.8e-29  101.6   2.1   332   531   114   328   101   329 0.88 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   1   5   7.7e-07   2.1e-05   22.2   0.0   346   479     1   133     1   144 0.90 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   2   5       5.4   1.5e+02   -0.4   0.0   486   536   107   159   101   164 0.80 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   3   5   7.4e-05     0.002   15.6   0.0   503   537   177   211   170   215 0.90 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   4   5   8.2e-12   2.2e-10   38.6   0.2   341   459   214   328   209   336 0.90 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   5   5   2.8e-15   7.8e-14   50.0   4.5   345   533   259   456   257   457 0.85 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   1   5   7.7e-07   2.1e-05   22.2   0.0   346   479     1   133     1   144 0.90 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   2   5       5.4   1.5e+02   -0.4   0.0   486   536   107   159   101   164 0.80 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   3   5   7.4e-05     0.002   15.6   0.0   503   537   177   211   170   215 0.90 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   4   5   8.2e-12   2.2e-10   38.6   0.2   341   459   214   328   209   336 0.90 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 31374at50557         -            569   1.9e-34  118.1   9.6   5   5   2.8e-15   7.8e-14   50.0   4.5   345   533   259   456   257   457 0.85 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 31374at50557         -            569     5e-34  116.7   3.3   1   3   2.6e-06   7.3e-05   20.4   0.1   425   487     9    76     4    77 0.79 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 31374at50557         -            569     5e-34  116.7   3.3   2   3   0.00021    0.0057   14.1   0.0   392   460    60   133    55   136 0.85 -
43553at50557_79782_0:002ee3|STRG.1065.1:238-1140|+     -            301 31374at50557         -            569     5e-34  116.7   3.3   3   3   1.9e-28   5.3e-27   93.5   0.6   337   531    95   301    81   301 0.87 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 31374at50557         -            569   1.3e-33  115.3   0.2   1   2   2.8e-18   7.6e-17   60.0   0.1   406   537   246   389   242   394 0.83 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 31374at50557         -            569   1.3e-33  115.3   0.2   2   2   9.4e-17   2.6e-15   54.9   0.0   338   458   389   508   386   511 0.93 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 31374at50557         -            569   3.1e-33  114.0   1.4   1   1   1.3e-31   3.5e-30  104.0   1.4   342   531     1   201     1   201 0.92 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 31374at50557         -            569   5.2e-33  113.3  10.1   1   2   3.8e-12     1e-10   39.7   0.4   406   476     5    73     2    78 0.90 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 31374at50557         -            569   5.2e-33  113.3  10.1   2   2      0.05       1.4    6.3   0.1   342   374   237   267   230   268 0.88 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 31374at50557         -            569   5.2e-33  113.3  10.1   1   2   3.8e-12     1e-10   39.7   0.4   406   476     5    73     2    78 0.90 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 31374at50557         -            569   5.2e-33  113.3  10.1   2   2      0.05       1.4    6.3   0.1   342   374   237   267   230   268 0.88 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 31374at50557         -            569   1.1e-32  112.3  16.0   1   2   7.3e-20     2e-18   65.2   4.1   343   476    11   139     6   141 0.91 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 31374at50557         -            569   1.1e-32  112.3  16.0   2   2   7.1e-07   1.9e-05   22.3   0.7   405   460   230   286   228   287 0.93 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 31374at50557         -            569   1.1e-32  112.3  16.0   1   2   7.3e-20     2e-18   65.2   4.1   343   476    11   139     6   141 0.91 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 31374at50557         -            569   1.1e-32  112.3  16.0   2   2   7.1e-07   1.9e-05   22.3   0.7   405   460   230   286   228   287 0.93 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 31374at50557         -            569   1.1e-32  112.3  16.0   1   2   7.3e-20     2e-18   65.2   4.1   343   476    11   139     6   141 0.91 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 31374at50557         -            569   1.1e-32  112.3  16.0   2   2   7.1e-07   1.9e-05   22.3   0.7   405   460   230   286   228   287 0.93 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 31374at50557         -            569   1.3e-32  112.0   7.1   1   2   1.2e-18   3.2e-17   61.2   0.5   343   462     1   126     1   132 0.89 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 31374at50557         -            569   1.3e-32  112.0   7.1   2   2   9.8e-19   2.7e-17   61.4   1.2   339   502    87   260    84   260 0.86 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 31374at50557         -            569   4.1e-31  107.1  15.6   1   4     5e-14   1.4e-12   45.9   0.4   341   420    12    94     7    97 0.91 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 31374at50557         -            569   4.1e-31  107.1  15.6   2   4     6e-14   1.7e-12   45.6   0.3   379   460    97   180    94   186 0.93 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 31374at50557         -            569   4.1e-31  107.1  15.6   3   4   2.5e-06     7e-05   20.4   0.7   379   418   187   226   181   230 0.95 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 31374at50557         -            569   4.1e-31  107.1  15.6   4   4      0.16       4.4    4.6   0.1   378   420   243   286   241   298 0.90 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 31374at50557         -            569   4.1e-31  107.0  15.6   1   4   5.2e-14   1.4e-12   45.8   0.4   342   420    11    92     6    95 0.91 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 31374at50557         -            569   4.1e-31  107.0  15.6   2   4     6e-14   1.6e-12   45.6   0.3   379   460    95   178    92   184 0.93 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 31374at50557         -            569   4.1e-31  107.0  15.6   3   4   2.5e-06   6.9e-05   20.5   0.7   379   418   185   224   179   228 0.95 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 31374at50557         -            569   4.1e-31  107.0  15.6   4   4      0.16       4.3    4.6   0.1   378   420   241   284   239   296 0.90 -
14512at50557_29053_0:0002b6|STRG.2091.1:214-924|+      -            237 31374at50557         -            569   3.8e-30  103.9   5.7   1   2   8.7e-23   2.4e-21   74.8   1.5   344   461     5   122     2   130 0.96 -
14512at50557_29053_0:0002b6|STRG.2091.1:214-924|+      -            237 31374at50557         -            569   3.8e-30  103.9   5.7   2   2   1.5e-09   4.1e-08   31.1   0.1   404   460   179   237   154   237 0.84 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 31374at50557         -            569   5.2e-30  103.4   6.6   1   3   9.1e-11   2.5e-09   35.1   1.7   343   465     2   127     1   130 0.83 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 31374at50557         -            569   5.2e-30  103.4   6.6   2   3   1.3e-20   3.5e-19   67.7   0.1   341   474   129   264   127   267 0.93 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 31374at50557         -            569   5.2e-30  103.4   6.6   3   3     4e-05    0.0011   16.5   0.1   391   458   223   290   213   290 0.94 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 31374at50557         -            569   5.2e-30  103.4   6.6   1   3   9.1e-11   2.5e-09   35.1   1.7   343   465     2   127     1   130 0.83 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 31374at50557         -            569   5.2e-30  103.4   6.6   2   3   1.3e-20   3.5e-19   67.7   0.1   341   474   129   264   127   267 0.93 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 31374at50557         -            569   5.2e-30  103.4   6.6   3   3     4e-05    0.0011   16.5   0.1   391   458   223   290   213   290 0.94 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 31374at50557         -            569   9.1e-30  102.6  10.0   1   5   2.4e-05   0.00066   17.2   0.0   354   470    99   221    76   230 0.81 -
13625at50557_34720_0:001854|STRG.9689.1:116-2605|+     -            830 31374at50557         -            569   9.1e-30  102.6  10.0   2   5   0.00034    0.0093   13.4   1.0   387   459   180   254   176   258 0.43 -
