#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
41619at50557_34720_0:0004fb|STRG.2175.1:130-1770|+    -            547 41619at50557         -            431  2.9e-215  714.0  15.7   1   1  3.8e-215  4.7e-213  706.8  15.7     1   431    14   501    14   501 0.91 -
65449at50557_7274_0:002e60|STRG.7536.2:274-1776|+     -            501 41619at50557         -            431   2.6e-48  163.9   0.1   1   1   4.2e-50   5.1e-48  163.0   0.1     8   374    21   399    16   454 0.76 -
65449at50557_7237_0:000776|STRG.7536.1:178-1842|+     -            555 41619at50557         -            431   3.7e-48  163.4   0.1   1   1   5.9e-50   7.3e-48  162.5   0.1     8   374    75   453    70   508 0.76 -
29312at50557_34720_0:0009c1|STRG.4125.1:133-2436|+    -            768 41619at50557         -            431   7.6e-48  162.4   0.0   1   1   8.9e-50   1.1e-47  161.9   0.0     1   343   256   610   256   645 0.83 -
18450at50557_1155016_0:0026c2|STRG.6927.1:1125-2327|+ -            401 41619at50557         -            431   8.2e-46  155.7   0.0   1   1   1.3e-47   1.6e-45  154.8   0.0     3   340    17   376    15   388 0.82 -
18450at50557_1155016_0:0026c2|STRG.6927.2:1068-2270|+ -            401 41619at50557         -            431   8.2e-46  155.7   0.0   1   1   1.3e-47   1.6e-45  154.8   0.0     3   340    17   376    15   388 0.82 -
35385at50557_37001_0:001231|STRG.12013.2:737-2065|+   -            443 41619at50557         -            431   9.3e-46  155.5   0.0   1   1   1.2e-47   1.4e-45  154.9   0.0     9   343    61   408    53   418 0.86 -
35385at50557_37001_0:001231|STRG.12013.3:858-2186|+   -            443 41619at50557         -            431   9.3e-46  155.5   0.0   1   1   1.2e-47   1.4e-45  154.9   0.0     9   343    61   408    53   418 0.86 -
35385at50557_7375_0:0001af|STRG.9112.1:289-1623|+     -            445 41619at50557         -            431   2.1e-45  154.4   0.0   1   1   3.2e-47     4e-45  153.5   0.0     1   342    51   405    51   416 0.87 -
35385at50557_7375_0:0001af|STRG.9112.3:289-1623|+     -            445 41619at50557         -            431   2.1e-45  154.4   0.0   1   1   3.2e-47     4e-45  153.5   0.0     1   342    51   405    51   416 0.87 -
18450at50557_144034_0:001371|STRG.13693.1:169-3258|+  -           1030 41619at50557         -            431   4.5e-45  153.3   0.0   1   1   7.1e-47   8.8e-45  152.3   0.0     6   343   375   725   370   734 0.85 -
35385at50557_7370_0:001aad|STRG.5763.1:1151-2458|+    -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.2:1147-2454|+    -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.3:909-2216|+     -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.4:1002-2309|+    -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.5:1114-2421|+    -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.6:804-2111|+     -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.7:1021-2328|+    -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.5763.8:986-2293|+     -            436 41619at50557         -            431   5.6e-45  152.9   0.0   1   1   7.8e-47   9.7e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_37001_0:001231|STRG.12011.1:406-1740|+   -            445 41619at50557         -            431   6.6e-45  152.7   0.0   1   1   8.3e-47     1e-44  152.1   0.0     3   339    53   402    51   416 0.88 -
35385at50557_37001_0:001231|STRG.12011.2:242-1576|+   -            445 41619at50557         -            431   6.6e-45  152.7   0.0   1   1   8.3e-47     1e-44  152.1   0.0     3   339    53   402    51   416 0.88 -
35385at50557_37001_0:001231|STRG.12011.3:406-1740|+   -            445 41619at50557         -            431   6.6e-45  152.7   0.0   1   1   8.3e-47     1e-44  152.1   0.0     3   339    53   402    51   416 0.88 -
35385at50557_7375_0:0001af|STRG.12011.5:599-1954|+    -            452 41619at50557         -            431     7e-45  152.6   0.0   1   1   8.7e-47   1.1e-44  152.0   0.0     3   339    61   410    59   424 0.88 -
35385at50557_456900_0:001092|STRG.307.1:117-1994|+    -            626 41619at50557         -            431   1.2e-44  151.9   0.0   1   1   2.4e-46     3e-44  150.6   0.0     1   348   187   551   187   558 0.84 -
35385at50557_7375_0:0001af|STRG.9112.2:289-2117|+     -            445 41619at50557         -            431   1.4e-44  151.7   0.0   1   1   2.1e-46   2.6e-44  150.8   0.0     1   342    51   405    51   416 0.87 -
35385at50557_35570_0:00290c|STRG.2844.1:1014-2258|+   -            415 41619at50557         -            431   1.7e-44  151.3   0.0   1   2   2.6e-18   3.3e-16   58.2   0.0     1    63    11    73    11    76 0.96 -
35385at50557_35570_0:00290c|STRG.2844.1:1014-2258|+   -            415 41619at50557         -            431   1.7e-44  151.3   0.0   2   2   3.4e-28   4.2e-26   90.7   0.0    66   342    95   381    91   387 0.83 -
35385at50557_37001_0:001231|STRG.12011.4:242-2355|+   -            430 41619at50557         -            431   3.8e-44  150.2   0.0   1   1   4.9e-46     6e-44  149.6   0.0     3   338    53   401    51   415 0.88 -
35385at50557_7370_0:001aad|STRG.7999.1:679-2733|+     -            685 41619at50557         -            431   3.4e-43  147.1   0.0   1   1   4.2e-45   5.2e-43  146.5   0.0     1   343    91   446    91   458 0.87 -
35385at50557_7370_0:001aad|STRG.7999.2:375-2429|+     -            685 41619at50557         -            431   3.4e-43  147.1   0.0   1   1   4.2e-45   5.2e-43  146.5   0.0     1   343    91   446    91   458 0.87 -
35385at50557_7370_0:001aad|STRG.7999.3:375-2429|+     -            685 41619at50557         -            431   3.4e-43  147.1   0.0   1   1   4.2e-45   5.2e-43  146.5   0.0     1   343    91   446    91   458 0.87 -
46658at50557_28612_0:0048c7|STRG.3411.1:202-1386|+    -            395 41619at50557         -            431   3.7e-42  143.7   2.0   1   1     6e-44   7.4e-42  142.7   2.0     1   342    18   367    18   379 0.85 -
46658at50557_28612_0:0048c7|STRG.3411.2:202-2556|+    -            395 41619at50557         -            431   3.7e-42  143.7   2.0   1   1     6e-44   7.4e-42  142.7   2.0     1   342    18   367    18   379 0.85 -
46658at50557_28612_0:0048c7|STRG.3411.3:244-1428|+    -            395 41619at50557         -            431   3.7e-42  143.7   2.0   1   1     6e-44   7.4e-42  142.7   2.0     1   342    18   367    18   379 0.85 -
46658at50557_7260_0:0034ab|STRG.15730.1:321-1445|+    -            375 41619at50557         -            431   2.2e-41  141.1   0.1   1   1   2.1e-43   2.6e-41  140.8   0.1     1   338     1   356     1   368 0.81 -
46658at50557_7260_0:0034ab|STRG.15730.2:539-1663|+    -            375 41619at50557         -            431   2.2e-41  141.1   0.1   1   1   2.1e-43   2.6e-41  140.8   0.1     1   338     1   356     1   368 0.81 -
46658at50557_7260_0:0034ab|STRG.15730.3:417-1541|+    -            375 41619at50557         -            431   2.2e-41  141.1   0.1   1   1   2.1e-43   2.6e-41  140.8   0.1     1   338     1   356     1   368 0.81 -
46658at50557_7260_0:0034ab|STRG.15730.4:504-1628|+    -            375 41619at50557         -            431   2.2e-41  141.1   0.1   1   1   2.1e-43   2.6e-41  140.8   0.1     1   338     1   356     1   368 0.81 -
46658at50557_174628_0:001983|STRG.15730.5:502-1611|+  -            370 41619at50557         -            431   2.4e-41  141.0   0.1   1   1     3e-43   3.7e-41  140.4   0.1     1   338     1   351     1   363 0.81 -
35385at50557_37001_0:001231|STRG.1830.2:1026-2255|+   -            410 41619at50557         -            431   5.9e-41  139.7   0.0   1   2   6.6e-24   8.2e-22   76.6   0.0     7   151    27   195    21   202 0.76 -
35385at50557_37001_0:001231|STRG.1830.2:1026-2255|+   -            410 41619at50557         -            431   5.9e-41  139.7   0.0   2   2   4.6e-19   5.7e-17   60.7   0.0   154   343   225   401   215   409 0.88 -
35385at50557_37001_0:001231|STRG.1830.3:1023-2252|+   -            410 41619at50557         -            431   5.9e-41  139.7   0.0   1   2   6.6e-24   8.2e-22   76.6   0.0     7   151    27   195    21   202 0.76 -
35385at50557_37001_0:001231|STRG.1830.3:1023-2252|+   -            410 41619at50557         -            431   5.9e-41  139.7   0.0   2   2   4.6e-19   5.7e-17   60.7   0.0   154   343   225   401   215   409 0.88 -
43304at50557_34720_0:00174e|STRG.9580.1:48-2264|+     -            739 41619at50557         -            431   1.7e-40  138.2   1.8   1   3   4.3e-14   5.4e-12   44.3   0.0     3    65   143   206   141   218 0.92 -
43304at50557_34720_0:00174e|STRG.9580.1:48-2264|+     -            739 41619at50557         -            431   1.7e-40  138.2   1.8   2   3   1.4e-11   1.7e-09   36.0   0.0    66   165   257   378   254   388 0.71 -
43304at50557_34720_0:00174e|STRG.9580.1:48-2264|+     -            739 41619at50557         -            431   1.7e-40  138.2   1.8   3   3   2.1e-17   2.5e-15   55.2   0.2   169   346   409   573   393   581 0.89 -
65449at50557_34720_0:000b83|STRG.4923.2:205-1974|+    -            590 41619at50557         -            431   2.3e-40  137.8   0.8   1   1   6.1e-42   7.6e-40  136.0   0.8     4   345    11   369     8   386 0.81 -
68043at50557_34720_0:001307|STRG.7857.1:128-1804|+    -            559 41619at50557         -            431   2.7e-40  137.5   0.0   1   1   5.3e-42   6.5e-40  136.3   0.0     6   342   141   490   135   499 0.82 -
68043at50557_34720_0:001307|STRG.7857.2:128-1804|+    -            559 41619at50557         -            431   2.7e-40  137.5   0.0   1   1   5.3e-42   6.5e-40  136.3   0.0     6   342   141   490   135   499 0.82 -
43304at50557_34720_0:00174e|STRG.9580.2:48-2279|+     -            744 41619at50557         -            431   2.8e-40  137.5   2.4   1   3   4.7e-14   5.8e-12   44.2   0.0     3    65   143   206   141   209 0.91 -
43304at50557_34720_0:00174e|STRG.9580.2:48-2279|+     -            744 41619at50557         -            431   2.8e-40  137.5   2.4   2   3   1.4e-11   1.7e-09   36.0   0.0    66   165   262   383   259   393 0.71 -
43304at50557_34720_0:00174e|STRG.9580.2:48-2279|+     -            744 41619at50557         -            431   2.8e-40  137.5   2.4   3   3   2.1e-17   2.6e-15   55.2   0.2   169   346   414   578   398   586 0.89 -
65449at50557_199890_0:0002ce|STRG.4923.4:217-1849|+   -            539 41619at50557         -            431   3.1e-40  137.3   0.9   1   2   7.1e-32   8.8e-30  102.9   1.4     4   231     7   261     4   268 0.80 -
65449at50557_199890_0:0002ce|STRG.4923.4:217-1849|+   -            539 41619at50557         -            431   3.1e-40  137.3   0.9   2   2     3e-10   3.7e-08   31.6   0.0   291   345   269   323   261   339 0.87 -
65449at50557_7220_0:002055|STRG.16957.1:1209-3020|+   -            604 41619at50557         -            431   1.7e-33  115.1   0.2   1   3   1.6e-24     2e-22   78.6   0.0    16   151     2   160     1   178 0.76 -
65449at50557_7220_0:002055|STRG.16957.1:1209-3020|+   -            604 41619at50557         -            431   1.7e-33  115.1   0.2   2   3    0.0055      0.68    7.7   0.0   156   188   274   306   263   313 0.88 -
65449at50557_7220_0:002055|STRG.16957.1:1209-3020|+   -            604 41619at50557         -            431   1.7e-33  115.1   0.2   3   3   3.5e-08   4.3e-06   24.8   0.0   293   342   433   482   429   504 0.88 -
25910at50557_103372_0:001a63|STRG.11026.2:0-2186|+    -            729 41619at50557         -            431   2.3e-33  114.7   0.1   1   3   1.1e-17   1.4e-15   56.1   0.0     1    63     4    66     4    70 0.95 -
25910at50557_103372_0:001a63|STRG.11026.2:0-2186|+    -            729 41619at50557         -            431   2.3e-33  114.7   0.1   2   3   1.1e-10   1.3e-08   33.1   0.0    65   204   288   449   285   456 0.73 -
25910at50557_103372_0:001a63|STRG.11026.2:0-2186|+    -            729 41619at50557         -            431   2.3e-33  114.7   0.1   3   3   3.1e-07   3.8e-05   21.7   0.0   293   343   568   618   506   623 0.88 -
123578at50557_7168_0:0013fb|STRG.10928.1:397-1815|+   -            473 41619at50557         -            431   2.5e-33  114.5   1.1   1   1   1.2e-34   1.5e-32  112.0   1.1     1   330    77   432    77   455 0.80 -
123578at50557_7168_0:0013fb|STRG.10928.2:397-1815|+   -            473 41619at50557         -            431   2.5e-33  114.5   1.1   1   1   1.2e-34   1.5e-32  112.0   1.1     1   330    77   432    77   455 0.80 -
25910at50557_520822_0:0021f4|STRG.11026.1:18-2186|+   -            723 41619at50557         -            431   1.6e-32  111.9   0.1   1   3     8e-17   9.8e-15   53.3   0.0     4    63     2    61     1    65 0.91 -
25910at50557_520822_0:0021f4|STRG.11026.1:18-2186|+   -            723 41619at50557         -            431   1.6e-32  111.9   0.1   2   3   1.1e-10   1.3e-08   33.1   0.0    65   204   283   444   280   451 0.73 -
25910at50557_520822_0:0021f4|STRG.11026.1:18-2186|+   -            723 41619at50557         -            431   1.6e-32  111.9   0.1   3   3     3e-07   3.7e-05   21.7   0.0   293   343   563   613   501   618 0.88 -
46658at50557_28612_0:0048c7|STRG.13327.1:188-1324|+   -            379 41619at50557         -            431   1.1e-31  109.2   0.3   1   1   3.5e-33   4.3e-31  107.2   0.3     1   352    13   376    13   379 0.80 -
46658at50557_28612_0:0048c7|STRG.13327.2:121-1257|+   -            379 41619at50557         -            431   1.1e-31  109.2   0.3   1   1   3.5e-33   4.3e-31  107.2   0.3     1   352    13   376    13   379 0.80 -
65449at50557_103372_0:002499|STRG.4923.3:205-885|+    -            227 41619at50557         -            431   8.9e-30  102.9   1.2   1   1     1e-31   1.3e-29  102.3   1.2     3   188    10   221     8   226 0.80 -
25910at50557_103372_0:001a63|STRG.11026.3:15-2153|+   -            713 41619at50557         -            431   1.1e-29  102.5   0.0   1   3   6.1e-14   7.6e-12   43.8   0.0    18    63     5    50     1    54 0.92 -
25910at50557_103372_0:001a63|STRG.11026.3:15-2153|+   -            713 41619at50557         -            431   1.1e-29  102.5   0.0   2   3     1e-10   1.3e-08   33.2   0.0    65   204   272   433   269   440 0.73 -
25910at50557_103372_0:001a63|STRG.11026.3:15-2153|+   -            713 41619at50557         -            431   1.1e-29  102.5   0.0   3   3     3e-07   3.7e-05   21.7   0.0   293   343   552   602   490   607 0.88 -
57791at50557_34720_0:001e64|STRG.12347.1:233-2176|+   -            648 41619at50557         -            431     1e-28   99.4   0.2   1   1   1.6e-29   1.9e-27   95.2   0.2    37   342   226   576   224   587 0.73 -
57791at50557_34720_0:001e64|STRG.12347.2:0-1967|+     -            656 41619at50557         -            431   1.1e-28   99.3   0.2   1   1   1.6e-29     2e-27   95.1   0.2    37   342   234   584   231   594 0.73 -
18450at50557_121845_0:000f40|STRG.1830.1:1343-2287|+  -            315 41619at50557         -            431   5.6e-25   87.0   0.0   1   2   3.5e-24   4.3e-22   77.5   0.0     7   151    35   203    29   210 0.76 -
18450at50557_121845_0:000f40|STRG.1830.1:1343-2287|+  -            315 41619at50557         -            431   5.6e-25   87.0   0.0   2   2    0.0071      0.88    7.3   0.0   154   230   233   307   222   312 0.73 -
65449at50557_103372_0:002499|STRG.4923.1:240-862|+    -            158 41619at50557         -            431   1.4e-18   65.9   0.3   1   1   1.7e-20     2e-18   65.4   0.3     3   119    10   146     8   155 0.76 -
46658at50557_29031_0:002653|STRG.13327.3:503-976|+    -            158 41619at50557         -            431   9.1e-10   36.9   0.0   1   1   9.2e-12   1.1e-09   36.6   0.0   293   356    74   137    55   145 0.93 -
19244at50557_116153_0:001e22|STRG.1032.1:158-1183|+   -            342 41619at50557         -            431   1.6e-09   36.1   0.8   1   2   6.5e-10   8.1e-08   30.5   0.4    25   182    10   192     6   199 0.65 -
19244at50557_116153_0:001e22|STRG.1032.1:158-1183|+   -            342 41619at50557         -            431   1.6e-09   36.1   0.8   2   2     0.088        11    3.7   0.0   294   327   300   333   289   339 0.88 -
65449at50557_88501_0:00074b|STRG.4923.4:1040-4798|+   -           1041 41619at50557         -            431   1.5e-07   29.6   0.0   1   1   2.2e-09   2.7e-07   28.8   0.0   293   345     2    54     1    72 0.88 -
65449at50557_1629725_0:001b14|STRG.16957.2:593-1057|+ -            155 41619at50557         -            431   3.4e-07   28.5   0.0   1   1   3.9e-09   4.9e-07   27.9   0.0   293   342     3    52     1    77 0.86 -
19244at50557_29053_0:002948|STRG.1344.2:1653-2840|+   -            396 41619at50557         -            431   1.1e-06   26.8   0.3   1   2   2.7e-05    0.0034   15.3   0.1    26   150    11   153     5   193 0.64 -
19244at50557_29053_0:002948|STRG.1344.2:1653-2840|+   -            396 41619at50557         -            431   1.1e-06   26.8   0.3   2   2     0.002      0.24    9.2   0.0   294   343   288   337   274   363 0.85 -
19244at50557_29053_0:002948|STRG.1344.3:1626-2813|+   -            396 41619at50557         -            431   1.1e-06   26.8   0.3   1   2   2.7e-05    0.0034   15.3   0.1    26   150    11   153     5   193 0.64 -
19244at50557_29053_0:002948|STRG.1344.3:1626-2813|+   -            396 41619at50557         -            431   1.1e-06   26.8   0.3   2   2     0.002      0.24    9.2   0.0   294   343   288   337   274   363 0.85 -
19244at50557_29053_0:002948|STRG.480.1:432-1661|+     -            410 41619at50557         -            431   6.4e-05   21.0   0.1   1   1   1.5e-06   0.00019   19.4   0.1    27   335    36   355    22   372 0.70 -
19244at50557_29053_0:002948|STRG.480.2:660-1889|+     -            410 41619at50557         -            431   6.4e-05   21.0   0.1   1   1   1.5e-06   0.00019   19.4   0.1    27   335    36   355    22   372 0.70 -
19244at50557_29053_0:002948|STRG.480.4:331-1560|+     -            410 41619at50557         -            431   6.4e-05   21.0   0.1   1   1   1.5e-06   0.00019   19.4   0.1    27   335    36   355    22   372 0.70 -
19244at50557_29053_0:002948|STRG.480.6:347-1576|+     -            410 41619at50557         -            431   6.4e-05   21.0   0.1   1   1   1.5e-06   0.00019   19.4   0.1    27   335    36   355    22   372 0.70 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/41619at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/41619at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/41619at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:09:25 2024
# [ok]
