#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
117348at50557_456900_0:002d4b|STRG.5070.1:6-272|-      -             89 117348at50557        -            180   2.7e-53  177.2   1.7   1   1   1.1e-54     3e-53  177.1   1.7     1    88     1    88     1    89 0.99 -
117348at50557_7539_0:000af2|STRG.9497.1:1098-1604|+    -            169 117348at50557        -            180   6.7e-17   58.6   0.0   1   1   1.1e-17   2.9e-16   56.5   0.0    21   175     1   166     1   169 0.74 -
117348at50557_7539_0:000af2|STRG.9497.3:156-662|+      -            169 117348at50557        -            180   6.7e-17   58.6   0.0   1   1   1.1e-17   2.9e-16   56.5   0.0    21   175     1   166     1   169 0.74 -
117348at50557_178035_0:000563|STRG.18103.1:666-989|+   -            108 117348at50557        -            180   3.9e-14   49.6   0.0   1   1   1.9e-15   5.1e-14   49.2   0.0    20   111     1    89     1   108 0.76 -
117348at50557_104688_0:0004f3|STRG.12142.1:141-542|+   -            134 117348at50557        -            180   1.4e-10   38.1   0.4   1   1   8.1e-12   2.2e-10   37.4   0.4    41   147    23   129     1   132 0.74 -
117348at50557_315563_0:0022e9|STRG.11720.1:613-963|+   -            117 117348at50557        -            180   6.2e-10   35.9   0.1   1   1   2.3e-11   6.3e-10   35.9   0.1    54   131    32   116     1   117 0.67 -
117348at50557_315563_0:0022e9|STRG.11720.2:248-598|+   -            117 117348at50557        -            180   6.2e-10   35.9   0.1   1   1   2.3e-11   6.3e-10   35.9   0.1    54   131    32   116     1   117 0.67 -
117348at50557_178035_0:000563|STRG.19903.2:9-533|+     -            175 117348at50557        -            180   2.7e-09   33.8   0.0   1   1   1.4e-10   3.8e-09   33.4   0.0    29   180    15   172     1   172 0.68 -
117348at50557_1041015_0:002f2a|STRG.14579.2:72-560|+   -            163 117348at50557        -            180     4e-09   33.3   0.1   1   1   1.6e-10   4.4e-09   33.2   0.1    54   169    28   152     2   163 0.65 -
117348at50557_7425_0:0012b0|STRG.617.1:717-1082|+      -            122 117348at50557        -            180   5.7e-09   32.8   0.0   1   1   2.2e-10     6e-09   32.7   0.0    48   132    22   115     2   122 0.71 -
117348at50557_37001_0:000374|STRG.8823.1:463-807|+     -            115 117348at50557        -            180   7.6e-09   32.4   0.1   1   1   2.8e-10   7.6e-09   32.4   0.1    47   107    22    85     1   115 0.66 -
117348at50557_1629725_0:000f6d|STRG.6684.6:130-465|+   -            112 117348at50557        -            180   9.8e-09   32.0   0.0   1   1   4.5e-10   1.2e-08   31.7   0.0    20   132     1   112     1   112 0.72 -
117348at50557_79782_0:001424|STRG.14417.1:983-1378|+   -            132 117348at50557        -            180   1.2e-08   31.7   0.0   1   1   5.2e-10   1.4e-08   31.5   0.0    24   135     5   117     1   129 0.71 -
117348at50557_79782_0:001424|STRG.14417.2:350-745|+    -            132 117348at50557        -            180   1.2e-08   31.7   0.0   1   1   5.2e-10   1.4e-08   31.5   0.0    24   135     5   117     1   129 0.71 -
117348at50557_79782_0:001424|STRG.14417.3:242-637|+    -            132 117348at50557        -            180   1.2e-08   31.7   0.0   1   1   5.2e-10   1.4e-08   31.5   0.0    24   135     5   117     1   129 0.71 -
117348at50557_1629725_0:000f6d|STRG.6684.1:130-471|+   -            114 117348at50557        -            180   1.5e-08   31.5   0.0   1   1   6.7e-10   1.8e-08   31.2   0.0    20   131     1   113     1   114 0.69 -
117348at50557_30019_0:002c28|STRG.17482.2:12-380|+     -            123 117348at50557        -            180   1.8e-08   31.2   0.0   1   1   6.9e-10   1.9e-08   31.1   0.0    46   105    26    89     2   121 0.75 -
117348at50557_1041015_0:002f2a|STRG.17482.1:813-1241|+ -            143 117348at50557        -            180   4.6e-08   29.8   0.0   1   1   1.7e-09   4.6e-08   29.8   0.0    47   105    47   109     6   141 0.76 -
117348at50557_37001_0:000374|STRG.3841.1:975-1433|+    -            153 117348at50557        -            180     7e-08   29.2   0.0   1   1   2.6e-09   7.1e-08   29.2   0.0    18   135     2   121     1   153 0.73 -
117348at50557_37001_0:000374|STRG.3841.2:723-1181|+    -            153 117348at50557        -            180     7e-08   29.2   0.0   1   1   2.6e-09   7.1e-08   29.2   0.0    18   135     2   121     1   153 0.73 -
117348at50557_37001_0:000374|STRG.3841.3:491-949|+     -            153 117348at50557        -            180     7e-08   29.2   0.0   1   1   2.6e-09   7.1e-08   29.2   0.0    18   135     2   121     1   153 0.73 -
117348at50557_56086_0:0035e5|STRG.2392.1:33-476|+      -            148 117348at50557        -            180   1.1e-07   28.6   0.1   1   1   4.6e-09   1.3e-07   28.4   0.1    21   133     2   117     1   148 0.64 -
117348at50557_7425_0:0012b0|STRG.2202.1:6-389|+        -            128 117348at50557        -            180   1.2e-07   28.5   0.0   1   1     5e-09   1.4e-07   28.3   0.0    21   133     8   122     3   128 0.76 -
117348at50557_29031_0:00277d|STRG.9468.1:263-640|+     -            126 117348at50557        -            180   2.2e-07   27.6   0.0   1   1   9.8e-09   2.7e-07   27.4   0.0    15   131     3   126     1   126 0.71 -
117348at50557_29031_0:00277d|STRG.16101.1:5223-5708|+  -            162 117348at50557        -            180   3.1e-07   27.2   0.1   1   1   1.5e-08   4.1e-07   26.7   0.1    30   177    10   161     1   162 0.65 -
117348at50557_7375_0:0011dd|STRG.5756.1:326-772|+      -            149 117348at50557        -            180   4.1e-07   26.7   0.0   1   1     3e-08   8.2e-07   25.8   0.0    29   169     9   149     1   149 0.72 -
117348at50557_29031_0:00277d|STRG.16101.2:5452-5877|+  -            142 117348at50557        -            180   1.2e-06   25.2   0.0   1   1   5.8e-08   1.6e-06   24.8   0.0    52   177     7   141     1   142 0.69 -
117348at50557_568069_0:002efe|STRG.12749.1:36-395|+    -            120 117348at50557        -            180   1.4e-06   25.0   0.2   1   1   7.3e-08     2e-06   24.5   0.2    54   134    31   120     1   120 0.63 -
117348at50557_568069_0:002efe|STRG.12749.2:272-628|+   -            119 117348at50557        -            180   1.7e-06   24.8   0.2   1   1   8.4e-08   2.3e-06   24.3   0.2    54   134    30   119     1   119 0.65 -
117348at50557_1049336_0:0013a8|STRG.7639.1:163-519|+   -            119 117348at50557        -            180   2.8e-06   24.0   0.0   1   1   1.3e-07   3.4e-06   23.7   0.0    20   105     1    83     1   119 0.77 -
117348at50557_1049336_0:0013a8|STRG.7639.2:39-395|+    -            119 117348at50557        -            180   2.8e-06   24.0   0.0   1   1   1.3e-07   3.4e-06   23.7   0.0    20   105     1    83     1   119 0.77 -
117348at50557_286706_0:00013d|STRG.7297.1:538-906|+    -            123 117348at50557        -            180   4.9e-06   23.2   0.0   1   1   2.1e-07   5.7e-06   23.0   0.0    21   112     2    95     1   107 0.79 -
117348at50557_286706_0:00013d|STRG.7297.2:454-822|+    -            123 117348at50557        -            180   4.9e-06   23.2   0.0   1   1   2.1e-07   5.7e-06   23.0   0.0    21   112     2    95     1   107 0.79 -
117348at50557_37344_0:00207e|STRG.11840.1:42-398|+     -            119 117348at50557        -            180   5.8e-06   23.0   0.1   1   1   2.5e-07   6.8e-06   22.8   0.1    21   131     2   118     1   119 0.68 -
117348at50557_568069_0:002efe|STRG.12417.1:519-857|+   -            113 117348at50557        -            180   6.1e-06   22.9   0.1   1   1     9e-07   2.5e-05   21.0   0.1    55   134    18   113     1   113 0.76 -
117348at50557_178035_0:000563|STRG.7941.1:24-410|+     -            129 117348at50557        -            180   1.8e-05   21.4   0.0   1   1   6.8e-07   1.8e-05   21.4   0.0    65   111    47    93     2   128 0.78 -
117348at50557_7038_0:000296|STRG.12193.2:458-913|+     -            152 117348at50557        -            180   4.6e-05   20.1   0.0   1   1   1.7e-06   4.6e-05   20.1   0.0    28   101     9    79     1   152 0.77 -
117348at50557_568069_0:002efe|STRG.3110.2:368-712|+    -            115 117348at50557        -            180   7.8e-05   19.3   0.2   1   1   3.3e-06   8.9e-05   19.1   0.2    45   132    22   115     1   115 0.75 -
117348at50557_1218281_0:0006e6|STRG.8386.1:103-444|+   -            114 117348at50557        -            180   0.00058   16.5   0.0   1   1   2.5e-05   0.00068   16.2   0.0    59   132    34   114     1   114 0.65 -
117348at50557_1218281_0:0006e6|STRG.8386.2:668-1009|+  -            114 117348at50557        -            180   0.00058   16.5   0.0   1   1   2.5e-05   0.00068   16.2   0.0    59   132    34   114     1   114 0.65 -
117348at50557_1218281_0:0006e6|STRG.8386.3:332-673|+   -            114 117348at50557        -            180   0.00058   16.5   0.0   1   1   2.5e-05   0.00068   16.2   0.0    59   132    34   114     1   114 0.65 -
117348at50557_1218281_0:0006e6|STRG.8386.4:257-598|+   -            114 117348at50557        -            180   0.00058   16.5   0.0   1   1   2.5e-05   0.00068   16.2   0.0    59   132    34   114     1   114 0.65 -
117348at50557_1218281_0:0006e6|STRG.8386.5:261-602|+   -            114 117348at50557        -            180   0.00058   16.5   0.0   1   1   2.5e-05   0.00068   16.2   0.0    59   132    34   114     1   114 0.65 -
117348at50557_1218281_0:0006e6|STRG.8386.6:21-362|+    -            114 117348at50557        -            180   0.00058   16.5   0.0   1   1   2.5e-05   0.00068   16.2   0.0    59   132    34   114     1   114 0.65 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/117348at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/rerun_results/117348at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/117348at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 18:09:03 2024
# [ok]
