#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
104832at50557_34720_0:0019e7|STRG.12175.1:0-812|+     -            271 104832at50557        -            207   3.4e-77  257.4  14.9   1   1   1.9e-77   3.1e-75  251.0  14.9     1   205     1   257     1   261 0.83 -
117816at50557_29058_0:000b65|STRG.5733.1:822-1295|+   -            158 104832at50557        -            207   6.7e-07   27.8   0.1   1   2   0.00065      0.11   10.8   0.0   145   175    38    72    20    86 0.78 -
117816at50557_29058_0:000b65|STRG.5733.1:822-1295|+   -            158 104832at50557        -            207   6.7e-07   27.8   0.1   2   2   2.9e-05    0.0046   15.3   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.5733.2:3424-3897|+  -            158 104832at50557        -            207   6.7e-07   27.8   0.1   1   2   0.00065      0.11   10.8   0.0   145   175    38    72    20    86 0.78 -
117816at50557_29058_0:000b65|STRG.5733.2:3424-3897|+  -            158 104832at50557        -            207   6.7e-07   27.8   0.1   2   2   2.9e-05    0.0046   15.3   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.5733.3:554-1027|+   -            158 104832at50557        -            207   6.7e-07   27.8   0.1   1   2   0.00065      0.11   10.8   0.0   145   175    38    72    20    86 0.78 -
117816at50557_29058_0:000b65|STRG.5733.3:554-1027|+   -            158 104832at50557        -            207   6.7e-07   27.8   0.1   2   2   2.9e-05    0.0046   15.3   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.5733.4:3353-3826|+  -            158 104832at50557        -            207   6.7e-07   27.8   0.1   1   2   0.00065      0.11   10.8   0.0   145   175    38    72    20    86 0.78 -
117816at50557_29058_0:000b65|STRG.5733.4:3353-3826|+  -            158 104832at50557        -            207   6.7e-07   27.8   0.1   2   2   2.9e-05    0.0046   15.3   0.0   124   166    97   145    73   150 0.81 -
117816at50557_29058_0:000b65|STRG.5733.5:554-1027|+   -            158 104832at50557        -            207   6.7e-07   27.8   0.1   1   2   0.00065      0.11   10.8   0.0   145   175    38    72    20    86 0.78 -
117816at50557_29058_0:000b65|STRG.5733.5:554-1027|+   -            158 104832at50557        -            207   6.7e-07   27.8   0.1   2   2   2.9e-05    0.0046   15.3   0.0   124   166    97   145    73   150 0.81 -
117816at50557_7200_0:0014c2|STRG.7855.4:1376-2308|+   -            311 104832at50557        -            207     2e-06   26.3   0.0   1   3    0.0013      0.22    9.8   0.0   144   176    33    69    18    92 0.79 -
117816at50557_7200_0:0014c2|STRG.7855.4:1376-2308|+   -            311 104832at50557        -            207     2e-06   26.3   0.0   2   3    0.0023      0.38    9.0   0.0   142   167   130   155   126   176 0.87 -
117816at50557_7200_0:0014c2|STRG.7855.4:1376-2308|+   -            311 104832at50557        -            207     2e-06   26.3   0.0   3   3     0.098        16    3.7   0.0   132   165   259   292   252   310 0.76 -
117816at50557_7200_0:0014c2|STRG.7855.5:745-1677|+    -            311 104832at50557        -            207     2e-06   26.3   0.0   1   3    0.0013      0.22    9.8   0.0   144   176    33    69    18    92 0.79 -
117816at50557_7200_0:0014c2|STRG.7855.5:745-1677|+    -            311 104832at50557        -            207     2e-06   26.3   0.0   2   3    0.0023      0.38    9.0   0.0   142   167   130   155   126   176 0.87 -
117816at50557_7200_0:0014c2|STRG.7855.5:745-1677|+    -            311 104832at50557        -            207     2e-06   26.3   0.0   3   3     0.098        16    3.7   0.0   132   165   259   292   252   310 0.76 -
117816at50557_7200_0:000429|STRG.7855.2:769-1281|+    -            171 104832at50557        -            207   5.8e-06   24.7   0.0   1   2   0.00043     0.069   11.4   0.0   144   177    33    70    16    94 0.78 -
117816at50557_7200_0:000429|STRG.7855.2:769-1281|+    -            171 104832at50557        -            207   5.8e-06   24.7   0.0   2   2    0.0003     0.049   11.9   0.0   140   167   115   142    75   162 0.80 -
117816at50557_7200_0:000429|STRG.7855.3:1376-1888|+   -            171 104832at50557        -            207   5.8e-06   24.7   0.0   1   2   0.00043     0.069   11.4   0.0   144   177    33    70    16    94 0.78 -
117816at50557_7200_0:000429|STRG.7855.3:1376-1888|+   -            171 104832at50557        -            207   5.8e-06   24.7   0.0   2   2    0.0003     0.049   11.9   0.0   140   167   115   142    75   162 0.80 -
117816at50557_123851_0:00306e|STRG.7855.6:745-1353|+  -            203 104832at50557        -            207     1e-05   24.0   0.0   1   2   0.00067      0.11   10.8   0.0   144   177    33    70    19    92 0.79 -
117816at50557_123851_0:00306e|STRG.7855.6:745-1353|+  -            203 104832at50557        -            207     1e-05   24.0   0.0   2   2   0.00049     0.079   11.2   0.0   140   167   115   142    92   163 0.79 -
117816at50557_7200_0:0014c2|STRG.7855.1:217-999|+     -            261 104832at50557        -            207     5e-05   21.7   0.0   1   2   0.00097      0.16   10.3   0.0   144   177    33    70    17    93 0.79 -
117816at50557_7200_0:0014c2|STRG.7855.1:217-999|+     -            261 104832at50557        -            207     5e-05   21.7   0.0   2   2    0.0018       0.3    9.4   0.0   142   167   130   155   126   176 0.87 -
104832at50557_315563_0:002a5b|STRG.431.1:497-1120|+   -            208 104832at50557        -            207     6e-05   21.4   0.1   1   2      0.22        36    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.431.1:497-1120|+   -            208 104832at50557        -            207     6e-05   21.4   0.1   2   2   8.2e-06    0.0013   17.0   0.0   127   176   153   206   138   208 0.81 -
104832at50557_315563_0:002a5b|STRG.431.2:497-1120|+   -            208 104832at50557        -            207     6e-05   21.4   0.1   1   2      0.22        36    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.431.2:497-1120|+   -            208 104832at50557        -            207     6e-05   21.4   0.1   2   2   8.2e-06    0.0013   17.0   0.0   127   176   153   206   138   208 0.81 -
104832at50557_315563_0:002a5b|STRG.431.3:497-1120|+   -            208 104832at50557        -            207     6e-05   21.4   0.1   1   2      0.22        36    2.5   0.0   106   165    46   115    36   138 0.70 -
104832at50557_315563_0:002a5b|STRG.431.3:497-1120|+   -            208 104832at50557        -            207     6e-05   21.4   0.1   2   2   8.2e-06    0.0013   17.0   0.0   127   176   153   206   138   208 0.81 -
129956at50557_441921_0:0017da|STRG.3684.1:1201-1431|+ -             77 104832at50557        -            207   0.00024   19.5   0.0   1   1   1.7e-06   0.00027   19.3   0.0   124   165    16    62     6    71 0.75 -
129956at50557_13686_0:0011f5|STRG.2162.1:771-998|+    -             76 104832at50557        -            207    0.0014   17.0   0.0   1   1   9.8e-06    0.0016   16.8   0.0   121   164     9    62     4    72 0.73 -
129956at50557_13686_0:0011f5|STRG.2162.2:714-941|+    -             76 104832at50557        -            207    0.0014   17.0   0.0   1   1   9.8e-06    0.0016   16.8   0.0   121   164     9    62     4    72 0.73 -
129956at50557_13686_0:0011f5|STRG.2162.3:1028-1255|+  -             76 104832at50557        -            207    0.0014   17.0   0.0   1   1   9.8e-06    0.0016   16.8   0.0   121   164     9    62     4    72 0.73 -
83433at50557_1507135_0:0010eb|STRG.10515.4:227-1214|- -            294 104832at50557        -            207    0.0022   16.3   0.0   1   2    0.0039      0.63    8.3   0.0   127   166    30    67    25    91 0.82 -
83433at50557_1507135_0:0010eb|STRG.10515.4:227-1214|- -            294 104832at50557        -            207    0.0022   16.3   0.0   2   2     0.017       2.7    6.2   0.0   125   173   107   157    73   170 0.75 -
83433at50557_1507135_0:0010eb|STRG.10515.1:566-1559|- -            296 104832at50557        -            207    0.0023   16.3   0.0   1   2    0.0039      0.63    8.3   0.0   127   166    30    67    25    91 0.82 -
83433at50557_1507135_0:0010eb|STRG.10515.1:566-1559|- -            296 104832at50557        -            207    0.0023   16.3   0.0   2   2     0.017       2.8    6.2   0.0   125   173   107   157    73   170 0.75 -
83433at50557_286306_0:001317|STRG.10515.3:1031-2081|- -            315 104832at50557        -            207    0.0027   16.0   0.0   1   2    0.0044      0.71    8.1   0.0   127   166    42    79    37   102 0.82 -
83433at50557_286306_0:001317|STRG.10515.3:1031-2081|- -            315 104832at50557        -            207    0.0027   16.0   0.0   2   2     0.018         3    6.1   0.0   125   173   119   169    83   181 0.75 -
83433at50557_156304_0:001c1d|STRG.10515.5:3939-4998|- -            318 104832at50557        -            207    0.0028   16.0   0.0   1   2    0.0044      0.72    8.1   0.0   127   166    30    67    25    90 0.82 -
83433at50557_156304_0:001c1d|STRG.10515.5:3939-4998|- -            318 104832at50557        -            207    0.0028   16.0   0.0   2   2     0.019         3    6.1   0.0   125   173   107   157    73   171 0.75 -
83433at50557_13686_0:000d60|STRG.10515.6:3668-4772|-  -            333 104832at50557        -            207    0.0031   15.8   0.0   1   2    0.0047      0.77    8.0   0.0   127   166    30    67    25    90 0.82 -
83433at50557_13686_0:000d60|STRG.10515.6:3668-4772|-  -            333 104832at50557        -            207    0.0031   15.8   0.0   2   2     0.019       3.2    6.0   0.0   125   173   107   157    71   171 0.75 -
49780at50557_13686_0:001eb7|STRG.13502.1:2-2191|+     -            730 104832at50557        -            207    0.0043   15.4   0.0   1   3      0.16        26    3.0   0.0   128   161    87   121    72   152 0.79 -
49780at50557_13686_0:001eb7|STRG.13502.1:2-2191|+     -            730 104832at50557        -            207    0.0043   15.4   0.0   2   3      0.83   1.4e+02    0.7   0.0   143   166   307   330   261   350 0.80 -
49780at50557_13686_0:001eb7|STRG.13502.1:2-2191|+     -            730 104832at50557        -            207    0.0043   15.4   0.0   3   3    0.0087       1.4    7.1   0.0   128   164   368   404   362   412 0.92 -
117816at50557_121225_0:000cee|STRG.5090.1:151-654|+   -            168 104832at50557        -            207    0.0043   15.4   0.1   1   2    0.0085       1.4    7.2   0.0   114   167     4    69     1    88 0.70 -
117816at50557_121225_0:000cee|STRG.5090.1:151-654|+   -            168 104832at50557        -            207    0.0043   15.4   0.1   2   2      0.01       1.7    6.9   0.0   141   166   132   157    77   168 0.80 -
129956at50557_7176_0:003daf|STRG.13164.1:986-1201|+   -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.2:995-1210|+   -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.3:995-1210|+   -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.4:953-1168|+   -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.5:1337-1552|+  -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.6:1325-1540|+  -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.7:1328-1543|+  -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
129956at50557_7176_0:003daf|STRG.13164.8:1307-1522|+  -             72 104832at50557        -            207    0.0052   15.1   0.0   1   1   3.2e-05    0.0052   15.1   0.0   136   169    34    64     9    72 0.72 -
117816at50557_133901_0:0032ab|STRG.5090.2:12-530|+    -            173 104832at50557        -            207    0.0053   15.1   0.1   1   2     0.015       2.4    6.4   0.0   121   167    13    68     2    90 0.68 -
117816at50557_133901_0:0032ab|STRG.5090.2:12-530|+    -            173 104832at50557        -            207    0.0053   15.1   0.1   2   2    0.0098       1.6    7.0   0.0   141   166   131   156    99   172 0.76 -
83433at50557_286306_0:001317|STRG.10515.2:2977-5144|- -            438 104832at50557        -            207    0.0066   14.8   0.0   1   2    0.0072       1.2    7.4   0.0   127   166    42    79    37   101 0.83 -
83433at50557_286306_0:001317|STRG.10515.2:2977-5144|- -            438 104832at50557        -            207    0.0066   14.8   0.0   2   2     0.033       5.4    5.2   0.0   125   173   119   169    88   183 0.76 -
129956at50557_29053_0:00060a|STRG.2028.2:180-434|+    -             85 104832at50557        -            207     0.014   13.7   0.0   1   1   8.8e-05     0.014   13.7   0.0   128   178    24    77     6    85 0.69 -
129956at50557_7159_0:0030fc|STRG.3194.1:291-530|+     -             80 104832at50557        -            207     0.019   13.3   0.0   1   1   0.00012     0.019   13.3   0.0   140   166    38    64     7    79 0.72 -
129956at50557_7536_0:0043e4|STRG.18034.2:1561-1878|+  -            106 104832at50557        -            207     0.023   13.0   0.0   1   1   0.00018      0.03   12.6   0.0   141   164    39    62     4    79 0.77 -
129956at50557_7536_0:0043e4|STRG.18034.6:552-869|+    -            106 104832at50557        -            207     0.023   13.0   0.0   1   1   0.00018      0.03   12.6   0.0   141   164    39    62     4    79 0.77 -
129956at50557_7536_0:0043e4|STRG.18034.7:588-896|+    -            103 104832at50557        -            207     0.023   13.0   0.0   1   1   0.00017     0.028   12.7   0.0   141   164    39    62     4    79 0.77 -
129956at50557_7536_0:0043e4|STRG.18034.3:552-905|+    -            118 104832at50557        -            207     0.028   12.7   0.0   1   1   0.00025      0.04   12.2   0.0   141   164    39    62     5    78 0.77 -
83433at50557_133901_0:001dd1|STRG.2028.1:1-522|+      -            174 104832at50557        -            207     0.029   12.7   0.0   1   2       1.8     3e+02   -0.4   0.0   137   153    34    52    13    65 0.67 -
83433at50557_133901_0:001dd1|STRG.2028.1:1-522|+      -            174 104832at50557        -            207     0.029   12.7   0.0   2   2   0.00077      0.12   10.6   0.0   128   177   115   167    92   173 0.71 -
129956at50557_7176_0:003daf|STRG.17115.1:1218-1457|+  -             80 104832at50557        -            207     0.055   11.7   0.0   1   1   0.00034     0.055   11.7   0.0   140   165    38    63    10    79 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/104832at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/104832at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:32:42 2024
# [ok]
