#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30640at50557_103372_0:0017a1|STRG.12164.1:0-2381|+     -            794 30640at50557         -            649         0 1181.5   6.4   1   1         0         0 1175.6   6.4    15   649    48   794    41   794 0.91 -
68581at50557_166361_0:00349c|STRG.7158.2:279-905|+     -            209 30640at50557         -            649     2e-18   64.8   0.7   1   3   2.8e-09   2.3e-07   28.3   0.0   410   475     7    72     3    80 0.93 -
68581at50557_166361_0:00349c|STRG.7158.2:279-905|+     -            209 30640at50557         -            649     2e-18   64.8   0.7   2   3   0.00018     0.015   12.4   0.0   399   453    81   136    68   147 0.84 -
68581at50557_166361_0:00349c|STRG.7158.2:279-905|+     -            209 30640at50557         -            649     2e-18   64.8   0.7   3   3   1.8e-07   1.5e-05   22.3   0.0   406   454   158   208   139   209 0.83 -
68581at50557_166361_0:00349c|STRG.7158.3:9-635|+       -            209 30640at50557         -            649     2e-18   64.8   0.7   1   3   2.8e-09   2.3e-07   28.3   0.0   410   475     7    72     3    80 0.93 -
68581at50557_166361_0:00349c|STRG.7158.3:9-635|+       -            209 30640at50557         -            649     2e-18   64.8   0.7   2   3   0.00018     0.015   12.4   0.0   399   453    81   136    68   147 0.84 -
68581at50557_166361_0:00349c|STRG.7158.3:9-635|+       -            209 30640at50557         -            649     2e-18   64.8   0.7   3   3   1.8e-07   1.5e-05   22.3   0.0   406   454   158   208   139   209 0.83 -
31358at50557_123851_0:00056b|STRG.7005.1:673-1239|+    -            189 30640at50557         -            649   3.3e-17   60.8   0.0   1   1   4.3e-19   3.6e-17   60.7   0.0    81   258     9   189     1   189 0.86 -
31358at50557_123851_0:00056b|STRG.7005.2:665-1231|+    -            189 30640at50557         -            649   3.3e-17   60.8   0.0   1   1   4.3e-19   3.6e-17   60.7   0.0    81   258     9   189     1   189 0.86 -
31358at50557_103372_0:0003fa|STRG.12443.1:387-4151|+   -           1255 30640at50557         -            649   4.3e-17   60.4   0.0   1   1   8.9e-19   7.4e-17   59.6   0.0   118   283   694   867   610   893 0.78 -
31358at50557_103372_0:0003fa|STRG.12443.2:84-3980|+    -           1299 30640at50557         -            649   4.3e-17   60.4   0.0   1   1   9.4e-19   7.8e-17   59.6   0.0   118   283   738   911   654   937 0.78 -
98332at50557_103372_0:00196c|STRG.1008.1:0-632|+       -            211 30640at50557         -            649   5.6e-13   46.8   0.0   1   2   8.5e-06   0.00071   16.8   0.0   407   455     7    56     2    73 0.88 -
98332at50557_103372_0:00196c|STRG.1008.1:0-632|+       -            211 30640at50557         -            649   5.6e-13   46.8   0.0   2   2   2.8e-09   2.4e-07   28.2   0.0   407   452   161   206   131   209 0.90 -
68581at50557_680683_0:0014ea|STRG.11293.1:3673-4479|+  -            269 30640at50557         -            649   5.6e-13   46.8   0.0   1   3     0.035       2.9    4.8   0.0   411   455    10    53     3    74 0.81 -
68581at50557_680683_0:0014ea|STRG.11293.1:3673-4479|+  -            269 30640at50557         -            649   5.6e-13   46.8   0.0   2   3    0.0018      0.15    9.1   0.0   414   460   141   192   132   207 0.81 -
68581at50557_680683_0:0014ea|STRG.11293.1:3673-4479|+  -            269 30640at50557         -            649   5.6e-13   46.8   0.0   3   3   1.2e-09     1e-07   29.5   0.0   408   453   218   263   207   268 0.88 -
31358at50557_123851_0:00056b|STRG.444.1:1095-1646|+    -            184 30640at50557         -            649   1.1e-12   45.9   0.0   1   1   1.4e-14   1.2e-12   45.8   0.0    82   258     2   184     1   184 0.88 -
91571at50557_2015173_0:000792|STRG.12457.1:887-1714|+  -            276 30640at50557         -            649     2e-10   38.4   0.0   1   2   3.6e-09     3e-07   27.9   0.0   399   461    97   160    81   166 0.84 -
91571at50557_2015173_0:000792|STRG.12457.1:887-1714|+  -            276 30640at50557         -            649     2e-10   38.4   0.0   2   2    0.0028      0.24    8.4   0.0   413   458   223   268   211   273 0.88 -
50587at50557_1049336_0:00265f|STRG.774.2:1346-2086|+   -            247 30640at50557         -            649   2.3e-10   38.2   0.0   1   1     3e-12   2.5e-10   38.1   0.0    83   278    28   226    19   247 0.79 -
91571at50557_2015173_0:000792|STRG.12457.2:0-860|+     -            287 30640at50557         -            649   2.3e-10   38.2   0.0   1   2   3.9e-09   3.2e-07   27.8   0.0   399   461   108   171    92   177 0.84 -
91571at50557_2015173_0:000792|STRG.12457.2:0-860|+     -            287 30640at50557         -            649   2.3e-10   38.2   0.0   2   2     0.003      0.25    8.3   0.0   413   458   234   279   222   284 0.88 -
98332at50557_1218281_0:000683|STRG.8434.1:367-531|+    -             55 30640at50557         -            649   1.3e-09   35.7   0.1   1   1   1.8e-11   1.5e-09   35.5   0.1   407   453     5    51     2    54 0.94 -
98332at50557_1218281_0:000683|STRG.8434.2:367-531|+    -             55 30640at50557         -            649   1.3e-09   35.7   0.1   1   1   1.8e-11   1.5e-09   35.5   0.1   407   453     5    51     2    54 0.94 -
98332at50557_1218281_0:000683|STRG.1008.2:42-209|+     -             56 30640at50557         -            649   1.3e-08   32.4   0.0   1   1   1.8e-10   1.5e-08   32.2   0.0   407   452     6    51     2    54 0.94 -
98332at50557_1218281_0:000683|STRG.1041.1:980-1123|+   -             48 30640at50557         -            649     1e-07   29.5   0.0   1   1   1.2e-09     1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1041.2:1049-1192|+  -             48 30640at50557         -            649     1e-07   29.5   0.0   1   1   1.2e-09     1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1041.3:965-1108|+   -             48 30640at50557         -            649     1e-07   29.5   0.0   1   1   1.2e-09     1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1041.4:944-1087|+   -             48 30640at50557         -            649     1e-07   29.5   0.0   1   1   1.2e-09     1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1041.5:1121-1264|+  -             48 30640at50557         -            649     1e-07   29.5   0.0   1   1   1.2e-09     1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
42982at50557_456900_0:001cd2|STRG.18802.1:209-2104|+   -            632 30640at50557         -            649     1e-07   29.4   0.1   1   1   1.9e-09   1.6e-07   28.8   0.1   497   629   487   622   445   631 0.86 -
42982at50557_520822_0:0000ef|STRG.18802.2:51-1964|+    -            638 30640at50557         -            649     1e-07   29.4   0.1   1   1   1.9e-09   1.6e-07   28.8   0.1   497   629   493   628   451   637 0.86 -
50587at50557_133901_0:003c0d|STRG.14733.1:843-1640|+   -            266 30640at50557         -            649   1.7e-07   28.7   0.2   1   1   2.5e-09   2.1e-07   28.4   0.2   123   262   105   249    82   262 0.82 -
50587at50557_133901_0:003c0d|STRG.14733.2:843-1640|+   -            266 30640at50557         -            649   1.7e-07   28.7   0.2   1   1   2.5e-09   2.1e-07   28.4   0.2   123   262   105   249    82   262 0.82 -
50587at50557_133901_0:003c0d|STRG.14733.3:1125-1922|+  -            266 30640at50557         -            649   1.7e-07   28.7   0.2   1   1   2.5e-09   2.1e-07   28.4   0.2   123   262   105   249    82   262 0.82 -
98332at50557_1155016_0:002d21|STRG.16465.1:3739-3891|+ -             51 30640at50557         -            649   1.8e-07   28.6   0.0   1   1   2.3e-09   1.9e-07   28.6   0.0   407   453     5    51     1    51 0.94 -
98332at50557_1155016_0:002d21|STRG.19630.1:488-640|+   -             51 30640at50557         -            649   4.4e-07   27.3   0.4   1   1   5.3e-09   4.4e-07   27.3   0.4   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.19630.2:5376-5528|+ -             51 30640at50557         -            649   4.4e-07   27.3   0.4   1   1   5.3e-09   4.4e-07   27.3   0.4   410   452     9    51     2    51 0.92 -
98332at50557_77166_0:00193f|STRG.16330.2:1224-1625|+   -            134 30640at50557         -            649   4.4e-07   27.3   0.1   1   2   0.00064     0.053   10.6   0.1   407   454    26    73    12    75 0.90 -
98332at50557_77166_0:00193f|STRG.16330.2:1224-1625|+   -            134 30640at50557         -            649   4.4e-07   27.3   0.1   2   2   2.8e-05    0.0024   15.0   0.0   409   451    91   133    85   134 0.91 -
98332at50557_77166_0:00193f|STRG.16330.3:924-1325|+    -            134 30640at50557         -            649   4.4e-07   27.3   0.1   1   2   0.00064     0.053   10.6   0.1   407   454    26    73    12    75 0.90 -
98332at50557_77166_0:00193f|STRG.16330.3:924-1325|+    -            134 30640at50557         -            649   4.4e-07   27.3   0.1   2   2   2.8e-05    0.0024   15.0   0.0   409   451    91   133    85   134 0.91 -
98332at50557_77166_0:00193f|STRG.16330.4:1594-1995|+   -            134 30640at50557         -            649   4.4e-07   27.3   0.1   1   2   0.00064     0.053   10.6   0.1   407   454    26    73    12    75 0.90 -
98332at50557_77166_0:00193f|STRG.16330.4:1594-1995|+   -            134 30640at50557         -            649   4.4e-07   27.3   0.1   2   2   2.8e-05    0.0024   15.0   0.0   409   451    91   133    85   134 0.91 -
98332at50557_77166_0:00193f|STRG.16330.5:1302-1703|+   -            134 30640at50557         -            649   4.4e-07   27.3   0.1   1   2   0.00064     0.053   10.6   0.1   407   454    26    73    12    75 0.90 -
98332at50557_77166_0:00193f|STRG.16330.5:1302-1703|+   -            134 30640at50557         -            649   4.4e-07   27.3   0.1   2   2   2.8e-05    0.0024   15.0   0.0   409   451    91   133    85   134 0.91 -
50587at50557_456900_0:0005c7|STRG.10938.1:232-1953|+   -            544 30640at50557         -            649     3e-06   24.6   0.2   1   2   0.00061     0.051   10.6   0.0    58   180   213   354   200   361 0.67 -
50587at50557_456900_0:0005c7|STRG.10938.1:232-1953|+   -            544 30640at50557         -            649     3e-06   24.6   0.2   2   2   0.00028     0.023   11.7   0.2   180   265   381   467   375   485 0.83 -
50587at50557_456900_0:0005c7|STRG.10938.2:0-1631|+     -            544 30640at50557         -            649     3e-06   24.6   0.2   1   2   0.00061     0.051   10.6   0.0    58   180   213   354   200   361 0.67 -
50587at50557_456900_0:0005c7|STRG.10938.2:0-1631|+     -            544 30640at50557         -            649     3e-06   24.6   0.2   2   2   0.00028     0.023   11.7   0.2   180   265   381   467   375   485 0.83 -
68581at50557_45779_0:003c15|STRG.19126.1:1318-1458|+   -             47 30640at50557         -            649   7.6e-06   23.3   0.0   1   1   9.4e-08   7.8e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.19126.2:1617-1757|+   -             47 30640at50557         -            649   7.6e-06   23.3   0.0   1   1   9.4e-08   7.8e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.19126.3:1377-1517|+   -             47 30640at50557         -            649   7.6e-06   23.3   0.0   1   1   9.4e-08   7.8e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.19126.4:1315-1455|+   -             47 30640at50557         -            649   7.6e-06   23.3   0.0   1   1   9.4e-08   7.8e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.19126.5:1203-1343|+   -             47 30640at50557         -            649   7.6e-06   23.3   0.0   1   1   9.4e-08   7.8e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.19126.6:1374-1514|+   -             47 30640at50557         -            649   7.6e-06   23.3   0.0   1   1   9.4e-08   7.8e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
98332at50557_1155016_0:002d21|STRG.19575.1:1710-1868|+ -             53 30640at50557         -            649   1.5e-05   22.3   0.0   1   1   1.8e-07   1.5e-05   22.3   0.0   410   455     7    52     1    53 0.90 -
98332at50557_1155016_0:002d21|STRG.19575.2:1903-2061|+ -             53 30640at50557         -            649   1.5e-05   22.3   0.0   1   1   1.8e-07   1.5e-05   22.3   0.0   410   455     7    52     1    53 0.90 -
98332at50557_1155016_0:002d21|STRG.19575.3:3294-3452|+ -             53 30640at50557         -            649   1.5e-05   22.3   0.0   1   1   1.8e-07   1.5e-05   22.3   0.0   410   455     7    52     1    53 0.90 -
98332at50557_197043_0:002812|STRG.17727.1:1996-2169|+  -             58 30640at50557         -            649   2.1e-05   21.8   0.0   1   1   2.8e-07   2.3e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.17727.2:1996-2169|+  -             58 30640at50557         -            649   2.1e-05   21.8   0.0   1   1   2.8e-07   2.3e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.17727.3:1996-2169|+  -             58 30640at50557         -            649   2.1e-05   21.8   0.0   1   1   2.8e-07   2.3e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98981at50557_307491_0:003900|STRG.6966.3:207-1676|+    -            490 30640at50557         -            649   3.7e-05   21.0   0.2   1   1   6.5e-07   5.4e-05   20.5   0.2    85   278    52   254    21   278 0.66 -
98981at50557_307491_0:003900|STRG.6966.5:102-1658|+    -            519 30640at50557         -            649   4.4e-05   20.8   0.2   1   1   7.4e-07   6.1e-05   20.3   0.2    85   278    52   254    21   278 0.66 -
98981at50557_307491_0:003900|STRG.6966.1:207-1841|+    -            545 30640at50557         -            649   4.7e-05   20.7   0.2   1   1   8.3e-07   6.9e-05   20.1   0.2    85   278    52   254    21   278 0.66 -
91571at50557_7038_0:00203c|STRG.5992.1:1105-2019|+     -            305 30640at50557         -            649   5.2e-05   20.5   0.0   1   1   8.3e-07   6.9e-05   20.1   0.0   405   461   243   301   233   305 0.86 -
91571at50557_7038_0:00203c|STRG.5992.2:1184-2098|+     -            305 30640at50557         -            649   5.2e-05   20.5   0.0   1   1   8.3e-07   6.9e-05   20.1   0.0   405   461   243   301   233   305 0.86 -
98981at50557_307491_0:003900|STRG.6966.2:207-1928|+    -            574 30640at50557         -            649   5.4e-05   20.4   0.2   1   1   9.3e-07   7.7e-05   19.9   0.2    85   278    52   254    21   278 0.66 -
68581at50557_104452_0:00171a|STRG.5166.1:3593-4108|+   -            172 30640at50557         -            649   8.6e-05   19.8   0.0   1   2    0.0028      0.23    8.4   0.0   414   456    39    82    34    91 0.88 -
68581at50557_104452_0:00171a|STRG.5166.1:3593-4108|+   -            172 30640at50557         -            649   8.6e-05   19.8   0.0   2   2    0.0013      0.11    9.5   0.0   414   452   131   170   121   172 0.80 -
68581at50557_104452_0:00171a|STRG.5166.2:3377-3892|+   -            172 30640at50557         -            649   8.6e-05   19.8   0.0   1   2    0.0028      0.23    8.4   0.0   414   456    39    82    34    91 0.88 -
68581at50557_104452_0:00171a|STRG.5166.2:3377-3892|+   -            172 30640at50557         -            649   8.6e-05   19.8   0.0   2   2    0.0013      0.11    9.5   0.0   414   452   131   170   121   172 0.80 -
71152at50557_103372_0:00095c|STRG.460.1:0-1415|+       -            472 30640at50557         -            649   8.6e-05   19.8   0.0   1   1   1.7e-06   0.00014   19.1   0.0   399   456   409   468   397   472 0.86 -
50587at50557_224129_0:0010db|STRG.4365.1:641-1372|+    -            244 30640at50557         -            649   0.00027   18.1   0.0   1   1   3.8e-06   0.00031   17.9   0.0   124   192   105   178    28   190 0.77 -
50587at50557_224129_0:0010db|STRG.4365.2:683-1414|+    -            244 30640at50557         -            649   0.00027   18.1   0.0   1   1   3.8e-06   0.00031   17.9   0.0   124   192   105   178    28   190 0.77 -
50587at50557_224129_0:0010db|STRG.4365.3:474-1205|+    -            244 30640at50557         -            649   0.00027   18.1   0.0   1   1   3.8e-06   0.00031   17.9   0.0   124   192   105   178    28   190 0.77 -
30640at50557_29031_0:000bee|STRG.6966.6:99-821|+       -            241 30640at50557         -            649   0.00051   17.2   0.1   1   1   6.2e-06   0.00051   17.2   0.1    85   192    53   165    18   240 0.75 -
98332at50557_197043_0:002812|STRG.4324.1:651-815|-     -             55 30640at50557         -            649   0.00067   16.8   0.0   1   1   8.2e-06   0.00068   16.8   0.0   408   454     4    55     1    55 0.81 -
91571at50557_143948_0:002f00|STRG.10674.1:1088-1270|+  -             61 30640at50557         -            649     0.011   12.8   0.0   1   1   0.00013     0.011   12.8   0.0   411   455    16    60     3    61 0.82 -
68581at50557_104452_0:00171a|STRG.16955.2:2997-3407|+  -            137 30640at50557         -            649     0.017   12.2   0.0   1   1   0.00025      0.02   11.9   0.0   408   455    17    65    12    85 0.88 -
68581at50557_104452_0:00171a|STRG.16955.4:536-946|+    -            137 30640at50557         -            649     0.017   12.2   0.0   1   1   0.00025      0.02   11.9   0.0   408   455    17    65    12    85 0.88 -
98332at50557_1155016_0:002d21|STRG.13360.1:837-998|+   -             54 30640at50557         -            649     0.018   12.1   0.1   1   1   0.00022     0.018   12.1   0.1   407   451     5    53     1    54 0.77 -
98332at50557_1155016_0:002d21|STRG.13360.2:837-998|+   -             54 30640at50557         -            649     0.018   12.1   0.1   1   1   0.00022     0.018   12.1   0.1   407   451     5    53     1    54 0.77 -
98332at50557_1155016_0:002d21|STRG.13360.3:837-998|+   -             54 30640at50557         -            649     0.018   12.1   0.1   1   1   0.00022     0.018   12.1   0.1   407   451     5    53     1    54 0.77 -
68581at50557_45779_0:003c15|STRG.2755.1:3231-3365|+    -             45 30640at50557         -            649     0.019   12.1   0.0   1   1   0.00022     0.019   12.1   0.0   408   450     2    44     1    45 0.93 -
68581at50557_45779_0:003c15|STRG.2755.2:3229-3363|+    -             45 30640at50557         -            649     0.019   12.1   0.0   1   1   0.00022     0.019   12.1   0.0   408   450     2    44     1    45 0.93 -
68581at50557_45779_0:003c15|STRG.2755.3:2937-3071|+    -             45 30640at50557         -            649     0.019   12.1   0.0   1   1   0.00022     0.019   12.1   0.0   408   450     2    44     1    45 0.93 -
98332at50557_1155016_0:002d21|STRG.4309.1:491-634|+    -             48 30640at50557         -            649     0.022   11.8   0.0   1   1   0.00027     0.022   11.8   0.0   413   447    10    47     2    48 0.81 -
98332at50557_1218281_0:000683|STRG.16330.1:2049-2192|+ -             48 30640at50557         -            649     0.032   11.3   0.0   1   1   0.00039     0.033   11.3   0.0   407   452     3    48     1    48 0.92 -
98332at50557_37001_0:001c0d|STRG.13455.10:2486-2758|+  -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.10:2486-2758|+  -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.11:2340-2612|+  -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.11:2340-2612|+  -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.1:1711-1983|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.1:1711-1983|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.2:1174-1446|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.2:1174-1446|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.3:1744-2016|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.3:1744-2016|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.4:2343-2615|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.4:2343-2615|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.5:2497-2769|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.5:2497-2769|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.6:6148-6420|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.6:6148-6420|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.7:1066-1338|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.7:1066-1338|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.8:7803-8075|+   -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.8:7803-8075|+   -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.13455.9:827-1099|+    -             91 30640at50557         -            649     0.034   11.2   0.0   1   2     0.022       1.8    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.13455.9:827-1099|+    -             91 30640at50557         -            649     0.034   11.2   0.0   2   2     0.046       3.8    4.4   0.0   403   452    43    91    33    91 0.88 -
68581at50557_166423_0:000f4f|STRG.7529.1:0-863|+       -            288 30640at50557         -            649       0.1    9.6   0.0   1   2    0.0028      0.24    8.4   0.0   408   453    21    66    15    93 0.81 -
68581at50557_166423_0:000f4f|STRG.7529.1:0-863|+       -            288 30640at50557         -            649       0.1    9.6   0.0   2   2       3.3   2.8e+02   -1.7   0.0   408   430    93   115    72   146 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/30640at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:34:28 2024
# [ok]
