#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.12245.3:0-1535|+    -            512 72085at50557         -            399  3.7e-167  554.8   0.0   1   1  6.8e-169  6.1e-167  554.1   0.0     1   399    35   505    35   505 0.91 -
138762at50557_13249_0:0030f7|STRG.1105.1:205-1626|+   -            474 72085at50557         -            399   6.6e-23   79.8   0.2   1   2       1.2   1.1e+02    0.0   0.0   115   157   135   176    95   193 0.75 -
138762at50557_13249_0:0030f7|STRG.1105.1:205-1626|+   -            474 72085at50557         -            399   6.6e-23   79.8   0.2   2   2     4e-24   3.6e-22   77.4   0.0   211   390   252   450   212   457 0.79 -
138762at50557_13249_0:0030f7|STRG.18530.1:54-1526|+   -            491 72085at50557         -            399   1.7e-22   78.4   0.1   1   2         2   1.8e+02   -0.6   0.0    93   140   116   164   106   203 0.54 -
138762at50557_13249_0:0030f7|STRG.18530.1:54-1526|+   -            491 72085at50557         -            399   1.7e-22   78.4   0.1   2   2   8.2e-24   7.3e-22   76.4   0.0   220   385   278   462   235   473 0.83 -
138762at50557_13249_0:0030f7|STRG.1106.1:860-2191|+   -            444 72085at50557         -            399     4e-22   77.2   0.0   1   2       1.7   1.5e+02   -0.4   0.0   116   157   136   176    94   191 0.70 -
138762at50557_13249_0:0030f7|STRG.1106.1:860-2191|+   -            444 72085at50557         -            399     4e-22   77.2   0.0   2   2     2e-23   1.8e-21   75.1   0.0   220   382   261   442   243   444 0.85 -
138762at50557_13249_0:0030f7|STRG.6039.1:165-1583|+   -            473 72085at50557         -            399   7.9e-22   76.3   0.1   1   2       5.3   4.7e+02   -2.1   0.0   129   156   148   175    95   182 0.64 -
138762at50557_13249_0:0030f7|STRG.6039.1:165-1583|+   -            473 72085at50557         -            399   7.9e-22   76.3   0.1   2   2   2.5e-23   2.3e-21   74.7   0.0   205   393   245   452   178   456 0.77 -
138762at50557_13249_0:0030f7|STRG.6029.1:162-1598|+   -            479 72085at50557         -            399   9.6e-22   76.0   0.1   1   2         2   1.8e+02   -0.7   0.0   113   157   132   175    95   183 0.73 -
138762at50557_13249_0:0030f7|STRG.6029.1:162-1598|+   -            479 72085at50557         -            399   9.6e-22   76.0   0.1   2   2   4.6e-23   4.2e-21   73.9   0.0   217   392   260   456   213   459 0.78 -
138762at50557_13249_0:0030f7|STRG.1109.1:500-1924|+   -            475 72085at50557         -            399   1.1e-21   75.8   0.0   1   2       2.3   2.1e+02   -0.9   0.0   126   157   145   176   100   190 0.84 -
138762at50557_13249_0:0030f7|STRG.1109.1:500-1924|+   -            475 72085at50557         -            399   1.1e-21   75.8   0.0   2   2   5.4e-23   4.9e-21   73.6   0.0   220   389   261   449   219   457 0.86 -
72085at50557_121225_0:000e97|STRG.16862.1:245-1018|+  -            258 72085at50557         -            399   3.6e-21   74.1   2.0   1   1   4.8e-23   4.3e-21   73.8   2.0   155   384     6   255     1   257 0.82 -
138762at50557_13249_0:0030f7|STRG.1107.1:174-1592|+   -            473 72085at50557         -            399   4.1e-21   73.9   0.0   1   2       1.2   1.1e+02    0.0   0.0   129   157   148   176    96   188 0.84 -
138762at50557_13249_0:0030f7|STRG.1107.1:174-1592|+   -            473 72085at50557         -            399   4.1e-21   73.9   0.0   2   2   2.9e-22   2.6e-20   71.3   0.0   220   392   261   452   218   457 0.84 -
138762at50557_13249_0:0030f7|STRG.1111.1:643-2067|+   -            475 72085at50557         -            399   8.7e-21   72.8   0.1   1   2       2.6   2.4e+02   -1.1   0.0   123   156   142   175    86   184 0.71 -
138762at50557_13249_0:0030f7|STRG.1111.1:643-2067|+   -            475 72085at50557         -            399   8.7e-21   72.8   0.1   2   2   3.5e-22   3.1e-20   71.0   0.0   220   393   262   454   219   457 0.83 -
72085at50557_7539_0:00354a|STRG.15696.1:60-938|+      -            293 72085at50557         -            399   2.2e-20   71.5   0.3   1   1   3.6e-22   3.3e-20   70.9   0.3   232   384   122   282    85   286 0.84 -
138762at50557_13249_0:0030f7|STRG.18070.1:3-1376|+    -            458 72085at50557         -            399   1.4e-19   68.9   0.1   1   3         1        90    0.3   0.0   115   160   116   160    99   173 0.77 -
138762at50557_13249_0:0030f7|STRG.18070.1:3-1376|+    -            458 72085at50557         -            399   1.4e-19   68.9   0.1   2   3      0.51        45    1.3   0.1   113   137   212   236   199   240 0.86 -
138762at50557_13249_0:0030f7|STRG.18070.1:3-1376|+    -            458 72085at50557         -            399   1.4e-19   68.9   0.1   3   3   9.2e-20   8.3e-18   63.0   0.0   227   386   251   426   240   439 0.82 -
138762at50557_13249_0:0030f7|STRG.6032.1:3133-4584|+  -            484 72085at50557         -            399   1.4e-19   68.9   0.0   1   2       1.2   1.1e+02    0.1   0.0    86   119   109   142    68   199 0.61 -
138762at50557_13249_0:0030f7|STRG.6032.1:3133-4584|+  -            484 72085at50557         -            399   1.4e-19   68.9   0.0   2   2   1.2e-20   1.1e-18   65.9   0.0   221   385   279   465   265   473 0.80 -
138762at50557_13249_0:0030f7|STRG.6032.2:33-1484|+    -            484 72085at50557         -            399   1.4e-19   68.9   0.0   1   2       1.2   1.1e+02    0.1   0.0    86   119   109   142    68   199 0.61 -
138762at50557_13249_0:0030f7|STRG.6032.2:33-1484|+    -            484 72085at50557         -            399   1.4e-19   68.9   0.0   2   2   1.2e-20   1.1e-18   65.9   0.0   221   385   279   465   265   473 0.80 -
126811at50557_39758_0:001e02|STRG.19496.1:436-1845|+  -            470 72085at50557         -            399     2e-19   68.3   0.0   1   2      0.19        17    2.7   0.0    52   106    10    61     5   117 0.80 -
126811at50557_39758_0:001e02|STRG.19496.1:436-1845|+  -            470 72085at50557         -            399     2e-19   68.3   0.0   2   2   8.7e-20   7.9e-18   63.1   0.0   232   385   265   434   246   438 0.82 -
126811at50557_39758_0:001e02|STRG.19496.2:276-1685|+  -            470 72085at50557         -            399     2e-19   68.3   0.0   1   2      0.19        17    2.7   0.0    52   106    10    61     5   117 0.80 -
126811at50557_39758_0:001e02|STRG.19496.2:276-1685|+  -            470 72085at50557         -            399     2e-19   68.3   0.0   2   2   8.7e-20   7.9e-18   63.1   0.0   232   385   265   434   246   438 0.82 -
138762at50557_13249_0:0030f7|STRG.6035.1:27-1526|+    -            500 72085at50557         -            399   6.2e-19   66.7   0.0   1   1   1.7e-20   1.6e-18   65.4   0.0   220   385   274   461   260   472 0.83 -
138762at50557_13249_0:0030f7|STRG.10041.1:128-1600|+  -            491 72085at50557         -            399   7.3e-19   66.5   0.0   1   1   1.7e-20   1.5e-18   65.5   0.0   205   385   260   456   231   465 0.82 -
138762at50557_13249_0:0030f7|STRG.19232.1:48-1502|+   -            485 72085at50557         -            399   8.7e-19   66.2   0.0   1   2       1.9   1.7e+02   -0.6   0.0    96   257   109   154    66   176 0.59 -
138762at50557_13249_0:0030f7|STRG.19232.1:48-1502|+   -            485 72085at50557         -            399   8.7e-19   66.2   0.0   2   2     4e-20   3.6e-18   64.2   0.0   219   393   269   462   212   467 0.81 -
94143at50557_286706_0:002f5f|STRG.17028.2:437-1564|+  -            376 72085at50557         -            399   1.1e-18   65.9   0.0   1   2     0.047       4.3    4.7   0.0   118   193    43   115     3   121 0.80 -
94143at50557_286706_0:002f5f|STRG.17028.2:437-1564|+  -            376 72085at50557         -            399   1.1e-18   65.9   0.0   2   2   2.2e-18     2e-16   58.5   0.0   219   385   185   365   180   369 0.81 -
138762at50557_13249_0:0030f7|STRG.2632.2:221-1597|+   -            459 72085at50557         -            399   1.3e-18   65.6   1.9   1   2     0.025       2.2    5.6   0.9     6   157    27   193    23   201 0.57 -
138762at50557_13249_0:0030f7|STRG.2632.2:221-1597|+   -            459 72085at50557         -            399   1.3e-18   65.6   1.9   2   2   1.3e-17   1.2e-15   55.9   0.0   231   384   290   459   276   459 0.81 -
138762at50557_13249_0:0030f7|STRG.17028.1:523-2013|+  -            497 72085at50557         -            399     2e-18   65.0   0.0   1   2     0.038       3.4    5.0   0.1   118   194   147   220   101   267 0.76 -
138762at50557_13249_0:0030f7|STRG.17028.1:523-2013|+  -            497 72085at50557         -            399     2e-18   65.0   0.0   2   2   4.1e-18   3.7e-16   57.6   0.0   219   385   289   469   283   473 0.81 -
138762at50557_13249_0:0030f7|STRG.17028.4:1659-3149|+ -            497 72085at50557         -            399     2e-18   65.0   0.0   1   2     0.038       3.4    5.0   0.1   118   194   147   220   101   267 0.76 -
138762at50557_13249_0:0030f7|STRG.17028.4:1659-3149|+ -            497 72085at50557         -            399     2e-18   65.0   0.0   2   2   4.1e-18   3.7e-16   57.6   0.0   219   385   289   469   283   473 0.81 -
138762at50557_13249_0:0030f7|STRG.6041.1:116-1489|+   -            458 72085at50557         -            399   4.1e-18   64.0   0.0   1   2       4.5   4.1e+02   -1.8   0.0   126   155   157   186   108   191 0.65 -
138762at50557_13249_0:0030f7|STRG.6041.1:116-1489|+   -            458 72085at50557         -            399   4.1e-18   64.0   0.0   2   2   1.4e-19   1.2e-17   62.5   0.0   220   383   273   457   263   458 0.85 -
138762at50557_13249_0:0030f7|STRG.8799.1:96-1562|+    -            489 72085at50557         -            399   4.6e-18   63.8   0.9   1   2       1.7   1.5e+02   -0.4   0.4   175   275    71   174    34   181 0.67 -
138762at50557_13249_0:0030f7|STRG.8799.1:96-1562|+    -            489 72085at50557         -            399   4.6e-18   63.8   0.9   2   2   1.5e-19   1.4e-17   62.3   0.0   183   393   234   466   198   471 0.75 -
138762at50557_13249_0:0030f7|STRG.9783.1:9-1484|+     -            492 72085at50557         -            399   4.8e-18   63.8   0.0   1   1   1.1e-19   9.7e-18   62.8   0.0   233   385   298   462   286   475 0.85 -
138762at50557_13249_0:0030f7|STRG.18026.1:645-2129|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   1   4       3.8   3.4e+02   -1.6   0.0     5    22    26    43    23    76 0.76 -
138762at50557_13249_0:0030f7|STRG.18026.1:645-2129|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   2   4       3.4     3e+02   -1.4   0.0   115   160   152   196   136   201 0.72 -
138762at50557_13249_0:0030f7|STRG.18026.1:645-2129|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   3   4         2   1.8e+02   -0.7   0.0   112   137   248   273   238   279 0.84 -
138762at50557_13249_0:0030f7|STRG.18026.1:645-2129|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   4   4     2e-18   1.8e-16   58.6   0.0   230   385   291   462   277   476 0.83 -
138762at50557_13249_0:0030f7|STRG.18026.2:209-1693|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   1   4       3.8   3.4e+02   -1.6   0.0     5    22    26    43    23    76 0.76 -
138762at50557_13249_0:0030f7|STRG.18026.2:209-1693|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   2   4       3.4     3e+02   -1.4   0.0   115   160   152   196   136   201 0.72 -
138762at50557_13249_0:0030f7|STRG.18026.2:209-1693|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   3   4         2   1.8e+02   -0.7   0.0   112   137   248   273   238   279 0.84 -
138762at50557_13249_0:0030f7|STRG.18026.2:209-1693|+  -            495 72085at50557         -            399   9.1e-18   62.9   0.1   4   4     2e-18   1.8e-16   58.6   0.0   230   385   291   462   277   476 0.83 -
138762at50557_13249_0:0030f7|STRG.18026.3:18-1502|+   -            495 72085at50557         -            399   9.1e-18   62.9   0.1   1   4       3.8   3.4e+02   -1.6   0.0     5    22    26    43    23    76 0.76 -
138762at50557_13249_0:0030f7|STRG.18026.3:18-1502|+   -            495 72085at50557         -            399   9.1e-18   62.9   0.1   2   4       3.4     3e+02   -1.4   0.0   115   160   152   196   136   201 0.72 -
138762at50557_13249_0:0030f7|STRG.18026.3:18-1502|+   -            495 72085at50557         -            399   9.1e-18   62.9   0.1   3   4         2   1.8e+02   -0.7   0.0   112   137   248   273   238   279 0.84 -
138762at50557_13249_0:0030f7|STRG.18026.3:18-1502|+   -            495 72085at50557         -            399   9.1e-18   62.9   0.1   4   4     2e-18   1.8e-16   58.6   0.0   230   385   291   462   277   476 0.83 -
138762at50557_13249_0:0030f7|STRG.15247.3:268-1260|+  -            331 72085at50557         -            399   2.2e-17   61.6   0.0   1   1   3.1e-19   2.8e-17   61.3   0.0   178   384   106   331    99   331 0.77 -
138762at50557_13249_0:0030f7|STRG.17904.1:96-1559|+   -            488 72085at50557         -            399   2.3e-17   61.6   0.9   1   2       1.7   1.5e+02   -0.4   0.2   177   248    73   148    33   181 0.54 -
138762at50557_13249_0:0030f7|STRG.17904.1:96-1559|+   -            488 72085at50557         -            399   2.3e-17   61.6   0.9   2   2   5.8e-19   5.2e-17   60.4   0.0   219   393   273   466   203   471 0.80 -
72085at50557_197043_0:003e79|STRG.18368.1:117-683|+   -            189 72085at50557         -            399   2.9e-17   61.2   0.0   1   1   3.8e-19   3.4e-17   61.0   0.0   237   385     2   165     1   177 0.81 -
138762at50557_13249_0:0030f7|STRG.17350.1:130-1473|+  -            448 72085at50557         -            399   3.2e-17   61.1   0.1   1   2      0.71        64    0.8   0.0   113   154   131   171    54   190 0.62 -
138762at50557_13249_0:0030f7|STRG.17350.1:130-1473|+  -            448 72085at50557         -            399   3.2e-17   61.1   0.1   2   2   3.1e-18   2.8e-16   58.0   0.0   220   380   271   446   225   448 0.83 -
138762at50557_13249_0:0030f7|STRG.17350.2:119-1462|+  -            448 72085at50557         -            399   3.2e-17   61.1   0.1   1   2      0.71        64    0.8   0.0   113   154   131   171    54   190 0.62 -
138762at50557_13249_0:0030f7|STRG.17350.2:119-1462|+  -            448 72085at50557         -            399   3.2e-17   61.1   0.1   2   2   3.1e-18   2.8e-16   58.0   0.0   220   380   271   446   225   448 0.83 -
138762at50557_13249_0:0030f7|STRG.1095.1:3-1325|+     -            441 72085at50557         -            399   3.2e-17   61.1   0.0   1   2      0.45        41    1.5   0.0   115   157   103   145    64   156 0.83 -
138762at50557_13249_0:0030f7|STRG.1095.1:3-1325|+     -            441 72085at50557         -            399   3.2e-17   61.1   0.0   2   2   5.1e-18   4.6e-16   57.3   0.0   220   385   229   412   203   420 0.82 -
138762at50557_13249_0:0030f7|STRG.15247.1:69-1538|+   -            490 72085at50557         -            399   7.4e-17   59.9   0.0   1   2      0.39        35    1.7   0.0   126   157   154   185   140   189 0.88 -
138762at50557_13249_0:0030f7|STRG.15247.1:69-1538|+   -            490 72085at50557         -            399   7.4e-17   59.9   0.0   2   2   1.4e-17   1.2e-15   55.9   0.0   221   385   277   457   240   466 0.81 -
72085at50557_7227_0:001699|STRG.6325.1:688-1434|+     -            249 72085at50557         -            399   1.5e-16   58.8   0.0   1   1   1.9e-18   1.7e-16   58.7   0.0   215   384    38   221     1   230 0.75 -
72085at50557_7227_0:001699|STRG.6325.3:615-1361|+     -            249 72085at50557         -            399   1.5e-16   58.8   0.0   1   1   1.9e-18   1.7e-16   58.7   0.0   215   384    38   221     1   230 0.75 -
96248at50557_74873_0:000ac6|STRG.11870.1:255-1634|+   -            460 72085at50557         -            399   1.5e-16   58.8   0.1   1   2      0.15        14    3.0   0.0     7   121    21   136    16   158 0.68 -
96248at50557_74873_0:000ac6|STRG.11870.1:255-1634|+   -            460 72085at50557         -            399   1.5e-16   58.8   0.1   2   2   6.4e-17   5.8e-15   53.6   0.0   228   384   286   456   265   457 0.83 -
72085at50557_64793_0:002c2e|STRG.13380.1:670-1401|+   -            244 72085at50557         -            399   2.5e-16   58.1   0.0   1   1   4.1e-18   3.6e-16   57.6   0.0   218   379    63   243    29   244 0.80 -
72085at50557_166423_0:000771|STRG.15247.2:61-603|+    -            181 72085at50557         -            399   2.8e-16   58.0   0.0   1   1   3.8e-18   3.4e-16   57.7   0.0   225   385     3   179     1   180 0.78 -
94143at50557_1218281_0:001751|STRG.12879.1:11-214|+   -             68 72085at50557         -            399   3.7e-16   57.6   0.0   1   1   4.4e-18     4e-16   57.5   0.0   280   344     2    68     1    68 0.92 -
72085at50557_76194_0:001f31|STRG.6032.1:548-1600|+    -            351 72085at50557         -            399   4.5e-16   57.3   0.0   1   2       7.9   7.1e+02   -2.6   0.0   115   156    37    80    22   102 0.63 -
72085at50557_76194_0:001f31|STRG.6032.1:548-1600|+    -            351 72085at50557         -            399   4.5e-16   57.3   0.0   2   2   1.2e-17     1e-15   56.1   0.0   221   384   167   350   163   351 0.80 -
94143at50557_144034_0:000c48|STRG.11870.2:0-1325|+    -            442 72085at50557         -            399   5.3e-16   57.1   0.1   1   2      0.57        51    1.1   0.0    87   121    83   115     1   136 0.67 -
94143at50557_144034_0:000c48|STRG.11870.2:0-1325|+    -            442 72085at50557         -            399   5.3e-16   57.1   0.1   2   2   5.9e-17   5.3e-15   53.8   0.0   228   384   265   435   244   436 0.83 -
72085at50557_7227_0:001699|STRG.6325.2:615-1358|+     -            248 72085at50557         -            399   9.5e-16   56.2   0.0   1   1   1.3e-17   1.1e-15   56.0   0.0   226   384    48   220     2   229 0.79 -
72085at50557_64793_0:002c2e|STRG.18377.2:39-890|+     -            284 72085at50557         -            399   1.4e-15   55.7   0.0   1   2       2.1   1.9e+02   -0.8   0.0   113   137    65    89    34   105 0.82 -
72085at50557_64793_0:002c2e|STRG.18377.2:39-890|+     -            284 72085at50557         -            399   1.4e-15   55.7   0.0   2   2   5.1e-17   4.6e-15   54.0   0.0   232   385   110   279    94   282 0.80 -
138762at50557_13249_0:0030f7|STRG.1093.1:497-1912|+   -            472 72085at50557         -            399   1.5e-15   55.6   0.0   1   2     0.036       3.2    5.1   0.0   113   157   132   176   118   190 0.91 -
138762at50557_13249_0:0030f7|STRG.1093.1:497-1912|+   -            472 72085at50557         -            399   1.5e-15   55.6   0.0   2   2   2.8e-15   2.5e-13   48.3   0.0   222   380   262   438   230   446 0.82 -
72085at50557_197043_0:003e79|STRG.11870.3:386-886|+   -            167 72085at50557         -            399   1.7e-15   55.4   0.0   1   1   2.1e-17   1.9e-15   55.3   0.0   233   383     2   166     1   167 0.82 -
72085at50557_224129_0:0015e5|STRG.16862.2:364-774|+   -            137 72085at50557         -            399   6.6e-15   53.5   0.0   1   1   8.3e-17   7.4e-15   53.3   0.0   246   364     5   137     1   137 0.78 -
138762at50557_13249_0:0030f7|STRG.1092.1:158-1570|+   -            471 72085at50557         -            399     1e-14   52.9   0.0   1   2         2   1.8e+02   -0.7   0.0   127   157   146   176    96   186 0.82 -
138762at50557_13249_0:0030f7|STRG.1092.1:158-1570|+   -            471 72085at50557         -            399     1e-14   52.9   0.0   2   2   6.2e-16   5.6e-14   50.4   0.0   220   380   259   437   240   445 0.82 -
72085at50557_64793_0:002c2e|STRG.14355.1:777-1487|+   -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.14355.2:866-1576|+   -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.14355.3:876-1586|+   -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.14355.4:1012-1722|+  -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.14355.5:853-1563|+   -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.14355.6:865-1575|+   -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.14355.7:964-1674|+   -            237 72085at50557         -            399   1.1e-14   52.8   0.1   1   1   1.5e-16   1.3e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_7460_0:00258b|STRG.2632.1:226-1227|+     -            334 72085at50557         -            399   8.5e-14   49.8   0.2   1   2     0.053       4.8    4.5   0.1   121   158    43    82    24   158 0.86 -
72085at50557_7460_0:00258b|STRG.2632.1:226-1227|+     -            334 72085at50557         -            399   8.5e-14   49.8   0.2   2   2   6.8e-14   6.1e-12   43.7   0.0   230   364   177   327   163   334 0.79 -
96248at50557_74873_0:000ac6|STRG.5871.1:33-1508|+     -            492 72085at50557         -            399   2.1e-13   48.5   0.1   1   2      0.08       7.2    3.9   0.0     7   121    19   133    13   152 0.75 -
