#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
108301at50557_103372_0:000620|STRG.5554.1:0-797|+     -            266 108301at50557        -            228  1.9e-106  353.4  12.7   1   1  1.6e-108  2.4e-106  353.0  12.7     1   227    13   266    13   266 0.97 -
35300at50557_103372_0:00201f|STRG.17552.1:261-3188|+  -            976 108301at50557        -            228   1.1e-50  171.0  26.2   3   6      0.38        56    1.8   0.0   111   137   318   344   308   360 0.74 -
35300at50557_103372_0:00201f|STRG.17552.1:261-3188|+  -            976 108301at50557        -            228   1.1e-50  171.0  26.2   4   6     2e-32     3e-30  104.1   4.0    45   153   463   571   437   604 0.88 -
35300at50557_103372_0:00201f|STRG.17552.1:261-3188|+  -            976 108301at50557        -            228   1.1e-50  171.0  26.2   5   6   8.7e-07   0.00013   20.3   0.1   107   165   729   787   696   815 0.87 -
35300at50557_103372_0:00201f|STRG.17552.1:261-3188|+  -            976 108301at50557        -            228   1.1e-50  171.0  26.2   6   6      0.54        79    1.3   0.1   118   175   852   904   835   930 0.76 -
35300at50557_103372_0:002009|STRG.17552.4:0-1472|+    -            491 108301at50557        -            228     1e-37  128.5  14.7   1   5   2.6e-31   3.8e-29  100.5   6.0    53   151     4   102     2   112 0.97 -
35300at50557_103372_0:002009|STRG.17552.4:0-1472|+    -            491 108301at50557        -            228     1e-37  128.5  14.7   2   5    0.0081       1.2    7.3   0.0   123   165   206   248   180   257 0.79 -
35300at50557_103372_0:002009|STRG.17552.4:0-1472|+    -            491 108301at50557        -            228     1e-37  128.5  14.7   3   5   3.6e-05    0.0053   15.0   0.0   103   164   258   319   249   338 0.86 -
35300at50557_103372_0:002009|STRG.17552.4:0-1472|+    -            491 108301at50557        -            228     1e-37  128.5  14.7   4   5    0.0043      0.63    8.2   0.2    66   153   372   458   367   462 0.82 -
35300at50557_103372_0:002009|STRG.17552.4:0-1472|+    -            491 108301at50557        -            228     1e-37  128.5  14.7   5   5      0.84   1.2e+02    0.7   0.0    57   110   435   486   431   488 0.79 -
41065at50557_133901_0:001440|STRG.14266.1:313-1644|+  -            444 108301at50557        -            228   1.1e-34  118.6  29.6   1   3   6.2e-12   9.1e-10   37.1   0.6    68   165     2    94     1   105 0.91 -
41065at50557_133901_0:001440|STRG.14266.1:313-1644|+  -            444 108301at50557        -            228   1.1e-34  118.6  29.6   2   3   0.00045     0.066   11.4   1.6    78   171   124   214    95   218 0.81 -
41065at50557_133901_0:001440|STRG.14266.1:313-1644|+  -            444 108301at50557        -            228   1.1e-34  118.6  29.6   3   3     3e-25   4.4e-23   80.6  13.9    53   174   215   335   209   355 0.90 -
41065at50557_133901_0:001440|STRG.14266.2:39-1370|+   -            444 108301at50557        -            228   1.1e-34  118.6  29.6   1   3   6.2e-12   9.1e-10   37.1   0.6    68   165     2    94     1   105 0.91 -
41065at50557_133901_0:001440|STRG.14266.2:39-1370|+   -            444 108301at50557        -            228   1.1e-34  118.6  29.6   2   3   0.00045     0.066   11.4   1.6    78   171   124   214    95   218 0.81 -
41065at50557_133901_0:001440|STRG.14266.2:39-1370|+   -            444 108301at50557        -            228   1.1e-34  118.6  29.6   3   3     3e-25   4.4e-23   80.6  13.9    53   174   215   335   209   355 0.90 -
35300at50557_520822_0:001aca|STRG.17552.2:0-1655|+    -            552 108301at50557        -            228   1.1e-33  115.4  14.7   1   3   3.5e-30   5.1e-28   96.8   5.2    46   152    26   132     3   166 0.86 -
35300at50557_520822_0:001aca|STRG.17552.2:0-1655|+    -            552 108301at50557        -            228   1.1e-33  115.4  14.7   2   3   4.8e-07   7.1e-05   21.1   0.1   106   164   288   346   253   354 0.87 -
35300at50557_520822_0:001aca|STRG.17552.2:0-1655|+    -            552 108301at50557        -            228   1.1e-33  115.4  14.7   3   3      0.36        53    1.9   0.1   118   170   412   459   397   470 0.73 -
35300at50557_64793_0:0030e8|STRG.17557.1:96-554|+     -            153 108301at50557        -            228   1.2e-29  102.1   5.8   1   1     9e-32   1.3e-29  102.0   5.8    52   153     3   104     1   134 0.93 -
35300at50557_520822_0:00001c|STRG.11460.1:18-510|+    -            127 108301at50557        -            228   1.5e-29  101.8   6.0   1   1   1.2e-31   1.7e-29  101.6   6.0    53   154     4   105     2   126 0.94 -
138527at50557_315563_0:000b19|STRG.8387.1:267-1106|+  -            280 108301at50557        -            228   3.9e-24   84.1   6.5   1   1     4e-26   5.8e-24   83.5   6.5    23   171    47   190    18   197 0.87 -
138527at50557_315563_0:000b19|STRG.8387.2:519-1358|+  -            280 108301at50557        -            228   3.9e-24   84.1   6.5   1   1     4e-26   5.8e-24   83.5   6.5    23   171    47   190    18   197 0.87 -
138527at50557_315563_0:000b19|STRG.8387.3:139-978|+   -            280 108301at50557        -            228   3.9e-24   84.1   6.5   1   1     4e-26   5.8e-24   83.5   6.5    23   171    47   190    18   197 0.87 -
138527at50557_315563_0:000b19|STRG.8387.4:9-848|+     -            280 108301at50557        -            228   3.9e-24   84.1   6.5   1   1     4e-26   5.8e-24   83.5   6.5    23   171    47   190    18   197 0.87 -
13778at50557_103372_0:00133a|STRG.4945.1:143-2953|+   -            937 108301at50557        -            228   4.5e-24   83.9   5.9   1   1   7.4e-26   1.1e-23   82.6   5.9    51   180     4   132     1   147 0.94 -
13778at50557_103372_0:00133a|STRG.4945.2:217-3027|+   -            937 108301at50557        -            228   4.5e-24   83.9   5.9   1   1   7.4e-26   1.1e-23   82.6   5.9    51   180     4   132     1   147 0.94 -
13778at50557_103372_0:00133a|STRG.4945.3:0-2810|+     -            937 108301at50557        -            228   4.5e-24   83.9   5.9   1   1   7.4e-26   1.1e-23   82.6   5.9    51   180     4   132     1   147 0.94 -
108301at50557_1507135_0:001f86|STRG.8804.1:163-585|+  -            141 108301at50557        -            228   1.5e-22   78.9   1.3   1   1   1.1e-24   1.6e-22   78.8   1.3    48   164    30   141     4   141 0.92 -
41065at50557_103372_0:000e4c|STRG.7306.1:129-1571|+   -            481 108301at50557        -            228   5.9e-21   73.7  12.8   1   3   2.3e-12   3.3e-10   38.5   0.0    57   174    27   139    18   145 0.88 -
41065at50557_103372_0:000e4c|STRG.7306.1:129-1571|+   -            481 108301at50557        -            228   5.9e-21   73.7  12.8   2   3   1.3e-06   0.00018   19.7   0.0    68   165   152   244   147   282 0.86 -
41065at50557_103372_0:000e4c|STRG.7306.1:129-1571|+   -            481 108301at50557        -            228   5.9e-21   73.7  12.8   3   3   2.4e-07   3.6e-05   22.1   1.4   108   172   305   368   292   379 0.88 -
57156at50557_197043_0:0019bd|STRG.984.1:397-723|+     -            109 108301at50557        -            228   4.3e-17   61.0   0.7   1   1   3.2e-19   4.7e-17   60.9   0.7    56   167     2   108     1   109 0.96 -
108301at50557_13164_0:001ae6|STRG.15889.1:495-884|+   -            130 108301at50557        -            228   2.7e-14   51.9   0.4   1   1   2.1e-16   3.1e-14   51.7   0.4    43   158    20   130     7   130 0.88 -
108301at50557_13164_0:001ae6|STRG.15889.2:763-1152|+  -            130 108301at50557        -            228   2.7e-14   51.9   0.4   1   1   2.1e-16   3.1e-14   51.7   0.4    43   158    20   130     7   130 0.88 -
108301at50557_13164_0:001ae6|STRG.15889.3:547-936|+   -            130 108301at50557        -            228   2.7e-14   51.9   0.4   1   1   2.1e-16   3.1e-14   51.7   0.4    43   158    20   130     7   130 0.88 -
108301at50557_56086_0:003139|STRG.8936.2:82-402|+     -            107 108301at50557        -            228   3.4e-14   51.6   0.4   1   2   7.5e-14   1.1e-11   43.4   0.2    59   125     1    62     1    74 0.92 -
108301at50557_56086_0:003139|STRG.8936.2:82-402|+     -            107 108301at50557        -            228   3.4e-14   51.6   0.4   2   2    0.0094       1.4    7.1   0.0    92   126    71   105    63   106 0.90 -
57156at50557_28612_0:002d5e|STRG.9855.1:429-1052|+    -            208 108301at50557        -            228   1.1e-13   50.0   1.4   1   2   1.6e-10   2.4e-08   32.4   0.8    62   169     3   105     1   113 0.90 -
57156at50557_28612_0:002d5e|STRG.9855.1:429-1052|+    -            208 108301at50557        -            228   1.1e-13   50.0   1.4   2   2   3.6e-06   0.00053   18.2   0.0    97   173   101   177   100   193 0.87 -
57156at50557_28612_0:002d5e|STRG.9855.3:784-1407|+    -            208 108301at50557        -            228   1.1e-13   50.0   1.4   1   2   1.6e-10   2.4e-08   32.4   0.8    62   169     3   105     1   113 0.90 -
57156at50557_28612_0:002d5e|STRG.9855.3:784-1407|+    -            208 108301at50557        -            228   1.1e-13   50.0   1.4   2   2   3.6e-06   0.00053   18.2   0.0    97   173   101   177   100   193 0.87 -
35300at50557_520822_0:00001c|STRG.5302.1:264-506|+    -             81 108301at50557        -            228   1.7e-13   49.3   1.8   1   1   1.2e-15   1.8e-13   49.2   1.8    53   131     4    81     1    81 0.92 -
108301at50557_7220_0:000de6|STRG.7222.4:468-1010|+    -            181 108301at50557        -            228   1.1e-12   46.7   9.5   1   1   5.1e-14   7.5e-12   43.9   9.5    40   185    18   177     7   181 0.77 -
35300at50557_103372_0:002ae9|STRG.11461.1:1-1468|+    -            330 108301at50557        -            228   7.7e-12   43.9   3.1   1   5       1.5   2.2e+02   -0.1   0.0   125   162    35    72     8    80 0.80 -
35300at50557_103372_0:002ae9|STRG.11461.1:1-1468|+    -            330 108301at50557        -            228   7.7e-12   43.9   3.1   2   5   1.9e-08   2.8e-06   25.7   0.0    99   160    81   142    70   151 0.94 -
35300at50557_103372_0:002ae9|STRG.11461.1:1-1468|+    -            330 108301at50557        -            228   7.7e-12   43.9   3.1   3   5   0.00075      0.11   10.7   0.2   109   162   166   222   157   234 0.86 -
35300at50557_103372_0:002ae9|STRG.11461.1:1-1468|+    -            330 108301at50557        -            228   7.7e-12   43.9   3.1   4   5    0.0049      0.72    8.0   0.4   105   161   199   256   175   267 0.71 -
35300at50557_103372_0:002ae9|STRG.11461.1:1-1468|+    -            330 108301at50557        -            228   7.7e-12   43.9   3.1   5   5     0.067       9.8    4.3   0.1    62   111   264   311   240   319 0.80 -
108301at50557_7220_0:000de6|STRG.7222.1:530-979|+     -            150 108301at50557        -            228   1.5e-11   42.9   5.8   1   1   8.4e-13   1.2e-10   39.9   5.8    40   159    18   150     8   150 0.79 -
108301at50557_7220_0:000de6|STRG.7222.2:534-983|+     -            150 108301at50557        -            228   1.5e-11   42.9   5.8   1   1   8.4e-13   1.2e-10   39.9   5.8    40   159    18   150     8   150 0.79 -
108301at50557_7220_0:000de6|STRG.7222.3:538-987|+     -            150 108301at50557        -            228   1.5e-11   42.9   5.8   1   1   8.4e-13   1.2e-10   39.9   5.8    40   159    18   150     8   150 0.79 -
108301at50557_197043_0:001b73|STRG.5213.1:618-998|+   -            127 108301at50557        -            228   9.3e-11   40.3   1.0   1   1   7.6e-12   1.1e-09   36.8   1.0    87   158    56   127     1   127 0.74 -
108301at50557_197043_0:001b73|STRG.5213.2:399-779|+   -            127 108301at50557        -            228   9.3e-11   40.3   1.0   1   1   7.6e-12   1.1e-09   36.8   1.0    87   158    56   127     1   127 0.74 -
108301at50557_56086_0:003139|STRG.17010.1:1206-1598|+ -            131 108301at50557        -            228   1.9e-10   39.3   2.9   1   1   2.6e-12   3.8e-10   38.4   2.9    55   168     2   125     1   130 0.82 -
108301at50557_56086_0:003139|STRG.17010.2:984-1376|+  -            131 108301at50557        -            228   1.9e-10   39.3   2.9   1   1   2.6e-12   3.8e-10   38.4   2.9    55   168     2   125     1   130 0.82 -
108301at50557_56086_0:003139|STRG.17010.3:747-1139|+  -            131 108301at50557        -            228   1.9e-10   39.3   2.9   1   1   2.6e-12   3.8e-10   38.4   2.9    55   168     2   125     1   130 0.82 -
57156at50557_28612_0:002d5e|STRG.9855.4:291-791|+     -            167 108301at50557        -            228   3.6e-10   38.4   0.1   1   2   1.1e-06   0.00017   19.9   0.0   119   169    14    64     4    74 0.89 -
57156at50557_28612_0:002d5e|STRG.9855.4:291-791|+     -            167 108301at50557        -            228   3.6e-10   38.4   0.1   2   2   2.6e-06   0.00039   18.7   0.0    97   173    60   136    60   152 0.86 -
153723at50557_7176_0:003cd5|STRG.7101.1:112-1593|+    -            494 108301at50557        -            228   2.7e-09   35.6   1.7   1   2   6.4e-11   9.4e-09   33.8   1.2    20   150     9   148     1   189 0.75 -
153723at50557_7176_0:003cd5|STRG.7101.1:112-1593|+    -            494 108301at50557        -            228   2.7e-09   35.6   1.7   2   2      0.88   1.3e+02    0.6   0.5    23    71   145   193   137   214 0.83 -
35300at50557_103372_0:000db9|STRG.17558.1:1-1077|+    -            359 108301at50557        -            228   5.9e-09   34.4   1.7   1   3       1.9   2.8e+02   -0.5   0.0   123   162    33    72     8    85 0.79 -
35300at50557_103372_0:000db9|STRG.17558.1:1-1077|+    -            359 108301at50557        -            228   5.9e-09   34.4   1.7   2   3   2.3e-07   3.4e-05   22.1   0.0    98   160    80   142    50   165 0.89 -
35300at50557_103372_0:000db9|STRG.17558.1:1-1077|+    -            359 108301at50557        -            228   5.9e-09   34.4   1.7   3   3   0.00089      0.13   10.4   0.5   104   176   200   273   168   284 0.81 -
35300at50557_103372_0:000d33|STRG.17559.2:259-1269|+  -            254 108301at50557        -            228   7.2e-09   34.2   7.1   1   3   0.00034     0.051   11.8   0.1   107   182     3    78     1    84 0.89 -
35300at50557_103372_0:000d33|STRG.17559.2:259-1269|+  -            254 108301at50557        -            228   7.2e-09   34.2   7.1   2   3     5e-08   7.3e-06   24.3   0.7    73   134   113   176   107   197 0.75 -
35300at50557_103372_0:000d33|STRG.17559.2:259-1269|+  -            254 108301at50557        -            228   7.2e-09   34.2   7.1   3   3      0.42        61    1.7   0.0    66   109   181   222   175   226 0.81 -
35300at50557_103372_0:000d33|STRG.17559.1:259-987|+   -            243 108301at50557        -            228   1.5e-08   33.1   7.8   1   3   0.00049     0.072   11.3   0.2   107   182     3    78     1    84 0.85 -
35300at50557_103372_0:000d33|STRG.17559.1:259-987|+   -            243 108301at50557        -            228   1.5e-08   33.1   7.8   2   3   4.2e-08   6.2e-06   24.6   0.7    73   138   113   180   107   198 0.75 -
35300at50557_103372_0:000d33|STRG.17559.1:259-987|+   -            243 108301at50557        -            228   1.5e-08   33.1   7.8   3   3      0.42        62    1.7   0.1    66   108   181   221   175   225 0.81 -
26870at50557_13249_0:003446|STRG.16101.1:1579-2439|+  -            287 108301at50557        -            228   7.4e-08   30.8   0.0   1   2   1.3e-06   0.00019   19.7   0.0   108   164   113   169    93   173 0.92 -
26870at50557_13249_0:003446|STRG.16101.1:1579-2439|+  -            287 108301at50557        -            228   7.4e-08   30.8   0.0   2   2    0.0025      0.37    8.9   0.0    67   160   179   267   173   281 0.78 -
26870at50557_13249_0:003446|STRG.16101.2:1579-2439|+  -            287 108301at50557        -            228   7.4e-08   30.8   0.0   1   2   1.3e-06   0.00019   19.7   0.0   108   164   113   169    93   173 0.92 -
26870at50557_13249_0:003446|STRG.16101.2:1579-2439|+  -            287 108301at50557        -            228   7.4e-08   30.8   0.0   2   2    0.0025      0.37    8.9   0.0    67   160   179   267   173   281 0.78 -
65980at50557_224129_0:002010|STRG.9721.5:1221-1946|+  -            242 108301at50557        -            228   2.3e-07   29.2   4.0   1   3   0.00026     0.037   12.2   0.3    69   160     8    94     3   114 0.82 -
65980at50557_224129_0:002010|STRG.9721.5:1221-1946|+  -            242 108301at50557        -            228   2.3e-07   29.2   4.0   2   3    0.0029      0.42    8.8   0.4   109   183   111   185    98   186 0.81 -
65980at50557_224129_0:002010|STRG.9721.5:1221-1946|+  -            242 108301at50557        -            228   2.3e-07   29.2   4.0   3   3    0.0004     0.059   11.5   0.0   107   160   177   230   173   238 0.94 -
65980at50557_224129_0:002010|STRG.9721.7:479-1201|+   -            241 108301at50557        -            228   2.3e-07   29.2   4.0   1   3   0.00025     0.037   12.2   0.3    69   160     8    94     3   114 0.82 -
65980at50557_224129_0:002010|STRG.9721.7:479-1201|+   -            241 108301at50557        -            228   2.3e-07   29.2   4.0   2   3    0.0028      0.42    8.8   0.4   109   183   111   185    98   186 0.81 -
65980at50557_224129_0:002010|STRG.9721.7:479-1201|+   -            241 108301at50557        -            228   2.3e-07   29.2   4.0   3   3    0.0004     0.059   11.6   0.0   107   160   177   230   173   238 0.94 -
35300at50557_103372_0:000db9|STRG.17555.1:0-863|+     -            288 108301at50557        -            228   2.4e-06   25.9   7.7   1   3   4.7e-05    0.0068   14.6   0.2   101   167     2    72     1    82 0.83 -
35300at50557_103372_0:000db9|STRG.17555.1:0-863|+     -            288 108301at50557        -            228   2.4e-06   25.9   7.7   2   3      0.04       5.9    5.0   0.1   110   155    84   136    69   168 0.67 -
35300at50557_103372_0:000db9|STRG.17555.1:0-863|+     -            288 108301at50557        -            228   2.4e-06   25.9   7.7   3   3   0.00082      0.12   10.5   0.3    87   156   173   243   151   256 0.81 -
89121at50557_41427_0:000114|STRG.15199.1:1825-2763|+  -            313 108301at50557        -            228   3.6e-06   25.3   2.4   1   3     0.071        10    4.2   0.0    85   165     7    87     2    99 0.86 -
89121at50557_41427_0:000114|STRG.15199.1:1825-2763|+  -            313 108301at50557        -            228   3.6e-06   25.3   2.4   2   3   0.00021     0.031   12.5   0.2   118   166   123   171   102   176 0.91 -
89121at50557_41427_0:000114|STRG.15199.1:1825-2763|+  -            313 108301at50557        -            228   3.6e-06   25.3   2.4   3   3    0.0098       1.4    7.0   0.2   142   171   181   210   175   238 0.68 -
89121at50557_143995_0:002338|STRG.13065.1:1062-1901|+ -            280 108301at50557        -            228   1.6e-05   23.2   1.8   1   2   7.3e-05     0.011   14.0   1.2    77   174    64   157    19   172 0.84 -
89121at50557_143995_0:002338|STRG.13065.1:1062-1901|+ -            280 108301at50557        -            228   1.6e-05   23.2   1.8   2   2    0.0043      0.63    8.2   0.0   106   156   225   275   183   280 0.91 -
57156at50557_197043_0:0019bd|STRG.13239.1:886-1203|+  -            106 108301at50557        -            228    0.0001   20.6   0.0   1   1   7.6e-07   0.00011   20.4   0.0    62   163     2    98     1   106 0.86 -
58363at50557_103372_0:001475|STRG.5404.1:1-1492|-     -            431 108301at50557        -            228    0.0078   14.4   0.1   1   2      0.55        81    1.3   0.3   115   167   216   268   203   300 0.81 -
58363at50557_103372_0:001475|STRG.5404.1:1-1492|-     -            431 108301at50557        -            228    0.0078   14.4   0.1   2   2   0.00092      0.13   10.4   0.0   109   164   366   421   360   426 0.80 -
89121at50557_79782_0:0011ea|STRG.13666.1:294-1064|+   -            257 108301at50557        -            228    0.0094   14.1   0.5   1   2     0.008       1.2    7.3   0.0    53    92    30    70    11    76 0.72 -
89121at50557_79782_0:0011ea|STRG.13666.1:294-1064|+   -            257 108301at50557        -            228    0.0094   14.1   0.5   2   2     0.042       6.2    4.9   0.1   117   148   226   257   185   257 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/108301at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/108301at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/108301at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:32:46 2024
# [ok]
