#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
76116at50557_456900_0:001c77|STRG.19471.1:0-1058|+    -            353 76116at50557         -            268  6.1e-142  470.0   1.4   1   1  5.7e-144  2.1e-141  468.3   1.4     1   259    38   327    38   347 0.90 -
78395at50557_113334_0:001f45|STRG.10788.1:120-854|+   -            245 76116at50557         -            268   7.9e-11   40.1   0.0   1   2   5.3e-13   1.9e-10   38.9   0.0    12   169    29   191    17   227 0.75 -
78395at50557_113334_0:001f45|STRG.10788.1:120-854|+   -            245 76116at50557         -            268   7.9e-11   40.1   0.0   2   2      0.54   1.9e+02   -0.5   0.0   169   197   216   244   184   245 0.66 -
76116at50557_597456_0:00067b|STRG.4374.1:405-944|+    -            180 76116at50557         -            268   6.3e-09   33.9   0.0   1   1     2e-11   7.3e-09   33.7   0.0     2   161    17   179    16   180 0.80 -
59039at50557_103372_0:001071|STRG.11403.1:96-2876|+   -            927 76116at50557         -            268   3.1e-06   25.1   0.0   1   2       2.6   9.3e+02   -2.7   0.0     3    23   295   315   294   320 0.66 -
59039at50557_103372_0:001071|STRG.11403.1:96-2876|+   -            927 76116at50557         -            268   3.1e-06   25.1   0.0   2   2     3e-08   1.1e-05   23.3   0.0    37   107   370   438   341   449 0.82 -
59039at50557_103372_0:001071|STRG.11403.2:96-2935|+   -            927 76116at50557         -            268   3.1e-06   25.1   0.0   1   2       2.6   9.3e+02   -2.7   0.0     3    23   295   315   294   320 0.66 -
59039at50557_103372_0:001071|STRG.11403.2:96-2935|+   -            927 76116at50557         -            268   3.1e-06   25.1   0.0   2   2     3e-08   1.1e-05   23.3   0.0    37   107   370   438   341   449 0.82 -
76116at50557_166361_0:00022f|STRG.6059.1:2511-3281|+  -            257 76116at50557         -            268   1.4e-05   22.9   0.1   1   2    0.0091       3.3    5.3   0.0     2    26    16    41    15    49 0.85 -
76116at50557_166361_0:00022f|STRG.6059.1:2511-3281|+  -            257 76116at50557         -            268   1.4e-05   22.9   0.1   2   2     2e-05    0.0071   14.1   0.1    31   101    74   140    52   257 0.65 -
134311at50557_456900_0:0014cf|STRG.16293.1:687-1145|+ -            153 76116at50557         -            268   0.00063   17.5   0.0   1   2   3.2e-06    0.0012   16.7   0.0    30    54     4    28     1    44 0.84 -
134311at50557_456900_0:0014cf|STRG.16293.1:687-1145|+ -            153 76116at50557         -            268   0.00063   17.5   0.0   2   2         2   7.2e+02   -2.3   0.0   186   196    90   100    58   143 0.60 -
134311at50557_456900_0:0014cf|STRG.16293.2:0-524|+    -            175 76116at50557         -            268   0.00095   16.9   0.0   1   1     4e-06    0.0015   16.3   0.0    30    54     4    28     1    43 0.84 -
67606at50557_123851_0:003a23|STRG.8124.1:834-1556|+   -            241 76116at50557         -            268     0.016   12.9   0.4   1   3    0.0017      0.62    7.7   0.1    36    57    14    35     9   102 0.77 -
67606at50557_123851_0:003a23|STRG.8124.1:834-1556|+   -            241 76116at50557         -            268     0.016   12.9   0.4   2   3     0.099        36    1.9   0.0   223   253   154   185   147   198 0.70 -
67606at50557_123851_0:003a23|STRG.8124.1:834-1556|+   -            241 76116at50557         -            268     0.016   12.9   0.4   3   3       0.5   1.8e+02   -0.4   0.0   145   185   192   232   180   235 0.79 -
67606at50557_123851_0:003a23|STRG.8124.2:760-1482|+   -            241 76116at50557         -            268     0.016   12.9   0.4   1   3    0.0017      0.62    7.7   0.1    36    57    14    35     9   102 0.77 -
67606at50557_123851_0:003a23|STRG.8124.2:760-1482|+   -            241 76116at50557         -            268     0.016   12.9   0.4   2   3     0.099        36    1.9   0.0   223   253   154   185   147   198 0.70 -
67606at50557_123851_0:003a23|STRG.8124.2:760-1482|+   -            241 76116at50557         -            268     0.016   12.9   0.4   3   3       0.5   1.8e+02   -0.4   0.0   145   185   192   232   180   235 0.79 -
67606at50557_123851_0:003a23|STRG.8124.3:393-1115|+   -            241 76116at50557         -            268     0.016   12.9   0.4   1   3    0.0017      0.62    7.7   0.1    36    57    14    35     9   102 0.77 -
67606at50557_123851_0:003a23|STRG.8124.3:393-1115|+   -            241 76116at50557         -            268     0.016   12.9   0.4   2   3     0.099        36    1.9   0.0   223   253   154   185   147   198 0.70 -
67606at50557_123851_0:003a23|STRG.8124.3:393-1115|+   -            241 76116at50557         -            268     0.016   12.9   0.4   3   3       0.5   1.8e+02   -0.4   0.0   145   185   192   232   180   235 0.79 -
59664at50557_51655_0:001795|STRG.7758.1:894-2594|+    -            567 76116at50557         -            268     0.032   11.9   0.0   1   1   0.00015     0.055   11.2   0.0    31    94   169   232   152   239 0.79 -
78395at50557_69319_0:000edd|STRG.15897.1:422-1219|+   -            266 76116at50557         -            268     0.041   11.6   0.4   1   2   0.00037      0.14    9.9   0.1    36    58    26    48     4   117 0.61 -
78395at50557_69319_0:000edd|STRG.15897.1:422-1219|+   -            266 76116at50557         -            268     0.041   11.6   0.4   2   2       1.8   6.7e+02   -2.2   0.0   131   157   144   170   138   209 0.64 -
67606at50557_224129_0:00052e|STRG.18730.1:937-1614|+  -            226 76116at50557         -            268     0.081   10.6   0.0   1   1   0.00025      0.09   10.5   0.0    29    83    37    90    17   153 0.76 -
67606at50557_224129_0:00052e|STRG.18730.2:912-1589|+  -            226 76116at50557         -            268     0.081   10.6   0.0   1   1   0.00025      0.09   10.5   0.0    29    83    37    90    17   153 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/76116at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/76116at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/76116at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:36:28 2024
# [ok]
