#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
135254at50557_103372_0:002a85|STRG.19319.1:0-374|+     -            125 135254at50557        -            104   1.1e-58  194.6   1.6   1   1   7.7e-61   1.3e-58  194.4   1.6     1   104     7   120     7   120 0.92 -
83433at50557_166361_0:0030d8|STRG.5733.6:563-1123|+    -            187 135254at50557        -            104   2.1e-06   26.6   0.1   1   2   0.00012      0.02   13.8   0.1    26    84     6    67     1    78 0.77 -
83433at50557_166361_0:0030d8|STRG.5733.6:563-1123|+    -            187 135254at50557        -            104   2.1e-06   26.6   0.1   2   2   0.00074      0.12   11.3   0.0    15    71    78   140    67   142 0.76 -
117816at50557_7200_0:0014c2|STRG.7855.4:1376-2308|+    -            311 135254at50557        -            104   3.8e-06   25.7   0.0   1   2    0.0055      0.89    8.5   0.0    28    86    10    68     4    78 0.86 -
117816at50557_7200_0:0014c2|STRG.7855.4:1376-2308|+    -            311 135254at50557        -            104   3.8e-06   25.7   0.0   2   2   8.2e-05     0.013   14.4   0.0    28    83   245   303   220   310 0.78 -
117816at50557_7200_0:0014c2|STRG.7855.5:745-1677|+     -            311 135254at50557        -            104   3.8e-06   25.7   0.0   1   2    0.0055      0.89    8.5   0.0    28    86    10    68     4    78 0.86 -
117816at50557_7200_0:0014c2|STRG.7855.5:745-1677|+     -            311 135254at50557        -            104   3.8e-06   25.7   0.0   2   2   8.2e-05     0.013   14.4   0.0    28    83   245   303   220   310 0.78 -
101501at50557_103372_0:00154d|STRG.4110.1:916-3228|+   -            771 135254at50557        -            104   5.3e-05   22.1   1.9   1   2   0.00048     0.077   11.9   0.2    12    93   180   265   167   275 0.75 -
101501at50557_103372_0:00154d|STRG.4110.1:916-3228|+   -            771 135254at50557        -            104   5.3e-05   22.1   1.9   2   2     0.011       1.7    7.6   0.0    16    66   384   440   373   474 0.67 -
101501at50557_103372_0:00154d|STRG.4110.2:0-2333|+     -            778 135254at50557        -            104   5.5e-05   22.0   1.9   1   2   0.00048     0.078   11.9   0.2    12    93   187   272   174   282 0.75 -
101501at50557_103372_0:00154d|STRG.4110.2:0-2333|+     -            778 135254at50557        -            104   5.5e-05   22.0   1.9   2   2     0.011       1.7    7.6   0.0    16    66   391   447   380   481 0.67 -
24138at50557_103372_0:001296|STRG.20072.1:1-2049|+     -            683 135254at50557        -            104   8.6e-05   21.4   0.0   1   3         4   6.5e+02   -0.7   0.0    14    66   326   378   318   383 0.72 -
24138at50557_103372_0:001296|STRG.20072.1:1-2049|+     -            683 135254at50557        -            104   8.6e-05   21.4   0.0   2   3      0.11        18    4.3   0.0     8    47   449   491   443   523 0.69 -
24138at50557_103372_0:001296|STRG.20072.1:1-2049|+     -            683 135254at50557        -            104   8.6e-05   21.4   0.0   3   3   0.00068      0.11   11.4   0.0     4    87   549   640   546   656 0.71 -
129956at50557_13686_0:0011f5|STRG.2162.1:771-998|+     -             76 135254at50557        -            104   0.00013   20.8   0.0   1   1   8.8e-07   0.00014   20.7   0.0    27    78    18    69     1    73 0.72 -
129956at50557_13686_0:0011f5|STRG.2162.2:714-941|+     -             76 135254at50557        -            104   0.00013   20.8   0.0   1   1   8.8e-07   0.00014   20.7   0.0    27    78    18    69     1    73 0.72 -
129956at50557_13686_0:0011f5|STRG.2162.3:1028-1255|+   -             76 135254at50557        -            104   0.00013   20.8   0.0   1   1   8.8e-07   0.00014   20.7   0.0    27    78    18    69     1    73 0.72 -
129956at50557_454923_0:0003d4|STRG.1710.1:222-476|+    -             85 135254at50557        -            104   0.00015   20.6   0.0   1   1   9.7e-07   0.00016   20.5   0.0    15    83     6    80     2    85 0.79 -
129956at50557_441921_0:0017da|STRG.888.1:150-392|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_441921_0:0017da|STRG.888.2:124-366|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_441921_0:0017da|STRG.888.3:124-366|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_441921_0:0017da|STRG.888.4:124-366|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_441921_0:0017da|STRG.888.5:124-366|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_441921_0:0017da|STRG.888.6:124-366|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_441921_0:0017da|STRG.888.7:633-875|+     -             81 135254at50557        -            104   0.00066   18.6   0.0   1   1   4.6e-06   0.00074   18.4   0.0    17    76    15    75     7    80 0.82 -
129956at50557_7160_0:003f5c|STRG.15467.1:405-617|+     -             71 135254at50557        -            104    0.0013   17.6   0.0   1   1   8.9e-06    0.0014   17.5   0.0    26    77    12    66     4    70 0.80 -
129956at50557_7160_0:003f5c|STRG.15467.2:405-617|+     -             71 135254at50557        -            104    0.0013   17.6   0.0   1   1   8.9e-06    0.0014   17.5   0.0    26    77    12    66     4    70 0.80 -
129956at50557_7160_0:003f5c|STRG.15467.3:405-617|+     -             71 135254at50557        -            104    0.0013   17.6   0.0   1   1   8.9e-06    0.0014   17.5   0.0    26    77    12    66     4    70 0.80 -
129956at50557_441921_0:0017da|STRG.14088.1:309-581|+   -             91 135254at50557        -            104    0.0035   16.2   0.0   1   1   3.1e-05     0.005   15.7   0.0    22    78    33    87    13    90 0.86 -
59099at50557_64793_0:000fa7|STRG.995.1:132-1070|+      -            313 135254at50557        -            104    0.0056   15.6   0.0   1   2    0.0019      0.32    9.9   0.0    12    81    52   127    42   133 0.76 -
59099at50557_64793_0:000fa7|STRG.995.1:132-1070|+      -            313 135254at50557        -            104    0.0056   15.6   0.0   2   2      0.21        34    3.4   0.0    16    57   226   270   218   303 0.67 -
117816at50557_7200_0:000429|STRG.7855.2:769-1281|+     -            171 135254at50557        -            104    0.0083   15.0   0.0   1   2    0.0017      0.28   10.1   0.0    27    86     9    68     4    79 0.86 -
117816at50557_7200_0:000429|STRG.7855.2:769-1281|+     -            171 135254at50557        -            104    0.0083   15.0   0.0   2   2      0.27        43    3.1   0.0    27    71    92   139    74   141 0.67 -
117816at50557_7200_0:000429|STRG.7855.3:1376-1888|+    -            171 135254at50557        -            104    0.0083   15.0   0.0   1   2    0.0017      0.28   10.1   0.0    27    86     9    68     4    79 0.86 -
117816at50557_7200_0:000429|STRG.7855.3:1376-1888|+    -            171 135254at50557        -            104    0.0083   15.0   0.0   2   2      0.27        43    3.1   0.0    27    71    92   139    74   141 0.67 -
117816at50557_133901_0:0032ab|STRG.5090.2:12-530|+     -            173 135254at50557        -            104    0.0087   15.0   0.0   1   1   0.00013     0.021   13.7   0.0    17    83    93   166    77   172 0.73 -
101501at50557_1218281_0:0033ae|STRG.9572.1:237-455|+   -             73 135254at50557        -            104     0.011   14.6   0.0   1   1   6.7e-05     0.011   14.6   0.0    28    72    15    59     1    71 0.79 -
129956at50557_441921_0:0017da|STRG.3684.1:1201-1431|+  -             77 135254at50557        -            104     0.012   14.5   0.0   1   1   7.5e-05     0.012   14.5   0.0    26    74    14    64     1    72 0.75 -
117816at50557_121225_0:000cee|STRG.5090.1:151-654|+    -            168 135254at50557        -            104     0.014   14.3   0.0   1   1    0.0002     0.033   13.1   0.0    17    83    94   167    78   168 0.73 -
117816at50557_123851_0:00306e|STRG.7855.6:745-1353|+   -            203 135254at50557        -            104     0.016   14.1   0.0   1   2    0.0024       0.4    9.6   0.0    27    86     9    68     4    79 0.86 -
117816at50557_123851_0:00306e|STRG.7855.6:745-1353|+   -            203 135254at50557        -            104     0.016   14.1   0.0   2   2      0.41        67    2.5   0.0    27    71    92   139    76   141 0.66 -
125548at50557_454923_0:002650|STRG.11328.1:1556-2026|+ -            157 135254at50557        -            104     0.026   13.5   0.1   1   2     0.061       9.9    5.1   0.0    53    82    13    42     5    49 0.88 -
125548at50557_454923_0:002650|STRG.11328.1:1556-2026|+ -            157 135254at50557        -            104     0.026   13.5   0.1   2   2     0.021       3.4    6.6   0.0    16   101    55   146    45   149 0.67 -
125548at50557_454923_0:002650|STRG.11328.2:1475-1945|+ -            157 135254at50557        -            104     0.026   13.5   0.1   1   2     0.061       9.9    5.1   0.0    53    82    13    42     5    49 0.88 -
125548at50557_454923_0:002650|STRG.11328.2:1475-1945|+ -            157 135254at50557        -            104     0.026   13.5   0.1   2   2     0.021       3.4    6.6   0.0    16   101    55   146    45   149 0.67 -
83433at50557_121225_0:000702|STRG.10158.2:1124-1615|+  -            164 135254at50557        -            104     0.029   13.3   0.0   1   2     0.041       6.6    5.7   0.0    45    82    31    68     1    84 0.71 -
83433at50557_121225_0:000702|STRG.10158.2:1124-1615|+  -            164 135254at50557        -            104     0.029   13.3   0.0   2   2     0.032       5.2    6.0   0.0    17    73    86   146    75   154 0.75 -
83433at50557_121225_0:000702|STRG.10158.1:1124-1612|+  -            163 135254at50557        -            104      0.03   13.2   0.0   1   2      0.04       6.5    5.7   0.0    45    82    31    68     1    84 0.71 -
83433at50557_121225_0:000702|STRG.10158.1:1124-1612|+  -            163 135254at50557        -            104      0.03   13.2   0.0   2   2     0.032       5.1    6.1   0.0    17    73    85   145    75   155 0.76 -
129956at50557_7425_0:001fb1|STRG.15366.2:796-1038|+    -             81 135254at50557        -            104     0.033   13.1   0.0   1   1   0.00024     0.039   12.8   0.0    26    81    17    72     7    77 0.89 -
129956at50557_7425_0:001fb1|STRG.15366.6:808-1050|+    -             81 135254at50557        -            104     0.033   13.1   0.0   1   1   0.00024     0.039   12.8   0.0    26    81    17    72     7    77 0.89 -
129956at50557_37344_0:0029cb|STRG.14175.2:309-551|+    -             81 135254at50557        -            104     0.033   13.1   0.0   1   1   0.00022     0.036   13.0   0.0    27    81    18    72     2    80 0.74 -
104832at50557_315563_0:002a5b|STRG.431.1:497-1120|+    -            208 135254at50557        -            104     0.044   12.7   0.0   1   2      0.04       6.5    5.7   0.0    10    67    50   110    44   122 0.81 -
104832at50557_315563_0:002a5b|STRG.431.1:497-1120|+    -            208 135254at50557        -            104     0.044   12.7   0.0   2   2     0.073        12    4.9   0.0    33    81   155   200   143   205 0.77 -
104832at50557_315563_0:002a5b|STRG.431.2:497-1120|+    -            208 135254at50557        -            104     0.044   12.7   0.0   1   2      0.04       6.5    5.7   0.0    10    67    50   110    44   122 0.81 -
104832at50557_315563_0:002a5b|STRG.431.2:497-1120|+    -            208 135254at50557        -            104     0.044   12.7   0.0   2   2     0.073        12    4.9   0.0    33    81   155   200   143   205 0.77 -
104832at50557_315563_0:002a5b|STRG.431.3:497-1120|+    -            208 135254at50557        -            104     0.044   12.7   0.0   1   2      0.04       6.5    5.7   0.0    10    67    50   110    44   122 0.81 -
104832at50557_315563_0:002a5b|STRG.431.3:497-1120|+    -            208 135254at50557        -            104     0.044   12.7   0.0   2   2     0.073        12    4.9   0.0    33    81   155   200   143   205 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/135254at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/135254at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/135254at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:33:16 2024
# [ok]
