#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
80377at50557_456900_0:000374|STRG.2435.1:0-1046|+      -            349 80377at50557         -            287  2.8e-159  527.4   0.0   1   1  1.6e-160  4.8e-159  526.7   0.0     8   287    42   348    36   348 0.95 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   3   5   4.2e-05    0.0013   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   4   5   8.9e-08   2.7e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   5   5   5.8e-08   1.7e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   1   5   1.2e-05   0.00036   18.5   0.0   127   277     4   147     1   156 0.87 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   2   5   1.1e-07   3.2e-06   25.2   0.0   137   194   190   248   175   251 0.85 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   3   5   4.2e-05    0.0013   16.6   0.1   109   195   277   371   273   386 0.72 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   4   5   8.9e-08   2.7e-06   25.4   0.7   129   196   346   415   340   421 0.83 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 80377at50557         -            287   1.2e-26   92.2   7.4   5   5   5.8e-08   1.7e-06   26.0   0.6   134   195   395   456   388   457 0.87 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 80377at50557         -            287   1.1e-25   89.1   6.9   1   2   8.8e-05    0.0027   15.6   0.0    62   101     2    42     1    44 0.89 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 80377at50557         -            287   1.1e-25   89.1   6.9   2   2   4.6e-22   1.4e-20   72.3   6.1    56   270    38   268    31   278 0.79 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 80377at50557         -            287   1.4e-25   88.7   0.8   1   2   1.1e-11   3.4e-10   38.2   0.0   128   213    11    93     6    94 0.91 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 80377at50557         -            287   1.4e-25   88.7   0.8   2   2   3.9e-17   1.2e-15   56.1   0.2    54   195    85   237    79   237 0.84 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 80377at50557         -            287     4e-25   87.2   7.1   1   3   7.5e-08   2.3e-06   25.7   0.0   159   261     5   111     2   118 0.81 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 80377at50557         -            287     4e-25   87.2   7.1   2   3   3.1e-08   9.3e-07   26.9   0.3   161   279   103   212    99   213 0.91 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 80377at50557         -            287     4e-25   87.2   7.1   3   3     6e-12   1.8e-10   39.1   0.5   142   267   208   335   203   346 0.78 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 80377at50557         -            287   4.7e-25   87.0   7.7   1   2     6e-05    0.0018   16.2   0.0    60   101     5    47     2    47 0.86 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 80377at50557         -            287   4.7e-25   87.0   7.7   2   2     1e-20   3.1e-19   67.9   7.4    56   256    43   256    37   256 0.83 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 80377at50557         -            287     6e-25   86.6   5.6   1   2   0.00031    0.0095   13.8   0.3    56    98    10    53     4    65 0.79 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 80377at50557         -            287     6e-25   86.6   5.6   2   2   3.8e-19   1.1e-17   62.7   0.6    20   178   105   286    95   287 0.77 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 80377at50557         -            287   6.5e-25   86.5   2.7   1   5   9.5e-05    0.0029   15.5   0.0   162   279    54   167    35   175 0.83 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 80377at50557         -            287   6.5e-25   86.5   2.7   2   5      0.19       5.9    4.6   0.0    56   109   141   196   137   203 0.79 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 80377at50557         -            287   6.5e-25   86.5   2.7   3   5   1.9e-06   5.7e-05   21.1   0.0    25    93   194   265   179   276 0.80 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 80377at50557         -            287   6.5e-25   86.5   2.7   4   5   2.7e-06   8.2e-05   20.6   0.0    52   106   310   366   275   373 0.82 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 80377at50557         -            287   6.5e-25   86.5   2.7   5   5   2.8e-07   8.5e-06   23.8   1.1   106   277   413   590   367   600 0.66 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 80377at50557         -            287   8.7e-25   86.1   3.0   1   4    0.0029     0.089   10.6   0.1    57    92     2    37     1    51 0.87 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 80377at50557         -            287   8.7e-25   86.1   3.0   2   4   1.8e-05   0.00054   17.9   0.1   219   279    51   115    47   123 0.85 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 80377at50557         -            287   8.7e-25   86.1   3.0   3   4   2.4e-06   7.4e-05   20.7   0.1    57   113    90   146    82   149 0.85 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 80377at50557         -            287   8.7e-25   86.1   3.0   4   4     7e-17   2.1e-15   55.3   0.2    44   193   119   290   114   290 0.80 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 80377at50557         -            287   9.8e-25   85.9  16.6   1   6   0.00078     0.024   12.5   0.1   133   201    73   143    27   152 0.74 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 80377at50557         -            287   9.8e-25   85.9  16.6   2   6   1.6e-07   4.9e-06   24.6   0.0   135   252   160   284   150   288 0.71 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 80377at50557         -            287   9.8e-25   85.9  16.6   3   6   0.00013    0.0038   15.1   0.3   133   194   350   412   326   430 0.85 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 80377at50557         -            287   9.8e-25   85.9  16.6   4   6      0.03      0.92    7.3   0.1   152   194   469   511   426   516 0.88 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 80377at50557         -            287   9.8e-25   85.9  16.6   5   6   6.3e-05    0.0019   16.1   0.0    54   104   518   569   512   572 0.86 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 80377at50557         -            287   9.8e-25   85.9  16.6   6   6   3.7e-05    0.0011   16.8   0.3   135   193   577   636   568   653 0.88 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 80377at50557         -            287   9.8e-25   85.9   6.2   1   2   9.4e-13   2.8e-11   41.8   2.5    59   185    12   158     8   160 0.61 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 80377at50557         -            287   9.8e-25   85.9   6.2   2   2     1e-13   3.1e-12   44.9   0.2   127   212   153   235   148   238 0.91 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 80377at50557         -            287   1.2e-24   85.7  13.5   1   4   2.5e-08   7.6e-07   27.2   0.6   139   195     2    57     1    59 0.85 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 80377at50557         -            287   1.2e-24   85.7  13.5   2   4   4.9e-09   1.5e-07   29.6   1.0    52   122    61   140    57   142 0.80 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 80377at50557         -            287   1.2e-24   85.7  13.5   3   4   8.2e-12   2.5e-10   38.7   0.4    32   122   125   220   119   232 0.67 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 80377at50557         -            287   1.2e-24   85.7  13.5   4   4      0.11       3.5    5.4   0.0    56    89   237   268   230   268 0.79 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 80377at50557         -            287   1.2e-24   85.7  16.8   1   6    0.0008     0.024   12.5   0.1   133   201    64   134    18   143 0.74 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 80377at50557         -            287   1.2e-24   85.7  16.8   2   6   1.7e-07     5e-06   24.5   0.0   135   252   151   275   141   279 0.71 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 80377at50557         -            287   1.2e-24   85.7  16.8   3   6   0.00013     0.004   15.0   0.3   133   194   341   403   319   421 0.85 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 80377at50557         -            287   1.2e-24   85.7  16.8   4   6     0.031      0.93    7.2   0.1   152   194   460   502   417   507 0.88 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 80377at50557         -            287   1.2e-24   85.7  16.8   5   6   6.2e-05    0.0019   16.1   0.0    54   104   509   560   503   564 0.86 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 80377at50557         -            287   1.2e-24   85.7  16.8   6   6   3.9e-05    0.0012   16.8   0.2   136   193   569   627   560   644 0.88 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 80377at50557         -            287   1.3e-24   85.6  16.9   1   6   0.00092     0.028   12.3   0.1   135   201    46   114     8   123 0.76 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 80377at50557         -            287   1.3e-24   85.6  16.9   2   6   1.6e-07   4.8e-06   24.6   0.0   135   252   131   255   121   259 0.71 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 80377at50557         -            287   1.3e-24   85.6  16.9   3   6   0.00013    0.0039   15.1   0.3   133   194   321   383   299   401 0.85 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 80377at50557         -            287   1.3e-24   85.6  16.9   4   6     0.037       1.1    7.0   0.1   153   194   441   482   431   487 0.88 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 80377at50557         -            287   1.3e-24   85.6  16.9   5   6   5.9e-05    0.0018   16.2   0.0    54   105   489   541   483   545 0.87 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 80377at50557         -            287   1.3e-24   85.6  16.9   6   6   4.8e-05    0.0014   16.5   0.2   136   193   549   607   541   614 0.89 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 80377at50557         -            287   2.9e-24   84.4   2.8   1   4     0.022      0.68    7.7   0.0   222   272   230   280   219   292 0.67 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 80377at50557         -            287   2.9e-24   84.4   2.8   2   4   1.6e-15   4.7e-14   50.9   0.1   126   270   325   462   292   462 0.90 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 80377at50557         -            287   2.9e-24   84.4   2.8   3   4   9.2e-08   2.8e-06   25.4   0.1   146   200   429   485   428   487 0.88 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 80377at50557         -            287   2.9e-24   84.4   2.8   4   4   0.00022    0.0065   14.3   0.0    55    88   487   520   483   522 0.93 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 80377at50557         -            287   2.9e-24   84.4   2.8   1   4     0.022      0.68    7.7   0.0   222   272   230   280   219   292 0.67 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 80377at50557         -            287   2.9e-24   84.4   2.8   2   4   1.6e-15   4.7e-14   50.9   0.1   126   270   325   462   292   462 0.90 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 80377at50557         -            287   2.9e-24   84.4   2.8   3   4   9.2e-08   2.8e-06   25.4   0.1   146   200   429   485   428   487 0.88 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 80377at50557         -            287   2.9e-24   84.4   2.8   4   4   0.00022    0.0065   14.3   0.0    55    88   487   520   483   522 0.93 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 80377at50557         -            287   1.2e-23   82.3   6.9   1   3   5.4e-15   1.6e-13   49.1   1.9   137   269    18   149     7   150 0.82 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 80377at50557         -            287   1.2e-23   82.3   6.9   2   3   3.5e-09   1.1e-07   30.0   0.4    39   113   116   193   115   198 0.89 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 80377at50557         -            287   1.2e-23   82.3   6.9   3   3   9.7e-05    0.0029   15.5   0.0   138   195   195   251   188   258 0.89 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 80377at50557         -            287   4.3e-23   80.5  10.0   1   4   1.2e-05   0.00036   18.4   0.1    56    94    12    50     3    55 0.89 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 80377at50557         -            287   4.3e-23   80.5  10.0   2   4   2.3e-15     7e-14   50.3   0.7   162   280    58   172    50   179 0.88 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 80377at50557         -            287   4.3e-23   80.5  10.0   3   4    0.0011     0.033   12.0   0.2    55    88   190   223   183   229 0.89 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 80377at50557         -            287   4.3e-23   80.5  10.0   4   4      0.41        12    3.6   0.0   107   120   320   333   296   336 0.86 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 80377at50557         -            287   4.4e-23   80.5  10.0   1   4   1.2e-05   0.00036   18.4   0.1    56    94    14    52     5    57 0.89 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 80377at50557         -            287   4.4e-23   80.5  10.0   2   4   2.3e-15     7e-14   50.3   0.6   162   280    60   174    52   181 0.88 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 80377at50557         -            287   4.4e-23   80.5  10.0   3   4    0.0011     0.033   12.0   0.2    55    88   192   225   185   231 0.89 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 80377at50557         -            287   4.4e-23   80.5  10.0   4   4      0.41        12    3.6   0.0   107   120   322   335   298   338 0.86 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 80377at50557         -            287     1e-22   79.3   5.2   1   3   2.2e-07   6.6e-06   24.1   0.0   221   279   129   187   117   188 0.88 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 80377at50557         -            287     1e-22   79.3   5.2   2   3   2.3e-13   6.8e-12   43.8   0.4   134   281   175   315   173   317 0.89 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 80377at50557         -            287     1e-22   79.3   5.2   3   3   2.6e-06   7.9e-05   20.6   0.2    58   238   289   404   283   419 0.49 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 80377at50557         -            287   5.8e-22   76.8   8.0   1   2   5.2e-11   1.6e-09   36.0   2.7   138   248   140   249   132   250 0.88 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 80377at50557         -            287   5.8e-22   76.8   8.0   2   2   4.4e-13   1.3e-11   42.8   0.2    56   193   276   436   270   441 0.80 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 80377at50557         -            287   7.6e-21   73.2   9.5   1   3   2.7e-05   0.00082   17.3   0.1    56    94    11    49     3    54 0.90 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 80377at50557         -            287   7.6e-21   73.2   9.5   2   3   6.5e-15     2e-13   48.8   0.6   162   280    57   171    49   178 0.88 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 80377at50557         -            287   7.6e-21   73.2   9.5   3   3    0.0023      0.07   10.9   0.2    55    88   189   222   182   227 0.89 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 80377at50557         -            287   7.9e-21   73.1   1.6   1   3      0.71        21    2.8   0.0    72   109     9    47     1    54 0.70 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 80377at50557         -            287   7.9e-21   73.1   1.6   2   3   4.5e-12   1.4e-10   39.5   0.3   139   251    51   167    47   174 0.84 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 80377at50557         -            287   7.9e-21   73.1   1.6   3   3   4.3e-09   1.3e-07   29.8   0.0   124   193   172   244   164   245 0.87 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 80377at50557         -            287   7.9e-21   73.1   0.7   1   4   0.00053     0.016   13.0   0.0   138   197    10    71     3    78 0.84 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 80377at50557         -            287   7.9e-21   73.1   0.7   2   4    0.0016     0.049   11.4   0.0   160   207    78   123    72   128 0.74 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 80377at50557         -            287   7.9e-21   73.1   0.7   3   4   1.4e-08   4.2e-07   28.1   0.0   128   246   130   249   125   263 0.86 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 80377at50557         -            287   7.9e-21   73.1   0.7   4   4   5.2e-05    0.0016   16.4   0.0    64   109   265   311   250   317 0.83 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 80377at50557         -            287   1.8e-20   71.9   0.4   1   3   3.3e-07     1e-05   23.5   0.0    26   117     4   100     1   116 0.80 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 80377at50557         -            287   1.8e-20   71.9   0.4   2   3   2.5e-09   7.5e-08   30.5   0.2   128   200    88   167    87   173 0.82 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 80377at50557         -            287   1.8e-20   71.9   0.4   3   3   1.4e-06   4.1e-05   21.5   0.0   198   278   195   277   188   281 0.77 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 80377at50557         -            287   3.3e-20   71.1   0.0   1   2   3.4e-19     1e-17   62.9   0.0   108   281    34   210    27   215 0.84 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 80377at50557         -            287   3.3e-20   71.1   0.0   2   2      0.57        17    3.1   0.0   220   279   233   292   221   302 0.65 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 80377at50557         -            287   3.6e-20   70.9   0.0   1   2   3.5e-19   1.1e-17   62.9   0.0   107   280    33   209    26   213 0.84 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 80377at50557         -            287   3.6e-20   70.9   0.0   2   2      0.49        15    3.3   0.0   219   278   232   291   210   302 0.65 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 80377at50557         -            287   4.4e-20   70.7   3.6   1   3   3.3e-09   9.9e-08   30.1   0.2    57   122     2    77     1    90 0.82 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 80377at50557         -            287   4.4e-20   70.7   3.6   2   3   1.5e-09   4.6e-08   31.2   0.2   128   194   146   213   123   221 0.87 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 80377at50557         -            287   4.4e-20   70.7   3.6   3   3     0.056       1.7    6.4   0.0    29    85   253   306   223   313 0.71 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 80377at50557         -            287   5.6e-20   70.3   3.9   1   3   3.2e-09   9.7e-08   30.2   0.2    56   122     5    81     3    83 0.83 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 80377at50557         -            287   5.6e-20   70.3   3.9   2   3   1.3e-09     4e-08   31.4   0.2   128   194   150   217   114   223 0.87 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 80377at50557         -            287   5.6e-20   70.3   3.9   3   3     0.094       2.9    5.7   0.0    29    82   257   307   225   310 0.70 -
