#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.14964.1:2-1201|+     -            400 37475at50557         -            589   1.8e-94  315.9   8.0   1   1   1.4e-94   5.7e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   1   3   7.7e-08   3.1e-06   24.6   3.8    87   182     9   120     1   129 0.67 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   1   3   7.7e-08   3.1e-06   24.6   3.8    87   182     9   120     1   129 0.67 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   1   3   7.7e-08   3.1e-06   24.6   3.8    87   182     9   120     1   129 0.67 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   1   3   7.7e-08   3.1e-06   24.6   3.8    87   182     9   120     1   129 0.67 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   1   3   7.7e-08   3.1e-06   24.6   3.8    87   182     9   120     1   129 0.67 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   1   3   7.7e-08   3.1e-06   24.6   3.8    87   182     9   120     1   129 0.67 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   2   3    0.0043      0.17    8.9   0.1   151   183   138   170   133   178 0.88 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 37475at50557         -            589   2.9e-13   47.8  14.3   3   3     3e-06   0.00012   19.3   0.5    14   108   192   289   180   290 0.79 -
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+      -            652 37475at50557         -            589   4.4e-13   47.2   0.7   1   4   2.2e-05    0.0009   16.5   0.1    86   185   328   429   323   464 0.67 -
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+      -            652 37475at50557         -            589   4.4e-13   47.2   0.7   2   4     0.081       3.3    4.7   0.0   151   184   479   512   469   517 0.83 -
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+      -            652 37475at50557         -            589   4.4e-13   47.2   0.7   3   4    0.0026       0.1    9.6   0.0   148   190   518   560   511   562 0.90 -
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+      -            652 37475at50557         -            589   4.4e-13   47.2   0.7   4   4   0.00046     0.019   12.1   0.0   150   181   562   593   559   612 0.89 -
80377at50557_456900_0:000374|STRG.2435.1:0-1046|+      -            349 37475at50557         -            589   2.5e-12   44.7   0.4   1   3      0.32        13    2.7   0.0   143   185    48    90    21    97 0.76 -
80377at50557_456900_0:000374|STRG.2435.1:0-1046|+      -            349 37475at50557         -            589   2.5e-12   44.7   0.4   2   3   0.00027     0.011   12.8   0.0    79   184    55   175    53   186 0.65 -
80377at50557_456900_0:000374|STRG.2435.1:0-1046|+      -            349 37475at50557         -            589   2.5e-12   44.7   0.4   3   3     2e-05    0.0008   16.6   0.5   155   257   187   311   181   315 0.69 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 37475at50557         -            589   3.9e-12   44.1   0.2   1   3   2.9e-05    0.0012   16.1   0.0    77   212     1   138     1   148 0.77 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 37475at50557         -            589   3.9e-12   44.1   0.2   2   3   0.00016    0.0064   13.6   0.1    79   108   152   181   146   189 0.92 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 37475at50557         -            589   3.9e-12   44.1   0.2   3   3     0.004      0.16    9.0   0.0   149   184   194   230   185   238 0.78 -
33043at50557_454923_0:001231|STRG.13622.1:2758-4128|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   1   6    0.0012     0.047   10.8   0.0    80   195     1   128     1   147 0.79 -
33043at50557_454923_0:001231|STRG.13622.1:2758-4128|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   2   6      0.32        13    2.7   0.0    77   109   174   206   167   213 0.90 -
33043at50557_454923_0:001231|STRG.13622.1:2758-4128|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   3   6    0.0089      0.36    7.9   0.0   149   180   217   248   206   259 0.89 -
33043at50557_454923_0:001231|STRG.13622.1:2758-4128|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   4   6    0.0038      0.15    9.1   0.0    80   183   260   373   254   380 0.73 -
33043at50557_454923_0:001231|STRG.13622.1:2758-4128|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   5   6      0.21       8.3    3.4   0.2   150   183   382   416   375   424 0.79 -
33043at50557_454923_0:001231|STRG.13622.1:2758-4128|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   6   6     0.045       1.8    5.5   0.0   149   181   424   456   418   457 0.91 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   1   6    0.0012     0.047   10.8   0.0    80   195     1   128     1   147 0.79 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   2   6      0.32        13    2.7   0.0    77   109   174   206   167   213 0.90 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   3   6    0.0089      0.36    7.9   0.0   149   180   217   248   206   259 0.89 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   4   6    0.0038      0.15    9.1   0.0    80   183   260   373   254   380 0.73 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   5   6      0.21       8.3    3.4   0.2   150   183   382   416   375   424 0.79 -
33043at50557_454923_0:001231|STRG.13622.2:2961-4331|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   6   6     0.045       1.8    5.5   0.0   149   181   424   456   418   457 0.91 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   1   6    0.0012     0.047   10.8   0.0    80   195     1   128     1   147 0.79 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   2   6      0.32        13    2.7   0.0    77   109   174   206   167   213 0.90 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   3   6    0.0089      0.36    7.9   0.0   149   180   217   248   206   259 0.89 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   4   6    0.0038      0.15    9.1   0.0    80   183   260   373   254   380 0.73 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   5   6      0.21       8.3    3.4   0.2   150   183   382   416   375   424 0.79 -
33043at50557_454923_0:001231|STRG.13622.3:2811-4181|+  -            457 37475at50557         -            589   5.4e-12   43.6   3.9   6   6     0.045       1.8    5.5   0.0   149   181   424   456   418   457 0.91 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 37475at50557         -            589   2.5e-11   41.4   3.5   1   3    0.0018     0.074   10.1   0.1   153   189    22    58    12    83 0.87 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 37475at50557         -            589   2.5e-11   41.4   3.5   2   3   1.6e-05   0.00066   16.9   0.0   145   189    98   142    90   147 0.91 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 37475at50557         -            589   2.5e-11   41.4   3.5   3   3   0.00019    0.0075   13.4   0.4    79   179   145   262   140   262 0.77 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 37475at50557         -            589   1.5e-10   38.8   1.1   1   5      0.16       6.4    3.7   0.0   149   181     3    35     1    44 0.89 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 37475at50557         -            589   1.5e-10   38.8   1.1   2   5     0.002     0.082   10.0   0.3   148   190    44    86    36    94 0.88 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 37475at50557         -            589   1.5e-10   38.8   1.1   3   5    0.0011     0.046   10.8   0.1   156   190   147   181   135   182 0.88 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 37475at50557         -            589   1.5e-10   38.8   1.1   4   5    0.0034      0.14    9.2   0.0    71   113   175   217   172   234 0.86 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 37475at50557         -            589   1.5e-10   38.8   1.1   5   5      0.64        26    1.7   0.0    78   107   279   308   262   312 0.87 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 37475at50557         -            589     3e-10   37.8   1.7   1   3   5.5e-07   2.2e-05   21.8   0.1   151   180     2    32     1    39 0.87 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 37475at50557         -            589     3e-10   37.8   1.7   2   3      0.18       7.2    3.6   0.0    79   109    51    82    43    91 0.80 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 37475at50557         -            589     3e-10   37.8   1.7   3   3   0.00042     0.017   12.2   0.2    72   137    87   154    67   174 0.74 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 37475at50557         -            589     3e-10   37.8   1.7   1   3   5.5e-07   2.2e-05   21.8   0.1   151   180     2    32     1    39 0.87 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 37475at50557         -            589     3e-10   37.8   1.7   2   3      0.18       7.2    3.6   0.0    79   109    51    82    43    91 0.80 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 37475at50557         -            589     3e-10   37.8   1.7   3   3   0.00042     0.017   12.2   0.2    72   137    87   154    67   174 0.74 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 37475at50557         -            589     3e-10   37.8   1.7   1   3   5.5e-07   2.2e-05   21.8   0.1   151   180     2    32     1    39 0.87 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 37475at50557         -            589     3e-10   37.8   1.7   2   3      0.18       7.2    3.6   0.0    79   109    51    82    43    91 0.80 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 37475at50557         -            589     3e-10   37.8   1.7   3   3   0.00042     0.017   12.2   0.2    72   137    87   154    67   174 0.74 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 37475at50557         -            589   3.2e-10   37.8  10.6   1   6       0.1       4.2    4.3   0.0   166   187     2    23     1    27 0.84 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 37475at50557         -            589   3.2e-10   37.8  10.6   2   6   4.8e-05    0.0019   15.3   0.1   146   189    24    65    20    76 0.82 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 37475at50557         -            589   3.2e-10   37.8  10.6   3   6      0.45        18    2.2   0.0   156   187    74   103    66   123 0.82 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 37475at50557         -            589   3.2e-10   37.8  10.6   4   6      0.16       6.6    3.7   0.1   164   186   123   145   106   155 0.78 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 37475at50557         -            589   3.2e-10   37.8  10.6   5   6      0.27        11    3.0   0.0   157   181   158   180   144   184 0.78 -
40115at50557_1629725_0:001335|STRG.19880.1:1438-2241|+ -            268 37475at50557         -            589   3.2e-10   37.8  10.6   6   6   0.00029     0.012   12.7   0.1   148   181   189   220   184   232 0.86 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 37475at50557         -            589   3.8e-10   37.5   5.0   1   3     3e-07   1.2e-05   22.6   0.7    79   190    12   138     5   148 0.80 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 37475at50557         -            589   3.8e-10   37.5   5.0   2   3     0.037       1.5    5.8   0.0   151   181   150   180   133   190 0.86 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 37475at50557         -            589   3.8e-10   37.5   5.0   3   3    0.0056      0.23    8.5   0.1    79   109   191   221   185   227 0.89 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 37475at50557         -            589     6e-10   36.8   2.3   1   3   4.8e-07   1.9e-05   22.0   0.1   151   180     1    31     1    38 0.87 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 37475at50557         -            589     6e-10   36.8   2.3   2   3     0.086       3.5    4.6   0.0    79   109    50    81    40    90 0.80 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 37475at50557         -            589     6e-10   36.8   2.3   3   3     0.003      0.12    9.4   0.0    76   109    90   123    82   137 0.85 -
49370at50557_2015173_0:001990|STRG.18790.1:60-1046|+   -            329 37475at50557         -            589   6.2e-10   36.8   4.0   1   4   6.5e-07   2.6e-05   21.5   0.1   146   190    35    79    22   106 0.71 -
49370at50557_2015173_0:001990|STRG.18790.1:60-1046|+   -            329 37475at50557         -            589   6.2e-10   36.8   4.0   2   4     0.043       1.7    5.6   0.0   141   189   118   166   108   173 0.87 -
49370at50557_2015173_0:001990|STRG.18790.1:60-1046|+   -            329 37475at50557         -            589   6.2e-10   36.8   4.0   3   4     0.036       1.5    5.8   0.0   150   191   169   212   163   243 0.68 -
49370at50557_2015173_0:001990|STRG.18790.1:60-1046|+   -            329 37475at50557         -            589   6.2e-10   36.8   4.0   4   4      0.81        33    1.4   0.0    80   108   300   328   296   329 0.91 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 37475at50557         -            589   6.3e-10   36.8   1.9   1   5      0.14       5.6    3.9   0.0   149   181     7    39     4    49 0.89 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 37475at50557         -            589   6.3e-10   36.8   1.9   2   5    0.0021     0.085    9.9   0.3   148   190    48    90    43    98 0.88 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 37475at50557         -            589   6.3e-10   36.8   1.9   3   5    0.0011     0.044   10.9   0.1   156   190   151   185   139   186 0.88 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 37475at50557         -            589   6.3e-10   36.8   1.9   4   5    0.0032      0.13    9.3   0.0    71   113   179   221   176   238 0.86 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 37475at50557         -            589   6.3e-10   36.8   1.9   5   5       2.6   1.1e+02   -0.3   0.0    78   105   283   310   267   311 0.86 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   1   7    0.0028      0.12    9.5   0.2   145   183    71   110    40   121 0.81 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   2   7      0.29        12    2.9   0.0   149   189   162   202   124   217 0.78 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   3   7      0.28        11    2.9   0.1    91   109   229   247   214   252 0.83 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   4   7     0.065       2.6    5.0   0.1   124   186   325   389   317   414 0.75 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   5   7     0.095       3.8    4.5   0.0    76   181   449   483   439   492 0.62 -
