#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_103372_0:0000f8|STRG.17400.1:0-767|+       -            256 96662at50557         -            445  5.3e-125  416.6   0.2   1   1  1.2e-126    6e-125  416.5   0.2     1   232    21   255    21   256 0.96 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   2  10   1.1e-05   0.00056   17.8   0.0   371   432   159   220   154   227 0.86 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   3  10   1.1e-07   5.2e-06   24.5   0.0   345   442   234   331   223   334 0.84 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   4  10   2.5e-06   0.00012   20.0   0.0   357   431   311   386   307   394 0.88 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   5  10   4.4e-08   2.2e-06   25.7   0.1   376   441   394   460   389   464 0.88 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   6  10     0.083       4.1    5.0   0.0   369   435   453   523   450   531 0.76 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   7  10   1.3e-06   6.4e-05   20.9   0.0   335   444   520   625   508   626 0.76 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   8  10   0.00011    0.0055   14.5   0.0   353   434   632   715   625   728 0.84 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   9  10   5.8e-06   0.00028   18.7   0.0   344   431   692   779   687   785 0.93 -
2648at50557_535359_0:0002c6|STRG.12356.1:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3  10  10   5.1e-05    0.0025   15.6   0.0   374   435   790   851   781   856 0.91 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   1  10   5.4e-08   2.7e-06   25.4   0.0   319   441    41   164    27   168 0.87 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   2  10   1.1e-05   0.00056   17.8   0.0   371   432   159   220   154   227 0.86 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   3  10   1.1e-07   5.2e-06   24.5   0.0   345   442   234   331   223   334 0.84 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   4  10   2.5e-06   0.00012   20.0   0.0   357   431   311   386   307   394 0.88 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   5  10   4.4e-08   2.2e-06   25.7   0.1   376   441   394   460   389   464 0.88 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   6  10     0.083       4.1    5.0   0.0   369   435   453   523   450   531 0.76 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   7  10   1.3e-06   6.4e-05   20.9   0.0   335   444   520   625   508   626 0.76 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   8  10   0.00011    0.0055   14.5   0.0   353   434   632   715   625   728 0.84 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3   9  10   5.8e-06   0.00028   18.7   0.0   344   431   692   779   687   785 0.93 -
2648at50557_535359_0:0002c6|STRG.12356.2:885-6024|+     -            856 96662at50557         -            445   6.5e-51  172.5  13.3  10  10   5.1e-05    0.0025   15.6   0.0   374   435   790   851   781   856 0.91 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   1  11     0.016      0.77    7.4   0.0   371   426   112   167   105   173 0.91 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   2  11   6.8e-10   3.3e-08   31.7   0.0   341   444   222   327   208   328 0.88 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   3  11   0.00014    0.0069   14.2   0.0   341   443   356   460   342   462 0.82 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   4  11    0.0044      0.21    9.3   0.0   388   444   471   528   456   529 0.81 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   5  11       0.5        24    2.5   0.1   365   425   557   627   533   637 0.67 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   6  11   3.3e-08   1.6e-06   26.1   0.1   342   430   650   738   644   747 0.89 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   7  11   7.2e-07   3.5e-05   21.7   0.2   374   442   748   818   744   821 0.86 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   8  11   0.00075     0.037   11.8   0.2   370   444   811   889   807   890 0.82 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0   9  11      0.29        14    3.3   0.0   369   427   879   937   874   953 0.82 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0  10  11   0.00031     0.015   13.0   0.0   369   436   958  1027   951  1029 0.90 -
2648at50557_103372_0:001fc5|STRG.21544.1:283-5340|+     -           1686 96662at50557         -            445   3.4e-50  170.1  12.0  11  11     2e-10   9.9e-09   33.4   0.0   355   441  1013  1100  1008  1104 0.90 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   1  11     0.016      0.77    7.4   0.0   371   426   112   167   105   173 0.91 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   2  11   6.9e-10   3.4e-08   31.7   0.0   341   444   222   327   210   328 0.88 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   3  11    0.0058      0.28    8.9   0.0   348   431   329   413   326   420 0.85 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   4  11    0.0013     0.064   11.0   0.0   368   444   416   495   409   496 0.85 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   5  11      0.41        20    2.8   0.0   364   425   551   622   519   633 0.67 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   6  11   7.3e-09   3.5e-07   28.3   0.1   342   444   645   748   636   749 0.88 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   7  11   7.2e-07   3.5e-05   21.7   0.2   374   442   743   813   739   816 0.86 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   8  11   2.8e-05    0.0014   16.5   0.7   346   444   782   884   780   885 0.82 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0   9  11      0.31        15    3.2   0.0   369   427   874   932   870   947 0.82 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0  10  11    0.0003     0.014   13.1   0.0   369   436   953  1022   943  1024 0.90 -
2648at50557_103372_0:001fc5|STRG.21544.5:0-5040|+       -           1677 96662at50557         -            445   1.6e-48  164.5  12.0  11  11   2.4e-10   1.1e-08   33.2   0.0   356   441  1009  1095  1005  1099 0.90 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   1   8   3.5e-06   0.00017   19.5   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   2   8   1.8e-07   8.9e-06   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   3   8   2.1e-09     1e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   4   8   1.8e-05   0.00089   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   5   8   2.8e-10   1.4e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   6   8   7.2e-07   3.5e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   7   8   1.4e-08   6.7e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.1785.1:1146-2867|+      -            574 96662at50557         -            445     1e-44  152.1  25.5   8   8   0.00047     0.023   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   1   8   3.5e-06   0.00017   19.5   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   2   8   1.8e-07   8.9e-06   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   3   8   2.1e-09     1e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   4   8   1.8e-05   0.00089   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   5   8   2.8e-10   1.4e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   6   8   7.2e-07   3.5e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   7   8   1.4e-08   6.7e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.1785.2:897-2618|+       -            574 96662at50557         -            445     1e-44  152.1  25.5   8   8   0.00047     0.023   12.4   0.2   369   424   517   572   512   574 0.93 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 96662at50557         -            445   2.6e-38  130.9   9.9   1   4     4e-16   1.9e-14   52.3   0.2   344   433     3    91     1   102 0.89 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 96662at50557         -            445   2.6e-38  130.9   9.9   2   4     0.013      0.62    7.7   0.2   378   426   102   152    91   160 0.71 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 96662at50557         -            445   2.6e-38  130.9   9.9   3   4     3e-13   1.5e-11   42.8   0.2   362   444   155   238   145   239 0.91 -
12555at50557_51655_0:003c27|STRG.14781.1:237-1256|+     -            340 96662at50557         -            445   2.6e-38  130.9   9.9   4   4   1.1e-10   5.4e-09   34.3   0.1   360   444   252   337   238   338 0.89 -
2648at50557_38123_0:000f4f|STRG.13085.1:175-1293|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   1   6   1.6e-12   7.9e-11   40.4   0.1   366   444     8    87     2    88 0.94 -
2648at50557_38123_0:000f4f|STRG.13085.1:175-1293|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   2   6    0.0014      0.07   10.9   0.0   398   444    73   120    72   121 0.93 -
2648at50557_38123_0:000f4f|STRG.13085.1:175-1293|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   3   6   1.7e-07   8.3e-06   23.8   0.1   365   444   135   215   121   216 0.85 -
2648at50557_38123_0:000f4f|STRG.13085.1:175-1293|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   4   6   1.2e-09   5.6e-08   30.9   0.1   335   429   204   298   200   304 0.82 -
2648at50557_38123_0:000f4f|STRG.13085.1:175-1293|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   5   6   5.3e-09   2.6e-07   28.8   0.0   367   444   269   347   262   348 0.91 -
2648at50557_38123_0:000f4f|STRG.13085.1:175-1293|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   6   6   9.2e-06   0.00045   18.1   0.0   370   431   305   366   296   373 0.91 -
2648at50557_38123_0:000f4f|STRG.13085.3:200-1318|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   1   6   1.6e-12   7.9e-11   40.4   0.1   366   444     8    87     2    88 0.94 -
2648at50557_38123_0:000f4f|STRG.13085.3:200-1318|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   2   6    0.0014      0.07   10.9   0.0   398   444    73   120    72   121 0.93 -
2648at50557_38123_0:000f4f|STRG.13085.3:200-1318|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   3   6   1.7e-07   8.3e-06   23.8   0.1   365   444   135   215   121   216 0.85 -
2648at50557_38123_0:000f4f|STRG.13085.3:200-1318|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   4   6   1.2e-09   5.6e-08   30.9   0.1   335   429   204   298   200   304 0.82 -
2648at50557_38123_0:000f4f|STRG.13085.3:200-1318|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   5   6   5.3e-09   2.6e-07   28.8   0.0   367   444   269   347   262   348 0.91 -
2648at50557_38123_0:000f4f|STRG.13085.3:200-1318|+      -            373 96662at50557         -            445   1.4e-33  115.3   9.4   6   6   9.2e-06   0.00045   18.1   0.0   370   431   305   366   296   373 0.91 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   1   5   1.6e-07     8e-06   23.9   0.1   365   425     8    68     2    74 0.93 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   2   5   2.2e-12   1.1e-10   39.9   0.3   353   444    62   154    57   155 0.93 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   3   5   2.8e-10   1.4e-08   33.0   0.2   366   444   108   187   106   188 0.94 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   4   5   7.8e-05    0.0038   15.0   0.1   368   424   143   199   141   211 0.85 -
2648at50557_38123_0:000f4f|STRG.17527.1:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   5   5     2e-07   9.9e-06   23.5   0.0   354   444   196   287   189   288 0.85 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   1   5   1.6e-07     8e-06   23.9   0.1   365   425     8    68     2    74 0.93 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   2   5   2.2e-12   1.1e-10   39.9   0.3   353   444    62   154    57   155 0.93 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   3   5   2.8e-10   1.4e-08   33.0   0.2   366   444   108   187   106   188 0.94 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   4   5   7.8e-05    0.0038   15.0   0.1   368   424   143   199   141   211 0.85 -
2648at50557_38123_0:000f4f|STRG.17527.2:17-889|+        -            291 96662at50557         -            445   6.5e-30  103.2  11.4   5   5     2e-07   9.9e-06   23.5   0.0   354   444   196   287   189   288 0.85 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   1   4   4.6e-11   2.2e-09   35.6   0.1   368   444     1    78     1    79 0.96 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   2   4   4.8e-08   2.3e-06   25.6   0.0   367   443    66   149    55   151 0.79 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   3   4   1.3e-05   0.00061   17.6   0.0   396   444   281   331   271   332 0.91 -
12555at50557_51655_0:003c27|STRG.17543.1:1542-2711|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   4   4   7.3e-09   3.5e-07   28.3   0.1   370   430   322   383   317   388 0.93 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   1   4   4.6e-11   2.2e-09   35.6   0.1   368   444     1    78     1    79 0.96 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   2   4   4.8e-08   2.3e-06   25.6   0.0   367   443    66   149    55   151 0.79 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   3   4   1.3e-05   0.00061   17.6   0.0   396   444   281   331   271   332 0.91 -
12555at50557_51655_0:003c27|STRG.17543.2:1569-2738|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   4   4   7.3e-09   3.5e-07   28.3   0.1   370   430   322   383   317   388 0.93 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   1   4   4.6e-11   2.2e-09   35.6   0.1   368   444     1    78     1    79 0.96 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   2   4   4.8e-08   2.3e-06   25.6   0.0   367   443    66   149    55   151 0.79 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   3   4   1.3e-05   0.00061   17.6   0.0   396   444   281   331   271   332 0.91 -
12555at50557_51655_0:003c27|STRG.17543.3:1341-2510|+    -            390 96662at50557         -            445   2.5e-27   94.7   3.0   4   4   7.3e-09   3.5e-07   28.3   0.1   370   430   322   383   317   388 0.93 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 96662at50557         -            445   2.1e-25   88.4   2.3   1   4   1.8e-08     9e-07   27.0   0.0   354   441     2    90     1    90 0.93 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 96662at50557         -            445   2.1e-25   88.4   2.3   2   4   3.2e-08   1.6e-06   26.2   0.0   369   430    83   144    78   146 0.95 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 96662at50557         -            445   2.1e-25   88.4   2.3   3   4   5.2e-10   2.5e-08   32.1   0.0   366   444   146   225   143   226 0.95 -
2648at50557_38123_0:000f4f|STRG.13083.1:1067-1897|+     -            277 96662at50557         -            445   2.1e-25   88.4   2.3   4   4    0.0042       0.2    9.3   0.1   370   424   216   270   212   273 0.88 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   1   9   0.00049     0.024   12.4   0.0   384   444     2    63     1    64 0.91 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   2   9   0.00049     0.024   12.4   0.0   366   428    50   117    49   126 0.80 -
