#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30467at50557_144034_0:0022a4|STRG.13851.1:55-2184|+   -            710 30467at50557         -            614         0 1058.2   8.2   1   1         0         0 1057.9   8.2     8   614    31   708    23   708 0.92 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   4   5     0.012       1.9    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   5   5       1.4   2.3e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   1   5         6   9.7e+02   -3.3   0.0   186   208   229   252   226   265 0.56 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   2   5     0.021       3.3    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   3   5      0.55        89    0.1   0.0   221   249   413   439   403   446 0.67 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   4   5     0.012       1.9    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 30467at50557         -            614    0.0021   15.4   0.6   5   5       1.4   2.3e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 30467at50557         -            614    0.0021   15.4   0.6   1   5         6   9.7e+02   -3.3   0.0   186   208   229   252   226   265 0.56 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 30467at50557         -            614    0.0021   15.4   0.6   2   5     0.021       3.3    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 30467at50557         -            614    0.0021   15.4   0.6   3   5      0.55        89    0.1   0.0   221   249   413   439   403   446 0.67 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 30467at50557         -            614    0.0021   15.4   0.6   4   5     0.012       1.9    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 30467at50557         -            614    0.0021   15.4   0.6   5   5       1.4   2.3e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
76755at50557_30069_0:002299|STRG.10781.1:156-752|+    -            199 30467at50557         -            614    0.0039   14.5   0.1   1   2   5.5e-05    0.0089   13.3   0.1   211   252    42    83    11   111 0.85 -
76755at50557_30069_0:002299|STRG.10781.1:156-752|+    -            199 30467at50557         -            614    0.0039   14.5   0.1   2   2       1.2   1.9e+02   -1.0   0.0   214   239    88   113    83   130 0.64 -
117816at50557_121225_0:000cee|STRG.3372.1:27-530|+    -            168 30467at50557         -            614    0.0053   14.0   0.1   1   2   0.00041     0.067   10.4   0.0    73   131    24    86    13    94 0.73 -
117816at50557_121225_0:000cee|STRG.3372.1:27-530|+    -            168 30467at50557         -            614    0.0053   14.0   0.1   2   2      0.13        21    2.2   0.0    70   109   114   152    79   162 0.69 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+  -            239 30467at50557         -            614    0.0058   13.9   0.3   1   2     0.018         3    5.0   0.1   223   305    13    63     5    86 0.39 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+  -            239 30467at50557         -            614    0.0058   13.9   0.3   2   2     0.008       1.3    6.2   0.0   215   248   103   134    89   140 0.76 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+   -            226 30467at50557         -            614    0.0066   13.7   0.0   1   1   9.3e-05     0.015   12.6   0.0   211   257    37    81    29    88 0.86 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+     -            315 30467at50557         -            614    0.0067   13.7   0.1   1   2   0.00013     0.022   12.0   0.1   211   257    16    60     8    85 0.87 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+     -            315 30467at50557         -            614    0.0067   13.7   0.1   2   2       1.6   2.6e+02   -1.5   0.0   415   501   166   266   152   276 0.41 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 30467at50557         -            614      0.01   13.1   0.1   1   4     0.048       7.7    3.6   0.0   477   505    60    88    19    98 0.75 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 30467at50557         -            614      0.01   13.1   0.1   2   4     0.058       9.4    3.3   0.0   190   250    66   132    61   147 0.44 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 30467at50557         -            614      0.01   13.1   0.1   3   4      0.56        90    0.1   0.0   470   504   180   214   174   223 0.87 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 30467at50557         -            614      0.01   13.1   0.1   4   4     0.082        13    2.8   0.0   439   503   228   305   199   314 0.48 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+  -            238 30467at50557         -            614     0.012   12.9   0.1   1   2      0.16        26    1.9   0.0   217   259    66   106    59   109 0.86 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+  -            238 30467at50557         -            614     0.012   12.9   0.1   2   2    0.0011      0.18    9.0   0.0   398   503   110   227   106   234 0.76 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 30467at50557         -            614     0.013   12.8   0.5   1   3    0.0051      0.83    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 30467at50557         -            614     0.013   12.8   0.5   2   3         1   1.7e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 30467at50557         -            614     0.013   12.8   0.5   3   3      0.11        18    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   1   3    0.0051      0.83    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   2   3         1   1.7e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   3   3      0.11        18    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   1   3    0.0051      0.83    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   2   3         1   1.7e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   3   3      0.11        18    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   1   3    0.0051      0.83    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   2   3         1   1.7e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 30467at50557         -            614     0.013   12.8   0.5   3   3      0.11        18    2.4   0.0   186   209   267   290   251   310 0.79 -
129956at50557_7536_0:0043e4|STRG.13011.2:2-355|+      -            118 30467at50557         -            614     0.018   12.3   0.0   1   1   0.00011     0.018   12.3   0.0    87   124    37    75    19   111 0.87 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 30467at50557         -            614     0.019   12.2   1.1   1   2      0.14        23    2.0   0.0   187   211     9    33     4    44 0.77 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+   -            290 30467at50557         -            614     0.019   12.2   1.1   2   2     0.018         3    5.0   0.1   170   208   250   288   242   290 0.67 -
22030at50557_7536_0:0040ec|STRG.21442.1:813-1154|+    -            114 30467at50557         -            614      0.02   12.2   0.0   1   1   0.00012      0.02   12.1   0.0   184   270     3   100     1   113 0.66 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+  -            288 30467at50557         -            614     0.035   11.3   0.6   1   3     0.007       1.1    6.4   0.1   441   502    70   137    34   145 0.72 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+  -            288 30467at50557         -            614     0.035   11.3   0.6   2   3      0.22        36    1.4   0.0   443   456   163   176   157   181 0.63 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+  -            288 30467at50557         -            614     0.035   11.3   0.6   3   3      0.67   1.1e+02   -0.2   0.0   179   207   256   286   238   288 0.68 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 30467at50557         -            614     0.046   11.0   0.0   1   2   0.00056     0.091   10.0   0.0   253   305   104   158    18   164 0.74 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 30467at50557         -            614     0.046   11.0   0.0   2   2       3.8   6.2e+02   -2.7   0.0   203   215   216   228   184   261 0.42 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+    -            641 30467at50557         -            614     0.051   10.8   0.0   1   3       0.8   1.3e+02   -0.4   0.0   225   256     5    35     2    41 0.76 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+    -            641 30467at50557         -            614     0.051   10.8   0.0   2   3     0.027       4.3    4.4   0.0   218   255    41    76    35    81 0.83 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+    -            641 30467at50557         -            614     0.051   10.8   0.0   3   3      0.14        22    2.1   0.0   189   248   336   400   315   411 0.68 -
56752at50557_144034_0:000a3e|STRG.4447.2:677-2704|+   -            676 30467at50557         -            614     0.068   10.4   0.1   1   1   0.00067      0.11    9.7   0.1   441   506   236   306   206   320 0.70 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+    -            392 30467at50557         -            614     0.092   10.0   1.2   1   3     0.039       6.3    3.9   0.1   471   503    50    82    46    87 0.87 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+    -            392 30467at50557         -            614     0.092   10.0   1.2   2   3     0.028       4.6    4.4   0.1   438   527    99   188    86   197 0.80 -
66691at50557_456900_0:002b0f|STRG.19245.3:0-1175|+    -            392 30467at50557         -            614     0.092   10.0   1.2   3   3       6.6   1.1e+03   -3.5   0.0   400   430   235   266   234   274 0.64 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30467at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/30467at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30467at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:16:41 2024
# [ok]
