#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.18971.1:93-1544|+   -            484 72085at50557         -            399  1.6e-161  536.3   0.1   1   1  4.6e-163  3.2e-161  535.4   0.1     1   384    35   483    35   484 0.90 -
108140at50557_7070_0:0020e2|STRG.8041.1:78-1553|+     -            492 72085at50557         -            399   1.1e-32  112.0   0.0   2   2   7.8e-27   5.3e-25   86.8   0.0   198   385   265   463   179   467 0.80 -
94143at50557_7029_0:006933|STRG.17625.5:102-1454|+    -            451 72085at50557         -            399   8.8e-31  105.8   0.7   1   1   1.5e-30     1e-28   99.0   0.7     3   385     6   435     4   437 0.78 -
72085at50557_64459_0:00143b|STRG.11094.3:69-1517|+    -            483 72085at50557         -            399   2.1e-29  101.3   0.5   1   2   0.00037     0.025   12.1   0.1     4   134     7   135     4   178 0.74 -
72085at50557_64459_0:00143b|STRG.11094.3:69-1517|+    -            483 72085at50557         -            399   2.1e-29  101.3   0.5   2   2   4.6e-27   3.1e-25   87.6   0.0   234   385   291   456   273   468 0.85 -
126811at50557_39758_0:001e02|STRG.3668.1:282-1532|+   -            417 72085at50557         -            399   6.2e-29   99.7   0.1   1   2    0.0028      0.19    9.2   0.1    36   134     2    97     1   115 0.77 -
126811at50557_39758_0:001e02|STRG.3668.1:282-1532|+   -            417 72085at50557         -            399   6.2e-29   99.7   0.1   2   2   2.3e-27   1.5e-25   88.6   0.0   184   387   176   402   155   408 0.83 -
126811at50557_39758_0:001e02|STRG.3668.2:171-1421|+   -            417 72085at50557         -            399   6.2e-29   99.7   0.1   1   2    0.0028      0.19    9.2   0.1    36   134     2    97     1   115 0.77 -
126811at50557_39758_0:001e02|STRG.3668.2:171-1421|+   -            417 72085at50557         -            399   6.2e-29   99.7   0.1   2   2   2.3e-27   1.5e-25   88.6   0.0   184   387   176   402   155   408 0.83 -
72085at50557_110193_0:00079d|STRG.18074.1:126-1562|+  -            479 72085at50557         -            399   2.7e-27   94.3   1.9   1   3   7.6e-06   0.00052   17.7   0.0     5   106     2   101     1   161 0.87 -
72085at50557_110193_0:00079d|STRG.18074.1:126-1562|+  -            479 72085at50557         -            399   2.7e-27   94.3   1.9   2   3       2.2   1.5e+02   -0.3   0.1   244   279   191   226   136   248 0.67 -
72085at50557_110193_0:00079d|STRG.18074.1:126-1562|+  -            479 72085at50557         -            399   2.7e-27   94.3   1.9   3   3     3e-23     2e-21   75.0   0.1   218   384   297   479   230   479 0.82 -
94143at50557_7029_0:006933|STRG.10922.1:138-1577|+    -            480 72085at50557         -            399   1.1e-26   92.4   0.1   1   2   0.00018     0.013   13.1   0.1     1   110     4   111     4   192 0.72 -
94143at50557_7029_0:006933|STRG.10922.1:138-1577|+    -            480 72085at50557         -            399   1.1e-26   92.4   0.1   2   2     1e-23   7.1e-22   76.5   0.0   212   384   266   452   217   460 0.85 -
72085at50557_64459_0:00143b|STRG.11094.1:333-1637|+   -            435 72085at50557         -            399   6.4e-26   89.8   0.1   1   2    0.0003      0.02   12.4   0.1     4   134     7   135     4   178 0.74 -
72085at50557_64459_0:00143b|STRG.11094.1:333-1637|+   -            435 72085at50557         -            399   6.4e-26   89.8   0.1   2   2     2e-23   1.4e-21   75.5   0.0   234   363   291   434   273   435 0.83 -
72085at50557_535359_0:001660|STRG.10921.1:229-1662|+  -            478 72085at50557         -            399   1.2e-25   89.0   0.5   1   2    0.0032      0.22    9.0   0.0     6   104     1    96     1   126 0.81 -
72085at50557_535359_0:001660|STRG.10921.1:229-1662|+  -            478 72085at50557         -            399   1.2e-25   89.0   0.5   2   2   2.8e-24   1.9e-22   78.4   0.1   224   384   273   447   199   453 0.81 -
94143at50557_7038_0:001312|STRG.2927.4:92-1510|+      -            473 72085at50557         -            399   1.3e-25   88.8   0.1   1   2    0.0032      0.22    9.0   0.0     4   140     7   141     4   174 0.74 -
94143at50557_7038_0:001312|STRG.2927.4:92-1510|+      -            473 72085at50557         -            399   1.3e-25   88.8   0.1   2   2   4.2e-24   2.8e-22   77.8   0.0   234   385   290   455   278   468 0.82 -
94143at50557_7038_0:001312|STRG.2927.5:597-2015|+     -            473 72085at50557         -            399   1.3e-25   88.8   0.1   1   2    0.0032      0.22    9.0   0.0     4   140     7   141     4   174 0.74 -
94143at50557_7038_0:001312|STRG.2927.5:597-2015|+     -            473 72085at50557         -            399   1.3e-25   88.8   0.1   2   2   4.2e-24   2.8e-22   77.8   0.0   234   385   290   455   278   468 0.82 -
72085at50557_123851_0:002e3b|STRG.1233.1:304-1197|+   -            298 72085at50557         -            399   6.3e-25   86.5   2.4   1   1   6.3e-25   4.3e-23   80.5   2.4     2   208    13   257    12   275 0.82 -
94143at50557_125945_0:00352d|STRG.2927.13:73-1338|+   -            422 72085at50557         -            399   1.1e-23   82.5   0.0   1   2       6.5   4.4e+02   -1.9   0.0    58   136     9    85     2   114 0.62 -
94143at50557_125945_0:00352d|STRG.2927.13:73-1338|+   -            422 72085at50557         -            399   1.1e-23   82.5   0.0   2   2   4.3e-25   2.9e-23   81.1   0.0   233   385   238   404   222   417 0.83 -
94143at50557_125945_0:00352d|STRG.2927.8:73-1338|+    -            422 72085at50557         -            399   1.1e-23   82.5   0.0   1   2       6.5   4.4e+02   -1.9   0.0    58   136     9    85     2   114 0.62 -
94143at50557_125945_0:00352d|STRG.2927.8:73-1338|+    -            422 72085at50557         -            399   1.1e-23   82.5   0.0   2   2   4.3e-25   2.9e-23   81.1   0.0   233   385   238   404   222   417 0.83 -
72085at50557_7244_0:002fc3|STRG.22810.1:123-1061|+    -            313 72085at50557         -            399   1.1e-23   82.4   0.2   1   1   2.7e-25   1.8e-23   81.7   0.2   211   382   126   313    79   313 0.83 -
94143at50557_125945_0:00352d|STRG.2927.7:73-1338|+    -            422 72085at50557         -            399   1.8e-23   81.8   0.0   1   2       6.5   4.4e+02   -1.9   0.0    58   136     9    85     2   114 0.62 -
94143at50557_125945_0:00352d|STRG.2927.7:73-1338|+    -            422 72085at50557         -            399   1.8e-23   81.8   0.0   2   2   7.2e-25   4.9e-23   80.3   0.0   233   385   238   404   222   417 0.83 -
94143at50557_125945_0:00352d|STRG.2927.9:73-1338|+    -            422 72085at50557         -            399   1.8e-23   81.8   0.0   1   2       6.5   4.4e+02   -1.9   0.0    58   136     9    85     2   114 0.62 -
94143at50557_125945_0:00352d|STRG.2927.9:73-1338|+    -            422 72085at50557         -            399   1.8e-23   81.8   0.0   2   2   7.2e-25   4.9e-23   80.3   0.0   233   385   238   404   222   417 0.83 -
72085at50557_166423_0:000771|STRG.7824.1:340-846|+    -            169 72085at50557         -            399   2.1e-23   81.5   0.0   1   1   3.3e-25   2.3e-23   81.4   0.0   231   375     7   166     1   169 0.83 -
72085at50557_64793_0:002c2e|STRG.10921.3:323-1033|+   -            237 72085at50557         -            399     4e-23   80.6   0.0   1   1   7.3e-25     5e-23   80.3   0.0   226   384    38   210    17   217 0.86 -
72085at50557_609295_0:00048d|STRG.20111.2:40-816|+    -            259 72085at50557         -            399   4.9e-23   80.3   0.3   1   1   9.3e-25   6.3e-23   79.9   0.3   233   384    90   249    65   256 0.85 -
94143at50557_319348_0:0040ff|STRG.10922.2:332-1489|+  -            386 72085at50557         -            399   6.7e-23   79.9   0.0   1   2       1.9   1.3e+02   -0.1   0.1   209   247    30    68    16   100 0.65 -
94143at50557_319348_0:0040ff|STRG.10922.2:332-1489|+  -            386 72085at50557         -            399   6.7e-23   79.9   0.0   2   2   5.6e-24   3.8e-22   77.4   0.0   211   384   169   356   115   364 0.84 -
94143at50557_7038_0:001312|STRG.2927.1:58-1335|+      -            426 72085at50557         -            399   7.6e-23   79.7   0.0   1   2       5.5   3.7e+02   -1.6   0.0    55   137    11    91     6   119 0.63 -
94143at50557_7038_0:001312|STRG.2927.1:58-1335|+      -            426 72085at50557         -            399   7.6e-23   79.7   0.0   2   2   3.3e-24   2.3e-22   78.1   0.0   234   385   243   408   231   421 0.82 -
94143at50557_40932_0:002d0f|STRG.17625.3:48-899|+     -            284 72085at50557         -            399   8.7e-23   79.5   0.0   1   1   1.6e-24   1.1e-22   79.2   0.0   221   385    87   263    32   265 0.87 -
94143at50557_40932_0:002d0f|STRG.17625.1:57-908|+     -            284 72085at50557         -            399   9.8e-23   79.3   0.0   1   1   1.8e-24   1.2e-22   79.0   0.0   221   385    87   263    32   265 0.87 -
72085at50557_64459_0:00143b|STRG.2927.2:317-1516|+    -            400 72085at50557         -            399   9.8e-23   79.3   0.0   1   1   2.7e-24   1.8e-22   78.4   0.0   234   385   208   373   191   386 0.83 -
72085at50557_178035_0:001a2e|STRG.2927.3:404-1402|+   -            333 72085at50557         -            399   1.6e-22   78.6   0.0   1   1   3.4e-24   2.3e-22   78.1   0.0   234   374   178   332   165   333 0.84 -
72085at50557_597456_0:002100|STRG.2927.6:667-1386|+   -            240 72085at50557         -            399   1.8e-22   78.5   0.0   1   1   3.3e-24   2.3e-22   78.1   0.0   234   381    78   239    66   240 0.82 -
72085at50557_168631_0:0016c7|STRG.11094.2:449-1159|+  -            237 72085at50557         -            399   2.4e-22   78.1   0.0   1   1   4.3e-24   2.9e-22   77.8   0.0   233   363    92   236    66   237 0.84 -
94143at50557_54969_0:002985|STRG.10579.4:15-1181|+    -            389 72085at50557         -            399   2.4e-22   78.0   0.8   1   2       1.3        89    0.4   0.3   205   265    26    85    16    96 0.61 -
94143at50557_54969_0:002985|STRG.10579.4:15-1181|+    -            389 72085at50557         -            399   2.4e-22   78.0   0.8   2   2   1.9e-23   1.3e-21   75.6   0.0   226   384   187   359   171   365 0.81 -
94143at50557_54969_0:002985|STRG.10579.2:49-1224|+    -            392 72085at50557         -            399   2.5e-22   78.0   0.8   1   2       1.3        90    0.4   0.3   205   265    29    88    19    99 0.61 -
94143at50557_54969_0:002985|STRG.10579.2:49-1224|+    -            392 72085at50557         -            399   2.5e-22   78.0   0.8   2   2   1.9e-23   1.3e-21   75.6   0.0   226   384   190   362   174   368 0.81 -
94143at50557_54969_0:002985|STRG.10579.1:131-1315|+   -            395 72085at50557         -            399   2.5e-22   78.0   0.8   1   2       1.3        91    0.4   0.3   205   265    32    91    22   102 0.61 -
94143at50557_54969_0:002985|STRG.10579.1:131-1315|+   -            395 72085at50557         -            399   2.5e-22   78.0   0.8   2   2     2e-23   1.3e-21   75.6   0.0   226   384   193   365   177   371 0.81 -
94143at50557_54969_0:002985|STRG.10579.3:432-1616|+   -            395 72085at50557         -            399   2.5e-22   78.0   0.8   1   2       1.3        91    0.4   0.3   205   265    32    91    22   102 0.61 -
94143at50557_54969_0:002985|STRG.10579.3:432-1616|+   -            395 72085at50557         -            399   2.5e-22   78.0   0.8   2   2     2e-23   1.3e-21   75.6   0.0   226   384   193   365   177   371 0.81 -
138762at50557_13249_0:0030f7|STRG.1491.1:445-1866|+   -            474 72085at50557         -            399   1.1e-21   75.8   0.1   1   2       8.4   5.7e+02   -2.2   0.0   129   156   148   175    96   183 0.64 -
138762at50557_13249_0:0030f7|STRG.1491.1:445-1866|+   -            474 72085at50557         -            399   1.1e-21   75.8   0.1   2   2   4.3e-23   2.9e-21   74.5   0.0   220   391   261   451   215   457 0.83 -
138762at50557_13249_0:0030f7|STRG.1497.1:469-1887|+   -            473 72085at50557         -            399   1.8e-21   75.1   0.0   1   1   1.6e-22   1.1e-20   72.6   0.0   220   385   260   444   119   455 0.86 -
138762at50557_13249_0:0030f7|STRG.1492.2:108-1457|+   -            450 72085at50557         -            399   2.1e-21   74.9   0.1   1   2       1.7   1.1e+02    0.1   0.0   129   161   124   156    72   171 0.75 -
138762at50557_13249_0:0030f7|STRG.1492.2:108-1457|+   -            450 72085at50557         -            399   2.1e-21   74.9   0.1   2   2     2e-22   1.4e-20   72.3   0.0   220   388   237   424   195   432 0.84 -
138762at50557_13249_0:0030f7|STRG.22725.1:164-1600|+  -            479 72085at50557         -            399   2.6e-21   74.6   0.1   1   2       8.5   5.8e+02   -2.3   0.0   114   157   133   175   117   179 0.80 -
138762at50557_13249_0:0030f7|STRG.22725.1:164-1600|+  -            479 72085at50557         -            399   2.6e-21   74.6   0.1   2   2   9.6e-23   6.5e-21   73.3   0.0   193   392   237   456   211   459 0.77 -
138762at50557_13249_0:0030f7|STRG.22735.1:119-1576|+  -            486 72085at50557         -            399   3.4e-21   74.3   0.1   1   1     1e-22   6.8e-21   73.3   0.0   218   391   271   463   228   468 0.82 -
138762at50557_13249_0:0030f7|STRG.22730.1:794-2260|+  -            489 72085at50557         -            399     5e-21   73.7   0.0   1   2       7.1   4.9e+02   -2.0   0.0    86   107   114   135    68   198 0.62 -
138762at50557_13249_0:0030f7|STRG.22730.1:794-2260|+  -            489 72085at50557         -            399     5e-21   73.7   0.0   2   2   2.1e-22   1.4e-20   72.2   0.0   220   385   283   470   279   478 0.82 -
138762at50557_13249_0:0030f7|STRG.18286.1:9-1487|+    -            493 72085at50557         -            399   5.2e-21   73.6   0.1   1   2       6.4   4.4e+02   -1.8   0.0   129   153   167   191   113   209 0.51 -
138762at50557_13249_0:0030f7|STRG.18286.1:9-1487|+    -            493 72085at50557         -            399   5.2e-21   73.6   0.1   2   2   2.1e-22   1.4e-20   72.2   0.0   220   385   279   463   237   473 0.82 -
72085at50557_307658_0:001bcf|STRG.10919.1:154-1359|+  -            402 72085at50557         -            399   5.8e-21   73.5   1.2   1   2         2   1.4e+02   -0.2   0.3    89   111    15    37     2   156 0.58 -
72085at50557_307658_0:001bcf|STRG.10919.1:154-1359|+  -            402 72085at50557         -            399   5.8e-21   73.5   1.2   2   2   1.9e-22   1.3e-20   72.3   0.3   160   384   136   383    90   389 0.74 -
72085at50557_307658_0:001bcf|STRG.10919.2:27-1232|+   -            402 72085at50557         -            399   5.8e-21   73.5   1.2   1   2         2   1.4e+02   -0.2   0.3    89   111    15    37     2   156 0.58 -
72085at50557_307658_0:001bcf|STRG.10919.2:27-1232|+   -            402 72085at50557         -            399   5.8e-21   73.5   1.2   2   2   1.9e-22   1.3e-20   72.3   0.3   160   384   136   383    90   389 0.74 -
138762at50557_13249_0:0030f7|STRG.18307.1:27-1505|+   -            493 72085at50557         -            399     1e-20   72.7   0.1   1   2       6.4   4.4e+02   -1.8   0.0   129   153   167   191   113   209 0.51 -
138762at50557_13249_0:0030f7|STRG.18307.1:27-1505|+   -            493 72085at50557         -            399     1e-20   72.7   0.1   2   2   4.2e-22   2.8e-20   71.2   0.0   220   385   279   463   237   473 0.82 -
138762at50557_13249_0:0030f7|STRG.21681.1:137-1486|+  -            450 72085at50557         -            399   1.8e-20   71.9   0.5   1   2      0.72        49    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.21681.1:137-1486|+  -            450 72085at50557         -            399   1.8e-20   71.9   0.5   2   2   3.6e-21   2.4e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
138762at50557_13249_0:0030f7|STRG.21681.2:191-1540|+  -            450 72085at50557         -            399   1.8e-20   71.9   0.5   1   2      0.72        49    1.3   0.1   108   156   126   173    55   190 0.73 -
138762at50557_13249_0:0030f7|STRG.21681.2:191-1540|+  -            450 72085at50557         -            399   1.8e-20   71.9   0.5   2   2   3.6e-21   2.4e-19   68.1   0.0   220   384   269   448   257   450 0.85 -
126811at50557_39758_0:001e02|STRG.11885.1:269-1642|+  -            458 72085at50557         -            399     2e-20   71.7   0.0   1   2     0.064       4.3    4.7   0.0    38   106     2    66     1   124 0.77 -
126811at50557_39758_0:001e02|STRG.11885.1:269-1642|+  -            458 72085at50557         -            399     2e-20   71.7   0.0   2   2   3.8e-20   2.6e-18   64.7   0.0   232   385   270   439   250   443 0.82 -
126811at50557_39758_0:001e02|STRG.11885.2:269-1642|+  -            458 72085at50557         -            399     2e-20   71.7   0.0   1   2     0.064       4.3    4.7   0.0    38   106     2    66     1   124 0.77 -
126811at50557_39758_0:001e02|STRG.11885.2:269-1642|+  -            458 72085at50557         -            399     2e-20   71.7   0.0   2   2   3.8e-20   2.6e-18   64.7   0.0   232   385   270   439   250   443 0.82 -
138762at50557_13249_0:0030f7|STRG.1488.2:27-1478|+    -            484 72085at50557         -            399   2.2e-20   71.6   0.0   1   1   1.4e-21   9.3e-20   69.5   0.0   220   388   271   458    74   466 0.87 -
138762at50557_13249_0:0030f7|STRG.3786.1:42-1505|+    -            488 72085at50557         -            399   2.5e-20   71.4   0.0   1   1   7.9e-22   5.3e-20   70.3   0.0   220   394   273   466   233   470 0.83 -
138762at50557_13249_0:0030f7|STRG.3789.1:100-1584|+   -            495 72085at50557         -            399   3.8e-20   70.8   0.0   1   2       2.2   1.5e+02   -0.3   0.0    96   254   119   161    79   186 0.63 -
138762at50557_13249_0:0030f7|STRG.3789.1:100-1584|+   -            495 72085at50557         -            399   3.8e-20   70.8   0.0   2   2   2.6e-21   1.7e-19   68.6   0.0   220   393   280   472   234   477 0.80 -
72085at50557_197043_0:003e79|STRG.1494.1:706-1239|+   -            178 72085at50557         -            399   4.9e-20   70.4   0.0   1   1   8.3e-22   5.6e-20   70.2   0.0   221   378     1   177     1   178 0.82 -
138762at50557_13249_0:0030f7|STRG.21965.1:24-1484|+   -            487 72085at50557         -            399   5.1e-20   70.4   0.0   1   2       5.7   3.9e+02   -1.7   0.0   132   159   172   199   151   201 0.79 -
138762at50557_13249_0:0030f7|STRG.21965.1:24-1484|+   -            487 72085at50557         -            399   5.1e-20   70.4   0.0   2   2   2.2e-21   1.5e-19   68.9   0.0   227   389   287   461   266   471 0.86 -
72085at50557_609295_0:00048d|STRG.20111.3:40-831|+    -            264 72085at50557         -            399   5.7e-20   70.2   0.3   1   1   1.1e-21   7.4e-20   69.8   0.3   233   384    90   254    65   261 0.82 -
138762at50557_13249_0:0030f7|STRG.13604.1:18-1499|+   -            494 72085at50557         -            399   6.4e-20   70.0   0.2   1   4       6.8   4.7e+02   -1.9   0.0     6    22    27    43    24    88 0.72 -
138762at50557_13249_0:0030f7|STRG.13604.1:18-1499|+   -            494 72085at50557         -            399   6.4e-20   70.0   0.2   2   4      0.67        45    1.4   0.0   114   160   151   196   135   231 0.72 -
138762at50557_13249_0:0030f7|STRG.13604.1:18-1499|+   -            494 72085at50557         -            399   6.4e-20   70.0   0.2   3   4       1.1        73    0.7   0.0   113   137   248   272   237   277 0.85 -
138762at50557_13249_0:0030f7|STRG.13604.1:18-1499|+   -            494 72085at50557         -            399   6.4e-20   70.0   0.2   4   4   1.3e-19   8.8e-18   63.0   0.0   227   386   287   462   275   475 0.82 -
138762at50557_13249_0:0030f7|STRG.1489.1:66-1484|+    -            473 72085at50557         -            399   8.2e-20   69.7   0.2   1   2       1.2        85    0.5   0.0   129   158   147   176    92   195 0.69 -
138762at50557_13249_0:0030f7|STRG.1489.1:66-1484|+    -            473 72085at50557         -            399   8.2e-20   69.7   0.2   2   2     1e-20   6.9e-19   66.6   0.0   220   388   259   446   224   454 0.85 -
138762at50557_13249_0:0030f7|STRG.1490.1:158-1576|+   -            473 72085at50557         -            399   1.1e-19   69.3   0.1   1   2       8.3   5.7e+02   -2.2   0.0   129   156   148   175    96   183 0.64 -
138762at50557_13249_0:0030f7|STRG.1490.1:158-1576|+   -            473 72085at50557         -            399   1.1e-19   69.3   0.1   2   2   3.9e-21   2.6e-19   68.0   0.0   220   390   261   450   215   456 0.82 -
72085at50557_197043_0:003e79|STRG.16045.1:452-937|+   -            162 72085at50557         -            399   1.3e-19   69.0   0.0   1   1   2.2e-21   1.5e-19   68.8   0.0   241   382     2   162     1   162 0.82 -
138762at50557_13249_0:0030f7|STRG.13604.2:290-1669|+  -            460 72085at50557         -            399   2.7e-19   68.0   0.2   1   2       6.2   4.2e+02   -1.8   0.0     6    22    27    43    24    88 0.72 -
138762at50557_13249_0:0030f7|STRG.13604.2:290-1669|+  -            460 72085at50557         -            399   2.7e-19   68.0   0.2   2   2   3.6e-19   2.4e-17   61.6   0.0   227   384   287   460   135   460 0.86 -
138762at50557_13249_0:0030f7|STRG.13604.3:387-1766|+  -            460 72085at50557         -            399   2.7e-19   68.0   0.2   1   2       6.2   4.2e+02   -1.8   0.0     6    22    27    43    24    88 0.72 -
138762at50557_13249_0:0030f7|STRG.13604.3:387-1766|+  -            460 72085at50557         -            399   2.7e-19   68.0   0.2   2   2   3.6e-19   2.4e-17   61.6   0.0   227   384   287   460   135   460 0.86 -
72085at50557_197043_0:003e79|STRG.1492.1:1462-1992|+  -            177 72085at50557         -            399   3.7e-19   67.5   0.0   1   1   6.2e-21   4.2e-19   67.4   0.0   221   378     1   176     1   177 0.84 -
72085at50557_64793_0:002c2e|STRG.11406.1:6-575|+      -            190 72085at50557         -            399   3.7e-19   67.5   0.0   1   1     6e-21   4.1e-19   67.4   0.0   268   389    39   165     1   174 0.79 -
138762at50557_13249_0:0030f7|STRG.3784.1:42-1430|+    -            463 72085at50557         -            399   7.9e-19   66.4   0.0   1   1   2.5e-20   1.7e-18   65.4   0.0   220   387   273   459   233   462 0.84 -
138762at50557_13249_0:0030f7|STRG.6185.1:1139-2629|+  -            497 72085at50557         -            399   1.7e-18   65.4   0.0   1   2     0.039       2.6    5.5   0.0   118   193   147   219   101   268 0.75 -
138762at50557_13249_0:0030f7|STRG.6185.1:1139-2629|+  -            497 72085at50557         -            399   1.7e-18   65.4   0.0   2   2   5.5e-18   3.7e-16   57.7   0.0   220   385   290   469   284   477 0.81 -
138762at50557_13249_0:0030f7|STRG.22733.1:223-1680|+  -            486 72085at50557         -            399   1.7e-18   65.3   0.0   1   1   7.1e-20   4.8e-18   63.9   0.0   220   385   260   447   256   458 0.83 -
138762at50557_13249_0:0030f7|STRG.8087.2:18-1502|+    -            495 72085at50557         -            399     2e-18   65.1   0.0   1   4       1.9   1.3e+02   -0.1   0.0     5    31    26    55    23    88 0.72 -
138762at50557_13249_0:0030f7|STRG.8087.2:18-1502|+    -            495 72085at50557         -            399     2e-18   65.1   0.0   2   4       1.5        99    0.3   0.0   126   160   162   196   136   210 0.82 -
138762at50557_13249_0:0030f7|STRG.8087.2:18-1502|+    -            495 72085at50557         -            399     2e-18   65.1   0.0   3   4       5.8   3.9e+02   -1.7   0.0   108   136   244   271   200   277 0.77 -
138762at50557_13249_0:0030f7|STRG.8087.2:18-1502|+    -            495 72085at50557         -            399     2e-18   65.1   0.0   4   4   1.4e-18   9.5e-17   59.6   0.0   227   386   288   463   278   476 0.82 -
138762at50557_13249_0:0030f7|STRG.8087.1:141-1649|+   -            503 72085at50557         -            399   2.1e-18   65.0   0.0   1   4       1.9   1.3e+02   -0.1   0.0     5    31    34    63    31    96 0.72 -
138762at50557_13249_0:0030f7|STRG.8087.1:141-1649|+   -            503 72085at50557         -            399   2.1e-18   65.0   0.0   2   4       1.8   1.2e+02    0.0   0.0   126   160   170   204   144   209 0.81 -
138762at50557_13249_0:0030f7|STRG.8087.1:141-1649|+   -            503 72085at50557         -            399   2.1e-18   65.0   0.0   3   4       5.9     4e+02   -1.7   0.0   108   136   252   279   208   285 0.77 -
138762at50557_13249_0:0030f7|STRG.8087.1:141-1649|+   -            503 72085at50557         -            399   2.1e-18   65.0   0.0   4   4   1.4e-18   9.9e-17   59.6   0.0   227   386   296   471   286   484 0.82 -
72085at50557_64793_0:002c2e|STRG.19109.3:578-1138|+   -            187 72085at50557         -            399     3e-18   64.6   0.0   1   1   5.1e-20   3.5e-18   64.3   0.0   223   385     3   181     1   185 0.85 -
138762at50557_13249_0:0030f7|STRG.22737.1:121-1494|+  -            458 72085at50557         -            399     4e-18   64.1   0.0   1   2       3.8   2.6e+02   -1.1   0.0   124   156   155   187   108   198 0.67 -
138762at50557_13249_0:0030f7|STRG.22737.1:121-1494|+  -            458 72085at50557         -            399     4e-18   64.1   0.0   2   2   2.1e-19   1.5e-17   62.3   0.0   220   383   273   457   242   458 0.85 -
138762at50557_13249_0:0030f7|STRG.21680.1:104-1471|+  -            456 72085at50557         -            399   4.8e-18   63.9   0.1   1   2      0.83        57    1.1   0.0   122   156   139   173    56   178 0.81 -
