#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
53261at50557_45779_0:000505|STRG.23765.1:0-866|+      -            289 53261at50557         -            444  2.2e-148  493.6   1.0   1   1  2.1e-149  1.1e-146  488.0   1.0     7   256    16   287    11   289 0.94 -
90208at50557_91411_0:001110|STRG.8114.1:159-1052|+    -            298 53261at50557         -            444     1e-22   79.4   0.1   1   2     1e-24   5.5e-22   77.0   0.0     6   154    16   162    12   176 0.93 -
90208at50557_91411_0:001110|STRG.8114.1:159-1052|+    -            298 53261at50557         -            444     1e-22   79.4   0.1   2   2      0.24   1.3e+02   -0.0   0.0   352   378   225   251   216   289 0.72 -
90208at50557_520822_0:000558|STRG.14405.3:0-770|+     -            257 53261at50557         -            444   2.1e-16   58.7   0.2   1   1   5.9e-19   3.2e-16   58.0   0.2     6   156    62   223    57   230 0.89 -
90208at50557_103372_0:00186f|STRG.14405.2:0-998|+     -            333 53261at50557         -            444   3.9e-16   57.8   0.3   1   1   1.2e-18   6.5e-16   57.0   0.3     6   156    62   223    57   231 0.89 -
90208at50557_103372_0:00186f|STRG.14405.1:0-1181|+    -            394 53261at50557         -            444   5.8e-16   57.2   0.2   1   1   1.8e-18   9.7e-16   56.5   0.2     6   156    62   223    57   230 0.89 -
39392at50557_7070_0:000e0a|STRG.18237.2:85-1621|+     -            510 53261at50557         -            444   2.8e-15   54.9   0.0   1   2   1.1e-17   6.1e-15   53.8   0.0    10   145    13   149     7   162 0.83 -
39392at50557_7070_0:000e0a|STRG.18237.2:85-1621|+     -            510 53261at50557         -            444   2.8e-15   54.9   0.0   2   2       2.2   1.2e+03   -3.2   0.0    47   105   332   391   329   401 0.69 -
39392at50557_103372_0:000839|STRG.18237.1:0-1613|+    -            538 53261at50557         -            444   3.1e-15   54.8   0.0   1   2   1.2e-17   6.7e-15   53.7   0.0    10   145    35   171    29   184 0.83 -
39392at50557_103372_0:000839|STRG.18237.1:0-1613|+    -            538 53261at50557         -            444   3.1e-15   54.8   0.0   2   2       2.4   1.3e+03   -3.3   0.0    47   105   358   417   355   426 0.68 -
101448at50557_568069_0:002eb6|STRG.11208.1:192-1328|+ -            379 53261at50557         -            444   1.5e-14   52.5   0.2   1   2   6.4e-17   3.5e-14   51.3   0.0     5   141    21   152    18   165 0.95 -
101448at50557_568069_0:002eb6|STRG.11208.1:192-1328|+ -            379 53261at50557         -            444   1.5e-14   52.5   0.2   2   2       1.2   6.3e+02   -2.3   0.0   309   336   339   365   329   369 0.80 -
101448at50557_83485_0:00166b|STRG.16089.1:159-1155|+  -            329 53261at50557         -            444   2.4e-14   51.9   0.1   1   1   5.7e-17   3.1e-14   51.5   0.1     8   136    33   159    27   205 0.82 -
101448at50557_103372_0:002ac7|STRG.16089.2:0-998|+    -            333 53261at50557         -            444   2.4e-14   51.9   0.1   1   1   5.8e-17   3.1e-14   51.5   0.1     8   136    33   159    27   205 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/53261at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/53261at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/53261at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:18:35 2024
# [ok]
