#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
106896at50557_34720_0:0025d6|STRG.6234.2:864-2300|+     -            479 106896at50557        -             70   1.8e-34  116.3   4.0   1   1   5.8e-36   1.8e-34  116.3   4.0    12    70   384   443   377   443 0.93 -
14133at50557_7536_0:001741|STRG.22673.3:999-2363|+      -            455 106896at50557        -             70     8e-11   40.6  40.3   2   7   2.4e-05   0.00078   18.2   0.7    18    70    37    89    33    89 0.92 -
14133at50557_7536_0:001741|STRG.22673.3:999-2363|+      -            455 106896at50557        -             70     8e-11   40.6  40.3   3   7    0.0023     0.073   11.9   0.9    22    70    69   121    64   121 0.85 -
14133at50557_7536_0:001741|STRG.22673.3:999-2363|+      -            455 106896at50557        -             70     8e-11   40.6  40.3   4   7      0.33        10    5.0   0.1    49    68   245   264   217   266 0.78 -
14133at50557_7536_0:001741|STRG.22673.3:999-2363|+      -            455 106896at50557        -             70     8e-11   40.6  40.3   5   7   4.4e-06   0.00014   20.6   3.6    17    67   269   319   265   322 0.86 -
14133at50557_7536_0:001741|STRG.22673.3:999-2363|+      -            455 106896at50557        -             70     8e-11   40.6  40.3   6   7       1.4        45    2.9   0.1    16    41   322   347   318   351 0.83 -
14133at50557_7536_0:001741|STRG.22673.3:999-2363|+      -            455 106896at50557        -             70     8e-11   40.6  40.3   7   7     0.069       2.2    7.2   3.1    22    68   405   451   397   453 0.81 -
45419at50557_51655_0:002e4f|STRG.7553.1:1835-2086|+     -             84 106896at50557        -             70   4.4e-10   38.2   7.9   1   2   3.7e-07   1.2e-05   24.0   2.7    18    68     6    56     2    58 0.89 -
45419at50557_51655_0:002e4f|STRG.7553.1:1835-2086|+     -             84 106896at50557        -             70   4.4e-10   38.2   7.9   2   2   1.5e-05   0.00047   18.9   0.4    36    68    52    84    49    84 0.86 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   1   9     0.029      0.93    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   2   9     0.086       2.7    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   3   9     0.086       2.7    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   4   9     0.036       1.1    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   5   9   3.1e-05   0.00099   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   6   9    0.0031     0.099   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   7   9    0.0058      0.18   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   8   9   7.5e-05    0.0024   16.7   2.0    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.24277.1:658-1800|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   9   9       3.9   1.2e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   1   9     0.029      0.93    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   2   9     0.086       2.7    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   3   9     0.086       2.7    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   4   9     0.036       1.1    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   5   9   3.1e-05   0.00099   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   6   9    0.0031     0.099   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   7   9    0.0058      0.18   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   8   9   7.5e-05    0.0024   16.7   2.0    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.24277.2:481-1623|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   9   9       3.9   1.2e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   1   9     0.029      0.93    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   2   9     0.086       2.7    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   3   9     0.086       2.7    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   4   9     0.036       1.1    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   5   9   3.1e-05   0.00099   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   6   9    0.0031     0.099   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   7   9    0.0058      0.18   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   8   9   7.5e-05    0.0024   16.7   2.0    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.24277.3:604-1746|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   9   9       3.9   1.2e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   1   9     0.029      0.93    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   2   9     0.086       2.7    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   3   9     0.086       2.7    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   4   9     0.036       1.1    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   5   9   3.1e-05   0.00099   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   6   9    0.0031     0.099   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   7   9    0.0058      0.18   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   8   9   7.5e-05    0.0024   16.7   2.0    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.24277.4:703-1845|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   9   9       3.9   1.2e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   1   9     0.029      0.93    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   2   9     0.086       2.7    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   3   9     0.086       2.7    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   4   9     0.036       1.1    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   5   9   3.1e-05   0.00099   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   6   9    0.0031     0.099   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   7   9    0.0058      0.18   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   8   9   7.5e-05    0.0024   16.7   2.0    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.24277.5:399-1541|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   9   9       3.9   1.2e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   1   9     0.029      0.93    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   2   9     0.086       2.7    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   3   9     0.086       2.7    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   4   9     0.036       1.1    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   5   9   3.1e-05   0.00099   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   6   9    0.0031     0.099   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   7   9    0.0058      0.18   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   8   9   7.5e-05    0.0024   16.7   2.0    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.24277.6:727-1869|+      -            381 106896at50557        -             70     5e-10   38.0  56.4   9   9       3.9   1.2e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
35806at50557_121225_0:000aa0|STRG.7551.1:1879-2997|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   1   6   1.2e-05   0.00037   19.2   1.1    14    67    38    92    26    96 0.88 -
35806at50557_121225_0:000aa0|STRG.7551.1:1879-2997|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   2   6    0.0007     0.022   13.5   3.5    18    68   101   149    92   151 0.80 -
35806at50557_121225_0:000aa0|STRG.7551.1:1879-2997|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   3   6      0.32        10    5.0   3.4    16    64   153   206   149   212 0.74 -
35806at50557_121225_0:000aa0|STRG.7551.1:1879-2997|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   4   6       1.2        38    3.2   4.8     5    68   175   239   174   241 0.82 -
35806at50557_121225_0:000aa0|STRG.7551.1:1879-2997|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   5   6      0.27       8.7    5.2   6.3    17    69   216   283   205   284 0.63 -
35806at50557_121225_0:000aa0|STRG.7551.1:1879-2997|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   6   6    0.0021     0.068   12.0   1.8    17    68   288   341   283   343 0.85 -
35806at50557_121225_0:000aa0|STRG.7551.2:2346-3464|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   1   6   1.2e-05   0.00037   19.2   1.1    14    67    38    92    26    96 0.88 -
35806at50557_121225_0:000aa0|STRG.7551.2:2346-3464|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   2   6    0.0007     0.022   13.5   3.5    18    68   101   149    92   151 0.80 -
35806at50557_121225_0:000aa0|STRG.7551.2:2346-3464|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   3   6      0.32        10    5.0   3.4    16    64   153   206   149   212 0.74 -
35806at50557_121225_0:000aa0|STRG.7551.2:2346-3464|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   4   6       1.2        38    3.2   4.8     5    68   175   239   174   241 0.82 -
35806at50557_121225_0:000aa0|STRG.7551.2:2346-3464|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   5   6      0.27       8.7    5.2   6.3    17    69   216   283   205   284 0.63 -
35806at50557_121225_0:000aa0|STRG.7551.2:2346-3464|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   6   6    0.0021     0.068   12.0   1.8    17    68   288   341   283   343 0.85 -
35806at50557_121225_0:000aa0|STRG.7551.3:2593-3711|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   1   6   1.2e-05   0.00037   19.2   1.1    14    67    38    92    26    96 0.88 -
35806at50557_121225_0:000aa0|STRG.7551.3:2593-3711|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   2   6    0.0007     0.022   13.5   3.5    18    68   101   149    92   151 0.80 -
35806at50557_121225_0:000aa0|STRG.7551.3:2593-3711|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   3   6      0.32        10    5.0   3.4    16    64   153   206   149   212 0.74 -
35806at50557_121225_0:000aa0|STRG.7551.3:2593-3711|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   4   6       1.2        38    3.2   4.8     5    68   175   239   174   241 0.82 -
35806at50557_121225_0:000aa0|STRG.7551.3:2593-3711|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   5   6      0.27       8.7    5.2   6.3    17    69   216   283   205   284 0.63 -
35806at50557_121225_0:000aa0|STRG.7551.3:2593-3711|+    -            373 106896at50557        -             70   5.7e-10   37.9  45.7   6   6    0.0021     0.068   12.0   1.8    17    68   288   341   283   343 0.85 -
45419at50557_51655_0:002e4f|STRG.9148.1:553-810|+       -             86 106896at50557        -             70   3.7e-09   35.3   8.7   1   2   4.3e-08   1.4e-06   27.0   0.8    18    68     7    57     2    59 0.93 -
45419at50557_51655_0:002e4f|STRG.9148.1:553-810|+       -             86 106896at50557        -             70   3.7e-09   35.3   8.7   2   2   2.7e-05   0.00085   18.1   1.7    18    68    35    85    34    86 0.92 -
45419at50557_51655_0:002e4f|STRG.9148.2:610-867|+       -             86 106896at50557        -             70   3.7e-09   35.3   8.7   1   2   4.3e-08   1.4e-06   27.0   0.8    18    68     7    57     2    59 0.93 -
45419at50557_51655_0:002e4f|STRG.9148.2:610-867|+       -             86 106896at50557        -             70   3.7e-09   35.3   8.7   2   2   2.7e-05   0.00085   18.1   1.7    18    68    35    85    34    86 0.92 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   1   7      0.43        14    4.6   0.7    23    68    78   123    68   125 0.69 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   2   7      0.26       8.2    5.3   0.4    19    45   102   128    88   137 0.75 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   3   7    0.0024     0.075   11.8   0.6     4    67   209   269   206   271 0.87 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   4   7    0.0041      0.13   11.1   1.1    18    69   530   581   501   589 0.85 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   5   7       1.3        40    3.1   2.4    50    69   951   970   943   973 0.87 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   6   7   1.7e-05   0.00054   18.7   4.0    17    70  1235  1288  1221  1288 0.87 -
14133at50557_34720_0:002a26|STRG.19636.1:0-5129|+       -           1710 106896at50557        -             70   4.1e-09   35.1  51.1   7   7    0.0029     0.092   11.6   3.0    18    67  1510  1559  1506  1562 0.90 -
45419at50557_51655_0:002e4f|STRG.8471.1:195-428|-       -             78 106896at50557        -             70   7.1e-09   34.4   8.0   1   2   9.9e-08   3.1e-06   25.9   0.6    19    68     1    50     1    50 0.92 -
45419at50557_51655_0:002e4f|STRG.8471.1:195-428|-       -             78 106896at50557        -             70   7.1e-09   34.4   8.0   2   2   3.4e-05    0.0011   17.8   1.6    18    67    28    77    25    78 0.86 -
66842at50557_286706_0:0023e2|STRG.5990.1:1073-1651|+    -            193 106896at50557        -             70   7.3e-09   34.3  26.8   1   5     0.038       1.2    8.0   2.9    19    59     1    42     1    45 0.90 -
