#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30640at50557_103372_0:0017a1|STRG.18724.2:0-2381|+     -            794 30640at50557         -            649         0 1182.6   6.2   1   1         0         0 1175.2   6.2    15   649    48   794    41   794 0.91 -
31358at50557_123851_0:00056b|STRG.19686.1:2527-3072|+  -            182 30640at50557         -            649   1.4e-20   72.1   0.0   1   1     2e-22   1.8e-20   71.7   0.0    81   246     9   177     4   180 0.89 -
31358at50557_123851_0:00056b|STRG.19686.2:2598-3143|+  -            182 30640at50557         -            649   1.4e-20   72.1   0.0   1   1     2e-22   1.8e-20   71.7   0.0    81   246     9   177     4   180 0.89 -
31358at50557_123851_0:00056b|STRG.19686.3:1399-1944|+  -            182 30640at50557         -            649   1.4e-20   72.1   0.0   1   1     2e-22   1.8e-20   71.7   0.0    81   246     9   177     4   180 0.89 -
68581at50557_166361_0:00349c|STRG.11560.1:302-928|+    -            209 30640at50557         -            649   3.6e-18   64.1   0.4   1   3   3.3e-09   2.9e-07   28.0   0.0   410   475     7    72     3    79 0.93 -
68581at50557_166361_0:00349c|STRG.11560.1:302-928|+    -            209 30640at50557         -            649   3.6e-18   64.1   0.4   2   3   0.00025     0.022   11.9   0.0   400   453    82   136    68   147 0.84 -
68581at50557_166361_0:00349c|STRG.11560.1:302-928|+    -            209 30640at50557         -            649   3.6e-18   64.1   0.4   3   3   2.3e-07     2e-05   21.9   0.0   406   454   158   208   139   209 0.83 -
68581at50557_166361_0:00349c|STRG.11560.2:488-1114|+   -            209 30640at50557         -            649   3.6e-18   64.1   0.4   1   3   3.3e-09   2.9e-07   28.0   0.0   410   475     7    72     3    79 0.93 -
68581at50557_166361_0:00349c|STRG.11560.2:488-1114|+   -            209 30640at50557         -            649   3.6e-18   64.1   0.4   2   3   0.00025     0.022   11.9   0.0   400   453    82   136    68   147 0.84 -
68581at50557_166361_0:00349c|STRG.11560.2:488-1114|+   -            209 30640at50557         -            649   3.6e-18   64.1   0.4   3   3   2.3e-07     2e-05   21.9   0.0   406   454   158   208   139   209 0.83 -
31358at50557_123851_0:00056b|STRG.1934.1:698-1264|+    -            189 30640at50557         -            649   3.5e-17   60.8   0.0   1   1   4.3e-19   3.8e-17   60.7   0.0    81   258     9   189     1   189 0.86 -
68581at50557_77166_0:002648|STRG.12452.1:3685-4491|+   -            269 30640at50557         -            649   4.1e-13   47.3   0.0   1   3     0.025       2.2    5.3   0.0   411   460    10    58     3    79 0.77 -
68581at50557_77166_0:002648|STRG.12452.1:3685-4491|+   -            269 30640at50557         -            649   4.1e-13   47.3   0.0   2   3    0.0016      0.14    9.2   0.0   413   460   140   192   121   207 0.82 -
68581at50557_77166_0:002648|STRG.12452.1:3685-4491|+   -            269 30640at50557         -            649   4.1e-13   47.3   0.0   3   3   1.2e-09     1e-07   29.5   0.0   408   453   218   263   205   268 0.88 -
31358at50557_123851_0:00056b|STRG.2535.1:1095-1646|+   -            184 30640at50557         -            649     2e-12   45.1   0.0   1   1   2.5e-14   2.2e-12   44.9   0.0    82   258     2   184     1   184 0.87 -
98332at50557_132113_0:00196c|STRG.1391.1:0-803|+       -            257 30640at50557         -            649   2.1e-12   45.0   0.0   1   2   3.1e-05    0.0028   14.9   0.0   407   454     7    55     2    64 0.90 -
98332at50557_132113_0:00196c|STRG.1391.1:0-803|+       -            257 30640at50557         -            649   2.1e-12   45.0   0.0   2   2   2.9e-09   2.5e-07   28.2   0.0   407   453   161   207   132   227 0.91 -
98332at50557_1218281_0:000683|STRG.24326.1:302-466|+   -             55 30640at50557         -            649     1e-10   39.4   0.2   1   1   1.3e-12   1.1e-10   39.3   0.2   407   453     5    51     2    54 0.94 -
50587at50557_1049336_0:00265f|STRG.8292.1:1376-2116|+  -            247 30640at50557         -            649     2e-10   38.5   0.0   1   1   2.5e-12   2.2e-10   38.3   0.0    83   278    28   226    19   247 0.79 -
98332at50557_1218281_0:000683|STRG.1422.1:1183-1326|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.2e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1422.2:1111-1254|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.2e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1422.3:1126-1269|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.2e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1422.4:1482-1625|+  -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.2e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
98332at50557_1218281_0:000683|STRG.1422.5:253-396|+    -             48 30640at50557         -            649   1.1e-07   29.5   0.0   1   1   1.2e-09   1.1e-07   29.4   0.0   407   452     3    48     1    48 0.95 -
50587at50557_133901_0:003c0d|STRG.15879.1:843-1703|+   -            287 30640at50557         -            649   1.6e-07   28.8   0.1   1   1   2.1e-09   1.8e-07   28.7   0.1   123   263   105   250    42   279 0.83 -
50587at50557_133901_0:003c0d|STRG.15879.3:843-1703|+   -            287 30640at50557         -            649   1.6e-07   28.8   0.1   1   1   2.1e-09   1.8e-07   28.7   0.1   123   263   105   250    42   279 0.83 -
42982at50557_520822_0:0000ef|STRG.12170.2:0-1895|+     -            632 30640at50557         -            649   2.4e-07   28.3   0.2   1   1   4.2e-09   3.7e-07   27.7   0.2   497   630   487   623   451   631 0.86 -
42982at50557_520822_0:0000ef|STRG.12170.1:195-2090|+   -            632 30640at50557         -            649   2.4e-07   28.3   0.2   1   1   4.2e-09   3.7e-07   27.7   0.2   497   630   487   623   451   631 0.86 -
98332at50557_1155016_0:002d21|STRG.11852.1:3196-3348|+ -             51 30640at50557         -            649   3.9e-07   27.6   0.3   1   1   4.4e-09   3.9e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.11852.2:3193-3345|+ -             51 30640at50557         -            649   3.9e-07   27.6   0.3   1   1   4.4e-09   3.9e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.11852.3:1867-2019|+ -             51 30640at50557         -            649   3.9e-07   27.6   0.3   1   1   4.4e-09   3.9e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.11852.4:1864-2016|+ -             51 30640at50557         -            649   3.9e-07   27.6   0.3   1   1   4.4e-09   3.9e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.11852.5:431-583|+   -             51 30640at50557         -            649   3.9e-07   27.6   0.3   1   1   4.4e-09   3.9e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
98332at50557_1155016_0:002d21|STRG.11852.6:431-583|+   -             51 30640at50557         -            649   3.9e-07   27.6   0.3   1   1   4.4e-09   3.9e-07   27.6   0.3   410   452     9    51     2    51 0.92 -
84585at50557_199890_0:0017fa|STRG.16106.3:1139-3577|+  -            813 30640at50557         -            649   1.5e-06   25.7   0.3   1   3    0.0048      0.42    7.7   0.0   406   455   113   162    87   169 0.83 -
84585at50557_199890_0:0017fa|STRG.16106.3:1139-3577|+  -            813 30640at50557         -            649   1.5e-06   25.7   0.3   2   3   0.00029     0.025   11.7   0.1   405   454   173   226   165   233 0.87 -
84585at50557_199890_0:0017fa|STRG.16106.3:1139-3577|+  -            813 30640at50557         -            649   1.5e-06   25.7   0.3   3   3      0.14        12    2.8   0.0   413   453   771   813   743   813 0.83 -
84585at50557_199890_0:0017fa|STRG.16106.1:978-3587|+   -            870 30640at50557         -            649   1.9e-06   25.3   0.3   1   3    0.0052      0.46    7.5   0.0   406   455   113   162    87   169 0.83 -
84585at50557_199890_0:0017fa|STRG.16106.1:978-3587|+   -            870 30640at50557         -            649   1.9e-06   25.3   0.3   2   3   0.00031     0.028   11.6   0.1   405   454   173   226   165   233 0.87 -
84585at50557_199890_0:0017fa|STRG.16106.1:978-3587|+   -            870 30640at50557         -            649   1.9e-06   25.3   0.3   3   3      0.15        13    2.7   0.0   413   453   828   870   800   870 0.83 -
84585at50557_199890_0:0017fa|STRG.16106.2:978-3584|+   -            869 30640at50557         -            649   1.9e-06   25.3   0.3   1   3    0.0052      0.46    7.5   0.0   406   455   113   162    87   169 0.83 -
84585at50557_199890_0:0017fa|STRG.16106.2:978-3584|+   -            869 30640at50557         -            649   1.9e-06   25.3   0.3   2   3   0.00031     0.028   11.6   0.1   405   454   173   226   165   233 0.87 -
84585at50557_199890_0:0017fa|STRG.16106.2:978-3584|+   -            869 30640at50557         -            649   1.9e-06   25.3   0.3   3   3      0.15        13    2.7   0.0   413   453   827   869   799   869 0.83 -
50587at50557_456900_0:0005c7|STRG.19036.1:1258-2902|+  -            544 30640at50557         -            649   3.2e-06   24.6   0.2   1   2   0.00063     0.055   10.6   0.0    59   180   214   354   201   361 0.67 -
50587at50557_456900_0:0005c7|STRG.19036.1:1258-2902|+  -            544 30640at50557         -            649   3.2e-06   24.6   0.2   2   2   0.00028     0.025   11.7   0.2   180   265   381   467   375   485 0.83 -
50587at50557_456900_0:0005c7|STRG.19036.2:0-1631|+     -            544 30640at50557         -            649   3.2e-06   24.6   0.2   1   2   0.00063     0.055   10.6   0.0    59   180   214   354   201   361 0.67 -
50587at50557_456900_0:0005c7|STRG.19036.2:0-1631|+     -            544 30640at50557         -            649   3.2e-06   24.6   0.2   2   2   0.00028     0.025   11.7   0.2   180   265   381   467   375   485 0.83 -
98332at50557_319348_0:002488|STRG.9301.3:1152-1553|+   -            134 30640at50557         -            649   4.8e-06   24.0   0.1   1   2    0.0064      0.56    7.2   0.1   407   454    26    73    11    86 0.90 -
98332at50557_319348_0:002488|STRG.9301.3:1152-1553|+   -            134 30640at50557         -            649   4.8e-06   24.0   0.1   2   2   2.4e-05    0.0021   15.3   0.0   409   451    91   133    82   134 0.91 -
98332at50557_319348_0:002488|STRG.9301.4:924-1325|+    -            134 30640at50557         -            649   4.8e-06   24.0   0.1   1   2    0.0064      0.56    7.2   0.1   407   454    26    73    11    86 0.90 -
98332at50557_319348_0:002488|STRG.9301.4:924-1325|+    -            134 30640at50557         -            649   4.8e-06   24.0   0.1   2   2   2.4e-05    0.0021   15.3   0.0   409   451    91   133    82   134 0.91 -
50587at50557_64793_0:000780|STRG.19036.3:49-1013|+     -            291 30640at50557         -            649   5.3e-06   23.9   0.2   1   2    0.0027      0.23    8.5   0.0   121   180    40   101    19   109 0.84 -
50587at50557_64793_0:000780|STRG.19036.3:49-1013|+     -            291 30640at50557         -            649   5.3e-06   23.9   0.2   2   2   8.4e-05    0.0073   13.5   0.2   180   265   128   214   117   233 0.83 -
68581at50557_45779_0:003c15|STRG.11585.1:1383-1523|+   -             47 30640at50557         -            649   8.1e-06   23.3   0.0   1   1   9.4e-08   8.2e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.11585.2:1206-1346|+   -             47 30640at50557         -            649   8.1e-06   23.3   0.0   1   1   9.4e-08   8.2e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
68581at50557_45779_0:003c15|STRG.11585.3:1008-1148|+   -             47 30640at50557         -            649   8.1e-06   23.3   0.0   1   1   9.4e-08   8.2e-06   23.2   0.0   408   453     2    47     1    47 0.94 -
98332at50557_1155016_0:002d21|STRG.22025.1:1714-1872|+ -             53 30640at50557         -            649   1.3e-05   22.5   0.0   1   1   1.5e-07   1.3e-05   22.5   0.0   409   455     6    52     1    53 0.91 -
98332at50557_1155016_0:002d21|STRG.22025.2:1722-1880|+ -             53 30640at50557         -            649   1.3e-05   22.5   0.0   1   1   1.5e-07   1.3e-05   22.5   0.0   409   455     6    52     1    53 0.91 -
98332at50557_1155016_0:002d21|STRG.22025.3:3300-3458|+ -             53 30640at50557         -            649   1.3e-05   22.5   0.0   1   1   1.5e-07   1.3e-05   22.5   0.0   409   455     6    52     1    53 0.91 -
98332at50557_1155016_0:002d21|STRG.9420.5:3354-3506|+  -             51 30640at50557         -            649   1.5e-05   22.3   0.0   1   1   1.8e-07   1.6e-05   22.3   0.0   407   453     5    51     1    51 0.94 -
98332at50557_197043_0:002812|STRG.2390.1:3276-3449|+   -             58 30640at50557         -            649   2.2e-05   21.8   0.0   1   1   2.8e-07   2.5e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.2390.2:3276-3449|+   -             58 30640at50557         -            649   2.2e-05   21.8   0.0   1   1   2.8e-07   2.5e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.2390.3:3077-3250|+   -             58 30640at50557         -            649   2.2e-05   21.8   0.0   1   1   2.8e-07   2.5e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.2390.4:3077-3250|+   -             58 30640at50557         -            649   2.2e-05   21.8   0.0   1   1   2.8e-07   2.5e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.2390.5:3252-3425|+   -             58 30640at50557         -            649   2.2e-05   21.8   0.0   1   1   2.8e-07   2.5e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
98332at50557_197043_0:002812|STRG.2390.6:1761-1934|+   -             58 30640at50557         -            649   2.2e-05   21.8   0.0   1   1   2.8e-07   2.5e-05   21.6   0.0   406   454     6    54     2    57 0.94 -
84585at50557_199890_0:0017fa|STRG.16106.4:978-3290|+   -            771 30640at50557         -            649     3e-05   21.4   0.4   1   2    0.0045       0.4    7.8   0.0   406   455   113   162    87   169 0.83 -
84585at50557_199890_0:0017fa|STRG.16106.4:978-3290|+   -            771 30640at50557         -            649     3e-05   21.4   0.4   2   2   0.00027     0.024   11.8   0.1   405   454   173   226   165   233 0.87 -
91571at50557_7038_0:00203c|STRG.1583.1:1699-2613|+     -            305 30640at50557         -            649   5.5e-05   20.5   0.0   1   1   8.3e-07   7.3e-05   20.1   0.0   405   461   243   301   233   305 0.86 -
31358at50557_93721_0:005757|STRG.929.1:1-1284|+        -            428 30640at50557         -            649   6.9e-05   20.2   0.1   1   1   1.5e-06   0.00013   19.3   0.1   227   283     6    63     2    96 0.86 -
71152at50557_103372_0:00095c|STRG.2548.1:0-1412|+      -            471 30640at50557         -            649   9.4e-05   19.7   0.0   1   1   1.7e-06   0.00015   19.1   0.0   399   456   408   467   396   471 0.86 -
98332at50557_1155016_0:002d21|STRG.3153.1:848-997|+    -             50 30640at50557         -            649    0.0004   17.6   0.0   1   1   4.7e-06   0.00041   17.6   0.0   407   452     5    50     1    50 0.95 -
98332at50557_1155016_0:002d21|STRG.3153.2:687-836|+    -             50 30640at50557         -            649    0.0004   17.6   0.0   1   1   4.7e-06   0.00041   17.6   0.0   407   452     5    50     1    50 0.95 -
98332at50557_1155016_0:002d21|STRG.3153.3:1072-1221|+  -             50 30640at50557         -            649    0.0004   17.6   0.0   1   1   4.7e-06   0.00041   17.6   0.0   407   452     5    50     1    50 0.95 -
98332at50557_1155016_0:002d21|STRG.3153.4:848-997|+    -             50 30640at50557         -            649    0.0004   17.6   0.0   1   1   4.7e-06   0.00041   17.6   0.0   407   452     5    50     1    50 0.95 -
98332at50557_1155016_0:002d21|STRG.3153.5:654-803|+    -             50 30640at50557         -            649    0.0004   17.6   0.0   1   1   4.7e-06   0.00041   17.6   0.0   407   452     5    50     1    50 0.95 -
68581at50557_168631_0:0016a9|STRG.13585.1:1238-1768|+  -            177 30640at50557         -            649   0.00046   17.4   0.0   1   2       4.3   3.8e+02   -2.1   0.0   411   454     7    52     3    59 0.79 -
68581at50557_168631_0:0016a9|STRG.13585.1:1238-1768|+  -            177 30640at50557         -            649   0.00046   17.4   0.0   2   2   1.1e-05   0.00099   16.4   0.0   407   453   118   168    77   171 0.80 -
68581at50557_168631_0:0016a9|STRG.13585.3:1238-1768|+  -            177 30640at50557         -            649   0.00046   17.4   0.0   1   2       4.3   3.8e+02   -2.1   0.0   411   454     7    52     3    59 0.79 -
68581at50557_168631_0:0016a9|STRG.13585.3:1238-1768|+  -            177 30640at50557         -            649   0.00046   17.4   0.0   2   2   1.1e-05   0.00099   16.4   0.0   407   453   118   168    77   171 0.80 -
98332at50557_166361_0:0021b3|STRG.13585.2:1224-1613|+  -            130 30640at50557         -            649    0.0005   17.3   0.0   1   1   5.8e-06   0.00051   17.3   0.0   407   453    79   129    36   130 0.79 -
50587at50557_38123_0:00124c|STRG.15080.1:746-1420|+    -            225 30640at50557         -            649   0.00082   16.6   0.0   1   1     1e-05   0.00092   16.5   0.0   124   192    78   151    13   165 0.76 -
19423at50557_144034_0:001c3e|STRG.2609.1:912-3923|+    -           1004 30640at50557         -            649    0.0011   16.2   0.0   1   1   1.9e-05    0.0017   15.6   0.0   402   456   943  1003   937  1004 0.81 -
19423at50557_144034_0:001c3e|STRG.2609.2:0-3080|+      -           1027 30640at50557         -            649    0.0011   16.2   0.0   1   1   1.9e-05    0.0016   15.6   0.0   402   456   966  1026   959  1027 0.81 -
50587at50557_38123_0:00124c|STRG.15080.2:303-1268|+    -            322 30640at50557         -            649    0.0013   15.9   0.0   1   1   2.2e-05    0.0019   15.4   0.0   124   192   175   248   100   261 0.78 -
31358at50557_103372_0:0003fa|STRG.927.1:482-2752|+     -            757 30640at50557         -            649    0.0027   14.9   0.0   1   1   4.4e-05    0.0038   14.4   0.0    82   176   651   755   603   757 0.69 -
31358at50557_103372_0:0003fa|STRG.927.3:215-2485|+     -            757 30640at50557         -            649    0.0027   14.9   0.0   1   1   4.4e-05    0.0038   14.4   0.0    82   176   651   755   603   757 0.69 -
31358at50557_103372_0:0003fa|STRG.927.2:85-2487|+      -            801 30640at50557         -            649    0.0028   14.9   0.0   1   1   4.8e-05    0.0042   14.3   0.0    82   176   695   799   648   801 0.69 -
91571at50557_143948_0:002f00|STRG.3123.1:4651-4833|+   -             61 30640at50557         -            649     0.012   12.8   0.0   1   1   0.00013     0.012   12.8   0.0   411   455    16    60     3    61 0.82 -
68581at50557_104452_0:00171a|STRG.2095.1:1041-1451|+   -            137 30640at50557         -            649     0.018   12.2   0.0   1   1   0.00025     0.022   11.9   0.0   408   455    17    65    12    85 0.88 -
68581at50557_45779_0:003c15|STRG.12586.1:2629-2763|+   -             45 30640at50557         -            649      0.02   12.1   0.0   1   1   0.00022      0.02   12.1   0.0   408   450     2    44     1    45 0.93 -
68581at50557_45779_0:003c15|STRG.12586.2:3214-3348|+   -             45 30640at50557         -            649      0.02   12.1   0.0   1   1   0.00022      0.02   12.1   0.0   408   450     2    44     1    45 0.93 -
68581at50557_45779_0:003c15|STRG.12586.3:2937-3071|+   -             45 30640at50557         -            649      0.02   12.1   0.0   1   1   0.00022      0.02   12.1   0.0   408   450     2    44     1    45 0.93 -
98332at50557_1155016_0:002d21|STRG.20965.1:476-619|+   -             48 30640at50557         -            649     0.023   11.8   0.0   1   1   0.00027     0.023   11.8   0.0   413   447    10    47     2    48 0.81 -
98332at50557_37001_0:001c0d|STRG.3726.1:2335-2607|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.1:2335-2607|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.3:5004-5276|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.3:5004-5276|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.4:5052-5324|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.4:5052-5324|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.5:4752-5024|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.5:4752-5024|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.6:1895-2167|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.6:1895-2167|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.7:892-1164|+     -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.7:892-1164|+     -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.8:2886-3158|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.8:2886-3158|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.3726.9:1471-1743|+    -             91 30640at50557         -            649     0.027   11.6   0.0   1   2     0.022       1.9    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.3726.9:1471-1743|+    -             91 30640at50557         -            649     0.027   11.6   0.0   2   2     0.034         3    4.9   0.0   403   452    43    91    33    91 0.88 -
68581at50557_166423_0:000f4f|STRG.13346.1:353-1761|-   -            385 30640at50557         -            649     0.035   11.3   0.1   1   3      0.66        58    0.6   0.0   407   453    14    60    10    80 0.81 -
68581at50557_166423_0:000f4f|STRG.13346.1:353-1761|-   -            385 30640at50557         -            649     0.035   11.3   0.1   2   3    0.0045       0.4    7.8   0.0   408   453   118   163   112   190 0.82 -
68581at50557_166423_0:000f4f|STRG.13346.1:353-1761|-   -            385 30640at50557         -            649     0.035   11.3   0.1   3   3       6.6   5.8e+02   -2.7   0.0   408   430   190   212   186   242 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/30640at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:16:42 2024
# [ok]
