#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
27737at50557_103372_0:000a01|STRG.12292.1:0-1832|+    -            611 27737at50557         -            506  2.8e-264  876.2   9.2   1   1  1.3e-265    1e-263  874.4   9.2     6   506    27   605    22   605 0.91 -
57752at50557_121225_0:0018b6|STRG.12706.1:309-1223|+  -            305 27737at50557         -            506   8.8e-07   26.7   9.8   2   3   0.00021     0.016   12.6   0.1    34    97    92   162    81   171 0.72 -
57752at50557_121225_0:0018b6|STRG.12706.1:309-1223|+  -            305 27737at50557         -            506   8.8e-07   26.7   9.8   3   3     0.012      0.95    6.8   0.9    42    94   246   304   231   305 0.66 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 27737at50557         -            506     9e-07   26.7   1.1   1   2      0.12       9.4    3.5   0.0   182   219    92   129    75   136 0.81 -
40115at50557_28612_0:000941|STRG.21446.3:39-890|+     -            284 27737at50557         -            506     9e-07   26.7   1.1   2   2   2.5e-06    0.0002   19.0   0.4    31   206    89   284    88   284 0.68 -
80377at50557_30019_0:0008bb|STRG.7095.1:1945-2805|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   1   3     0.097       7.6    3.8   0.0   183   225    97   139    88   152 0.82 -
80377at50557_30019_0:0008bb|STRG.7095.1:1945-2805|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   2   3     0.049       3.8    4.8   0.0    45    98   188   245   165   253 0.72 -
80377at50557_30019_0:0008bb|STRG.7095.1:1945-2805|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   3   3    0.0025       0.2    9.1   0.2    31    59   258   285   256   287 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.2:1343-2203|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   1   3     0.097       7.6    3.8   0.0   183   225    97   139    88   152 0.82 -
80377at50557_30019_0:0008bb|STRG.7095.2:1343-2203|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   2   3     0.049       3.8    4.8   0.0    45    98   188   245   165   253 0.72 -
80377at50557_30019_0:0008bb|STRG.7095.2:1343-2203|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   3   3    0.0025       0.2    9.1   0.2    31    59   258   285   256   287 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   1   3     0.097       7.6    3.8   0.0   183   225    97   139    88   152 0.82 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   2   3     0.049       3.8    4.8   0.0    45    98   188   245   165   253 0.72 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+   -            287 27737at50557         -            506   1.2e-06   26.3   2.2   3   3    0.0025       0.2    9.1   0.2    31    59   258   285   256   287 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+    -            287 27737at50557         -            506   1.2e-06   26.3   2.2   1   3     0.097       7.6    3.8   0.0   183   225    97   139    88   152 0.82 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+    -            287 27737at50557         -            506   1.2e-06   26.3   2.2   2   3     0.049       3.8    4.8   0.0    45    98   188   245   165   253 0.72 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+    -            287 27737at50557         -            506   1.2e-06   26.3   2.2   3   3    0.0025       0.2    9.1   0.2    31    59   258   285   256   287 0.79 -
40115at50557_28612_0:000941|STRG.21446.1:0-911|+      -            304 27737at50557         -            506   1.4e-06   26.1   1.2   1   1   2.1e-06   0.00016   19.2   0.4    31   206   109   304   102   304 0.68 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 27737at50557         -            506   1.5e-06   25.9   0.2   1   4    0.0086      0.67    7.3   0.0   186   210    69    93    58    97 0.91 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 27737at50557         -            506   1.5e-06   25.9   0.2   2   4      0.49        38    1.5   0.0   185   218   110   143   100   149 0.81 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 27737at50557         -            506   1.5e-06   25.9   0.2   3   4     0.001     0.081   10.3   0.0   184   231   151   199   145   238 0.85 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 27737at50557         -            506   1.5e-06   25.9   0.2   4   4       6.2   4.9e+02   -2.1   0.0    30    56   227   254   212   255 0.69 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+     -            283 27737at50557         -            506   3.1e-06   24.9   0.0   1   2   1.1e-07   8.4e-06   23.5   0.0    44    98   103   165    99   175 0.85 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+     -            283 27737at50557         -            506   3.1e-06   24.9   0.0   2   2       8.4   6.5e+02   -2.5   0.0    81    99   244   262   226   269 0.68 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+     -            283 27737at50557         -            506   3.1e-06   24.9   0.0   1   2   1.1e-07   8.4e-06   23.5   0.0    44    98   103   165    99   175 0.85 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+     -            283 27737at50557         -            506   3.1e-06   24.9   0.0   2   2       8.4   6.5e+02   -2.5   0.0    81    99   244   262   226   269 0.68 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+     -            283 27737at50557         -            506   3.1e-06   24.9   0.0   1   2   1.1e-07   8.4e-06   23.5   0.0    44    98   103   165    99   175 0.85 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+     -            283 27737at50557         -            506   3.1e-06   24.9   0.0   2   2       8.4   6.5e+02   -2.5   0.0    81    99   244   262   226   269 0.68 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 27737at50557         -            506   5.1e-06   24.2   1.1   1   3   0.00037     0.029   11.8   0.2    37    95    46   109    29   110 0.68 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 27737at50557         -            506   5.1e-06   24.2   1.1   2   3    0.0088      0.68    7.3   0.0   185   217    86   118    81   122 0.87 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 27737at50557         -            506   5.1e-06   24.2   1.1   3   3     0.011      0.86    7.0   0.1    45    99   137   199   122   217 0.61 -
40115at50557_103372_0:0021d6|STRG.12708.2:0-1445|+    -            482 27737at50557         -            506   2.2e-05   22.1   0.1   1   4     0.014       1.1    6.6   0.0   183   211   124   152   101   157 0.85 -
40115at50557_103372_0:0021d6|STRG.12708.2:0-1445|+    -            482 27737at50557         -            506   2.2e-05   22.1   0.1   2   4      0.14        11    3.3   0.0    31    64   252   285   226   304 0.86 -
40115at50557_103372_0:0021d6|STRG.12708.2:0-1445|+    -            482 27737at50557         -            506   2.2e-05   22.1   0.1   3   4     0.011      0.84    7.0   0.0    37    95   374   439   363   449 0.57 -
40115at50557_103372_0:0021d6|STRG.12708.2:0-1445|+    -            482 27737at50557         -            506   2.2e-05   22.1   0.1   4   4       2.7   2.1e+02   -0.9   0.0   170   207   443   480   436   481 0.89 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 27737at50557         -            506   2.9e-05   21.7   0.3   1   3     0.079       6.1    4.1   0.1    38    61    22    45    10    62 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 27737at50557         -            506   2.9e-05   21.7   0.3   2   3      0.51        40    1.5   0.0   186   210    75    99    69   124 0.88 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+   -            320 27737at50557         -            506   2.9e-05   21.7   0.3   3   3   0.00031     0.024   12.1   0.0    18   100   157   248   139   269 0.72 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   1   3     0.079       6.1    4.1   0.1    38    61    22    45    10    62 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   2   3      0.51        40    1.5   0.0   186   210    75    99    69   124 0.88 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   3   3   0.00031     0.024   12.1   0.0    18   100   157   248   139   269 0.72 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   1   3     0.079       6.1    4.1   0.1    38    61    22    45    10    62 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   2   3      0.51        40    1.5   0.0   186   210    75    99    69   124 0.88 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   3   3   0.00031     0.024   12.1   0.0    18   100   157   248   139   269 0.72 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   1   3     0.079       6.1    4.1   0.1    38    61    22    45    10    62 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   2   3      0.51        40    1.5   0.0   186   210    75    99    69   124 0.88 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+    -            320 27737at50557         -            506   2.9e-05   21.7   0.3   3   3   0.00031     0.024   12.1   0.0    18   100   157   248   139   269 0.72 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 27737at50557         -            506   2.9e-05   21.7   0.1   1   3    0.0088      0.69    7.3   0.0   177   207    24    57    15    64 0.81 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 27737at50557         -            506   2.9e-05   21.7   0.1   2   3    0.0043      0.34    8.3   0.0   176   216    65   108    58   114 0.72 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+    -            141 27737at50557         -            506   2.9e-05   21.7   0.1   3   3      0.22        17    2.6   0.0   185   206   119   140   114   141 0.89 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 27737at50557         -            506     4e-05   21.3   0.1   1   4     0.025         2    5.8   0.0    43   102    17    82     4    91 0.76 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 27737at50557         -            506     4e-05   21.3   0.1   2   4       0.1       8.2    3.7   0.0   173   213   129   169   104   178 0.64 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 27737at50557         -            506     4e-05   21.3   0.1   3   4      0.34        27    2.0   0.0   184   214   182   212   167   218 0.85 -
40115at50557_29053_0:0017ce|STRG.10646.3:162-1034|+   -            291 27737at50557         -            506     4e-05   21.3   0.1   4   4     0.062       4.8    4.5   0.0   182   206   266   290   241   291 0.91 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+     -            322 27737at50557         -            506   5.9e-05   20.7   0.0   1   3       7.6   5.9e+02   -2.4   0.0   187   214    55    82    49    90 0.81 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+     -            322 27737at50557         -            506   5.9e-05   20.7   0.0   2   3   3.9e-06    0.0003   18.4   0.0    44   108   156   226   144   244 0.79 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+     -            322 27737at50557         -            506   5.9e-05   20.7   0.0   3   3       5.4   4.2e+02   -1.9   0.0   184   210   286   312   260   315 0.79 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+  -            322 27737at50557         -            506   6.1e-05   20.6   0.0   1   3       7.4   5.8e+02   -2.4   0.0   187   214    59    86    52    94 0.81 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+  -            322 27737at50557         -            506   6.1e-05   20.6   0.0   2   3   3.9e-06    0.0003   18.4   0.0    44   108   160   230   148   248 0.79 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+  -            322 27737at50557         -            506   6.1e-05   20.6   0.0   3   3       5.8   4.5e+02   -2.0   0.0   184   210   290   316   264   318 0.79 -
80377at50557_121845_0:0030d4|STRG.11971.1:117-983|+   -            289 27737at50557         -            506   6.4e-05   20.6   0.5   1   6      0.05       3.9    4.8   0.0   180   217     5    42     1    46 0.89 -
80377at50557_121845_0:0030d4|STRG.11971.1:117-983|+   -            289 27737at50557         -            506   6.4e-05   20.6   0.5   2   6     0.026         2    5.7   0.0    41    97    57   119    44   131 0.70 -
80377at50557_121845_0:0030d4|STRG.11971.1:117-983|+   -            289 27737at50557         -            506   6.4e-05   20.6   0.5   3   6       3.1   2.4e+02   -1.1   0.0    31    60   130   160   120   164 0.72 -
80377at50557_121845_0:0030d4|STRG.11971.1:117-983|+   -            289 27737at50557         -            506   6.4e-05   20.6   0.5   4   6       2.1   1.7e+02   -0.6   0.0   185   213   136   164   130   174 0.58 -
80377at50557_121845_0:0030d4|STRG.11971.1:117-983|+   -            289 27737at50557         -            506   6.4e-05   20.6   0.5   5   6      0.39        30    1.8   0.0   186   218   180   212   175   225 0.87 -
80377at50557_121845_0:0030d4|STRG.11971.1:117-983|+   -            289 27737at50557         -            506   6.4e-05   20.6   0.5   6   6      0.57        44    1.3   0.1    38    79   226   266   216   288 0.77 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+   -            589 27737at50557         -            506   0.00011   19.8   0.1   1   2   0.00012    0.0094   13.4   0.1    31    98   433   509   426   525 0.76 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+   -            589 27737at50557         -            506   0.00011   19.8   0.1   2   2      0.12       9.3    3.6   0.0   187   220   526   559   519   569 0.90 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 27737at50557         -            506   0.00019   19.0   0.5   1   2      0.48        38    1.5   0.0    24    63    34    76    14   139 0.63 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+    -            376 27737at50557         -            506   0.00019   19.0   0.5   2   2   4.3e-05    0.0033   14.9   0.4    31   100   209   285   194   327 0.78 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+    -            392 27737at50557         -            506   0.00021   18.9   0.4   1   2      0.52        40    1.4   0.0    24    63    76   118    56   181 0.63 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+    -            392 27737at50557         -            506   0.00021   18.9   0.4   2   2   4.9e-05    0.0038   14.7   0.4    31   100   251   327   242   369 0.78 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+    -            676 27737at50557         -            506   0.00023   18.7   0.0   1   2      0.36        28    2.0   0.0   116   197    30   108    22   124 0.73 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+    -            676 27737at50557         -            506   0.00023   18.7   0.0   2   2   0.00019     0.015   12.8   0.0    27   100   387   467   372   489 0.71 -
31374at50557_133901_0:001035|STRG.11576.4:1018-1998|+ -            327 27737at50557         -            506   0.00031   18.3   0.0   1   4       9.5   7.4e+02   -2.7   0.0    42    97    94   113    82   151 0.66 -
