#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
13778at50557_103372_0:00133a|STRG.22683.2:0-2384|+    -            795 13778at50557         -            745         0 1059.1  22.9   1   1         0         0 1058.6  22.9   100   745     8   748     4   748 0.90 -
41065at50557_133901_0:001440|STRG.20620.2:102-1454|+  -            451 13778at50557         -            745    0.0096   13.0  16.6   2   3      0.27     1e+02   -0.3   0.7    39    81   222   260   190   282 0.63 -
41065at50557_133901_0:001440|STRG.20620.2:102-1454|+  -            451 13778at50557         -            745    0.0096   13.0  16.6   3   3   1.8e-05    0.0068   13.5   6.5    22   102   262   353   227   373 0.65 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/13778at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/13778at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/13778at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:15:12 2024
# [ok]
