#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_520822_0:000571|STRG.14919.1:0-1982|+     -            661 34006at50557         -            414  5.1e-229  758.9   4.9   1   1  4.7e-230  1.9e-228  757.0   4.9     1   414   180   645   180   645 0.93 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 34006at50557         -            414   1.6e-14   52.4   2.0   2   3   8.1e-09   3.3e-07   28.3   0.0   106   227   121   255   113   265 0.77 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 34006at50557         -            414   1.6e-14   52.4   2.0   3   3     0.078       3.2    5.3   0.0   159   214   265   328   250   329 0.47 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 34006at50557         -            414   2.4e-14   51.8   0.5   1   2     6e-12   2.4e-10   38.6   0.1   118   243    12   148     2   149 0.73 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 34006at50557         -            414   2.4e-14   51.8   0.5   2   2   1.1e-05   0.00043   18.0   0.1   110   181   129   202   121   202 0.86 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+  -            256 34006at50557         -            414   4.6e-14   50.9   0.7   1   2   3.1e-09   1.2e-07   29.7   0.1   108   243    17   163     3   164 0.75 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+  -            256 34006at50557         -            414   4.6e-14   50.9   0.7   2   2   2.9e-07   1.2e-05   23.2   0.2   111   187   145   222   141   250 0.86 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+    -            335 34006at50557         -            414   6.5e-14   50.4   0.4   1   2   3.5e-13   1.4e-11   42.7   0.3   106   220   135   259    46   297 0.74 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+    -            335 34006at50557         -            414   6.5e-14   50.4   0.4   2   2       1.4        55    1.2   0.0   154   183   277   306   263   314 0.79 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+     -            349 34006at50557         -            414   7.1e-14   50.3   0.3   1   2   4.1e-13   1.7e-11   42.5   0.2   106   220   135   259    47   296 0.75 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+     -            349 34006at50557         -            414   7.1e-14   50.3   0.3   2   2       1.1        44    1.5   0.0   153   183   276   306   260   326 0.80 -
40115at50557_103372_0:0021d6|STRG.12708.2:0-1445|+     -            482 34006at50557         -            414   1.1e-13   49.7   8.1   1   2   2.3e-05   0.00095   16.9   5.1    11   182   119   281   110   291 0.72 -
40115at50557_103372_0:0021d6|STRG.12708.2:0-1445|+     -            482 34006at50557         -            414   1.1e-13   49.7   8.1   2   2   9.6e-08   3.9e-06   24.8   0.0   119   220   333   444   328   471 0.78 -
43553at50557_136037_0:001d49|STRG.10646.1:84-893|+     -            270 34006at50557         -            414   1.5e-13   49.2   3.1   1   3      0.04       1.6    6.3   0.1   131   192     3    66     1    85 0.65 -
43553at50557_136037_0:001d49|STRG.10646.1:84-893|+     -            270 34006at50557         -            414   1.5e-13   49.2   3.1   2   3   3.7e-05    0.0015   16.3   0.0   154   223    75   151    65   167 0.66 -
43553at50557_136037_0:001d49|STRG.10646.1:84-893|+     -            270 34006at50557         -            414   1.5e-13   49.2   3.1   3   3   1.1e-08   4.5e-07   27.8   0.1   111   214   155   270   152   270 0.70 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 34006at50557         -            414   1.8e-13   48.9   0.5   1   3       0.8        32    2.0   0.1    15    41    10    36     1    49 0.66 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 34006at50557         -            414   1.8e-13   48.9   0.5   2   3   1.7e-09     7e-08   30.5   0.2   111   191    50   132    40   154 0.86 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 34006at50557         -            414   1.8e-13   48.9   0.5   3   3   0.00026      0.01   13.5   0.0    15    76   179   235   161   252 0.76 -
57752at50557_121225_0:0018b6|STRG.12706.1:309-1223|+   -            305 34006at50557         -            414   2.1e-13   48.7  11.5   1   3     3e-08   1.2e-06   26.4   0.3   119   217    13   120     2   129 0.78 -
57752at50557_121225_0:0018b6|STRG.12706.1:309-1223|+   -            305 34006at50557         -            414   2.1e-13   48.7  11.5   2   3     1e-07   4.1e-06   24.7   1.9    11   144    45   164    40   222 0.63 -
57752at50557_121225_0:0018b6|STRG.12706.1:309-1223|+   -            305 34006at50557         -            414   2.1e-13   48.7  11.5   3   3   1.5e-05   0.00061   17.5   0.1   127   215   207   305   186   305 0.74 -
80377at50557_30019_0:0008bb|STRG.7095.1:1945-2805|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   1   3     0.014      0.57    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.7095.1:1945-2805|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   2   3   5.8e-08   2.4e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.1:1945-2805|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   3   3   6.7e-07   2.7e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
80377at50557_30019_0:0008bb|STRG.7095.2:1343-2203|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   1   3     0.014      0.57    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.7095.2:1343-2203|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   2   3   5.8e-08   2.4e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.2:1343-2203|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   3   3   6.7e-07   2.7e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   1   3     0.014      0.57    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   2   3   5.8e-08   2.4e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+    -            287 34006at50557         -            414   4.2e-13   47.7   5.6   3   3   6.7e-07   2.7e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 34006at50557         -            414   4.2e-13   47.7   5.6   1   3     0.014      0.57    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 34006at50557         -            414   4.2e-13   47.7   5.6   2   3   5.8e-08   2.4e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 34006at50557         -            414   4.2e-13   47.7   5.6   3   3   6.7e-07   2.7e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
43553at50557_319348_0:003bc4|STRG.10646.2:527-1252|+   -            242 34006at50557         -            414     5e-13   47.5   3.0   1   3      0.35        14    3.1   0.0   158   184     3    29     1    50 0.61 -
43553at50557_319348_0:003bc4|STRG.10646.2:527-1252|+   -            242 34006at50557         -            414     5e-13   47.5   3.0   2   3     2e-05   0.00082   17.1   0.1   153   237    46   139    33   140 0.68 -
43553at50557_319348_0:003bc4|STRG.10646.2:527-1252|+   -            242 34006at50557         -            414     5e-13   47.5   3.0   3   3   7.5e-09     3e-07   28.4   0.1   111   214   127   242   122   242 0.70 -
14512at50557_103372_0:0005b9|STRG.3816.1:368-2947|+    -            860 34006at50557         -            414   9.7e-13   46.5   0.0   1   1   9.3e-14   3.8e-12   44.6   0.0   110   267    58   224    48   264 0.76 -
14512at50557_103372_0:0005b9|STRG.3816.2:368-3004|+    -            879 34006at50557         -            414     1e-12   46.4   0.0   1   1     1e-13   4.2e-12   44.4   0.0   110   267    58   224    52   264 0.76 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 34006at50557         -            414   1.3e-11   42.8   0.3   1   2     0.027       1.1    6.8   0.1   123   182   408   468   371   487 0.65 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 34006at50557         -            414   1.3e-11   42.8   0.3   2   2   2.2e-10   8.7e-09   33.5   0.0   110   222   478   600   474   620 0.83 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+   -            523 34006at50557         -            414   1.7e-11   42.4   1.1   1   3         3   1.2e+02    0.1   0.0   159   182   230   253   212   316 0.62 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+   -            523 34006at50557         -            414   1.7e-11   42.4   1.1   2   3   5.1e-10   2.1e-08   32.3   0.0   118   218   331   439   311   453 0.78 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+   -            523 34006at50557         -            414   1.7e-11   42.4   1.1   3   3      0.03       1.2    6.7   0.0   121   180   460   520   445   522 0.77 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+   -            523 34006at50557         -            414   1.7e-11   42.4   1.1   1   3         3   1.2e+02    0.1   0.0   159   182   230   253   212   316 0.62 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+   -            523 34006at50557         -            414   1.7e-11   42.4   1.1   2   3   5.1e-10   2.1e-08   32.3   0.0   118   218   331   439   311   453 0.78 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+   -            523 34006at50557         -            414   1.7e-11   42.4   1.1   3   3      0.03       1.2    6.7   0.0   121   180   460   520   445   522 0.77 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+     -            523 34006at50557         -            414   1.7e-11   42.4   1.1   1   3         3   1.2e+02    0.1   0.0   159   182   230   253   212   316 0.62 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+     -            523 34006at50557         -            414   1.7e-11   42.4   1.1   2   3   5.1e-10   2.1e-08   32.3   0.0   118   218   331   439   311   453 0.78 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+     -            523 34006at50557         -            414   1.7e-11   42.4   1.1   3   3      0.03       1.2    6.7   0.0   121   180   460   520   445   522 0.77 -
40115at50557_1629725_0:001335|STRG.17179.1:654-1457|+  -            268 34006at50557         -            414   1.9e-11   42.3   8.0   1   3   8.1e-06   0.00033   18.4   1.3   131   219     7   100     1   108 0.73 -
40115at50557_1629725_0:001335|STRG.17179.1:654-1457|+  -            268 34006at50557         -            414   1.9e-11   42.3   8.0   2   3     6e-08   2.4e-06   25.4   0.2   111   218   111   222   106   233 0.73 -
40115at50557_1629725_0:001335|STRG.17179.1:654-1457|+  -            268 34006at50557         -            414   1.9e-11   42.3   8.0   3   3       1.2        50    1.3   0.0   185   215   238   268   231   268 0.85 -
40115at50557_1629725_0:001335|STRG.17179.2:621-1424|+  -            268 34006at50557         -            414   1.9e-11   42.3   8.0   1   3   8.1e-06   0.00033   18.4   1.3   131   219     7   100     1   108 0.73 -
40115at50557_1629725_0:001335|STRG.17179.2:621-1424|+  -            268 34006at50557         -            414   1.9e-11   42.3   8.0   2   3     6e-08   2.4e-06   25.4   0.2   111   218   111   222   106   233 0.73 -
40115at50557_1629725_0:001335|STRG.17179.2:621-1424|+  -            268 34006at50557         -            414   1.9e-11   42.3   8.0   3   3       1.2        50    1.3   0.0   185   215   238   268   231   268 0.85 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 34006at50557         -            414     1e-10   39.9   6.0   1   3   0.00032     0.013   13.2   0.5   107   216     6   137     2   147 0.64 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 34006at50557         -            414     1e-10   39.9   6.0   2   3   0.00092     0.037   11.6   0.4   121   186   158   224   141   245 0.83 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+   -            346 34006at50557         -            414     1e-10   39.9   6.0   3   3   3.3e-05    0.0014   16.4   0.0   117   184   247   315   238   329 0.86 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 34006at50557         -            414     1e-10   39.9   6.0   1   3   0.00032     0.013   13.2   0.5   107   216     6   137     2   147 0.64 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 34006at50557         -            414     1e-10   39.9   6.0   2   3   0.00092     0.037   11.6   0.4   121   186   158   224   141   245 0.83 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+   -            346 34006at50557         -            414     1e-10   39.9   6.0   3   3   3.3e-05    0.0014   16.4   0.0   117   184   247   315   238   329 0.86 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+     -            141 34006at50557         -            414   1.1e-10   39.8   0.1   1   1     3e-12   1.2e-10   39.6   0.1   126   246     2   133     1   141 0.79 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 34006at50557         -            414   1.2e-10   39.6   4.1   1   2   1.2e-09   4.7e-08   31.1   0.5   155   252     5   112     1   124 0.78 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 34006at50557         -            414   1.2e-10   39.6   4.1   2   2   3.4e-05    0.0014   16.4   0.2   107   180    82   157    78   158 0.82 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 34006at50557         -            414   1.7e-10   39.1   0.7   1   3   1.4e-06   5.8e-05   20.9   0.1   125   195    28   103    10   122 0.68 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 34006at50557         -            414   1.7e-10   39.1   0.7   2   3   4.6e-05    0.0019   15.9   0.0   154   206   127   181   113   197 0.76 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 34006at50557         -            414   1.7e-10   39.1   0.7   3   3         9   3.7e+02   -1.5   0.0   159   184   232   257   220   281 0.66 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 34006at50557         -            414   1.7e-10   39.1   0.6   1   3   1.6e-06   6.3e-05   20.8   0.1   126   195    24    98     7   116 0.69 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 34006at50557         -            414   1.7e-10   39.1   0.6   2   3   4.5e-05    0.0018   16.0   0.0   155   207   123   177   109   194 0.77 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 34006at50557         -            414   1.7e-10   39.1   0.6   3   3       8.8   3.6e+02   -1.5   0.0   159   184   227   252   215   276 0.66 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 34006at50557         -            414   2.2e-10   38.7   1.6   1   2   4.5e-05    0.0018   16.0   0.2   122   221    12   121     1   137 0.68 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 34006at50557         -            414   2.2e-10   38.7   1.6   2   2   1.6e-06   6.6e-05   20.7   0.1   159   246   137   237   130   270 0.80 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 34006at50557         -            414   2.7e-10   38.4   4.9   1   3    0.0015     0.059   11.0   0.1    16    43     5    32     2   213 0.89 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 34006at50557         -            414   2.7e-10   38.4   4.9   2   3   3.3e-05    0.0013   16.4   0.1   109   182   216   290   209   300 0.91 -
33043at50557_454923_0:001231|STRG.11184.1:4335-5705|+  -            457 34006at50557         -            414   2.7e-10   38.4   4.9   3   3    0.0063      0.26    8.9   0.2   112   202   341   440   291   457 0.54 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 34006at50557         -            414   2.7e-10   38.4   4.9   1   3    0.0015     0.059   11.0   0.1    16    43     5    32     2   213 0.89 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 34006at50557         -            414   2.7e-10   38.4   4.9   2   3   3.3e-05    0.0013   16.4   0.1   109   182   216   290   209   300 0.91 -
33043at50557_454923_0:001231|STRG.11184.2:2811-4181|+  -            457 34006at50557         -            414   2.7e-10   38.4   4.9   3   3    0.0063      0.26    8.9   0.2   112   202   341   440   291   457 0.54 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 34006at50557         -            414   7.3e-10   37.0   0.2   1   2   3.2e-09   1.3e-07   29.6   0.0   106   227    20   154    14   167 0.77 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 34006at50557         -            414   7.3e-10   37.0   0.2   2   2      0.74        30    2.1   0.0     7    40   193   227   188   227 0.75 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 34006at50557         -            414   1.1e-09   36.5   3.1   1   2   9.6e-07   3.9e-05   21.5   1.7   117   223    53   169    11   172 0.78 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 34006at50557         -            414   1.1e-09   36.5   3.1   2   2   0.00022     0.009   13.7   0.0   110   179   173   243   169   244 0.89 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 34006at50557         -            414   1.1e-09   36.4   0.0   1   2   5.6e-07   2.3e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 34006at50557         -            414   1.1e-09   36.4   0.0   2   2   0.00057     0.023   12.3   0.0   111   180    83   155    74   156 0.64 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 34006at50557         -            414   1.1e-09   36.4   0.0   1   2   5.6e-07   2.3e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 34006at50557         -            414   1.1e-09   36.4   0.0   2   2   0.00057     0.023   12.3   0.0   111   180    83   155    74   156 0.64 -
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 34006at50557         -            414   1.2e-09   36.3   0.0   1   1   3.3e-11   1.4e-09   36.2   0.0   157   242     9   105     2   113 0.77 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 34006at50557         -            414   1.3e-09   36.3   1.9   1   2   3.2e-08   1.3e-06   26.4   0.2   116   218    52   163    35   171 0.83 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 34006at50557         -            414   1.3e-09   36.3   1.9   2   2    0.0072      0.29    8.7   0.1   157   220   176   249   167   255 0.75 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 34006at50557         -            414   1.7e-09   35.8   0.3   1   3   4.2e-05    0.0017   16.1   0.2   117   188    45   116    36   121 0.83 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 34006at50557         -            414   1.7e-09   35.8   0.3   2   3      0.35        14    3.1   0.0   164   182   109   127   108   136 0.86 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 34006at50557         -            414   1.7e-09   35.8   0.3   3   3   4.7e-05    0.0019   15.9   0.0   116   187   152   229   141   234 0.78 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 34006at50557         -            414   1.8e-09   35.7   1.2   1   5       0.1       4.1    4.9   0.0   127   182     4    60     1    63 0.87 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 34006at50557         -            414   1.8e-09   35.7   1.2   2   5   0.00041     0.016   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 34006at50557         -            414   1.8e-09   35.7   1.2   3   5     0.051       2.1    5.9   0.1   150   215   112   185   102   192 0.57 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 34006at50557         -            414   1.8e-09   35.7   1.2   4   5      0.77        31    2.0   0.0   110   148   154   193   148   212 0.82 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 34006at50557         -            414   1.8e-09   35.7   1.2   5   5      0.04       1.6    6.2   0.0   124   220   379   481   355   488 0.65 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 34006at50557         -            414   2.1e-09   35.5   1.0   1   2   1.2e-08   4.9e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 34006at50557         -            414   2.1e-09   35.5   1.0   2   2       0.3        12    3.4   0.1   114   142   213   241   200   281 0.62 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 34006at50557         -            414   2.5e-09   35.3   0.3   1   2   2.4e-08   9.9e-07   26.7   0.1   121   227    40   159    28   190 0.71 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 34006at50557         -            414   2.5e-09   35.3   0.3   2   2     0.028       1.1    6.8   0.0   120   172   269   321   262   326 0.84 -
74508at50557_7394_0:0023c7|STRG.14008.3:0-980|+        -            327 34006at50557         -            414   2.5e-09   35.3   0.3   1   2   2.4e-08   9.9e-07   26.7   0.1   121   227    40   159    28   190 0.71 -
