#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
63645at50557_34720_0:0006b0|STRG.10333.1:0-1040|+     -            347 63645at50557         -            280  6.6e-182  601.5   1.5   1   1  2.7e-183  2.5e-181  599.6   1.5     1   280    10   324    10   324 0.95 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+   -            233 63645at50557         -            280   4.1e-13   47.7   0.5   3   4   9.3e-06   0.00084   17.2   0.2   186   260   120   195   112   200 0.83 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+   -            233 63645at50557         -            280   4.1e-13   47.7   0.5   4   4      0.39        35    2.0   0.0   222   254   201   233   195   233 0.90 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+  -            233 63645at50557         -            280   4.1e-13   47.7   0.5   1   4       0.1       9.3    3.9   0.0   224   260    10    46     4    52 0.90 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+  -            233 63645at50557         -            280   4.1e-13   47.7   0.5   2   4   6.3e-06   0.00057   17.7   0.0   215   262    54   101    48   113 0.90 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+  -            233 63645at50557         -            280   4.1e-13   47.7   0.5   3   4   9.3e-06   0.00084   17.2   0.2   186   260   120   195   112   200 0.83 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+  -            233 63645at50557         -            280   4.1e-13   47.7   0.5   4   4      0.39        35    2.0   0.0   222   254   201   233   195   233 0.90 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+   -            233 63645at50557         -            280   4.1e-13   47.7   0.5   1   4       0.1       9.3    3.9   0.0   224   260    10    46     4    52 0.90 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+   -            233 63645at50557         -            280   4.1e-13   47.7   0.5   2   4   6.3e-06   0.00057   17.7   0.0   215   262    54   101    48   113 0.90 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+   -            233 63645at50557         -            280   4.1e-13   47.7   0.5   3   4   9.3e-06   0.00084   17.2   0.2   186   260   120   195   112   200 0.83 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+   -            233 63645at50557         -            280   4.1e-13   47.7   0.5   4   4      0.39        35    2.0   0.0   222   254   201   233   195   233 0.90 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+  -            346 63645at50557         -            280   1.7e-11   42.4   6.9   1   3    0.0092      0.84    7.3   0.0   216   270     2    55     1    64 0.79 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+  -            346 63645at50557         -            280   1.7e-11   42.4   6.9   2   3   2.4e-05    0.0022   15.8   4.6    89   258    66   222    50   226 0.82 -
40115at50557_108931_0:001d6b|STRG.22478.1:942-1979|+  -            346 63645at50557         -            280   1.7e-11   42.4   6.9   3   3   2.8e-08   2.5e-06   25.4   0.3    59   206   155   308   146   314 0.70 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+  -            346 63645at50557         -            280   1.7e-11   42.4   6.9   1   3    0.0092      0.84    7.3   0.0   216   270     2    55     1    64 0.79 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+  -            346 63645at50557         -            280   1.7e-11   42.4   6.9   2   3   2.4e-05    0.0022   15.8   4.6    89   258    66   222    50   226 0.82 -
40115at50557_108931_0:001d6b|STRG.22478.2:438-1475|+  -            346 63645at50557         -            280   1.7e-11   42.4   6.9   3   3   2.8e-08   2.5e-06   25.4   0.3    59   206   155   308   146   314 0.70 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+   -            238 63645at50557         -            280   2.5e-11   41.8   1.5   1   2   9.6e-08   8.7e-06   23.7   0.4    97   257     3   159     1   166 0.87 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+   -            238 63645at50557         -            280   2.5e-11   41.8   1.5   2   2   6.7e-06   0.00061   17.6   0.0   182   244   172   235   163   238 0.85 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+    -            196 63645at50557         -            280   2.4e-09   35.4   0.2   1   1   6.2e-10   5.6e-08   30.9   0.2    96   260     9   165     2   180 0.84 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+    -            210 63645at50557         -            280   7.1e-09   33.8   0.1   1   2   7.2e-05    0.0066   14.2   0.0   155   258    30   132     6   140 0.83 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+    -            210 63645at50557         -            280   7.1e-09   33.8   0.1   2   2   5.3e-06   0.00048   18.0   0.0   182   244   144   207   135   210 0.85 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 63645at50557         -            280   1.1e-08   33.2   0.6   1   4       0.1       9.1    3.9   0.0   185   236    25    73    16    83 0.81 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 63645at50557         -            280   1.1e-08   33.2   0.6   2   4   0.00013     0.012   13.4   0.0   209   259    87   137    76   144 0.83 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 63645at50557         -            280   1.1e-08   33.2   0.6   3   4     0.044         4    5.1   0.1   217   246   138   167   135   184 0.80 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+  -            262 63645at50557         -            280   1.1e-08   33.2   0.6   4   4     0.013       1.2    6.8   0.0   184   248   194   257   189   262 0.73 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+    -            349 63645at50557         -            280   1.6e-08   32.7   0.0   1   5      0.99        90    0.7   0.0   221   257    52    87    47    97 0.81 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+    -            349 63645at50557         -            280   1.6e-08   32.7   0.0   2   5     0.059       5.4    4.7   0.0   196   258    71   131    64   135 0.85 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+    -            349 63645at50557         -            280   1.6e-08   32.7   0.0   3   5   0.00047     0.043   11.6   0.0   211   258   128   174   100   191 0.84 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+    -            349 63645at50557         -            280   1.6e-08   32.7   0.0   4   5   0.00014     0.013   13.3   0.0   154   256   198   305   182   312 0.76 -
80377at50557_456900_0:000374|STRG.10678.3:0-1046|+    -            349 63645at50557         -            280   1.6e-08   32.7   0.0   5   5         2   1.9e+02   -0.4   0.0   221   256   313   347   308   349 0.83 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+    -            277 63645at50557         -            280   2.3e-08   32.1   2.7   1   2   2.1e-08   1.9e-06   25.8   2.5    88   256    44   214    22   234 0.77 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+    -            277 63645at50557         -            280   2.3e-08   32.1   2.7   2   2       4.5   4.1e+02   -1.5   0.0    97   124   238   265   231   270 0.83 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+    -            277 63645at50557         -            280   2.3e-08   32.1   2.7   1   2   2.1e-08   1.9e-06   25.8   2.5    88   256    44   214    22   234 0.77 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+    -            277 63645at50557         -            280   2.3e-08   32.1   2.7   2   2       4.5   4.1e+02   -1.5   0.0    97   124   238   265   231   270 0.83 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+    -            277 63645at50557         -            280   2.3e-08   32.1   2.7   1   2   2.1e-08   1.9e-06   25.8   2.5    88   256    44   214    22   234 0.77 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+    -            277 63645at50557         -            280   2.3e-08   32.1   2.7   2   2       4.5   4.1e+02   -1.5   0.0    97   124   238   265   231   270 0.83 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 63645at50557         -            280   3.5e-08   31.6   0.0   1   3     0.043       3.9    5.1   0.0   196   258    71   131    56   137 0.85 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 63645at50557         -            280   3.5e-08   31.6   0.0   2   3   0.00057     0.052   11.3   0.0   214   258   130   174   110   189 0.85 -
80377at50557_456900_0:000374|STRG.10678.2:98-1102|+   -            335 63645at50557         -            280   3.5e-08   31.6   0.0   3   3   0.00012     0.011   13.5   0.0   154   257   198   306   182   315 0.76 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+    -            180 63645at50557         -            280   1.4e-07   29.6   2.2   1   1   2.8e-08   2.5e-06   25.4   2.2    96   250    17   179    12   180 0.77 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+    -            180 63645at50557         -            280   1.4e-07   29.6   2.2   1   1   2.8e-08   2.5e-06   25.4   2.2    96   250    17   179    12   180 0.77 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 63645at50557         -            280   2.3e-07   28.8   5.5   1   4     0.038       3.4    5.3   0.1    93   126    50    83    41    93 0.88 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 63645at50557         -            280   2.3e-07   28.8   5.5   2   4   0.00094     0.085   10.6   0.1    95   124    95   124    87   130 0.91 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 63645at50557         -            280   2.3e-07   28.8   5.5   3   4   0.00011      0.01   13.6   0.1   222   263   129   169   123   174 0.88 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 63645at50557         -            280   2.3e-07   28.8   5.5   4   4       3.7   3.4e+02   -1.2   0.0   224   257   174   205   168   213 0.75 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+  -            288 63645at50557         -            280   4.3e-07   28.0   1.8   1   3     0.014       1.3    6.8   0.1   220   256     4    38     1    42 0.86 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+  -            288 63645at50557         -            280   4.3e-07   28.0   1.8   2   3   8.5e-06   0.00077   17.3   0.2   181   257    66   139    59   151 0.80 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+  -            288 63645at50557         -            280   4.3e-07   28.0   1.8   3   3       8.9   8.1e+02   -2.5   0.0   181   203   157   179   143   185 0.72 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 63645at50557         -            280     1e-06   26.7   0.2   1   3     0.032       2.9    5.6   0.0   104   170     2    74     1    81 0.68 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 63645at50557         -            280     1e-06   26.7   0.2   2   3   0.00036     0.033   12.0   0.0   224   261    85   121    77   138 0.84 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+   -            330 63645at50557         -            280     1e-06   26.7   0.2   3   3     0.039       3.5    5.3   0.0   130   205   247   320   237   328 0.76 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 63645at50557         -            280   1.2e-06   26.5   1.2   1   4     0.038       3.5    5.3   0.0   219   257    74   111    66   120 0.85 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 63645at50557         -            280   1.2e-06   26.5   1.2   2   4     0.059       5.4    4.7   0.1   221   255   118   153   111   160 0.84 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 63645at50557         -            280   1.2e-06   26.5   1.2   3   4   0.00021     0.019   12.7   0.0   181   257   167   241   161   253 0.86 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+    -            281 63645at50557         -            280   1.2e-06   26.5   1.2   4   4       2.9   2.6e+02   -0.8   0.1   223   254   251   281   245   281 0.80 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 63645at50557         -            280   1.4e-06   26.3   1.3   1   3       3.9   3.5e+02   -1.3   0.1   215   247   255   287   233   305 0.79 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 63645at50557         -            280   1.4e-06   26.3   1.3   2   3   0.00011      0.01   13.6   0.1   140   258   327   439   278   443 0.79 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 63645at50557         -            280   1.4e-06   26.3   1.3   3   3   1.3e-06   0.00012   20.0   0.1   104   249   379   515   374   522 0.75 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 63645at50557         -            280   1.4e-06   26.3   1.3   1   3       3.9   3.5e+02   -1.3   0.1   215   247   255   287   233   305 0.79 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 63645at50557         -            280   1.4e-06   26.3   1.3   2   3   0.00011      0.01   13.6   0.1   140   258   327   439   278   443 0.79 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 63645at50557         -            280   1.4e-06   26.3   1.3   3   3   1.3e-06   0.00012   20.0   0.1   104   249   379   515   374   522 0.75 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 63645at50557         -            280   1.4e-06   26.3   1.3   1   3       3.9   3.5e+02   -1.3   0.1   215   247   255   287   233   305 0.79 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 63645at50557         -            280   1.4e-06   26.3   1.3   2   3   0.00011      0.01   13.6   0.1   140   258   327   439   278   443 0.79 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 63645at50557         -            280   1.4e-06   26.3   1.3   3   3   1.3e-06   0.00012   20.0   0.1   104   249   379   515   374   522 0.75 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 63645at50557         -            280   5.5e-06   24.3   0.2   1   4     0.092       8.4    4.1   0.0   225   265     1    40     1    53 0.81 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 63645at50557         -            280   5.5e-06   24.3   0.2   2   4       1.4   1.3e+02    0.1   0.0   229   257    52    79    40    84 0.72 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 63645at50557         -            280   5.5e-06   24.3   0.2   3   4   5.9e-05    0.0054   14.5   0.0   134   224    87   175    83   189 0.76 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+   -            300 63645at50557         -            280   5.5e-06   24.3   0.2   4   4       1.8   1.7e+02   -0.2   0.1   222   254   269   300   264   300 0.83 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 63645at50557         -            280   8.6e-06   23.7   1.4   1   3      0.84        77    0.9   0.0   222   261     2    40     1    55 0.79 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 63645at50557         -            280   8.6e-06   23.7   1.4   2   3       3.4   3.1e+02   -1.1   0.0   107   131    64    88    59    95 0.76 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+ -            290 63645at50557         -            280   8.6e-06   23.7   1.4   3   3   9.9e-07     9e-05   20.4   0.2   102   262   104   256   100   261 0.77 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 63645at50557         -            280   9.3e-06   23.6   1.1   1   3      0.42        38    1.9   0.1   216   257    29    69    26    77 0.77 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 63645at50557         -            280   9.3e-06   23.6   1.1   2   3     0.091       8.3    4.1   0.1   223   268    78   122    72   128 0.86 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 63645at50557         -            280   9.3e-06   23.6   1.1   3   3   4.5e-05    0.0041   14.9   0.0   101   170   158   225   149   234 0.85 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 63645at50557         -            280   1.1e-05   23.3   1.7   1   2   7.8e-06   0.00071   17.4   0.3   101   256   407   552   387   554 0.83 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+     -            652 63645at50557         -            280   1.1e-05   23.3   1.7   2   2    0.0001    0.0093   13.7   0.1   103   203   493   586   476   595 0.82 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+     -            275 63645at50557         -            280   1.3e-05   23.1   0.4   1   2     8e-06   0.00072   17.4   0.0   156   247    20   114    13   146 0.76 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+     -            275 63645at50557         -            280   1.3e-05   23.1   0.4   2   2     0.095       8.6    4.0   0.1   221   255   193   230   166   243 0.80 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+     -            283 63645at50557         -            280   1.5e-05   22.9   4.7   1   1   4.2e-06   0.00038   18.3   4.7    97   261     5   168     3   176 0.76 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+     -            283 63645at50557         -            280   1.5e-05   22.9   4.7   1   1   4.2e-06   0.00038   18.3   4.7    97   261     5   168     3   176 0.76 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+     -            283 63645at50557         -            280   1.5e-05   22.9   4.7   1   1   4.2e-06   0.00038   18.3   4.7    97   261     5   168     3   176 0.76 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+   -            184 63645at50557         -            280   2.2e-05   22.4   1.3   1   3     0.048       4.4    5.0   0.0   219   256    28    64     1    70 0.65 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+   -            184 63645at50557         -            280   2.2e-05   22.4   1.3   2   3    0.0016      0.15    9.8   0.0   222   260    89   126    81   130 0.81 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+   -            184 63645at50557         -            280   2.2e-05   22.4   1.3   3   3     0.028       2.6    5.7   0.0   220   254   129   162   126   176 0.79 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+     -            158 63645at50557         -            280   2.6e-05   22.1   8.0   1   4   2.3e-05    0.0021   15.9   0.3   100   152    12    59     6    74 0.76 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+     -            158 63645at50557         -            280   2.6e-05   22.1   8.0   2   4       0.2        18    3.0   0.0   107   123    61    77    56   103 0.55 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+     -            158 63645at50557         -            280   2.6e-05   22.1   8.0   3   4     0.054       4.9    4.8   0.1   107   149   104   142    98   146 0.85 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+     -            158 63645at50557         -            280   2.6e-05   22.1   8.0   4   4      0.22        20    2.8   0.7   105   118   144   157   140   158 0.87 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+    -            212 63645at50557         -            280   4.3e-05   21.4   3.7   1   3      0.34        31    2.2   0.1   226   262    66   112    29   116 0.56 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+    -            212 63645at50557         -            280   4.3e-05   21.4   3.7   2   3   8.4e-06   0.00076   17.3   0.1   218   258   133   173   115   183 0.87 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+    -            212 63645at50557         -            280   4.3e-05   21.4   3.7   3   3      0.56        51    1.5   0.1    92   118   186   212   181   212 0.89 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+    -            212 63645at50557         -            280   4.3e-05   21.4   3.7   1   3      0.34        31    2.2   0.1   226   262    66   112    29   116 0.56 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+    -            212 63645at50557         -            280   4.3e-05   21.4   3.7   2   3   8.4e-06   0.00076   17.3   0.1   218   258   133   173   115   183 0.87 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+    -            212 63645at50557         -            280   4.3e-05   21.4   3.7   3   3      0.56        51    1.5   0.1    92   118   186   212   181   212 0.89 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+  -            383 63645at50557         -            280   7.6e-05   20.6   2.6   1   4         3   2.7e+02   -0.9   0.0   162   196   132   169   109   180 0.65 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+  -            383 63645at50557         -            280   7.6e-05   20.6   2.6   2   4      0.82        74    0.9   0.1   227   262   238   283   200   290 0.58 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+  -            383 63645at50557         -            280   7.6e-05   20.6   2.6   3   4   2.3e-05    0.0021   15.9   0.1   218   258   304   344   286   350 0.87 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+  -            383 63645at50557         -            280   7.6e-05   20.6   2.6   4   4       1.2   1.1e+02    0.4   0.0    92   118   357   383   352   383 0.89 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+   -            383 63645at50557         -            280   7.6e-05   20.6   2.6   1   4         3   2.7e+02   -0.9   0.0   162   196   132   169   109   180 0.65 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+   -            383 63645at50557         -            280   7.6e-05   20.6   2.6   2   4      0.82        74    0.9   0.1   227   262   238   283   200   290 0.58 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+   -            383 63645at50557         -            280   7.6e-05   20.6   2.6   3   4   2.3e-05    0.0021   15.9   0.1   218   258   304   344   286   350 0.87 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+   -            383 63645at50557         -            280   7.6e-05   20.6   2.6   4   4       1.2   1.1e+02    0.4   0.0    92   118   357   383   352   383 0.89 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+   -            602 63645at50557         -            280   0.00011   20.1   3.8   1   5       7.6   6.9e+02   -2.2   0.0   205   258    38    89    26   112 0.65 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+   -            602 63645at50557         -            280   0.00011   20.1   3.8   2   5      0.01      0.91    7.2   0.0   224   259   231   265   225   277 0.83 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+   -            602 63645at50557         -            280   0.00011   20.1   3.8   3   5       2.6   2.4e+02   -0.7   0.0   209   249   302   341   293   351 0.78 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+   -            602 63645at50557         -            280   0.00011   20.1   3.8   4   5      0.87        79    0.9   0.1   102   203   330   439   323   451 0.66 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+   -            602 63645at50557         -            280   0.00011   20.1   3.8   5   5    0.0038      0.35    8.6   0.4   161   257   461   557   448   567 0.58 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+     -            337 63645at50557         -            280   0.00015   19.6  15.2   1   3      0.15        14    3.3   0.0   223   257    14    47     9    64 0.77 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+     -            337 63645at50557         -            280   0.00015   19.6  15.2   2   3   7.4e-06   0.00067   17.5   4.6   104   255    75   224    62   231 0.79 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+     -            337 63645at50557         -            280   0.00015   19.6  15.2   3   3     0.063       5.7    4.6   0.3   223   254   302   333   287   337 0.81 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+    -            202 63645at50557         -            280   0.00017   19.4   0.1   1   1   1.1e-05   0.00099   16.9   0.1    93   258     8   163     4   175 0.74 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+   -            336 63645at50557         -            280   0.00019   19.3  15.2   1   3      0.15        14    3.3   0.0   223   257    15    48    10    65 0.77 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+   -            336 63645at50557         -            280   0.00019   19.3  15.2   2   3   7.3e-06   0.00067   17.5   4.7   104   255    76   225    64   239 0.79 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+   -            336 63645at50557         -            280   0.00019   19.3  15.2   3   3     0.082       7.4    4.2   0.3   223   254   303   334   289   336 0.82 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+ -            329 63645at50557         -            280   0.00026   18.8   4.1   1   4    0.0097      0.88    7.3   0.1   215   258    30    72     3    89 0.80 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+ -            329 63645at50557         -            280   0.00026   18.8   4.1   2   4    0.0027      0.24    9.1   0.2   106   171   144   204   128   215 0.76 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+ -            329 63645at50557         -            280   0.00026   18.8   4.1   3   4      0.19        17    3.0   0.0   207   257   197   245   186   267 0.74 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+ -            329 63645at50557         -            280   0.00026   18.8   4.1   4   4      0.82        75    0.9   0.0   105   156   229   276   216   318 0.63 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+  -            329 63645at50557         -            280   0.00026   18.8   4.1   1   4    0.0097      0.88    7.3   0.1   215   258    30    72     3    89 0.80 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+  -            329 63645at50557         -            280   0.00026   18.8   4.1   2   4    0.0027      0.24    9.1   0.2   106   171   144   204   128   215 0.76 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+  -            329 63645at50557         -            280   0.00026   18.8   4.1   3   4      0.19        17    3.0   0.0   207   257   197   245   186   267 0.74 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+  -            329 63645at50557         -            280   0.00026   18.8   4.1   4   4      0.82        75    0.9   0.0   105   156   229   276   216   318 0.63 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+   -            273 63645at50557         -            280   0.00027   18.8   0.1   1   3      0.37        34    2.1   0.1   225   256     1    31     1    37 0.85 -
57752at50557_45779_0:003ace|STRG.6606.1:1266-2084|+   -            273 63645at50557         -            280   0.00027   18.8   0.1   2   3   0.00018     0.016   13.0   0.0   157   260    64   169    58   176 0.82 -
