#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.12616.1:2-1201|+     -            400 37475at50557         -            589   1.9e-95  315.9   8.0   1   1   6.6e-95   5.9e-94  311.0   8.0   257   566     7   400     4   400 0.86 -
37475at50557_39758_0:000c43|STRG.4583.1:590-1426|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   3   5       5.5        49   -2.4   0.0    95   108   150   163   146   168 0.74 -
37475at50557_39758_0:000c43|STRG.4583.1:590-1426|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   4   5      0.14       1.2    2.9   0.0   149   189   188   228   172   231 0.78 -
37475at50557_39758_0:000c43|STRG.4583.1:590-1426|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   5   5    0.0078      0.07    7.0   0.0   149   189   230   270   227   275 0.90 -
37475at50557_39758_0:000c43|STRG.4583.2:456-1292|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   1   5   2.6e-05   0.00023   15.2   0.0    61   109     7    57     1    67 0.82 -
37475at50557_39758_0:000c43|STRG.4583.2:456-1292|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   2   5    0.0021     0.019    8.9   0.0    76   114    66   104    59   118 0.88 -
37475at50557_39758_0:000c43|STRG.4583.2:456-1292|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   3   5       5.5        49   -2.4   0.0    95   108   150   163   146   168 0.74 -
37475at50557_39758_0:000c43|STRG.4583.2:456-1292|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   4   5      0.14       1.2    2.9   0.0   149   189   188   228   172   231 0.78 -
37475at50557_39758_0:000c43|STRG.4583.2:456-1292|+     -            279 37475at50557         -            589   6.4e-11   36.8   2.4   5   5    0.0078      0.07    7.0   0.0   149   189   230   270   227   275 0.90 -
37475at50557_1629725_0:0002a1|STRG.16114.1:1039-1827|+ -            263 37475at50557         -            589   1.2e-10   35.9   5.6   1   4   0.00076    0.0068   10.3   0.2   153   189    38    74     4    99 0.87 -
37475at50557_1629725_0:0002a1|STRG.16114.1:1039-1827|+ -            263 37475at50557         -            589   1.2e-10   35.9   5.6   2   4     8e-06   7.2e-05   16.8   0.0   145   189   114   158   106   162 0.91 -
37475at50557_1629725_0:0002a1|STRG.16114.1:1039-1827|+ -            263 37475at50557         -            589   1.2e-10   35.9   5.6   3   4      0.35       3.1    1.5   0.1    79   108   161   193   156   197 0.69 -
37475at50557_1629725_0:0002a1|STRG.16114.1:1039-1827|+ -            263 37475at50557         -            589   1.2e-10   35.9   5.6   4   4     0.008     0.072    6.9   0.1   404   444   203   246   199   255 0.81 -
37475at50557_411798_0:00107d|STRG.4282.1:494-1039|+    -            182 37475at50557         -            589   1.4e-10   35.6   0.0   1   2   4.8e-06   4.3e-05   17.6   0.0    77   212     1   138     1   147 0.77 -
37475at50557_411798_0:00107d|STRG.4282.1:494-1039|+    -            182 37475at50557         -            589   1.4e-10   35.6   0.0   2   2   6.3e-05   0.00056   13.9   0.1    79   108   152   181   146   182 0.93 -
37475at50557_1629725_0:0002a1|STRG.13365.1:208-1002|+  -            265 37475at50557         -            589   6.8e-10   33.4   7.3   1   4     0.048      0.43    4.4   0.1   145   181    26    62     4    67 0.90 -
37475at50557_1629725_0:0002a1|STRG.13365.1:208-1002|+  -            265 37475at50557         -            589   6.8e-10   33.4   7.3   2   4   6.3e-06   5.7e-05   17.2   0.0   144   185    67   108    62   119 0.91 -
37475at50557_1629725_0:0002a1|STRG.13365.1:208-1002|+  -            265 37475at50557         -            589   6.8e-10   33.4   7.3   3   4     0.021      0.19    5.6   0.2   151   181   117   149   111   156 0.79 -
37475at50557_1629725_0:0002a1|STRG.13365.1:208-1002|+  -            265 37475at50557         -            589   6.8e-10   33.4   7.3   4   4    0.0022      0.02    8.8   0.1   149   192   159   202   148   231 0.80 -
37475at50557_30019_0:0005ac|STRG.15079.1:518-973|+     -            152 37475at50557         -            589   3.1e-09   31.2   0.1   1   3     0.018      0.16    5.8   0.0   150   182     4    36     1    40 0.88 -
37475at50557_30019_0:0005ac|STRG.15079.1:518-973|+     -            152 37475at50557         -            589   3.1e-09   31.2   0.1   2   3    0.0031     0.027    8.3   0.0   146   187    42    83    36    88 0.87 -
37475at50557_30019_0:0005ac|STRG.15079.1:518-973|+     -            152 37475at50557         -            589   3.1e-09   31.2   0.1   3   3   4.8e-05   0.00043   14.3   0.1    79   109    88   118    84   127 0.88 -
37475at50557_30019_0:0005ac|STRG.15079.2:518-973|+     -            152 37475at50557         -            589   3.1e-09   31.2   0.1   1   3     0.018      0.16    5.8   0.0   150   182     4    36     1    40 0.88 -
37475at50557_30019_0:0005ac|STRG.15079.2:518-973|+     -            152 37475at50557         -            589   3.1e-09   31.2   0.1   2   3    0.0031     0.027    8.3   0.0   146   187    42    83    36    88 0.87 -
37475at50557_30019_0:0005ac|STRG.15079.2:518-973|+     -            152 37475at50557         -            589   3.1e-09   31.2   0.1   3   3   4.8e-05   0.00043   14.3   0.1    79   109    88   118    84   127 0.88 -
37475at50557_30019_0:000686|STRG.13347.1:261-2201|+    -            647 37475at50557         -            589   4.7e-09   30.6  14.9   1   6     0.013      0.12    6.2   0.0   164   188     3    27     1    30 0.84 -
37475at50557_30019_0:000686|STRG.13347.1:261-2201|+    -            647 37475at50557         -            589   4.7e-09   30.6  14.9   2   6      0.15       1.3    2.7   0.1   151   188    32    69    28    72 0.85 -
37475at50557_30019_0:000686|STRG.13347.1:261-2201|+    -            647 37475at50557         -            589   4.7e-09   30.6  14.9   3   6   0.00023     0.002   12.0   0.0   149   183    72   106    70   110 0.93 -
37475at50557_30019_0:000686|STRG.13347.1:261-2201|+    -            647 37475at50557         -            589   4.7e-09   30.6  14.9   4   6     0.066      0.59    3.9   0.0   149   183   144   178   138   183 0.85 -
37475at50557_30019_0:000686|STRG.13347.1:261-2201|+    -            647 37475at50557         -            589   4.7e-09   30.6  14.9   5   6   0.00022     0.002   12.1   0.0   149   189   188   228   176   252 0.81 -
37475at50557_30019_0:000686|STRG.13347.1:261-2201|+    -            647 37475at50557         -            589   4.7e-09   30.6  14.9   6   6       3.2        28   -1.6   0.2   480   522   600   647   592   647 0.76 -
37475at50557_104421_0:00187d|STRG.3544.1:64-900|+      -            279 37475at50557         -            589   1.3e-08   29.2   1.0   1   3     0.088      0.79    3.5   0.1   183   206     7    30     2    41 0.68 -
37475at50557_104421_0:00187d|STRG.3544.1:64-900|+      -            279 37475at50557         -            589   1.3e-08   29.2   1.0   2   3   3.1e-05   0.00028   14.9   0.4   147   241    47   154    31   164 0.69 -
37475at50557_104421_0:00187d|STRG.3544.1:64-900|+      -            279 37475at50557         -            589   1.3e-08   29.2   1.0   3   3    0.0015     0.014    9.3   0.0   120   203   142   238   138   279 0.72 -
37475at50557_7029_0:0049bc|STRG.1342.1:1528-1896|+     -            123 37475at50557         -            589   1.4e-08   29.1   0.3   1   3    0.0045     0.041    7.8   0.0    76   181     6    40     2    49 0.58 -
37475at50557_7029_0:0049bc|STRG.1342.1:1528-1896|+     -            123 37475at50557         -            589   1.4e-08   29.1   0.3   2   3     0.012      0.11    6.3   0.0    79   111    51    83    47    89 0.70 -
37475at50557_7029_0:0049bc|STRG.1342.1:1528-1896|+     -            123 37475at50557         -            589   1.4e-08   29.1   0.3   3   3     1e-05   9.3e-05   16.5   0.0    52   108    65   122    63   123 0.89 -
37475at50557_39758_0:000c43|STRG.4718.1:462-1121|+     -            220 37475at50557         -            589   8.2e-08   26.6   4.9   1   2     0.037      0.33    4.7   0.1     7   181     8    33     1    41 0.47 -
37475at50557_39758_0:000c43|STRG.4718.1:462-1121|+     -            220 37475at50557         -            589   8.2e-08   26.6   4.9   2   2   1.2e-06   1.1e-05   19.6   1.5   148   255    57   186    52   205 0.74 -
37475at50557_7029_0:0049bc|STRG.13119.1:331-678|+      -            116 37475at50557         -            589   8.4e-08   26.5   4.1   1   2   0.00017    0.0015   12.5   0.4    74   112     3    41     1    42 0.88 -
37475at50557_7029_0:0049bc|STRG.13119.1:331-678|+      -            116 37475at50557         -            589   8.4e-08   26.5   4.1   2   2   2.2e-05    0.0002   15.4   0.3   150   200    53   115    43   116 0.78 -
37475at50557_7029_0:0049bc|STRG.13119.3:220-567|+      -            116 37475at50557         -            589   8.4e-08   26.5   4.1   1   2   0.00017    0.0015   12.5   0.4    74   112     3    41     1    42 0.88 -
37475at50557_7029_0:0049bc|STRG.13119.3:220-567|+      -            116 37475at50557         -            589   8.4e-08   26.5   4.1   2   2   2.2e-05    0.0002   15.4   0.3   150   200    53   115    43   116 0.78 -
37475at50557_7029_0:0049bc|STRG.13119.4:256-603|+      -            116 37475at50557         -            589   8.4e-08   26.5   4.1   1   2   0.00017    0.0015   12.5   0.4    74   112     3    41     1    42 0.88 -
37475at50557_7029_0:0049bc|STRG.13119.4:256-603|+      -            116 37475at50557         -            589   8.4e-08   26.5   4.1   2   2   2.2e-05    0.0002   15.4   0.3   150   200    53   115    43   116 0.78 -
37475at50557_39758_0:000c43|STRG.6409.1:929-1525|+     -            199 37475at50557         -            589   1.1e-07   26.1   2.6   1   2   2.5e-07   2.2e-06   21.8   0.1    73   110    68   105    47   114 0.86 -
37475at50557_39758_0:000c43|STRG.6409.1:929-1525|+     -            199 37475at50557         -            589   1.1e-07   26.1   2.6   2   2     0.067       0.6    3.9   0.4   149   186   121   161   110   184 0.72 -
37475at50557_39758_0:000c43|STRG.6409.2:806-1402|+     -            199 37475at50557         -            589   1.1e-07   26.1   2.6   1   2   2.5e-07   2.2e-06   21.8   0.1    73   110    68   105    47   114 0.86 -
37475at50557_39758_0:000c43|STRG.6409.2:806-1402|+     -            199 37475at50557         -            589   1.1e-07   26.1   2.6   2   2     0.067       0.6    3.9   0.4   149   186   121   161   110   184 0.72 -
37475at50557_411798_0:00107d|STRG.2346.1:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   1   4     0.021      0.19    5.5   0.0   155   187     6    38     1    41 0.81 -
37475at50557_411798_0:00107d|STRG.2346.1:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   2   4    0.0055      0.05    7.5   0.0   145   189    38    82    32    88 0.88 -
37475at50557_411798_0:00107d|STRG.2346.1:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   3   4    0.0086     0.077    6.8   0.0   143   182    78   117    75   156 0.77 -
37475at50557_411798_0:00107d|STRG.2346.1:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   4   4      0.08      0.72    3.6   0.1   147   180   165   197   151   197 0.89 -
37475at50557_411798_0:00107d|STRG.2346.3:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   1   4     0.021      0.19    5.5   0.0   155   187     6    38     1    41 0.81 -
37475at50557_411798_0:00107d|STRG.2346.3:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   2   4    0.0055      0.05    7.5   0.0   145   189    38    82    32    88 0.88 -
37475at50557_411798_0:00107d|STRG.2346.3:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   3   4    0.0086     0.077    6.8   0.0   143   182    78   117    75   156 0.77 -
37475at50557_411798_0:00107d|STRG.2346.3:715-1305|+    -            197 37475at50557         -            589   1.8e-07   25.4   0.5   4   4      0.08      0.72    3.6   0.1   147   180   165   197   151   197 0.89 -
37475at50557_74869_0:0027f7|STRG.10627.1:678-1076|+    -            133 37475at50557         -            589   5.8e-07   23.7   0.1   1   2      0.01     0.093    6.6   0.1   149   205     7    65     5    78 0.82 -
37475at50557_74869_0:0027f7|STRG.10627.1:678-1076|+    -            133 37475at50557         -            589   5.8e-07   23.7   0.1   2   2   2.3e-05   0.00021   15.3   0.0   146   193    81   126    76   131 0.87 -
37475at50557_217634_0:002190|STRG.4733.1:314-2557|+    -            748 37475at50557         -            589   7.6e-07   23.4   8.0   1   4      0.12       1.1    3.0   0.3   190   255     3    73     1    93 0.73 -
37475at50557_217634_0:002190|STRG.4733.1:314-2557|+    -            748 37475at50557         -            589   7.6e-07   23.4   8.0   2   4       1.6        14   -0.7   0.0    78   119    79   119    53   134 0.70 -
37475at50557_217634_0:002190|STRG.4733.1:314-2557|+    -            748 37475at50557         -            589   7.6e-07   23.4   8.0   3   4      0.01     0.094    6.5   0.0   220   251   258   289   247   375 0.91 -
37475at50557_217634_0:002190|STRG.4733.1:314-2557|+    -            748 37475at50557         -            589   7.6e-07   23.4   8.0   4   4   1.9e-05   0.00017   15.6   1.4   476   575   603   714   571   729 0.76 -
37475at50557_30019_0:0005ac|STRG.4355.1:2300-2716|+    -            139 37475at50557         -            589   7.8e-07   23.3   1.8   1   2      0.95       8.5    0.1   0.0   166   182     3    19     1    31 0.68 -
37475at50557_30019_0:0005ac|STRG.4355.1:2300-2716|+    -            139 37475at50557         -            589   7.8e-07   23.3   1.8   2   2   3.4e-07     3e-06   21.4   0.7     8   108    35   139    30   139 0.79 -
37475at50557_30019_0:0005ac|STRG.10661.1:1434-1976|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   1   2   0.00047    0.0042   11.0   0.1    54   109     4    60     2    63 0.92 -
37475at50557_30019_0:0005ac|STRG.10661.1:1434-1976|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   2   2   0.00087    0.0078   10.1   0.0   149   181   126   158    80   179 0.88 -
37475at50557_30019_0:0005ac|STRG.10661.2:1428-1970|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   1   2   0.00047    0.0042   11.0   0.1    54   109     4    60     2    63 0.92 -
37475at50557_30019_0:0005ac|STRG.10661.2:1428-1970|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   2   2   0.00087    0.0078   10.1   0.0   149   181   126   158    80   179 0.88 -
37475at50557_30019_0:0005ac|STRG.10661.3:1551-2093|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   1   2   0.00047    0.0042   11.0   0.1    54   109     4    60     2    63 0.92 -
37475at50557_30019_0:0005ac|STRG.10661.3:1551-2093|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   2   2   0.00087    0.0078   10.1   0.0   149   181   126   158    80   179 0.88 -
37475at50557_30019_0:0005ac|STRG.10661.4:1433-1975|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   1   2   0.00047    0.0042   11.0   0.1    54   109     4    60     2    63 0.92 -
37475at50557_30019_0:0005ac|STRG.10661.4:1433-1975|+   -            181 37475at50557         -            589   1.1e-06   22.8   0.1   2   2   0.00087    0.0078   10.1   0.0   149   181   126   158    80   179 0.88 -
37475at50557_7536_0:004769|STRG.6295.1:571-864|+       -             98 37475at50557         -            589   1.9e-06   22.0   0.1   1   2   0.00055    0.0049   10.8   0.0   160   190     1    31     1    32 0.89 -
37475at50557_7536_0:004769|STRG.6295.1:571-864|+       -             98 37475at50557         -            589   1.9e-06   22.0   0.1   2   2   0.00017    0.0015   12.5   0.0    71   113    25    67    22    84 0.86 -
37475at50557_74869_0:0027f7|STRG.10627.2:678-1046|+    -            123 37475at50557         -            589   2.1e-06   21.9   0.0   1   2    0.0076     0.068    7.0   0.0   149   205     7    65     4    80 0.82 -
37475at50557_74869_0:0027f7|STRG.10627.2:678-1046|+    -            123 37475at50557         -            589   2.1e-06   21.9   0.0   2   2   8.5e-05   0.00077   13.4   0.0   146   189    81   122    74   123 0.85 -
37475at50557_7029_0:0049bc|STRG.11664.1:690-1046|+     -            119 37475at50557         -            589   3.1e-06   21.3   0.0   1   1     5e-06   4.5e-05   17.5   0.0     6   108     1   118     1   119 0.72 -
37475at50557_30019_0:0005ac|STRG.8740.1:560-1105|+     -            182 37475at50557         -            589   3.7e-06   21.1   0.3   1   2     7e-05   0.00063   13.7   0.3   122   187     6    74     3    82 0.68 -
37475at50557_30019_0:0005ac|STRG.8740.1:560-1105|+     -            182 37475at50557         -            589   3.7e-06   21.1   0.3   2   2   0.00017    0.0015   12.5   0.1   146   188    33    75    27   182 0.81 -
37475at50557_7536_0:004769|STRG.13748.1:1495-1755|+    -             87 37475at50557         -            589   7.8e-06   20.0   0.0   1   2    0.0038     0.034    8.0   0.0   148   193     9    55     3    64 0.71 -
37475at50557_7536_0:004769|STRG.13748.1:1495-1755|+    -             87 37475at50557         -            589   7.8e-06   20.0   0.0   2   2   0.00051    0.0046   10.9   0.0   224   248    63    87    54    87 0.89 -
37475at50557_7536_0:004769|STRG.13748.2:1495-1755|+    -             87 37475at50557         -            589   7.8e-06   20.0   0.0   1   2    0.0038     0.034    8.0   0.0   148   193     9    55     3    64 0.71 -
