#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
93379at50557_103372_0:002590|STRG.17752.1:78-1073|+  -            332 93379at50557         -            231  8.9e-109  361.3   0.7   1   1  4.8e-110  4.7e-108  358.9   0.7     2   225    46   306    45   325 0.89 -
93379at50557_121225_0:0001ca|STRG.14124.1:505-1347|+ -            281 93379at50557         -            231   2.5e-42  143.9   0.1   1   1   5.2e-42   5.1e-40  136.3   0.1     4   218     2   257     1   264 0.79 -
93379at50557_121225_0:0001ca|STRG.14124.2:519-1361|+ -            281 93379at50557         -            231   2.5e-42  143.9   0.1   1   1   5.2e-42   5.1e-40  136.3   0.1     4   218     2   257     1   264 0.79 -
93379at50557_121225_0:0001ca|STRG.14124.3:671-1513|+ -            281 93379at50557         -            231   2.5e-42  143.9   0.1   1   1   5.2e-42   5.1e-40  136.3   0.1     4   218     2   257     1   264 0.79 -
93379at50557_28588_0:000c70|STRG.1762.2:997-1800|+   -            268 93379at50557         -            231   2.1e-39  134.3   6.5   1   2   2.9e-31   2.9e-29  101.1   4.3     2   133     6   166     5   172 0.78 -
93379at50557_28588_0:000c70|STRG.1762.2:997-1800|+   -            268 93379at50557         -            231   2.1e-39  134.3   6.5   2   2   1.5e-09   1.4e-07   30.1   0.0   158   226   167   246   163   251 0.74 -
93379at50557_51655_0:0030d6|STRG.1764.2:8-1580|+     -            211 93379at50557         -            231   3.6e-35  120.5   0.1   1   1   6.7e-37   6.6e-35  119.6   0.1    57   225     1   198     1   202 0.78 -
93379at50557_93721_0:00028d|STRG.18785.1:626-1474|+  -            283 93379at50557         -            231   1.7e-31  108.4   0.4   1   1   8.7e-32   8.6e-30  102.9   0.4     8   221     3   259     1   266 0.77 -
93379at50557_93721_0:00028d|STRG.18785.2:556-1404|+  -            283 93379at50557         -            231   1.7e-31  108.4   0.4   1   1   8.7e-32   8.6e-30  102.9   0.4     8   221     3   259     1   266 0.77 -
93379at50557_93721_0:00028d|STRG.18785.3:608-1456|+  -            283 93379at50557         -            231   1.7e-31  108.4   0.4   1   1   8.7e-32   8.6e-30  102.9   0.4     8   221     3   259     1   266 0.77 -
93379at50557_51655_0:0030d6|STRG.1764.1:3-647|+      -            215 93379at50557         -            231   8.5e-31  106.2   0.2   1   1   3.3e-32   3.2e-30  104.2   0.2    69   225    11   202     1   206 0.77 -
76747at50557_7160_0:0007ff|STRG.3831.1:122-673|+     -            184 93379at50557         -            231   4.5e-19   67.8   0.8   1   1   5.5e-21   5.4e-19   67.5   0.8     3   169     3   184     1   184 0.85 -
93379at50557_1218281_0:001943|STRG.1545.1:60-446|+   -            129 93379at50557         -            231   2.2e-18   65.5   0.1   1   1   4.8e-20   4.7e-18   64.5   0.1   133   226     2   109     1   113 0.77 -
76747at50557_7160_0:0007ff|STRG.3830.1:98-649|+      -            184 93379at50557         -            231   1.4e-17   62.9   0.2   1   1   1.7e-19   1.7e-17   62.7   0.2     3   169     3   184     1   184 0.83 -
76747at50557_7160_0:0007ff|STRG.3829.1:99-650|+      -            184 93379at50557         -            231   1.6e-16   59.4   0.1   1   1   1.9e-18   1.9e-16   59.2   0.1     3   169     3   184     1   184 0.83 -
76747at50557_7160_0:0007ff|STRG.17414.1:192-743|+    -            184 93379at50557         -            231   2.6e-16   58.8   0.4   1   1   3.1e-18   3.1e-16   58.5   0.4     3   169     3   184     1   184 0.83 -
76747at50557_7160_0:0007ff|STRG.15407.2:2239-2790|+  -            184 93379at50557         -            231     2e-15   55.9   0.8   1   1   2.6e-17   2.5e-15   55.5   0.8     3   169     3   184     1   184 0.83 -
76747at50557_7160_0:0007ff|STRG.15407.3:178-729|+    -            184 93379at50557         -            231     2e-15   55.9   0.8   1   1   2.6e-17   2.5e-15   55.5   0.8     3   169     3   184     1   184 0.83 -
76747at50557_7160_0:0007ff|STRG.15407.4:61-612|+     -            184 93379at50557         -            231     2e-15   55.9   0.8   1   1   2.6e-17   2.5e-15   55.5   0.8     3   169     3   184     1   184 0.83 -
130558at50557_6973_0:006c0f|STRG.17981.1:184-816|+   -            211 93379at50557         -            231   2.7e-15   55.4   0.3   1   1   8.9e-17   8.7e-15   53.8   0.3     3   173     1   190     1   200 0.81 -
76747at50557_7160_0:0007ff|STRG.3829.2:99-656|+      -            186 93379at50557         -            231   3.5e-15   55.1   0.1   1   1   4.2e-17   4.1e-15   54.8   0.1     3   168     3   185     1   186 0.80 -
76747at50557_103372_0:001eb5|STRG.1688.1:399-1358|+  -            320 93379at50557         -            231   4.8e-14   51.3   0.4   1   1   6.6e-16   6.5e-14   50.9   0.4     5   194    50   265    46   284 0.77 -
66318at50557_520822_0:00003e|STRG.18495.5:21-1118|+  -            366 93379at50557         -            231   6.3e-14   51.0   0.2   1   1   9.7e-16   9.5e-14   50.4   0.2     7   178    67   261    60   288 0.78 -
66318at50557_520822_0:00003e|STRG.18495.1:341-1456|+ -            372 93379at50557         -            231   6.6e-14   50.9   0.2   1   1     1e-15   9.9e-14   50.3   0.2     7   178    73   267    66   294 0.78 -
66318at50557_520822_0:00003e|STRG.18495.2:213-1328|+ -            372 93379at50557         -            231   6.6e-14   50.9   0.2   1   1     1e-15   9.9e-14   50.3   0.2     7   178    73   267    66   294 0.78 -
66318at50557_520822_0:00003e|STRG.18495.3:522-1733|+ -            372 93379at50557         -            231   6.6e-14   50.9   0.2   1   1     1e-15   9.9e-14   50.3   0.2     7   178    73   267    66   294 0.78 -
66318at50557_520822_0:00003e|STRG.18495.4:600-1715|+ -            372 93379at50557         -            231   6.6e-14   50.9   0.2   1   1     1e-15   9.9e-14   50.3   0.2     7   178    73   267    66   294 0.78 -
76747at50557_610380_0:001c9f|STRG.19998.1:61-762|+   -            234 93379at50557         -            231   1.4e-13   49.8   0.6   1   1     2e-15     2e-13   49.3   0.6     3   179     2   194     1   221 0.81 -
76747at50557_7160_0:0007ff|STRG.17414.2:193-648|+    -            152 93379at50557         -            231     1e-12   47.0   0.2   1   2   1.5e-12   1.5e-10   39.9   0.1     3    91     3    98     1   110 0.82 -
76747at50557_7160_0:0007ff|STRG.17414.2:193-648|+    -            152 93379at50557         -            231     1e-12   47.0   0.2   2   2     0.042       4.1    5.7   0.0   131   169   114   152   105   152 0.90 -
93379at50557_79782_0:000388|STRG.8293.1:86-616|+     -            177 93379at50557         -            231   1.3e-12   46.6   0.0   1   1   1.6e-14   1.6e-12   46.4   0.0     6   161     1   172     1   177 0.77 -
84237at50557_103372_0:001926|STRG.10451.2:357-1656|+ -            358 93379at50557         -            231   3.8e-12   45.1   1.7   1   1   2.2e-13   2.2e-11   42.7   1.7     3   164    59   244    57   278 0.77 -
84237at50557_103372_0:001926|STRG.10451.1:13-1095|+  -            361 93379at50557         -            231   4.1e-12   45.0   1.8   1   1   2.4e-13   2.3e-11   42.5   1.8     3   164    59   244    57   278 0.77 -
130558at50557_6973_0:006c0f|STRG.8290.1:86-727|+     -            214 93379at50557         -            231   2.5e-11   42.5   0.0   1   1   3.5e-13   3.4e-11   42.0   0.0     5   183     1   196     1   206 0.74 -
130558at50557_6973_0:006c0f|STRG.8290.2:458-1099|+   -            214 93379at50557         -            231   2.5e-11   42.5   0.0   1   1   3.5e-13   3.4e-11   42.0   0.0     5   183     1   196     1   206 0.74 -
76747at50557_610380_0:001c9f|STRG.2392.1:85-813|+    -            243 93379at50557         -            231   3.7e-11   41.9   0.3   1   1   6.4e-13   6.3e-11   41.1   0.3     4   178     2   192     1   222 0.79 -
76747at50557_133901_0:0036de|STRG.8287.1:200-778|+   -            193 93379at50557         -            231   6.5e-11   41.1   0.3   1   1   7.6e-13   7.5e-11   40.9   0.3     4   173     2   189     1   193 0.82 -
76747at50557_74869_0:00005d|STRG.12121.1:466-1176|+  -            237 93379at50557         -            231   6.8e-11   41.0   0.2   1   1   1.4e-12   1.4e-10   40.0   0.2     7   172    49   235    44   237 0.80 -
76747at50557_74869_0:00005d|STRG.12121.2:105-815|+   -            237 93379at50557         -            231   6.8e-11   41.0   0.2   1   1   1.4e-12   1.4e-10   40.0   0.2     7   172    49   235    44   237 0.80 -
76747at50557_610380_0:001c9f|STRG.19999.1:121-831|+  -            237 93379at50557         -            231     7e-11   41.0   0.2   1   1     1e-12   9.9e-11   40.5   0.2     4   181     2   195     1   206 0.81 -
76747at50557_7160_0:0007ff|STRG.11709.1:209-778|+    -            190 93379at50557         -            231   8.4e-11   40.7   0.0   1   1   3.4e-12   3.4e-10   38.7   0.0     9   168     3   190     1   190 0.76 -
76747at50557_7160_0:0007ff|STRG.11709.2:160-729|+    -            190 93379at50557         -            231   8.4e-11   40.7   0.0   1   1   3.4e-12   3.4e-10   38.7   0.0     9   168     3   190     1   190 0.76 -
76747at50557_7160_0:0007ff|STRG.3223.3:19-558|+      -            180 93379at50557         -            231   2.7e-10   39.1   0.1   1   1   3.2e-12   3.2e-10   38.8   0.1     3   168     3   179     1   180 0.83 -
130558at50557_6973_0:006c0f|STRG.2904.1:280-888|+    -            203 93379at50557         -            231   3.1e-10   38.9   0.1   1   1   4.3e-12   4.2e-10   38.4   0.1     4   179     2   198     1   202 0.79 -
76747at50557_609295_0:0000a2|STRG.2393.1:145-714|+   -            190 93379at50557         -            231   5.1e-10   38.2   0.4   1   1   1.3e-11   1.3e-09   36.8   0.4     4   173     2   187     1   190 0.77 -
84237at50557_6973_0:0059bf|STRG.17653.1:293-841|+    -            183 93379at50557         -            231   8.7e-10   37.4   0.3   1   2   5.1e-05     0.005   15.3   0.1    10    38     2    30     1    45 0.93 -
84237at50557_6973_0:0059bf|STRG.17653.1:293-841|+    -            183 93379at50557         -            231   8.7e-10   37.4   0.3   2   2   1.2e-06   0.00011   20.7   0.0    72   163    80   182    62   183 0.77 -
76747at50557_441921_0:001a0c|STRG.9647.1:481-1254|+  -            258 93379at50557         -            231   8.9e-10   37.4   0.1   1   1   2.4e-11   2.4e-09   36.0   0.1     3   174     2   193     1   212 0.74 -
76747at50557_441921_0:001a0c|STRG.9647.2:423-1196|+  -            258 93379at50557         -            231   8.9e-10   37.4   0.1   1   1   2.4e-11   2.4e-09   36.0   0.1     3   174     2   193     1   212 0.74 -
76747at50557_441921_0:001a0c|STRG.9647.3:336-1109|+  -            258 93379at50557         -            231   8.9e-10   37.4   0.1   1   1   2.4e-11   2.4e-09   36.0   0.1     3   174     2   193     1   212 0.74 -
76747at50557_13037_0:000cbe|STRG.8289.1:56-604|+     -            183 93379at50557         -            231   1.5e-09   36.6   0.4   1   1   3.5e-11   3.5e-09   35.4   0.4     4   167     2   183     1   183 0.78 -
130558at50557_6973_0:006c0f|STRG.8292.1:80-715|+     -            212 93379at50557         -            231   1.6e-09   36.5   0.1   1   1   5.7e-11   5.6e-09   34.8   0.1     2   176     3   193     2   203 0.76 -
76747at50557_112268_0:0015a7|STRG.16871.1:115-687|+  -            191 93379at50557         -            231   3.9e-09   35.3   2.1   1   1     1e-10     1e-08   33.9   2.1     5   173     1   189     1   191 0.70 -
130558at50557_6973_0:006c0f|STRG.1445.1:666-1367|+   -            234 93379at50557         -            231   1.1e-08   33.8   0.2   1   1   1.5e-10   1.4e-08   33.4   0.2     3   200     2   224     1   231 0.67 -
130558at50557_6973_0:006c0f|STRG.1445.2:218-919|+    -            234 93379at50557         -            231   1.1e-08   33.8   0.2   1   1   1.5e-10   1.4e-08   33.4   0.2     3   200     2   224     1   231 0.67 -
130558at50557_6973_0:006c0f|STRG.1445.3:509-1210|+   -            234 93379at50557         -            231   1.1e-08   33.8   0.2   1   1   1.5e-10   1.4e-08   33.4   0.2     3   200     2   224     1   231 0.67 -
130558at50557_6973_0:006c0f|STRG.1445.4:497-1198|+   -            234 93379at50557         -            231   1.1e-08   33.8   0.2   1   1   1.5e-10   1.4e-08   33.4   0.2     3   200     2   224     1   231 0.67 -
76747at50557_1155016_0:00325f|STRG.20062.1:161-409|+ -             83 93379at50557         -            231   1.5e-08   33.4   0.0   1   1   1.5e-10   1.5e-08   33.4   0.0     2    50     2    52     1    77 0.82 -
76747at50557_1155016_0:00325f|STRG.20062.2:384-632|+ -             83 93379at50557         -            231   1.5e-08   33.4   0.0   1   1   1.5e-10   1.5e-08   33.4   0.0     2    50     2    52     1    77 0.82 -
84237at50557_286306_0:002346|STRG.2904.2:193-1164|+  -            324 93379at50557         -            231   1.6e-08   33.3   1.3   1   2   2.7e-05    0.0027   16.2   0.3     2    34    29    61    28   107 0.85 -
84237at50557_286306_0:002346|STRG.2904.2:193-1164|+  -            324 93379at50557         -            231   1.6e-08   33.3   1.3   2   2   3.1e-05     0.003   16.0   0.0    74   181   185   304   173   313 0.78 -
84237at50557_136037_0:000039|STRG.13695.2:109-888|+  -            260 93379at50557         -            231   5.6e-08   31.5   0.0   1   1     8e-10   7.9e-08   31.0   0.0     2   187    34   242    33   259 0.72 -
84237at50557_136037_0:000039|STRG.13695.1:691-1389|+ -            233 93379at50557         -            231   2.8e-07   29.2   0.0   1   1     4e-09   3.9e-07   28.7   0.0     2   175    34   230    33   233 0.72 -
84237at50557_28612_0:005f4c|STRG.19192.6:3093-3701|+ -            203 93379at50557         -            231   3.7e-07   28.8   0.1   1   1   5.2e-09   5.1e-07   28.3   0.1     6   175     1   192     1   199 0.73 -
84237at50557_28612_0:005f4c|STRG.19192.7:124-732|+   -            203 93379at50557         -            231   3.7e-07   28.8   0.1   1   1   5.2e-09   5.1e-07   28.3   0.1     6   175     1   192     1   199 0.73 -
93379at50557_116153_0:000985|STRG.14035.1:74-760|+   -            229 93379at50557         -            231   6.4e-07   28.0   0.0   1   2   7.8e-08   7.6e-06   24.5   0.0     5   143     3   157     1   179 0.72 -
93379at50557_116153_0:000985|STRG.14035.1:74-760|+   -            229 93379at50557         -            231   6.4e-07   28.0   0.0   2   2      0.73        72    1.7   0.0   157   171   215   229   177   229 0.73 -
76747at50557_103372_0:001eb5|STRG.1444.1:206-811|+   -            202 93379at50557         -            231   6.8e-07   27.9   0.1   1   1   8.4e-09   8.3e-07   27.7   0.1     4   154     6   175     3   201 0.74 -
93379at50557_116153_0:000985|STRG.6588.1:363-1034|+  -            224 93379at50557         -            231     1e-06   27.4   0.2   1   2   9.6e-08   9.4e-06   24.2   0.1     9   152     2   162     1   206 0.73 -
93379at50557_116153_0:000985|STRG.6588.1:363-1034|+  -            224 93379at50557         -            231     1e-06   27.4   0.2   2   2      0.79        78    1.6   0.0   157   171   210   224   178   224 0.76 -
76747at50557_108931_0:001125|STRG.1191.1:486-1226|+  -            247 93379at50557         -            231     1e-06   27.3   0.2   1   1     3e-08     3e-06   25.8   0.2     3   177     7   202     5   226 0.74 -
66318at50557_133901_0:002cee|STRG.15252.1:77-688|+   -            204 93379at50557         -            231   1.1e-06   27.2   0.1   1   1     6e-08   5.9e-06   24.9   0.1     6   167     5   204     3   204 0.68 -
66318at50557_6973_0:003194|STRG.10830.2:497-1084|+   -            196 93379at50557         -            231   7.3e-06   24.6   0.0   1   1   1.7e-07   1.7e-05   23.4   0.0     4   142     4   164     1   188 0.75 -
66318at50557_6973_0:003194|STRG.10830.1:374-949|+    -            192 93379at50557         -            231   1.9e-05   23.2   0.0   1   1   4.5e-07   4.4e-05   22.0   0.0     5   142     1   160     1   184 0.74 -
84237at50557_1155016_0:0033de|STRG.1446.1:314-814|+  -            167 93379at50557         -            231   2.9e-05   22.6   0.0   1   1   3.7e-07   3.6e-05   22.3   0.0     8   124     1   135     1   166 0.70 -
76747at50557_7160_0:0007ff|STRG.5970.1:716-1279|+    -            188 93379at50557         -            231   5.1e-05   21.8   0.8   1   1     7e-06   0.00069   18.1   0.8     4    35     2    33     1   188 0.59 -
76747at50557_7160_0:0007ff|STRG.5970.2:716-1279|+    -            188 93379at50557         -            231   5.1e-05   21.8   0.8   1   1     7e-06   0.00069   18.1   0.8     4    35     2    33     1   188 0.59 -
76747at50557_7160_0:0007ff|STRG.5970.3:227-790|+     -            188 93379at50557         -            231   5.1e-05   21.8   0.8   1   1     7e-06   0.00069   18.1   0.8     4    35     2    33     1   188 0.59 -
76747at50557_7220_0:001ca9|STRG.15252.2:294-785|+    -            164 93379at50557         -            231   0.00044   18.7   0.1   1   1   2.3e-05    0.0023   16.4   0.1    75   173     2   125     1   141 0.69 -
84237at50557_378494_0:005e8a|STRG.2904.3:184-522|+   -            113 93379at50557         -            231   0.00045   18.7   0.9   1   1   5.9e-06   0.00058   18.3   0.9     2    34    32    64    31   109 0.85 -
76747at50557_79782_0:0008ab|STRG.6825.1:517-1140|+   -            208 93379at50557         -            231     0.003   16.0   2.8   1   1   0.00013     0.013   13.9   2.8     5   155    14   188    10   208 0.57 -
84237at50557_7539_0:001567|STRG.3415.3:33-635|+      -            201 93379at50557         -            231    0.0052   15.2   0.4   1   1   0.00011     0.011   14.2   0.4     4    84     4   102     1   201 0.54 -
76747at50557_79782_0:0008ab|STRG.6825.2:204-788|+    -            195 93379at50557         -            231     0.006   15.0   3.2   1   1   0.00026     0.025   13.0   3.2     5   155     1   175     1   195 0.57 -
76747at50557_51655_0:0004b5|STRG.6826.1:78-593|+     -            172 93379at50557         -            231     0.012   14.0   4.6   1   2   0.00051     0.051   12.0   4.4     5    99     6   104     2   117 0.68 -
76747at50557_51655_0:0004b5|STRG.6826.1:78-593|+     -            172 93379at50557         -            231     0.012   14.0   4.6   2   2      0.58        57    2.0   0.6    74   150    52   142    42   171 0.57 -
76747at50557_51655_0:0004b5|STRG.6826.2:78-593|+     -            172 93379at50557         -            231     0.012   14.0   4.6   1   2   0.00051     0.051   12.0   4.4     5    99     6   104     2   117 0.68 -
76747at50557_51655_0:0004b5|STRG.6826.2:78-593|+     -            172 93379at50557         -            231     0.012   14.0   4.6   2   2      0.58        57    2.0   0.6    74   150    52   142    42   171 0.57 -
130558at50557_6973_0:006c0f|STRG.6824.1:196-774|+    -            193 93379at50557         -            231     0.015   13.8   4.5   1   1    0.0007     0.068   11.6   4.5     5   153     1   173     1   193 0.62 -
76747at50557_76194_0:002b0e|STRG.6826.3:155-754|+    -            200 93379at50557         -            231     0.016   13.6   3.6   1   1   0.00045     0.045   12.2   3.6     5    85     1    91     1   199 0.58 -
76747at50557_76194_0:002b0e|STRG.6826.4:101-700|+    -            200 93379at50557         -            231     0.016   13.6   3.6   1   1   0.00045     0.045   12.2   3.6     5    85     1    91     1   199 0.58 -
84237at50557_104688_0:002228|STRG.3415.2:704-1282|+  -            193 93379at50557         -            231     0.025   13.0   0.5   1   1   0.00054     0.053   11.9   0.5     9    84     2    94     1   193 0.54 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/93379at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/93379at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/93379at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:10:31 2024
# [ok]
