#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 56099at50557         -            397  4.7e-204  676.6   1.9   1   1  1.6e-205  5.6e-204  676.3   1.9     1   397     1   440     1   440 0.95 -
40115at50557_103372_0:0021d6|STRG.11081.1:216-1661|+  -            482 56099at50557         -            397   1.4e-27   95.5   0.1   3   4   1.2e-12   4.3e-11   41.2   0.0   233   314   358   442   333   449 0.86 -
40115at50557_103372_0:0021d6|STRG.11081.1:216-1661|+  -            482 56099at50557         -            397   1.4e-27   95.5   0.1   4   4     0.023      0.83    7.3   0.0   242   270   451   479   443   482 0.89 -
40115at50557_28612_0:000941|STRG.18369.1:23-934|+     -            304 56099at50557         -            397   1.6e-25   88.7   1.0   1   4    0.0051      0.18    9.5   0.0    61    97    20    56    17    63 0.85 -
40115at50557_28612_0:000941|STRG.18369.1:23-934|+     -            304 56099at50557         -            397   1.6e-25   88.7   1.0   2   4     0.061       2.2    6.0   0.0   240   272    66    97    56   106 0.79 -
40115at50557_28612_0:000941|STRG.18369.1:23-934|+     -            304 56099at50557         -            397   1.6e-25   88.7   1.0   3   4   1.5e-10   5.3e-09   34.3   0.0   240   316   106   185    99   195 0.83 -
40115at50557_28612_0:000941|STRG.18369.1:23-934|+     -            304 56099at50557         -            397   1.6e-25   88.7   1.0   4   4   8.1e-11   2.9e-09   35.2   0.0   216   309   206   304   192   304 0.84 -
80377at50557_166361_0:002fc1|STRG.18366.2:1525-2292|+ -            256 56099at50557         -            397   2.5e-25   88.1   0.3   1   4   0.00019    0.0069   14.2   0.0    60    97    16    52     9    59 0.91 -
80377at50557_166361_0:002fc1|STRG.18366.2:1525-2292|+ -            256 56099at50557         -            397   2.5e-25   88.1   0.3   2   4   6.1e-05    0.0022   15.8   0.0   240   273    59    92    54   101 0.87 -
80377at50557_166361_0:002fc1|STRG.18366.2:1525-2292|+ -            256 56099at50557         -            397   2.5e-25   88.1   0.3   3   4   6.3e-13   2.2e-11   42.1   0.0   239   313   100   177    90   183 0.87 -
80377at50557_166361_0:002fc1|STRG.18366.2:1525-2292|+ -            256 56099at50557         -            397   2.5e-25   88.1   0.3   4   4   2.5e-06   8.8e-05   20.4   0.0   143   227   169   252   167   255 0.90 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 56099at50557         -            397   3.7e-24   84.2   0.8   1   5     2e-10   7.2e-09   33.9   0.0   242   322     3    86     1    86 0.85 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 56099at50557         -            397   3.7e-24   84.2   0.8   2   5   3.8e-05    0.0013   16.5   0.0    60    98    83   120    80   124 0.87 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 56099at50557         -            397   3.7e-24   84.2   0.8   3   5    0.0045      0.16    9.7   0.0    61    98   126   162   122   170 0.83 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 56099at50557         -            397   3.7e-24   84.2   0.8   4   5   0.00085      0.03   12.1   0.0   245   312   175   248   164   252 0.74 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 56099at50557         -            397   3.7e-24   84.2   0.8   5   5    0.0069      0.24    9.1   0.0    56    94   251   290   247   290 0.83 -
80377at50557_7070_0:0023da|STRG.18368.1:447-1094|+    -            216 56099at50557         -            397   4.9e-20   70.6   1.1   1   4    0.0017     0.059   11.1   0.0   243   270     7    34     2    38 0.88 -
80377at50557_7070_0:0023da|STRG.18368.1:447-1094|+    -            216 56099at50557         -            397   4.9e-20   70.6   1.1   2   4   3.4e-05    0.0012   16.6   0.0   238   271    44    77    38    83 0.90 -
80377at50557_7070_0:0023da|STRG.18368.1:447-1094|+    -            216 56099at50557         -            397   4.9e-20   70.6   1.1   3   4     0.057         2    6.1   0.0   147   198    76   126    76   132 0.78 -
80377at50557_7070_0:0023da|STRG.18368.1:447-1094|+    -            216 56099at50557         -            397   4.9e-20   70.6   1.1   4   4   1.8e-11   6.5e-10   37.3   0.1   230   314   117   206   104   214 0.78 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 56099at50557         -            397   2.7e-19   68.2   0.1   1   3   5.7e-05     0.002   15.9   0.0    61   100     8    47     6    53 0.92 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 56099at50557         -            397   2.7e-19   68.2   0.1   2   3     9e-10   3.2e-08   31.7   0.2   238   310    50   125    44   127 0.84 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 56099at50557         -            397   2.7e-19   68.2   0.1   3   3   3.9e-05    0.0014   16.5   0.0   238   270   134   166   129   168 0.93 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   1   7     0.051       1.8    6.2   0.0    70   100     6    35     1    56 0.79 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   2   7       9.6   3.4e+02   -1.3   0.0    59    98    78   116    75   123 0.74 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   3   7      0.79        28    2.3   0.0    62   100   174   211   172   213 0.85 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   4   7   2.1e-07   7.5e-06   23.9   0.0   226   316   202   294   198   300 0.86 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   5   7   7.8e-05    0.0028   15.5   0.0   260   312   316   371   307   380 0.78 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   6   7    0.0014     0.049   11.4   0.1    62    98   380   416   375   421 0.92 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 56099at50557         -            397     3e-19   68.1   1.5   7   7      0.45        16    3.1   0.0   238   268   421   451   416   457 0.79 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 56099at50557         -            397   3.5e-19   67.8   7.1   1   6    0.0076      0.27    8.9   0.0    62    98     1    36     1    40 0.92 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 56099at50557         -            397   3.5e-19   67.8   7.1   2   6    0.0067      0.24    9.1   0.1    61   104    42    84    38    87 0.82 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 56099at50557         -            397   3.5e-19   67.8   7.1   3   6    0.0009     0.032   12.0   0.1   236   271    82   117    76   123 0.88 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 56099at50557         -            397   3.5e-19   67.8   7.1   4   6   0.00068     0.024   12.4   0.0   237   295   125   186   120   196 0.86 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 56099at50557         -            397   3.5e-19   67.8   7.1   5   6     0.036       1.3    6.7   0.0    77   120   203   240   197   244 0.79 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 56099at50557         -            397   3.5e-19   67.8   7.1   6   6   8.2e-07   2.9e-05   22.0   0.1   242   310   233   304   227   305 0.83 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 56099at50557         -            397     2e-18   65.4   7.1   1   4   0.00016    0.0056   14.5   0.2   258   323     2    68     1    76 0.69 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 56099at50557         -            397     2e-18   65.4   7.1   2   4    0.0002     0.007   14.1   0.7   237   314    63   142    62   144 0.72 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 56099at50557         -            397     2e-18   65.4   7.1   3   4   2.2e-05   0.00076   17.3   0.0    58    98   145   182   143   187 0.89 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 56099at50557         -            397     2e-18   65.4   7.1   4   4   2.8e-06   9.9e-05   20.2   0.0    61    98   188   222   184   238 0.89 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 56099at50557         -            397   3.1e-18   64.7   0.2   1   3     0.082       2.9    5.5   0.0    61    97     7    42     5    57 0.84 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 56099at50557         -            397   3.1e-18   64.7   0.2   2   3   0.00023    0.0081   13.9   0.0   246   316    69   141    61   154 0.88 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 56099at50557         -            397   3.1e-18   64.7   0.2   3   3   4.8e-12   1.7e-10   39.2   0.1   136   277   162   318   157   346 0.67 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 56099at50557         -            397   5.4e-18   63.9   0.3   1   5     0.017       0.6    7.8   0.0   283   324     5    46     2    54 0.87 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 56099at50557         -            397   5.4e-18   63.9   0.3   2   5    0.0023     0.083   10.6   0.0   247   319    50   130    46   135 0.69 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 56099at50557         -            397   5.4e-18   63.9   0.3   3   5    0.0037      0.13   10.0   0.1   242   270   134   162   129   168 0.89 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 56099at50557         -            397   5.4e-18   63.9   0.3   4   5   5.6e-09     2e-07   29.1   0.0   236   326   170   265   161   270 0.80 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 56099at50557         -            397   5.4e-18   63.9   0.3   5   5      0.25       8.9    3.9   0.0    60    94   258   291   256   291 0.81 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 56099at50557         -            397   8.5e-18   63.3   0.1   1   5    0.0038      0.14    9.9   0.0    59    97    50    87    47    93 0.87 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 56099at50557         -            397   8.5e-18   63.3   0.1   2   5     0.016      0.55    7.9   0.0   236   268    92   124    86   128 0.89 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 56099at50557         -            397   8.5e-18   63.3   0.1   3   5   2.8e-05   0.00098   17.0   0.0   223   313   119   214   118   220 0.80 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 56099at50557         -            397   8.5e-18   63.3   0.1   4   5   0.00023     0.008   14.0   0.0    60   108   220   267   215   273 0.87 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 56099at50557         -            397   8.5e-18   63.3   0.1   5   5    0.0059      0.21    9.3   0.0   210   269   283   343   276   348 0.84 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 56099at50557         -            397   2.6e-16   58.4   0.2   1   3       3.6   1.3e+02    0.1   0.0    82    98     3    19     1    29 0.79 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 56099at50557         -            397   2.6e-16   58.4   0.2   2   3   1.7e-06     6e-05   20.9   0.0   238   270    24    56    19    68 0.87 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 56099at50557         -            397   2.6e-16   58.4   0.2   3   3   1.7e-10   6.1e-09   34.1   0.0   241   310    69   141    61   141 0.86 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 56099at50557         -            397   2.6e-16   58.4   0.2   1   3       3.6   1.3e+02    0.1   0.0    82    98     3    19     1    29 0.79 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 56099at50557         -            397   2.6e-16   58.4   0.2   2   3   1.7e-06     6e-05   20.9   0.0   238   270    24    56    19    68 0.87 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 56099at50557         -            397   2.6e-16   58.4   0.2   3   3   1.7e-10   6.1e-09   34.1   0.0   241   310    69   141    61   141 0.86 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 56099at50557         -            397   3.3e-16   58.0   0.2   1   3      0.18       6.2    4.4   0.0   237   296    51   115    30   151 0.63 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 56099at50557         -            397   3.3e-16   58.0   0.2   2   3     4e-05    0.0014   16.4   0.0   212   313   155   263   147   274 0.74 -
25500at50557_13686_0:0020f5|STRG.16127.1:138-1943|+   -            602 56099at50557         -            397   3.3e-16   58.0   0.2   3   3   2.3e-09   8.3e-08   30.4   1.0    59   312   312   599   309   601 0.72 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 56099at50557         -            397   1.6e-15   55.7   0.0   1   3      0.17         6    4.5   0.0    58    96    45    82    44    88 0.90 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 56099at50557         -            397   1.6e-15   55.7   0.0   2   3   4.4e-06   0.00016   19.6   0.0   211   321    61   175    56   179 0.80 -
71739at50557_30019_0:000544|STRG.14638.1:286-1143|+   -            286 56099at50557         -            397   1.6e-15   55.7   0.0   3   3     1e-11   3.6e-10   38.2   0.0   136   270   150   286   140   286 0.80 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 56099at50557         -            397   4.2e-15   54.4   0.1   1   5    0.0036      0.13   10.0   0.0    59    97    50    87    47    93 0.87 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 56099at50557         -            397   4.2e-15   54.4   0.1   2   5     0.016      0.56    7.9   0.0   237   268    93   124    87   130 0.89 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 56099at50557         -            397   4.2e-15   54.4   0.1   3   5   8.6e-05     0.003   15.3   0.0   237   313   135   214   126   221 0.83 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 56099at50557         -            397   4.2e-15   54.4   0.1   4   5   0.00022    0.0077   14.0   0.0    60   108   220   267   215   272 0.87 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 56099at50557         -            397   4.2e-15   54.4   0.1   5   5       5.7     2e+02   -0.5   0.0   210   254   283   328   274   330 0.55 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 56099at50557         -            397   4.7e-15   54.2   0.2   1   3     0.022      0.77    7.4   0.1   239   311   266   341   256   345 0.76 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 56099at50557         -            397   4.7e-15   54.2   0.2   2   3   9.3e-09   3.3e-07   28.4   0.0   227   316   338   430   332   440 0.84 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 56099at50557         -            397   4.7e-15   54.2   0.2   3   3   1.3e-08   4.7e-07   27.9   0.0   239   314   392   470   390   477 0.85 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 56099at50557         -            397   4.7e-15   54.2   0.2   1   3     0.022      0.77    7.4   0.1   239   311   266   341   256   345 0.76 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 56099at50557         -            397   4.7e-15   54.2   0.2   2   3   9.3e-09   3.3e-07   28.4   0.0   227   316   338   430   332   440 0.84 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 56099at50557         -            397   4.7e-15   54.2   0.2   3   3   1.3e-08   4.7e-07   27.9   0.0   239   314   392   470   390   477 0.85 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 56099at50557         -            397   9.9e-15   53.2   2.1   1   5    0.0061      0.21    9.2   0.0    97   126     5    40     1    56 0.80 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 56099at50557         -            397   9.9e-15   53.2   2.1   2   5       0.1       3.7    5.2   0.1   295   314    62    81    49    88 0.74 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 56099at50557         -            397   9.9e-15   53.2   2.1   3   5   6.5e-05    0.0023   15.7   0.0    59    97    85   122    81   127 0.88 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 56099at50557         -            397   9.9e-15   53.2   2.1   4   5    0.0047      0.17    9.6   0.0    62    97   160   194   155   204 0.88 -
14512at50557_29053_0:0002b6|STRG.8472.1:214-924|+     -            237 56099at50557         -            397   9.9e-15   53.2   2.1   5   5     0.004      0.14    9.9   0.0    62    96   204   237   196   237 0.90 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 56099at50557         -            397   1.3e-14   52.8   0.4   1   4      0.13       4.6    4.9   0.0    62    98     1    37     1    44 0.92 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 56099at50557         -            397   1.3e-14   52.8   0.4   2   4   3.2e-08   1.1e-06   26.6   0.1   238   315    47   127    40   133 0.79 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 56099at50557         -            397   1.3e-14   52.8   0.4   3   4   0.00082     0.029   12.1   0.0    63    97   135   170   129   176 0.88 -
80377at50557_454923_0:001015|STRG.16929.1:141-920|+   -            260 56099at50557         -            397   1.3e-14   52.8   0.4   4   4      0.81        29    2.2   0.0    65   100   222   255   215   259 0.86 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   1   4    0.0034      0.12   10.1   0.1   239   318    13    89     4    93 0.69 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   2   4      0.01      0.36    8.5   0.0    60    98    90   125    87   128 0.90 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   3   4   2.9e-08     1e-06   26.8   0.0   232   315   124   206   122   219 0.87 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   4   4       0.1       3.7    5.2   0.3    99   310   258   284   210   287 0.42 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   1   4    0.0034      0.12   10.1   0.1   239   318    13    89     4    93 0.69 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   2   4      0.01      0.36    8.5   0.0    60    98    90   125    87   128 0.90 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   3   4   2.9e-08     1e-06   26.8   0.0   232   315   124   206   122   219 0.87 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   4   4       0.1       3.7    5.2   0.3    99   310   258   284   210   287 0.42 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   1   4    0.0034      0.12   10.1   0.1   239   318    13    89     4    93 0.69 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   2   4      0.01      0.36    8.5   0.0    60    98    90   125    87   128 0.90 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   3   4   2.9e-08     1e-06   26.8   0.0   232   315   124   206   122   219 0.87 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   4   4       0.1       3.7    5.2   0.3    99   310   258   284   210   287 0.42 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   1   4    0.0034      0.12   10.1   0.1   239   318    13    89     4    93 0.69 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   2   4      0.01      0.36    8.5   0.0    60    98    90   125    87   128 0.90 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   3   4   2.9e-08     1e-06   26.8   0.0   232   315   124   206   122   219 0.87 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 56099at50557         -            397   5.1e-14   50.8   6.0   4   4       0.1       3.7    5.2   0.3    99   310   258   284   210   287 0.42 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   1   5   0.00063     0.022   12.5   0.1   284   320    42    78    28    91 0.82 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   2   5      0.79        28    2.3   0.0   247   316    86   162    78   168 0.72 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   3   5     0.013      0.47    8.1   0.0   239   270   166   199   162   204 0.85 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   4   5   0.00016    0.0056   14.5   0.0   231   318   200   294   197   298 0.76 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   5   5     0.011      0.38    8.4   0.0    59    94   294   328   292   329 0.74 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   1   5   0.00063     0.022   12.5   0.1   284   320    42    78    28    91 0.82 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   2   5      0.79        28    2.3   0.0   247   316    86   162    78   168 0.72 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   3   5     0.013      0.47    8.1   0.0   239   270   166   199   162   204 0.85 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   4   5   0.00016    0.0056   14.5   0.0   231   318   200   294   197   298 0.76 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   5   5     0.011      0.38    8.4   0.0    59    94   294   328   292   329 0.74 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   1   5   0.00063     0.022   12.5   0.1   284   320    42    78    28    91 0.82 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   2   5      0.79        28    2.3   0.0   247   316    86   162    78   168 0.72 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   3   5     0.013      0.47    8.1   0.0   239   270   166   199   162   204 0.85 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   4   5   0.00016    0.0056   14.5   0.0   231   318   200   294   197   298 0.76 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 56099at50557         -            397     6e-14   50.6   0.1   5   5     0.011      0.38    8.4   0.0    59    94   294   328   292   329 0.74 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   1   5   2.5e-05   0.00087   17.1   0.0   241   315     8    98     2   106 0.72 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   2   5       1.3        45    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   3   5   0.00056      0.02   12.7   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   4   5     0.014      0.49    8.1   0.0   221   268   225   274   212   283 0.87 -
40115at50557_123851_0:00295a|STRG.15993.2:1961-2929|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   5   5       1.3        46    1.6   0.0   236   267   288   319   282   322 0.86 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   1   5   2.5e-05   0.00087   17.1   0.0   241   315     8    98     2   106 0.72 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   2   5       1.3        45    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   3   5   0.00056      0.02   12.7   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.15993.3:1936-2904|+ -            323 56099at50557         -            397     2e-13   48.9   0.0   4   5     0.014      0.49    8.1   0.0   221   268   225   274   212   283 0.87 -
