#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_286306_0:0043a3|STRG.14947.2:250-1760|+    -            401 96662at50557         -            445  1.2e-168  560.7   1.0   1   1  3.2e-170  1.3e-168  560.6   1.0    38   411     1   400     1   401 0.99 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   4  10   1.4e-06   5.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   5  10   9.1e-09   3.7e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   6  10   2.2e-05   0.00091   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   7  10   8.5e-08   3.4e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   8  10   6.6e-09   2.7e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   9  10   3.5e-06   0.00014   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.6579.4:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1  10  10   1.2e-10   4.8e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   1  10   1.6e-12   6.4e-11   40.8   0.1   340   444    18   122     9   123 0.92 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   2  10   4.4e-08   1.8e-06   26.2   0.0   371   444    81   155    80   156 0.95 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   3  10   1.4e-06   5.7e-05   21.2   0.1   366   444   171   250   155   251 0.88 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   4  10   1.4e-06   5.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   5  10   9.1e-09   3.7e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   6  10   2.2e-05   0.00091   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   7  10   8.5e-08   3.4e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   8  10   6.6e-09   2.7e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   9  10   3.5e-06   0.00014   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.6579.5:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1  10  10   1.2e-10   4.8e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   1  10   1.6e-12   6.4e-11   40.8   0.1   340   444    18   122     9   123 0.92 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   2  10   4.4e-08   1.8e-06   26.2   0.0   371   444    81   155    80   156 0.95 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   3  10   1.4e-06   5.7e-05   21.2   0.1   366   444   171   250   155   251 0.88 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   4  10   1.4e-06   5.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   5  10   9.1e-09   3.7e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   6  10   2.2e-05   0.00091   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   7  10   8.5e-08   3.4e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   8  10   6.6e-09   2.7e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   9  10   3.5e-06   0.00014   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.6579.6:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1  10  10   1.2e-10   4.8e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   1  10   1.6e-12   6.4e-11   40.8   0.1   340   444    18   122     9   123 0.92 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   2  10   4.4e-08   1.8e-06   26.2   0.0   371   444    81   155    80   156 0.95 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   3  10   1.4e-06   5.7e-05   21.2   0.1   366   444   171   250   155   251 0.88 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   4  10   1.4e-06   5.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   5  10   9.1e-09   3.7e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   6  10   2.2e-05   0.00091   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   7  10   8.5e-08   3.4e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   8  10   6.6e-09   2.7e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   9  10   3.5e-06   0.00014   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.6579.7:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1  10  10   1.2e-10   4.8e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   1  10   1.6e-12   6.4e-11   40.8   0.1   340   444    18   122     9   123 0.92 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   2  10   4.4e-08   1.8e-06   26.2   0.0   371   444    81   155    80   156 0.95 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   3  10   1.4e-06   5.7e-05   21.2   0.1   366   444   171   250   155   251 0.88 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   4  10   1.4e-06   5.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   5  10   9.1e-09   3.7e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   6  10   2.2e-05   0.00091   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   7  10   8.5e-08   3.4e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   8  10   6.6e-09   2.7e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   9  10   3.5e-06   0.00014   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.6579.8:692-2965|+        -            758 96662at50557         -            445     2e-66  223.8  17.1  10  10   1.2e-10   4.8e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   1  10   1.6e-12   6.4e-11   40.8   0.1   340   444    18   122     9   123 0.92 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   2  10   4.4e-08   1.8e-06   26.2   0.0   371   444    81   155    80   156 0.95 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   3  10   1.4e-06   5.7e-05   21.2   0.1   366   444   171   250   155   251 0.88 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   4  10   1.4e-06   5.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   5  10   9.1e-09   3.7e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   6  10   2.2e-05   0.00091   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   7  10   8.5e-08   3.4e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   8  10   6.6e-09   2.7e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1   9  10   3.5e-06   0.00014   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.6579.9:650-2923|+        -            758 96662at50557         -            445     2e-66  223.8  17.1  10  10   1.2e-10   4.8e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   1   9   6.6e-10   2.7e-08   32.2   0.0   342   441     7   107     2   107 0.88 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   2   9   3.9e-09   1.6e-07   29.7   0.0   367   444    65   143    63   147 0.97 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   3   9   2.7e-11   1.1e-09   36.8   0.0   339   441   157   260   144   264 0.91 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   4   9     0.048       1.9    6.3   0.0   390   431   241   282   240   297 0.88 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   5   9   7.1e-10   2.9e-08   32.1   0.2   352   428   359   435   351   453 0.91 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   6   9   7.7e-12   3.1e-10   38.6   0.0   335   431   467   565   447   570 0.89 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   7   9   0.00014    0.0058   14.6   0.0   392   443   559   611   559   613 0.90 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   8   9   1.1e-11   4.5e-10   38.1   0.0   335   428   622   715   615   718 0.90 -
2648at50557_1629725_0:0018e5|STRG.2482.1:100-2442|+     -            781 96662at50557         -            445   1.2e-65  221.2   2.1   9   9   1.9e-05   0.00075   17.5   0.0   392   444   712   765   711   766 0.92 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   1   8     2e-10   8.1e-09   33.9   0.0   342   443     7   109     3   112 0.88 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   2   8   1.2e-11   4.8e-10   37.9   0.0   336   441   143   249   113   253 0.84 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   3   8     0.027       1.1    7.1   0.0   389   431   229   271   227   286 0.87 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   4   8     7e-10   2.8e-08   32.1   0.2   352   428   348   424   340   442 0.91 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   5   8   7.5e-12     3e-10   38.6   0.0   335   431   456   554   436   559 0.89 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   6   8   0.00014    0.0057   14.6   0.0   392   443   548   600   548   602 0.90 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   7   8   1.1e-11   4.4e-10   38.1   0.0   335   428   611   704   604   707 0.90 -
2648at50557_1629725_0:0018e5|STRG.2482.3:100-2409|+     -            770 96662at50557         -            445   4.2e-64  216.1   0.6   8   8   1.8e-05   0.00074   17.6   0.0   392   444   701   754   700   755 0.92 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   1   9   6.5e-10   2.6e-08   32.2   0.0   342   441     7   107     2   107 0.88 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   2   9   3.8e-09   1.6e-07   29.7   0.0   367   444    65   143    63   147 0.97 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   3   9   2.7e-11   1.1e-09   36.8   0.0   339   441   157   260   144   264 0.91 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   4   9     0.048       1.9    6.3   0.0   390   431   241   282   240   297 0.88 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   5   9   6.8e-08   2.7e-06   25.6   0.2   352   424   359   428   352   450 0.86 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   6   9   5.9e-12   2.4e-10   38.9   0.0   334   431   463   562   426   566 0.86 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   7   9    0.0003     0.012   13.6   0.0   394   443   558   608   557   610 0.90 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   8   9   1.1e-11   4.4e-10   38.1   0.0   335   428   619   712   612   715 0.90 -
2648at50557_1629725_0:0018e5|STRG.2482.2:100-2433|+     -            778 96662at50557         -            445   8.4e-64  215.1   1.9   9   9   1.8e-05   0.00075   17.5   0.0   392   444   709   762   708   763 0.92 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   1  10   4.3e-10   1.7e-08   32.8   0.1   345   444     4   103     1   104 0.81 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   2  10   6.2e-07   2.5e-05   22.4   0.1   365   444   118   198   103   199 0.85 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   3  10   6.3e-05    0.0025   15.8   0.0   370   429   189   248   183   252 0.91 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   4  10   6.6e-09   2.7e-07   28.9   0.1   358   444   243   330   237   331 0.87 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   5  10   1.9e-05   0.00076   17.5   0.0   368   441   319   393   312   396 0.84 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   6  10   4.3e-07   1.7e-05   22.9   0.1   372   444   389   462   378   463 0.88 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   7  10   2.2e-10     9e-09   33.7   0.2   341   444   457   561   449   562 0.90 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   8  10   4.2e-08   1.7e-06   26.2   0.0   354   430   536   612   533   615 0.92 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   9  10   3.7e-09   1.5e-07   29.7   0.0   366   444   614   693   612   694 0.95 -
2648at50557_7539_0:00235a|STRG.11395.3:293-2527|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9  10  10     0.023      0.92    7.4   0.1   370   424   684   738   680   741 0.87 -
2648at50557_7539_0:00235a|STRG.11395.4:329-2563|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   1  10   4.3e-10   1.7e-08   32.8   0.1   345   444     4   103     1   104 0.81 -
2648at50557_7539_0:00235a|STRG.11395.4:329-2563|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   2  10   6.2e-07   2.5e-05   22.4   0.1   365   444   118   198   103   199 0.85 -
2648at50557_7539_0:00235a|STRG.11395.4:329-2563|+       -            745 96662at50557         -            445   1.4e-62  211.1  17.9   3  10   6.3e-05    0.0025   15.8   0.0   370   429   189   248   183   252 0.91 -
