#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_520822_0:000571|STRG.12790.1:164-2146|+  -            661 34006at50557         -            414  5.8e-229  758.9   4.9   1   1  5.3e-230  2.2e-228  757.0   4.9     1   414   180   645   180   645 0.93 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   1   3   2.1e-05   0.00085   17.2   0.1   110   181    38   111    30   115 0.82 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   2   3   9.2e-09   3.7e-07   28.3   0.0   106   227   121   255   113   265 0.77 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   3   3     0.089       3.6    5.3   0.0   159   214   265   328   250   329 0.47 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   1   3   2.1e-05   0.00085   17.2   0.1   110   181    38   111    30   115 0.82 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   2   3   9.2e-09   3.7e-07   28.3   0.0   106   227   121   255   113   265 0.77 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   3   3     0.089       3.6    5.3   0.0   159   214   265   328   250   329 0.47 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   1   3   2.1e-05   0.00085   17.2   0.1   110   181    38   111    30   115 0.82 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   2   3   9.2e-09   3.7e-07   28.3   0.0   106   227   121   255   113   265 0.77 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 34006at50557         -            414   1.8e-14   52.4   2.0   3   3     0.089       3.6    5.3   0.0   159   214   265   328   250   329 0.47 -
80377at50557_166361_0:002fc1|STRG.18366.2:1525-2292|+ -            256 34006at50557         -            414   5.2e-14   50.9   0.7   1   2   3.5e-09   1.4e-07   29.7   0.1   108   243    17   163     3   164 0.75 -
80377at50557_166361_0:002fc1|STRG.18366.2:1525-2292|+ -            256 34006at50557         -            414   5.2e-14   50.9   0.7   2   2   3.3e-07   1.4e-05   23.2   0.2   111   187   145   222   141   250 0.86 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 34006at50557         -            414   7.5e-14   50.4   0.4   1   2   3.9e-13   1.6e-11   42.7   0.3   106   220   135   259    46   297 0.74 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 34006at50557         -            414   7.5e-14   50.4   0.4   2   2       1.5        62    1.2   0.0   154   183   277   306   263   314 0.79 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 34006at50557         -            414     8e-14   50.3   0.3   1   2   4.6e-13   1.9e-11   42.5   0.2   106   220   135   259    47   296 0.75 -
80377at50557_456900_0:000374|STRG.9321.3:127-1173|+   -            349 34006at50557         -            414     8e-14   50.3   0.3   2   2       1.2        50    1.5   0.0   153   183   276   306   260   326 0.80 -
40115at50557_103372_0:0021d6|STRG.11081.1:216-1661|+  -            482 34006at50557         -            414   1.2e-13   49.7   8.1   1   2   2.7e-05    0.0011   16.9   5.1    11   182   119   281   110   291 0.72 -
40115at50557_103372_0:0021d6|STRG.11081.1:216-1661|+  -            482 34006at50557         -            414   1.2e-13   49.7   8.1   2   2   1.1e-07   4.4e-06   24.8   0.0   119   220   333   444   328   471 0.78 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 34006at50557         -            414   2.1e-13   48.9   0.5   1   3      0.91        37    2.0   0.1    15    41    10    36     1    49 0.66 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 34006at50557         -            414   2.1e-13   48.9   0.5   2   3     2e-09     8e-08   30.5   0.2   111   191    50   132    40   154 0.86 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 34006at50557         -            414   2.1e-13   48.9   0.5   3   3   0.00029     0.012   13.5   0.0    15    76   179   235   161   252 0.76 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 34006at50557         -            414   2.4e-13   48.7  11.5   1   3   3.4e-08   1.4e-06   26.4   0.3   119   217    13   120     2   129 0.78 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 34006at50557         -            414   2.4e-13   48.7  11.5   2   3   1.2e-07   4.7e-06   24.7   1.9    11   144    45   164    40   222 0.63 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 34006at50557         -            414   2.4e-13   48.7  11.5   3   3   1.7e-05    0.0007   17.5   0.1   127   215   207   305   186   305 0.74 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   1   3     0.016      0.65    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   2   3   6.6e-08   2.7e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.6179.1:1374-2234|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   3   3   7.6e-07   3.1e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   1   3     0.016      0.65    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   2   3   6.6e-08   2.7e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.6179.2:1343-2203|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   3   3   7.6e-07   3.1e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   1   3     0.016      0.65    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   2   3   6.6e-08   2.7e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.6179.3:1895-2755|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   3   3   7.6e-07   3.1e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   1   3     0.016      0.65    7.7   0.1   192   216    19    43     9    85 0.70 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   2   3   6.6e-08   2.7e-06   25.5   0.3   110   217    93   204    87   213 0.79 -
80377at50557_30019_0:0008bb|STRG.6179.4:1895-2755|+   -            287 34006at50557         -            414   4.8e-13   47.7   5.6   3   3   7.6e-07   3.1e-05   22.0   0.3   127   217   189   287   173   287 0.76 -
14512at50557_103372_0:0005b9|STRG.3349.1:363-2942|+   -            860 34006at50557         -            414   1.1e-12   46.5   0.0   1   1   1.1e-13   4.3e-12   44.6   0.0   110   267    58   224    48   264 0.76 -
14512at50557_103372_0:0005b9|STRG.3349.2:363-2999|+   -            879 34006at50557         -            414   1.2e-12   46.4   0.0   1   1   1.2e-13   4.8e-12   44.4   0.0   110   267    58   224    52   264 0.76 -
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 34006at50557         -            414   1.5e-11   42.8   0.3   1   2      0.03       1.2    6.8   0.1   123   182   408   468   371   487 0.65 -
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 34006at50557         -            414   1.5e-11   42.8   0.3   2   2   2.5e-10     1e-08   33.5   0.0   110   222   478   600   474   620 0.83 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 34006at50557         -            414   1.8e-11   42.5   0.4   1   3      0.18       7.2    4.3   0.1   109   142   246   279   196   295 0.79 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 34006at50557         -            414   1.8e-11   42.5   0.4   2   3   5.9e-10   2.4e-08   32.2   0.0   156   242   337   434   286   444 0.77 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 34006at50557         -            414   1.8e-11   42.5   0.4   3   3     0.036       1.5    6.6   0.1   159   216   425   488   418   489 0.78 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   1   3       3.4   1.4e+02    0.1   0.0   159   182   230   253   212   316 0.62 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   2   3   5.8e-10   2.4e-08   32.3   0.0   118   218   331   439   311   453 0.78 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   3   3     0.034       1.4    6.7   0.0   121   180   460   520   445   522 0.77 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   1   3       3.4   1.4e+02    0.1   0.0   159   182   230   253   212   316 0.62 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   2   3   5.8e-10   2.4e-08   32.3   0.0   118   218   331   439   311   453 0.78 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   3   3     0.034       1.4    6.7   0.0   121   180   460   520   445   522 0.77 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   1   3       3.4   1.4e+02    0.1   0.0   159   182   230   253   212   316 0.62 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   2   3   5.8e-10   2.4e-08   32.3   0.0   118   218   331   439   311   453 0.78 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 34006at50557         -            414   1.9e-11   42.4   1.1   3   3     0.034       1.4    6.7   0.0   121   180   460   520   445   522 0.77 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 34006at50557         -            414     2e-11   42.4   0.4   1   3      0.22       8.9    4.0   0.1   109   142   254   287   225   303 0.79 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 34006at50557         -            414     2e-11   42.4   0.4   2   3   6.4e-10   2.6e-08   32.1   0.0   156   242   345   442   295   451 0.77 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 34006at50557         -            414     2e-11   42.4   0.4   3   3     0.041       1.7    6.4   0.1   159   216   433   496   429   497 0.78 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   1   3   9.2e-06   0.00037   18.4   1.3   131   219     7   100     1   108 0.73 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   2   3   6.8e-08   2.8e-06   25.4   0.2   111   218   111   222   106   233 0.73 -
40115at50557_1629725_0:001335|STRG.14750.1:618-1421|+ -            268 34006at50557         -            414   2.1e-11   42.3   8.0   3   3       1.4        57    1.3   0.0   185   215   238   268   231   268 0.85 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 34006at50557         -            414   3.2e-11   41.7   0.3   1   1   2.5e-12     1e-10   40.1   0.3   118   247    20   160     8   169 0.76 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 34006at50557         -            414   8.5e-11   40.3   5.7   1   2   0.00026     0.011   13.6   0.8   124   183   183   247   162   260 0.78 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 34006at50557         -            414   8.5e-11   40.3   5.7   2   2   6.6e-09   2.7e-07   28.8   0.3   107   233   275   412   251   442 0.77 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 34006at50557         -            414   8.5e-11   40.3   5.7   1   2   0.00026     0.011   13.6   0.8   124   183   183   247   162   260 0.78 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 34006at50557         -            414   8.5e-11   40.3   5.7   2   2   6.6e-09   2.7e-07   28.8   0.3   107   233   275   412   251   442 0.77 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 34006at50557         -            414   8.5e-11   40.3   5.7   1   2   0.00026     0.011   13.6   0.8   124   183   183   247   162   260 0.78 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 34006at50557         -            414   8.5e-11   40.3   5.7   2   2   6.6e-09   2.7e-07   28.8   0.3   107   233   275   412   251   442 0.77 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 34006at50557         -            414   8.5e-11   40.3   5.7   1   2   0.00026     0.011   13.6   0.8   124   183   183   247   162   260 0.78 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 34006at50557         -            414   8.5e-11   40.3   5.7   2   2   6.6e-09   2.7e-07   28.8   0.3   107   233   275   412   251   442 0.77 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 34006at50557         -            414   1.1e-10   39.9   6.0   1   3   0.00036     0.015   13.2   0.5   107   216     6   137     2   147 0.64 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 34006at50557         -            414   1.1e-10   39.9   6.0   2   3     0.001     0.043   11.6   0.4   121   186   158   224   141   245 0.83 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 34006at50557         -            414   1.1e-10   39.9   6.0   3   3   3.8e-05    0.0015   16.4   0.0   117   184   247   315   238   329 0.86 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 34006at50557         -            414   1.2e-10   39.8   0.1   1   1   3.4e-12   1.4e-10   39.6   0.1   126   246     2   133     1   141 0.79 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 34006at50557         -            414   1.2e-10   39.8   0.1   1   1   3.4e-12   1.4e-10   39.6   0.1   126   246     2   133     1   141 0.79 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 34006at50557         -            414   1.4e-10   39.6   4.1   1   2   1.3e-09   5.4e-08   31.1   0.5   155   252     5   112     1   124 0.78 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 34006at50557         -            414   1.4e-10   39.6   4.1   2   2   3.8e-05    0.0016   16.4   0.2   107   180    82   157    78   158 0.82 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 34006at50557         -            414   1.9e-10   39.1   0.7   1   2   1.6e-06   6.6e-05   20.9   0.1   125   195    28   103    10   122 0.68 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 34006at50557         -            414   1.9e-10   39.1   0.7   2   2   5.2e-05    0.0021   15.9   0.0   154   206   127   181   113   197 0.76 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 34006at50557         -            414   2.5e-10   38.7   1.6   1   2   5.1e-05    0.0021   16.0   0.2   122   221    12   121     1   137 0.68 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 34006at50557         -            414   2.5e-10   38.7   1.6   2   2   1.8e-06   7.5e-05   20.7   0.1   159   246   137   237   130   270 0.80 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 34006at50557         -            414   2.5e-10   38.7   1.6   1   2   5.1e-05    0.0021   16.0   0.2   122   221    12   121     1   137 0.68 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 34006at50557         -            414   2.5e-10   38.7   1.6   2   2   1.8e-06   7.5e-05   20.7   0.1   159   246   137   237   130   270 0.80 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 34006at50557         -            414   3.1e-10   38.4   4.9   1   3    0.0017     0.068   11.0   0.1    16    43     5    32     2   213 0.89 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 34006at50557         -            414   3.1e-10   38.4   4.9   2   3   3.7e-05    0.0015   16.4   0.1   109   182   216   290   209   300 0.91 -
33043at50557_454923_0:001231|STRG.9785.1:3528-4898|+  -            457 34006at50557         -            414   3.1e-10   38.4   4.9   3   3    0.0072      0.29    8.9   0.2   112   202   341   440   291   457 0.54 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 34006at50557         -            414   1.2e-09   36.5   3.1   1   2   1.1e-06   4.5e-05   21.5   1.7   117   223    53   169    11   172 0.78 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 34006at50557         -            414   1.2e-09   36.5   3.1   2   2   0.00025      0.01   13.7   0.0   110   179   173   243   169   244 0.89 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 34006at50557         -            414   1.3e-09   36.4   0.0   1   2   6.4e-07   2.6e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.8436.1:627-1094|+    -            156 34006at50557         -            414   1.3e-09   36.4   0.0   2   2   0.00065     0.026   12.3   0.0   111   180    83   155    74   156 0.64 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 34006at50557         -            414   1.3e-09   36.4   0.0   1   2   6.4e-07   2.6e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.8436.2:745-1212|+    -            156 34006at50557         -            414   1.3e-09   36.4   0.0   2   2   0.00065     0.026   12.3   0.0   111   180    83   155    74   156 0.64 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 34006at50557         -            414   1.4e-09   36.3   1.9   1   2   3.6e-08   1.5e-06   26.4   0.2   116   218    52   163    35   171 0.83 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 34006at50557         -            414   1.4e-09   36.3   1.9   2   2    0.0082      0.33    8.7   0.1   157   220   176   249   167   255 0.75 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 34006at50557         -            414   1.4e-09   36.3   1.9   1   2   3.6e-08   1.5e-06   26.4   0.2   116   218    52   163    35   171 0.83 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 34006at50557         -            414   1.4e-09   36.3   1.9   2   2    0.0082      0.33    8.7   0.1   157   220   176   249   167   255 0.75 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 34006at50557         -            414   1.4e-09   36.3   1.9   1   2   3.6e-08   1.5e-06   26.4   0.2   116   218    52   163    35   171 0.83 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 34006at50557         -            414   1.4e-09   36.3   1.9   2   2    0.0082      0.33    8.7   0.1   157   220   176   249   167   255 0.75 -
80377at50557_7070_0:0023da|STRG.18368.1:447-1094|+    -            216 34006at50557         -            414   1.8e-09   35.9   1.2   1   2   3.2e-07   1.3e-05   23.2   0.2   124   226    20   130     5   151 0.72 -
80377at50557_7070_0:0023da|STRG.18368.1:447-1094|+    -            216 34006at50557         -            414   1.8e-09   35.9   1.2   2   2   0.00082     0.033   12.0   0.0   112   188   132   210   127   215 0.69 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 34006at50557         -            414     2e-09   35.8   0.3   1   3   4.7e-05    0.0019   16.1   0.2   117   188    45   116    36   121 0.83 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 34006at50557         -            414     2e-09   35.8   0.3   2   3       0.4        16    3.1   0.0   164   182   109   127   108   136 0.86 -
