#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30467at50557_144034_0:0022a4|STRG.11857.1:54-2183|+   -            710 30467at50557         -            614         0 1058.2   8.2   1   1         0         0 1057.9   8.2     8   614    31   708    23   708 0.92 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 30467at50557         -            614   9.5e-07   26.6   0.0   4   5   0.00072      0.12    9.8   0.0   215   274   432   496   415   497 0.77 -
33043at50557_568069_0:003d26|STRG.16130.1:395-2533|+  -            713 30467at50557         -            614   9.5e-07   26.6   0.0   5   5     0.035       5.6    4.3   0.0   187   237   482   539   477   557 0.72 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 30467at50557         -            614   2.2e-06   25.4   0.3   1   3    0.0015      0.25    8.7   0.0   187   251    11    80     5    87 0.55 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 30467at50557         -            614   2.2e-06   25.4   0.3   2   3     0.037       5.9    4.2   0.0   216   252    89   123    81   131 0.83 -
40115at50557_7370_0:002473|STRG.10477.1:345-1214|+    -            290 30467at50557         -            614   2.2e-06   25.4   0.3   3   3     0.037       6.1    4.1   0.1   446   507   183   252   182   262 0.56 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 30467at50557         -            614   4.2e-06   24.5   0.1   1   2      0.61        99    0.1   0.0   476   504    10    38     3    72 0.77 -
80377at50557_568069_0:004eea|STRG.5236.1:77-931|+     -            285 30467at50557         -            614   4.2e-06   24.5   0.1   2   2   4.7e-05    0.0076   13.7   0.0   476   522   179   225   158   235 0.85 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   1   4      0.39        63    0.8   0.0   480   502     4    26     1    39 0.78 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   2   4   9.1e-05     0.015   12.8   0.1   186   255    45   118    31   122 0.78 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   3   4     0.047       7.6    3.8   0.0   217   252   124   159   119   175 0.89 -
78072at50557_7070_0:002a52|STRG.18902.1:1098-1940|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   4   4      0.21        34    1.7   0.0   474   501   167   194   160   226 0.77 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   1   4      0.39        63    0.8   0.0   480   502     4    26     1    39 0.78 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   2   4   9.1e-05     0.015   12.8   0.1   186   255    45   118    31   122 0.78 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   3   4     0.047       7.6    3.8   0.0   217   252   124   159   119   175 0.89 -
78072at50557_7070_0:002a52|STRG.18902.2:1048-1890|+   -            281 30467at50557         -            614   7.9e-06   23.6   0.7   4   4      0.21        34    1.7   0.0   474   501   167   194   160   226 0.77 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 30467at50557         -            614   1.1e-05   23.1   2.6   1   4      0.35        56    1.0   0.0   472   504    45    77     5    87 0.69 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 30467at50557         -            614   1.1e-05   23.1   2.6   2   4    0.0055       0.9    6.9   0.0   213   256    87   128    79   139 0.79 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 30467at50557         -            614   1.1e-05   23.1   2.6   3   4      0.22        36    1.6   0.0   217   257   133   171   123   185 0.78 -
57752at50557_121225_0:0018b6|STRG.11077.1:539-1453|+  -            305 30467at50557         -            614   1.1e-05   23.1   2.6   4   4   0.00025     0.041   11.3   0.1   440   501   238   304   213   305 0.76 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 30467at50557         -            614   1.5e-05   22.7   0.0   1   2   3.1e-06   0.00051   17.6   0.0   211   259    23    69     2    74 0.79 -
40115at50557_77166_0:00051d|STRG.18369.2:518-931|+    -            138 30467at50557         -            614   1.5e-05   22.7   0.0   2   2     0.054       8.8    3.6   0.0   185   239    74   135    69   138 0.65 -
42371at50557_34720_0:000328|STRG.5128.3:104-1165|+    -            354 30467at50557         -            614   1.7e-05   22.5   0.0   1   2    0.0065         1    6.7   0.0   186   250    39   114    27   128 0.75 -
42371at50557_34720_0:000328|STRG.5128.3:104-1165|+    -            354 30467at50557         -            614   1.7e-05   22.5   0.0   2   2   4.6e-05    0.0075   13.7   0.0   398   514   128   247   120   252 0.86 -
80377at50557_104688_0:000c4b|STRG.19312.1:200-751|+   -            184 30467at50557         -            614   3.1e-05   21.6   0.3   1   3     0.034       5.5    4.3   0.0   196   251    15    68    11    73 0.84 -
80377at50557_104688_0:000c4b|STRG.19312.1:200-751|+   -            184 30467at50557         -            614   3.1e-05   21.6   0.3   2   3    0.0061      0.98    6.8   0.0   216   253    93   128    81   134 0.79 -
80377at50557_104688_0:000c4b|STRG.19312.1:200-751|+   -            184 30467at50557         -            614   3.1e-05   21.6   0.3   3   3   7.4e-05     0.012   13.1   0.2   443   519    99   181    94   184 0.73 -
80377at50557_104688_0:000c4b|STRG.19312.2:200-751|+   -            184 30467at50557         -            614   3.1e-05   21.6   0.3   1   3     0.034       5.5    4.3   0.0   196   251    15    68    11    73 0.84 -
80377at50557_104688_0:000c4b|STRG.19312.2:200-751|+   -            184 30467at50557         -            614   3.1e-05   21.6   0.3   2   3    0.0061      0.98    6.8   0.0   216   253    93   128    81   134 0.79 -
80377at50557_104688_0:000c4b|STRG.19312.2:200-751|+   -            184 30467at50557         -            614   3.1e-05   21.6   0.3   3   3   7.4e-05     0.012   13.1   0.2   443   519    99   181    94   184 0.73 -
42371at50557_520822_0:00190c|STRG.5128.2:529-2349|+   -            607 30467at50557         -            614    0.0001   19.9   0.0   1   2     0.016       2.6    5.4   0.0   186   249   292   366   279   375 0.75 -
42371at50557_520822_0:00190c|STRG.5128.2:529-2349|+   -            607 30467at50557         -            614    0.0001   19.9   0.0   2   2   0.00013     0.021   12.3   0.0   399   514   382   500   376   505 0.85 -
42371at50557_520822_0:00190c|STRG.5128.1:529-2352|+   -            608 30467at50557         -            614    0.0001   19.9   0.0   1   2     0.016       2.6    5.4   0.0   186   249   293   367   280   376 0.75 -
42371at50557_520822_0:00190c|STRG.5128.1:529-2352|+   -            608 30467at50557         -            614    0.0001   19.9   0.0   2   2   0.00013     0.021   12.3   0.0   399   514   383   501   377   506 0.85 -
78072at50557_29053_0:0017f4|STRG.14225.1:284-838|+    -            185 30467at50557         -            614   0.00013   19.6   0.5   1   1   9.1e-07   0.00015   19.4   0.5   216   315    36   146     1   163 0.76 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 30467at50557         -            614    0.0003   18.4   0.0   1   2    0.0011      0.18    9.2   0.0   216   263    41    86    31    99 0.86 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 30467at50557         -            614    0.0003   18.4   0.0   2   2    0.0053      0.87    6.9   0.0   211   257   166   212   155   216 0.88 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 30467at50557         -            614    0.0003   18.4   0.0   1   2    0.0011      0.18    9.2   0.0   216   263    41    86    31    99 0.86 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 30467at50557         -            614    0.0003   18.4   0.0   2   2    0.0053      0.87    6.9   0.0   211   257   166   212   155   216 0.88 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 30467at50557         -            614    0.0003   18.4   0.0   1   2    0.0011      0.18    9.2   0.0   216   263    41    86    31    99 0.86 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 30467at50557         -            614    0.0003   18.4   0.0   2   2    0.0053      0.87    6.9   0.0   211   257   166   212   155   216 0.88 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 30467at50557         -            614   0.00077   17.0   0.0   1   1   1.2e-05     0.002   15.6   0.0   186   283   360   470   343   476 0.54 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 30467at50557         -            614   0.00077   17.0   0.0   1   1   1.2e-05     0.002   15.6   0.0   186   283   360   470   343   476 0.54 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 30467at50557         -            614    0.0012   16.4   0.7   1   3     0.026       4.3    4.6   0.0   187   257    73   147    66   207 0.61 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 30467at50557         -            614    0.0012   16.4   0.7   2   3     0.023       3.8    4.8   0.0   475   505   192   222   177   247 0.79 -
40115at50557_108931_0:001d6b|STRG.19253.1:926-1963|+  -            346 30467at50557         -            614    0.0012   16.4   0.7   3   3     0.015       2.5    5.4   0.1   167   256   217   322   213   331 0.57 -
49370at50557_79782_0:001886|STRG.16130.1:1562-2551|+  -            330 30467at50557         -            614    0.0012   16.3   0.0   1   3   0.00029     0.047   11.1   0.0   215   273    43   106    26   107 0.76 -
49370at50557_79782_0:001886|STRG.16130.1:1562-2551|+  -            330 30467at50557         -            614    0.0012   16.3   0.0   2   3     0.011       1.8    5.9   0.0   187   237    93   150    84   167 0.73 -
49370at50557_79782_0:001886|STRG.16130.1:1562-2551|+  -            330 30467at50557         -            614    0.0012   16.3   0.0   3   3       7.1   1.2e+03   -3.4   0.0   218   251   256   288   249   326 0.68 -
40115at50557_77166_0:00051d|STRG.18366.1:283-705|+    -            141 30467at50557         -            614    0.0021   15.6   0.2   1   1   2.4e-05    0.0039   14.7   0.2   185   244    76   140    52   141 0.74 -
40115at50557_77166_0:00051d|STRG.18366.2:283-705|+    -            141 30467at50557         -            614    0.0021   15.6   0.2   1   1   2.4e-05    0.0039   14.7   0.2   185   244    76   140    52   141 0.74 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   1   5       6.8   1.1e+03   -3.3   0.0   186   208   229   252   226   265 0.56 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   2   5     0.023       3.8    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   3   5      0.62     1e+02    0.1   0.0   221   249   413   439   403   446 0.67 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   4   5     0.014       2.2    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   5   5       1.6   2.6e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   1   5       6.8   1.1e+03   -3.3   0.0   186   208   229   252   226   265 0.56 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   2   5     0.023       3.8    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   3   5      0.62     1e+02    0.1   0.0   221   249   413   439   403   446 0.67 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   4   5     0.014       2.2    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   5   5       1.6   2.6e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   1   5       6.8   1.1e+03   -3.3   0.0   186   208   229   252   226   265 0.56 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   2   5     0.023       3.8    4.8   0.0   475   504   325   354   319   365 0.84 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   3   5      0.62     1e+02    0.1   0.0   221   249   413   439   403   446 0.67 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   4   5     0.014       2.2    5.6   0.1   465   504   441   481   412   489 0.74 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 30467at50557         -            614    0.0024   15.4   0.6   5   5       1.6   2.6e+02   -1.3   0.0   476   502   495   521   484   522 0.81 -
31374at50557_197043_0:003de5|STRG.18368.2:82-588|+    -            169 30467at50557         -            614    0.0038   14.7   0.0   1   1   3.9e-05    0.0064   14.0   0.0   180   247    97   169    87   169 0.81 -
76755at50557_30019_0:002e99|STRG.9405.1:270-968|+     -            233 30467at50557         -            614    0.0052   14.3   0.1   1   2   7.2e-05     0.012   13.1   0.1   211   252    59   100     9   128 0.85 -
76755at50557_30019_0:002e99|STRG.9405.1:270-968|+     -            233 30467at50557         -            614    0.0052   14.3   0.1   2   2       1.6   2.6e+02   -1.3   0.0   214   239   105   130    99   147 0.65 -
117816at50557_121225_0:000cee|STRG.2963.1:157-660|+   -            168 30467at50557         -            614    0.0061   14.0   0.1   1   2   0.00047     0.076   10.4   0.0    73   131    24    86    13    94 0.73 -
117816at50557_121225_0:000cee|STRG.2963.1:157-660|+   -            168 30467at50557         -            614    0.0061   14.0   0.1   2   2      0.15        24    2.2   0.0    70   109   114   152    79   162 0.69 -
117816at50557_121225_0:000cee|STRG.2963.2:106-609|+   -            168 30467at50557         -            614    0.0061   14.0   0.1   1   2   0.00047     0.076   10.4   0.0    73   131    24    86    13    94 0.73 -
117816at50557_121225_0:000cee|STRG.2963.2:106-609|+   -            168 30467at50557         -            614    0.0061   14.0   0.1   2   2      0.15        24    2.2   0.0    70   109   114   152    79   162 0.69 -
117816at50557_121225_0:000cee|STRG.2963.3:506-1009|+  -            168 30467at50557         -            614    0.0061   14.0   0.1   1   2   0.00047     0.076   10.4   0.0    73   131    24    86    13    94 0.73 -
117816at50557_121225_0:000cee|STRG.2963.3:506-1009|+  -            168 30467at50557         -            614    0.0061   14.0   0.1   2   2      0.15        24    2.2   0.0    70   109   114   152    79   162 0.69 -
78072at50557_156304_0:001dd8|STRG.4893.1:1811-2527|+  -            239 30467at50557         -            614    0.0066   13.9   0.3   1   2     0.021       3.4    5.0   0.1   223   305    13    63     5    86 0.39 -
78072at50557_156304_0:001dd8|STRG.4893.1:1811-2527|+  -            239 30467at50557         -            614    0.0066   13.9   0.3   2   2    0.0091       1.5    6.2   0.0   215   248   103   134    89   140 0.76 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 30467at50557         -            614    0.0076   13.7   0.1   1   2   0.00015     0.025   12.0   0.1   211   257    16    60     8    85 0.87 -
77772at50557_103372_0:001ea3|STRG.19226.1:8-952|+     -            315 30467at50557         -            614    0.0076   13.7   0.1   2   2       1.9     3e+02   -1.5   0.0   415   501   166   266   152   276 0.41 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 30467at50557         -            614     0.011   13.1   0.1   1   4     0.054       8.8    3.6   0.0   477   505    60    88    19    98 0.75 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 30467at50557         -            614     0.011   13.1   0.1   2   4     0.066        11    3.3   0.0   190   250    66   132    61   147 0.44 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 30467at50557         -            614     0.011   13.1   0.1   3   4      0.63     1e+02    0.1   0.0   470   504   180   214   174   223 0.87 -
80377at50557_456900_0:000374|STRG.9321.2:98-1102|+    -            335 30467at50557         -            614     0.011   13.1   0.1   4   4     0.094        15    2.8   0.0   439   503   228   305   199   314 0.48 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 30467at50557         -            614     0.013   13.0   0.1   1   3     0.078        13    3.1   0.0   210   256   144   190   128   196 0.79 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 30467at50557         -            614     0.013   13.0   0.1   2   3     0.039       6.4    4.1   0.0   218   255   196   231   190   236 0.83 -
33043at50557_103372_0:000263|STRG.17910.1:73-2469|+   -            799 30467at50557         -            614     0.013   13.0   0.1   3   3      0.19        32    1.8   0.0   189   248   491   555   466   566 0.67 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 30467at50557         -            614     0.013   12.9   0.1   1   2      0.18        29    1.9   0.0   217   259    66   106    59   109 0.86 -
80377at50557_166361_0:002fc1|STRG.18956.1:453-1166|+  -            238 30467at50557         -            614     0.013   12.9   0.1   2   2    0.0013      0.21    9.0   0.0   398   503   110   227   106   234 0.76 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   1   3    0.0058      0.94    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   2   3       1.2   1.9e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   3   3      0.12        20    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   1   3    0.0058      0.94    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   2   3       1.2   1.9e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   3   3      0.12        20    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   1   3    0.0058      0.94    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   2   3       1.2   1.9e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   3   3      0.12        20    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   1   3    0.0058      0.94    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   2   3       1.2   1.9e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   3   3      0.12        20    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   1   3    0.0058      0.94    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   2   3       1.2   1.9e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   3   3      0.12        20    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   1   3    0.0058      0.94    6.8   0.1   472   505   170   203   164   215 0.84 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   2   3       1.2   1.9e+02   -0.8   0.0   218   258   216   255   208   262 0.74 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 30467at50557         -            614     0.015   12.8   0.5   3   3      0.12        20    2.4   0.0   186   209   267   290   251   310 0.79 -
129956at50557_7536_0:0043e4|STRG.11340.3:548-901|+    -            118 30467at50557         -            614      0.02   12.3   0.0   1   1   0.00012      0.02   12.3   0.0    87   124    37    75    19   111 0.87 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 30467at50557         -            614     0.022   12.2   1.1   1   2      0.16        26    2.0   0.0   187   211     9    33     4    44 0.77 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 30467at50557         -            614     0.022   12.2   1.1   2   2     0.021       3.4    5.0   0.1   170   208   250   288   242   290 0.67 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 30467at50557         -            614     0.022   12.2   1.1   1   2      0.16        26    2.0   0.0   187   211     9    33     4    44 0.77 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 30467at50557         -            614     0.022   12.2   1.1   2   2     0.021       3.4    5.0   0.1   170   208   250   288   242   290 0.67 -
22030at50557_7536_0:0040ec|STRG.18366.1:813-1154|+    -            114 30467at50557         -            614     0.022   12.2   0.0   1   1   0.00014     0.023   12.1   0.0   184   270     3   100     1   113 0.66 -
22030at50557_7536_0:0040ec|STRG.18366.2:813-1154|+    -            114 30467at50557         -            614     0.022   12.2   0.0   1   1   0.00014     0.023   12.1   0.0   184   270     3   100     1   113 0.66 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 30467at50557         -            614      0.04   11.3   0.6   1   3    0.0079       1.3    6.4   0.1   441   502    70   137    34   145 0.72 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 30467at50557         -            614      0.04   11.3   0.6   2   3      0.25        41    1.4   0.0   443   456   163   176   157   181 0.63 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 30467at50557         -            614      0.04   11.3   0.6   3   3      0.77   1.2e+02   -0.2   0.0   179   207   256   286   238   288 0.68 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 30467at50557         -            614      0.04   11.3   0.6   1   3    0.0079       1.3    6.4   0.1   441   502    70   137    34   145 0.72 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 30467at50557         -            614      0.04   11.3   0.6   2   3      0.25        41    1.4   0.0   443   456   163   176   157   181 0.63 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 30467at50557         -            614      0.04   11.3   0.6   3   3      0.77   1.2e+02   -0.2   0.0   179   207   256   286   238   288 0.68 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 30467at50557         -            614     0.052   11.0   0.0   1   2   0.00064       0.1   10.0   0.0   253   305   104   158    18   164 0.74 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 30467at50557         -            614     0.052   11.0   0.0   2   2       4.4   7.1e+02   -2.7   0.0   203   215   216   228   184   261 0.42 -
