#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.7653.1:0-851|+        -            284 83902at50557         -            211  2.8e-106  352.7  11.0   1   1  1.6e-107  1.2e-105  350.6  11.0     1   211    15   256    15   256 0.93 -
54603at50557_217634_0:0030bb|STRG.16414.1:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   1   5   4.5e-07   3.4e-05   22.4   0.2   102   145    32    74    23    77 0.79 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   2   5   7.4e-23   5.5e-21   74.0   5.3    31   185    69   232    68   235 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   3   5   8.4e-06   0.00063   18.3   0.1   140   183   233   276   230   278 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   4   5   1.2e-08   9.2e-07   27.5   0.8   139   185   278   324   275   325 0.96 -
54603at50557_217634_0:0030bb|STRG.16414.2:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   1   5   4.5e-07   3.4e-05   22.4   0.2   102   145    32    74    23    77 0.79 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   2   5   7.4e-23   5.5e-21   74.0   5.3    31   185    69   232    68   235 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   3   5   8.4e-06   0.00063   18.3   0.1   140   183   233   276   230   278 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   4   5   1.2e-08   9.2e-07   27.5   0.8   139   185   278   324   275   325 0.96 -
54603at50557_217634_0:0030bb|STRG.16414.3:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   1   5   4.5e-07   3.4e-05   22.4   0.2   102   145    32    74    23    77 0.79 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   2   5   7.4e-23   5.5e-21   74.0   5.3    31   185    69   232    68   235 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   3   5   8.4e-06   0.00063   18.3   0.1   140   183   233   276   230   278 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   4   5   1.2e-08   9.2e-07   27.5   0.8   139   185   278   324   275   325 0.96 -
54603at50557_217634_0:0030bb|STRG.16414.4:512-1612|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   1   5   4.5e-07   3.4e-05   22.4   0.2   102   145    32    74    23    77 0.79 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   2   5   7.4e-23   5.5e-21   74.0   5.3    31   185    69   232    68   235 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   3   5   8.4e-06   0.00063   18.3   0.1   140   183   233   276   230   278 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   4   5   1.2e-08   9.2e-07   27.5   0.8   139   185   278   324   275   325 0.96 -
54603at50557_217634_0:0030bb|STRG.16414.5:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   1   5   4.5e-07   3.4e-05   22.4   0.2   102   145    32    74    23    77 0.79 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   2   5   7.4e-23   5.5e-21   74.0   5.3    31   185    69   232    68   235 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   3   5   8.4e-06   0.00063   18.3   0.1   140   183   233   276   230   278 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   4   5   1.2e-08   9.2e-07   27.5   0.8   139   185   278   324   275   325 0.96 -
54603at50557_217634_0:0030bb|STRG.16414.6:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   1   5   4.5e-07   3.4e-05   22.4   0.2   102   145    32    74    23    77 0.79 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   2   5   7.4e-23   5.5e-21   74.0   5.3    31   185    69   232    68   235 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   3   5   8.4e-06   0.00063   18.3   0.1   140   183   233   276   230   278 0.89 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   4   5   1.2e-08   9.2e-07   27.5   0.8   139   185   278   324   275   325 0.96 -
54603at50557_217634_0:0030bb|STRG.16414.7:136-1236|+   -            367 83902at50557         -            211   8.6e-44  148.5  21.9   5   5   2.7e-07     2e-05   23.1   0.0   137   179   322   364   321   367 0.95 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   1   9   7.6e-07   5.7e-05   21.7   1.6    34   174    25   181    15   184 0.80 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   2   9    0.0063      0.47    8.9   0.0    37    72   173   208   166   217 0.90 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   3   9   5.6e-09   4.2e-07   28.6   4.2    38   178   197   352   195   361 0.81 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   4   9   1.4e-05    0.0011   17.5   3.5    91   159   435   507   382   531 0.61 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   5   9   2.5e-05    0.0019   16.7   0.7   116   181   555   625   527   632 0.77 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   6   9   1.6e-12   1.2e-10   40.2   6.0    34   177   631   792   627   796 0.75 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   7   9   2.3e-06   0.00017   20.1   0.5    90   156   796   866   792   874 0.86 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   8   9   1.3e-05     0.001   17.6   0.3   118   178   848   912   845   917 0.86 -
25718at50557_7160_0:003d21|STRG.6539.1:581-3517|+      -            979 83902at50557         -            211   3.1e-39  133.6  56.9   9   9    0.0023      0.17   10.3   0.5    96   172   873   955   870   961 0.80 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   1   4   2.6e-15     2e-13   49.3   9.0    64   184     6   128     1   129 0.85 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   2   4   1.2e-11   9.2e-10   37.3   6.4    40   183   113   264   112   285 0.83 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   3   4   9.1e-07   6.8e-05   21.4   1.6    34    84   198   248   188   331 0.94 -
54603at50557_116153_0:001d7a|STRG.19225.1:463-1908|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   4   4   3.9e-16   2.9e-14   52.0   5.6    33   172   332   482   320   482 0.87 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   1   4   2.6e-15     2e-13   49.3   9.0    64   184     6   128     1   129 0.85 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   2   4   1.2e-11   9.2e-10   37.3   6.4    40   183   113   264   112   285 0.83 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   3   4   9.1e-07   6.8e-05   21.4   1.6    34    84   198   248   188   331 0.94 -
54603at50557_116153_0:001d7a|STRG.19225.3:316-1761|+   -            482 83902at50557         -            211   1.7e-35  121.4  35.9   4   4   3.9e-16   2.9e-14   52.0   5.6    33   172   332   482   320   482 0.87 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 83902at50557         -            211   7.5e-32  109.5  43.2   1   5   1.5e-05    0.0012   17.4   0.2   127   185    17    75     5    96 0.79 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 83902at50557         -            211   7.5e-32  109.5  43.2   2   5   3.6e-07   2.7e-05   22.7   1.2    23    75    90   142    78   149 0.87 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 83902at50557         -            211   7.5e-32  109.5  43.2   3   5     7e-14   5.3e-12   44.7  12.3    34   174   148   300   143   301 0.83 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 83902at50557         -            211   7.5e-32  109.5  43.2   4   5   2.7e-16   2.1e-14   52.5   7.9    33   184   194   358   192   365 0.83 -
54603at50557_224129_0:0029b4|STRG.12913.1:12-1205|+    -            398 83902at50557         -            211   7.5e-32  109.5  43.2   5   5     2e-05    0.0015   17.0   0.0   112   180   306   377   303   383 0.81 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   1  10      0.24        18    3.7   0.1    94   126   103   135    47   144 0.59 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   2  10     0.023       1.7    7.0   0.5    92   172   101   185    87   186 0.64 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   3  10   3.5e-07   2.6e-05   22.8   3.4    36   177   155   306   147   312 0.82 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   4  10   2.4e-06   0.00018   20.0   3.2    34   177   292   451   286   454 0.79 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   5  10   1.1e-05   0.00083   17.9   1.9    33   158   388   529   357   538 0.74 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   6  10    0.0003     0.022   13.2   0.5    82   178   520   624   518   646 0.81 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   7  10   3.3e-15   2.5e-13   49.0   4.3    38   179   638   790   637   799 0.82 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   8  10     3e-05    0.0023   16.5   4.4    38   135   778   885   776   893 0.77 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3   9  10   0.00049     0.037   12.5   2.6    97   170   892   967   887   979 0.84 -
8280at50557_83485_0:001d33|STRG.19517.1:212-3646|+     -           1145 83902at50557         -            211   2.9e-30  104.3  65.3  10  10       3.2   2.4e+02    0.0   0.2   120   156  1034  1075  1013  1114 0.48 -
25718at50557_197043_0:00510d|STRG.6539.2:86-1765|+     -            560 83902at50557         -            211   1.1e-27   95.9  33.7   1   6   3.6e-06   0.00027   19.5   1.6    91   174    19   107     8   121 0.81 -
25718at50557_197043_0:00510d|STRG.6539.2:86-1765|+     -            560 83902at50557         -            211   1.1e-27   95.9  33.7   2   6   1.1e-05   0.00085   17.8   0.7   116   181   139   209   111   216 0.77 -
25718at50557_197043_0:00510d|STRG.6539.2:86-1765|+     -            560 83902at50557         -            211   1.1e-27   95.9  33.7   3   6   5.9e-13   4.4e-11   41.6   5.8    34   177   215   376   211   379 0.75 -
25718at50557_197043_0:00510d|STRG.6539.2:86-1765|+     -            560 83902at50557         -            211   1.1e-27   95.9  33.7   4   6   1.6e-06   0.00012   20.6   0.5    90   155   380   449   373   455 0.89 -
25718at50557_197043_0:00510d|STRG.6539.2:86-1765|+     -            560 83902at50557         -            211   1.1e-27   95.9  33.7   5   6   5.4e-06   0.00041   18.9   0.3   118   178   432   496   427   501 0.86 -
25718at50557_197043_0:00510d|STRG.6539.2:86-1765|+     -            560 83902at50557         -            211   1.1e-27   95.9  33.7   6   6      0.25        19    3.6   0.2    33    74   480   522   478   535 0.76 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   1  11   2.2e-10   1.7e-08   33.2   3.1    71   178   116   232    62   234 0.73 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   2  11   2.9e-06   0.00022   19.8   0.3    90   154   186   255   181   263 0.84 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   3  11   4.1e-05    0.0031   16.0   1.5    67   181   241   360   234   369 0.84 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   4  11     0.014         1    7.8   0.3   119   179   316   382   307   409 0.79 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   5  11       1.7   1.3e+02    0.9   0.2   114   152   417   455   384   486 0.78 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   6  11     0.013         1    7.8   0.6    85   134   504   554   433   557 0.69 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   7  11   0.00025     0.019   13.5   2.7    44   157   502   631   488   634 0.73 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   8  11   0.00077     0.057   11.9   5.1    42   123   574   665   570   681 0.67 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3   9  11   3.8e-07   2.8e-05   22.7   2.7    96   180   698   788   668   791 0.83 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3  10  11    0.0005     0.037   12.5   0.3   136   180   767   812   762   813 0.85 -
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 83902at50557         -            211   3.9e-26   90.8  50.3  11  11   3.8e-05    0.0028   16.1   0.3    35    87   796   848   789   862 0.81 -
25718at50557_54969_0:001d6b|STRG.17973.1:934-3381|+    -            816 83902at50557         -            211   5.3e-26   90.4  29.9   1   5   3.7e-11   2.8e-09   35.8   1.8    81   181    38   143     1   167 0.72 -
25718at50557_54969_0:001d6b|STRG.17973.1:934-3381|+    -            816 83902at50557         -            211   5.3e-26   90.4  29.9   2   5   6.7e-06    0.0005   18.6   0.1    91   178   170   262   165   266 0.88 -
25718at50557_54969_0:001d6b|STRG.17973.1:934-3381|+    -            816 83902at50557         -            211   5.3e-26   90.4  29.9   3   5   0.00055     0.041   12.3   1.2    35   138   319   412   312   447 0.61 -
25718at50557_54969_0:001d6b|STRG.17973.1:934-3381|+    -            816 83902at50557         -            211   5.3e-26   90.4  29.9   4   5     0.033       2.4    6.5   0.4    28    89   451   514   440   524 0.79 -
25718at50557_54969_0:001d6b|STRG.17973.1:934-3381|+    -            816 83902at50557         -            211   5.3e-26   90.4  29.9   5   5   5.4e-05    0.0041   15.6   0.3    88   154   675   745   658   756 0.84 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   1   7   2.3e-10   1.7e-08   33.2   0.5    33   181    17   161    12   168 0.81 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   2   7   5.4e-06    0.0004   18.9   2.2    94   177   165   255   161   258 0.82 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   3   7   2.7e-11     2e-09   36.2   5.6    33   189   240   410   237   417 0.84 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   4   7      0.24        18    3.7   0.7    34   135   407   515   397   530 0.63 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   5   7    0.0085      0.64    8.4   0.2   119   177   654   716   634   725 0.78 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   6   7   0.00016     0.012   14.1   0.4   105   177   663   740   655   745 0.84 -
7376at50557_121225_0:001986|STRG.17997.1:659-3043|+    -            795 83902at50557         -            211   5.7e-25   87.0  34.2   7   7      0.02       1.5    7.2   0.1    35    73   727   766   717   776 0.76 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   1   8      0.28        21    3.5   0.2    52    85   144   178    94   182 0.57 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   2   8   1.3e-07     1e-05   24.1   0.3    34   132   173   281   167   287 0.85 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   3   8   0.00041     0.031   12.7   0.3    28    71   334   378   318   387 0.82 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   4   8   5.2e-10   3.9e-08   32.0   5.3    24   156   402   544   384   547 0.80 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   5   8     5e-06   0.00037   19.0   4.0    67   176   521   639   515   643 0.84 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   6   8     0.011      0.81    8.1   1.0    89   140   643   694   639   718 0.81 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   7   8    0.0071      0.53    8.7   0.1    33    71   752   791   730   792 0.82 -
25718at50557_219809_0:00105d|STRG.14999.1:515-3139|+   -            875 83902at50557         -            211   6.7e-25   86.8  49.4   8   8    0.0086      0.64    8.4   0.8    19    68   790   837   786   841 0.86 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   1   8      0.31        23    3.3   0.1    52    84   162   195   112   198 0.56 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   2   8   1.4e-07     1e-05   24.1   0.3    34   132   191   299   185   305 0.85 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   3   8   0.00039     0.029   12.8   0.3    27    71   351   396   332   405 0.82 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   4   8   5.5e-10   4.1e-08   31.9   5.3    24   156   420   562   402   565 0.80 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   5   8   6.4e-07   4.8e-05   21.9   3.5    57   176   529   657   524   661 0.82 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   6   8    0.0084      0.63    8.5   1.2    88   140   660   712   653   735 0.82 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   7   8    0.0071      0.53    8.7   0.1    33    71   770   809   747   810 0.81 -
25718at50557_219809_0:00105d|STRG.14999.2:276-2954|+   -            893 83902at50557         -            211   7.4e-25   86.7  49.2   8   8    0.0079      0.59    8.6   0.8    19    68   808   855   804   865 0.86 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   1  10     3e-07   2.3e-05   23.0   0.5    82   154    27   105     2   111 0.81 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   2  10   4.2e-05    0.0031   16.0   2.0    67   181    91   210    84   221 0.84 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   3  10     0.014         1    7.8   0.2   118   179   165   232   156   238 0.76 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   4  10       1.7   1.3e+02    0.9   0.3   114   152   267   305   236   329 0.79 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   5  10    0.0098      0.74    8.2   0.1    87   134   356   404   318   412 0.75 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   6  10   0.00035     0.026   13.0   3.4    45   157   353   481   340   484 0.73 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   7  10   0.00058     0.044   12.2   5.7    39   123   421   515   416   531 0.70 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   8  10     3e-07   2.3e-05   23.0   2.8    96   180   548   638   518   641 0.83 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1   9  10   0.00031     0.023   13.2   0.2   136   180   617   662   612   665 0.85 -
8280at50557_103372_0:001996|STRG.10611.2:748-2971|+    -            718 83902at50557         -            211   1.6e-22   79.0  46.1  10  10   2.9e-05    0.0022   16.5   0.4    35    87   646   698   638   712 0.81 -
83902at50557_568069_0:000a01|STRG.2694.3:174-764|+     -            197 83902at50557         -            211   5.3e-21   74.1  13.0   1   2   1.1e-16   7.9e-15   53.9   5.5    38   184     4   160     1   161 0.87 -
83902at50557_568069_0:000a01|STRG.2694.3:174-764|+     -            197 83902at50557         -            211   5.3e-21   74.1  13.0   2   2   6.9e-10   5.2e-08   31.6   0.8   118   172   137   194   136   197 0.53 -
54603at50557_116153_0:001d7a|STRG.19225.2:848-1714|+   -            289 83902at50557         -            211   3.9e-20   71.2  14.9   1   2   6.6e-07     5e-05   21.9   2.0    35    84     6    55     2   138 0.94 -
